"","date","ICE"
"1","2007-01-03",23.143999
"2","2007-01-04",24.202
"3","2007-01-05",24.912001
"4","2007-01-08",25.138
"5","2007-01-09",24.93
"6","2007-01-10",27.049999
"7","2007-01-11",27.308001
"8","2007-01-12",26.945999
"9","2007-01-16",25.837999
"10","2007-01-17",26.643999
"11","2007-01-18",25.837999
"12","2007-01-19",25.382
"13","2007-01-22",24.82
"14","2007-01-23",25.9
"15","2007-01-24",27.280001
"16","2007-01-25",26.348
"17","2007-01-26",27.034
"18","2007-01-29",25.976
"19","2007-01-30",26.288
"20","2007-01-31",26.110001
"21","2007-02-01",27.110001
"22","2007-02-02",28.493999
"23","2007-02-05",28.719999
"24","2007-02-06",28.572001
"25","2007-02-07",29.610001
"26","2007-02-08",30.41
"27","2007-02-09",29.872
"28","2007-02-12",28.714001
"29","2007-02-13",30.172001
"30","2007-02-14",30.327999
"31","2007-02-15",31.016001
"32","2007-02-16",31.664
"33","2007-02-20",32.518002
"34","2007-02-21",32.771999
"35","2007-02-22",32.116001
"36","2007-02-23",32.388
"37","2007-02-26",31.441999
"38","2007-02-27",28.916
"39","2007-02-28",30.153999
"40","2007-03-01",30.115999
"41","2007-03-02",27.716
"42","2007-03-05",27.422001
"43","2007-03-06",28.486
"44","2007-03-07",25.82
"45","2007-03-08",26.271999
"46","2007-03-09",26.200001
"47","2007-03-12",26.889999
"48","2007-03-13",25.802
"49","2007-03-14",26.386
"50","2007-03-15",25.620001
"51","2007-03-16",25.275999
"52","2007-03-19",25.598
"53","2007-03-20",25.978001
"54","2007-03-21",25.950001
"55","2007-03-22",25.452
"56","2007-03-23",24.712
"57","2007-03-26",24.17
"58","2007-03-27",24.587999
"59","2007-03-28",24.392
"60","2007-03-29",24.594
"61","2007-03-30",24.441999
"62","2007-04-02",25.573999
"63","2007-04-03",24.73
"64","2007-04-04",25.177999
"65","2007-04-05",25.775999
"66","2007-04-09",25.700001
"67","2007-04-10",25.59
"68","2007-04-11",25.389999
"69","2007-04-12",25.332001
"70","2007-04-13",25.958
"71","2007-04-16",26.002001
"72","2007-04-17",26.236
"73","2007-04-18",26.18
"74","2007-04-19",25.940001
"75","2007-04-20",26.766001
"76","2007-04-23",26.469999
"77","2007-04-24",26.032
"78","2007-04-25",26.101999
"79","2007-04-26",25.834
"80","2007-04-27",25.351999
"81","2007-04-30",25.4
"82","2007-05-01",24.604
"83","2007-05-02",25.452
"84","2007-05-03",26.950001
"85","2007-05-04",27.68
"86","2007-05-07",27.427999
"87","2007-05-08",26.940001
"88","2007-05-09",27.51
"89","2007-05-10",26.969999
"90","2007-05-11",28.110001
"91","2007-05-14",27.76
"92","2007-05-15",27.464001
"93","2007-05-16",27.562
"94","2007-05-17",27.959999
"95","2007-05-18",27.836
"96","2007-05-21",29.216
"97","2007-05-22",30.280001
"98","2007-05-23",29.694
"99","2007-05-24",28.431999
"100","2007-05-25",28.997999
"101","2007-05-29",29.549999
"102","2007-05-30",29.742001
"103","2007-05-31",28.988001
"104","2007-06-01",28.594
"105","2007-06-04",29.934
"106","2007-06-05",29.752001
"107","2007-06-06",30.598
"108","2007-06-07",29.341999
"109","2007-06-08",29.125999
"110","2007-06-11",29.837999
"111","2007-06-12",29.796
"112","2007-06-13",29.556
"113","2007-06-14",30.978001
"114","2007-06-15",31.396
"115","2007-06-18",30.886
"116","2007-06-19",31.26
"117","2007-06-20",31.620001
"118","2007-06-21",31.709999
"119","2007-06-22",31.104
"120","2007-06-25",29.848
"121","2007-06-26",29.112
"122","2007-06-27",30.209999
"123","2007-06-28",29.757999
"124","2007-06-29",29.57
"125","2007-07-02",29.002001
"126","2007-07-03",29.775999
"127","2007-07-05",30.362
"128","2007-07-06",31.218
"129","2007-07-09",31.356001
"130","2007-07-10",31.146
"131","2007-07-11",33.414001
"132","2007-07-12",33.798
"133","2007-07-13",33.422001
"134","2007-07-16",33.995998
"135","2007-07-17",33.369999
"136","2007-07-18",32.585999
"137","2007-07-19",32.27
"138","2007-07-20",32.048
"139","2007-07-23",31.218
"140","2007-07-24",29.558001
"141","2007-07-25",28.75
"142","2007-07-26",29.268
"143","2007-07-27",30.280001
"144","2007-07-30",31.280001
"145","2007-07-31",30.226
"146","2007-08-01",30
"147","2007-08-02",30.436001
"148","2007-08-03",30.792
"149","2007-08-06",30.716
"150","2007-08-07",31.370001
"151","2007-08-08",31.976
"152","2007-08-09",30.799999
"153","2007-08-10",30.209999
"154","2007-08-13",29.4
"155","2007-08-14",28.624001
"156","2007-08-15",26.799999
"157","2007-08-16",25.9
"158","2007-08-17",26.708
"159","2007-08-20",27.534
"160","2007-08-21",27.034
"161","2007-08-22",27.766001
"162","2007-08-23",27.91
"163","2007-08-24",28.5
"164","2007-08-27",28.035999
"165","2007-08-28",26.98
"166","2007-08-29",27.924
"167","2007-08-30",27.950001
"168","2007-08-31",29.174
"169","2007-09-04",29.568001
"170","2007-09-05",28.177999
"171","2007-09-06",27.614
"172","2007-09-07",26.568001
"173","2007-09-10",26.43
"174","2007-09-11",26.290001
"175","2007-09-12",26.280001
"176","2007-09-13",25.813999
"177","2007-09-14",25.542
"178","2007-09-17",25.299999
"179","2007-09-18",27.129999
"180","2007-09-19",26.32
"181","2007-09-20",27.076
"182","2007-09-21",27.091999
"183","2007-09-24",28.362
"184","2007-09-25",30.23
"185","2007-09-26",30.379999
"186","2007-09-27",30.492001
"187","2007-09-28",30.379999
"188","2007-10-01",30.799999
"189","2007-10-02",30.93
"190","2007-10-03",30.712
"191","2007-10-04",30.84
"192","2007-10-05",31.552
"193","2007-10-08",32.234001
"194","2007-10-09",32.717999
"195","2007-10-10",32.540001
"196","2007-10-11",31.280001
"197","2007-10-12",32.257999
"198","2007-10-15",31.468
"199","2007-10-16",31.082001
"200","2007-10-17",31.6
"201","2007-10-18",32.375999
"202","2007-10-19",32.790001
"203","2007-10-22",32.265999
"204","2007-10-23",33.706001
"205","2007-10-24",35.096001
"206","2007-10-25",33.731998
"207","2007-10-26",34.049999
"208","2007-10-29",34.605999
"209","2007-10-30",34.183998
"210","2007-10-31",35.598
"211","2007-11-01",34.464001
"212","2007-11-02",34.925999
"213","2007-11-05",34.958
"214","2007-11-06",35.667999
"215","2007-11-07",34.681999
"216","2007-11-08",34.209999
