"","date","GURE"
"95","2007-05-18",20.5
"96","2007-05-21",21.200001
"97","2007-05-22",21.6
"98","2007-05-23",22
"99","2007-05-24",22
"100","2007-05-25",22
"101","2007-05-29",23
"102","2007-05-30",21
"103","2007-05-31",21
"104","2007-06-01",21
"105","2007-06-04",20.1
"106","2007-06-05",20
"107","2007-06-06",20
"108","2007-06-07",27.5
"109","2007-06-08",25
"110","2007-06-11",21.200001
"111","2007-06-12",20
"112","2007-06-13",20
"113","2007-06-14",20
"114","2007-06-15",21
"115","2007-06-18",21
"116","2007-06-19",21
"117","2007-06-20",21
"118","2007-06-21",21
"119","2007-06-22",20
"120","2007-06-25",20
"121","2007-06-26",20
"122","2007-06-27",20.1
"123","2007-06-28",20.1
"124","2007-06-29",20.1
"125","2007-07-02",20
"126","2007-07-03",20
"127","2007-07-05",20
"128","2007-07-06",20
"129","2007-07-09",20
"130","2007-07-10",20.1
"131","2007-07-11",20.4
"132","2007-07-12",21
"133","2007-07-13",21
"134","2007-07-16",21
"135","2007-07-17",21.299999
"136","2007-07-18",21.5
"137","2007-07-19",23.700001
"138","2007-07-20",24.5
"139","2007-07-23",22
"140","2007-07-24",21.299999
"141","2007-07-25",21.200001
"142","2007-07-26",21.200001
"143","2007-07-27",21
"144","2007-07-30",20.5
"145","2007-07-31",20.200001
"146","2007-08-01",21
"147","2007-08-02",22.700001
"148","2007-08-03",22
"149","2007-08-06",21.5
"150","2007-08-07",20.799999
"151","2007-08-08",20.799999
"152","2007-08-09",20.799999
"153","2007-08-10",21
"154","2007-08-13",21
"155","2007-08-14",21
"156","2007-08-15",21
"157","2007-08-16",19.1
"158","2007-08-17",20
"159","2007-08-20",19.5
"160","2007-08-21",21.5
"161","2007-08-22",21
"162","2007-08-23",19.799999
"163","2007-08-24",19.799999
"164","2007-08-27",20.200001
"165","2007-08-28",20.5
"166","2007-08-29",20.9
"167","2007-08-30",21.1
"168","2007-08-31",21.5
"169","2007-09-04",20.5
"170","2007-09-05",21.5
"171","2007-09-06",24
"172","2007-09-07",24.799999
"173","2007-09-10",24
"174","2007-09-11",23.5
"175","2007-09-12",24
"176","2007-09-13",24.200001
"177","2007-09-14",24
"178","2007-09-17",23.799999
"179","2007-09-18",24.799999
"180","2007-09-19",24.799999
"181","2007-09-20",25.5
"182","2007-09-21",26
"183","2007-09-24",26
"184","2007-09-25",26
"185","2007-09-26",27.5
"186","2007-09-27",29.5
"187","2007-09-28",29
"188","2007-10-01",30.799999
"189","2007-10-02",32
"190","2007-10-03",34.5
"191","2007-10-04",35.099998
"192","2007-10-05",37.5
"193","2007-10-08",38.5
"194","2007-10-09",40
"195","2007-10-10",40
"196","2007-10-11",43
"197","2007-10-12",43.5
"198","2007-10-15",45
"199","2007-10-16",44.099998
"200","2007-10-17",43
"201","2007-10-18",42
"202","2007-10-19",39
"203","2007-10-22",38
"204","2007-10-23",40
"205","2007-10-24",40
"206","2007-10-25",39.900002
"207","2007-10-26",40.5
"208","2007-10-29",40.5
"209","2007-10-30",40
"210","2007-10-31",40
"211","2007-11-01",39.799999
"212","2007-11-02",40.5
"213","2007-11-05",40.5
"214","2007-11-06",41
"215","2007-11-07",44
"216","2007-11-08",43
"217","2007-11-09",46.5
"218","2007-11-12",45
"219","2007-11-13",47
"220","2007-11-14",45.5
"221","2007-11-15",45.5
"222","2007-11-16",44
"223","2007-11-19",44.5
"224","2007-11-20",44
"225","2007-11-21",42
"226","2007-11-23",42
"227","2007-11-26",41.5
"228","2007-11-27",44
"229","2007-11-28",47
"230","2007-11-29",45
"231","2007-11-30",47
"232","2007-12-03",47
"233","2007-12-04",44
"234","2007-12-05",47
"235","2007-12-06",47
"236","2007-12-07",46
"237","2007-12-10",47
"238","2007-12-11",46
"239","2007-12-12",46
"240","2007-12-13",49
"241","2007-12-14",50
"242","2007-12-17",53
"243","2007-12-18",53
"244","2007-12-19",51.400002
"245","2007-12-20",51
"246","2007-12-21",53.799999
"247","2007-12-24",56
"248","2007-12-26",54.599998
"249","2007-12-27",52.599998
"250","2007-12-28",57
"251","2007-12-31",56
"252","2008-01-02",54.200001
"253","2008-01-03",55
"254","2008-01-04",53
"255","2008-01-07",55.200001
"256","2008-01-08",58
"257","2008-01-09",54
"258","2008-01-10",60
"259","2008-01-11",58
"260","2008-01-14",56
"261","2008-01-15",54
"262","2008-01-16",51
"263","2008-01-17",50
"264","2008-01-18",47
"265","2008-01-22",44.200001
"266","2008-01-23",43
"267","2008-01-24",52
"268","2008-01-25",52
"269","2008-01-28",52
"270","2008-01-29",51.799999
"271","2008-01-30",52.400002
"272","2008-01-31",51.799999
"273","2008-02-01",52
"274","2008-02-04",51.200001
"275","2008-02-05",48
"276","2008-02-06",49
"277","2008-02-07",50
"278","2008-02-08",55.400002
"279","2008-02-11",51
"280","2008-02-12",50.599998
"281","2008-02-13",52
"282","2008-02-14",52
"283","2008-02-15",52.400002
"284","2008-02-19",53
"285","2008-02-20",53
"286","2008-02-21",50
"287","2008-02-22",49
"288","2008-02-25",46
"289","2008-02-26",46
"290","2008-02-27",45
"291","2008-02-28",45
"292","2008-02-29",42
"293","2008-03-03",43
"294","2008-03-04",42.200001
"295","2008-03-05",48
"296","2008-03-06",50
"297","2008-03-07",49
"298","2008-03-10",46
"299","2008-03-11",46.200001
"300","2008-03-12",47.200001
"301","2008-03-13",44.400002
"302","2008-03-14",42
"303","2008-03-17",34.400002
"304","2008-03-18",32
"305","2008-03-19",32
"306","2008-03-20",32
"307","2008-03-24",37
"308","2008-03-25",37.400002
"309","2008-03-26",37.599998
"310","2008-03-27",37
"311","2008-03-28",36.599998
"312","2008-03-31",37
"313","2008-04-01",40.400002
"314","2008-04-02",40.599998
"315","2008-04-03",39.200001
"316","2008-04-04",36
"317","2008-04-07",36.200001
"318","2008-04-08",35
"319","2008-04-09",36.200001
"320","2008-04-10",36.400002
"321","2008-04-11",36.400002
"322","2008-04-14",34
"323","2008-04-15",31.200001
"324","2008-04-16",31
"325","2008-04-17",27.4
"326","2008-04-18",23.6
"327","2008-04-21",24
"328","2008-04-22",30
"329","2008-04-23",32
"330","2008-04-24",32.599998
"331","2008-04-25",33.400002
"332","2008-04-28",33.400002
"333","2008-04-29",31
"334","2008-04-30",31
"335","2008-05-01",31.200001
"336","2008-05-02",36
"337","2008-05-05",34.400002
"338","2008-05-06",35
"339","2008-05-07",35.599998
"340","2008-05-08",37
"341","2008-05-09",37
"342","2008-05-12",35
"343","2008-05-13",33.400002
"344","2008-05-14",35
"345","2008-05-15",35.599998
"346","2008-05-16",36
"347","2008-05-19",38
"348","2008-05-20",39
"349","2008-05-21",42.400002
"350","2008-05-22",45
"351","2008-05-23",49
"352","2008-05-27",48
"353","2008-05-28",46.599998
"354","2008-05-29",46.599998
"355","2008-05-30",45
"356","2008-06-02",45
"357","2008-06-03",45
"358","2008-06-04",44
"359","2008-06-05",45
"360","2008-06-06",45
"361","2008-06-09",46
"362","2008-06-10",45
"363","2008-06-11",45
"364","2008-06-12",43.200001
"365","2008-06-13",44
"366","2008-06-16",44
"367","2008-06-17",43.799999
"368","2008-06-18",42.200001
"369","2008-06-19",41.799999
"370","2008-06-20",42
"371","2008-06-23",40
"372","2008-06-24",39
"373","2008-06-25",40
"374","2008-06-26",35
"375","2008-06-27",38
"376","2008-06-30",38
"377","2008-07-01",36
"378","2008-07-02",35.799999
"379","2008-07-03",34
"380","2008-07-07",28
"381","2008-07-08",29
"382","2008-07-09",26.4
"383","2008-07-10",22.200001
"384","2008-07-11",20.6
"385","2008-07-14",20
"386","2008-07-15",19.799999
"387","2008-07-16",13.4
"388","2008-07-17",12.2
"389","2008-07-18",14.2
"390","2008-07-21",19
"391","2008-07-22",16
"392","2008-07-23",13.8
"393","2008-07-24",15
"394","2008-07-25",18
"395","2008-07-28",15.6
"396","2008-07-29",15.8
"397","2008-07-30",14.4
"398","2008-07-31",12.2
"399","2008-08-01",13
"400","2008-08-04",12.4
"401","2008-08-05",12.4
"402","2008-08-06",10.8
"403","2008-08-07",9.8
"404","2008-08-08",9.8
"405","2008-08-11",11.6
"406","2008-08-12",11
"407","2008-08-13",12
"408","2008-08-14",17
"409","2008-08-15",15.6
"410","2008-08-18",17
"411","2008-08-19",17.799999
"412","2008-08-20",16.6
"413","2008-08-21",16.200001
"414","2008-08-22",14
"415","2008-08-25",13
"416","2008-08-26",12
"417","2008-08-27",15.2
"418","2008-08-28",12.6
"419","2008-08-29",13.8
"420","2008-09-02",12.6
"421","2008-09-03",13
"422","2008-09-04",12
"423","2008-09-05",11.4
"424","2008-09-08",11.2
"425","2008-09-09",11.4
"426","2008-09-10",10.6
"427","2008-09-11",10.4
"428","2008-09-12",10
"429","2008-09-15",10.2
"430","2008-09-16",9
"431","2008-09-17",9
"432","2008-09-18",9.4
"433","2008-09-19",10.2
"434","2008-09-22",9.6
"435","2008-09-23",8.6
"436","2008-09-24",9.2
"437","2008-09-25",8.6
"438","2008-09-26",8.4
"439","2008-09-29",6.6
"440","2008-09-30",6.8
"441","2008-10-01",6.8
"442","2008-10-02",6.4
"443","2008-10-03",6.4
"444","2008-10-06",5.2
"445","2008-10-07",4
"446","2008-10-08",4.2
"447","2008-10-09",4
"448","2008-10-10",3.2
"449","2008-10-13",5.8
"450","2008-10-14",6
"451","2008-10-15",5.2
"452","2008-10-16",5.8
"453","2008-10-17",5
"454","2008-10-20",5
"455","2008-10-21",4.8
"456","2008-10-22",4.2
"457","2008-10-23",4.2
"458","2008-10-24",4.2
"459","2008-10-27",5.8
"460","2008-10-28",5.4
"461","2008-10-29",5.8
"462","2008-10-30",6.2
"463","2008-10-31",7
"464","2008-11-03",6.6
"465","2008-11-04",6.6
"466","2008-11-05",6.8
"467","2008-11-06",7.2
"468","2008-11-07",7.4
"469","2008-11-10",6.8
"470","2008-11-11",6.4
"471","2008-11-12",5.8
"472","2008-11-13",5.8
"473","2008-11-14",5
"474","2008-11-17",4.8
"475","2008-11-18",4.8
"476","2008-11-19",4.8
"477","2008-11-20",3.8
"478","2008-11-21",4
"479","2008-11-24",3.6
"480","2008-11-25",3.8
"481","2008-11-26",4
"482","2008-11-28",4.4
"483","2008-12-01",4
"484","2008-12-02",4.2
"485","2008-12-03",4.2
"486","2008-12-04",4
"487","2008-12-05",3.8
"488","2008-12-08",4.4
"489","2008-12-09",4.6
"490","2008-12-10",4.6
"491","2008-12-11",4.4
"492","2008-12-12",4.4
"493","2008-12-15",7
"494","2008-12-16",6.2
"495","2008-12-17",6.6
"496","2008-12-18",6.2
"497","2008-12-19",6
"498","2008-12-22",6.2
"499","2008-12-23",5.4
"500","2008-12-24",5.8
"501","2008-12-26",5.8
"502","2008-12-29",5.6
"503","2008-12-30",6.2
"504","2008-12-31",6
"505","2009-01-02",7.2
"506","2009-01-05",8.8
"507","2009-01-06",9.4
"508","2009-01-07",8.2
"509","2009-01-08",8.2
"510","2009-01-09",8.2
"511","2009-01-12",7.4
"512","2009-01-13",7.2
"513","2009-01-14",6.8
"514","2009-01-15",6.8
"515","2009-01-16",7
"516","2009-01-20",6.2
"517","2009-01-21",7.2
"518","2009-01-22",7
"519","2009-01-23",6.8
"520","2009-01-26",6.2
"521","2009-01-27",6.8
"522","2009-01-28",6.6
"523","2009-01-29",6.4
"524","2009-01-30",6.2
"525","2009-02-02",6.4
"526","2009-02-03",7
"527","2009-02-04",6.6
"528","2009-02-05",6
"529","2009-02-06",7.4
"530","2009-02-09",7.6
"531","2009-02-10",7
"532","2009-02-11",7.2
"533","2009-02-12",7.4
"534","2009-02-13",7.6
"535","2009-02-17",7.2
"536","2009-02-18",7
"537","2009-02-19",7.6
"538","2009-02-20",7.2
"539","2009-02-23",6.8
"540","2009-02-24",6.8
"541","2009-02-25",6.8
"542","2009-02-26",7
"543","2009-02-27",7
"544","2009-03-02",6.8
"545","2009-03-03",7
"546","2009-03-04",6.4
"547","2009-03-05",7.2
"548","2009-03-06",7.4
"549","2009-03-09",7.2
"550","2009-03-10",7.4
"551","2009-03-11",7.2
"552","2009-03-12",7
"553","2009-03-13",7.4
"554","2009-03-16",8
"555","2009-03-17",8.8
"556","2009-03-18",10.8
"557","2009-03-19",10.6
"558","2009-03-20",10
"559","2009-03-23",10.4
"560","2009-03-24",10.2
"561","2009-03-25",10.4
"562","2009-03-26",9.8
"563","2009-03-27",9.8
"564","2009-03-30",9.8
"565","2009-03-31",9.6
"566","2009-04-01",9.6
"567","2009-04-02",9.8
"568","2009-04-03",9.2
"569","2009-04-06",8.6
"570","2009-04-07",8.6
"571","2009-04-08",8.6
"572","2009-04-09",9
"573","2009-04-13",9.4
"574","2009-04-14",9.6
"575","2009-04-15",9.6
"576","2009-04-16",9.6
"577","2009-04-17",9.2
"578","2009-04-20",9.2
"579","2009-04-21",9.4
"580","2009-04-22",9.6
"581","2009-04-23",9.2
"582","2009-04-24",9.6
"583","2009-04-27",9.4
"584","2009-04-28",9.4
"585","2009-04-29",9.6
"586","2009-04-30",9.2
"587","2009-05-01",9.6
"588","2009-05-04",10.4
"589","2009-05-05",11.8
"590","2009-05-06",12
"591","2009-05-07",13.4
"592","2009-05-08",12.4
"593","2009-05-11",12.8
"594","2009-05-12",12.6
"595","2009-05-13",12.2
"596","2009-05-14",12.2
"597","2009-05-15",12.2
"598","2009-05-18",12.2
"599","2009-05-19",12.2
"600","2009-05-20",12.2
"601","2009-05-21",12.4
"602","2009-05-22",12.4
"603","2009-05-26",11.6
"604","2009-05-27",11.8
"605","2009-05-28",12
"606","2009-05-29",11.8
"607","2009-06-01",12.2
"608","2009-06-02",13
"609","2009-06-03",12.4
"610","2009-06-04",12.8
"611","2009-06-05",12.4
"612","2009-06-08",12
"613","2009-06-09",12
"614","2009-06-10",11.8
"615","2009-06-11",11.4
"616","2009-06-12",11.6
"617","2009-06-15",11.6
"618","2009-06-16",11.8
"619","2009-06-17",11.4
"620","2009-06-18",11.6
"621","2009-06-19",11.6
"622","2009-06-22",11.8
"623","2009-06-23",11.2
"624","2009-06-24",11.4
"625","2009-06-25",11.6
"626","2009-06-26",11.4
"627","2009-06-29",11.6
"628","2009-06-30",11.6
"629","2009-07-01",10.6
"630","2009-07-02",10.6
"631","2009-07-06",10.6
"632","2009-07-07",9.8
"633","2009-07-08",10.4
"634","2009-07-09",10.4
"635","2009-07-10",10
"636","2009-07-13",10
"637","2009-07-14",10.4
"638","2009-07-15",10.6
"639","2009-07-16",11.8
"640","2009-07-17",11.8
"641","2009-07-20",13.6
"642","2009-07-21",13.2
"643","2009-07-22",14
"644","2009-07-23",13.6
"645","2009-07-24",13.4
"646","2009-07-27",13.4
"647","2009-07-28",12.8
"648","2009-07-29",12.8
"649","2009-07-30",13.8
"650","2009-07-31",15.4
"651","2009-08-03",18.6
"652","2009-08-04",24
"653","2009-08-05",23.6
"654","2009-08-06",21.799999
"655","2009-08-07",27
"656","2009-08-10",27
"657","2009-08-11",26.799999
"658","2009-08-12",27.4
"659","2009-08-13",27.6
"660","2009-08-14",26
"661","2009-08-17",23.799999
"662","2009-08-18",23.6
"663","2009-08-19",24.6
"664","2009-08-20",25
"665","2009-08-21",25.4
"666","2009-08-24",25.799999
"667","2009-08-25",27.200001
"668","2009-08-26",26.6
"669","2009-08-27",26.799999
"670","2009-08-28",26.200001
"671","2009-08-31",25.799999
"672","2009-09-01",24.4
"673","2009-09-02",24.4
"674","2009-09-03",24.6
"675","2009-09-04",25.6
"676","2009-09-08",27.6
"677","2009-09-09",29.200001
"678","2009-09-10",32.599998
"679","2009-09-11",31.6
"680","2009-09-14",31.799999
"681","2009-09-15",33.400002
"682","2009-09-16",32
"683","2009-09-17",30.200001
"684","2009-09-18",30.200001
"685","2009-09-21",33.200001
"686","2009-09-22",33.799999
"687","2009-09-23",34.799999
"688","2009-09-24",35
"689","2009-09-25",35.599998
"690","2009-09-28",35.599998
"691","2009-09-29",39.599998
"692","2009-09-30",38
"693","2009-10-01",37.599998
"694","2009-10-02",37.799999
"695","2009-10-05",37.799999
"696","2009-10-06",37
"697","2009-10-07",37
"698","2009-10-08",37
"699","2009-10-09",41.599998
"700","2009-10-12",45.299999
"701","2009-10-13",45.75
"702","2009-10-14",44.75
"703","2009-10-15",44
"704","2009-10-16",42.950001
"705","2009-10-19",42.599998
"706","2009-10-20",44
"707","2009-10-21",46
"708","2009-10-22",45.75
"709","2009-10-23",48.25
"710","2009-10-26",51.5
"711","2009-10-27",47.950001
"712","2009-10-28",44
"713","2009-10-29",47.349998
"714","2009-10-30",47
"715","2009-11-02",44.25
"716","2009-11-03",46.450001
"717","2009-11-04",46.799999
"718","2009-11-05",50.75
"719","2009-11-06",50.700001
"720","2009-11-09",47.400002
"721","2009-11-10",45.900002
"722","2009-11-11",45.950001
"723","2009-11-12",44.75
"724","2009-11-13",43.5
"725","2009-11-16",43.200001
"726","2009-11-17",45.900002
"727","2009-11-18",46.549999
"728","2009-11-19",45.549999
"729","2009-11-20",44
"730","2009-11-23",44.25
"731","2009-11-24",44.75
"732","2009-11-25",44.849998
"733","2009-11-27",44
"734","2009-11-30",44.900002
"735","2009-12-01",46.450001
"736","2009-12-02",48
"737","2009-12-03",50.549999
"738","2009-12-04",50
"739","2009-12-07",51.75
"740","2009-12-08",51.75
"741","2009-12-09",52.299999
"742","2009-12-10",50.5
"743","2009-12-11",51.799999
"744","2009-12-14",51.700001
"745","2009-12-15",54.349998
"746","2009-12-16",55.150002
"747","2009-12-17",54.099998
"748","2009-12-18",52.349998
"749","2009-12-21",54.400002
"750","2009-12-22",52.400002
"751","2009-12-23",53.349998
"752","2009-12-24",54.400002
"753","2009-12-28",59.700001
"754","2009-12-29",58.650002
"755","2009-12-30",59
"756","2009-12-31",58.299999
"757","2010-01-04",68.5
"758","2010-01-05",68.25
"759","2010-01-06",69.25
"760","2010-01-07",67.75
"761","2010-01-08",72.449997
"762","2010-01-11",73.699997
"763","2010-01-12",69.900002
"764","2010-01-13",66.949997
"765","2010-01-14",66.400002
"766","2010-01-15",65.949997
"767","2010-01-19",65.800003
"768","2010-01-20",61.650002
"769","2010-01-21",56.900002
"770","2010-01-22",57.049999
"771","2010-01-25",54.900002
"772","2010-01-26",50.450001
"773","2010-01-27",51.650002
"774","2010-01-28",48.400002
"775","2010-01-29",47.400002
"776","2010-02-01",49.349998
"777","2010-02-02",53.349998
"778","2010-02-03",52.299999
"779","2010-02-04",48.400002
"780","2010-02-05",49.5
"781","2010-02-08",46.849998
"782","2010-02-09",48.049999
"783","2010-02-10",47.900002
"784","2010-02-11",50.950001
"785","2010-02-12",50.5
"786","2010-02-16",51.75
"787","2010-02-17",51.799999
"788","2010-02-18",51.400002
"789","2010-02-19",52.349998
"790","2010-02-22",51.400002
"791","2010-02-23",50.799999
"792","2010-02-24",47.75
"793","2010-02-25",48.450001
"794","2010-02-26",48.650002
"795","2010-03-01",51.5
"796","2010-03-02",55
"797","2010-03-03",55.849998
"798","2010-03-04",58.549999
"799","2010-03-05",62.950001
"800","2010-03-08",63.049999
"801","2010-03-09",61.950001
"802","2010-03-10",60.099998
"803","2010-03-11",58.75
"804","2010-03-12",59.400002
"805","2010-03-15",57.650002
"806","2010-03-16",58.75
"807","2010-03-17",60.700001
"808","2010-03-18",60.099998
"809","2010-03-19",57.150002
"810","2010-03-22",55
"811","2010-03-23",57.5
"812","2010-03-24",59.799999
"813","2010-03-25",56.5
"814","2010-03-26",56.049999
"815","2010-03-29",57.700001
"816","2010-03-30",56.5
"817","2010-03-31",58.049999
"818","2010-04-01",57.450001
"819","2010-04-05",57.700001
"820","2010-04-06",57.849998
"821","2010-04-07",55.400002
"822","2010-04-08",53.049999
"823","2010-04-09",52.700001
"824","2010-04-12",52.099998
"825","2010-04-13",51.849998
"826","2010-04-14",58.450001
"827","2010-04-15",59.25
"828","2010-04-16",58.599998
"829","2010-04-19",57.75
"830","2010-04-20",57
"831","2010-04-21",56.75
"832","2010-04-22",58.75
"833","2010-04-23",57.450001
"834","2010-04-26",57.349998
"835","2010-04-27",53.599998
"836","2010-04-28",53.549999
"837","2010-04-29",54.549999
"838","2010-04-30",53.75
"839","2010-05-03",54.25
"840","2010-05-04",51.049999
"841","2010-05-05",48.549999
"842","2010-05-06",46.400002
"843","2010-05-07",44.849998
"844","2010-05-10",49.200001
"845","2010-05-11",46.349998
"846","2010-05-12",50.950001
"847","2010-05-13",51.349998
"848","2010-05-14",49.049999
"849","2010-05-17",47.900002
"850","2010-05-18",46.5
"851","2010-05-19",46.200001
"852","2010-05-20",40.299999
"853","2010-05-21",45.25
"854","2010-05-24",45.549999
"855","2010-05-25",45.950001
"856","2010-05-26",47.700001
"857","2010-05-27",50.200001
"858","2010-05-28",49.150002
"859","2010-06-01",47.650002
"860","2010-06-02",49.5
"861","2010-06-03",49.049999
"862","2010-06-04",45.75
"863","2010-06-07",43.099998
"864","2010-06-08",42.349998
"865","2010-06-09",43.700001
"866","2010-06-10",45.099998
"867","2010-06-11",48.25
"868","2010-06-14",47.650002
"869","2010-06-15",49.5
"870","2010-06-16",50.5
"871","2010-06-17",48.700001
"872","2010-06-18",48.75
"873","2010-06-21",49.099998
"874","2010-06-22",46.349998
"875","2010-06-23",47
"876","2010-06-24",44.599998
"877","2010-06-25",46.099998
"878","2010-06-28",46.950001
"879","2010-06-29",42.650002
"880","2010-06-30",42.950001
"881","2010-07-01",44.900002
"882","2010-07-02",43.099998
"883","2010-07-06",40.75
"884","2010-07-07",42.799999
"885","2010-07-08",43.25
"886","2010-07-09",44.25
"887","2010-07-12",44.599998
"888","2010-07-13",47
"889","2010-07-14",45.950001
"890","2010-07-15",44.799999
"891","2010-07-16",42
"892","2010-07-19",41.549999
"893","2010-07-20",42.549999
"894","2010-07-21",43.5
"895","2010-07-22",43.700001
"896","2010-07-23",44.450001
"897","2010-07-26",45.049999
"898","2010-07-27",45.950001
"899","2010-07-28",44.150002
"900","2010-07-29",44
"901","2010-07-30",43.299999
"902","2010-08-02",44.150002
"903","2010-08-03",43.950001
"904","2010-08-04",46.099998
"905","2010-08-05",45.299999
"906","2010-08-06",45.799999
"907","2010-08-09",44
"908","2010-08-10",43.5
"909","2010-08-11",42.25
"910","2010-08-12",41.849998
"911","2010-08-13",43.599998
"912","2010-08-16",46
"913","2010-08-17",43.75
"914","2010-08-18",44.400002
"915","2010-08-19",45.150002
"916","2010-08-20",45.349998
"917","2010-08-23",46.75
"918","2010-08-24",43.900002
"919","2010-08-25",43.599998
"920","2010-08-26",42.450001
"921","2010-08-27",43
"922","2010-08-30",43.900002
"923","2010-08-31",43.400002
"924","2010-09-01",45.450001
"925","2010-09-02",44.75
"926","2010-09-03",44.150002
"927","2010-09-07",41.950001
"928","2010-09-08",41.950001
"929","2010-09-09",37.700001
"930","2010-09-10",38.5
"931","2010-09-13",36.650002
"932","2010-09-14",33.400002
"933","2010-09-15",35.5
"934","2010-09-16",35.25
"935","2010-09-17",34.5
"936","2010-09-20",34.150002
"937","2010-09-21",33.450001
"938","2010-09-22",33.049999
"939","2010-09-23",31.65
"940","2010-09-24",32.549999
"941","2010-09-27",36.549999
"942","2010-09-28",36.5
"943","2010-09-29",36.25
"944","2010-09-30",38.450001
"945","2010-10-01",40.75
"946","2010-10-04",40.549999
"947","2010-10-05",40.5
"948","2010-10-06",39.700001
"949","2010-10-07",40.200001
"950","2010-10-08",40
"951","2010-10-11",41.599998
"952","2010-10-12",41.849998
"953","2010-10-13",41.700001
"954","2010-10-14",41.450001
"955","2010-10-15",43.450001
"956","2010-10-18",44.25
"957","2010-10-19",42.599998
"958","2010-10-20",43.849998
"959","2010-10-21",42.650002
"960","2010-10-22",41.5
"961","2010-10-25",42.25
"962","2010-10-26",41.599998
"963","2010-10-27",42.099998
"964","2010-10-28",41.299999
"965","2010-10-29",42
"966","2010-11-01",43.099998
"967","2010-11-02",43.900002
"968","2010-11-03",43.75
"969","2010-11-04",45.849998
"970","2010-11-05",46.849998
"971","2010-11-08",52.150002
"972","2010-11-09",48.849998
"973","2010-11-10",50.650002
"974","2010-11-11",49.200001
"975","2010-11-12",48.5
"976","2010-11-15",47.799999
"977","2010-11-16",50.849998
"978","2010-11-17",50.200001
"979","2010-11-18",52.900002
"980","2010-11-19",52.650002
"981","2010-11-22",52.75
"982","2010-11-23",51.25
"983","2010-11-24",52.150002
"984","2010-11-26",51.900002
"985","2010-11-29",51.349998
"986","2010-11-30",50.950001
"987","2010-12-01",50.150002
"988","2010-12-02",52.150002
"989","2010-12-03",55.849998
"990","2010-12-06",59
"991","2010-12-07",51.049999
"992","2010-12-08",52.400002
"993","2010-12-09",52.400002
"994","2010-12-10",54
"995","2010-12-13",55.599998
"996","2010-12-14",55.650002
"997","2010-12-15",53.150002
"998","2010-12-16",50.650002
"999","2010-12-17",50.349998
"1000","2010-12-20",50.099998
"1001","2010-12-21",50.650002
"1002","2010-12-22",50.5
"1003","2010-12-23",50.400002
"1004","2010-12-27",51.349998
"1005","2010-12-28",51.75
"1006","2010-12-29",53.450001
"1007","2010-12-30",53.799999
"1008","2010-12-31",53.450001
"1009","2011-01-03",52.799999
"1010","2011-01-04",51.900002
"1011","2011-01-05",52.25
"1012","2011-01-06",51.049999
"1013","2011-01-07",49.75
"1014","2011-01-10",50.299999
"1015","2011-01-11",51.099998
"1016","2011-01-12",51.5
"1017","2011-01-13",51.299999
