"","date","LMAT"
"208","2007-10-29",7.39
"209","2007-10-30",7.42
"210","2007-10-31",7.44
"211","2007-11-01",7.49
"212","2007-11-02",7.49
"213","2007-11-05",7.47
"214","2007-11-06",7.5
"215","2007-11-07",7.58
"216","2007-11-08",7.5
"217","2007-11-09",7.3
"218","2007-11-12",7.39
"219","2007-11-13",7.35
"220","2007-11-14",7.41
"221","2007-11-15",7.4
"222","2007-11-16",7.28
"223","2007-11-19",7.31
"224","2007-11-20",7.07
"225","2007-11-21",7.49
"226","2007-11-23",7.65
"227","2007-11-26",7.61
"228","2007-11-27",7.49
"229","2007-11-28",7.38
"230","2007-11-29",7.18
"231","2007-11-30",7.11
"232","2007-12-03",7
"233","2007-12-04",7.01
"234","2007-12-05",6.69
"235","2007-12-06",6.91
"236","2007-12-07",6.97
"237","2007-12-10",7.11
"238","2007-12-11",6.88
"239","2007-12-12",6.61
"240","2007-12-13",6.35
"241","2007-12-14",6
"242","2007-12-17",6.1
"243","2007-12-18",6
"244","2007-12-19",5.9
"245","2007-12-20",6.05
"246","2007-12-21",6.37
"247","2007-12-24",6.44
"248","2007-12-26",6.45
"249","2007-12-27",6.39
"250","2007-12-28",6.26
"251","2007-12-31",6.2
"252","2008-01-02",6
"253","2008-01-03",5.91
"254","2008-01-04",6
"255","2008-01-07",5.98
"256","2008-01-08",6.62
"257","2008-01-09",6.71
"258","2008-01-10",6.52
"259","2008-01-11",6.35
"260","2008-01-14",6.3
"261","2008-01-15",6.16
"262","2008-01-16",6.23
"263","2008-01-17",6.03
"264","2008-01-18",5.9
"265","2008-01-22",5.72
"266","2008-01-23",5.52
"267","2008-01-24",5.53
"268","2008-01-25",5.57
"269","2008-01-28",5.63
"270","2008-01-29",5.5
"271","2008-01-30",5.5
"272","2008-01-31",5.51
"273","2008-02-01",5.5
"274","2008-02-04",5.44
"275","2008-02-05",5.44
"276","2008-02-06",5.5
"277","2008-02-07",5.5
"278","2008-02-08",5.48
"279","2008-02-11",5.46
"280","2008-02-12",5.46
"281","2008-02-13",5.46
"282","2008-02-14",5.46
"283","2008-02-15",5.46
"284","2008-02-19",5.4
"285","2008-02-20",5.35
"286","2008-02-21",5.35
"287","2008-02-22",5.02
"288","2008-02-25",5.07
"289","2008-02-26",5.05
"290","2008-02-27",4.79
"291","2008-02-28",4.89
"292","2008-02-29",4.75
"293","2008-03-03",4.73
"294","2008-03-04",4.65
"295","2008-03-05",3.65
"296","2008-03-06",3.63
"297","2008-03-07",3.73
"298","2008-03-10",3.25
"299","2008-03-11",3.43
"300","2008-03-12",3.2
"301","2008-03-13",3.65
"302","2008-03-14",3.41
"303","2008-03-17",3.31
"304","2008-03-18",3.45
"305","2008-03-19",3.45
"306","2008-03-20",3.41
"307","2008-03-24",3.73
"308","2008-03-25",3.51
"309","2008-03-26",3.37
"310","2008-03-27",3.31
"311","2008-03-28",3.37
"312","2008-03-31",3.25
"313","2008-04-01",3.31
"314","2008-04-02",3.26
"315","2008-04-03",3.55
"316","2008-04-04",3.57
"317","2008-04-07",3.75
"318","2008-04-08",4.14
"319","2008-04-09",4.46
"320","2008-04-10",4.5
"321","2008-04-11",4.39
"322","2008-04-14",4.39
"323","2008-04-15",4.08
"324","2008-04-16",4.47
"325","2008-04-17",4.69
"326","2008-04-18",4.29
"327","2008-04-21",4.32
"328","2008-04-22",4.43
"329","2008-04-23",4.36
"330","2008-04-24",4.35
"331","2008-04-25",4.29
"332","2008-04-28",4.29
"333","2008-04-29",4.18
"334","2008-04-30",4.18
"335","2008-05-01",4.04
"336","2008-05-02",3.9
"337","2008-05-05",3.95
"338","2008-05-06",3.93
"339","2008-05-07",3.76
"340","2008-05-08",3.73
"341","2008-05-09",3.71
"342","2008-05-12",3.8
"343","2008-05-13",3.76
"344","2008-05-14",3.72
"345","2008-05-15",3.8
"346","2008-05-16",3.62
"347","2008-05-19",3.65
"348","2008-05-20",3.65
"349","2008-05-21",3.69
"350","2008-05-22",3.57
"351","2008-05-23",3.57
"352","2008-05-27",3.58
"353","2008-05-28",3.44
"354","2008-05-29",3.31
"355","2008-05-30",3.2
"356","2008-06-02",3.18
"357","2008-06-03",3.23
"358","2008-06-04",3.29
"359","2008-06-05",3.39
"360","2008-06-06",3.27
"361","2008-06-09",3.23
"362","2008-06-10",3.22
"363","2008-06-11",3.22
"364","2008-06-12",3.35
"365","2008-06-13",3.01
"366","2008-06-16",2.91
"367","2008-06-17",2.66
"368","2008-06-18",2.88
"369","2008-06-19",2.84
"370","2008-06-20",2.82
"371","2008-06-23",2.79
"372","2008-06-24",2.8
"373","2008-06-25",2.75
"374","2008-06-26",2.75
"375","2008-06-27",3.06
"376","2008-06-30",3.01
"377","2008-07-01",2.74
"378","2008-07-02",2.75
"379","2008-07-03",2.8
"380","2008-07-07",2.96
"381","2008-07-08",3.1
"382","2008-07-09",3.02
"383","2008-07-10",3.15
"384","2008-07-11",3.02
"385","2008-07-14",3
"386","2008-07-15",3.22
"387","2008-07-16",3.05
"388","2008-07-17",3.31
"389","2008-07-18",3.43
"390","2008-07-21",3.7
"391","2008-07-22",3.71
"392","2008-07-23",3.7
"393","2008-07-24",3.51
"394","2008-07-25",3.66
"395","2008-07-28",3.7
"396","2008-07-29",3.7
"397","2008-07-30",3.35
"398","2008-07-31",3.35
"399","2008-08-01",3.61
"400","2008-08-04",3.26
"401","2008-08-05",3.5
"402","2008-08-06",3.5
"403","2008-08-07",3.49
"404","2008-08-08",3.49
"405","2008-08-11",3.21
"406","2008-08-12",3.11
"407","2008-08-13",3.23
"408","2008-08-14",3.2
"409","2008-08-15",3.6
"410","2008-08-18",3.51
"411","2008-08-19",3.51
"412","2008-08-20",3.4
"413","2008-08-21",3.27
"414","2008-08-22",3.36
"415","2008-08-25",3.4
"416","2008-08-26",3.25
"417","2008-08-27",3.2
"418","2008-08-28",3.26
"419","2008-08-29",3.4
"420","2008-09-02",3.4
"421","2008-09-03",3.25
"422","2008-09-04",3.21
"423","2008-09-05",3.2
"424","2008-09-08",3.2
"425","2008-09-09",3.55
"426","2008-09-10",3.4
"427","2008-09-11",3.4
"428","2008-09-12",3.2
"429","2008-09-15",3.2
"430","2008-09-16",3.2
"431","2008-09-17",3.24
"432","2008-09-18",3.24
"433","2008-09-19",3.18
"434","2008-09-22",3.42
"435","2008-09-23",3.5
"436","2008-09-24",3.5
"437","2008-09-25",3.49
"438","2008-09-26",3.33
"439","2008-09-29",3
"440","2008-09-30",3.21
"441","2008-10-01",3.21
"442","2008-10-02",3
"443","2008-10-03",3
"444","2008-10-06",2.97
"445","2008-10-07",2.98
"446","2008-10-08",2.99
"447","2008-10-09",2.7
"448","2008-10-10",2.5
"449","2008-10-13",2.85
"450","2008-10-14",2.11
"451","2008-10-15",2.57
"452","2008-10-16",2.57
"453","2008-10-17",2.61
"454","2008-10-20",2.68
"455","2008-10-21",2.73
"456","2008-10-22",2.58
"457","2008-10-23",2.58
"458","2008-10-24",2.38
"459","2008-10-27",2.25
"460","2008-10-28",2
"461","2008-10-29",2.48
"462","2008-10-30",2.55
"463","2008-10-31",2.85
"464","2008-11-03",2.59
"465","2008-11-04",2.99
"466","2008-11-05",2.99
"467","2008-11-06",2.72
"468","2008-11-07",2.5
"469","2008-11-10",2.98
"470","2008-11-11",2.98
"471","2008-11-12",2.98
"472","2008-11-13",2.82
"473","2008-11-14",2.84
"474","2008-11-17",2.84
"475","2008-11-18",2.98
"476","2008-11-19",2.62
"477","2008-11-20",2.58
"478","2008-11-21",2.58
"479","2008-11-24",2.62
"480","2008-11-25",2.28
"481","2008-11-26",2.38
"482","2008-11-28",2.28
"483","2008-12-01",2.27
"484","2008-12-02",2.26
"485","2008-12-03",2.24
"486","2008-12-04",2.24
"487","2008-12-05",2.01
"488","2008-12-08",2
"489","2008-12-09",2.03
"490","2008-12-10",2.05
"491","2008-12-11",1.97
"492","2008-12-12",2.18
"493","2008-12-15",2.18
"494","2008-12-16",2.19
"495","2008-12-17",2.19
"496","2008-12-18",2.18
"497","2008-12-19",2
"498","2008-12-22",2.13
"499","2008-12-23",1.86
"500","2008-12-24",2.32
"501","2008-12-26",1.95
"502","2008-12-29",1.95
"503","2008-12-30",2
"504","2008-12-31",2.31
"505","2009-01-02",2.14
"506","2009-01-05",2.81
"507","2009-01-06",2.31
"508","2009-01-07",2.51
"509","2009-01-08",2.14
"510","2009-01-09",2.19
"511","2009-01-12",2.15
"512","2009-01-13",2.15
"513","2009-01-14",2.15
"514","2009-01-15",2.06
"515","2009-01-16",2.08
"516","2009-01-20",2.03
"517","2009-01-21",2.06
"518","2009-01-22",2.07
"519","2009-01-23",2
"520","2009-01-26",2.17
"521","2009-01-27",2.15
"522","2009-01-28",2.15
"523","2009-01-29",2.1
"524","2009-01-30",2.12
"525","2009-02-02",2.19
"526","2009-02-03",2.2
"527","2009-02-04",2.17
"528","2009-02-05",2.14
"529","2009-02-06",2.15
"530","2009-02-09",2.17
"531","2009-02-10",2.11
"532","2009-02-11",2.1
"533","2009-02-12",2.08
"534","2009-02-13",2.08
"535","2009-02-17",2.08
"536","2009-02-18",2.05
"537","2009-02-19",2.08
"538","2009-02-20",2.18
"539","2009-02-23",2.1
"540","2009-02-24",2.25
"541","2009-02-25",2.25
"542","2009-02-26",2.03
"543","2009-02-27",2.29
"544","2009-03-02",2.07
"545","2009-03-03",2.1
"546","2009-03-04",2.27
"547","2009-03-05",2
"548","2009-03-06",1.96
"549","2009-03-09",1.91
"550","2009-03-10",2.02
"551","2009-03-11",2.14
"552","2009-03-12",2.02
"553","2009-03-13",2.12
"554","2009-03-16",2
"555","2009-03-17",2
"556","2009-03-18",2.07
"557","2009-03-19",2.1
"558","2009-03-20",2.17
"559","2009-03-23",2.23
"560","2009-03-24",2.4
"561","2009-03-25",2.66
"562","2009-03-26",2.75
"563","2009-03-27",2.22
"564","2009-03-30",2.2
"565","2009-03-31",2.53
"566","2009-04-01",2.25
"567","2009-04-02",2.23
"568","2009-04-03",2.39
"569","2009-04-06",2.41
"570","2009-04-07",2.26
"571","2009-04-08",2.5
"572","2009-04-09",2.6
"573","2009-04-13",2.84
"574","2009-04-14",3.1
"575","2009-04-15",3.21
"576","2009-04-16",2.7
"577","2009-04-17",3.18
"578","2009-04-20",3
"579","2009-04-21",3.01
"580","2009-04-22",2.89
"581","2009-04-23",2.89
"582","2009-04-24",2.9
"583","2009-04-27",3.04
"584","2009-04-28",3.1
"585","2009-04-29",2.73
"586","2009-04-30",2.56
"587","2009-05-01",2.55
"588","2009-05-04",2.58
"589","2009-05-05",2.58
"590","2009-05-06",2.55
"591","2009-05-07",2.97
"592","2009-05-08",2.74
"593","2009-05-11",2.96
"594","2009-05-12",2.87
"595","2009-05-13",2.59
"596","2009-05-14",2.79
"597","2009-05-15",2.71
"598","2009-05-18",2.9
"599","2009-05-19",2.8
"600","2009-05-20",2.85
"601","2009-05-21",2.84
"602","2009-05-22",2.84
"603","2009-05-26",2.81
"604","2009-05-27",2.85
"605","2009-05-28",2.82
"606","2009-05-29",2.73
"607","2009-06-01",2.8
"608","2009-06-02",2.7
"609","2009-06-03",2.84
"610","2009-06-04",2.82
"611","2009-06-05",2.88
"612","2009-06-08",3.13
"613","2009-06-09",3.15
"614","2009-06-10",3.11
"615","2009-06-11",3.83
"616","2009-06-12",3.76
"617","2009-06-15",3.39
"618","2009-06-16",3.39
"619","2009-06-17",3.25
"620","2009-06-18",3.25
"621","2009-06-19",3.25
"622","2009-06-22",3.25
"623","2009-06-23",3.5
"624","2009-06-24",3.11
"625","2009-06-25",3.39
"626","2009-06-26",3.39
"627","2009-06-29",3.26
"628","2009-06-30",3.16
"629","2009-07-01",3.26
"630","2009-07-02",3.3
"631","2009-07-06",3.32
"632","2009-07-07",3.1
"633","2009-07-08",3.11
"634","2009-07-09",3.11
"635","2009-07-10",3.15
"636","2009-07-13",3.11
"637","2009-07-14",3.07
"638","2009-07-15",3.15
"639","2009-07-16",3.11
"640","2009-07-17",3.15
"641","2009-07-20",2.92
"642","2009-07-21",3
"643","2009-07-22",2.82
"644","2009-07-23",3.04
"645","2009-07-24",3
"646","2009-07-27",3
"647","2009-07-28",3
"648","2009-07-29",2.99
"649","2009-07-30",3.34
"650","2009-07-31",3.45
"651","2009-08-03",3.76
"652","2009-08-04",3.75
"653","2009-08-05",3.71
"654","2009-08-06",3.75
"655","2009-08-07",3.7
"656","2009-08-10",3.5
"657","2009-08-11",3.39
"658","2009-08-12",3.16
"659","2009-08-13",3.5
"660","2009-08-14",3.56
"661","2009-08-17",3.25
"662","2009-08-18",3.2
"663","2009-08-19",3.5
"664","2009-08-20",3.46
"665","2009-08-21",3.51
"666","2009-08-24",3.38
"667","2009-08-25",3.35
"668","2009-08-26",3.5
"669","2009-08-27",3.5
"670","2009-08-28",3.5
"671","2009-08-31",3.42
"672","2009-09-01",3.4
"673","2009-09-02",3.4
"674","2009-09-03",3.59
"675","2009-09-04",3.51
"676","2009-09-08",3.55
"677","2009-09-09",3.55
"678","2009-09-10",3.6
"679","2009-09-11",3.68
"680","2009-09-14",3.69
"681","2009-09-15",3.7
"682","2009-09-16",3.73
"683","2009-09-17",3.87
"684","2009-09-18",3.99
"685","2009-09-21",3.98
"686","2009-09-22",3.99
"687","2009-09-23",3.97
"688","2009-09-24",3.9
"689","2009-09-25",4
"690","2009-09-28",3.89
"691","2009-09-29",3.95
"692","2009-09-30",4.09
"693","2009-10-01",4
"694","2009-10-02",4.05
"695","2009-10-05",4.07
"696","2009-10-06",4.02
"697","2009-10-07",4.04
"698","2009-10-08",4.07
"699","2009-10-09",4.07
"700","2009-10-12",4.07
"701","2009-10-13",4.07
"702","2009-10-14",4.1
"703","2009-10-15",4.2
"704","2009-10-16",4.15
"705","2009-10-19",4.2
"706","2009-10-20",4.2
"707","2009-10-21",4.26
"708","2009-10-22",4.2
"709","2009-10-23",4.25
"710","2009-10-26",4.24
"711","2009-10-27",4.12
"712","2009-10-28",4.14
"713","2009-10-29",4.57
"714","2009-10-30",4.27
"715","2009-11-02",4.45
"716","2009-11-03",4.42
"717","2009-11-04",4.45
"718","2009-11-05",4.37
"719","2009-11-06",4.41
"720","2009-11-09",4.4
"721","2009-11-10",4.49
"722","2009-11-11",4.5
"723","2009-11-12",4.79
"724","2009-11-13",5
"725","2009-11-16",4.82
"726","2009-11-17",4.86
"727","2009-11-18",4.7
"728","2009-11-19",4.75
"729","2009-11-20",4.88
"730","2009-11-23",4.88
"731","2009-11-24",4.71
"732","2009-11-25",4.75
"733","2009-11-27",4.84
"734","2009-11-30",4.85
"735","2009-12-01",4.9
"736","2009-12-02",4.73
"737","2009-12-03",4.56
"738","2009-12-04",4.68
"739","2009-12-07",4.9
"740","2009-12-08",4.86
"741","2009-12-09",4.83
"742","2009-12-10",4.77
"743","2009-12-11",5
"744","2009-12-14",4.75
"745","2009-12-15",4.81
"746","2009-12-16",4.84
"747","2009-12-17",4.71
"748","2009-12-18",4.65
"749","2009-12-21",4.62
"750","2009-12-22",4.9
"751","2009-12-23",4.82
"752","2009-12-24",4.92
"753","2009-12-28",4.9
"754","2009-12-29",4.9
"755","2009-12-30",4.93
"756","2009-12-31",5
"757","2010-01-04",4.98
"758","2010-01-05",5.08
"759","2010-01-06",5.11
"760","2010-01-07",5.04
"761","2010-01-08",5.1
"762","2010-01-11",5.01
"763","2010-01-12",4.99
"764","2010-01-13",5.07
"765","2010-01-14",5.06
"766","2010-01-15",5.09
"767","2010-01-19",4.93
"768","2010-01-20",4.85
"769","2010-01-21",4.84
"770","2010-01-22",4.8
"771","2010-01-25",4.78
"772","2010-01-26",4.74
"773","2010-01-27",4.68
"774","2010-01-28",4.64
"775","2010-01-29",4.65
"776","2010-02-01",4.68
"777","2010-02-02",4.65
"778","2010-02-03",4.69
"779","2010-02-04",4.75
"780","2010-02-05",4.74
"781","2010-02-08",4.69
"782","2010-02-09",4.84
"783","2010-02-10",4.69
"784","2010-02-11",4.74
"785","2010-02-12",4.77
"786","2010-02-16",4.75
"787","2010-02-17",4.68
"788","2010-02-18",4.68
"789","2010-02-19",4.77
"790","2010-02-22",4.68
"791","2010-02-23",4.7
"792","2010-02-24",4.67
"793","2010-02-25",4.7
"794","2010-02-26",4.84
"795","2010-03-01",4.9
"796","2010-03-02",4.88
"797","2010-03-03",4.97
"798","2010-03-04",4.88
"799","2010-03-05",4.95
"800","2010-03-08",4.81
"801","2010-03-09",4.7
"802","2010-03-10",4.71
"803","2010-03-11",4.67
"804","2010-03-12",4.73
"805","2010-03-15",4.75
"806","2010-03-16",4.72
"807","2010-03-17",4.64
"808","2010-03-18",4.65
"809","2010-03-19",4.65
"810","2010-03-22",4.62
"811","2010-03-23",4.7
"812","2010-03-24",4.69
"813","2010-03-25",4.66
"814","2010-03-26",4.46
"815","2010-03-29",4.42
"816","2010-03-30",4.55
"817","2010-03-31",4.5
"818","2010-04-01",4.5
"819","2010-04-05",4.66
"820","2010-04-06",4.62
"821","2010-04-07",4.61
"822","2010-04-08",4.61
"823","2010-04-09",4.61
"824","2010-04-12",4.71
"825","2010-04-13",4.72
"826","2010-04-14",4.73
"827","2010-04-15",4.74
"828","2010-04-16",4.74
"829","2010-04-19",4.75
"830","2010-04-20",4.75
"831","2010-04-21",4.73
"832","2010-04-22",4.78
"833","2010-04-23",4.81
"834","2010-04-26",4.84
"835","2010-04-27",4.85
"836","2010-04-28",4.87
"837","2010-04-29",4.98
"838","2010-04-30",4.94
"839","2010-05-03",5.26
"840","2010-05-04",5.16
"841","2010-05-05",5
"842","2010-05-06",5.13
"843","2010-05-07",4.96
"844","2010-05-10",5.19
"845","2010-05-11",5.17
"846","2010-05-12",5.3
"847","2010-05-13",5.26
"848","2010-05-14",5.1
"849","2010-05-17",5.29
"850","2010-05-18",5.39
"851","2010-05-19",5.34
"852","2010-05-20",5.3
"853","2010-05-21",5.25
"854","2010-05-24",5.31
"855","2010-05-25",5.39
"856","2010-05-26",5.5
"857","2010-05-27",5.5
"858","2010-05-28",5.48
"859","2010-06-01",5.6
"860","2010-06-02",5.81
"861","2010-06-03",5.57
"862","2010-06-04",5.8
"863","2010-06-07",5.79
"864","2010-06-08",5.72
"865","2010-06-09",5.7
"866","2010-06-10",5.72
"867","2010-06-11",5.64
"868","2010-06-14",5.61
"869","2010-06-15",5.55
"870","2010-06-16",5.5
"871","2010-06-17",5.44
"872","2010-06-18",5.4
"873","2010-06-21",5.4
"874","2010-06-22",5.3
"875","2010-06-23",5.36
"876","2010-06-24",5.5
"877","2010-06-25",5.46
"878","2010-06-28",5.45
"879","2010-06-29",5.43
"880","2010-06-30",5.6
"881","2010-07-01",5.49
"882","2010-07-02",5.44
"883","2010-07-06",5.56
"884","2010-07-07",5.5
"885","2010-07-08",5.53
"886","2010-07-09",5.42
"887","2010-07-12",5.36
"888","2010-07-13",5.45
"889","2010-07-14",5.19
"890","2010-07-15",5.23
"891","2010-07-16",5.27
"892","2010-07-19",5.38
"893","2010-07-20",5.56
"894","2010-07-21",5.65
"895","2010-07-22",5.77
"896","2010-07-23",5.74
"897","2010-07-26",5.85
"898","2010-07-27",5.83
"899","2010-07-28",5.55
"900","2010-07-29",5.9
"901","2010-07-30",6.04
"902","2010-08-02",6.13
"903","2010-08-03",6.09
"904","2010-08-04",5.9
"905","2010-08-05",5.86
"906","2010-08-06",5.82
"907","2010-08-09",5.99
"908","2010-08-10",6.1
"909","2010-08-11",5.95
"910","2010-08-12",5.95
"911","2010-08-13",6
"912","2010-08-16",6.04
"913","2010-08-17",6.23
"914","2010-08-18",6.75
"915","2010-08-19",6.59
"916","2010-08-20",6.6
"917","2010-08-23",6.85
"918","2010-08-24",6.8
"919","2010-08-25",6.9
"920","2010-08-26",6.95
"921","2010-08-27",6.93
"922","2010-08-30",6.91
"923","2010-08-31",7.15
"924","2010-09-01",6.99
"925","2010-09-02",6.8
"926","2010-09-03",6.99
"927","2010-09-07",6.94
"928","2010-09-08",6.98
"929","2010-09-09",7
"930","2010-09-10",7.07
"931","2010-09-13",7.06
"932","2010-09-14",7.08
"933","2010-09-15",7.28
"934","2010-09-16",7.2
"935","2010-09-17",7.2
"936","2010-09-20",7.14
"937","2010-09-21",7.04
"938","2010-09-22",6.89
"939","2010-09-23",7
"940","2010-09-24",6.97
"941","2010-09-27",6.97
"942","2010-09-28",6.81
"943","2010-09-29",6.97
"944","2010-09-30",7.05
"945","2010-10-01",6.92
"946","2010-10-04",7.09
"947","2010-10-05",7
"948","2010-10-06",6.7
"949","2010-10-07",6.9
"950","2010-10-08",6.9
"951","2010-10-11",7
"952","2010-10-12",6.92
"953","2010-10-13",7.04
"954","2010-10-14",7.03
"955","2010-10-15",6.94
"956","2010-10-18",7
"957","2010-10-19",7.03
"958","2010-10-20",6.91
"959","2010-10-21",6.64
"960","2010-10-22",6.6
"961","2010-10-25",6.56
"962","2010-10-26",6.35
"963","2010-10-27",6.1
"964","2010-10-28",6.03
"965","2010-10-29",6.5
"966","2010-11-01",6.41
"967","2010-11-02",6.44
"968","2010-11-03",6.4
"969","2010-11-04",6.89
"970","2010-11-05",6.79
"971","2010-11-08",6.5
"972","2010-11-09",6.33
"973","2010-11-10",6.26
"974","2010-11-11",6.5
"975","2010-11-12",6.37
"976","2010-11-15",6.29
"977","2010-11-16",6.56
"978","2010-11-17",6.44
"979","2010-11-18",6.45
"980","2010-11-19",6.54
"981","2010-11-22",6.45
"982","2010-11-23",6.37
"983","2010-11-24",6.72
"984","2010-11-26",6.73
"985","2010-11-29",6.69
"986","2010-11-30",6.68
"987","2010-12-01",6.56
"988","2010-12-02",6.51
"989","2010-12-03",6.7
"990","2010-12-06",6.59
"991","2010-12-07",6.7
"992","2010-12-08",6.48
"993","2010-12-09",6.48
"994","2010-12-10",6.54
"995","2010-12-13",6.7
"996","2010-12-14",6.54
"997","2010-12-15",6.62
"998","2010-12-16",6.5
"999","2010-12-17",6.5
"1000","2010-12-20",6.5
"1001","2010-12-21",6.75
"1002","2010-12-22",6.61
"1003","2010-12-23",6.72
"1004","2010-12-27",6.76
