"","date","HIHO"
"140","2007-07-24",4.49
"141","2007-07-25",4.19
"142","2007-07-26",4.43
"143","2007-07-27",5.16
"144","2007-07-30",4.94
"145","2007-07-31",4.54
"146","2007-08-01",4.3
"147","2007-08-02",4.41
"148","2007-08-03",4.33
"149","2007-08-06",4.14
"150","2007-08-07",4.25
"151","2007-08-08",4.21
"152","2007-08-09",4.23
"153","2007-08-10",4.42
"154","2007-08-13",4.35
"155","2007-08-14",4.35
"156","2007-08-15",4.44
"157","2007-08-16",4.39
"158","2007-08-17",4.29
"159","2007-08-20",4.27
"160","2007-08-21",4.23
"161","2007-08-22",4.18
"162","2007-08-23",4.18
"163","2007-08-24",4.17
"164","2007-08-27",4.16
"165","2007-08-28",4.15
"166","2007-08-29",4.24
"167","2007-08-30",4.04
"168","2007-08-31",4.24
"169","2007-09-04",4.34
"170","2007-09-05",4.28
"171","2007-09-06",4.28
"172","2007-09-07",4.15
"173","2007-09-10",4.27
"174","2007-09-11",4.11
"175","2007-09-12",4.18
"176","2007-09-13",4.06
"177","2007-09-14",4.32
"178","2007-09-17",4.07
"179","2007-09-18",4.3
"180","2007-09-19",4.22
"181","2007-09-20",4.62
"182","2007-09-21",4.43
"183","2007-09-24",4.78
"184","2007-09-25",4.47
"185","2007-09-26",4.97
"186","2007-09-27",4.75
"187","2007-09-28",4.53
"188","2007-10-01",4.88
"189","2007-10-02",5.61
"190","2007-10-03",5.74
"191","2007-10-04",5.29
"192","2007-10-05",4.97
"193","2007-10-08",5.24
"194","2007-10-09",5.07
"195","2007-10-10",5.59
"196","2007-10-11",6.08
"197","2007-10-12",6.3
"198","2007-10-15",6.15
"199","2007-10-16",6.22
"200","2007-10-17",5.98
"201","2007-10-18",6.14
"202","2007-10-19",5.66
"203","2007-10-22",5.45
"204","2007-10-23",5.77
"205","2007-10-24",5.38
"206","2007-10-25",5.24
"207","2007-10-26",5.35
"208","2007-10-29",5.44
"209","2007-10-30",5.19
"210","2007-10-31",5.11
"211","2007-11-01",4.79
"212","2007-11-02",4.99
"213","2007-11-05",4.84
"214","2007-11-06",4.7
"215","2007-11-07",4.54
"216","2007-11-08",4.16
"217","2007-11-09",4.35
"218","2007-11-12",4.12
"219","2007-11-13",4.15
"220","2007-11-14",4.34
"221","2007-11-15",3.78
"222","2007-11-16",3.88
"223","2007-11-19",3.88
"224","2007-11-20",3.58
"225","2007-11-21",3.75
"226","2007-11-23",3.7
"227","2007-11-26",3.66
"228","2007-11-27",3.6
"229","2007-11-28",3.61
"230","2007-11-29",3.59
"231","2007-11-30",3.54
"232","2007-12-03",3.53
"233","2007-12-04",3.74
"234","2007-12-05",4.03
"235","2007-12-06",4.11
"236","2007-12-07",3.95
"237","2007-12-10",4.15
"238","2007-12-11",4.01
"239","2007-12-12",3.83
"240","2007-12-13",4.05
"241","2007-12-14",3.95
"242","2007-12-17",3.74
"243","2007-12-18",3.6
"244","2007-12-19",3.64
"245","2007-12-20",3.63
"246","2007-12-21",3.62
"247","2007-12-24",3.69
"248","2007-12-26",3.83
"249","2007-12-27",3.55
"250","2007-12-28",3.6
"251","2007-12-31",3.56
"252","2008-01-02",3.36
"253","2008-01-03",3.24
"254","2008-01-04",3.35
"255","2008-01-07",3.29
"256","2008-01-08",3.42
"257","2008-01-09",3.44
"258","2008-01-10",3.29
"259","2008-01-11",3.21
"260","2008-01-14",3.24
"261","2008-01-15",3.15
"262","2008-01-16",2.72
"263","2008-01-17",2.9
"264","2008-01-18",2.92
"265","2008-01-22",2.75
"266","2008-01-23",2.92
"267","2008-01-24",2.91
"268","2008-01-25",3
"269","2008-01-28",2.9
"270","2008-01-29",2.96
"271","2008-01-30",3.28
"272","2008-01-31",3.14
"273","2008-02-01",3
"274","2008-02-04",2.96
"275","2008-02-05",2.92
"276","2008-02-06",2.84
"277","2008-02-07",2.76
"278","2008-02-08",2.72
"279","2008-02-11",2.95
"280","2008-02-12",2.76
"281","2008-02-13",2.37
"282","2008-02-14",2.25
"283","2008-02-15",1.71
"284","2008-02-19",1.6
"285","2008-02-20",1.6
"286","2008-02-21",1.75
"287","2008-02-22",1.91
"288","2008-02-25",2.03
"289","2008-02-26",2.07
"290","2008-02-27",2.13
"291","2008-02-28",2.22
"292","2008-02-29",2.09
"293","2008-03-03",2.08
"294","2008-03-04",2.06
"295","2008-03-05",2.06
"296","2008-03-06",1.92
"297","2008-03-07",1.92
"298","2008-03-10",1.71
"299","2008-03-11",1.6
"300","2008-03-12",1.7
"301","2008-03-13",1.62
"302","2008-03-14",1.65
"303","2008-03-17",1.85
"304","2008-03-18",1.75
"305","2008-03-19",1.85
"306","2008-03-20",1.85
"307","2008-03-24",1.85
"308","2008-03-25",1.85
"309","2008-03-26",1.81
"310","2008-03-27",1.81
"311","2008-03-28",1.75
"312","2008-03-31",1.96
"313","2008-04-01",1.79
"314","2008-04-02",1.7
"315","2008-04-03",1.7
"316","2008-04-04",1.7
"317","2008-04-07",1.7
"318","2008-04-08",1.63
"319","2008-04-09",1.78
"320","2008-04-10",1.78
"321","2008-04-11",1.78
"322","2008-04-14",1.92
"323","2008-04-15",1.82
"324","2008-04-16",1.92
"325","2008-04-17",1.88
"326","2008-04-18",1.8
"327","2008-04-21",1.75
"328","2008-04-22",1.75
"329","2008-04-23",1.6
"330","2008-04-24",1.84
"331","2008-04-25",1.84
"332","2008-04-28",1.8
"333","2008-04-29",1.8
"334","2008-04-30",2
"335","2008-05-01",1.83
"336","2008-05-02",1.9
"337","2008-05-05",1.9
"338","2008-05-06",1.9
"339","2008-05-07",1.92
"340","2008-05-08",1.88
"341","2008-05-09",1.93
"342","2008-05-12",1.93
"343","2008-05-13",1.89
"344","2008-05-14",1.88
"345","2008-05-15",1.87
"346","2008-05-16",1.98
"347","2008-05-19",1.8
"348","2008-05-20",1.85
"349","2008-05-21",1.84
"350","2008-05-22",1.84
"351","2008-05-23",1.84
"352","2008-05-27",1.7
"353","2008-05-28",1.78
"354","2008-05-29",1.84
"355","2008-05-30",1.99
"356","2008-06-02",1.87
"357","2008-06-03",1.9
"358","2008-06-04",1.95
"359","2008-06-05",1.94
"360","2008-06-06",1.94
"361","2008-06-09",1.94
"362","2008-06-10",1.79
"363","2008-06-11",1.82
"364","2008-06-12",1.82
"365","2008-06-13",1.76
"366","2008-06-16",1.95
"367","2008-06-17",1.95
"368","2008-06-18",1.95
"369","2008-06-19",1.85
"370","2008-06-20",1.78
"371","2008-06-23",1.78
"372","2008-06-24",1.75
"373","2008-06-25",1.9
"374","2008-06-26",1.75
"375","2008-06-27",1.85
"376","2008-06-30",1.88
"377","2008-07-01",1.85
"378","2008-07-02",1.66
"379","2008-07-03",1.7
"380","2008-07-07",1.76
"381","2008-07-08",1.76
"382","2008-07-09",1.76
"383","2008-07-10",1.55
"384","2008-07-11",1.55
"385","2008-07-14",1.5
"386","2008-07-15",1.49
"387","2008-07-16",1.5
"388","2008-07-17",1.5
"389","2008-07-18",1.57
"390","2008-07-21",1.49
"391","2008-07-22",1.49
"392","2008-07-23",1.49
"393","2008-07-24",1.49
"394","2008-07-25",1.49
"395","2008-07-28",1.48
"396","2008-07-29",1.75
"397","2008-07-30",1.65
"398","2008-07-31",1.94
"399","2008-08-01",1.94
"400","2008-08-04",1.87
"401","2008-08-05",1.85
"402","2008-08-06",1.85
"403","2008-08-07",1.85
"404","2008-08-08",1.55
"405","2008-08-11",1.79
"406","2008-08-12",1.94
"407","2008-08-13",2
"408","2008-08-14",2
"409","2008-08-15",1.98
"410","2008-08-18",1.9
"411","2008-08-19",1.96
"412","2008-08-20",1.96
"413","2008-08-21",1.9
"414","2008-08-22",1.65
"415","2008-08-25",1.75
"416","2008-08-26",1.85
"417","2008-08-27",1.85
"418","2008-08-28",1.8
"419","2008-08-29",2.01
"420","2008-09-02",1.98
"421","2008-09-03",2
"422","2008-09-04",1.93
"423","2008-09-05",1.93
"424","2008-09-08",1.86
"425","2008-09-09",1.86
"426","2008-09-10",1.86
"427","2008-09-11",1.73
"428","2008-09-12",1.82
"429","2008-09-15",1.8
"430","2008-09-16",1.8
"431","2008-09-17",1.62
"432","2008-09-18",1.68
"433","2008-09-19",1.72
"434","2008-09-22",1.8
"435","2008-09-23",1.7
"436","2008-09-24",1.7
"437","2008-09-25",1.78
"438","2008-09-26",1.67
"439","2008-09-29",1.67
"440","2008-09-30",1.65
"441","2008-10-01",1.65
"442","2008-10-02",1.43
"443","2008-10-03",1.39
"444","2008-10-06",0.9
"445","2008-10-07",0.93
"446","2008-10-08",1.13
"447","2008-10-09",1.06
"448","2008-10-10",0.6
"449","2008-10-13",0.85
"450","2008-10-14",1.02
"451","2008-10-15",1.03
"452","2008-10-16",1.03
"453","2008-10-17",1.03
"454","2008-10-20",1.03
"455","2008-10-21",0.77
"456","2008-10-22",1.02
"457","2008-10-23",1.02
"458","2008-10-24",0.78
"459","2008-10-27",0.78
"460","2008-10-28",0.7
"461","2008-10-29",0.7
"462","2008-10-30",0.69
"463","2008-10-31",0.75
"464","2008-11-03",0.75
"465","2008-11-04",0.75
"466","2008-11-05",0.71
"467","2008-11-06",0.77
"468","2008-11-07",0.95
"469","2008-11-10",0.79
"470","2008-11-11",0.77
"471","2008-11-12",0.79
"472","2008-11-13",0.77
"473","2008-11-14",0.78
"474","2008-11-17",0.78
"475","2008-11-18",0.77
"476","2008-11-19",0.77
"477","2008-11-20",0.77
"478","2008-11-21",0.72
"479","2008-11-24",0.64
"480","2008-11-25",0.7
"481","2008-11-26",0.61
"482","2008-11-28",0.65
"483","2008-12-01",0.65
"484","2008-12-02",0.7
"485","2008-12-03",0.77
"486","2008-12-04",0.73
"487","2008-12-05",0.7
"488","2008-12-08",0.7
"489","2008-12-09",0.66
"490","2008-12-10",0.59
"491","2008-12-11",0.62
"492","2008-12-12",0.66
"493","2008-12-15",0.62
"494","2008-12-16",0.59
"495","2008-12-17",0.61
"496","2008-12-18",0.6
"497","2008-12-19",0.7
"498","2008-12-22",0.75
"499","2008-12-23",0.72
"500","2008-12-24",0.74
"501","2008-12-26",0.71
"502","2008-12-29",0.63
"503","2008-12-30",0.69
"504","2008-12-31",0.81
"505","2009-01-02",0.81
"506","2009-01-05",0.7
"507","2009-01-06",0.81
"508","2009-01-07",0.9
"509","2009-01-08",0.92
"510","2009-01-09",1
"511","2009-01-12",1
"512","2009-01-13",0.77
"513","2009-01-14",0.69
"514","2009-01-15",0.7
"515","2009-01-16",0.99
"516","2009-01-20",0.99
"517","2009-01-21",0.95
"518","2009-01-22",0.77
"519","2009-01-23",0.9
"520","2009-01-26",0.9
"521","2009-01-27",0.9
"522","2009-01-28",0.9
"523","2009-01-29",0.9
"524","2009-01-30",0.9
"525","2009-02-02",0.75
"526","2009-02-03",0.77
"527","2009-02-04",0.77
"528","2009-02-05",0.77
"529","2009-02-06",0.77
"530","2009-02-09",0.77
"531","2009-02-10",0.78
"532","2009-02-11",0.8
"533","2009-02-12",0.8
"534","2009-02-13",0.85
"535","2009-02-17",0.9
"536","2009-02-18",0.9
"537","2009-02-19",0.95
"538","2009-02-20",0.95
"539","2009-02-23",0.77
"540","2009-02-24",0.77
"541","2009-02-25",0.68
"542","2009-02-26",0.68
"543","2009-02-27",0.99
"544","2009-03-02",0.6
"545","2009-03-03",0.61
"546","2009-03-04",0.81
"547","2009-03-05",0.81
"548","2009-03-06",0.68
"549","2009-03-09",0.55
"550","2009-03-10",0.55
"551","2009-03-11",0.66
"552","2009-03-12",0.66
"553","2009-03-13",0.66
"554","2009-03-16",0.66
"555","2009-03-17",0.66
"556","2009-03-18",0.66
"557","2009-03-19",0.73
"558","2009-03-20",0.68
"559","2009-03-23",0.75
"560","2009-03-24",0.75
"561","2009-03-25",0.66
"562","2009-03-26",0.63
"563","2009-03-27",0.63
"564","2009-03-30",0.57
"565","2009-03-31",0.57
"566","2009-04-01",0.72
"567","2009-04-02",0.72
"568","2009-04-03",0.72
"569","2009-04-06",0.6
"570","2009-04-07",0.75
"571","2009-04-08",0.75
"572","2009-04-09",0.7
"573","2009-04-13",0.76
"574","2009-04-14",0.74
"575","2009-04-15",0.74
"576","2009-04-16",0.81
"577","2009-04-17",0.81
"578","2009-04-20",0.81
"579","2009-04-21",0.81
"580","2009-04-22",0.81
"581","2009-04-23",0.78
"582","2009-04-24",0.75
"583","2009-04-27",0.75
"584","2009-04-28",0.75
"585","2009-04-29",0.75
"586","2009-04-30",0.89
"587","2009-05-01",0.84
"588","2009-05-04",0.91
"589","2009-05-05",0.91
"590","2009-05-06",0.91
"591","2009-05-07",0.91
"592","2009-05-08",0.91
"593","2009-05-11",0.94
"594","2009-05-12",0.99
"595","2009-05-13",0.95
"596","2009-05-14",0.95
"597","2009-05-15",0.95
"598","2009-05-18",0.72
"599","2009-05-19",0.72
"600","2009-05-20",0.9
"601","2009-05-21",0.95
"602","2009-05-22",0.95
"603","2009-05-26",0.95
"604","2009-05-27",0.99
"605","2009-05-28",1
"606","2009-05-29",0.95
"607","2009-06-01",1
"608","2009-06-02",1.05
"609","2009-06-03",1.24
"610","2009-06-04",1.13
"611","2009-06-05",1.24
"612","2009-06-08",1.15
"613","2009-06-09",1.3
"614","2009-06-10",1.36
"615","2009-06-11",1.34
"616","2009-06-12",1.13
"617","2009-06-15",1.14
"618","2009-06-16",1.13
"619","2009-06-17",1.15
"620","2009-06-18",1.19
"621","2009-06-19",1.23
"622","2009-06-22",1.41
"623","2009-06-23",1.3
"624","2009-06-24",1.32
"625","2009-06-25",1.4
"626","2009-06-26",1.27
"627","2009-06-29",1.57
"628","2009-06-30",1.59
"629","2009-07-01",1.59
"630","2009-07-02",1.65
"631","2009-07-06",1.6
"632","2009-07-07",1.56
"633","2009-07-08",1.56
"634","2009-07-09",1.49
"635","2009-07-10",1.36
"636","2009-07-13",1.32
"637","2009-07-14",1.36
"638","2009-07-15",1.42
"639","2009-07-16",1.55
"640","2009-07-17",1.63
"641","2009-07-20",1.62
"642","2009-07-21",1.68
"643","2009-07-22",1.66
"644","2009-07-23",1.8
"645","2009-07-24",2.05
"646","2009-07-27",2
"647","2009-07-28",2.06
"648","2009-07-29",2.04
"649","2009-07-30",1.96
"650","2009-07-31",1.94
"651","2009-08-03",1.85
"652","2009-08-04",1.92
"653","2009-08-05",1.85
"654","2009-08-06",1.8
"655","2009-08-07",1.87
"656","2009-08-10",1.91
"657","2009-08-11",1.95
"658","2009-08-12",1.8
"659","2009-08-13",1.85
"660","2009-08-14",1.84
"661","2009-08-17",1.57
"662","2009-08-18",1.34
"663","2009-08-19",1.35
"664","2009-08-20",1.39
"665","2009-08-21",1.4
"666","2009-08-24",1.4
"667","2009-08-25",1.36
"668","2009-08-26",1.39
"669","2009-08-27",1.35
"670","2009-08-28",1.36
"671","2009-08-31",1.36
"672","2009-09-01",1.5
"673","2009-09-02",1.48
"674","2009-09-03",1.4
"675","2009-09-04",1.5
"676","2009-09-08",1.49
"677","2009-09-09",1.49
"678","2009-09-10",1.44
"679","2009-09-11",1.38
"680","2009-09-14",1.42
"681","2009-09-15",1.5
"682","2009-09-16",1.7
"683","2009-09-17",1.58
"684","2009-09-18",1.59
"685","2009-09-21",1.72
"686","2009-09-22",1.76
"687","2009-09-23",1.75
"688","2009-09-24",1.64
"689","2009-09-25",1.62
"690","2009-09-28",1.78
"691","2009-09-29",1.88
"692","2009-09-30",1.88
"693","2009-10-01",1.75
"694","2009-10-02",1.68
"695","2009-10-05",1.54
"696","2009-10-06",1.55
"697","2009-10-07",1.65
"698","2009-10-08",1.7
"699","2009-10-09",1.82
"700","2009-10-12",1.82
"701","2009-10-13",1.75
"702","2009-10-14",1.75
"703","2009-10-15",1.7
"704","2009-10-16",1.85
"705","2009-10-19",1.78
"706","2009-10-20",1.76
"707","2009-10-21",1.76
"708","2009-10-22",1.75
"709","2009-10-23",1.72
"710","2009-10-26",1.8
"711","2009-10-27",1.74
"712","2009-10-28",1.71
"713","2009-10-29",1.77
"714","2009-10-30",1.63
"715","2009-11-02",1.65
"716","2009-11-03",1.7
"717","2009-11-04",1.7
"718","2009-11-05",1.7
"719","2009-11-06",1.67
"720","2009-11-09",1.65
"721","2009-11-10",1.69
"722","2009-11-11",1.72
"723","2009-11-12",1.72
"724","2009-11-13",1.68
"725","2009-11-16",1.68
"726","2009-11-17",1.7
"727","2009-11-18",1.7
"728","2009-11-19",1.69
"729","2009-11-20",1.85
"730","2009-11-23",1.91
"731","2009-11-24",2
"732","2009-11-25",2
"733","2009-11-27",1.99
"734","2009-11-30",1.9
"735","2009-12-01",1.84
"736","2009-12-02",1.7
"737","2009-12-03",1.71
"738","2009-12-04",1.73
"739","2009-12-07",1.85
"740","2009-12-08",1.8
"741","2009-12-09",1.85
"742","2009-12-10",1.88
"743","2009-12-11",1.94
"744","2009-12-14",2.04
"745","2009-12-15",2.14
"746","2009-12-16",2.2
"747","2009-12-17",2.24
"748","2009-12-18",2.25
"749","2009-12-21",2.25
"750","2009-12-22",2.15
"751","2009-12-23",2.15
"752","2009-12-24",2.2
"753","2009-12-28",2.08
"754","2009-12-29",2.05
"755","2009-12-30",2.05
"756","2009-12-31",2.02
"757","2010-01-04",1.81
"758","2010-01-05",1.9
"759","2010-01-06",1.91
"760","2010-01-07",1.93
"761","2010-01-08",1.93
"762","2010-01-11",2.23
"763","2010-01-12",2.24
"764","2010-01-13",2.3
"765","2010-01-14",2.28
"766","2010-01-15",2.25
"767","2010-01-19",2.11
"768","2010-01-20",1.94
"769","2010-01-21",1.85
"770","2010-01-22",1.75
"771","2010-01-25",2.02
"772","2010-01-26",1.86
"773","2010-01-27",1.88
"774","2010-01-28",1.8
"775","2010-01-29",1.78
"776","2010-02-01",2.03
"777","2010-02-02",2.11
"778","2010-02-03",2.11
"779","2010-02-04",2.09
"780","2010-02-05",2.13
"781","2010-02-08",1.93
"782","2010-02-09",1.84
"783","2010-02-10",1.9
"784","2010-02-11",1.82
"785","2010-02-12",1.88
"786","2010-02-16",2.15
"787","2010-02-17",2.3
"788","2010-02-18",2.64
"789","2010-02-19",2.49
"790","2010-02-22",2.7
"791","2010-02-23",2.62
"792","2010-02-24",2.7
"793","2010-02-25",2.69
"794","2010-02-26",2.88
"795","2010-03-01",2.57
"796","2010-03-02",2.32
"797","2010-03-03",2.44
"798","2010-03-04",2.16
"799","2010-03-05",2.31
"800","2010-03-08",2.57
"801","2010-03-09",2.62
"802","2010-03-10",2.65
"803","2010-03-11",2.53
"804","2010-03-12",2.5
"805","2010-03-15",2.5
"806","2010-03-16",2.45
"807","2010-03-17",2.31
"808","2010-03-18",2.3
"809","2010-03-19",2.26
"810","2010-03-22",2.46
"811","2010-03-23",2.46
"812","2010-03-24",2.49
"813","2010-03-25",2.69
"814","2010-03-26",2.63
"815","2010-03-29",2.5
"816","2010-03-30",2.55
"817","2010-03-31",2.52
"818","2010-04-01",2.55
"819","2010-04-05",2.47
"820","2010-04-06",2.47
"821","2010-04-07",2.52
"822","2010-04-08",2.55
"823","2010-04-09",2.46
"824","2010-04-12",2.55
"825","2010-04-13",2.58
"826","2010-04-14",2.52
"827","2010-04-15",2.58
"828","2010-04-16",2.53
"829","2010-04-19",2.45
"830","2010-04-20",2.39
"831","2010-04-21",2.39
"832","2010-04-22",2.47
"833","2010-04-23",2.44
"834","2010-04-26",3.26
"835","2010-04-27",2.8
"836","2010-04-28",2.85
"837","2010-04-29",3.05
"838","2010-04-30",3
"839","2010-05-03",2.33
"840","2010-05-04",2.4
"841","2010-05-05",2.36
"842","2010-05-06",2.28
"843","2010-05-07",2.41
"844","2010-05-10",2.35
"845","2010-05-11",2.38
"846","2010-05-12",2.38
"847","2010-05-13",2.36
"848","2010-05-14",2.31
"849","2010-05-17",2.46
"850","2010-05-18",2.51
"851","2010-05-19",2.4
"852","2010-05-20",2.24
"853","2010-05-21",2.2
"854","2010-05-24",2.23
"855","2010-05-25",2.24
"856","2010-05-26",2.33
"857","2010-05-27",2.35
"858","2010-05-28",2.35
"859","2010-06-01",2.23
"860","2010-06-02",2.19
"861","2010-06-03",2.17
"862","2010-06-04",2.2
"863","2010-06-07",2.29
"864","2010-06-08",2.3
"865","2010-06-09",2.39
"866","2010-06-10",2.4
"867","2010-06-11",2.42
"868","2010-06-14",2.4
"869","2010-06-15",2.49
"870","2010-06-16",2.47
"871","2010-06-17",2.47
"872","2010-06-18",2.44
"873","2010-06-21",2.44
"874","2010-06-22",2.38
"875","2010-06-23",2.24
"876","2010-06-24",1.94
"877","2010-06-25",1.8
"878","2010-06-28",1.75
"879","2010-06-29",1.81
"880","2010-06-30",2
"881","2010-07-01",1.86
"882","2010-07-02",1.8
"883","2010-07-06",1.82
"884","2010-07-07",1.89
"885","2010-07-08",1.9
"886","2010-07-09",1.9
"887","2010-07-12",1.88
"888","2010-07-13",1.81
"889","2010-07-14",1.85
"890","2010-07-15",1.88
"891","2010-07-16",1.85
"892","2010-07-19",1.92
"893","2010-07-20",1.92
"894","2010-07-21",1.8
"895","2010-07-22",1.8
"896","2010-07-23",1.89
"897","2010-07-26",1.95
"898","2010-07-27",1.95
"899","2010-07-28",1.99
"900","2010-07-29",1.99
"901","2010-07-30",1.9
"902","2010-08-02",1.89
"903","2010-08-03",1.89
"904","2010-08-04",1.9
"905","2010-08-05",1.9
"906","2010-08-06",1.9
"907","2010-08-09",1.95
"908","2010-08-10",1.95
"909","2010-08-11",1.95
"910","2010-08-12",1.95
"911","2010-08-13",1.9
"912","2010-08-16",2.02
"913","2010-08-17",2.12
"914","2010-08-18",2.12
"915","2010-08-19",2.11
"916","2010-08-20",2.11
"917","2010-08-23",2.18
"918","2010-08-24",2.16
"919","2010-08-25",2.16
"920","2010-08-26",2.15
"921","2010-08-27",2.15
"922","2010-08-30",2.15
"923","2010-08-31",2.15
"924","2010-09-01",2.17
"925","2010-09-02",2.25
"926","2010-09-03",2.25
"927","2010-09-07",2.25
"928","2010-09-08",2.25
"929","2010-09-09",2.3
"930","2010-09-10",2.3
"931","2010-09-13",2.32
"932","2010-09-14",2.32
"933","2010-09-15",2.36
"934","2010-09-16",2.36
"935","2010-09-17",2.36
"936","2010-09-20",2.35
"937","2010-09-21",2.3
"938","2010-09-22",2.35
"939","2010-09-23",2.21
"940","2010-09-24",2.13
"941","2010-09-27",2.12
"942","2010-09-28",2.1
"943","2010-09-29",2
"944","2010-09-30",1.95
"945","2010-10-01",2.12
"946","2010-10-04",2.12
"947","2010-10-05",1.95
"948","2010-10-06",2.14
"949","2010-10-07",2.14
"950","2010-10-08",2.13
"951","2010-10-11",2.13
"952","2010-10-12",2.12
"953","2010-10-13",2.12
"954","2010-10-14",2.08
"955","2010-10-15",2.09
"956","2010-10-18",2.95
"957","2010-10-19",2.85
"958","2010-10-20",2.75
"959","2010-10-21",2.65
"960","2010-10-22",2.65
"961","2010-10-25",2.67
"962","2010-10-26",2.7
"963","2010-10-27",2.72
"964","2010-10-28",2.68
"965","2010-10-29",2.65
"966","2010-11-01",2.62
"967","2010-11-02",2.65
"968","2010-11-03",2.63
"969","2010-11-04",2.69
"970","2010-11-05",2.65
"971","2010-11-08",3.73
"972","2010-11-09",3.64
"973","2010-11-10",4.17
"974","2010-11-11",4.02
"975","2010-11-12",4.02
"976","2010-11-15",4
"977","2010-11-16",3.8
"978","2010-11-17",3.72
"979","2010-11-18",3.81
"980","2010-11-19",3.88
"981","2010-11-22",4
"982","2010-11-23",3.76
"983","2010-11-24",3.82
"984","2010-11-26",3.73
"985","2010-11-29",3.38
"986","2010-11-30",3.31
"987","2010-12-01",3.37
"988","2010-12-02",3.61
"989","2010-12-03",3.53
"990","2010-12-06",3.52
"991","2010-12-07",3.47
"992","2010-12-08",3.4
"993","2010-12-09",3.33
"994","2010-12-10",3.36
"995","2010-12-13",3.58
"996","2010-12-14",3.72
"997","2010-12-15",3.51
"998","2010-12-16",3.45
"999","2010-12-17",3.63
"1000","2010-12-20",3.55
"1001","2010-12-21",3.49
