"","date","PKX"
"1","2007-01-03",79.43
"2","2007-01-04",79.699997
"3","2007-01-05",78.529999
"4","2007-01-08",78.849998
"5","2007-01-09",76.980003
"6","2007-01-10",76.489998
"7","2007-01-11",78.099998
"8","2007-01-12",80.779999
"9","2007-01-16",80.559998
"10","2007-01-17",80.400002
"11","2007-01-18",80.739998
"12","2007-01-19",81.830002
"13","2007-01-22",82.059998
"14","2007-01-23",84.75
"15","2007-01-24",87.300003
"16","2007-01-25",85.82
"17","2007-01-26",85.900002
"18","2007-01-29",86.839996
"19","2007-01-30",87.75
"20","2007-01-31",88.18
"21","2007-02-01",91.510002
"22","2007-02-02",91.5
"23","2007-02-05",89.959999
"24","2007-02-06",93.169998
"25","2007-02-07",92.190002
"26","2007-02-08",90.82
"27","2007-02-09",91.360001
"28","2007-02-12",92.239998
"29","2007-02-13",93.519997
"30","2007-02-14",93.849998
"31","2007-02-15",95.5
"32","2007-02-16",96.129997
"33","2007-02-20",98
"34","2007-02-21",98.239998
"35","2007-02-22",99.769997
"36","2007-02-23",98.860001
"37","2007-02-26",99.279999
"38","2007-02-27",91.919998
"39","2007-02-28",92.699997
"40","2007-03-01",91.440002
"41","2007-03-02",93.650002
"42","2007-03-05",89.870003
"43","2007-03-06",94.160004
"44","2007-03-07",94.269997
"45","2007-03-08",98.879997
"46","2007-03-09",99.699997
"47","2007-03-12",102.959999
"48","2007-03-13",98.730003
"49","2007-03-14",100.160004
"50","2007-03-15",103
"51","2007-03-16",101.339996
"52","2007-03-19",102.099998
"53","2007-03-20",99.720001
"54","2007-03-21",103.660004
"55","2007-03-22",101.099998
"56","2007-03-23",102.220001
"57","2007-03-26",100.699997
"58","2007-03-27",99.720001
"59","2007-03-28",99.720001
"60","2007-03-29",106.879997
"61","2007-03-30",103.949997
"62","2007-04-02",105.5
"63","2007-04-03",106.370003
"64","2007-04-04",105.830002
"65","2007-04-05",106.360001
"66","2007-04-09",105.860001
"67","2007-04-10",104.370003
"68","2007-04-11",102.849998
"69","2007-04-12",105.089996
"70","2007-04-13",102.440002
"71","2007-04-16",102.739998
"72","2007-04-17",102.019997
"73","2007-04-18",101.400002
"74","2007-04-19",99.339996
"75","2007-04-20",101.900002
"76","2007-04-23",103.699997
"77","2007-04-24",105.589996
"78","2007-04-25",107.93
"79","2007-04-26",106.580002
"80","2007-04-27",106.559998
"81","2007-04-30",104.739998
"82","2007-05-01",105.160004
"83","2007-05-02",106.989998
"84","2007-05-03",107.400002
"85","2007-05-04",106.239998
"86","2007-05-07",108.889999
"87","2007-05-08",111.150002
"88","2007-05-09",113.949997
"89","2007-05-10",112.82
"90","2007-05-11",115.400002
"91","2007-05-14",115.309998
"92","2007-05-15",114.099998
"93","2007-05-16",113.18
"94","2007-05-17",111.900002
"95","2007-05-18",111
"96","2007-05-21",111.440002
"97","2007-05-22",113.209999
"98","2007-05-23",115.379997
"99","2007-05-24",112.800003
"100","2007-05-25",115.169998
"101","2007-05-29",116.830002
"102","2007-05-30",115.989998
"103","2007-05-31",119.300003
"104","2007-06-01",122.599998
"105","2007-06-04",125.779999
"106","2007-06-05",123.129997
"107","2007-06-06",120.949997
"108","2007-06-07",120.209999
"109","2007-06-08",124.57
"110","2007-06-11",121.25
"111","2007-06-12",119.870003
"112","2007-06-13",124.099998
"113","2007-06-14",127.699997
"114","2007-06-15",129.600006
"115","2007-06-18",128.279999
"116","2007-06-19",129.330002
"117","2007-06-20",125.910004
"118","2007-06-21",124.75
"119","2007-06-22",121
"120","2007-06-25",119.330002
"121","2007-06-26",117.900002
"122","2007-06-27",118.519997
"123","2007-06-28",118.440002
"124","2007-06-29",120
"125","2007-07-02",125.699997
"126","2007-07-03",125.989998
"127","2007-07-05",126.830002
"128","2007-07-06",132.979996
"129","2007-07-09",133.479996
"130","2007-07-10",130.899994
"131","2007-07-11",133.649994
"132","2007-07-12",141.979996
"133","2007-07-13",149.949997
"134","2007-07-16",148
"135","2007-07-17",148.779999
"136","2007-07-18",144.169998
"137","2007-07-19",145.539993
"138","2007-07-20",147.029999
"139","2007-07-23",154.279999
"140","2007-07-24",149.130005
"141","2007-07-25",151.940002
"142","2007-07-26",139.899994
"143","2007-07-27",138.080002
"144","2007-07-30",144.75
"145","2007-07-31",142.449997
"146","2007-08-01",139
"147","2007-08-02",139.190002
"148","2007-08-03",136.039993
"149","2007-08-06",137.350006
"150","2007-08-07",139.789993
"151","2007-08-08",144.440002
"152","2007-08-09",137.039993
"153","2007-08-10",133.949997
"154","2007-08-13",136.259995
"155","2007-08-14",130.089996
"156","2007-08-15",127.059998
"157","2007-08-16",124.5
"158","2007-08-17",129.880005
"159","2007-08-20",128.160004
"160","2007-08-21",128.649994
"161","2007-08-22",135.820007
"162","2007-08-23",138.100006
"163","2007-08-24",141.139999
"164","2007-08-27",142.119995
"165","2007-08-28",138.559998
"166","2007-08-29",150.639999
"167","2007-08-30",148.089996
"168","2007-08-31",153.309998
"169","2007-09-04",155.399994
"170","2007-09-05",151.149994
"171","2007-09-06",157.690002
"172","2007-09-07",150.860001
"173","2007-09-10",148.699997
"174","2007-09-11",156.850006
"175","2007-09-12",153.320007
"176","2007-09-13",162.149994
"177","2007-09-14",164.360001
"178","2007-09-17",163.509995
"179","2007-09-18",170.679993
"180","2007-09-19",176.679993
"181","2007-09-20",179.029999
"182","2007-09-21",182.009995
"183","2007-09-24",184.539993
"184","2007-09-25",181.5
"185","2007-09-26",184.360001
