"","date","OCGN"
"1","2014-12-03",705
"2","2014-12-04",665.400024
"3","2014-12-05",660
"4","2014-12-08",660
"5","2014-12-09",660
"6","2014-12-10",660
"7","2014-12-11",672
"8","2014-12-12",660
"9","2014-12-15",660
"10","2014-12-16",660.059998
"11","2014-12-17",660
"12","2014-12-18",660
"13","2014-12-19",660
"14","2014-12-22",669
"15","2014-12-23",658.200012
"16","2014-12-24",630.299988
"17","2014-12-26",645
"18","2014-12-29",652.799988
"19","2014-12-30",636.599976
"20","2014-12-31",660
"21","2015-01-02",663
"22","2015-01-05",708
"23","2015-01-06",655.200012
"24","2015-01-07",657.599976
"25","2015-01-08",677.400024
"26","2015-01-09",673.200012
"27","2015-01-12",666.599976
"28","2015-01-13",650.400024
"29","2015-01-14",640.200012
"30","2015-01-15",637.799988
"31","2015-01-16",621.599976
"32","2015-01-20",629.400024
"33","2015-01-21",577.799988
"34","2015-01-22",505.799988
"35","2015-01-23",516
"36","2015-01-26",501
"37","2015-01-27",468.600006
"38","2015-01-28",426.600006
"39","2015-01-29",483.600006
"40","2015-01-30",507.23999
"41","2015-02-02",498
"42","2015-02-03",459.600006
"43","2015-02-04",469.799988
"44","2015-02-05",478.799988
"45","2015-02-06",475.799988
"46","2015-02-09",501
"47","2015-02-10",507
"48","2015-02-11",517.799988
"49","2015-02-12",520.799988
"50","2015-02-13",516.599976
"51","2015-02-17",528
"52","2015-02-18",520.200012
"53","2015-02-19",538.200012
"54","2015-02-20",576
"55","2015-02-23",599.400024
"56","2015-02-24",598.200012
"57","2015-02-25",577.799988
"58","2015-02-26",597.599976
"59","2015-02-27",640.200012
"60","2015-03-02",658.799988
"61","2015-03-03",654
"62","2015-03-04",639
"63","2015-03-05",630
"64","2015-03-06",621
"65","2015-03-09",600
"66","2015-03-10",595.200012
"67","2015-03-11",581.400024
"68","2015-03-12",585
"69","2015-03-13",556.799988
"70","2015-03-16",599.400024
"71","2015-03-17",627
"72","2015-03-18",625.799988
"73","2015-03-19",612.599976
"74","2015-03-20",570.599976
"75","2015-03-23",586.799988
"76","2015-03-24",588.299988
"77","2015-03-25",567.599976
"78","2015-03-26",526.799988
"79","2015-03-27",581.400024
"80","2015-03-30",548.700012
"81","2015-03-31",599.400024
"82","2015-04-01",582
"83","2015-04-02",594
"84","2015-04-06",577.200012
"85","2015-04-07",580.200012
"86","2015-04-08",585
"87","2015-04-09",545.400024
"88","2015-04-10",544.799988
"89","2015-04-13",516
"90","2015-04-14",516
"91","2015-04-15",510
"92","2015-04-16",504
"93","2015-04-17",499.799988
"94","2015-04-20",472.200012
"95","2015-04-21",453
"96","2015-04-22",475.200012
"97","2015-04-23",486
"98","2015-04-24",513
"99","2015-04-27",507.600006
"100","2015-04-28",552
"101","2015-04-29",513
"102","2015-04-30",489.600006
"103","2015-05-01",481.200012
"104","2015-05-04",498
"105","2015-05-05",483
"106","2015-05-06",483.600006
"107","2015-05-07",494.160004
"108","2015-05-08",490.200012
"109","2015-05-11",505.200012
"110","2015-05-12",514.799988
"111","2015-05-13",495
"112","2015-05-14",472.799988
"113","2015-05-15",482.399994
"114","2015-05-18",468
"115","2015-05-19",491.399994
"116","2015-05-20",477
"117","2015-05-21",489.600006
"118","2015-05-22",498
"119","2015-05-26",498
"120","2015-05-27",493.799988
"121","2015-05-28",498
"122","2015-05-29",501
"123","2015-06-01",510
"124","2015-06-02",492
"125","2015-06-03",499.200012
"126","2015-06-04",480
"127","2015-06-05",478.799988
"128","2015-06-08",479.399994
"129","2015-06-09",476.399994
"130","2015-06-10",416.399994
"131","2015-06-11",441
"132","2015-06-12",434.399994
"133","2015-06-15",418.799988
"134","2015-06-16",419.399994
"135","2015-06-17",384.600006
"136","2015-06-18",398.399994
"137","2015-06-19",374.399994
"138","2015-06-22",399
"139","2015-06-23",414
"140","2015-06-24",411.600006
"141","2015-06-25",397.799988
"142","2015-06-26",417
"143","2015-06-29",376.200012
"144","2015-06-30",387.600006
"145","2015-07-01",384.600006
"146","2015-07-02",382.200012
"147","2015-07-06",383.399994
"148","2015-07-07",379.799988
"149","2015-07-08",363.600006
"150","2015-07-09",379.799988
"151","2015-07-10",373.799988
"152","2015-07-13",372
"153","2015-07-14",384
"154","2015-07-15",396.600006
"155","2015-07-16",404.399994
"156","2015-07-17",413.399994
"157","2015-07-20",396.600006
"158","2015-07-21",394.200012
"159","2015-07-22",383.399994
"160","2015-07-23",378
"161","2015-07-24",366
"162","2015-07-27",366
"163","2015-07-28",375.600006
"164","2015-07-29",366.600006
"165","2015-07-30",361.799988
