"","date","NBHC"
"1","2012-09-20",19.6
"2","2012-09-21",19.65
"3","2012-09-24",19.549999
"4","2012-09-25",19.65
"5","2012-09-26",19.469999
"6","2012-09-27",19.299999
"7","2012-09-28",19.459999
"8","2012-10-01",19.530001
"9","2012-10-02",19.52
"10","2012-10-03",19.48
"11","2012-10-04",19.57
"12","2012-10-05",19.530001
"13","2012-10-08",19.540001
"14","2012-10-09",19.440001
"15","2012-10-10",19.32
"16","2012-10-11",19.059999
"17","2012-10-12",19.26
"18","2012-10-15",19.309999
"19","2012-10-16",19.280001
"20","2012-10-17",19.6
"21","2012-10-18",19.67
"22","2012-10-19",19.5
"23","2012-10-22",19.26
"24","2012-10-23",19.030001
"25","2012-10-24",19.08
"26","2012-10-25",18.93
"27","2012-10-26",18.92
"28","2012-10-31",19
"29","2012-11-01",19
"30","2012-11-02",18.91
"31","2012-11-05",19.610001
"32","2012-11-06",19.43
"33","2012-11-07",19.440001
"34","2012-11-08",19.34
"35","2012-11-09",19.5
"36","2012-11-12",19.450001
"37","2012-11-13",19.5
"38","2012-11-14",19.4
"39","2012-11-15",19.450001
"40","2012-11-16",19.26
"41","2012-11-19",19
"42","2012-11-20",18.530001
"43","2012-11-21",18.49
"44","2012-11-23",18.49
"45","2012-11-26",18.4
"46","2012-11-27",18.42
"47","2012-11-28",18.41
"48","2012-11-29",18.190001
"49","2012-11-30",18.32
"50","2012-12-03",18.190001
"51","2012-12-04",18.15
"52","2012-12-05",18.27
"53","2012-12-06",18.16
"54","2012-12-07",18.200001
"55","2012-12-10",18.23
"56","2012-12-11",18.25
"57","2012-12-12",18.360001
"58","2012-12-13",18.4
"59","2012-12-14",18.030001
"60","2012-12-17",18.440001
"61","2012-12-18",18.24
"62","2012-12-19",18.6
"63","2012-12-20",18.48
"64","2012-12-21",18.540001
"65","2012-12-24",18.6
"66","2012-12-26",18.620001
"67","2012-12-27",18.93
"68","2012-12-28",18.889999
"69","2012-12-31",18.99
"70","2013-01-02",19.24
"71","2013-01-03",18.85
"72","2013-01-04",18.91
"73","2013-01-07",18.860001
"74","2013-01-08",18.879999
"75","2013-01-09",18.85
"76","2013-01-10",19
"77","2013-01-11",18.950001
"78","2013-01-14",18.52
"79","2013-01-15",18.540001
"80","2013-01-16",18.58
"81","2013-01-17",18.540001
"82","2013-01-18",18.459999
"83","2013-01-22",18.469999
"84","2013-01-23",18.5
"85","2013-01-24",18.52
"86","2013-01-25",18.5
"87","2013-01-28",18.43
"88","2013-01-29",18.379999
"89","2013-01-30",18.290001
"90","2013-01-31",18.049999
"91","2013-02-01",18.1
"92","2013-02-04",18.01
"93","2013-02-05",17.98
"94","2013-02-06",17.959999
"95","2013-02-07",18.059999
"96","2013-02-08",17.98
"97","2013-02-11",18.18
"98","2013-02-12",17.98
"99","2013-02-13",17.99
"100","2013-02-14",18.24
"101","2013-02-15",18.280001
"102","2013-02-19",18.76
"103","2013-02-20",18.690001
"104","2013-02-21",18.719999
"105","2013-02-22",18.5
"106","2013-02-25",18.42
"107","2013-02-26",18.42
"108","2013-02-27",18.290001
"109","2013-02-28",18.09
"110","2013-03-01",18.049999
"111","2013-03-04",18.4
"112","2013-03-05",18.18
"113","2013-03-06",18.200001
"114","2013-03-07",18.389999
"115","2013-03-08",18.450001
"116","2013-03-11",18.41
"117","2013-03-12",18.5
"118","2013-03-13",18.76
"119","2013-03-14",18.959999
"120","2013-03-15",18.889999
"121","2013-03-18",18.780001
"122","2013-03-19",18.879999
"123","2013-03-20",19.01
"124","2013-03-21",18.799999
"125","2013-03-22",18.809999
"126","2013-03-25",18.719999
"127","2013-03-26",18.690001
"128","2013-03-27",18.299999
"129","2013-03-28",18.299999
"130","2013-04-01",18.549999
"131","2013-04-02",18.379999
"132","2013-04-03",18.34
"133","2013-04-04",18.469999
"134","2013-04-05",18.370001
"135","2013-04-08",18.370001
"136","2013-04-09",18.309999
"137","2013-04-10",18.389999
"138","2013-04-11",18.5
"139","2013-04-12",18.74
"140","2013-04-15",18.51
"141","2013-04-16",18.5
"142","2013-04-17",18.370001
"143","2013-04-18",18.33
"144","2013-04-19",18.33
"145","2013-04-22",18.15
"146","2013-04-23",18.040001
"147","2013-04-24",17.700001
"148","2013-04-25",18.15
"149","2013-04-26",18.18
"150","2013-04-29",18.01
"151","2013-04-30",18.059999
"152","2013-05-01",17.9
"153","2013-05-02",18.09
"154","2013-05-03",18.08
"155","2013-05-06",18.110001
"156","2013-05-07",18.34
"157","2013-05-08",18.209999
"158","2013-05-09",18.379999
"159","2013-05-10",18.49
"160","2013-05-13",18.129999
"161","2013-05-14",18.5
"162","2013-05-15",18.43
"163","2013-05-16",18.41
"164","2013-05-17",18.389999
"165","2013-05-20",18.4
"166","2013-05-21",18.389999
"167","2013-05-22",18.18
"168","2013-05-23",18.379999
"169","2013-05-24",18.52
"170","2013-05-28",18.549999
"171","2013-05-29",18.549999
"172","2013-05-30",18.48
"173","2013-05-31",18.139999
"174","2013-06-03",18.200001
"175","2013-06-04",18.190001
"176","2013-06-05",18.219999
"177","2013-06-06",18.23
"178","2013-06-07",18.290001
"179","2013-06-10",18.4
"180","2013-06-11",18.440001
"181","2013-06-12",18.43
"182","2013-06-13",18.49
"183","2013-06-14",18.549999
"184","2013-06-17",18.75
"185","2013-06-18",18.959999
"186","2013-06-19",18.91
"187","2013-06-20",18.75
"188","2013-06-21",18.43
"189","2013-06-24",19.040001
"190","2013-06-25",19.299999
"191","2013-06-26",19.370001
"192","2013-06-27",19.66
"193","2013-06-28",19.700001
"194","2013-07-01",19.02
"195","2013-07-02",18.700001
"196","2013-07-03",18.639999
"197","2013-07-05",18.9
"198","2013-07-08",18.77
"199","2013-07-09",18.92
"200","2013-07-10",19.309999
"201","2013-07-11",19.299999
"202","2013-07-12",19.48
"203","2013-07-15",19.6
"204","2013-07-16",19.5
"205","2013-07-17",19.48
"206","2013-07-18",19.469999
"207","2013-07-19",19.59
"208","2013-07-22",20
"209","2013-07-23",19.969999
"210","2013-07-24",20.09
"211","2013-07-25",20.16
"212","2013-07-26",19.98
"213","2013-07-29",19.950001
"214","2013-07-30",20.209999
"215","2013-07-31",20
"216","2013-08-01",20.41
"217","2013-08-02",20.66
"218","2013-08-05",20.440001
"219","2013-08-06",20.459999
"220","2013-08-07",20.4
"221","2013-08-08",20.540001
"222","2013-08-09",20.549999
"223","2013-08-12",20.42
"224","2013-08-13",20.190001
"225","2013-08-14",20.27
"226","2013-08-15",20.299999
"227","2013-08-16",19.84
"228","2013-08-19",19.43
"229","2013-08-20",19.77
