"","date","EARS"
"388","2016-02-19",858
"389","2016-02-22",844
"390","2016-02-23",858
"391","2016-02-24",886
"392","2016-02-25",936
"393","2016-02-26",950
"394","2016-02-29",950
"395","2016-03-01",938
"396","2016-03-02",930
"397","2016-03-03",916
"398","2016-03-04",900
"399","2016-03-07",940
"400","2016-03-08",916
"401","2016-03-09",912
"402","2016-03-10",880
"403","2016-03-11",902
"404","2016-03-14",958
"405","2016-03-15",894
"406","2016-03-16",800
"407","2016-03-17",766
"408","2016-03-18",750
"409","2016-03-21",764
"410","2016-03-22",762
"411","2016-03-23",712
"412","2016-03-24",686
"413","2016-03-28",676
"414","2016-03-29",672
"415","2016-03-30",700
"416","2016-03-31",728
"417","2016-04-01",722
"418","2016-04-04",734
"419","2016-04-05",736
"420","2016-04-06",824
"421","2016-04-07",824
"422","2016-04-08",864
"423","2016-04-11",854
"424","2016-04-12",828
"425","2016-04-13",848
"426","2016-04-14",846
"427","2016-04-15",864
"428","2016-04-18",866
"429","2016-04-19",858
"430","2016-04-20",830
"431","2016-04-21",820
"432","2016-04-22",848
"433","2016-04-25",812
"434","2016-04-26",800
"435","2016-04-27",794
"436","2016-04-28",782
"437","2016-04-29",732
"438","2016-05-02",728
"439","2016-05-03",712
"440","2016-05-04",706
"441","2016-05-05",666
"442","2016-05-06",634
"443","2016-05-09",656
"444","2016-05-10",706
"445","2016-05-11",706
"446","2016-05-12",662
"447","2016-05-13",626
"448","2016-05-16",650
"449","2016-05-17",652
"450","2016-05-18",646
"451","2016-05-19",648
"452","2016-05-20",654
"453","2016-05-23",650
"454","2016-05-24",648
"455","2016-05-25",672
"456","2016-05-26",674
"457","2016-05-27",692
"458","2016-05-31",668
"459","2016-06-01",686
"460","2016-06-02",718
"461","2016-06-03",714
"462","2016-06-06",750
"463","2016-06-07",728
"464","2016-06-08",710
"465","2016-06-09",680
"466","2016-06-10",654
"467","2016-06-13",696
"468","2016-06-14",696
"469","2016-06-15",802
"470","2016-06-16",784
"471","2016-06-17",828
"472","2016-06-20",786
"473","2016-06-21",784
"474","2016-06-22",810
"475","2016-06-23",800
"476","2016-06-24",764
"477","2016-06-27",776
"478","2016-06-28",864
"479","2016-06-29",864
"480","2016-06-30",838
"481","2016-07-01",872
"482","2016-07-05",860
"483","2016-07-06",818
"484","2016-07-07",806
"485","2016-07-08",818
"486","2016-07-11",806
"487","2016-07-12",804
"488","2016-07-13",730
"489","2016-07-14",746
"490","2016-07-15",732
"491","2016-07-18",740
"492","2016-07-19",754
"493","2016-07-20",762
"494","2016-07-21",754
"495","2016-07-22",740
"496","2016-07-25",752
"497","2016-07-26",780
"498","2016-07-27",814
"499","2016-07-28",802
"500","2016-07-29",802
"501","2016-08-01",828
"502","2016-08-02",806
"503","2016-08-03",790
"504","2016-08-04",946
"505","2016-08-05",924
"506","2016-08-08",898
"507","2016-08-09",864
"508","2016-08-10",870
"509","2016-08-11",874
"510","2016-08-12",856
"511","2016-08-15",758
"512","2016-08-16",768
"513","2016-08-17",1070
"514","2016-08-18",430
"515","2016-08-19",424
"516","2016-08-22",404
"517","2016-08-23",406
"518","2016-08-24",408
"519","2016-08-25",406
"520","2016-08-26",414
"521","2016-08-29",406
"522","2016-08-30",396
"523","2016-08-31",370
"524","2016-09-01",342
"525","2016-09-02",342
"526","2016-09-06",330
"527","2016-09-07",328
"528","2016-09-08",316
"529","2016-09-09",364
"530","2016-09-12",336
"531","2016-09-13",338
"532","2016-09-14",328
"533","2016-09-15",330
"534","2016-09-16",334
"535","2016-09-19",334
"536","2016-09-20",330
"537","2016-09-21",326
"538","2016-09-22",352
"539","2016-09-23",342
"540","2016-09-26",340
"541","2016-09-27",346
"542","2016-09-28",352
"543","2016-09-29",348
"544","2016-09-30",346
"545","2016-10-03",350
"546","2016-10-04",334
"547","2016-10-05",343
"548","2016-10-06",328
"549","2016-10-07",328
"550","2016-10-10",324
"551","2016-10-11",316
"552","2016-10-12",296
"553","2016-10-13",282
"554","2016-10-14",248
"555","2016-10-17",254
"556","2016-10-18",254
"557","2016-10-19",250
"558","2016-10-20",256
"559","2016-10-21",264
"560","2016-10-24",244
"561","2016-10-25",250
"562","2016-10-26",228
"563","2016-10-27",214
"564","2016-10-28",212
"565","2016-10-31",206
"566","2016-11-01",200
"567","2016-11-02",200
"568","2016-11-03",179.800003
"569","2016-11-04",180
"570","2016-11-07",196.600006
"571","2016-11-08",184
"572","2016-11-09",194
"573","2016-11-10",208
"574","2016-11-11",224
"575","2016-11-14",239.199997
"576","2016-11-15",244
"577","2016-11-16",244
"578","2016-11-17",244
"579","2016-11-18",242
"580","2016-11-21",247.399994
"581","2016-11-22",248
"582","2016-11-23",242
"583","2016-11-25",248
"584","2016-11-28",246
"585","2016-11-29",246
"586","2016-11-30",240
"587","2016-12-01",240
"588","2016-12-02",232
"589","2016-12-05",232
"590","2016-12-06",240.399994
"591","2016-12-07",290
"592","2016-12-08",262
"593","2016-12-09",258
"594","2016-12-12",252
"595","2016-12-13",252
"596","2016-12-14",244
"597","2016-12-15",252
"598","2016-12-16",246
"599","2016-12-19",250
"600","2016-12-20",244
"601","2016-12-21",244
"602","2016-12-22",244
"603","2016-12-23",236
"604","2016-12-27",240
"605","2016-12-28",236
"606","2016-12-29",222
"607","2016-12-30",214
"608","2017-01-03",230
"609","2017-01-04",240
"610","2017-01-05",242
"611","2017-01-06",248
"612","2017-01-09",240
"613","2017-01-10",232
"614","2017-01-11",234
"615","2017-01-12",238
"616","2017-01-13",230
"617","2017-01-17",222
"618","2017-01-18",212
"619","2017-01-19",216
"620","2017-01-20",212
"621","2017-01-23",230
"622","2017-01-24",220
"623","2017-01-25",224
"624","2017-01-26",218
"625","2017-01-27",226
"626","2017-01-30",226
"627","2017-01-31",236
"628","2017-02-01",232
"629","2017-02-02",234
"630","2017-02-03",238
"631","2017-02-06",254
"632","2017-02-07",240
"633","2017-02-08",252
"634","2017-02-09",242
"635","2017-02-10",238
"636","2017-02-13",234
"637","2017-02-14",230
"638","2017-02-15",186.800003
"639","2017-02-16",184
"640","2017-02-17",184
"641","2017-02-21",184
"642","2017-02-22",184
"643","2017-02-23",184
"644","2017-02-24",188
"645","2017-02-27",170
"646","2017-02-28",159
"647","2017-03-01",153
"648","2017-03-02",153.800003
"649","2017-03-03",148
"650","2017-03-06",133
"651","2017-03-07",138
"652","2017-03-08",135
"653","2017-03-09",138
"654","2017-03-10",156
"655","2017-03-13",168
"656","2017-03-14",177.800003
"657","2017-03-15",169
"658","2017-03-16",174.800003
"659","2017-03-17",182
"660","2017-03-20",186.800003
"661","2017-03-21",180
"662","2017-03-22",176
"663","2017-03-23",178
"664","2017-03-24",180
"665","2017-03-27",174.800003
"666","2017-03-28",181
"667","2017-03-29",186
"668","2017-03-30",185
"669","2017-03-31",184
"670","2017-04-03",184
"671","2017-04-04",178
"672","2017-04-05",172.800003
"673","2017-04-06",162
"674","2017-04-07",150
"675","2017-04-10",153
"676","2017-04-11",150
"677","2017-04-12",144.600006
"678","2017-04-13",150
"679","2017-04-17",154
"680","2017-04-18",156.800003
"681","2017-04-19",150
"682","2017-04-20",154
"683","2017-04-21",156
"684","2017-04-24",146
"685","2017-04-25",146
"686","2017-04-26",154
"687","2017-04-27",154
"688","2017-04-28",144.399994
"689","2017-05-01",144
"690","2017-05-02",142
"691","2017-05-03",144
"692","2017-05-04",142
"693","2017-05-05",140
"694","2017-05-08",141
"695","2017-05-09",144
"696","2017-05-10",144
"697","2017-05-11",140
"698","2017-05-12",140.399994
"699","2017-05-15",137
"700","2017-05-16",132
"701","2017-05-17",132
"702","2017-05-18",128
"703","2017-05-19",131
"704","2017-05-22",133.600006
"705","2017-05-23",133.600006
"706","2017-05-24",136
"707","2017-05-25",128.399994
"708","2017-05-26",127
"709","2017-05-30",120.199997
"710","2017-05-31",121
"711","2017-06-01",122.400002
"712","2017-06-02",122
"713","2017-06-05",122
"714","2017-06-06",122
"715","2017-06-07",123
"716","2017-06-08",133
"717","2017-06-09",134
"718","2017-06-12",133
"719","2017-06-13",134
"720","2017-06-14",134
"721","2017-06-15",147.600006
"722","2017-06-16",138
"723","2017-06-19",129
"724","2017-06-20",130
"725","2017-06-21",130
"726","2017-06-22",130
"727","2017-06-23",130
"728","2017-06-26",138
"729","2017-06-27",146
"730","2017-06-28",146
"731","2017-06-29",148
"732","2017-06-30",143
"733","2017-07-03",147
"734","2017-07-05",151.600006
"735","2017-07-06",166.800003
"736","2017-07-07",185.600006
"737","2017-07-10",169.199997
"738","2017-07-11",166
"739","2017-07-12",164
"740","2017-07-13",164
"741","2017-07-14",175.199997
"742","2017-07-17",176.800003
"743","2017-07-18",172.199997
"744","2017-07-19",174
"745","2017-07-20",173
"746","2017-07-21",175.600006
"747","2017-07-24",174
"748","2017-07-25",177
"749","2017-07-26",174
"750","2017-07-27",168.199997
"751","2017-07-28",166
"752","2017-07-31",156
"753","2017-08-01",155.199997
"754","2017-08-02",158
"755","2017-08-03",154
"756","2017-08-04",159.800003
"757","2017-08-07",161
"758","2017-08-08",162
"759","2017-08-09",157.399994
"760","2017-08-10",152
"761","2017-08-11",150
"762","2017-08-14",154
"763","2017-08-15",150
"764","2017-08-16",148
"765","2017-08-17",145
"766","2017-08-18",143.199997
"767","2017-08-21",133.199997
"768","2017-08-22",133.600006
"769","2017-08-23",129
"770","2017-08-24",129
"771","2017-08-25",130
"772","2017-08-28",130
"773","2017-08-29",130
"774","2017-08-30",130
"775","2017-08-31",127
"776","2017-09-01",145
"777","2017-09-05",138.800003
"778","2017-09-06",137.800003
"779","2017-09-07",137.800003
"780","2017-09-08",134.800003
"781","2017-09-11",136
"782","2017-09-12",144
"783","2017-09-13",143.800003
"784","2017-09-14",142
"785","2017-09-15",143
"786","2017-09-18",138.399994
"787","2017-09-19",138
"788","2017-09-20",140
"789","2017-09-21",142
"790","2017-09-22",163
"791","2017-09-25",158
"792","2017-09-26",146
"793","2017-09-27",146
"794","2017-09-28",159.800003
"795","2017-09-29",164
"796","2017-10-02",168
"797","2017-10-03",174
"798","2017-10-04",176
"799","2017-10-05",189.600006
"800","2017-10-06",188
"801","2017-10-09",188
"802","2017-10-10",187
"803","2017-10-11",182.399994
"804","2017-10-12",173.199997
"805","2017-10-13",174
"806","2017-10-16",167
"807","2017-10-17",166
"808","2017-10-18",158
"809","2017-10-19",160
"810","2017-10-20",158
"811","2017-10-23",158
"812","2017-10-24",154.199997
"813","2017-10-25",156
"814","2017-10-26",155.800003
"815","2017-10-27",158
"816","2017-10-30",155
"817","2017-10-31",152
"818","2017-11-01",150
"819","2017-11-02",148
"820","2017-11-03",146
"821","2017-11-06",145.600006
"822","2017-11-07",141.600006
"823","2017-11-08",142
"824","2017-11-09",136
"825","2017-11-10",137
"826","2017-11-13",146.600006
"827","2017-11-14",147.800003
"828","2017-11-15",146
"829","2017-11-16",160
"830","2017-11-17",161.600006
"831","2017-11-20",166
"832","2017-11-21",164
"833","2017-11-22",171
"834","2017-11-24",186
"835","2017-11-27",165
"836","2017-11-28",85.599998
"837","2017-11-29",93.599998
"838","2017-11-30",89.800003
"839","2017-12-01",87
"840","2017-12-04",85
"841","2017-12-05",84.199997
"842","2017-12-06",80
"843","2017-12-07",78.800003
"844","2017-12-08",83.199997
"845","2017-12-11",83.800003
"846","2017-12-12",96
"847","2017-12-13",92
"848","2017-12-14",88
"849","2017-12-15",88
"850","2017-12-18",90
"851","2017-12-19",90
"852","2017-12-20",91.199997
"853","2017-12-21",96.400002
"854","2017-12-22",100.800003
"855","2017-12-26",92.199997
"856","2017-12-27",93
"857","2017-12-28",123.800003
"858","2017-12-29",118.199997
"859","2018-01-02",124
"860","2018-01-03",119.800003
"861","2018-01-04",106
"862","2018-01-05",100
"863","2018-01-08",96.599998
"864","2018-01-09",95.800003
"865","2018-01-10",96.800003
"866","2018-01-11",99
"867","2018-01-12",96
"868","2018-01-16",97.599998
"869","2018-01-17",101.199997
"870","2018-01-18",102
"871","2018-01-19",100
"872","2018-01-22",102
"873","2018-01-23",102.199997
"874","2018-01-24",101.599998
"875","2018-01-25",97.800003
"876","2018-01-26",97.400002
"877","2018-01-29",98.800003
"878","2018-01-30",76.599998
"879","2018-01-31",75.800003
"880","2018-02-01",74.400002
"881","2018-02-02",68
"882","2018-02-05",62
"883","2018-02-06",60.799999
"884","2018-02-07",61
"885","2018-02-08",62
"886","2018-02-09",53
"887","2018-02-12",58.799999
"888","2018-02-13",66.800003
"889","2018-02-14",60.799999
"890","2018-02-15",58.200001
"891","2018-02-16",57.400002
"892","2018-02-20",54
"893","2018-02-21",53
"894","2018-02-22",52.200001
"895","2018-02-23",52.599998
"896","2018-02-26",52
"897","2018-02-27",49
"898","2018-02-28",52
"899","2018-03-01",50
"900","2018-03-02",63.200001
"901","2018-03-05",59.599998
"902","2018-03-06",54.400002
"903","2018-03-07",52
"904","2018-03-08",56.200001
"905","2018-03-09",54.200001
"906","2018-03-12",54.799999
"907","2018-03-13",50.400002
"908","2018-03-14",33
"909","2018-03-15",30.799999
"910","2018-03-16",31.200001
"911","2018-03-19",30.799999
"912","2018-03-20",33.799999
"913","2018-03-21",30.200001
"914","2018-03-22",35
"915","2018-03-23",34
"916","2018-03-26",35
"917","2018-03-27",33.599998
"918","2018-03-28",34.200001
"919","2018-03-29",32
"920","2018-04-02",32
"921","2018-04-03",30.6
"922","2018-04-04",29.4
"923","2018-04-05",30.200001
"924","2018-04-06",28
"925","2018-04-09",26.799999
"926","2018-04-10",27.6
"927","2018-04-11",26
"928","2018-04-12",25.799999
"929","2018-04-13",25.4
"930","2018-04-16",25.799999
"931","2018-04-17",27
"932","2018-04-18",28.4
"933","2018-04-19",29
"934","2018-04-20",28.799999
"935","2018-04-23",27.6
"936","2018-04-24",27.4
"937","2018-04-25",27.799999
"938","2018-04-26",27.82
"939","2018-04-27",28.02
"940","2018-04-30",29.200001
"941","2018-05-01",29.4
"942","2018-05-02",29.799999
"943","2018-05-03",28
"944","2018-05-04",36.200001
"945","2018-05-07",39.599998
"946","2018-05-08",38
"947","2018-05-09",36.599998
"948","2018-05-10",37
"949","2018-05-11",35.400002
"950","2018-05-14",34
"951","2018-05-15",31.799999
"952","2018-05-16",29.200001
"953","2018-05-17",29.4
"954","2018-05-18",29.98
"955","2018-05-21",29
"956","2018-05-22",28.4
"957","2018-05-23",26
"958","2018-05-24",23.98
"959","2018-05-25",23.799999
"960","2018-05-29",24.4
"961","2018-05-30",25.6
"962","2018-05-31",25.4
"963","2018-06-01",26.200001
"964","2018-06-04",25.4
"965","2018-06-05",25
"966","2018-06-06",24
"967","2018-06-07",23.799999
"968","2018-06-08",24.200001
"969","2018-06-11",23.6
"970","2018-06-12",23.6
"971","2018-06-13",23.6
"972","2018-06-14",23
"973","2018-06-15",23
"974","2018-06-18",18
"975","2018-06-19",17.98
"976","2018-06-20",17.700001
"977","2018-06-21",16.799999
"978","2018-06-22",15.8
"979","2018-06-25",15.8
"980","2018-06-26",15.4
"981","2018-06-27",15.4
"982","2018-06-28",15.4
"983","2018-06-29",15.6
"984","2018-07-02",14
"985","2018-07-03",13.6
"986","2018-07-05",13.2
"987","2018-07-06",12.78
"988","2018-07-09",12.18
"989","2018-07-10",12.6
"990","2018-07-11",14.2
"991","2018-07-12",11.2
"992","2018-07-13",5.92
"993","2018-07-16",5.6
"994","2018-07-17",5.5
"995","2018-07-18",5.34
"996","2018-07-19",5.52
"997","2018-07-20",5.46
"998","2018-07-23",5.6
"999","2018-07-24",5.46
"1000","2018-07-25",5.28
"1001","2018-07-26",5.18
"1002","2018-07-27",5.18
"1003","2018-07-30",5.24
"1004","2018-07-31",5.58
"1005","2018-08-01",5.64
"1006","2018-08-02",5.6
"1007","2018-08-03",5.54
"1008","2018-08-06",5.6
"1009","2018-08-07",5.58
"1010","2018-08-08",5.3
"1011","2018-08-09",5.2
"1012","2018-08-10",5.08
"1013","2018-08-13",5.2
"1014","2018-08-14",5.58
"1015","2018-08-15",4.86
"1016","2018-08-16",4.8
"1017","2018-08-17",4.9
"1018","2018-08-20",4.92
"1019","2018-08-21",5.04
"1020","2018-08-22",5.34
"1021","2018-08-23",5.8
"1022","2018-08-24",5.34
"1023","2018-08-27",5.58
"1024","2018-08-28",5.6
"1025","2018-08-29",5.6
"1026","2018-08-30",6.6
"1027","2018-08-31",6.14
"1028","2018-09-04",5.86
"1029","2018-09-05",5.76
"1030","2018-09-06",5.56
"1031","2018-09-07",5.7
"1032","2018-09-10",5.4
"1033","2018-09-11",8.7
"1034","2018-09-12",6.22
"1035","2018-09-13",5.8
"1036","2018-09-14",6
"1037","2018-09-17",5.84
"1038","2018-09-18",5.84
"1039","2018-09-19",5.76
"1040","2018-09-20",6
"1041","2018-09-21",5.84
"1042","2018-09-24",5.68
"1043","2018-09-25",5.7
"1044","2018-09-26",6.32
"1045","2018-09-27",6.1
"1046","2018-09-28",7.3
"1047","2018-10-01",8.58
"1048","2018-10-02",7.8
"1049","2018-10-03",8.76
"1050","2018-10-04",8.8
"1051","2018-10-05",9.4
"1052","2018-10-08",12.8
"1053","2018-10-09",11.98
"1054","2018-10-10",10
"1055","2018-10-11",13.6
"1056","2018-10-12",19.6
"1057","2018-10-15",27.6
"1058","2018-10-16",29.6
"1059","2018-10-17",23.4
"1060","2018-10-18",17
"1061","2018-10-19",19.200001
"1062","2018-10-22",20.200001
"1063","2018-10-23",18.9
"1064","2018-10-24",16.459999
"1065","2018-10-25",14.2
"1066","2018-10-26",14.4
"1067","2018-10-29",13.92
"1068","2018-10-30",12.54
"1069","2018-10-31",12.74
"1070","2018-11-01",19
"1071","2018-11-02",15.2
"1072","2018-11-05",16
"1073","2018-11-06",15.34
"1074","2018-11-07",14.12
"1075","2018-11-08",14.38
"1076","2018-11-09",13.64
"1077","2018-11-12",13.38
"1078","2018-11-13",13.36
"1079","2018-11-14",12.6
"1080","2018-11-15",12.4
"1081","2018-11-16",10.86
"1082","2018-11-19",10.08
"1083","2018-11-20",13.7
"1084","2018-11-21",12.08
"1085","2018-11-23",13.96
"1086","2018-11-26",13.46
"1087","2018-11-27",12.5
"1088","2018-11-28",11.8
