"","date","BKEP"
"371","2012-06-20",6.97
"372","2012-06-21",6.76
"373","2012-06-22",6.64
"374","2012-06-25",6.67
"375","2012-06-26",6.86
"376","2012-06-27",6.76
"377","2012-06-28",6.83
"378","2012-06-29",6.66
"379","2012-07-02",6.83
"380","2012-07-03",6.7
"381","2012-07-05",6.7
"382","2012-07-06",6.75
"383","2012-07-09",6.69
"384","2012-07-10",6.7
"385","2012-07-11",6.68
"386","2012-07-12",6.52
"387","2012-07-13",6.51
"388","2012-07-16",6.52
"389","2012-07-17",6.74
"390","2012-07-18",6.74
"391","2012-07-19",6.67
"392","2012-07-20",6.58
"393","2012-07-23",6.67
"394","2012-07-24",6.67
"395","2012-07-25",6.65
"396","2012-07-26",6.45
"397","2012-07-27",6.71
"398","2012-07-30",6.8
"399","2012-07-31",6.87
"400","2012-08-01",6.73
"401","2012-08-02",6.6
"402","2012-08-03",6.52
"403","2012-08-06",6.56
"404","2012-08-07",6.65
"405","2012-08-08",6.49
"406","2012-08-09",6.48
"407","2012-08-10",6.46
"408","2012-08-13",6.45
"409","2012-08-14",6.43
"410","2012-08-15",6.55
"411","2012-08-16",6.42
"412","2012-08-17",6.49
"413","2012-08-20",6.51
"414","2012-08-21",6.41
"415","2012-08-22",6.45
"416","2012-08-23",6.42
"417","2012-08-24",6.44
"418","2012-08-27",6.56
"419","2012-08-28",6.49
"420","2012-08-29",6.46
"421","2012-08-30",6.44
"422","2012-08-31",6.56
"423","2012-09-04",6.43
"424","2012-09-05",6.41
"425","2012-09-06",6.48
"426","2012-09-07",6.41
"427","2012-09-10",6.4
"428","2012-09-11",6.45
"429","2012-09-12",6.41
"430","2012-09-13",6.41
"431","2012-09-14",6.38
"432","2012-09-17",6.44
"433","2012-09-18",6.4
"434","2012-09-19",6.4
"435","2012-09-20",6.34
"436","2012-09-21",6.37
"437","2012-09-24",6.35
"438","2012-09-25",6.36
"439","2012-09-26",6.33
"440","2012-09-27",6.22
"441","2012-09-28",6.22
"442","2012-10-01",6.16
"443","2012-10-02",6.12
"444","2012-10-03",6.28
"445","2012-10-04",6.5
"446","2012-10-05",6.56
"447","2012-10-08",6.54
"448","2012-10-09",6.56
"449","2012-10-10",6.6
"450","2012-10-11",6.59
"451","2012-10-12",6.58
"452","2012-10-15",6.58
"453","2012-10-16",6.63
"454","2012-10-17",6.59
"455","2012-10-18",6.59
"456","2012-10-19",6.57
"457","2012-10-22",6.56
"458","2012-10-23",6.53
"459","2012-10-24",6.59
"460","2012-10-25",6.53
"461","2012-10-26",6.58
"462","2012-10-31",6.51
"463","2012-11-01",6.54
"464","2012-11-02",6.62
"465","2012-11-05",6.55
"466","2012-11-06",6.6
"467","2012-11-07",6.54
"468","2012-11-08",6.54
"469","2012-11-09",6.5
"470","2012-11-12",6.5
"471","2012-11-13",6.51
"472","2012-11-14",6.51
"473","2012-11-15",6.5
"474","2012-11-16",6.5
"475","2012-11-19",6.5
"476","2012-11-20",6.5
"477","2012-11-21",6.48
"478","2012-11-23",6.47
"479","2012-11-26",6.46
"480","2012-11-27",6.45
"481","2012-11-28",6.4
"482","2012-11-29",6.41
"483","2012-11-30",6.42
"484","2012-12-03",6.44
"485","2012-12-04",6.45
"486","2012-12-05",6.43
"487","2012-12-06",6.45
"488","2012-12-07",6.49
"489","2012-12-10",6.5
"490","2012-12-11",6.52
"491","2012-12-12",6.5
"492","2012-12-13",6.5
"493","2012-12-14",6.43
"494","2012-12-17",6.5
"495","2012-12-18",6.5
"496","2012-12-19",6.52
"497","2012-12-20",6.51
"498","2012-12-21",6.56
"499","2012-12-24",6.47
"500","2012-12-26",6.44
"501","2012-12-27",6.45
"502","2012-12-28",6.41
"503","2012-12-31",6.58
"504","2013-01-02",6.7
"505","2013-01-03",6.64
"506","2013-01-04",6.66
"507","2013-01-07",6.76
"508","2013-01-08",6.77
"509","2013-01-09",7
"510","2013-01-10",7
"511","2013-01-11",7.15
"512","2013-01-14",7.05
"513","2013-01-15",7
"514","2013-01-16",7.1
"515","2013-01-17",7.17
"516","2013-01-18",7.63
"517","2013-01-22",7.52
"518","2013-01-23",7.57
"519","2013-01-24",7.74
"520","2013-01-25",7.85
"521","2013-01-28",7.77
"522","2013-01-29",7.8
"523","2013-01-30",8.12
"524","2013-01-31",8.06
"525","2013-02-01",8.03
"526","2013-02-04",7.72
"527","2013-02-05",7.85
"528","2013-02-06",7.86
"529","2013-02-07",7.86
"530","2013-02-08",7.9
"531","2013-02-11",8.13
"532","2013-02-12",8.25
"533","2013-02-13",8.14
"534","2013-02-14",8.08
"535","2013-02-15",8.04
"536","2013-02-19",8
"537","2013-02-20",7.99
"538","2013-02-21",8.06
"539","2013-02-22",7.97
"540","2013-02-25",7.7
"541","2013-02-26",7.71
"542","2013-02-27",7.69
"543","2013-02-28",7.74
"544","2013-03-01",7.7
"545","2013-03-04",7.75
"546","2013-03-05",7.6
"547","2013-03-06",8.44
"548","2013-03-07",8.76
"549","2013-03-08",8.75
"550","2013-03-11",8.78
"551","2013-03-12",8.75
"552","2013-03-13",8.8
"553","2013-03-14",8.73
"554","2013-03-15",8.23
"555","2013-03-18",8.33
"556","2013-03-19",8.03
"557","2013-03-20",8.28
"558","2013-03-21",8.21
"559","2013-03-22",8.39
"560","2013-03-25",8.31
"561","2013-03-26",8.25
"562","2013-03-27",8.13
"563","2013-03-28",8.57
"564","2013-04-01",8.21
"565","2013-04-02",8.56
"566","2013-04-03",8.59
"567","2013-04-04",8.63
"568","2013-04-05",8.75
"569","2013-04-08",8.53
"570","2013-04-09",8.63
"571","2013-04-10",8.68
"572","2013-04-11",8.56
"573","2013-04-12",8.59
"574","2013-04-15",8.66
"575","2013-04-16",8.78
"576","2013-04-17",8.74
"577","2013-04-18",8.39
"578","2013-04-19",8.49
"579","2013-04-22",8.59
"580","2013-04-23",8.51
"581","2013-04-24",8.95
"582","2013-04-25",8.94
"583","2013-04-26",8.87
"584","2013-04-29",8.85
"585","2013-04-30",8.76
"586","2013-05-01",8.83
"587","2013-05-02",8.66
"588","2013-05-03",8.67
"589","2013-05-06",8.61
"590","2013-05-07",8.76
"591","2013-05-08",8.98
"592","2013-05-09",8.81
"593","2013-05-10",8.99
"594","2013-05-13",8.9
"595","2013-05-14",8.8
"596","2013-05-15",8.8
"597","2013-05-16",8.94
"598","2013-05-17",8.93
"599","2013-05-20",8.71
"600","2013-05-21",8.7
"601","2013-05-22",8.66
"602","2013-05-23",8.66
"603","2013-05-24",8.6
"604","2013-05-28",8.55
"605","2013-05-29",8.51
"606","2013-05-30",8.35
"607","2013-05-31",8.72
"608","2013-06-03",8.67
"609","2013-06-04",8.96
"610","2013-06-05",8.6
"611","2013-06-06",8.51
"612","2013-06-07",8.36
"613","2013-06-10",8.4
"614","2013-06-11",8.2
"615","2013-06-12",7.98
"616","2013-06-13",8.64
"617","2013-06-14",8.25
"618","2013-06-17",8.63
"619","2013-06-18",8.75
"620","2013-06-19",8.74
"621","2013-06-20",8.24
"622","2013-06-21",8.89
"623","2013-06-24",8.29
"624","2013-06-25",8.55
"625","2013-06-26",8.53
"626","2013-06-27",8.65
"627","2013-06-28",8.77
"628","2013-07-01",8.65
"629","2013-07-02",8.5
"630","2013-07-03",8.65
"631","2013-07-05",8.8
"632","2013-07-08",8.76
"633","2013-07-09",8.54
"634","2013-07-10",8.82
"635","2013-07-11",8.8
"636","2013-07-12",8.57
"637","2013-07-15",8.74
"638","2013-07-16",8.65
"639","2013-07-17",8.63
"640","2013-07-18",8.75
"641","2013-07-19",8.8
"642","2013-07-22",8.61
"643","2013-07-23",8.72
"644","2013-07-24",8.69
"645","2013-07-25",8.75
"646","2013-07-26",8.75
"647","2013-07-29",8.68
"648","2013-07-30",8.52
"649","2013-07-31",8.49
"650","2013-08-01",8.51
"651","2013-08-02",8.49
"652","2013-08-05",8.65
"653","2013-08-06",8.71
"654","2013-08-07",8.89
"655","2013-08-08",8.67
"656","2013-08-09",8.67
"657","2013-08-12",8.68
"658","2013-08-13",8.59
"659","2013-08-14",8.48
"660","2013-08-15",8.4
"661","2013-08-16",8.34
"662","2013-08-19",8.3
"663","2013-08-20",8.25
"664","2013-08-21",8.15
"665","2013-08-22",8.21
"666","2013-08-23",8.13
"667","2013-08-26",8.53
"668","2013-08-27",8.17
"669","2013-08-28",8.28
"670","2013-08-29",8.44
"671","2013-08-30",8.57
"672","2013-09-03",8.49
"673","2013-09-04",8.36
"674","2013-09-05",8.41
"675","2013-09-06",8.55
"676","2013-09-09",8.44
"677","2013-09-10",8.48
"678","2013-09-11",8.21
"679","2013-09-12",8.25
"680","2013-09-13",8.3
"681","2013-09-16",8.39
"682","2013-09-17",8.28
"683","2013-09-18",8.25
"684","2013-09-19",8.36
"685","2013-09-20",8.35
"686","2013-09-23",8.28
"687","2013-09-24",8.28
"688","2013-09-25",8.21
"689","2013-09-26",8.21
"690","2013-09-27",8.12
"691","2013-09-30",8.21
"692","2013-10-01",8.15
"693","2013-10-02",8.14
"694","2013-10-03",8.11
"695","2013-10-04",8.13
"696","2013-10-07",8.06
"697","2013-10-08",8.15
"698","2013-10-09",8.01
"699","2013-10-10",8.08
"700","2013-10-11",8.1
"701","2013-10-14",8.05
"702","2013-10-15",8.09
"703","2013-10-16",8.3
"704","2013-10-17",8.37
"705","2013-10-18",8.43
"706","2013-10-21",8.5
"707","2013-10-22",8.45
"708","2013-10-23",8.5
"709","2013-10-24",8.7
"710","2013-10-25",8.5
"711","2013-10-28",8.95
"712","2013-10-29",9.14
"713","2013-10-30",9.01
"714","2013-10-31",9.03
"715","2013-11-01",9
"716","2013-11-04",8.58
"717","2013-11-05",8.38
"718","2013-11-06",8.91
"719","2013-11-07",8.81
"720","2013-11-08",8.91
"721","2013-11-11",8.99
"722","2013-11-12",8.85
"723","2013-11-13",9.07
"724","2013-11-14",9.06
"725","2013-11-15",8.96
"726","2013-11-18",8.92
"727","2013-11-19",9
"728","2013-11-20",8.95
"729","2013-11-21",8.76
"730","2013-11-22",9.05
"731","2013-11-25",9.05
"732","2013-11-26",9
"733","2013-11-27",9.03
"734","2013-11-29",9.21
"735","2013-12-02",8.99
"736","2013-12-03",8.98
"737","2013-12-04",9.07
"738","2013-12-05",9
"739","2013-12-06",8.91
"740","2013-12-09",8.82
"741","2013-12-10",8.62
"742","2013-12-11",8.86
"743","2013-12-12",8.59
"744","2013-12-13",8.71
"745","2013-12-16",8.88
"746","2013-12-17",8.88
"747","2013-12-18",8.99
"748","2013-12-19",8.62
"749","2013-12-20",8.94
"750","2013-12-23",8.87
"751","2013-12-24",8.8
"752","2013-12-26",8.73
"753","2013-12-27",8.62
"754","2013-12-30",8.54
"755","2013-12-31",8.51
"756","2014-01-02",8.73
"757","2014-01-03",8.7
"758","2014-01-06",8.81
"759","2014-01-07",8.62
"760","2014-01-08",8.65
"761","2014-01-09",8.68
"762","2014-01-10",8.7
"763","2014-01-13",8.75
"764","2014-01-14",8.84
"765","2014-01-15",8.99
"766","2014-01-16",9.01
"767","2014-01-17",8.92
"768","2014-01-21",8.94
"769","2014-01-22",9
"770","2014-01-23",9.05
"771","2014-01-24",9.16
"772","2014-01-27",9.1
"773","2014-01-28",9.05
"774","2014-01-29",9.02
"775","2014-01-30",8.83
"776","2014-01-31",8.98
"777","2014-02-03",8.99
"778","2014-02-04",9.02
"779","2014-02-05",9
"780","2014-02-06",9.02
"781","2014-02-07",8.95
"782","2014-02-10",8.95
"783","2014-02-11",8.93
"784","2014-02-12",8.9
"785","2014-02-13",9.02
"786","2014-02-14",9.02
"787","2014-02-18",9
"788","2014-02-19",9
"789","2014-02-20",9.05
"790","2014-02-21",9
"791","2014-02-24",8.98
"792","2014-02-25",8.95
"793","2014-02-26",8.97
"794","2014-02-27",9
"795","2014-02-28",9.03
"796","2014-03-03",9.04
"797","2014-03-04",9.05
"798","2014-03-05",8.96
"799","2014-03-06",9.04
"800","2014-03-07",9.25
"801","2014-03-10",9.06
"802","2014-03-11",9.03
"803","2014-03-12",9.07
"804","2014-03-13",9.05
"805","2014-03-14",9.01
"806","2014-03-17",8.9
"807","2014-03-18",8.91
"808","2014-03-19",8.94
"809","2014-03-20",8.91
"810","2014-03-21",9.05
"811","2014-03-24",9.02
"812","2014-03-25",8.98
"813","2014-03-26",8.95
"814","2014-03-27",8.88
"815","2014-03-28",8.9
"816","2014-03-31",8.9
"817","2014-04-01",9.1
"818","2014-04-02",8.95
"819","2014-04-03",9.2
"820","2014-04-04",9.3
"821","2014-04-07",9.27
"822","2014-04-08",9.22
"823","2014-04-09",9.16
"824","2014-04-10",9.06
"825","2014-04-11",8.91
"826","2014-04-14",9.19
"827","2014-04-15",9.14
"828","2014-04-16",9.09
"829","2014-04-17",9.22
"830","2014-04-21",9.5
"831","2014-04-22",9.26
"832","2014-04-23",9.32
"833","2014-04-24",9.2
"834","2014-04-25",9.17
"835","2014-04-28",9.2
"836","2014-04-29",9.28
"837","2014-04-30",9.28
"838","2014-05-01",9.06
"839","2014-05-02",9.01
"840","2014-05-05",9.11
"841","2014-05-06",9.09
"842","2014-05-07",9.01
"843","2014-05-08",8.81
"844","2014-05-09",8.99
"845","2014-05-12",9
"846","2014-05-13",8.78
"847","2014-05-14",8.77
"848","2014-05-15",8.82
"849","2014-05-16",8.8
"850","2014-05-19",8.92
"851","2014-05-20",8.79
"852","2014-05-21",8.74
"853","2014-05-22",8.81
"854","2014-05-23",9.03
"855","2014-05-27",9.27
"856","2014-05-28",9.23
"857","2014-05-29",9.38
"858","2014-05-30",9.28
"859","2014-06-02",8.9
"860","2014-06-03",9.23
"861","2014-06-04",8.99
"862","2014-06-05",9.01
"863","2014-06-06",9.11
"864","2014-06-09",9.15
"865","2014-06-10",9.15
"866","2014-06-11",9.16
"867","2014-06-12",9.3
"868","2014-06-13",9.11
"869","2014-06-16",9.05
"870","2014-06-17",9.06
"871","2014-06-18",9.08
"872","2014-06-19",9.06
"873","2014-06-20",9.1
"874","2014-06-23",9.14
"875","2014-06-24",9.13
"876","2014-06-25",9.11
"877","2014-06-26",9.15
"878","2014-06-27",9.05
"879","2014-06-30",9.23
"880","2014-07-01",9.17
"881","2014-07-02",9.18
"882","2014-07-03",9.05
"883","2014-07-07",9.06
"884","2014-07-08",9.05
"885","2014-07-09",9.01
"886","2014-07-10",8.89
"887","2014-07-11",8.9
"888","2014-07-14",8.84
"889","2014-07-15",8.84
"890","2014-07-16",8.86
"891","2014-07-17",8.86
"892","2014-07-18",8.9
"893","2014-07-21",8.87
"894","2014-07-22",8.83
"895","2014-07-23",8.9
"896","2014-07-24",9.01
"897","2014-07-25",8.92
"898","2014-07-28",8.91
"899","2014-07-29",8.92
"900","2014-07-30",8.84
"901","2014-07-31",8.77
"902","2014-08-01",9.09
"903","2014-08-04",8.77
"904","2014-08-05",8.64
"905","2014-08-06",8.61
"906","2014-08-07",8.6
"907","2014-08-08",8.59
"908","2014-08-11",8.54
"909","2014-08-12",8.53
"910","2014-08-13",8.53
"911","2014-08-14",8.54
"912","2014-08-15",8.74
"913","2014-08-18",8.64
"914","2014-08-19",8.82
"915","2014-08-20",8.81
"916","2014-08-21",8.75
"917","2014-08-22",8.66
"918","2014-08-25",8.68
"919","2014-08-26",8.68
"920","2014-08-27",8.65
"921","2014-08-28",8.67
"922","2014-08-29",8.75
"923","2014-09-02",8.72
"924","2014-09-03",8.63
"925","2014-09-04",8.67
"926","2014-09-05",8.63
"927","2014-09-08",8.6
"928","2014-09-09",8.58
"929","2014-09-10",8.54
"930","2014-09-11",8.46
"931","2014-09-12",8.38
"932","2014-09-15",8.45
"933","2014-09-16",7.61
"934","2014-09-17",8
"935","2014-09-18",8.05
"936","2014-09-19",8.1
"937","2014-09-22",7.9
"938","2014-09-23",7.81
"939","2014-09-24",7.99
"940","2014-09-25",7.95
"941","2014-09-26",8.02
"942","2014-09-29",8.15
"943","2014-09-30",8.24
"944","2014-10-01",8.2
"945","2014-10-02",8.12
"946","2014-10-03",8.19
"947","2014-10-06",7.95
"948","2014-10-07",7.84
"949","2014-10-08",7.76
"950","2014-10-09",7.75
"951","2014-10-10",7.88
"952","2014-10-13",7.6
"953","2014-10-14",7.3
"954","2014-10-15",7.52
"955","2014-10-16",7.6
"956","2014-10-17",7.69
"957","2014-10-20",7.72
"958","2014-10-21",7.49
"959","2014-10-22",7.45
"960","2014-10-23",7.59
"961","2014-10-24",7.91
"962","2014-10-27",7.96
"963","2014-10-28",7.79
"964","2014-10-29",7.65
"965","2014-10-30",7.61
"966","2014-10-31",7.63
"967","2014-11-03",8
"968","2014-11-04",7.51
"969","2014-11-05",7.42
"970","2014-11-06",7
"971","2014-11-07",7.2
"972","2014-11-10",7.42
"973","2014-11-11",7.53
"974","2014-11-12",7.69
"975","2014-11-13",7.65
"976","2014-11-14",7.56
"977","2014-11-17",7.48
"978","2014-11-18",7.23
"979","2014-11-19",7.05
"980","2014-11-20",7.05
"981","2014-11-21",7.31
"982","2014-11-24",7.47
"983","2014-11-25",7.48
"984","2014-11-26",7.39
"985","2014-11-28",7.18
"986","2014-12-01",6.46
"987","2014-12-02",6.39
"988","2014-12-03",6.35
"989","2014-12-04",6.7
"990","2014-12-05",6.83
"991","2014-12-08",6.28
"992","2014-12-09",6.72
"993","2014-12-10",6.31
"994","2014-12-11",6.55
"995","2014-12-12",6.43
"996","2014-12-15",6.25
"997","2014-12-16",5.72
"998","2014-12-17",5.59
"999","2014-12-18",6.19
"1000","2014-12-19",6.14
"1001","2014-12-22",6.02
"1002","2014-12-23",6.22
"1003","2014-12-24",6.08
"1004","2014-12-26",6.64
"1005","2014-12-29",6.58
