"","date","AQUA"
"1","2017-11-02",20.879999
"2","2017-11-03",20.32
"3","2017-11-06",20.4
"4","2017-11-07",20.26
"5","2017-11-08",20.299999
"6","2017-11-09",20.389999
"7","2017-11-10",20.68
"8","2017-11-13",20.41
"9","2017-11-14",20.33
"10","2017-11-15",20.5
"11","2017-11-16",20.74
"12","2017-11-17",20.799999
"13","2017-11-20",20.969999
"14","2017-11-21",21.5
"15","2017-11-22",21.780001
"16","2017-11-24",22.01
"17","2017-11-27",21.43
"18","2017-11-28",21.65
"19","2017-11-29",21.440001
"20","2017-11-30",21.639999
"21","2017-12-01",22.030001
"22","2017-12-04",22.5
"23","2017-12-05",22.530001
"24","2017-12-06",23.030001
"25","2017-12-07",22.75
"26","2017-12-08",23.190001
"27","2017-12-11",23.5
"28","2017-12-12",23.610001
"29","2017-12-13",23.280001
"30","2017-12-14",23.32
"31","2017-12-15",23.42
"32","2017-12-18",23.860001
"33","2017-12-19",22.99
"34","2017-12-20",23.120001
"35","2017-12-21",23.280001
"36","2017-12-22",23.15
"37","2017-12-26",23.15
"38","2017-12-27",23.209999
"39","2017-12-28",23.709999
"40","2017-12-29",23.709999
"41","2018-01-02",23.82
"42","2018-01-03",23.77
"43","2018-01-04",23.73
"44","2018-01-05",24.049999
"45","2018-01-08",24.780001
"46","2018-01-09",24.5
"47","2018-01-10",24.67
"48","2018-01-11",24.51
"49","2018-01-12",24.6
"50","2018-01-16",24.23
"51","2018-01-17",24.219999
"52","2018-01-18",24.34
"53","2018-01-19",24.82
"54","2018-01-22",24.780001
"55","2018-01-23",24.57
"56","2018-01-24",24.5
"57","2018-01-25",24.65
"58","2018-01-26",24.25
"59","2018-01-29",24.030001
"60","2018-01-30",22.93
"61","2018-01-31",22.860001
"62","2018-02-01",22.559999
"63","2018-02-02",22.209999
"64","2018-02-05",21.610001
"65","2018-02-06",21.43
"66","2018-02-07",21.360001
"67","2018-02-08",20.74
"68","2018-02-09",20.82
"69","2018-02-12",20.98
"70","2018-02-13",20.969999
"71","2018-02-14",21.440001
"72","2018-02-15",22.370001
"73","2018-02-16",22.74
"74","2018-02-20",22.200001
"75","2018-02-21",22.08
"76","2018-02-22",22.129999
"77","2018-02-23",22.629999
"78","2018-02-26",22.74
"79","2018-02-27",22.959999
"80","2018-02-28",22.9
"81","2018-03-01",23.040001
"82","2018-03-02",23.23
"83","2018-03-05",23.52
"84","2018-03-06",23.9
"85","2018-03-07",23.82
"86","2018-03-08",23.799999
"87","2018-03-09",24.450001
"88","2018-03-12",25.190001
"89","2018-03-13",23.4
"90","2018-03-14",22.809999
"91","2018-03-15",21.790001
"92","2018-03-16",22
"93","2018-03-19",22.76
"94","2018-03-20",22.860001
"95","2018-03-21",22.809999
"96","2018-03-22",21.99
"97","2018-03-23",21.299999
"98","2018-03-26",21.379999
"99","2018-03-27",21.33
"100","2018-03-28",21.049999
"101","2018-03-29",21.290001
"102","2018-04-02",20.879999
"103","2018-04-03",21.120001
"104","2018-04-04",21.799999
"105","2018-04-05",22.23
"106","2018-04-06",21.59
"107","2018-04-09",21.27
"108","2018-04-10",21.110001
"109","2018-04-11",21.68
"110","2018-04-12",21.969999
"111","2018-04-13",21.780001
"112","2018-04-16",22.24
"113","2018-04-17",22.360001
"114","2018-04-18",22.75
"115","2018-04-19",22.41
"116","2018-04-20",22.48
"117","2018-04-23",22.24
"118","2018-04-24",21.559999
"119","2018-04-25",21.23
"120","2018-04-26",20.790001
"121","2018-04-27",20.440001
"122","2018-04-30",20.43
"123","2018-05-01",20.15
"124","2018-05-02",19.780001
"125","2018-05-03",19.809999
"126","2018-05-04",20.15
"127","2018-05-07",20.209999
"128","2018-05-08",18.51
"129","2018-05-09",19.5
"130","2018-05-10",19.51
"131","2018-05-11",19.370001
"132","2018-05-14",19.57
"133","2018-05-15",19.280001
"134","2018-05-16",19.280001
"135","2018-05-17",18.959999
"136","2018-05-18",18.690001
"137","2018-05-21",18.9
"138","2018-05-22",19.379999
"139","2018-05-23",19.24
"140","2018-05-24",19.4
"141","2018-05-25",19.360001
"142","2018-05-29",19.33
"143","2018-05-30",19.639999
"144","2018-05-31",19.290001
"145","2018-06-01",18.950001
"146","2018-06-04",18.620001
"147","2018-06-05",19.440001
"148","2018-06-06",19.469999
"149","2018-06-07",19.709999
"150","2018-06-08",19.950001
"151","2018-06-11",20.639999
"152","2018-06-12",20.629999
"153","2018-06-13",20.5
"154","2018-06-14",20.18
"155","2018-06-15",20.629999
"156","2018-06-18",20.57
"157","2018-06-19",20.52
"158","2018-06-20",20.52
"159","2018-06-21",20.540001
"160","2018-06-22",20.5
"161","2018-06-25",20.58
"162","2018-06-26",20.52
"163","2018-06-27",20.6
"164","2018-06-28",20.67
"165","2018-06-29",20.5
"166","2018-07-02",19.620001
"167","2018-07-03",19.709999
"168","2018-07-05",20.24
"169","2018-07-06",20.32
"170","2018-07-09",20.67
"171","2018-07-10",20.559999
"172","2018-07-11",20.49
"173","2018-07-12",20.709999
"174","2018-07-13",20.709999
"175","2018-07-16",20.790001
"176","2018-07-17",20.719999
"177","2018-07-18",20.82
"178","2018-07-19",21.209999
"179","2018-07-20",21.24
"180","2018-07-23",21.15
"181","2018-07-24",21.610001
"182","2018-07-25",21.360001
"183","2018-07-26",21.35
"184","2018-07-27",20.950001
"185","2018-07-30",20.950001
"186","2018-07-31",21.34
"187","2018-08-01",21.309999
"188","2018-08-02",21.620001
"189","2018-08-03",21.76
"190","2018-08-06",22.219999
"191","2018-08-07",20.27
"192","2018-08-08",19.34
"193","2018-08-09",17.610001
"194","2018-08-10",18.32
"195","2018-08-13",18.549999
"196","2018-08-14",18.790001
"197","2018-08-15",18.620001
"198","2018-08-16",18.82
"199","2018-08-17",18.719999
"200","2018-08-20",19.09
"201","2018-08-21",19.209999
"202","2018-08-22",19.190001
"203","2018-08-23",19.110001
"204","2018-08-24",19.280001
"205","2018-08-27",19.1
"206","2018-08-28",19.4
"207","2018-08-29",19.57
"208","2018-08-30",19.66
"209","2018-08-31",19.379999
"210","2018-09-04",19.26
"211","2018-09-05",19.450001
"212","2018-09-06",19.610001
"213","2018-09-07",19.049999
"214","2018-09-10",18.92
"215","2018-09-11",18.58
"216","2018-09-12",18.389999
"217","2018-09-13",17.98
"218","2018-09-14",17.85
"219","2018-09-17",17.83
"220","2018-09-18",18.01
"221","2018-09-19",18.43
"222","2018-09-20",18.41
"223","2018-09-21",17.950001
"224","2018-09-24",17.940001
"225","2018-09-25",18.219999
"226","2018-09-26",17.75
"227","2018-09-27",17.690001
"228","2018-09-28",17.780001
"229","2018-10-01",17.75
"230","2018-10-02",18.040001
"231","2018-10-03",17.85
"232","2018-10-04",17.4
"233","2018-10-05",17.6
"234","2018-10-08",17.709999
"235","2018-10-09",17.57
"236","2018-10-10",16.440001
"237","2018-10-11",16
"238","2018-10-12",15.57
"239","2018-10-15",15.24
"240","2018-10-16",15.5
"241","2018-10-17",15.14
"242","2018-10-18",14.82
"243","2018-10-19",14.83
"244","2018-10-22",14.83
"245","2018-10-23",14.17
"246","2018-10-24",13.62
"247","2018-10-25",13.82
"248","2018-10-26",13.5
"249","2018-10-29",13.8
"250","2018-10-30",9.02
"251","2018-10-31",9.6
"252","2018-11-01",9.68
"253","2018-11-02",9.97
"254","2018-11-05",10.2
"255","2018-11-06",9.88
"256","2018-11-07",10.44
"257","2018-11-08",10.1
"258","2018-11-09",9.68
"259","2018-11-12",9.35
"260","2018-11-13",9.42
"261","2018-11-14",9.34
"262","2018-11-15",9.08
"263","2018-11-16",8.63
"264","2018-11-19",8.56
"265","2018-11-20",8.4
"266","2018-11-21",8.39
"267","2018-11-23",8.4
"268","2018-11-26",8.54
"269","2018-11-27",8.12
"270","2018-11-28",8.68
"271","2018-11-29",8.58
"272","2018-11-30",9.14
"273","2018-12-03",9.42
"274","2018-12-04",9.69
"275","2018-12-06",9.37
"276","2018-12-07",9.96
"277","2018-12-10",10.18
"278","2018-12-11",10.23
"279","2018-12-12",10.31
"280","2018-12-13",10.03
"281","2018-12-14",9.77
"282","2018-12-17",9.75
"283","2018-12-18",9.39
"284","2018-12-19",9.34
"285","2018-12-20",9.27
"286","2018-12-21",9.15
"287","2018-12-24",9.19
"288","2018-12-26",9.59
"289","2018-12-27",9.63
"290","2018-12-28",9.95
"291","2018-12-31",9.6
"292","2019-01-02",9.9
"293","2019-01-03",9.72
"294","2019-01-04",9.77
"295","2019-01-07",9.74
"296","2019-01-08",9.69
"297","2019-01-09",9.94
"298","2019-01-10",9.98
"299","2019-01-11",9.95
"300","2019-01-14",9.78
"301","2019-01-15",9.66
"302","2019-01-16",9.7
"303","2019-01-17",9.76
"304","2019-01-18",10.46
"305","2019-01-22",10.04
"306","2019-01-23",10.15
"307","2019-01-24",10.27
"308","2019-01-25",10.3
"309","2019-01-28",10.31
"310","2019-01-29",10.24
"311","2019-01-30",10.71
"312","2019-01-31",10.81
"313","2019-02-01",10.94
"314","2019-02-04",11.15
"315","2019-02-05",12.14
"316","2019-02-06",12.01
"317","2019-02-07",12.27
"318","2019-02-08",12.15
"319","2019-02-11",12.15
"320","2019-02-12",12.23
"321","2019-02-13",12.66
"322","2019-02-14",12.67
"323","2019-02-15",12.9
"324","2019-02-19",13.07
"325","2019-02-20",13.04
"326","2019-02-21",12.9
"327","2019-02-22",13.39
"328","2019-02-25",13.44
"329","2019-02-26",13.48
"330","2019-02-27",13.41
"331","2019-02-28",13.58
"332","2019-03-01",13.91
"333","2019-03-04",13.9
"334","2019-03-05",13.7
"335","2019-03-06",13.35
"336","2019-03-07",13.36
"337","2019-03-08",13.2
"338","2019-03-11",13.37
"339","2019-03-12",13.06
"340","2019-03-13",13.03
"341","2019-03-14",13.14
"342","2019-03-15",13.41
"343","2019-03-18",13.69
"344","2019-03-19",13.67
"345","2019-03-20",13.58
"346","2019-03-21",13.31
"347","2019-03-22",12.71
"348","2019-03-25",12.29
"349","2019-03-26",12.16
"350","2019-03-27",12
"351","2019-03-28",12.43
"352","2019-03-29",12.58
"353","2019-04-01",12.98
"354","2019-04-02",12.85
"355","2019-04-03",12.99
"356","2019-04-04",13.18
"357","2019-04-05",13.47
"358","2019-04-08",13.53
"359","2019-04-09",12.77
"360","2019-04-10",12.93
"361","2019-04-11",13.16
"362","2019-04-12",13.75
"363","2019-04-15",13.54
"364","2019-04-16",13.77
"365","2019-04-17",13.53
"366","2019-04-18",13.63
"367","2019-04-22",13.94
"368","2019-04-23",13.73
"369","2019-04-24",13.58
"370","2019-04-25",13.05
"371","2019-04-26",13.6
"372","2019-04-29",13.67
"373","2019-04-30",13.62
"374","2019-05-01",13.62
"375","2019-05-02",13.48
"376","2019-05-03",14.04
"377","2019-05-06",13.75
"378","2019-05-07",13.54
"379","2019-05-08",13.5
"380","2019-05-09",13.34
"381","2019-05-10",12.74
"382","2019-05-13",12
