"","date","THS"
"1","2007-01-03",31.379999
"2","2007-01-04",31.98
"3","2007-01-05",30.6
"4","2007-01-08",30.68
"5","2007-01-09",30.75
"6","2007-01-10",30.809999
"7","2007-01-11",31.469999
"8","2007-01-12",31.629999
"9","2007-01-16",30.530001
"10","2007-01-17",30.09
"11","2007-01-18",30.030001
"12","2007-01-19",30.27
"13","2007-01-22",30.01
"14","2007-01-23",30.07
"15","2007-01-24",30.15
"16","2007-01-25",29.75
"17","2007-01-26",29.17
"18","2007-01-29",28.83
"19","2007-01-30",29.700001
"20","2007-01-31",29.809999
"21","2007-02-01",30.07
"22","2007-02-02",29.68
"23","2007-02-05",29.09
"24","2007-02-06",29.74
"25","2007-02-07",30.26
"26","2007-02-08",30.48
"27","2007-02-09",30.34
"28","2007-02-12",30.98
"29","2007-02-13",31.459999
"30","2007-02-14",30.549999
"31","2007-02-15",30.09
"32","2007-02-16",29.99
"33","2007-02-20",30.6
"34","2007-02-21",30.620001
"35","2007-02-22",30.200001
"36","2007-02-23",30
"37","2007-02-26",29.92
"38","2007-02-27",29
"39","2007-02-28",28.85
"40","2007-03-01",29
"41","2007-03-02",27.99
"42","2007-03-05",27.559999
"43","2007-03-06",28.23
"44","2007-03-07",28.17
"45","2007-03-08",28.34
"46","2007-03-09",28.690001
"47","2007-03-12",29.18
"48","2007-03-13",28.32
"49","2007-03-14",28.469999
"50","2007-03-15",29.08
"51","2007-03-16",28.700001
"52","2007-03-19",28.719999
"53","2007-03-20",28.540001
"54","2007-03-21",29.870001
"55","2007-03-22",29.35
"56","2007-03-23",29.809999
"57","2007-03-26",29.84
"58","2007-03-27",30.33
"59","2007-03-28",30.809999
"60","2007-03-29",30.65
"61","2007-03-30",30.469999
"62","2007-04-02",30.23
"63","2007-04-03",30.309999
"64","2007-04-04",29.809999
"65","2007-04-05",29.889999
"66","2007-04-09",30.08
"67","2007-04-10",30.5
"68","2007-04-11",30.190001
"69","2007-04-12",30.559999
"70","2007-04-13",30.450001
"71","2007-04-16",30.91
"72","2007-04-17",30.9
"73","2007-04-18",30.93
"74","2007-04-19",30.26
"75","2007-04-20",30.84
"76","2007-04-23",31.389999
"77","2007-04-24",32.099998
"78","2007-04-25",32.139999
"79","2007-04-26",31.58
"80","2007-04-27",30.870001
"81","2007-04-30",30.139999
"82","2007-05-01",30.690001
"83","2007-05-02",31.33
"84","2007-05-03",31.799999
"85","2007-05-04",31.84
"86","2007-05-07",31.860001
"87","2007-05-08",31.959999
"88","2007-05-09",29.110001
"89","2007-05-10",29.1
"90","2007-05-11",29.26
"91","2007-05-14",28
"92","2007-05-15",27.559999
"93","2007-05-16",27.809999
"94","2007-05-17",27.57
"95","2007-05-18",28.02
"96","2007-05-21",28.35
"97","2007-05-22",28.1
"98","2007-05-23",27.9
"99","2007-05-24",27.43
"100","2007-05-25",27.860001
"101","2007-05-29",28.4
"102","2007-05-30",28.32
"103","2007-05-31",28.040001
"104","2007-06-01",28.5
"105","2007-06-04",28.719999
"106","2007-06-05",28.58
"107","2007-06-06",28.629999
"108","2007-06-07",28.639999
"109","2007-06-08",29
"110","2007-06-11",28.92
"111","2007-06-12",27.809999
"112","2007-06-13",27.879999
"113","2007-06-14",28
"114","2007-06-15",28.540001
"115","2007-06-18",28.219999
"116","2007-06-19",28.139999
"117","2007-06-20",27.26
"118","2007-06-21",27.540001
"119","2007-06-22",27.42
"120","2007-06-25",25.9
"121","2007-06-26",26.02
"122","2007-06-27",26.48
"123","2007-06-28",26.610001
"124","2007-06-29",26.610001
"125","2007-07-02",26.83
"126","2007-07-03",26.68
"127","2007-07-05",26.209999
"128","2007-07-06",26.01
"129","2007-07-09",26.5
"130","2007-07-10",25.75
"131","2007-07-11",26
"132","2007-07-12",26.360001
"133","2007-07-13",26.200001
"134","2007-07-16",25.75
"135","2007-07-17",25.57
"136","2007-07-18",25.469999
"137","2007-07-19",25.299999
"138","2007-07-20",24.129999
"139","2007-07-23",24.77
"140","2007-07-24",24.379999
"141","2007-07-25",24.76
"142","2007-07-26",23.91
"143","2007-07-27",22.9
"144","2007-07-30",22.82
"145","2007-07-31",22.41
"146","2007-08-01",22.84
"147","2007-08-02",22.639999
"148","2007-08-03",23.9
"149","2007-08-06",24.75
"150","2007-08-07",23.84
"151","2007-08-08",23.540001
"152","2007-08-09",22
"153","2007-08-10",23.629999
"154","2007-08-13",24.26
"155","2007-08-14",24.66
"156","2007-08-15",25.559999
"157","2007-08-16",26.1
"158","2007-08-17",26.07
"159","2007-08-20",25
"160","2007-08-21",24.959999
"161","2007-08-22",26.370001
"162","2007-08-23",26.799999
"163","2007-08-24",27.6
"164","2007-08-27",28.049999
"165","2007-08-28",26.83
"166","2007-08-29",27.129999
"167","2007-08-30",26.85
"168","2007-08-31",26.92
"169","2007-09-04",27.049999
"170","2007-09-05",26.309999
"171","2007-09-06",26.129999
"172","2007-09-07",25.459999
"173","2007-09-10",26.059999
"174","2007-09-11",26.299999
"175","2007-09-12",26.299999
"176","2007-09-13",26.24
"177","2007-09-14",26.190001
"178","2007-09-17",26.07
"179","2007-09-18",27.389999
"180","2007-09-19",28.09
"181","2007-09-20",27.309999
"182","2007-09-21",27.110001
"183","2007-09-24",26.540001
"184","2007-09-25",26.59
"185","2007-09-26",27.32
"186","2007-09-27",28
"187","2007-09-28",27.049999
"188","2007-10-01",28.16
"189","2007-10-02",28.280001
"190","2007-10-03",27.34
"191","2007-10-04",27.85
"192","2007-10-05",28.870001
"193","2007-10-08",28.41
"194","2007-10-09",28.440001
"195","2007-10-10",28.360001
"196","2007-10-11",27.790001
"197","2007-10-12",27.99
"198","2007-10-15",27.57
"199","2007-10-16",27.42
"200","2007-10-17",27.110001
"201","2007-10-18",27.120001
"202","2007-10-19",26.35
"203","2007-10-22",27.18
"204","2007-10-23",27.110001
"205","2007-10-24",26.41
"206","2007-10-25",26.49
"207","2007-10-26",27.59
"208","2007-10-29",27.33
"209","2007-10-30",27.280001
"210","2007-10-31",27.9
"211","2007-11-01",25.809999
"212","2007-11-02",26.08
"213","2007-11-05",26.129999
"214","2007-11-06",25.98
"215","2007-11-07",25.27
"216","2007-11-08",25.459999
"217","2007-11-09",23.85
"218","2007-11-12",24.26
"219","2007-11-13",25.43
"220","2007-11-14",23.790001
"221","2007-11-15",24.26
"222","2007-11-16",23.43
"223","2007-11-19",22.34
"224","2007-11-20",21.870001
"225","2007-11-21",21.379999
"226","2007-11-23",22.450001
"227","2007-11-26",21.559999
"228","2007-11-27",21.59
"229","2007-11-28",22.290001
"230","2007-11-29",23.33
"231","2007-11-30",23.57
"232","2007-12-03",23.530001
"233","2007-12-04",23.57
"234","2007-12-05",24.58
"235","2007-12-06",24.719999
"236","2007-12-07",24.82
"237","2007-12-10",24.68
"238","2007-12-11",23.790001
"239","2007-12-12",23.690001
"240","2007-12-13",23.74
"241","2007-12-14",23.540001
"242","2007-12-17",23.35
"243","2007-12-18",23.84
"244","2007-12-19",23.440001
"245","2007-12-20",23.719999
"246","2007-12-21",24.209999
"247","2007-12-24",24.559999
"248","2007-12-26",23.940001
"249","2007-12-27",22.85
"250","2007-12-28",23.469999
"251","2007-12-31",22.99
"252","2008-01-02",22.860001
"253","2008-01-03",22.01
"254","2008-01-04",21.32
"255","2008-01-07",21.190001
"256","2008-01-08",20.59
"257","2008-01-09",21.379999
"258","2008-01-10",21.02
"259","2008-01-11",20.280001
"260","2008-01-14",20.049999
"261","2008-01-15",19.469999
"262","2008-01-16",19.92
"263","2008-01-17",20.610001
"264","2008-01-18",20
"265","2008-01-22",20.6
"266","2008-01-23",20.940001
"267","2008-01-24",21.389999
"268","2008-01-25",21.209999
"269","2008-01-28",21.190001
"270","2008-01-29",21.120001
"271","2008-01-30",20.940001
"272","2008-01-31",20.870001
"273","2008-02-01",21.5
"274","2008-02-04",21.93
"275","2008-02-05",21.870001
"276","2008-02-06",22.35
"277","2008-02-07",22.540001
"278","2008-02-08",22.34
"279","2008-02-11",22.219999
"280","2008-02-12",22.35
"281","2008-02-13",23.200001
"282","2008-02-14",23.049999
"283","2008-02-15",23.35
"284","2008-02-19",23.41
"285","2008-02-20",23.639999
"286","2008-02-21",22.75
"287","2008-02-22",23.290001
"288","2008-02-25",23.57
"289","2008-02-26",23.309999
"290","2008-02-27",23.35
"291","2008-02-28",22.59
"292","2008-02-29",22.17
"293","2008-03-03",22.01
"294","2008-03-04",22.43
"295","2008-03-05",22.5
"296","2008-03-06",22.110001
"297","2008-03-07",22.139999
"298","2008-03-10",22.35
"299","2008-03-11",23
"300","2008-03-12",22.77
"301","2008-03-13",22.860001
"302","2008-03-14",22.459999
"303","2008-03-17",22.35
"304","2008-03-18",22.9
"305","2008-03-19",23
"306","2008-03-20",22.84
"307","2008-03-24",22.98
"308","2008-03-25",22.99
"309","2008-03-26",22.91
"310","2008-03-27",23.02
"311","2008-03-28",23.07
"312","2008-03-31",22.860001
"313","2008-04-01",23.139999
"314","2008-04-02",23.379999
"315","2008-04-03",23.549999
"316","2008-04-04",23.76
"317","2008-04-07",23.99
"318","2008-04-08",23.629999
"319","2008-04-09",23.25
"320","2008-04-10",22.75
"321","2008-04-11",22.15
"322","2008-04-14",22.209999
"323","2008-04-15",22.5
"324","2008-04-16",22.65
"325","2008-04-17",22.200001
"326","2008-04-18",22.700001
"327","2008-04-21",23.059999
"328","2008-04-22",22.59
"329","2008-04-23",22.42
"330","2008-04-24",22.92
"331","2008-04-25",22.889999
"332","2008-04-28",23.110001
"333","2008-04-29",22.690001
"334","2008-04-30",22.67
"335","2008-05-01",22.950001
"336","2008-05-02",22.639999
"337","2008-05-05",22.129999
"338","2008-05-06",22.110001
"339","2008-05-07",22
"340","2008-05-08",24
"341","2008-05-09",23.379999
"342","2008-05-12",24.190001
"343","2008-05-13",24.4
"344","2008-05-14",24.610001
"345","2008-05-15",24.690001
"346","2008-05-16",24.389999
"347","2008-05-19",24.530001
"348","2008-05-20",24.48
"349","2008-05-21",24.389999
"350","2008-05-22",25.120001
"351","2008-05-23",24.92
"352","2008-05-27",25.5
"353","2008-05-28",25.23
"354","2008-05-29",25.6
"355","2008-05-30",26.129999
"356","2008-06-02",25.549999
"357","2008-06-03",26.02
"358","2008-06-04",26.41
"359","2008-06-05",26.940001
"360","2008-06-06",25.799999
"361","2008-06-09",26.02
"362","2008-06-10",26.68
"363","2008-06-11",25.629999
"364","2008-06-12",25.299999
"365","2008-06-13",25.940001
"366","2008-06-16",25.690001
"367","2008-06-17",25.4
"368","2008-06-18",25.309999
"369","2008-06-19",25.35
"370","2008-06-20",24.959999
"371","2008-06-23",24.889999
"372","2008-06-24",24.48
"373","2008-06-25",24.889999
"374","2008-06-26",24.52
"375","2008-06-27",24.059999
"376","2008-06-30",24.26
"377","2008-07-01",24.200001
"378","2008-07-02",24
"379","2008-07-03",23.68
"380","2008-07-07",24.049999
"381","2008-07-08",25.190001
"382","2008-07-09",24.99
"383","2008-07-10",25.02
"384","2008-07-11",25.9
"385","2008-07-14",26.530001
"386","2008-07-15",26.52
"387","2008-07-16",27.219999
"388","2008-07-17",27.379999
"389","2008-07-18",26.99
"390","2008-07-21",27.49
"391","2008-07-22",28.02
"392","2008-07-23",28.24
"393","2008-07-24",28.040001
"394","2008-07-25",28.08
"395","2008-07-28",27.98
"396","2008-07-29",27.76
"397","2008-07-30",27.5
"398","2008-07-31",27.1
"399","2008-08-01",27.1
"400","2008-08-04",26.959999
"401","2008-08-05",27
"402","2008-08-06",28.76
"403","2008-08-07",29.24
"404","2008-08-08",29.49
"405","2008-08-11",29.360001
"406","2008-08-12",28.790001
"407","2008-08-13",28.469999
"408","2008-08-14",28.860001
"409","2008-08-15",28.5
"410","2008-08-18",28.299999
"411","2008-08-19",28.85
"412","2008-08-20",29.030001
"413","2008-08-21",28.43
"414","2008-08-22",28.860001
"415","2008-08-25",28.389999
"416","2008-08-26",28.07
"417","2008-08-27",27.290001
"418","2008-08-28",27.709999
"419","2008-08-29",27.76
"420","2008-09-02",27.84
"421","2008-09-03",28.629999
"422","2008-09-04",28.559999
"423","2008-09-05",29.059999
"424","2008-09-08",29.35
"425","2008-09-09",28.950001
"426","2008-09-10",29.23
"427","2008-09-11",29.450001
"428","2008-09-12",29.049999
"429","2008-09-15",28.42
"430","2008-09-16",28
"431","2008-09-17",27.299999
"432","2008-09-18",28.51
"433","2008-09-19",29.290001
"434","2008-09-22",29.059999
"435","2008-09-23",29.1
"436","2008-09-24",28.950001
"437","2008-09-25",29.700001
"438","2008-09-26",29.35
"439","2008-09-29",28.549999
"440","2008-09-30",29.700001
"441","2008-10-01",30.299999
"442","2008-10-02",31.23
"443","2008-10-03",30.49
"444","2008-10-06",29.879999
"445","2008-10-07",29.299999
"446","2008-10-08",28.700001
"447","2008-10-09",29
"448","2008-10-10",27.780001
"449","2008-10-13",29.190001
"450","2008-10-14",28.57
"451","2008-10-15",27.299999
"452","2008-10-16",28.780001
"453","2008-10-17",29.02
"454","2008-10-20",29.32
"455","2008-10-21",29.030001
"456","2008-10-22",29.780001
"457","2008-10-23",30.059999
"458","2008-10-24",28.57
"459","2008-10-27",28.01
"460","2008-10-28",28.33
"461","2008-10-29",28.860001
"462","2008-10-30",29.700001
"463","2008-10-31",30.26
"464","2008-11-03",30.799999
"465","2008-11-04",28.860001
"466","2008-11-05",28.280001
"467","2008-11-06",27.209999
"468","2008-11-07",26.629999
"469","2008-11-10",26.299999
"470","2008-11-11",26.27
"471","2008-11-12",25.940001
"472","2008-11-13",27.690001
"473","2008-11-14",27.33
"474","2008-11-17",27
"475","2008-11-18",26.65
"476","2008-11-19",27.370001
"477","2008-11-20",27.92
"478","2008-11-21",28.73
"479","2008-11-24",27.35
"480","2008-11-25",23.25
"481","2008-11-26",24.040001
"482","2008-11-28",23.790001
"483","2008-12-01",21.65
"484","2008-12-02",22.25
"485","2008-12-03",22.469999
"486","2008-12-04",21.690001
"487","2008-12-05",21.950001
"488","2008-12-08",21.77
"489","2008-12-09",22
"490","2008-12-10",21.66
"491","2008-12-11",21.34
"492","2008-12-12",24.09
"493","2008-12-15",23.65
"494","2008-12-16",24.27
"495","2008-12-17",25.040001
"496","2008-12-18",25.040001
"497","2008-12-19",25.57
"498","2008-12-22",25.469999
"499","2008-12-23",24.57
"500","2008-12-24",24.91
"501","2008-12-26",25.93
"502","2008-12-29",26.32
"503","2008-12-30",27.23
"504","2008-12-31",27.24
"505","2009-01-02",27.26
"506","2009-01-05",27.709999
"507","2009-01-06",27.190001
"508","2009-01-07",26.719999
"509","2009-01-08",26.75
"510","2009-01-09",26.34
"511","2009-01-12",27.030001
"512","2009-01-13",26.809999
"513","2009-01-14",26.139999
"514","2009-01-15",26.120001
"515","2009-01-16",27.110001
"516","2009-01-20",26.6
"517","2009-01-21",27.18
"518","2009-01-22",26.780001
"519","2009-01-23",26.959999
"520","2009-01-26",27.309999
"521","2009-01-27",27.4
"522","2009-01-28",27.51
"523","2009-01-29",26.969999
"524","2009-01-30",26.389999
"525","2009-02-02",26.440001
"526","2009-02-03",26.32
"527","2009-02-04",26.49
"528","2009-02-05",27.049999
"529","2009-02-06",26.68
"530","2009-02-09",27.389999
"531","2009-02-10",26.73
"532","2009-02-11",24.879999
"533","2009-02-12",25.25
"534","2009-02-13",27.969999
"535","2009-02-17",28.139999
"536","2009-02-18",27.889999
"537","2009-02-19",28.030001
"538","2009-02-20",28.18
"539","2009-02-23",27.25
"540","2009-02-24",27.76
"541","2009-02-25",27.02
"542","2009-02-26",26.73
"543","2009-02-27",26.690001
"544","2009-03-02",26.73
"545","2009-03-03",26.35
"546","2009-03-04",26.700001
"547","2009-03-05",25.799999
"548","2009-03-06",26.559999
"549","2009-03-09",26.74
"550","2009-03-10",27.5
"551","2009-03-11",26.66
"552","2009-03-12",28.120001
"553","2009-03-13",28.459999
"554","2009-03-16",28.620001
"555","2009-03-17",28.959999
"556","2009-03-18",28.049999
"557","2009-03-19",27.68
"558","2009-03-20",27.66
