"","date","TDY"
"1","2007-01-03",39.540001
"2","2007-01-04",39.689999
"3","2007-01-05",39.34
"4","2007-01-08",39.740002
"5","2007-01-09",39.18
"6","2007-01-10",39.200001
"7","2007-01-11",40.080002
"8","2007-01-12",40.310001
"9","2007-01-16",40.139999
"10","2007-01-17",40.029999
"11","2007-01-18",39.029999
"12","2007-01-19",39.450001
"13","2007-01-22",39.02
"14","2007-01-23",39.599998
"15","2007-01-24",40.290001
"16","2007-01-25",38.830002
"17","2007-01-26",37.799999
"18","2007-01-29",37.200001
"19","2007-01-30",37.5
"20","2007-01-31",38.150002
"21","2007-02-01",38.84
"22","2007-02-02",39.310001
"23","2007-02-05",37.669998
"24","2007-02-06",37.790001
"25","2007-02-07",38.02
"26","2007-02-08",37.540001
"27","2007-02-09",37.09
"28","2007-02-12",37.43
"29","2007-02-13",37.400002
"30","2007-02-14",37.16
"31","2007-02-15",37.139999
"32","2007-02-16",37.290001
"33","2007-02-20",37.799999
"34","2007-02-21",38.09
"35","2007-02-22",38.18
"36","2007-02-23",38.740002
"37","2007-02-26",38.82
"38","2007-02-27",37.77
"39","2007-02-28",38.049999
"40","2007-03-01",37.139999
"41","2007-03-02",36.77
"42","2007-03-05",36.099998
"43","2007-03-06",36.77
"44","2007-03-07",36.849998
"45","2007-03-08",36.810001
"46","2007-03-09",37.330002
"47","2007-03-12",37.779999
"48","2007-03-13",36.650002
"49","2007-03-14",37.52
"50","2007-03-15",37.950001
"51","2007-03-16",37.799999
"52","2007-03-19",38
"53","2007-03-20",38.349998
"54","2007-03-21",38.93
"55","2007-03-22",38.959999
"56","2007-03-23",39.049999
"57","2007-03-26",38.200001
"58","2007-03-27",37.849998
"59","2007-03-28",37.73
"60","2007-03-29",37.790001
"61","2007-03-30",37.439999
"62","2007-04-02",37.439999
"63","2007-04-03",37.98
"64","2007-04-04",37.709999
"65","2007-04-05",37.68
"66","2007-04-09",37.549999
"67","2007-04-10",38.27
"68","2007-04-11",38.07
"69","2007-04-12",38.389999
"70","2007-04-13",38.830002
"71","2007-04-16",39.830002
"72","2007-04-17",40.099998
"73","2007-04-18",39.549999
"74","2007-04-19",39.869999
"75","2007-04-20",40.110001
"76","2007-04-23",40.869999
"77","2007-04-24",41.189999
"78","2007-04-25",45.810001
"79","2007-04-26",45.200001
"80","2007-04-27",45.18
"81","2007-04-30",44.110001
"82","2007-05-01",43.98
"83","2007-05-02",45.310001
"84","2007-05-03",45.82
"85","2007-05-04",45.93
"86","2007-05-07",45.849998
"87","2007-05-08",45.610001
"88","2007-05-09",45.799999
"89","2007-05-10",45.599998
"90","2007-05-11",46.5
"91","2007-05-14",45.830002
"92","2007-05-15",46.099998
"93","2007-05-16",45.779999
"94","2007-05-17",45.52
"95","2007-05-18",45.709999
"96","2007-05-21",46.209999
"97","2007-05-22",46.189999
"98","2007-05-23",45.950001
"99","2007-05-24",45.09
"100","2007-05-25",45.759998
"101","2007-05-29",45.889999
"102","2007-05-30",46.009998
"103","2007-05-31",46.080002
"104","2007-06-01",46.130001
"105","2007-06-04",46.009998
"106","2007-06-05",45.509998
"107","2007-06-06",45.119999
"108","2007-06-07",44.459999
"109","2007-06-08",45.509998
"110","2007-06-11",45.34
"111","2007-06-12",44.689999
"112","2007-06-13",47.349998
"113","2007-06-14",46.880001
"114","2007-06-15",47.419998
"115","2007-06-18",46.439999
"116","2007-06-19",46.490002
"117","2007-06-20",45.869999
"118","2007-06-21",45.98
"119","2007-06-22",45.75
"120","2007-06-25",45.75
"121","2007-06-26",45.869999
"122","2007-06-27",46.360001
"123","2007-06-28",45.779999
"124","2007-06-29",45.950001
"125","2007-07-02",46.43
"126","2007-07-03",47.060001
"127","2007-07-05",47.720001
"128","2007-07-06",47.68
"129","2007-07-09",47.66
"130","2007-07-10",46.200001
"131","2007-07-11",46.669998
"132","2007-07-12",47.700001
"133","2007-07-13",48.529999
"134","2007-07-16",47.700001
"135","2007-07-17",47.959999
"136","2007-07-18",47.150002
"137","2007-07-19",47.41
"138","2007-07-20",45.240002
"139","2007-07-23",45.610001
"140","2007-07-24",44.299999
"141","2007-07-25",45.450001
"142","2007-07-26",44.700001
"143","2007-07-27",45.099998
"144","2007-07-30",45.990002
"145","2007-07-31",44.369999
"146","2007-08-01",45.509998
"147","2007-08-02",45.68
"148","2007-08-03",43.599998
"149","2007-08-06",45.880001
"150","2007-08-07",46.509998
"151","2007-08-08",48.849998
"152","2007-08-09",48.650002
"153","2007-08-10",50.259998
"154","2007-08-13",47.790001
"155","2007-08-14",46.400002
