"","date","RYI"
"275","2015-09-10",6.54
"276","2015-09-11",6.12
"277","2015-09-14",6.08
"278","2015-09-15",6.09
"279","2015-09-16",6.15
"280","2015-09-17",6.54
"281","2015-09-18",6.51
"282","2015-09-21",6.01
"283","2015-09-22",5.81
"284","2015-09-23",5.33
"285","2015-09-24",5.34
"286","2015-09-25",5.01
"287","2015-09-28",5.12
"288","2015-09-29",5.18
"289","2015-09-30",5.25
"290","2015-10-01",5.26
"291","2015-10-02",5.65
"292","2015-10-05",5.8
"293","2015-10-06",6.15
"294","2015-10-07",5.68
"295","2015-10-08",6.05
"296","2015-10-09",6.36
"297","2015-10-12",6.32
"298","2015-10-13",6.23
"299","2015-10-14",6.3
"300","2015-10-15",6.46
"301","2015-10-16",6.83
"302","2015-10-19",6.19
"303","2015-10-20",5.91
"304","2015-10-21",5.87
"305","2015-10-22",6.14
"306","2015-10-23",6.3
"307","2015-10-26",5.48
"308","2015-10-27",5.28
"309","2015-10-28",5.49
"310","2015-10-29",5.46
"311","2015-10-30",5.85
"312","2015-11-02",6.07
"313","2015-11-03",6.05
"314","2015-11-04",5.6
"315","2015-11-05",5.66
"316","2015-11-06",5.84
"317","2015-11-09",5.78
"318","2015-11-10",5.77
"319","2015-11-11",5.7
"320","2015-11-12",5.33
"321","2015-11-13",5.39
"322","2015-11-16",5.52
"323","2015-11-17",5.15
"324","2015-11-18",5.14
"325","2015-11-19",5.33
"326","2015-11-20",4.67
"327","2015-11-23",4.49
"328","2015-11-24",4.88
"329","2015-11-25",4.91
"330","2015-11-27",4.95
"331","2015-11-30",4.96
"332","2015-12-01",5
"333","2015-12-02",5.02
"334","2015-12-03",4.93
"335","2015-12-04",4.96
"336","2015-12-07",4.61
"337","2015-12-08",4.55
"338","2015-12-09",4.8
"339","2015-12-10",5.05
"340","2015-12-11",5
"341","2015-12-14",4.5
"342","2015-12-15",4.36
"343","2015-12-16",4.28
"344","2015-12-17",4.15
"345","2015-12-18",4.19
"346","2015-12-21",4.19
"347","2015-12-22",3.98
"348","2015-12-23",4.57
"349","2015-12-24",4.57
"350","2015-12-28",4.59
"351","2015-12-29",4.65
"352","2015-12-30",4.83
"353","2015-12-31",4.67
"354","2016-01-04",4.6
"355","2016-01-05",4.74
"356","2016-01-06",4.8
"357","2016-01-07",4.26
"358","2016-01-08",4.21
"359","2016-01-11",4.06
"360","2016-01-12",4.14
"361","2016-01-13",3.96
"362","2016-01-14",3.65
"363","2016-01-15",3.79
"364","2016-01-19",3.34
"365","2016-01-20",2.77
"366","2016-01-21",2.76
"367","2016-01-22",2.85
"368","2016-01-25",2.78
"369","2016-01-26",2.97
"370","2016-01-27",2.97
"371","2016-01-28",3.09
"372","2016-01-29",3.38
"373","2016-02-01",3.4
"374","2016-02-02",3.49
"375","2016-02-03",3.54
"376","2016-02-04",3.7
"377","2016-02-05",3.36
"378","2016-02-08",3.33
"379","2016-02-09",3.19
"380","2016-02-10",2.65
"381","2016-02-11",2.63
"382","2016-02-12",3.12
"383","2016-02-16",3.27
"384","2016-02-17",3.52
"385","2016-02-18",3.31
"386","2016-02-19",3.29
"387","2016-02-22",3.48
"388","2016-02-23",3.42
"389","2016-02-24",3.33
"390","2016-02-25",3.04
"391","2016-02-26",3.58
"392","2016-02-29",3.7
"393","2016-03-01",3.15
"394","2016-03-02",3.66
"395","2016-03-03",3.7
"396","2016-03-04",4.68
"397","2016-03-07",5.06
"398","2016-03-08",4.54
"399","2016-03-09",4.55
"400","2016-03-10",4.29
"401","2016-03-11",5
"402","2016-03-14",4.71
"403","2016-03-15",4.52
"404","2016-03-16",4.75
"405","2016-03-17",4.84
"406","2016-03-18",4.7
"407","2016-03-21",4.78
"408","2016-03-22",4.64
"409","2016-03-23",4.51
"410","2016-03-24",4.76
"411","2016-03-28",4.92
"412","2016-03-29",5.27
"413","2016-03-30",5.56
"414","2016-03-31",5.56
"415","2016-04-01",5.46
"416","2016-04-04",5.24
"417","2016-04-05",5.19
"418","2016-04-06",5.1
"419","2016-04-07",5.38
"420","2016-04-08",5.63
"421","2016-04-11",5.66
"422","2016-04-12",5.91
"423","2016-04-13",6.06
"424","2016-04-14",6.26
"425","2016-04-15",6.6
"426","2016-04-18",7.07
"427","2016-04-19",7.41
"428","2016-04-20",7.45
"429","2016-04-21",7.45
"430","2016-04-22",7.72
"431","2016-04-25",7.75
"432","2016-04-26",8.01
"433","2016-04-27",8.36
"434","2016-04-28",8.77
"435","2016-04-29",8.88
"436","2016-05-02",9.47
"437","2016-05-03",9.3
"438","2016-05-04",9.25
"439","2016-05-05",9.16
"440","2016-05-06",10.03
"441","2016-05-09",9.75
"442","2016-05-10",10.1
"443","2016-05-11",10.6
"444","2016-05-12",10.37
"445","2016-05-13",10.55
"446","2016-05-16",11.6
"447","2016-05-17",11.8
"448","2016-05-18",12.53
"449","2016-05-19",12.06
"450","2016-05-20",12.49
"451","2016-05-23",12.57
"452","2016-05-24",13.38
"453","2016-05-25",14.24
"454","2016-05-26",13.87
"455","2016-05-27",13.62
"456","2016-05-31",13.93
"457","2016-06-01",13.6
"458","2016-06-02",13.66
"459","2016-06-03",14.39
"460","2016-06-06",15.52
"461","2016-06-07",15.29
"462","2016-06-08",15.75
"463","2016-06-09",15.55
"464","2016-06-10",15
"465","2016-06-13",14.02
"466","2016-06-14",14.26
"467","2016-06-15",14.94
"468","2016-06-16",14.75
"469","2016-06-17",14.95
"470","2016-06-20",15.62
"471","2016-06-21",16.469999
"472","2016-06-22",16.23
"473","2016-06-23",16.75
"474","2016-06-24",15.59
"475","2016-06-27",14.76
"476","2016-06-28",15.45
"477","2016-06-29",16.52
"478","2016-06-30",17.5
"479","2016-07-01",17.91
"480","2016-07-05",17.129999
"481","2016-07-06",17.66
"482","2016-07-07",17.639999
"483","2016-07-08",18.4
"484","2016-07-11",19.08
"485","2016-07-12",19.26
"486","2016-07-13",18.940001
"487","2016-07-14",18.639999
"488","2016-07-15",18.93
"489","2016-07-18",19.4
"490","2016-07-19",16.26
"491","2016-07-20",14.12
"492","2016-07-21",13.49
"493","2016-07-22",14.18
"494","2016-07-25",13.13
"495","2016-07-26",13.63
"496","2016-07-27",14.26
"497","2016-07-28",14.46
"498","2016-07-29",14.44
"499","2016-08-01",14.67
"500","2016-08-02",13.94
"501","2016-08-03",14.39
"502","2016-08-04",14.31
"503","2016-08-05",14.43
"504","2016-08-08",14.52
"505","2016-08-09",13.5
"506","2016-08-10",12.96
"507","2016-08-11",13.32
"508","2016-08-12",11.58
"509","2016-08-15",12.34
"510","2016-08-16",11.98
"511","2016-08-17",12.16
"512","2016-08-18",12.63
"513","2016-08-19",11.93
"514","2016-08-22",12.14
"515","2016-08-23",12.1
"516","2016-08-24",11.78
"517","2016-08-25",12.23
"518","2016-08-26",12.25
"519","2016-08-29",12.21
"520","2016-08-30",11.96
"521","2016-08-31",12.09
"522","2016-09-01",12.49
"523","2016-09-02",12.2
"524","2016-09-06",12.59
"525","2016-09-07",12.95
"526","2016-09-08",12.95
"527","2016-09-09",11.73
"528","2016-09-12",11.71
"529","2016-09-13",10.63
"530","2016-09-14",10.63
"531","2016-09-15",10.27
"532","2016-09-16",10.34
"533","2016-09-19",10.28
"534","2016-09-20",10.38
"535","2016-09-21",11.16
"536","2016-09-22",11.12
"537","2016-09-23",11.17
"538","2016-09-26",11.15
"539","2016-09-27",10.74
"540","2016-09-28",11.54
"541","2016-09-29",11.25
"542","2016-09-30",11.29
"543","2016-10-03",10.06
"544","2016-10-04",8.81
"545","2016-10-05",9.32
"546","2016-10-06",9.26
"547","2016-10-07",9.06
"548","2016-10-10",9.44
"549","2016-10-11",9.39
"550","2016-10-12",9.49
"551","2016-10-13",9.07
"552","2016-10-14",9.43
"553","2016-10-17",10.03
"554","2016-10-18",10.13
"555","2016-10-19",10.5
"556","2016-10-20",10.67
"557","2016-10-21",10.45
"558","2016-10-24",10.6
"559","2016-10-25",10.6
"560","2016-10-26",10.25
"561","2016-10-27",9.85
"562","2016-10-28",9.95
"563","2016-10-31",10.25
"564","2016-11-01",10.05
"565","2016-11-02",10
"566","2016-11-03",8.55
"567","2016-11-04",8.95
"568","2016-11-07",9.1
"569","2016-11-08",8.8
"570","2016-11-09",11.05
"571","2016-11-10",11.9
"572","2016-11-11",11.9
"573","2016-11-14",12.95
"574","2016-11-15",13.15
"575","2016-11-16",12.55
"576","2016-11-17",12.55
"577","2016-11-18",12.6
"578","2016-11-21",12.6
"579","2016-11-22",14
"580","2016-11-23",13.9
"581","2016-11-25",13.55
"582","2016-11-28",13.25
"583","2016-11-29",14.15
"584","2016-11-30",14.3
"585","2016-12-01",14.55
"586","2016-12-02",14.75
"587","2016-12-05",15.1
"588","2016-12-06",15.8
"589","2016-12-07",16.15
"590","2016-12-08",16.15
"591","2016-12-09",15.9
"592","2016-12-12",15.8
"593","2016-12-13",15.45
"594","2016-12-14",15.35
"595","2016-12-15",15.6
"596","2016-12-16",15.45
"597","2016-12-19",15
"598","2016-12-20",15.2
"599","2016-12-21",14.95
"600","2016-12-22",14.45
"601","2016-12-23",14
"602","2016-12-27",14.4
"603","2016-12-28",14.15
"604","2016-12-29",13.95
"605","2016-12-30",13.35
"606","2017-01-03",13.55
"607","2017-01-04",14.6
"608","2017-01-05",14.2
"609","2017-01-06",13.8
"610","2017-01-09",13.5
"611","2017-01-10",14.25
"612","2017-01-11",14.2
"613","2017-01-12",13.55
"614","2017-01-13",11.3
"615","2017-01-17",10.75
"616","2017-01-18",11.2
"617","2017-01-19",10.65
"618","2017-01-20",10.8
"619","2017-01-23",10.35
"620","2017-01-24",10.6
"621","2017-01-25",10.8
"622","2017-01-26",10.65
"623","2017-01-27",10.8
"624","2017-01-30",10.4
"625","2017-01-31",10.6
"626","2017-02-01",10.25
"627","2017-02-02",10.35
"628","2017-02-03",10.55
"629","2017-02-06",10.3
"630","2017-02-07",10.3
"631","2017-02-08",10.7
"632","2017-02-09",11.45
"633","2017-02-10",11.2
"634","2017-02-13",11.55
"635","2017-02-14",11.4
"636","2017-02-15",11.4
"637","2017-02-16",12
"638","2017-02-17",11.65
"639","2017-02-21",11.9
"640","2017-02-22",12
"641","2017-02-23",11.05
"642","2017-02-24",10.6
"643","2017-02-27",11.1
"644","2017-02-28",10.85
"645","2017-03-01",11.95
"646","2017-03-02",11.15
"647","2017-03-03",11.2
"648","2017-03-06",10.85
"649","2017-03-07",10.35
"650","2017-03-08",10.15
"651","2017-03-09",9.7
"652","2017-03-10",9.55
"653","2017-03-13",10.15
"654","2017-03-14",10.4
"655","2017-03-15",11.4
"656","2017-03-16",11.75
"657","2017-03-17",11.85
"658","2017-03-20",11.55
"659","2017-03-21",10.95
"660","2017-03-22",11
"661","2017-03-23",11.05
"662","2017-03-24",10.95
"663","2017-03-27",10.8
"664","2017-03-28",11
"665","2017-03-29",10.95
"666","2017-03-30",12.35
"667","2017-03-31",12.6
"668","2017-04-03",12.6
"669","2017-04-04",12.7
"670","2017-04-05",12.15
"671","2017-04-06",12.3
"672","2017-04-07",13.5
"673","2017-04-10",13.45
"674","2017-04-11",13.75
"675","2017-04-12",12.6
"676","2017-04-13",11.95
"677","2017-04-17",12.2
"678","2017-04-18",12.45
"679","2017-04-19",12.2
"680","2017-04-20",12.7
"681","2017-04-21",12.7
"682","2017-04-24",12.95
"683","2017-04-25",14.3
"684","2017-04-26",14.25
"685","2017-04-27",13.65
"686","2017-04-28",13.7
"687","2017-05-01",13.9
"688","2017-05-02",13.15
"689","2017-05-03",12.35
"690","2017-05-04",10.4
"691","2017-05-05",10
"692","2017-05-08",9.8
"693","2017-05-09",10.35
"694","2017-05-10",10.1
"695","2017-05-11",9.85
"696","2017-05-12",8.95
"697","2017-05-15",9.55
"698","2017-05-16",9.8
"699","2017-05-17",9.15
"700","2017-05-18",8.95
"701","2017-05-19",9.3
"702","2017-05-22",9.25
"703","2017-05-23",9.5
"704","2017-05-24",9.6
"705","2017-05-25",9.4
"706","2017-05-26",8.75
"707","2017-05-30",8.75
"708","2017-05-31",8.35
"709","2017-06-01",8.8
"710","2017-06-02",8.65
"711","2017-06-05",9
"712","2017-06-06",9.1
"713","2017-06-07",8.8
"714","2017-06-08",10
"715","2017-06-09",9.6
"716","2017-06-12",10.2
"717","2017-06-13",10.3
"718","2017-06-14",9.6
"719","2017-06-15",9.05
"720","2017-06-16",8.95
"721","2017-06-19",8.95
"722","2017-06-20",8.85
"723","2017-06-21",8.65
"724","2017-06-22",8.95
"725","2017-06-23",9.15
"726","2017-06-26",9.1
"727","2017-06-27",9
"728","2017-06-28",9.55
"729","2017-06-29",9.45
"730","2017-06-30",9.9
"731","2017-07-03",10
"732","2017-07-05",9.65
"733","2017-07-06",9
"734","2017-07-07",9.3
"735","2017-07-10",9.4
"736","2017-07-11",9.05
"737","2017-07-12",8.9
"738","2017-07-13",9.05
"739","2017-07-14",9
"740","2017-07-17",9
"741","2017-07-18",9.3
"742","2017-07-19",9.3
"743","2017-07-20",9
"744","2017-07-21",8.9
"745","2017-07-24",8.85
"746","2017-07-25",9.15
"747","2017-07-26",8.9
"748","2017-07-27",8.9
"749","2017-07-28",8.7
"750","2017-07-31",8.65
"751","2017-08-01",8.65
"752","2017-08-02",8.55
"753","2017-08-03",8.55
"754","2017-08-04",8.5
"755","2017-08-07",8.2
"756","2017-08-08",8.2
"757","2017-08-09",7.9
"758","2017-08-10",8.65
"759","2017-08-11",8.3
"760","2017-08-14",8
"761","2017-08-15",7.95
"762","2017-08-16",8.6
"763","2017-08-17",7.85
"764","2017-08-18",7.95
"765","2017-08-21",7.9
"766","2017-08-22",7.95
"767","2017-08-23",8.1
"768","2017-08-24",8.1
"769","2017-08-25",7.7
"770","2017-08-28",8.2
"771","2017-08-29",8.6
"772","2017-08-30",8.6
"773","2017-08-31",8.6
"774","2017-09-01",8.6
"775","2017-09-05",8.6
"776","2017-09-06",8.75
"777","2017-09-07",8.95
"778","2017-09-08",8.7
"779","2017-09-11",8.6
"780","2017-09-12",9
"781","2017-09-13",8.8
"782","2017-09-14",8.6
"783","2017-09-15",8.95
"784","2017-09-18",9.2
"785","2017-09-19",9.55
"786","2017-09-20",9.85
"787","2017-09-21",9.45
"788","2017-09-22",9.55
"789","2017-09-25",9.2
"790","2017-09-26",9.25
"791","2017-09-27",9.7
"792","2017-09-28",9.5
"793","2017-09-29",10.85
"794","2017-10-02",10.7
"795","2017-10-03",10.75
"796","2017-10-04",10.35
"797","2017-10-05",10.45
"798","2017-10-06",9.9
"799","2017-10-09",9.6
"800","2017-10-10",9.5
"801","2017-10-11",9.45
"802","2017-10-12",9.5
"803","2017-10-13",9.55
"804","2017-10-16",9.95
"805","2017-10-17",9.15
"806","2017-10-18",8.8
"807","2017-10-19",8.85
"808","2017-10-20",8.95
"809","2017-10-23",9.15
"810","2017-10-24",9.7
"811","2017-10-25",9.35
"812","2017-10-26",9.15
"813","2017-10-27",9.15
"814","2017-10-30",9
"815","2017-10-31",8.8
"816","2017-11-01",9
"817","2017-11-02",9
"818","2017-11-03",9
"819","2017-11-06",8.95
"820","2017-11-07",8.9
"821","2017-11-08",8.9
"822","2017-11-09",8.85
"823","2017-11-10",8.9
"824","2017-11-13",8.75
"825","2017-11-14",8.6
"826","2017-11-15",8.55
"827","2017-11-16",8.6
"828","2017-11-17",8.5
"829","2017-11-20",8.85
"830","2017-11-21",9
"831","2017-11-22",9.1
"832","2017-11-24",8.95
"833","2017-11-27",8.7
"834","2017-11-28",8.85
"835","2017-11-29",9.25
"836","2017-11-30",9.25
"837","2017-12-01",9
"838","2017-12-04",9.4
"839","2017-12-05",9.35
"840","2017-12-06",9.2
"841","2017-12-07",9.2
"842","2017-12-08",9.2
"843","2017-12-11",9.1
"844","2017-12-12",8.85
"845","2017-12-13",8.7
"846","2017-12-14",8.75
"847","2017-12-15",8.85
"848","2017-12-18",9.45
"849","2017-12-19",9.8
"850","2017-12-20",10.3
"851","2017-12-21",10.6
"852","2017-12-22",10.3
"853","2017-12-26",10.45
"854","2017-12-27",10.15
"855","2017-12-28",10.3
"856","2017-12-29",10.4
"857","2018-01-02",10.65
"858","2018-01-03",10.5
"859","2018-01-04",10.55
"860","2018-01-05",10.8
"861","2018-01-08",10.75
"862","2018-01-09",10.6
"863","2018-01-10",10.15
"864","2018-01-11",12
"865","2018-01-12",12.45
"866","2018-01-16",11.45
"867","2018-01-17",12.15
"868","2018-01-18",12.45
"869","2018-01-19",12.6
"870","2018-01-22",12.55
"871","2018-01-23",12.55
"872","2018-01-24",12.6
"873","2018-01-25",11.6
"874","2018-01-26",10.85
"875","2018-01-29",10.6
"876","2018-01-30",10.5
"877","2018-01-31",10
"878","2018-02-01",10.3
"879","2018-02-02",9.75
"880","2018-02-05",9.1
"881","2018-02-06",9.7
"882","2018-02-07",9.3
"883","2018-02-08",9
"884","2018-02-09",9.3
"885","2018-02-12",10.3
"886","2018-02-13",10.7
"887","2018-02-14",11.3
"888","2018-02-15",11.7
"889","2018-02-16",11.7
"890","2018-02-20",11.4
"891","2018-02-21",11.5
"892","2018-02-22",10.9
"893","2018-02-23",10.75
"894","2018-02-26",10.95
"895","2018-02-27",10.85
"896","2018-02-28",10.1
"897","2018-03-01",10.4
"898","2018-03-02",10.2
"899","2018-03-05",10.1
"900","2018-03-06",9.3
"901","2018-03-07",10.15
"902","2018-03-08",10.05
"903","2018-03-09",9.85
"904","2018-03-12",10.2
"905","2018-03-13",9.75
"906","2018-03-14",9.15
"907","2018-03-15",9.05
"908","2018-03-16",9.3
"909","2018-03-19",8.9
"910","2018-03-20",8.55
"911","2018-03-21",8.85
"912","2018-03-22",8.3
"913","2018-03-23",7.9
"914","2018-03-26",8.2
"915","2018-03-27",7.9
"916","2018-03-28",8
"917","2018-03-29",8.15
"918","2018-04-02",8.1
"919","2018-04-03",8.15
"920","2018-04-04",8.3
"921","2018-04-05",8.8
"922","2018-04-06",8.15
"923","2018-04-09",8.5
"924","2018-04-10",8.75
"925","2018-04-11",8.85
"926","2018-04-12",9.4
"927","2018-04-13",9.2
"928","2018-04-16",9.45
"929","2018-04-17",9.75
"930","2018-04-18",9.9
"931","2018-04-19",10.35
"932","2018-04-20",10.15
"933","2018-04-23",10
"934","2018-04-24",9.9
"935","2018-04-25",10.25
"936","2018-04-26",10.3
"937","2018-04-27",10.3
"938","2018-04-30",10.05
"939","2018-05-01",9.8
"940","2018-05-02",9.8
"941","2018-05-03",10.95
"942","2018-05-04",11.55
"943","2018-05-07",11.55
"944","2018-05-08",11.6
"945","2018-05-09",11.45
"946","2018-05-10",11.5
"947","2018-05-11",11.45
"948","2018-05-14",11.65
"949","2018-05-15",11.6
"950","2018-05-16",11.85
"951","2018-05-17",12.15
"952","2018-05-18",12.15
"953","2018-05-21",12.15
"954","2018-05-22",11.9
"955","2018-05-23",11.65
"956","2018-05-24",11.75
"957","2018-05-25",11.4
"958","2018-05-29",11.5
"959","2018-05-30",12.25
"960","2018-05-31",12.35
"961","2018-06-01",12.7
"962","2018-06-04",12.25
"963","2018-06-05",12.25
"964","2018-06-06",12.15
"965","2018-06-07",12.3
"966","2018-06-08",12.15
"967","2018-06-11",12.2
"968","2018-06-12",12.15
"969","2018-06-13",12
"970","2018-06-14",12.25
"971","2018-06-15",12.25
"972","2018-06-18",12.35
"973","2018-06-19",11.9
"974","2018-06-20",12.2
"975","2018-06-21",11.3
"976","2018-06-22",11.85
"977","2018-06-25",11.35
"978","2018-06-26",11.65
"979","2018-06-27",11.55
"980","2018-06-28",11.1
"981","2018-06-29",11.15
"982","2018-07-02",12
"983","2018-07-03",11.9
"984","2018-07-05",12.2
"985","2018-07-06",12.25
"986","2018-07-09",12.1
"987","2018-07-10",12.15
"988","2018-07-11",11.95
"989","2018-07-12",12.1
"990","2018-07-13",12.1
"991","2018-07-16",11.8
"992","2018-07-17",11.65
"993","2018-07-18",11.65
"994","2018-07-19",11.45
"995","2018-07-20",11.7
"996","2018-07-23",12.05
"997","2018-07-24",12.5
"998","2018-07-25",12.7
"999","2018-07-26",12.65
"1000","2018-07-27",12.25
"1001","2018-07-30",12.2
"1002","2018-07-31",11.55
"1003","2018-08-01",11.4
