"","date","CNXN"
"114","2007-06-15",12.48
"115","2007-06-18",12.47
"116","2007-06-19",12.39
"117","2007-06-20",12.6
"118","2007-06-21",12.75
"119","2007-06-22",12.25
"120","2007-06-25",12.1
"121","2007-06-26",12.47
"122","2007-06-27",13.27
"123","2007-06-28",12.9
"124","2007-06-29",13.24
"125","2007-07-02",13.32
"126","2007-07-03",13.5
"127","2007-07-05",13.19
"128","2007-07-06",13.17
"129","2007-07-09",12.98
"130","2007-07-10",12.8
"131","2007-07-11",13.04
"132","2007-07-12",13.7
"133","2007-07-13",13.41
"134","2007-07-16",13.48
"135","2007-07-17",13.22
"136","2007-07-18",13.12
"137","2007-07-19",13.22
"138","2007-07-20",12.83
"139","2007-07-23",13.13
"140","2007-07-24",12.47
"141","2007-07-25",11.95
"142","2007-07-26",13.09
"143","2007-07-27",12.24
"144","2007-07-30",13.5
"145","2007-07-31",13.44
"146","2007-08-01",13
"147","2007-08-02",12.79
"148","2007-08-03",12.21
"149","2007-08-06",12.19
"150","2007-08-07",12.05
"151","2007-08-08",12.16
"152","2007-08-09",12.11
"153","2007-08-10",13.63
"154","2007-08-13",13.22
"155","2007-08-14",13.12
"156","2007-08-15",12.6
"157","2007-08-16",12.87
"158","2007-08-17",12.86
"159","2007-08-20",12.98
"160","2007-08-21",13.17
"161","2007-08-22",13
"162","2007-08-23",12.6
"163","2007-08-24",12.67
"164","2007-08-27",12.56
"165","2007-08-28",12.51
"166","2007-08-29",12.7
"167","2007-08-30",12.54
"168","2007-08-31",12.86
"169","2007-09-04",12.57
"170","2007-09-05",12.53
"171","2007-09-06",12.51
"172","2007-09-07",12.58
"173","2007-09-10",12.52
"174","2007-09-11",12.61
"175","2007-09-12",12.08
"176","2007-09-13",12.04
"177","2007-09-14",12.18
"178","2007-09-17",11.81
"179","2007-09-18",12.68
"180","2007-09-19",12.79
"181","2007-09-20",12.86
"182","2007-09-21",12.89
"183","2007-09-24",12.46
"184","2007-09-25",12.32
"185","2007-09-26",12.46
"186","2007-09-27",12.97
"187","2007-09-28",12.5
"188","2007-10-01",13.15
"189","2007-10-02",13.73
"190","2007-10-03",13.32
"191","2007-10-04",13.76
"192","2007-10-05",13.31
"193","2007-10-08",13.43
"194","2007-10-09",13.36
"195","2007-10-10",13.38
"196","2007-10-11",13.22
"197","2007-10-12",13.33
"198","2007-10-15",13.58
"199","2007-10-16",13.71
"200","2007-10-17",13.77
"201","2007-10-18",13.64
"202","2007-10-19",13
"203","2007-10-22",13.3
"204","2007-10-23",13.29
"205","2007-10-24",13.79
"206","2007-10-25",15.47
"207","2007-10-26",14.74
"208","2007-10-29",14.43
"209","2007-10-30",13.9
"210","2007-10-31",14.7
"211","2007-11-01",14.8
"212","2007-11-02",14.36
"213","2007-11-05",14.33
"214","2007-11-06",14.3
"215","2007-11-07",13.77
"216","2007-11-08",13.85
"217","2007-11-09",13.3
"218","2007-11-12",13.99
"219","2007-11-13",14.38
"220","2007-11-14",13.82
"221","2007-11-15",13.53
"222","2007-11-16",13.52
"223","2007-11-19",13.22
"224","2007-11-20",13.17
"225","2007-11-21",12.66
"226","2007-11-23",13.13
"227","2007-11-26",12.43
"228","2007-11-27",13.07
"229","2007-11-28",13.11
"230","2007-11-29",12.83
"231","2007-11-30",12.79
"232","2007-12-03",12.02
"233","2007-12-04",12.51
"234","2007-12-05",13.25
"235","2007-12-06",13.69
"236","2007-12-07",13.93
"237","2007-12-10",13.15
"238","2007-12-11",12.48
"239","2007-12-12",13.19
"240","2007-12-13",12.91
"241","2007-12-14",12.35
"242","2007-12-17",11.99
"243","2007-12-18",12.31
"244","2007-12-19",12.34
"245","2007-12-20",12.54
"246","2007-12-21",13.09
"247","2007-12-24",13.09
"248","2007-12-26",13.17
"249","2007-12-27",12.17
"250","2007-12-28",12.12
"251","2007-12-31",11.35
"252","2008-01-02",11.28
"253","2008-01-03",10.7
"254","2008-01-04",10.64
"255","2008-01-07",11.19
"256","2008-01-08",10.73
"257","2008-01-09",11.07
"258","2008-01-10",10.95
"259","2008-01-11",10.6
"260","2008-01-14",10.69
"261","2008-01-15",10.76
"262","2008-01-16",11.24
"263","2008-01-17",10.74
"264","2008-01-18",10.24
"265","2008-01-22",10.14
"266","2008-01-23",10.58
"267","2008-01-24",10.66
"268","2008-01-25",10.51
"269","2008-01-28",10.51
"270","2008-01-29",10.6
"271","2008-01-30",10.8
"272","2008-01-31",12.59
"273","2008-02-01",11.44
"274","2008-02-04",11.27
"275","2008-02-05",10.7
"276","2008-02-06",10.41
"277","2008-02-07",10.53
"278","2008-02-08",10.08
"279","2008-02-11",10.19
"280","2008-02-12",10.14
"281","2008-02-13",10.35
"282","2008-02-14",10.23
"283","2008-02-15",10.3
"284","2008-02-19",9.79
"285","2008-02-20",10.51
"286","2008-02-21",9.97
"287","2008-02-22",9.89
"288","2008-02-25",10.03
"289","2008-02-26",10.15
"290","2008-02-27",10.17
"291","2008-02-28",10.32
"292","2008-02-29",9.93
"293","2008-03-03",9.7
"294","2008-03-04",9.34
"295","2008-03-05",9.9
"296","2008-03-06",9.22
"297","2008-03-07",9.29
"298","2008-03-10",8.77
"299","2008-03-11",9.25
"300","2008-03-12",8.55
"301","2008-03-13",9.2
"302","2008-03-14",8.77
"303","2008-03-17",8.4
"304","2008-03-18",8.34
"305","2008-03-19",8.1
"306","2008-03-20",8.11
"307","2008-03-24",8.56
"308","2008-03-25",8.43
"309","2008-03-26",8.37
"310","2008-03-27",8.23
"311","2008-03-28",8.01
"312","2008-03-31",7.92
"313","2008-04-01",7.99
"314","2008-04-02",7.77
"315","2008-04-03",7.77
"316","2008-04-04",7.74
"317","2008-04-07",7.61
"318","2008-04-08",7.39
"319","2008-04-09",7.23
"320","2008-04-10",7.24
"321","2008-04-11",7.04
"322","2008-04-14",6.72
"323","2008-04-15",7.26
"324","2008-04-16",7.72
"325","2008-04-17",7.45
"326","2008-04-18",7.75
"327","2008-04-21",7.63
"328","2008-04-22",7.3
"329","2008-04-23",7.17
"330","2008-04-24",7.27
"331","2008-04-25",7.33
"332","2008-04-28",7.76
"333","2008-04-29",7.75
"334","2008-04-30",7.47
"335","2008-05-01",9.56
"336","2008-05-02",10.29
"337","2008-05-05",10.55
"338","2008-05-06",10.73
"339","2008-05-07",11.61
"340","2008-05-08",10.8
"341","2008-05-09",11.06
"342","2008-05-12",11.32
"343","2008-05-13",11.2
"344","2008-05-14",11.19
"345","2008-05-15",11.21
"346","2008-05-16",11.05
"347","2008-05-19",10.51
"348","2008-05-20",10.77
"349","2008-05-21",10.43
"350","2008-05-22",10.97
"351","2008-05-23",10.85
"352","2008-05-27",11.01
"353","2008-05-28",10.78
"354","2008-05-29",10.88
"355","2008-05-30",10.89
"356","2008-06-02",10.6
"357","2008-06-03",10.9
"358","2008-06-04",11.11
"359","2008-06-05",11.21
"360","2008-06-06",10.96
"361","2008-06-09",10.87
"362","2008-06-10",10.99
"363","2008-06-11",10.64
"364","2008-06-12",10.69
"365","2008-06-13",11.01
"366","2008-06-16",11.58
"367","2008-06-17",11.36
"368","2008-06-18",11.25
"369","2008-06-19",11.33
"370","2008-06-20",11.22
"371","2008-06-23",10.99
"372","2008-06-24",10.66
"373","2008-06-25",10.95
"374","2008-06-26",10.1
"375","2008-06-27",9.64
"376","2008-06-30",9.31
"377","2008-07-01",9.32
"378","2008-07-02",9.16
"379","2008-07-03",8.89
"380","2008-07-07",8.69
"381","2008-07-08",8.71
"382","2008-07-09",8.41
"383","2008-07-10",8.46
"384","2008-07-11",8.58
"385","2008-07-14",8.24
"386","2008-07-15",7.98
"387","2008-07-16",8.27
"388","2008-07-17",8.3
"389","2008-07-18",8.36
"390","2008-07-21",8.57
"391","2008-07-22",8.84
"392","2008-07-23",8.78
"393","2008-07-24",8.85
"394","2008-07-25",8.95
"395","2008-07-28",8.74
"396","2008-07-29",6.7
"397","2008-07-30",7.22
"398","2008-07-31",7.17
"399","2008-08-01",7.1
"400","2008-08-04",7.17
"401","2008-08-05",7.43
"402","2008-08-06",7.08
"403","2008-08-07",7.06
"404","2008-08-08",7.45
"405","2008-08-11",7.31
"406","2008-08-12",7.52
"407","2008-08-13",7.6
"408","2008-08-14",7.95
"409","2008-08-15",7.86
"410","2008-08-18",7.47
"411","2008-08-19",6.97
"412","2008-08-20",7.11
"413","2008-08-21",7.03
"414","2008-08-22",7.27
"415","2008-08-25",7.34
"416","2008-08-26",7.36
"417","2008-08-27",7.56
"418","2008-08-28",8.05
"419","2008-08-29",7.59
"420","2008-09-02",7.69
"421","2008-09-03",7.62
"422","2008-09-04",7.32
"423","2008-09-05",7.34
"424","2008-09-08",7.7
"425","2008-09-09",7.46
"426","2008-09-10",7.67
"427","2008-09-11",7.55
"428","2008-09-12",7.66
"429","2008-09-15",7.28
"430","2008-09-16",7.38
"431","2008-09-17",6.66
"432","2008-09-18",6.64
"433","2008-09-19",6.99
"434","2008-09-22",6.6
"435","2008-09-23",6.77
"436","2008-09-24",6.55
"437","2008-09-25",6.84
"438","2008-09-26",6.63
"439","2008-09-29",6.41
"440","2008-09-30",6.69
"441","2008-10-01",6.41
"442","2008-10-02",5.95
"443","2008-10-03",5.96
"444","2008-10-06",5.79
"445","2008-10-07",5.31
"446","2008-10-08",5.35
"447","2008-10-09",5.71
"448","2008-10-10",5.91
"449","2008-10-13",6.42
"450","2008-10-14",5.84
"451","2008-10-15",5.18
"452","2008-10-16",5.55
"453","2008-10-17",5.18
"454","2008-10-20",5.19
"455","2008-10-21",5.2
"456","2008-10-22",4.99
"457","2008-10-23",4.98
"458","2008-10-24",4.9
"459","2008-10-27",4.53
"460","2008-10-28",5.08
"461","2008-10-29",5.14
"462","2008-10-30",5.5
"463","2008-10-31",6.04
"464","2008-11-03",5.24
"465","2008-11-04",5.24
"466","2008-11-05",5.13
"467","2008-11-06",5.01
"468","2008-11-07",4.97
"469","2008-11-10",4.5
"470","2008-11-11",4.24
"471","2008-11-12",4.05
"472","2008-11-13",4.55
"473","2008-11-14",4.07
"474","2008-11-17",4.02
"475","2008-11-18",4.03
"476","2008-11-19",3.57
"477","2008-11-20",3.18
"478","2008-11-21",3.39
"479","2008-11-24",4.19
"480","2008-11-25",4.41
"481","2008-11-26",4.89
"482","2008-11-28",5.08
"483","2008-12-01",4.06
"484","2008-12-02",4.52
"485","2008-12-03",4.95
"486","2008-12-04",4.65
"487","2008-12-05",5.26
"488","2008-12-08",5.72
"489","2008-12-09",4.29
"490","2008-12-10",5.31
"491","2008-12-11",4.39
"492","2008-12-12",4.98
"493","2008-12-15",4.76
"494","2008-12-16",5.07
"495","2008-12-17",5.34
"496","2008-12-18",5
"497","2008-12-19",5.25
"498","2008-12-22",4.76
"499","2008-12-23",4.44
"500","2008-12-24",4.4
"501","2008-12-26",4.41
"502","2008-12-29",4.16
"503","2008-12-30",4.45
"504","2008-12-31",5.12
"505","2009-01-02",4.88
"506","2009-01-05",5.11
"507","2009-01-06",5.28
"508","2009-01-07",5.3
"509","2009-01-08",5.4
"510","2009-01-09",5.24
"511","2009-01-12",5.09
"512","2009-01-13",5.1
"513","2009-01-14",5.17
"514","2009-01-15",5.33
"515","2009-01-16",5.43
"516","2009-01-20",5.2
"517","2009-01-21",5.36
"518","2009-01-22",5.25
"519","2009-01-23",5.01
"520","2009-01-26",5.27
"521","2009-01-27",5.14
"522","2009-01-28",5.26
"523","2009-01-29",5
"524","2009-01-30",4.89
"525","2009-02-02",5.2
"526","2009-02-03",5.18
"527","2009-02-04",5.58
"528","2009-02-05",5.05
"529","2009-02-06",5.18
"530","2009-02-09",4.7
"531","2009-02-10",4.31
"532","2009-02-11",4.42
"533","2009-02-12",4.67
"534","2009-02-13",5.07
"535","2009-02-17",4.36
"536","2009-02-18",4.31
"537","2009-02-19",4.25
"538","2009-02-20",4.26
"539","2009-02-23",3.77
"540","2009-02-24",3.98
"541","2009-02-25",3.8
"542","2009-02-26",3.62
"543","2009-02-27",3.63
"544","2009-03-02",3.11
"545","2009-03-03",2.88
"546","2009-03-04",2.96
"547","2009-03-05",2.85
"548","2009-03-06",3.07
"549","2009-03-09",2.95
"550","2009-03-10",3
"551","2009-03-11",2.84
"552","2009-03-12",3.22
"553","2009-03-13",3.33
"554","2009-03-16",3.43
"555","2009-03-17",3.32
"556","2009-03-18",3.35
"557","2009-03-19",3.35
"558","2009-03-20",3.13
"559","2009-03-23",3.99
"560","2009-03-24",3.68
"561","2009-03-25",3.9
"562","2009-03-26",4.51
"563","2009-03-27",4.21
"564","2009-03-30",3.89
"565","2009-03-31",3.8
"566","2009-04-01",3.84
"567","2009-04-02",4.61
"568","2009-04-03",4.43
"569","2009-04-06",4.38
"570","2009-04-07",4.12
"571","2009-04-08",4.24
"572","2009-04-09",4.48
"573","2009-04-13",4.46
"574","2009-04-14",4.45
"575","2009-04-15",4.63
"576","2009-04-16",4.8
"577","2009-04-17",4.66
"578","2009-04-20",4.65
"579","2009-04-21",4.92
"580","2009-04-22",4.85
"581","2009-04-23",4.64
"582","2009-04-24",4.75
"583","2009-04-27",4.6
"584","2009-04-28",4.69
"585","2009-04-29",5.18
"586","2009-04-30",4.95
"587","2009-05-01",5.01
"588","2009-05-04",5.05
"589","2009-05-05",5
"590","2009-05-06",5.03
"591","2009-05-07",4.96
"592","2009-05-08",4.98
"593","2009-05-11",5.02
"594","2009-05-12",5.26
"595","2009-05-13",5
"596","2009-05-14",5.67
"597","2009-05-15",5.02
"598","2009-05-18",5.5
"599","2009-05-19",5.24
"600","2009-05-20",5.02
"601","2009-05-21",5.02
"602","2009-05-22",4.98
"603","2009-05-26",5.35
"604","2009-05-27",5.13
"605","2009-05-28",5.31
"606","2009-05-29",5.35
"607","2009-06-01",5.63
"608","2009-06-02",5.7
"609","2009-06-03",5.75
"610","2009-06-04",5.83
"611","2009-06-05",5.75
"612","2009-06-08",5.7
"613","2009-06-09",5.55
"614","2009-06-10",5.32
"615","2009-06-11",5.57
"616","2009-06-12",5.77
"617","2009-06-15",5.27
"618","2009-06-16",5.33
"619","2009-06-17",5.34
"620","2009-06-18",5.35
"621","2009-06-19",5.24
"622","2009-06-22",5.16
"623","2009-06-23",5.2
"624","2009-06-24",5.23
"625","2009-06-25",5.26
"626","2009-06-26",5.3
"627","2009-06-29",5.35
"628","2009-06-30",5.25
"629","2009-07-01",5.37
"630","2009-07-02",5.3
"631","2009-07-06",5.29
"632","2009-07-07",5.22
"633","2009-07-08",5.3
"634","2009-07-09",5.23
"635","2009-07-10",5.26
"636","2009-07-13",5.35
"637","2009-07-14",5.41
"638","2009-07-15",5.68
"639","2009-07-16",5.75
"640","2009-07-17",5.68
"641","2009-07-20",5.6
"642","2009-07-21",5.74
"643","2009-07-22",5.78
"644","2009-07-23",6.24
"645","2009-07-24",6.01
"646","2009-07-27",5.97
"647","2009-07-28",6.03
"648","2009-07-29",5.92
"649","2009-07-30",6.01
"650","2009-07-31",5.74
"651","2009-08-03",5.51
"652","2009-08-04",5.53
"653","2009-08-05",5.36
"654","2009-08-06",5.25
"655","2009-08-07",5.51
"656","2009-08-10",5.7
"657","2009-08-11",5.38
"658","2009-08-12",5.51
"659","2009-08-13",5.54
"660","2009-08-14",5.5
"661","2009-08-17",5.58
"662","2009-08-18",5.48
"663","2009-08-19",5.6
"664","2009-08-20",5.6
"665","2009-08-21",5.56
"666","2009-08-24",5.69
"667","2009-08-25",5.6
"668","2009-08-26",5.73
"669","2009-08-27",5.85
"670","2009-08-28",5.68
"671","2009-08-31",5.55
"672","2009-09-01",5.24
"673","2009-09-02",5.56
"674","2009-09-03",5.61
"675","2009-09-04",5.65
"676","2009-09-08",5.76
"677","2009-09-09",5.97
"678","2009-09-10",5.99
"679","2009-09-11",5.97
"680","2009-09-14",6.25
"681","2009-09-15",6.18
"682","2009-09-16",6.15
"683","2009-09-17",6.19
"684","2009-09-18",6.26
"685","2009-09-21",6.18
"686","2009-09-22",6.07
"687","2009-09-23",5.96
"688","2009-09-24",5.89
"689","2009-09-25",5.75
"690","2009-09-28",5.61
"691","2009-09-29",5.6
"692","2009-09-30",5.44
"693","2009-10-01",5.22
"694","2009-10-02",5.14
"695","2009-10-05",5.26
"696","2009-10-06",5.36
"697","2009-10-07",5.3
"698","2009-10-08",5.37
"699","2009-10-09",5.4
"700","2009-10-12",5.45
"701","2009-10-13",5.3
"702","2009-10-14",5.51
"703","2009-10-15",5.52
"704","2009-10-16",5.51
"705","2009-10-19",5.55
"706","2009-10-20",5.53
"707","2009-10-21",5.53
"708","2009-10-22",5.61
"709","2009-10-23",5.56
"710","2009-10-26",5.61
"711","2009-10-27",5.77
"712","2009-10-28",5.9
"713","2009-10-29",5.99
"714","2009-10-30",5.88
"715","2009-11-02",5.87
"716","2009-11-03",5.9
"717","2009-11-04",6.13
"718","2009-11-05",6.06
"719","2009-11-06",6.03
"720","2009-11-09",6.2
"721","2009-11-10",5.97
"722","2009-11-11",6.12
"723","2009-11-12",5.97
"724","2009-11-13",6.16
"725","2009-11-16",6.15
"726","2009-11-17",6.16
"727","2009-11-18",6.22
"728","2009-11-19",6.03
"729","2009-11-20",6.01
"730","2009-11-23",6.11
"731","2009-11-24",6.14
"732","2009-11-25",6.1
"733","2009-11-27",5.94
"734","2009-11-30",6.13
"735","2009-12-01",6.25
"736","2009-12-02",6.19
"737","2009-12-03",6.05
"738","2009-12-04",6.19
"739","2009-12-07",6.15
"740","2009-12-08",6.25
"741","2009-12-09",6.29
"742","2009-12-10",6.18
"743","2009-12-11",6.16
"744","2009-12-14",6.42
"745","2009-12-15",6.23
"746","2009-12-16",6.33
"747","2009-12-17",6.39
"748","2009-12-18",6.35
"749","2009-12-21",6.27
"750","2009-12-22",6.32
"751","2009-12-23",6.46
"752","2009-12-24",6.47
"753","2009-12-28",6.53
"754","2009-12-29",6.74
"755","2009-12-30",6.83
"756","2009-12-31",6.75
"757","2010-01-04",7.34
"758","2010-01-05",7.16
"759","2010-01-06",6.83
"760","2010-01-07",6.44
"761","2010-01-08",6.91
"762","2010-01-11",6.79
"763","2010-01-12",6.54
"764","2010-01-13",6.47
"765","2010-01-14",6.63
"766","2010-01-15",6.65
"767","2010-01-19",6.98
"768","2010-01-20",6.57
"769","2010-01-21",7.18
"770","2010-01-22",6.58
"771","2010-01-25",6.51
"772","2010-01-26",6.41
"773","2010-01-27",6.42
"774","2010-01-28",6.41
"775","2010-01-29",6.4
"776","2010-02-01",6.32
"777","2010-02-02",6.35
"778","2010-02-03",6.25
"779","2010-02-04",6.14
"780","2010-02-05",6.19
"781","2010-02-08",6.08
"782","2010-02-09",6.24
"783","2010-02-10",6.3
"784","2010-02-11",6.24
"785","2010-02-12",6.27
"786","2010-02-16",6.22
"787","2010-02-17",6.27
"788","2010-02-18",6.25
"789","2010-02-19",6.26
"790","2010-02-22",6.59
"791","2010-02-23",6.27
"792","2010-02-24",6.35
"793","2010-02-25",6.28
"794","2010-02-26",6.28
"795","2010-03-01",6.56
"796","2010-03-02",6.47
"797","2010-03-03",6.58
"798","2010-03-04",6.62
"799","2010-03-05",6.87
"800","2010-03-08",6.83
"801","2010-03-09",6.92
"802","2010-03-10",6.96
"803","2010-03-11",6.98
"804","2010-03-12",6.93
"805","2010-03-15",6.66
"806","2010-03-16",6.45
"807","2010-03-17",6.58
"808","2010-03-18",6.43
"809","2010-03-19",6.2
"810","2010-03-22",6.36
"811","2010-03-23",6.35
"812","2010-03-24",6.27
"813","2010-03-25",6.28
"814","2010-03-26",6.17
"815","2010-03-29",6.17
"816","2010-03-30",6.19
"817","2010-03-31",6.2
"818","2010-04-01",6.23
"819","2010-04-05",6.39
"820","2010-04-06",6.49
"821","2010-04-07",6.52
"822","2010-04-08",6.5
"823","2010-04-09",6.59
"824","2010-04-12",6.48
"825","2010-04-13",6.52
"826","2010-04-14",6.77
"827","2010-04-15",6.77
"828","2010-04-16",6.75
"829","2010-04-19",6.76
"830","2010-04-20",6.8
"831","2010-04-21",6.8
"832","2010-04-22",6.75
"833","2010-04-23",6.81
"834","2010-04-26",7.02
"835","2010-04-27",6.54
"836","2010-04-28",6.61
"837","2010-04-29",6.82
"838","2010-04-30",6.88
"839","2010-05-03",7
"840","2010-05-04",6.9
"841","2010-05-05",6.92
"842","2010-05-06",6.64
"843","2010-05-07",6.67
"844","2010-05-10",7.13
"845","2010-05-11",7.25
"846","2010-05-12",7.53
"847","2010-05-13",7.37
"848","2010-05-14",7
"849","2010-05-17",6.99
"850","2010-05-18",6.88
"851","2010-05-19",6.85
"852","2010-05-20",6.45
"853","2010-05-21",6.42
"854","2010-05-24",6.54
"855","2010-05-25",6.46
"856","2010-05-26",6.52
"857","2010-05-27",7.06
"858","2010-05-28",6.8
"859","2010-06-01",6.53
"860","2010-06-02",6.98
"861","2010-06-03",6.99
"862","2010-06-04",6.56
"863","2010-06-07",6.57
"864","2010-06-08",6.51
"865","2010-06-09",6.59
"866","2010-06-10",6.67
"867","2010-06-11",6.79
"868","2010-06-14",6.53
"869","2010-06-15",6.61
"870","2010-06-16",6.71
"871","2010-06-17",6.71
"872","2010-06-18",6.78
"873","2010-06-21",6.6
"874","2010-06-22",6.51
"875","2010-06-23",6.55
"876","2010-06-24",6.41
"877","2010-06-25",6.06
"878","2010-06-28",6.21
"879","2010-06-29",6.03
"880","2010-06-30",6.06
"881","2010-07-01",6.07
"882","2010-07-02",5.99
"883","2010-07-06",5.79
"884","2010-07-07",5.9
"885","2010-07-08",5.89
"886","2010-07-09",5.98
"887","2010-07-12",5.85
"888","2010-07-13",6.15
"889","2010-07-14",6.13
"890","2010-07-15",6.02
"891","2010-07-16",5.8
"892","2010-07-19",5.88
"893","2010-07-20",5.99
"894","2010-07-21",5.89
"895","2010-07-22",6.18
"896","2010-07-23",6.52
"897","2010-07-26",6.32
"898","2010-07-27",6.24
"899","2010-07-28",6.35
"900","2010-07-29",6.89
"901","2010-07-30",6.91
"902","2010-08-02",7.22
"903","2010-08-03",7.27
"904","2010-08-04",7.37
"905","2010-08-05",7.19
"906","2010-08-06",7.3
"907","2010-08-09",7.5
"908","2010-08-10",7.24
"909","2010-08-11",6.92
"910","2010-08-12",6.83
"911","2010-08-13",6.65
"912","2010-08-16",6.56
"913","2010-08-17",6.58
"914","2010-08-18",6.53
"915","2010-08-19",6.39
"916","2010-08-20",6.42
"917","2010-08-23",6.33
"918","2010-08-24",6.18
"919","2010-08-25",6.5
"920","2010-08-26",6.59
"921","2010-08-27",6.71
"922","2010-08-30",6.49
"923","2010-08-31",6.52
"924","2010-09-01",6.79
"925","2010-09-02",6.79
"926","2010-09-03",6.9
"927","2010-09-07",6.64
"928","2010-09-08",6.7
"929","2010-09-09",6.76
"930","2010-09-10",6.72
"931","2010-09-13",6.91
"932","2010-09-14",6.95
"933","2010-09-15",6.97
"934","2010-09-16",6.97
"935","2010-09-17",6.89
"936","2010-09-20",6.95
"937","2010-09-21",6.84
"938","2010-09-22",6.79
"939","2010-09-23",6.69
"940","2010-09-24",6.89
"941","2010-09-27",6.86
"942","2010-09-28",6.94
"943","2010-09-29",6.76
"944","2010-09-30",6.83
"945","2010-10-01",6.82
"946","2010-10-04",6.66
"947","2010-10-05",6.9
"948","2010-10-06",6.82
"949","2010-10-07",6.72
"950","2010-10-08",6.86
"951","2010-10-11",6.79
"952","2010-10-12",6.78
"953","2010-10-13",6.96
"954","2010-10-14",7.02
"955","2010-10-15",7.05
"956","2010-10-18",7.07
"957","2010-10-19",6.96
"958","2010-10-20",7
"959","2010-10-21",6.92
"960","2010-10-22",8.15
"961","2010-10-25",8.68
"962","2010-10-26",8.6
"963","2010-10-27",8.29
"964","2010-10-28",8.36
"965","2010-10-29",8.42
"966","2010-11-01",8.39
"967","2010-11-02",8.62
"968","2010-11-03",8.4
"969","2010-11-04",8.61
"970","2010-11-05",8.4
"971","2010-11-08",8.35
"972","2010-11-09",8.23
"973","2010-11-10",8.38
"974","2010-11-11",8.37
"975","2010-11-12",8.06
"976","2010-11-15",8.15
"977","2010-11-16",8.01
"978","2010-11-17",7.95
"979","2010-11-18",7.97
"980","2010-11-19",7.96
"981","2010-11-22",8.25
"982","2010-11-23",8.54
"983","2010-11-24",9.5
"984","2010-11-26",9.01
"985","2010-11-29",9.24
"986","2010-11-30",9.02
"987","2010-12-01",9.17
"988","2010-12-02",8.96
"989","2010-12-03",8.87
"990","2010-12-06",8.75
"991","2010-12-07",9.68
"992","2010-12-08",9.76
"993","2010-12-09",9.47
"994","2010-12-10",9.04
"995","2010-12-13",8.98
"996","2010-12-14",9.04
"997","2010-12-15",8.93
"998","2010-12-16",8.8
"999","2010-12-17",8.96
