"","date","CNX"
"1","2007-01-03",25.191668
"2","2007-01-04",24.450001
"3","2007-01-05",24.325001
"4","2007-01-08",25.1
"5","2007-01-09",25.200001
"6","2007-01-10",25.375
"7","2007-01-11",25.908333
"8","2007-01-12",26.791666
"9","2007-01-16",26.325001
"10","2007-01-17",26.291666
"11","2007-01-18",26.174999
"12","2007-01-19",27.558332
"13","2007-01-22",27.333334
"14","2007-01-23",28.15
"15","2007-01-24",28.358334
"16","2007-01-25",28.058332
"17","2007-01-26",28.458334
"18","2007-01-29",27.766666
"19","2007-01-30",28.6
"20","2007-01-31",28.691668
"21","2007-02-01",29.408333
"22","2007-02-02",29.549999
"23","2007-02-05",29.958334
"24","2007-02-06",29.908333
"25","2007-02-07",29.258333
"26","2007-02-08",29.283333
"27","2007-02-09",29.1
"28","2007-02-12",28.808332
"29","2007-02-13",29.375
"30","2007-02-14",29.341667
"31","2007-02-15",29.033333
"32","2007-02-16",29.191668
"33","2007-02-20",29.041666
"34","2007-02-21",29.683332
"35","2007-02-22",31.5
"36","2007-02-23",31.391666
"37","2007-02-26",31.049999
"38","2007-02-27",29.025
"39","2007-02-28",29.733334
"40","2007-03-01",29.758333
"41","2007-03-02",29.15
"42","2007-03-05",28.558332
"43","2007-03-06",29.25
"44","2007-03-07",29.466667
"45","2007-03-08",30.200001
"46","2007-03-09",29.966667
"47","2007-03-12",29.691668
"48","2007-03-13",29.091667
"49","2007-03-14",29.325001
"50","2007-03-15",30.258333
"51","2007-03-16",30.058332
"52","2007-03-19",30.983334
"53","2007-03-20",30.700001
"54","2007-03-21",31.366667
"55","2007-03-22",32.474998
"56","2007-03-23",32.674999
"57","2007-03-26",32.908333
"58","2007-03-27",32.308334
"59","2007-03-28",32.674999
"60","2007-03-29",32.383335
"61","2007-03-30",32.608334
"62","2007-04-02",32.891666
"63","2007-04-03",32.775002
"64","2007-04-04",35.216667
"65","2007-04-05",35.200001
"66","2007-04-09",35.400002
"67","2007-04-10",35.25
"68","2007-04-11",34.258335
"69","2007-04-12",35.441666
"70","2007-04-13",35.825001
"71","2007-04-16",36.941666
"72","2007-04-17",36.066666
"73","2007-04-18",34.674999
"74","2007-04-19",34.541668
"75","2007-04-20",34.633335
"76","2007-04-23",35.483334
"77","2007-04-24",35.283333
"78","2007-04-25",35.858334
"79","2007-04-26",35.291668
"80","2007-04-27",35.091667
"81","2007-04-30",34.891666
"82","2007-05-01",35.025002
"83","2007-05-02",35.741665
"84","2007-05-03",35.674999
"85","2007-05-04",35.308334
"86","2007-05-07",36.174999
"87","2007-05-08",35.916668
"88","2007-05-09",37.400002
"89","2007-05-10",36.391666
"90","2007-05-11",37.974998
"91","2007-05-14",37.625
"92","2007-05-15",37.549999
"93","2007-05-16",36.733334
"94","2007-05-17",37.075001
"95","2007-05-18",38.341667
"96","2007-05-21",38.799999
"97","2007-05-22",38.849998
"98","2007-05-23",39.441666
"99","2007-05-24",39.191666
"100","2007-05-25",40
"101","2007-05-29",40.025002
"102","2007-05-30",40.700001
"103","2007-05-31",40.491665
"104","2007-06-01",40.808334
"105","2007-06-04",41.299999
"106","2007-06-05",40.408333
"107","2007-06-06",39.299999
"108","2007-06-07",37.75
"109","2007-06-08",38.333332
"110","2007-06-11",38.483334
"111","2007-06-12",37.608334
"112","2007-06-13",39.125
"113","2007-06-14",40.066666
"114","2007-06-15",39.958332
"115","2007-06-18",40.25
"116","2007-06-19",40.566666
"117","2007-06-20",39.424999
"118","2007-06-21",40.241665
"119","2007-06-22",39.691666
"120","2007-06-25",39.299999
"121","2007-06-26",38.233334
"122","2007-06-27",38.191666
"123","2007-06-28",38.474998
"124","2007-06-29",38.424999
"125","2007-07-02",38.883335
"126","2007-07-03",39.308334
"127","2007-07-05",39.200001
"128","2007-07-06",40
"129","2007-07-09",40.816666
"130","2007-07-10",39.408333
"131","2007-07-11",39.625
"132","2007-07-12",40.325001
"133","2007-07-13",41.708332
"134","2007-07-16",40.508335
"135","2007-07-17",39.341667
"136","2007-07-18",38.966667
"137","2007-07-19",39.724998
"138","2007-07-20",38.583332
"139","2007-07-23",37.741665
"140","2007-07-24",35.441666
"141","2007-07-25",34.833332
"142","2007-07-26",33.599998
"143","2007-07-27",34.150002
"144","2007-07-30",34.708332
"145","2007-07-31",34.708332
"146","2007-08-01",34.766666
"147","2007-08-02",34.099998
"148","2007-08-03",31.816668
"149","2007-08-06",32.341667
"150","2007-08-07",33.525002
"151","2007-08-08",34.991665
"152","2007-08-09",34.650002
"153","2007-08-10",33.808334
"154","2007-08-13",33.108334
"155","2007-08-14",32.200001
"156","2007-08-15",31.058332
"157","2007-08-16",30.333334
"158","2007-08-17",32.116665
"159","2007-08-20",32.491665
"160","2007-08-21",32.083332
"161","2007-08-22",33.358334
"162","2007-08-23",33.641666
"163","2007-08-24",34.308334
"164","2007-08-27",33.658333
"165","2007-08-28",32.383335
"166","2007-08-29",33.483334
"167","2007-08-30",32.775002
"168","2007-08-31",33.233334
"169","2007-09-04",34.308334
"170","2007-09-05",33.516666
"171","2007-09-06",35.241665
"172","2007-09-07",34.158333
"173","2007-09-10",34.016666
"174","2007-09-11",35.091667
"175","2007-09-12",35.733334
"176","2007-09-13",36.650002
"177","2007-09-14",36.958332
"178","2007-09-17",37.391666
"179","2007-09-18",38.658333
"180","2007-09-19",37.591667
"181","2007-09-20",37.525002
"182","2007-09-21",37.716667
"183","2007-09-24",37.908333
"184","2007-09-25",37.549999
"185","2007-09-26",37.849998
"186","2007-09-27",38.333332
"187","2007-09-28",38.833332
"188","2007-10-01",39.441666
"189","2007-10-02",39.883335
"190","2007-10-03",39.291668
"191","2007-10-04",37.783333
"192","2007-10-05",38.400002
"193","2007-10-08",38.541668
"194","2007-10-09",40.083332
"195","2007-10-10",41.416668
"196","2007-10-11",41.974998
"197","2007-10-12",41.966667
"198","2007-10-15",42.766666
"199","2007-10-16",42.825001
"200","2007-10-17",42.858334
"201","2007-10-18",43.025002
"202","2007-10-19",40.708332
"203","2007-10-22",41.383335
"204","2007-10-23",41.266666
"205","2007-10-24",41.700001
"206","2007-10-25",44.724998
"207","2007-10-26",47.766666
"208","2007-10-29",47.275002
"209","2007-10-30",45.783333
"210","2007-10-31",47.083332
"211","2007-11-01",44.474998
"212","2007-11-02",46.075001
"213","2007-11-05",45.916668
"214","2007-11-06",48.166668
"215","2007-11-07",47
"216","2007-11-08",47.491665
"217","2007-11-09",46.633335
"218","2007-11-12",42.066666
"219","2007-11-13",43.391666
"220","2007-11-14",43.691666
"221","2007-11-15",41.708332
"222","2007-11-16",42.458332
"223","2007-11-19",41.816666
"224","2007-11-20",45.458332
"225","2007-11-21",44.533333
"226","2007-11-23",45.791668
"227","2007-11-26",45.833332
"228","2007-11-27",46.883335
"229","2007-11-28",49.658333
"230","2007-11-29",49.049999
"231","2007-11-30",49.400002
"232","2007-12-03",47.791668
"233","2007-12-04",48.233334
"234","2007-12-05",50.708332
"235","2007-12-06",52.625
"236","2007-12-07",53.008335
"237","2007-12-10",54.424999
"238","2007-12-11",51.541668
"239","2007-12-12",54.166668
"240","2007-12-13",54.758335
"241","2007-12-14",55.016666
"242","2007-12-17",54.791668
"243","2007-12-18",56.041668
"244","2007-12-19",56.700001
"245","2007-12-20",58.333332
"246","2007-12-21",59.5
"247","2007-12-24",60.625
"248","2007-12-26",61.316666
"249","2007-12-27",59.275002
"250","2007-12-28",59.799999
"251","2007-12-31",59.599998
"252","2008-01-02",60.125
"253","2008-01-03",57.758335
"254","2008-01-04",54.566666
"255","2008-01-07",53.608334
"256","2008-01-08",54.766666
"257","2008-01-09",53.533333
"258","2008-01-10",54.591667
"259","2008-01-11",54.391666
"260","2008-01-14",57.433334
"261","2008-01-15",56.883335
"262","2008-01-16",52.724998
"263","2008-01-17",49.191666
"264","2008-01-18",49.833332
"265","2008-01-22",49.541668
"266","2008-01-23",50.825001
"267","2008-01-24",56.508335
"268","2008-01-25",60.841667
"269","2008-01-28",63.466667
"270","2008-01-29",60.833332
"271","2008-01-30",58.908333
"272","2008-01-31",60.733334
"273","2008-02-01",63.283333
"274","2008-02-04",63.900002
"275","2008-02-05",61
"276","2008-02-06",60.291668
"277","2008-02-07",62.216667
"278","2008-02-08",64.616669
"279","2008-02-11",67.466667
"280","2008-02-12",64.150002
"281","2008-02-13",66.791664
"282","2008-02-14",66.566666
"283","2008-02-15",62.566666
"284","2008-02-19",65.541664
"285","2008-02-20",65.508331
"286","2008-02-21",63.075001
"287","2008-02-22",63.708332
"288","2008-02-25",67.76667
"289","2008-02-26",67.775002
"290","2008-02-27",65.900002
"291","2008-02-28",66.708336
"292","2008-02-29",63.316666
"293","2008-03-03",63.583332
"294","2008-03-04",62.008335
"295","2008-03-05",64.666664
"296","2008-03-06",64.541664
"297","2008-03-07",61.708332
"298","2008-03-10",56.858334
"299","2008-03-11",58.825001
"300","2008-03-12",57.383335
"301","2008-03-13",59.283333
"302","2008-03-14",57.174999
"303","2008-03-17",54
"304","2008-03-18",57.5
"305","2008-03-19",53.216667
"306","2008-03-20",53.5
"307","2008-03-24",54.25
"308","2008-03-25",56.883335
"309","2008-03-26",58.825001
"310","2008-03-27",58.674999
"311","2008-03-28",57.916668
"312","2008-03-31",57.658333
"313","2008-04-01",58.258335
"314","2008-04-02",58.258335
"315","2008-04-03",60.549999
"316","2008-04-04",63.424999
"317","2008-04-07",62.133335
"318","2008-04-08",65.175003
"319","2008-04-09",63.974998
"320","2008-04-10",64.916664
"321","2008-04-11",63.025002
"322","2008-04-14",66.058334
