"","date","MOH"
"1","2007-01-03",22.360001
"2","2007-01-04",22.166666
"3","2007-01-05",22.1
"4","2007-01-08",21.586666
"5","2007-01-09",22.606667
"6","2007-01-10",22.66
"7","2007-01-11",22.866667
"8","2007-01-12",22.9
"9","2007-01-16",23.013334
"10","2007-01-17",22.593334
"11","2007-01-18",20.766666
"12","2007-01-19",21.266666
"13","2007-01-22",20.906666
"14","2007-01-23",21.1
"15","2007-01-24",21.166666
"16","2007-01-25",21.026667
"17","2007-01-26",21
"18","2007-01-29",20.286667
"19","2007-01-30",20.613333
"20","2007-01-31",20.553333
"21","2007-02-01",20.666666
"22","2007-02-02",20.299999
"23","2007-02-05",20.540001
"24","2007-02-06",20.613333
"25","2007-02-07",20.326666
"26","2007-02-08",20.253334
"27","2007-02-09",20.046667
"28","2007-02-12",19.846666
"29","2007-02-13",20.186666
"30","2007-02-14",20.326666
"31","2007-02-15",20.593334
"32","2007-02-16",20.993334
"33","2007-02-20",20.673334
"34","2007-02-21",21.040001
"35","2007-02-22",21.153334
"36","2007-02-23",21.033333
"37","2007-02-26",21
"38","2007-02-27",20.766666
"39","2007-02-28",20.773333
"40","2007-03-01",20.879999
"41","2007-03-02",20.746666
"42","2007-03-05",20.566668
"43","2007-03-06",21.166666
"44","2007-03-07",20.953333
"45","2007-03-08",20.753334
"46","2007-03-09",20.566668
"47","2007-03-12",20.833334
"48","2007-03-13",20.5
"49","2007-03-14",20.386667
"50","2007-03-15",20.406666
"51","2007-03-16",20.26
"52","2007-03-19",20.486666
"53","2007-03-20",20.700001
"54","2007-03-21",21.166666
"55","2007-03-22",20.780001
"56","2007-03-23",20.766666
"57","2007-03-26",20.546667
"58","2007-03-27",20.473333
"59","2007-03-28",20.146667
"60","2007-03-29",19.9
"61","2007-03-30",20.393333
"62","2007-04-02",20.719999
"63","2007-04-03",20.993334
"64","2007-04-04",21.073334
"65","2007-04-05",21.18
"66","2007-04-09",21.52
"67","2007-04-10",21.92
"68","2007-04-11",22.213333
"69","2007-04-12",22.233334
"70","2007-04-13",22.459999
"71","2007-04-16",22.466667
"72","2007-04-17",22.413334
"73","2007-04-18",22.266666
"74","2007-04-19",22.413334
"75","2007-04-20",23.066668
"76","2007-04-23",22.9
"77","2007-04-24",22.639999
"78","2007-04-25",21.959999
"79","2007-04-26",21.646667
"80","2007-04-27",21.120001
"81","2007-04-30",20.146667
"82","2007-05-01",19.799999
"83","2007-05-02",21.893333
"84","2007-05-03",21.693333
"85","2007-05-04",21.406666
"86","2007-05-07",21.893333
"87","2007-05-08",21.833334
"88","2007-05-09",21.773333
"89","2007-05-10",21.473333
"90","2007-05-11",21.513334
"91","2007-05-14",21.493334
"92","2007-05-15",21.5
"93","2007-05-16",21.620001
"94","2007-05-17",21.440001
"95","2007-05-18",21.406666
"96","2007-05-21",21.566668
"97","2007-05-22",21.706667
"98","2007-05-23",21.42
"99","2007-05-24",21.040001
"100","2007-05-25",21.166666
"101","2007-05-29",21.34
"102","2007-05-30",21.166666
"103","2007-05-31",21.313334
"104","2007-06-01",21.586666
"105","2007-06-04",21.34
"106","2007-06-05",21.206667
"107","2007-06-06",20.973333
"108","2007-06-07",20.646667
"109","2007-06-08",20.673334
"110","2007-06-11",20.393333
"111","2007-06-12",20.826666
"112","2007-06-13",20.793333
"113","2007-06-14",20.486666
"114","2007-06-15",20.626667
"115","2007-06-18",20.466667
"116","2007-06-19",20.166666
"117","2007-06-20",20.253334
"118","2007-06-21",20.700001
"119","2007-06-22",20.326666
