"","date","XIN"
"364","2009-05-22",6.23
"365","2009-05-26",6.8
"366","2009-05-27",6.75
"367","2009-05-28",6.94
"368","2009-05-29",6.92
"369","2009-06-01",7.16
"370","2009-06-02",6.9
"371","2009-06-03",6.67
"372","2009-06-04",7.19
"373","2009-06-05",7.37
"374","2009-06-08",7.54
"375","2009-06-09",7.5
"376","2009-06-10",7.46
"377","2009-06-11",6.99
"378","2009-06-12",7.2
"379","2009-06-15",6.93
"380","2009-06-16",6.5
"381","2009-06-17",6.39
"382","2009-06-18",6.48
"383","2009-06-19",6.99
"384","2009-06-22",6.63
"385","2009-06-23",6.7
"386","2009-06-24",7.1
"387","2009-06-25",6.92
"388","2009-06-26",6.69
"389","2009-06-29",6.46
"390","2009-06-30",6.48
"391","2009-07-01",6.83
"392","2009-07-02",6.85
"393","2009-07-06",6.35
"394","2009-07-07",6.39
"395","2009-07-08",5.9
"396","2009-07-09",6.23
"397","2009-07-10",6.06
"398","2009-07-13",6.4
"399","2009-07-14",6.19
"400","2009-07-15",6.57
"401","2009-07-16",6.58
"402","2009-07-17",6.52
"403","2009-07-20",7.05
"404","2009-07-21",6.88
"405","2009-07-22",6.92
"406","2009-07-23",7
"407","2009-07-24",6.85
"408","2009-07-27",6.54
"409","2009-07-28",6.99
"410","2009-07-29",6.6
"411","2009-07-30",6.73
"412","2009-07-31",6.8
"413","2009-08-03",6.66
"414","2009-08-04",6.83
"415","2009-08-05",6.56
"416","2009-08-06",6.14
"417","2009-08-07",5.91
"418","2009-08-10",5.99
"419","2009-08-11",5.42
"420","2009-08-12",5.45
"421","2009-08-13",5.49
"422","2009-08-14",5.13
"423","2009-08-17",5.03
"424","2009-08-18",5.13
"425","2009-08-19",4.99
"426","2009-08-20",5.01
"427","2009-08-21",5.07
"428","2009-08-24",4.87
"429","2009-08-25",4.65
"430","2009-08-26",4.74
"431","2009-08-27",4.57
"432","2009-08-28",4.5
"433","2009-08-31",4.19
"434","2009-09-01",4.1
"435","2009-09-02",3.99
"436","2009-09-03",4.76
"437","2009-09-04",5.27
"438","2009-09-08",5.09
"439","2009-09-09",5.02
"440","2009-09-10",4.97
"441","2009-09-11",5.23
"442","2009-09-14",5.13
"443","2009-09-15",5.08
"444","2009-09-16",5.25
"445","2009-09-17",5.07
"446","2009-09-18",5.12
"447","2009-09-21",5.13
"448","2009-09-22",5.04
"449","2009-09-23",4.88
"450","2009-09-24",4.58
"451","2009-09-25",4.66
"452","2009-09-28",4.55
"453","2009-09-29",4.54
"454","2009-09-30",4.64
"455","2009-10-01",4.49
"456","2009-10-02",4.66
"457","2009-10-05",4.53
"458","2009-10-06",4.55
"459","2009-10-07",4.45
"460","2009-10-08",4.46
"461","2009-10-09",4.53
"462","2009-10-12",4.43
"463","2009-10-13",4.43
"464","2009-10-14",4.41
"465","2009-10-15",4.39
"466","2009-10-16",4.29
"467","2009-10-19",4.3
"468","2009-10-20",4.36
"469","2009-10-21",4.34
"470","2009-10-22",4.19
"471","2009-10-23",4.07
"472","2009-10-26",4.06
"473","2009-10-27",4.08
"474","2009-10-28",3.72
"475","2009-10-29",3.94
"476","2009-10-30",4.05
"477","2009-11-02",4.21
"478","2009-11-03",4.26
"479","2009-11-04",4.42
"480","2009-11-05",4.51
"481","2009-11-06",4.84
"482","2009-11-09",5.06
"483","2009-11-10",5.09
"484","2009-11-11",5.22
"485","2009-11-12",5.04
"486","2009-11-13",5.33
"487","2009-11-16",5.24
"488","2009-11-17",5.13
"489","2009-11-18",5.15
"490","2009-11-19",5.07
"491","2009-11-20",4.99
"492","2009-11-23",5.09
"493","2009-11-24",4.92
"494","2009-11-25",4.88
"495","2009-11-27",4.75
"496","2009-11-30",4.77
"497","2009-12-01",4.74
"498","2009-12-02",4.63
"499","2009-12-03",4.69
"500","2009-12-04",4.73
"501","2009-12-07",4.74
"502","2009-12-08",4.68
"503","2009-12-09",4.52
"504","2009-12-10",4.52
"505","2009-12-11",4.62
"506","2009-12-14",4.84
"507","2009-12-15",4.76
"508","2009-12-16",4.69
"509","2009-12-17",4.42
"510","2009-12-18",4.28
"511","2009-12-21",4.12
"512","2009-12-22",4.14
"513","2009-12-23",4.44
"514","2009-12-24",4.58
"515","2009-12-28",4.58
"516","2009-12-29",4.57
"517","2009-12-30",4.3
"518","2009-12-31",4.47
"519","2010-01-04",4.5
"520","2010-01-05",4.59
"521","2010-01-06",4.69
"522","2010-01-07",4.66
"523","2010-01-08",4.59
"524","2010-01-11",4.47
"525","2010-01-12",4.4
"526","2010-01-13",4.4
"527","2010-01-14",4.35
"528","2010-01-15",4.27
"529","2010-01-19",4.32
"530","2010-01-20",4.24
"531","2010-01-21",4.18
"532","2010-01-22",4.11
"533","2010-01-25",4.08
"534","2010-01-26",4.08
"535","2010-01-27",4.02
"536","2010-01-28",4
"537","2010-01-29",3.97
"538","2010-02-01",3.95
"539","2010-02-02",4.03
"540","2010-02-03",4.05
"541","2010-02-04",3.86
"542","2010-02-05",3.86
"543","2010-02-08",3.73
"544","2010-02-09",3.72
"545","2010-02-10",3.84
"546","2010-02-11",4.04
"547","2010-02-12",4.11
"548","2010-02-16",4.1
"549","2010-02-17",4.04
"550","2010-02-18",3.96
"551","2010-02-19",3.95
"552","2010-02-22",3.97
"553","2010-02-23",3.87
"554","2010-02-24",3.85
"555","2010-02-25",3.83
"556","2010-02-26",3.9
"557","2010-03-01",3.99
"558","2010-03-02",4.02
"559","2010-03-03",3.97
"560","2010-03-04",3.98
"561","2010-03-05",3.96
"562","2010-03-08",4.25
"563","2010-03-09",4.18
"564","2010-03-10",4.18
"565","2010-03-11",4.13
"566","2010-03-12",4.12
"567","2010-03-15",4.06
"568","2010-03-16",4.05
"569","2010-03-17",4.12
"570","2010-03-18",4.2
"571","2010-03-19",4.14
"572","2010-03-22",4.09
"573","2010-03-23",4.05
"574","2010-03-24",4
"575","2010-03-25",4.02
"576","2010-03-26",4
"577","2010-03-29",4.02
"578","2010-03-30",4.03
"579","2010-03-31",3.99
"580","2010-04-01",4.06
"581","2010-04-05",3.82
"582","2010-04-06",4
"583","2010-04-07",4.01
"584","2010-04-08",3.99
"585","2010-04-09",3.92
"586","2010-04-12",3.96
"587","2010-04-13",4
"588","2010-04-14",4.09
"589","2010-04-15",4.04
"590","2010-04-16",3.93
"591","2010-04-19",3.8
"592","2010-04-20",3.82
"593","2010-04-21",3.81
"594","2010-04-22",3.65
"595","2010-04-23",3.77
"596","2010-04-26",3.76
"597","2010-04-27",3.64
"598","2010-04-28",3.64
"599","2010-04-29",3.69
"600","2010-04-30",3.6
"601","2010-05-03",3.51
"602","2010-05-04",3.38
"603","2010-05-05",3.23
"604","2010-05-06",3.03
"605","2010-05-07",2.95
"606","2010-05-10",3.04
"607","2010-05-11",2.9
"608","2010-05-12",2.95
"609","2010-05-13",2.81
"610","2010-05-14",2.66
"611","2010-05-17",2.6
"612","2010-05-18",2.59
"613","2010-05-19",2.38
"614","2010-05-20",2.37
"615","2010-05-21",2.38
"616","2010-05-24",2.63
"617","2010-05-25",2.65
"618","2010-05-26",2.75
"619","2010-05-27",2.84
"620","2010-05-28",3.19
"621","2010-06-01",2.92
"622","2010-06-02",2.99
"623","2010-06-03",2.97
"624","2010-06-04",2.95
"625","2010-06-07",2.73
"626","2010-06-08",2.6
"627","2010-06-09",2.6
"628","2010-06-10",2.78
"629","2010-06-11",2.81
"630","2010-06-14",2.62
"631","2010-06-15",2.75
"632","2010-06-16",2.68
"633","2010-06-17",2.63
"634","2010-06-18",2.68
"635","2010-06-21",2.58
"636","2010-06-22",2.48
"637","2010-06-23",2.45
"638","2010-06-24",2.44
"639","2010-06-25",2.47
"640","2010-06-28",2.5
"641","2010-06-29",2.44
"642","2010-06-30",2.38
"643","2010-07-01",2.37
"644","2010-07-02",2.38
"645","2010-07-06",2.38
"646","2010-07-07",2.36
"647","2010-07-08",2.38
"648","2010-07-09",2.56
"649","2010-07-12",2.58
"650","2010-07-13",2.62
"651","2010-07-14",2.57
"652","2010-07-15",2.61
"653","2010-07-16",2.5
"654","2010-07-19",2.46
"655","2010-07-20",2.66
"656","2010-07-21",2.66
"657","2010-07-22",2.6
"658","2010-07-23",2.65
"659","2010-07-26",2.74
"660","2010-07-27",2.7
"661","2010-07-28",2.66
"662","2010-07-29",2.59
"663","2010-07-30",2.79
"664","2010-08-02",2.9
"665","2010-08-03",2.86
"666","2010-08-04",2.87
"667","2010-08-05",2.85
"668","2010-08-06",2.86
"669","2010-08-09",2.81
"670","2010-08-10",2.73
"671","2010-08-11",2.68
"672","2010-08-12",2.65
"673","2010-08-13",2.67
"674","2010-08-16",2.7
"675","2010-08-17",2.68
"676","2010-08-18",2.71
"677","2010-08-19",2.65
"678","2010-08-20",2.61
"679","2010-08-23",2.67
"680","2010-08-24",2.6
"681","2010-08-25",2.58
"682","2010-08-26",2.68
"683","2010-08-27",2.63
"684","2010-08-30",2.6
"685","2010-08-31",2.61
"686","2010-09-01",2.59
"687","2010-09-02",2.69
"688","2010-09-03",2.69
"689","2010-09-07",2.65
"690","2010-09-08",2.63
"691","2010-09-09",2.59
"692","2010-09-10",2.63
"693","2010-09-13",2.62
"694","2010-09-14",2.61
"695","2010-09-15",2.66
"696","2010-09-16",2.59
"697","2010-09-17",2.54
"698","2010-09-20",2.57
"699","2010-09-21",2.52
"700","2010-09-22",2.5
"701","2010-09-23",2.47
"702","2010-09-24",2.51
"703","2010-09-27",2.46
"704","2010-09-28",2.46
"705","2010-09-29",2.41
"706","2010-09-30",2.46
"707","2010-10-01",2.48
"708","2010-10-04",2.44
"709","2010-10-05",2.58
"710","2010-10-06",3.01
"711","2010-10-07",2.97
"712","2010-10-08",2.91
"713","2010-10-11",3.01
"714","2010-10-12",3.02
"715","2010-10-13",3.09
"716","2010-10-14",3.1
"717","2010-10-15",3.05
"718","2010-10-18",3.31
"719","2010-10-19",3
"720","2010-10-20",3.06
"721","2010-10-21",3.01
"722","2010-10-22",2.96
"723","2010-10-25",2.99
"724","2010-10-26",3.05
"725","2010-10-27",3.07
"726","2010-10-28",3.17
"727","2010-10-29",3.11
"728","2010-11-01",3.05
"729","2010-11-02",3.09
"730","2010-11-03",3.05
"731","2010-11-04",3.12
"732","2010-11-05",3.22
"733","2010-11-08",3.26
"734","2010-11-09",3.1
"735","2010-11-10",2.93
"736","2010-11-11",2.81
"737","2010-11-12",2.71
"738","2010-11-15",2.57
"739","2010-11-16",2.55
"740","2010-11-17",2.6
"741","2010-11-18",2.56
"742","2010-11-19",2.54
"743","2010-11-22",2.53
"744","2010-11-23",2.38
"745","2010-11-24",2.49
"746","2010-11-26",2.41
"747","2010-11-29",2.46
"748","2010-11-30",2.41
"749","2010-12-01",2.44
"750","2010-12-02",2.52
"751","2010-12-03",2.59
"752","2010-12-06",2.53
"753","2010-12-07",2.49
"754","2010-12-08",2.4
"755","2010-12-09",2.46
"756","2010-12-10",2.42
"757","2010-12-13",2.43
"758","2010-12-14",2.42
"759","2010-12-15",2.4
"760","2010-12-16",2.42
"761","2010-12-17",2.36
"762","2010-12-20",2.33
"763","2010-12-21",2.36
"764","2010-12-22",2.5
"765","2010-12-23",2.44
"766","2010-12-27",2.4
"767","2010-12-28",2.39
"768","2010-12-29",2.38
"769","2010-12-30",2.39
"770","2010-12-31",2.63
"771","2011-01-03",2.74
"772","2011-01-04",2.73
"773","2011-01-05",2.72
"774","2011-01-06",2.76
"775","2011-01-07",2.74
"776","2011-01-10",2.73
"777","2011-01-11",2.74
"778","2011-01-12",2.86
"779","2011-01-13",2.89
"780","2011-01-14",2.83
"781","2011-01-18",2.72
"782","2011-01-19",2.63
"783","2011-01-20",2.55
"784","2011-01-21",2.52
"785","2011-01-24",2.45
"786","2011-01-25",2.43
"787","2011-01-26",2.5
"788","2011-01-27",2.48
"789","2011-01-28",2.41
"790","2011-01-31",2.42
"791","2011-02-01",2.5
"792","2011-02-02",2.51
"793","2011-02-03",2.44
"794","2011-02-04",2.41
"795","2011-02-07",2.44
"796","2011-02-08",2.44
"797","2011-02-09",2.45
"798","2011-02-10",2.41
"799","2011-02-11",2.42
"800","2011-02-14",2.46
"801","2011-02-15",2.41
"802","2011-02-16",2.47
"803","2011-02-17",2.55
"804","2011-02-18",2.55
"805","2011-02-22",2.53
"806","2011-02-23",2.49
"807","2011-02-24",2.56
"808","2011-02-25",2.74
"809","2011-02-28",2.64
"810","2011-03-01",2.54
"811","2011-03-02",2.52
"812","2011-03-03",2.54
"813","2011-03-04",2.53
"814","2011-03-07",2.5
"815","2011-03-08",2.53
"816","2011-03-09",2.51
"817","2011-03-10",2.46
"818","2011-03-11",2.45
"819","2011-03-14",2.46
"820","2011-03-15",2.36
"821","2011-03-16",2.33
"822","2011-03-17",2.33
"823","2011-03-18",2.4
"824","2011-03-21",2.37
"825","2011-03-22",2.38
"826","2011-03-23",2.38
"827","2011-03-24",2.37
"828","2011-03-25",2.36
"829","2011-03-28",2.35
"830","2011-03-29",2.33
"831","2011-03-30",2.34
"832","2011-03-31",2.35
"833","2011-04-01",2.35
"834","2011-04-04",2.32
"835","2011-04-05",2.32
"836","2011-04-06",2.4
"837","2011-04-07",2.43
"838","2011-04-08",2.43
"839","2011-04-11",2.36
"840","2011-04-12",2.29
"841","2011-04-13",2.21
"842","2011-04-14",2.18
"843","2011-04-15",2.17
"844","2011-04-18",2.22
"845","2011-04-19",2.28
"846","2011-04-20",2.24
"847","2011-04-21",2.28
"848","2011-04-25",2.24
"849","2011-04-26",2.22
"850","2011-04-27",2.25
"851","2011-04-28",2.19
"852","2011-04-29",2.17
"853","2011-05-02",2.2
"854","2011-05-03",2.2
"855","2011-05-04",2.18
"856","2011-05-05",2.16
"857","2011-05-06",2.15
"858","2011-05-09",2.21
"859","2011-05-10",2.24
"860","2011-05-11",2.25
"861","2011-05-12",2.16
"862","2011-05-13",2.18
"863","2011-05-16",2.08
"864","2011-05-17",2.15
"865","2011-05-18",2.19
"866","2011-05-19",2.2
"867","2011-05-20",2.21
"868","2011-05-23",2.17
"869","2011-05-24",2.05
"870","2011-05-25",1.92
"871","2011-05-26",2.25
"872","2011-05-27",2.4
"873","2011-05-31",2.3
"874","2011-06-01",2.26
"875","2011-06-02",2.27
"876","2011-06-03",2.22
"877","2011-06-06",2.09
"878","2011-06-07",2.15
"879","2011-06-08",2.07
"880","2011-06-09",2.09
"881","2011-06-10",2.07
"882","2011-06-13",2.05
"883","2011-06-14",2.04
"884","2011-06-15",2.02
"885","2011-06-16",2.05
"886","2011-06-17",2.1
"887","2011-06-20",2.05
"888","2011-06-21",2.1
"889","2011-06-22",2.09
"890","2011-06-23",2.11
"891","2011-06-24",2.12
"892","2011-06-27",2.14
"893","2011-06-28",2.15
"894","2011-06-29",2.18
"895","2011-06-30",2.19
"896","2011-07-01",2.22
"897","2011-07-05",2.21
"898","2011-07-06",2.21
"899","2011-07-07",2.22
"900","2011-07-08",2.19
"901","2011-07-11",2.08
"902","2011-07-12",2.08
"903","2011-07-13",2.07
"904","2011-07-14",2.04
"905","2011-07-15",2.04
"906","2011-07-18",1.98
"907","2011-07-19",2
"908","2011-07-20",2.02
"909","2011-07-21",2.01
"910","2011-07-22",2.04
"911","2011-07-25",2.02
"912","2011-07-26",2
"913","2011-07-27",2
"914","2011-07-28",1.98
"915","2011-07-29",1.94
"916","2011-08-01",1.92
"917","2011-08-02",1.88
"918","2011-08-03",1.87
"919","2011-08-04",1.74
"920","2011-08-05",1.7
"921","2011-08-08",1.68
"922","2011-08-09",1.96
"923","2011-08-10",2.22
"924","2011-08-11",2.56
"925","2011-08-12",2.41
"926","2011-08-15",2.45
"927","2011-08-16",2.36
"928","2011-08-17",2.3
"929","2011-08-18",2.19
"930","2011-08-19",2.13
"931","2011-08-22",2.17
"932","2011-08-23",2.2
"933","2011-08-24",2.21
"934","2011-08-25",2.28
"935","2011-08-26",2.3
"936","2011-08-29",2.35
"937","2011-08-30",2.37
"938","2011-08-31",2.42
"939","2011-09-01",2.43
"940","2011-09-02",2.36
"941","2011-09-06",2.28
"942","2011-09-07",2.4
"943","2011-09-08",2.43
"944","2011-09-09",2.5
"945","2011-09-12",2.39
"946","2011-09-13",2.37
"947","2011-09-14",2.29
"948","2011-09-15",2.26
"949","2011-09-16",2.2
"950","2011-09-19",2.14
"951","2011-09-20",2.12
"952","2011-09-21",2.02
"953","2011-09-22",1.95
"954","2011-09-23",1.92
"955","2011-09-26",1.87
"956","2011-09-27",1.9
"957","2011-09-28",1.86
"958","2011-09-29",1.86
"959","2011-09-30",1.79
"960","2011-10-03",1.7
"961","2011-10-04",1.78
"962","2011-10-05",1.8
"963","2011-10-06",1.77
"964","2011-10-07",1.73
"965","2011-10-10",1.78
"966","2011-10-11",1.72
"967","2011-10-12",1.82
"968","2011-10-13",1.84
"969","2011-10-14",1.85
"970","2011-10-17",1.84
"971","2011-10-18",1.8
"972","2011-10-19",1.73
"973","2011-10-20",1.75
"974","2011-10-21",1.74
"975","2011-10-24",1.8
"976","2011-10-25",1.79
"977","2011-10-26",1.79
"978","2011-10-27",1.84
"979","2011-10-28",1.95
"980","2011-10-31",1.86
"981","2011-11-01",1.84
"982","2011-11-02",1.89
"983","2011-11-03",1.9
"984","2011-11-04",1.91
"985","2011-11-07",1.89
"986","2011-11-08",1.9
"987","2011-11-09",1.89
"988","2011-11-10",1.97
"989","2011-11-11",1.96
"990","2011-11-14",1.88
"991","2011-11-15",1.77
"992","2011-11-16",1.73
"993","2011-11-17",1.75
"994","2011-11-18",1.8
"995","2011-11-21",1.84
"996","2011-11-22",1.84
"997","2011-11-23",1.8
"998","2011-11-25",1.8
"999","2011-11-28",1.82
"1000","2011-11-29",1.79
"1001","2011-11-30",1.87
