"","date","MPW"
"96","2007-05-21",12.99
"97","2007-05-22",13.65
"98","2007-05-23",13.82
"99","2007-05-24",13.86
"100","2007-05-25",13.99
"101","2007-05-29",14.28
"102","2007-05-30",14.31
"103","2007-05-31",14.23
"104","2007-06-01",14.2
"105","2007-06-04",14.33
"106","2007-06-05",14.22
"107","2007-06-06",14.03
"108","2007-06-07",13.8
"109","2007-06-08",13.81
"110","2007-06-11",13.87
"111","2007-06-12",13.17
"112","2007-06-13",13.55
"113","2007-06-14",13.51
"114","2007-06-15",13.65
"115","2007-06-18",13.57
"116","2007-06-19",13.6
"117","2007-06-20",13.51
"118","2007-06-21",13.54
"119","2007-06-22",13.55
"120","2007-06-25",13.46
"121","2007-06-26",13.18
"122","2007-06-27",13.4
"123","2007-06-28",13.4
"124","2007-06-29",13.23
"125","2007-07-02",13.55
"126","2007-07-03",13.59
"127","2007-07-05",13.69
"128","2007-07-06",13.72
"129","2007-07-09",13.67
"130","2007-07-10",13.3
"131","2007-07-11",13.26
"132","2007-07-12",13.3
"133","2007-07-13",13.17
"134","2007-07-16",12.97
"135","2007-07-17",12.78
"136","2007-07-18",12.62
"137","2007-07-19",12.77
"138","2007-07-20",12.5
"139","2007-07-23",12.15
"140","2007-07-24",11.58
"141","2007-07-25",11.6
"142","2007-07-26",11.49
"143","2007-07-27",11.24
"144","2007-07-30",11.21
"145","2007-07-31",11.2
"146","2007-08-01",11.33
"147","2007-08-02",11.69
"148","2007-08-03",11.25
"149","2007-08-06",11.49
"150","2007-08-07",11.65
"151","2007-08-08",12.11
"152","2007-08-09",12.49
"153","2007-08-10",12.15
"154","2007-08-13",12.04
"155","2007-08-14",11.75
"156","2007-08-15",11.76
"157","2007-08-16",12.37
"158","2007-08-17",12.81
"159","2007-08-20",13.02
"160","2007-08-21",13.31
"161","2007-08-22",13.27
"162","2007-08-23",13.05
"163","2007-08-24",12.82
"164","2007-08-27",12.84
"165","2007-08-28",12.5
"166","2007-08-29",13.07
"167","2007-08-30",13.13
"168","2007-08-31",13.47
"169","2007-09-04",13.49
"170","2007-09-05",13.5
"171","2007-09-06",13.51
"172","2007-09-07",13.41
"173","2007-09-10",13.33
"174","2007-09-11",13.48
"175","2007-09-12",13.34
"176","2007-09-13",13.6
"177","2007-09-14",13.58
"178","2007-09-17",13.61
"179","2007-09-18",13.59
"180","2007-09-19",13.85
"181","2007-09-20",13.58
"182","2007-09-21",13.68
"183","2007-09-24",13.69
"184","2007-09-25",13.48
"185","2007-09-26",13.56
"186","2007-09-27",13.58
"187","2007-09-28",13.32
"188","2007-10-01",13.58
"189","2007-10-02",13.61
"190","2007-10-03",13.5
"191","2007-10-04",13.69
"192","2007-10-05",13.99
"193","2007-10-08",13.83
"194","2007-10-09",13.79
"195","2007-10-10",13.75
"196","2007-10-11",13.62
"197","2007-10-12",13.67
"198","2007-10-15",13.39
"199","2007-10-16",13.21
"200","2007-10-17",13.07
"201","2007-10-18",13.24
"202","2007-10-19",12.82
"203","2007-10-22",13.13
"204","2007-10-23",13.56
"205","2007-10-24",13.3
"206","2007-10-25",13.4
"207","2007-10-26",13.59
"208","2007-10-29",13.11
"209","2007-10-30",13.11
"210","2007-10-31",13.13
"211","2007-11-01",12.51
"212","2007-11-02",12.24
"213","2007-11-05",12
"214","2007-11-06",12.43
"215","2007-11-07",11.95
"216","2007-11-08",11.8
"217","2007-11-09",11.51
"218","2007-11-12",11.74
"219","2007-11-13",12.46
"220","2007-11-14",11.89
"221","2007-11-15",12.09
"222","2007-11-16",11.94
"223","2007-11-19",11.56
"224","2007-11-20",10.85
"225","2007-11-21",10.98
"226","2007-11-23",11.39
"227","2007-11-26",10.6
"228","2007-11-27",10.9
"229","2007-11-28",11.22
"230","2007-11-29",11.2
"231","2007-11-30",11.22
"232","2007-12-03",11.24
"233","2007-12-04",10.9
"234","2007-12-05",11.11
"235","2007-12-06",11.69
"236","2007-12-07",11.95
"237","2007-12-10",12.11
"238","2007-12-11",11.35
"239","2007-12-12",11.26
"240","2007-12-13",11.22
"241","2007-12-14",10.78
"242","2007-12-17",10.19
"243","2007-12-18",10.33
"244","2007-12-19",10.18
"245","2007-12-20",10.01
"246","2007-12-21",10.07
"247","2007-12-24",10.56
"248","2007-12-26",10.47
"249","2007-12-27",10.26
"250","2007-12-28",10.05
"251","2007-12-31",10.19
"252","2008-01-02",10.33
"253","2008-01-03",10.18
"254","2008-01-04",10.05
"255","2008-01-07",10.42
"256","2008-01-08",10.06
"257","2008-01-09",10.2
"258","2008-01-10",10.16
"259","2008-01-11",9.92
"260","2008-01-14",10
"261","2008-01-15",10.01
"262","2008-01-16",10.32
"263","2008-01-17",10.12
"264","2008-01-18",9.97
"265","2008-01-22",10.72
"266","2008-01-23",11.18
"267","2008-01-24",11.31
"268","2008-01-25",11.48
"269","2008-01-28",11.89
"270","2008-01-29",11.95
"271","2008-01-30",12.04
"272","2008-01-31",12.64
"273","2008-02-01",12.4
"274","2008-02-04",12.15
"275","2008-02-05",11.85
"276","2008-02-06",11.73
"277","2008-02-07",12.17
"278","2008-02-08",11.99
"279","2008-02-11",11.76
"280","2008-02-12",11.95
"281","2008-02-13",12.18
"282","2008-02-14",11.97
"283","2008-02-15",11.86
"284","2008-02-19",11.97
"285","2008-02-20",11.92
"286","2008-02-21",11.87
"287","2008-02-22",11.82
"288","2008-02-25",12.05
"289","2008-02-26",12.34
"290","2008-02-27",12.3
"291","2008-02-28",11.96
"292","2008-02-29",11.98
"293","2008-03-03",11.96
"294","2008-03-04",12
"295","2008-03-05",11.87
"296","2008-03-06",11.59
"297","2008-03-07",11.68
"298","2008-03-10",11.78
"299","2008-03-11",11.88
"300","2008-03-12",11.87
"301","2008-03-13",12.08
"302","2008-03-14",11.35
"303","2008-03-17",11.07
"304","2008-03-18",11.18
"305","2008-03-19",10.85
"306","2008-03-20",10.8
"307","2008-03-24",10.9
"308","2008-03-25",11.36
"309","2008-03-26",11.41
"310","2008-03-27",11.22
"311","2008-03-28",10.89
"312","2008-03-31",11.32
"313","2008-04-01",11.64
"314","2008-04-02",11.96
"315","2008-04-03",11.96
"316","2008-04-04",12.07
"317","2008-04-07",12.15
"318","2008-04-08",12.02
"319","2008-04-09",11.77
"320","2008-04-10",11.98
"321","2008-04-11",11.77
"322","2008-04-14",11.97
"323","2008-04-15",11.65
"324","2008-04-16",12
"325","2008-04-17",12.12
"326","2008-04-18",12.21
"327","2008-04-21",12.2
"328","2008-04-22",12.35
"329","2008-04-23",12.46
"330","2008-04-24",12.58
"331","2008-04-25",12.57
"332","2008-04-28",12.78
"333","2008-04-29",12.57
"334","2008-04-30",12.15
"335","2008-05-01",12.5
"336","2008-05-02",12.55
"337","2008-05-05",12.19
"338","2008-05-06",12.17
"339","2008-05-07",12.02
"340","2008-05-08",11.74
"341","2008-05-09",11.8
"342","2008-05-12",12.47
"343","2008-05-13",12.5
"344","2008-05-14",12.29
"345","2008-05-15",12.4
"346","2008-05-16",12.2
"347","2008-05-19",12.15
"348","2008-05-20",12.07
"349","2008-05-21",11.98
"350","2008-05-22",11.91
"351","2008-05-23",11.98
"352","2008-05-27",12.11
"353","2008-05-28",12.15
"354","2008-05-29",12.13
"355","2008-05-30",12.21
"356","2008-06-02",12.29
"357","2008-06-03",12.48
"358","2008-06-04",12.73
"359","2008-06-05",12.82
"360","2008-06-06",12.76
"361","2008-06-09",12.5
"362","2008-06-10",12.31
"363","2008-06-11",11.91
"364","2008-06-12",11.85
"365","2008-06-13",12.12
"366","2008-06-16",12.41
"367","2008-06-17",12.09
"368","2008-06-18",12.02
"369","2008-06-19",12.39
"370","2008-06-20",12.03
"371","2008-06-23",11.68
"372","2008-06-24",10.97
"373","2008-06-25",10.63
"374","2008-06-26",10.59
"375","2008-06-27",10.2
"376","2008-06-30",10.12
"377","2008-07-01",10.63
"378","2008-07-02",10.36
"379","2008-07-03",10.14
"380","2008-07-07",10.1
"381","2008-07-08",10.85
"382","2008-07-09",10.17
"383","2008-07-10",10.31
"384","2008-07-11",10.56
"385","2008-07-14",10.26
"386","2008-07-15",9.91
"387","2008-07-16",10.25
"388","2008-07-17",10.61
"389","2008-07-18",10.72
"390","2008-07-21",11.08
"391","2008-07-22",11.46
"392","2008-07-23",11.74
"393","2008-07-24",11.15
"394","2008-07-25",11.31
"395","2008-07-28",11.15
"396","2008-07-29",11.55
"397","2008-07-30",11.62
"398","2008-07-31",11.09
"399","2008-08-01",11.1
"400","2008-08-04",11.03
"401","2008-08-05",11.31
"402","2008-08-06",11.16
"403","2008-08-07",11.08
"404","2008-08-08",11.26
"405","2008-08-11",11.46
"406","2008-08-12",11.31
"407","2008-08-13",11.52
"408","2008-08-14",11.62
"409","2008-08-15",11.3
"410","2008-08-18",11.18
"411","2008-08-19",10.91
"412","2008-08-20",10.79
"413","2008-08-21",10.58
"414","2008-08-22",10.73
"415","2008-08-25",10.56
"416","2008-08-26",10.6
"417","2008-08-27",10.68
"418","2008-08-28",10.9
"419","2008-08-29",11.04
"420","2008-09-02",10.94
"421","2008-09-03",10.97
"422","2008-09-04",10.68
"423","2008-09-05",10.85
"424","2008-09-08",11.06
"425","2008-09-09",10.63
"426","2008-09-10",10.9
"427","2008-09-11",10.95
"428","2008-09-12",11.1
"429","2008-09-15",10.53
"430","2008-09-16",10.7
"431","2008-09-17",10.12
"432","2008-09-18",11.08
"433","2008-09-19",11.44
"434","2008-09-22",10.87
"435","2008-09-23",10.67
"436","2008-09-24",10.58
"437","2008-09-25",11.01
"438","2008-09-26",11.32
"439","2008-09-29",10.65
"440","2008-09-30",11.35
"441","2008-10-01",11.03
"442","2008-10-02",10.35
"443","2008-10-03",9.93
"444","2008-10-06",8.9
"445","2008-10-07",8.26
"446","2008-10-08",7.66
"447","2008-10-09",6.83
"448","2008-10-10",7.45
"449","2008-10-13",8.46
"450","2008-10-14",8.72
"451","2008-10-15",7.72
"452","2008-10-16",7.9
"453","2008-10-17",8.1
"454","2008-10-20",8.4
"455","2008-10-21",8.29
"456","2008-10-22",7.67
"457","2008-10-23",7.19
"458","2008-10-24",5.92
"459","2008-10-27",5.77
"460","2008-10-28",6.45
"461","2008-10-29",6.59
"462","2008-10-30",7.1
"463","2008-10-31",7.38
"464","2008-11-03",7.32
"465","2008-11-04",7.19
"466","2008-11-05",6.8
"467","2008-11-06",6.78
"468","2008-11-07",6.95
"469","2008-11-10",6.46
"470","2008-11-11",6.42
"471","2008-11-12",6
"472","2008-11-13",6.75
"473","2008-11-14",5.77
"474","2008-11-17",5.76
"475","2008-11-18",5.58
"476","2008-11-19",4.5
"477","2008-11-20",4.07
"478","2008-11-21",4.3
"479","2008-11-24",5.27
"480","2008-11-25",5.65
"481","2008-11-26",5.8
"482","2008-11-28",6.23
"483","2008-12-01",5.2
"484","2008-12-02",5.7
"485","2008-12-03",5.69
"486","2008-12-04",5.67
"487","2008-12-05",6.15
"488","2008-12-08",6.5
"489","2008-12-09",6.52
"490","2008-12-10",6.84
"491","2008-12-11",6.36
"492","2008-12-12",6.55
"493","2008-12-15",6.53
"494","2008-12-16",7.02
"495","2008-12-17",6.88
"496","2008-12-18",6.53
"497","2008-12-19",6.64
"498","2008-12-22",6.47
"499","2008-12-23",6.26
"500","2008-12-24",6.28
"501","2008-12-26",6.36
"502","2008-12-29",6.13
"503","2008-12-30",6.18
"504","2008-12-31",6.31
"505","2009-01-02",6.15
"506","2009-01-05",6.16
"507","2009-01-06",6.61
"508","2009-01-07",6.12
"509","2009-01-08",5.4
"510","2009-01-09",5.53
"511","2009-01-12",5.22
"512","2009-01-13",5.41
"513","2009-01-14",5.05
"514","2009-01-15",5.18
"515","2009-01-16",5.23
"516","2009-01-20",4.87
"517","2009-01-21",5.33
"518","2009-01-22",4.92
"519","2009-01-23",5.15
"520","2009-01-26",5.22
"521","2009-01-27",5.24
"522","2009-01-28",5.53
"523","2009-01-29",4.81
"524","2009-01-30",4.55
"525","2009-02-02",4.66
"526","2009-02-03",4.79
"527","2009-02-04",4.65
"528","2009-02-05",4.65
"529","2009-02-06",4.99
"530","2009-02-09",4.89
"531","2009-02-10",4.42
"532","2009-02-11",4.4
"533","2009-02-12",4.52
"534","2009-02-13",4.27
"535","2009-02-17",3.97
"536","2009-02-18",3.8
"537","2009-02-19",3.6
"538","2009-02-20",3.61
"539","2009-02-23",3.23
"540","2009-02-24",3.82
"541","2009-02-25",3.63
"542","2009-02-26",3.52
"543","2009-02-27",3.49
"544","2009-03-02",3.22
"545","2009-03-03",3.15
"546","2009-03-04",3.36
"547","2009-03-05",3.04
"548","2009-03-06",3.04
"549","2009-03-09",2.91
"550","2009-03-10",3.62
"551","2009-03-11",3.69
"552","2009-03-12",4.08
"553","2009-03-13",4.01
"554","2009-03-16",4.03
"555","2009-03-17",4.07
"556","2009-03-18",4.34
"557","2009-03-19",3.93
"558","2009-03-20",3.55
"559","2009-03-23",4.21
"560","2009-03-24",3.96
"561","2009-03-25",4.15
"562","2009-03-26",4.21
"563","2009-03-27",3.86
"564","2009-03-30",3.45
"565","2009-03-31",3.65
"566","2009-04-01",3.87
"567","2009-04-02",3.97
"568","2009-04-03",4.09
"569","2009-04-06",4.16
"570","2009-04-07",3.9
"571","2009-04-08",3.96
"572","2009-04-09",4.19
"573","2009-04-13",4.44
"574","2009-04-14",4.24
"575","2009-04-15",4.57
"576","2009-04-16",4.74
"577","2009-04-17",4.98
"578","2009-04-20",4.37
"579","2009-04-21",4.86
"580","2009-04-22",4.96
"581","2009-04-23",5.02
"582","2009-04-24",5.36
"583","2009-04-27",5.04
"584","2009-04-28",5
"585","2009-04-29",5.19
"586","2009-04-30",5.34
"587","2009-05-01",5.55
"588","2009-05-04",5.78
"589","2009-05-05",5.5
"590","2009-05-06",5.4
"591","2009-05-07",5.35
"592","2009-05-08",5.52
"593","2009-05-11",5.47
"594","2009-05-12",5.48
"595","2009-05-13",5
"596","2009-05-14",5.09
"597","2009-05-15",4.92
"598","2009-05-18",5.36
"599","2009-05-19",5.27
"600","2009-05-20",5.51
"601","2009-05-21",5.55
"602","2009-05-22",5.52
"603","2009-05-26",5.99
"604","2009-05-27",5.95
"605","2009-05-28",6.09
"606","2009-05-29",6.3
"607","2009-06-01",6.51
"608","2009-06-02",6.65
"609","2009-06-03",6.64
"610","2009-06-04",6.85
"611","2009-06-05",6.71
"612","2009-06-08",6.81
"613","2009-06-09",6.44
"614","2009-06-10",6.36
"615","2009-06-11",6.29
"616","2009-06-12",6.33
"617","2009-06-15",5.99
"618","2009-06-16",5.89
"619","2009-06-17",5.69
"620","2009-06-18",5.75
"621","2009-06-19",5.72
"622","2009-06-22",5.58
"623","2009-06-23",5.59
"624","2009-06-24",5.82
"625","2009-06-25",5.88
"626","2009-06-26",6.1
"627","2009-06-29",6.05
"628","2009-06-30",6.07
"629","2009-07-01",6.31
"630","2009-07-02",5.94
"631","2009-07-06",6.05
"632","2009-07-07",5.91
"633","2009-07-08",5.81
"634","2009-07-09",5.81
"635","2009-07-10",5.78
"636","2009-07-13",6.07
"637","2009-07-14",6.22
"638","2009-07-15",6.61
"639","2009-07-16",6.64
"640","2009-07-17",6.59
"641","2009-07-20",6.83
"642","2009-07-21",6.7
"643","2009-07-22",6.75
"644","2009-07-23",6.94
"645","2009-07-24",7.04
"646","2009-07-27",6.95
"647","2009-07-28",6.88
"648","2009-07-29",6.89
"649","2009-07-30",7.25
"650","2009-07-31",7
"651","2009-08-03",7.2
"652","2009-08-04",7.4
"653","2009-08-05",7.67
"654","2009-08-06",7.67
"655","2009-08-07",8.02
"656","2009-08-10",7.95
"657","2009-08-11",7.58
"658","2009-08-12",7.67
"659","2009-08-13",7.67
"660","2009-08-14",7.64
"661","2009-08-17",7.33
"662","2009-08-18",7.27
"663","2009-08-19",7.22
"664","2009-08-20",7.41
"665","2009-08-21",7.63
"666","2009-08-24",7.68
"667","2009-08-25",7.71
"668","2009-08-26",7.65
"669","2009-08-27",7.52
"670","2009-08-28",7.6
"671","2009-08-31",7.57
"672","2009-09-01",7.29
"673","2009-09-02",7.18
"674","2009-09-03",7.26
"675","2009-09-04",7.41
"676","2009-09-08",7.54
"677","2009-09-09",7.65
"678","2009-09-10",7.69
"679","2009-09-11",7.75
"680","2009-09-14",7.88
"681","2009-09-15",7.82
"682","2009-09-16",7.93
"683","2009-09-17",7.91
"684","2009-09-18",7.91
"685","2009-09-21",7.89
"686","2009-09-22",7.96
"687","2009-09-23",7.83
"688","2009-09-24",7.64
"689","2009-09-25",7.64
"690","2009-09-28",8.06
"691","2009-09-29",7.87
"692","2009-09-30",7.81
"693","2009-10-01",7.62
"694","2009-10-02",7.71
"695","2009-10-05",7.86
"696","2009-10-06",7.93
"697","2009-10-07",7.95
"698","2009-10-08",8.1
"699","2009-10-09",8.22
"700","2009-10-12",8.25
"701","2009-10-13",8.21
"702","2009-10-14",8.52
"703","2009-10-15",8.49
"704","2009-10-16",8.36
"705","2009-10-19",8.39
"706","2009-10-20",8.4
"707","2009-10-21",8.32
"708","2009-10-22",8.56
"709","2009-10-23",8.52
"710","2009-10-26",8.61
"711","2009-10-27",8.53
"712","2009-10-28",7.93
"713","2009-10-29",8.16
"714","2009-10-30",8
"715","2009-11-02",8.14
"716","2009-11-03",8.26
"717","2009-11-04",8.12
"718","2009-11-05",8.67
"719","2009-11-06",8.52
"720","2009-11-09",8.83
"721","2009-11-10",8.79
"722","2009-11-11",9.05
"723","2009-11-12",9.12
"724","2009-11-13",9.14
"725","2009-11-16",9.45
"726","2009-11-17",9.47
"727","2009-11-18",9.57
"728","2009-11-19",9.47
"729","2009-11-20",9.5
"730","2009-11-23",9.71
"731","2009-11-24",9.74
"732","2009-11-25",9.71
"733","2009-11-27",9.48
"734","2009-11-30",9.68
"735","2009-12-01",9.99
"736","2009-12-02",10.19
"737","2009-12-03",10.09
"738","2009-12-04",10.47
"739","2009-12-07",10.38
"740","2009-12-08",10.12
"741","2009-12-09",9.99
"742","2009-12-10",10
"743","2009-12-11",10.16
"744","2009-12-14",10.4
"745","2009-12-15",9.91
"746","2009-12-16",9.73
"747","2009-12-17",9.68
"748","2009-12-18",9.62
"749","2009-12-21",9.65
"750","2009-12-22",9.81
"751","2009-12-23",9.95
"752","2009-12-24",10.15
"753","2009-12-28",10.2
"754","2009-12-29",10.23
"755","2009-12-30",10.25
"756","2009-12-31",10
"757","2010-01-04",10.07
"758","2010-01-05",10.36
"759","2010-01-06",10.39
"760","2010-01-07",10.32
"761","2010-01-08",10.12
"762","2010-01-11",10.28
"763","2010-01-12",9.93
"764","2010-01-13",10.15
"765","2010-01-14",10.21
"766","2010-01-15",10.23
"767","2010-01-19",10.53
"768","2010-01-20",10.47
"769","2010-01-21",10.35
"770","2010-01-22",10.1
"771","2010-01-25",9.96
"772","2010-01-26",9.89
"773","2010-01-27",9.89
"774","2010-01-28",9.78
"775","2010-01-29",10.01
"776","2010-02-01",10
"777","2010-02-02",9.94
"778","2010-02-03",9.89
"779","2010-02-04",9.48
"780","2010-02-05",9.57
"781","2010-02-08",9.41
"782","2010-02-09",9.49
"783","2010-02-10",9.58
"784","2010-02-11",9.81
"785","2010-02-12",9.97
"786","2010-02-16",10.29
"787","2010-02-17",10.24
"788","2010-02-18",10.43
"789","2010-02-19",10.56
"790","2010-02-22",10.57
"791","2010-02-23",10.38
"792","2010-02-24",10.48
"793","2010-02-25",10.36
"794","2010-02-26",10.29
"795","2010-03-01",10.48
"796","2010-03-02",10.69
"797","2010-03-03",10.63
"798","2010-03-04",10.68
"799","2010-03-05",10.58
"800","2010-03-08",10.57
"801","2010-03-09",10.62
"802","2010-03-10",10.77
"803","2010-03-11",10.88
"804","2010-03-12",11.06
"805","2010-03-15",11.05
"806","2010-03-16",11.15
"807","2010-03-17",11.24
"808","2010-03-18",11.12
"809","2010-03-19",10.77
"810","2010-03-22",10.83
"811","2010-03-23",10.92
"812","2010-03-24",11.16
"813","2010-03-25",11.17
"814","2010-03-26",10.95
"815","2010-03-29",10.96
"816","2010-03-30",10.79
"817","2010-03-31",10.48
"818","2010-04-01",10.6
"819","2010-04-05",10.91
"820","2010-04-06",11.04
"821","2010-04-07",10.85
"822","2010-04-08",10.81
"823","2010-04-09",10.94
"824","2010-04-12",10.86
"825","2010-04-13",10.49
"826","2010-04-14",10.17
"827","2010-04-15",9.79
"828","2010-04-16",9.63
"829","2010-04-19",9.71
"830","2010-04-20",9.85
"831","2010-04-21",9.92
"832","2010-04-22",10.06
"833","2010-04-23",10.1
"834","2010-04-26",10.3
"835","2010-04-27",10.13
"836","2010-04-28",10.19
"837","2010-04-29",10.5
"838","2010-04-30",10.05
"839","2010-05-03",10.38
"840","2010-05-04",10.05
"841","2010-05-05",9.72
"842","2010-05-06",9.12
"843","2010-05-07",9.11
"844","2010-05-10",9.84
"845","2010-05-11",9.85
"846","2010-05-12",10.02
"847","2010-05-13",9.87
"848","2010-05-14",9.65
"849","2010-05-17",9.76
"850","2010-05-18",9.69
"851","2010-05-19",9.63
"852","2010-05-20",8.95
"853","2010-05-21",9.21
"854","2010-05-24",9.13
"855","2010-05-25",9.24
"856","2010-05-26",9.13
"857","2010-05-27",9.67
"858","2010-05-28",9.55
"859","2010-06-01",9.16
"860","2010-06-02",9.35
"861","2010-06-03",9.41
"862","2010-06-04",8.82
"863","2010-06-07",8.67
"864","2010-06-08",8.86
"865","2010-06-09",8.82
"866","2010-06-10",9.29
"867","2010-06-11",9.56
"868","2010-06-14",9.82
"869","2010-06-15",9.76
"870","2010-06-16",9.62
"871","2010-06-17",9.68
"872","2010-06-18",9.84
"873","2010-06-21",9.9
"874","2010-06-22",9.46
"875","2010-06-23",9.33
"876","2010-06-24",9.28
"877","2010-06-25",9.61
"878","2010-06-28",9.65
"879","2010-06-29",9.43
"880","2010-06-30",9.44
"881","2010-07-01",9.34
"882","2010-07-02",9.35
"883","2010-07-06",9.03
"884","2010-07-07",9.42
"885","2010-07-08",9.49
"886","2010-07-09",9.64
"887","2010-07-12",9.59
"888","2010-07-13",9.7
"889","2010-07-14",9.65
"890","2010-07-15",9.61
"891","2010-07-16",9.27
"892","2010-07-19",9.41
"893","2010-07-20",9.64
"894","2010-07-21",9.39
"895","2010-07-22",9.68
"896","2010-07-23",9.89
"897","2010-07-26",10.22
"898","2010-07-27",10.25
"899","2010-07-28",10.15
"900","2010-07-29",10.06
"901","2010-07-30",9.94
"902","2010-08-02",10.1
"903","2010-08-03",10.09
"904","2010-08-04",10.26
"905","2010-08-05",10.06
"906","2010-08-06",10.08
"907","2010-08-09",10.16
"908","2010-08-10",10.04
"909","2010-08-11",9.69
"910","2010-08-12",9.52
"911","2010-08-13",9.46
"912","2010-08-16",9.53
"913","2010-08-17",9.72
"914","2010-08-18",9.73
"915","2010-08-19",9.39
"916","2010-08-20",9.58
"917","2010-08-23",9.49
"918","2010-08-24",9.4
"919","2010-08-25",9.57
"920","2010-08-26",9.59
"921","2010-08-27",9.76
"922","2010-08-30",9.74
"923","2010-08-31",9.84
"924","2010-09-01",10.26
"925","2010-09-02",10.31
"926","2010-09-03",10.31
"927","2010-09-07",10.3
"928","2010-09-08",10.35
"929","2010-09-09",10.39
"930","2010-09-10",9.95
"931","2010-09-13",10.11
"932","2010-09-14",9.92
"933","2010-09-15",9.97
"934","2010-09-16",9.91
"935","2010-09-17",9.89
"936","2010-09-20",10.15
"937","2010-09-21",10.15
"938","2010-09-22",10.08
"939","2010-09-23",9.87
"940","2010-09-24",10.27
"941","2010-09-27",10.16
"942","2010-09-28",10.27
"943","2010-09-29",10.23
"944","2010-09-30",10.14
"945","2010-10-01",10.23
"946","2010-10-04",10.32
"947","2010-10-05",10.46
"948","2010-10-06",10.31
"949","2010-10-07",10.3
"950","2010-10-08",10.41
"951","2010-10-11",10.47
"952","2010-10-12",10.45
"953","2010-10-13",10.72
"954","2010-10-14",10.76
"955","2010-10-15",10.76
"956","2010-10-18",10.92
"957","2010-10-19",10.7
"958","2010-10-20",10.95
"959","2010-10-21",11.07
"960","2010-10-22",11.03
"961","2010-10-25",11.1
"962","2010-10-26",11.07
"963","2010-10-27",10.98
"964","2010-10-28",11.03
"965","2010-10-29",11.19
"966","2010-11-01",11.22
"967","2010-11-02",11.36
"968","2010-11-03",11.1
"969","2010-11-04",11.45
"970","2010-11-05",11.39
"971","2010-11-08",11.51
"972","2010-11-09",11.11
"973","2010-11-10",11.17
"974","2010-11-11",11.16
"975","2010-11-12",11
"976","2010-11-15",10.9
"977","2010-11-16",10.53
"978","2010-11-17",10.66
"979","2010-11-18",10.66
"980","2010-11-19",10.62
"981","2010-11-22",10.7
"982","2010-11-23",10.64
"983","2010-11-24",10.8
"984","2010-11-26",10.86
"985","2010-11-29",10.72
"986","2010-11-30",10.48
"987","2010-12-01",10.35
"988","2010-12-02",10.58
"989","2010-12-03",10.51
"990","2010-12-06",10.47
"991","2010-12-07",10.35
"992","2010-12-08",10.23
"993","2010-12-09",10.14
"994","2010-12-10",10.15
"995","2010-12-13",10.12
"996","2010-12-14",10.07
"997","2010-12-15",10.12
"998","2010-12-16",10.17
"999","2010-12-17",10.09
"1000","2010-12-20",10.07
