"","date","ICCH"
"1","2017-03-28",14.4
"2","2017-03-29",15.23
"3","2017-03-30",15.65
"4","2017-03-31",16.42
"5","2017-04-03",15.3
"6","2017-04-04",15.32
"7","2017-04-05",15.55
"8","2017-04-06",15.43
"9","2017-04-07",15.26
"10","2017-04-10",15.44
"11","2017-04-11",15.3
"12","2017-04-12",15.3
"13","2017-04-13",15.3
"14","2017-04-17",15.09
"15","2017-04-18",15.22
"16","2017-04-19",15.25
"17","2017-04-20",15.18
"18","2017-04-21",15.12
"19","2017-04-24",15.17
"20","2017-04-25",15.3
"21","2017-04-26",15.12
"22","2017-04-27",15.15
"23","2017-04-28",15.33
"24","2017-05-01",15.75
"25","2017-05-02",15.83
"26","2017-05-03",15.95
"27","2017-05-04",15.95
"28","2017-05-05",15.95
"29","2017-05-08",15.8
"30","2017-05-09",15.8
"31","2017-05-10",15.61
"32","2017-05-11",15.83
"33","2017-05-12",15.92
"34","2017-05-15",15.93
"35","2017-05-16",16.200001
"36","2017-05-17",16.299999
"37","2017-05-18",16.450001
"38","2017-05-19",17.450001
"39","2017-05-22",17.360001
"40","2017-05-23",17.24
"41","2017-05-24",17.059999
"42","2017-05-25",17.059999
"43","2017-05-26",17.23
"44","2017-05-30",17.24
"45","2017-05-31",18
"46","2017-06-01",17.959999
"47","2017-06-02",17.969999
"48","2017-06-05",17.93
"49","2017-06-06",17.92
"50","2017-06-07",17.950001
"51","2017-06-08",17.940001
"52","2017-06-09",17.950001
"53","2017-06-12",17.950001
"54","2017-06-13",17.9
"55","2017-06-14",18
"56","2017-06-15",17.98
"57","2017-06-16",17.09
"58","2017-06-19",17.190001
"59","2017-06-20",17.09
"60","2017-06-21",17.5
"61","2017-06-22",17.110001
"62","2017-06-23",17.5
"63","2017-06-26",17.620001
"64","2017-06-27",17.32
"65","2017-06-28",17.32
"66","2017-06-29",17.32
"67","2017-06-30",17.32
"68","2017-07-03",17.690001
"69","2017-07-05",17.690001
"70","2017-07-06",17.690001
"71","2017-07-07",17.700001
"72","2017-07-10",17.700001
"73","2017-07-11",17.700001
"74","2017-07-12",17.719999
"75","2017-07-13",17.73
"76","2017-07-14",17.75
"77","2017-07-17",17.719999
"78","2017-07-18",17.719999
"79","2017-07-19",17.719999
"80","2017-07-20",17.719999
"81","2017-07-21",17.719999
"82","2017-07-24",17.719999
"83","2017-07-25",17.370001
"84","2017-07-26",17.74
"85","2017-07-27",17.74
"86","2017-07-28",17.74
"87","2017-07-31",17.74
"88","2017-08-01",17.15
"89","2017-08-02",17.15
"90","2017-08-03",17.15
"91","2017-08-04",17.15
"92","2017-08-07",17.15
"93","2017-08-08",17.68
"94","2017-08-09",17.68
"95","2017-08-10",17.68
"96","2017-08-11",17.68
"97","2017-08-14",17.68
"98","2017-08-15",17.68
"99","2017-08-16",17.690001
"100","2017-08-17",17.75
"101","2017-08-18",17.74
"102","2017-08-21",17.700001
"103","2017-08-22",17.700001
"104","2017-08-23",17.700001
"105","2017-08-24",17.700001
"106","2017-08-25",17.700001
"107","2017-08-28",17.700001
"108","2017-08-29",17.700001
"109","2017-08-30",17.700001
"110","2017-08-31",17.719999
"111","2017-09-01",17.719999
"112","2017-09-05",17.719999
"113","2017-09-06",16.93
"114","2017-09-07",16.9
"115","2017-09-08",17.030001
"116","2017-09-11",17.200001
"117","2017-09-12",17.129999
"118","2017-09-13",17.129999
"119","2017-09-14",17.129999
"120","2017-09-15",17.219999
"121","2017-09-18",17.75
"122","2017-09-19",17.549999
"123","2017-09-20",17.549999
"124","2017-09-21",17.549999
"125","2017-09-22",17.549999
"126","2017-09-25",18
"127","2017-09-26",18
"128","2017-09-27",17.790001
"129","2017-09-28",17.790001
"130","2017-09-29",18
"131","2017-10-02",18
"132","2017-10-03",18
"133","2017-10-04",17.200001
"134","2017-10-05",17.200001
"135","2017-10-06",16.85
"136","2017-10-09",16.85
"137","2017-10-10",16.85
"138","2017-10-11",17
"139","2017-10-12",17
"140","2017-10-13",17
"141","2017-10-16",17
"142","2017-10-17",17
"143","2017-10-18",17
"144","2017-10-19",17
"145","2017-10-20",17.25
"146","2017-10-23",17.25
"147","2017-10-24",17.25
"148","2017-10-25",17
"149","2017-10-26",16.84
"150","2017-10-27",16.75
"151","2017-10-30",16.82
"152","2017-10-31",17.25
"153","2017-11-01",16.9
"154","2017-11-02",16.77
"155","2017-11-03",16.75
"156","2017-11-06",16.65
"157","2017-11-07",16.280001
"158","2017-11-08",16.280001
"159","2017-11-09",16.280001
"160","2017-11-10",16.280001
"161","2017-11-13",16.799999
"162","2017-11-14",16.290001
"163","2017-11-15",16.690001
"164","2017-11-16",16.690001
"165","2017-11-17",16.690001
"166","2017-11-20",16.610001
"167","2017-11-21",16.610001
"168","2017-11-22",16.610001
"169","2017-11-24",16.610001
"170","2017-11-27",16.610001
"171","2017-11-28",16.610001
"172","2017-11-29",16.610001
"173","2017-11-30",16.690001
"174","2017-12-01",16.549999
"175","2017-12-04",16.549999
"176","2017-12-05",16.549999
"177","2017-12-06",16.290001
"178","2017-12-07",16.290001
"179","2017-12-08",16.290001
"180","2017-12-11",16.52
"181","2017-12-12",16.27
"182","2017-12-13",16.27
"183","2017-12-14",16.25
"184","2017-12-15",16.32
"185","2017-12-18",16.4
"186","2017-12-19",16.4
"187","2017-12-20",16.15
"188","2017-12-21",16.110001
"189","2017-12-22",16.41
"190","2017-12-26",16.01
"191","2017-12-27",16.01
"192","2017-12-28",16.01
"193","2017-12-29",16.27
"194","2018-01-02",16.059999
"195","2018-01-03",16.059999
"196","2018-01-04",16.059999
"197","2018-01-05",16.059999
"198","2018-01-08",15.34
"199","2018-01-09",15.34
"200","2018-01-10",15.34
"201","2018-01-11",15.34
"202","2018-01-12",15.34
"203","2018-01-16",16.1
"204","2018-01-17",16.139999
"205","2018-01-18",16.139999
"206","2018-01-19",16.139999
"207","2018-01-22",16.139999
"208","2018-01-23",16.139999
"209","2018-01-24",16.139999
"210","2018-01-25",16.139999
"211","2018-01-26",16.139999
"212","2018-01-29",15.71
