"","date","CGBD"
"1","2017-06-14",18.110001
"2","2017-06-15",18.25
"3","2017-06-16",18.280001
"4","2017-06-19",18.299999
"5","2017-06-20",18.35
"6","2017-06-21",18.313999
"7","2017-06-22",18.35
"8","2017-06-23",18.27
"9","2017-06-26",18.48
"10","2017-06-27",18.49
"11","2017-06-28",18.190001
"12","2017-06-29",18.030001
"13","2017-06-30",18.01
"14","2017-07-03",18.32
"15","2017-07-05",18.209999
"16","2017-07-06",18.09
"17","2017-07-07",18.120001
"18","2017-07-10",18.08
"19","2017-07-11",18.18
"20","2017-07-12",18.18
"21","2017-07-13",18.209999
"22","2017-07-14",18.219999
"23","2017-07-17",18.18
"24","2017-07-18",18.18
"25","2017-07-19",18.120001
"26","2017-07-20",18
"27","2017-07-21",18.200001
"28","2017-07-24",18.379999
"29","2017-07-25",18.43
"30","2017-07-26",18.43
"31","2017-07-27",18.469999
"32","2017-07-28",18.5
"33","2017-07-31",18.48
"34","2017-08-01",18.58
"35","2017-08-02",18.49
"36","2017-08-03",18.6
"37","2017-08-04",18.549999
"38","2017-08-07",18.59
"39","2017-08-08",18.530001
"40","2017-08-09",18.35
"41","2017-08-10",18.389999
"42","2017-08-11",18.360001
"43","2017-08-14",18.41
"44","2017-08-15",18.360001
"45","2017-08-16",18.4
"46","2017-08-17",18.290001
"47","2017-08-18",18.299999
"48","2017-08-21",18.299999
"49","2017-08-22",18.43
"50","2017-08-23",18.379999
"51","2017-08-24",18.4
"52","2017-08-25",18.5
"53","2017-08-28",18.530001
"54","2017-08-29",18.52
"55","2017-08-30",18.51
"56","2017-08-31",18.5
"57","2017-09-01",18.5
"58","2017-09-05",18.370001
"59","2017-09-06",18.389999
"60","2017-09-07",18.49
"61","2017-09-08",18.309999
"62","2017-09-11",18.549999
"63","2017-09-12",18.49
"64","2017-09-13",18.42
"65","2017-09-14",18.5
"66","2017-09-15",18.41
"67","2017-09-18",18.629999
"68","2017-09-19",18.5
"69","2017-09-20",18.889999
"70","2017-09-21",18.639999
"71","2017-09-22",18.709999
"72","2017-09-25",18.799999
"73","2017-09-26",18.82
"74","2017-09-27",18.780001
"75","2017-09-28",18.709999
"76","2017-09-29",18.82
"77","2017-10-02",18.75
"78","2017-10-03",18.879999
"79","2017-10-04",18.84
"80","2017-10-05",18.77
"81","2017-10-06",18.870001
"82","2017-10-09",18.559999
"83","2017-10-10",18.629999
"84","2017-10-11",18.639999
"85","2017-10-12",18.66
"86","2017-10-13",18.73
"87","2017-10-16",18.700001
"88","2017-10-17",18.700001
"89","2017-10-18",18.629999
"90","2017-10-19",18.68
"91","2017-10-20",18.68
"92","2017-10-23",18.559999
"93","2017-10-24",18.530001
"94","2017-10-25",18.48
"95","2017-10-26",18.309999
"96","2017-10-27",18.549999
"97","2017-10-30",18.49
"98","2017-10-31",18.540001
"99","2017-11-01",18.49
"100","2017-11-02",18.41
"101","2017-11-03",18.299999
"102","2017-11-06",18.32
"103","2017-11-07",18.139999
"104","2017-11-08",18.17
"105","2017-11-09",18.299999
"106","2017-11-10",18.540001
"107","2017-11-13",18.34
"108","2017-11-14",18.360001
"109","2017-11-15",18.299999
"110","2017-11-16",18.440001
"111","2017-11-17",18.459999
"112","2017-11-20",18.43
"113","2017-11-21",18.42
"114","2017-11-22",18.530001
"115","2017-11-24",18.59
"116","2017-11-27",18.51
"117","2017-11-28",18.549999
"118","2017-11-29",18.450001
"119","2017-11-30",18.549999
"120","2017-12-01",18.43
"121","2017-12-04",18.51
"122","2017-12-05",18.469999
"123","2017-12-06",18.42
"124","2017-12-07",18.309999
"125","2017-12-08",18.440001
"126","2017-12-11",18.290001
"127","2017-12-12",18.08
"128","2017-12-13",17.299999
"129","2017-12-14",17.040001
"130","2017-12-15",17.370001
"131","2017-12-18",17.59
"132","2017-12-19",17.790001
"133","2017-12-20",18.139999
"134","2017-12-21",18.209999
"135","2017-12-22",18.34
"136","2017-12-26",18.74
"137","2017-12-27",18.98
"138","2017-12-28",19.120001
"139","2017-12-29",20.040001
"140","2018-01-02",18.48
"141","2018-01-03",18.620001
"142","2018-01-04",18.549999
"143","2018-01-05",18.450001
"144","2018-01-08",18.48
"145","2018-01-09",18.23
"146","2018-01-10",18.26
"147","2018-01-11",18.42
"148","2018-01-12",18.469999
"149","2018-01-16",18.41
"150","2018-01-17",18.360001
"151","2018-01-18",18.27
"152","2018-01-19",18.25
"153","2018-01-22",18.139999
"154","2018-01-23",18.200001
"155","2018-01-24",18.18
"156","2018-01-25",18.200001
"157","2018-01-26",18.120001
"158","2018-01-29",18.01
"159","2018-01-30",17.950001
"160","2018-01-31",17.950001
"161","2018-02-01",17.889999
"162","2018-02-02",17.610001
"163","2018-02-05",17.4
"164","2018-02-06",17.620001
"165","2018-02-07",17.84
"166","2018-02-08",17.51
"167","2018-02-09",17.530001
"168","2018-02-12",17.91
"169","2018-02-13",18.18
"170","2018-02-14",18
"171","2018-02-15",17.860001
"172","2018-02-16",18.1
"173","2018-02-20",17.77
"174","2018-02-21",17.73
"175","2018-02-22",17.6
"176","2018-02-23",17.549999
"177","2018-02-26",17.549999
"178","2018-02-27",17.370001
"179","2018-02-28",17.27
"180","2018-03-01",17.120001
"181","2018-03-02",17.030001
"182","2018-03-05",17.360001
"183","2018-03-06",17.5
"184","2018-03-07",17.469999
"185","2018-03-08",17.709999
"186","2018-03-09",17.84
"187","2018-03-12",17.790001
"188","2018-03-13",17.75
"189","2018-03-14",17.620001
"190","2018-03-15",17.65
"191","2018-03-16",18.059999
"192","2018-03-19",17.99
"193","2018-03-20",17.91
"194","2018-03-21",17.950001
"195","2018-03-22",18.059999
"196","2018-03-23",17.66
"197","2018-03-26",17.93
"198","2018-03-27",17.33
"199","2018-03-28",17.450001
"200","2018-03-29",17.9
"201","2018-04-02",17.809999
"202","2018-04-03",17.84
"203","2018-04-04",17.940001
"204","2018-04-05",18.07
"205","2018-04-06",17.74
"206","2018-04-09",17.690001
"207","2018-04-10",17.940001
"208","2018-04-11",17.73
"209","2018-04-12",17.66
"210","2018-04-13",17.6
"211","2018-04-16",17.66
"212","2018-04-17",17.75
"213","2018-04-18",17.83
"214","2018-04-19",17.809999
"215","2018-04-20",17.790001
"216","2018-04-23",17.82
"217","2018-04-24",17.889999
"218","2018-04-25",17.91
"219","2018-04-26",17.91
"220","2018-04-27",17.98
"221","2018-04-30",17.889999
"222","2018-05-01",17.879999
"223","2018-05-02",17.610001
"224","2018-05-03",17.690001
"225","2018-05-04",17.6
"226","2018-05-07",17.91
"227","2018-05-08",17.68
"228","2018-05-09",17.860001
"229","2018-05-10",17.85
"230","2018-05-11",17.780001
"231","2018-05-14",17.75
"232","2018-05-15",17.790001
"233","2018-05-16",17.690001
"234","2018-05-17",17.709999
"235","2018-05-18",18.049999
"236","2018-05-21",18
"237","2018-05-22",17.98
"238","2018-05-23",18
"239","2018-05-24",17.889999
"240","2018-05-25",18.08
"241","2018-05-29",17.959999
"242","2018-05-30",18.09
"243","2018-05-31",18.18
"244","2018-06-01",18.1
"245","2018-06-04",18.1
"246","2018-06-05",18.17
"247","2018-06-06",18.34
"248","2018-06-07",18.280001
"249","2018-06-08",18.299999
"250","2018-06-11",18.049999
"251","2018-06-12",17.6
"252","2018-06-13",17.5
"253","2018-06-14",17.59
"254","2018-06-15",17.549999
"255","2018-06-18",17.610001
"256","2018-06-19",17.59
"257","2018-06-20",17.6
"258","2018-06-21",17.549999
"259","2018-06-22",17.549999
"260","2018-06-25",17.5
"261","2018-06-26",17.530001
"262","2018-06-27",17.51
"263","2018-06-28",17.040001
"264","2018-06-29",17.02
"265","2018-07-02",17.040001
"266","2018-07-03",17.08
"267","2018-07-05",17.129999
"268","2018-07-06",17.110001
"269","2018-07-09",17.139999
"270","2018-07-10",17.24
"271","2018-07-11",17.139999
"272","2018-07-12",17.09
