"","date","BSAC"
"1","2007-01-03",18.615385
"2","2007-01-04",18.76923
"3","2007-01-05",18.48077
"4","2007-01-08",18.461538
"5","2007-01-09",18.323076
"6","2007-01-10",18.11923
"7","2007-01-11",18.330769
"8","2007-01-12",18.411539
"9","2007-01-16",18.51923
"10","2007-01-17",18.596153
"11","2007-01-18",18.673077
"12","2007-01-19",18.942308
"13","2007-01-22",18.961538
"14","2007-01-23",19.034615
"15","2007-01-24",19.026922
"16","2007-01-25",18.73077
"17","2007-01-26",18.838461
"18","2007-01-29",18.75
"19","2007-01-30",18.715385
"20","2007-01-31",19.023077
"21","2007-02-01",18.98077
"22","2007-02-02",18.934616
"23","2007-02-05",18.846153
"24","2007-02-06",18.865385
"25","2007-02-07",18.865385
"26","2007-02-08",18.857693
"27","2007-02-09",18.792307
"28","2007-02-12",18.953846
"29","2007-02-13",19.126923
"30","2007-02-14",19.669231
"31","2007-02-15",19.603846
"32","2007-02-16",19.496155
"33","2007-02-20",19.484615
"34","2007-02-21",18.98077
"35","2007-02-22",19.307692
"36","2007-02-23",19.338461
"37","2007-02-26",19.23077
"38","2007-02-27",18.038462
"39","2007-02-28",18.307692
"40","2007-03-01",18.088461
"41","2007-03-02",18.069231
"42","2007-03-05",17.98077
"43","2007-03-06",18.623077
"44","2007-03-07",18.719231
"45","2007-03-08",18.796154
"46","2007-03-09",18.907692
"47","2007-03-12",18.950001
"48","2007-03-13",18.538462
"49","2007-03-14",18.534615
"50","2007-03-15",18.75
"51","2007-03-16",18.85
"52","2007-03-19",19.057692
"53","2007-03-20",19.26923
"54","2007-03-21",19.669231
"55","2007-03-22",19.61923
"56","2007-03-23",19.623077
"57","2007-03-26",19.465385
"58","2007-03-27",19.342308
"59","2007-03-28",19.088461
"60","2007-03-29",19.161539
"61","2007-03-30",19.180769
"62","2007-04-02",19.442308
"63","2007-04-03",19.511538
"64","2007-04-04",19.549999
"65","2007-04-05",19.588461
"66","2007-04-09",19.815384
"67","2007-04-10",19.757692
"68","2007-04-11",19.688461
"69","2007-04-12",19.838461
"70","2007-04-13",20.038462
"71","2007-04-16",20.292307
"72","2007-04-17",20.434616
"73","2007-04-18",19.76923
"74","2007-04-19",19.665384
"75","2007-04-20",19.726923
"76","2007-04-23",19.711538
"77","2007-04-24",19.48077
"78","2007-04-25",19.534615
"79","2007-04-26",19.315384
"80","2007-04-27",19.284615
"81","2007-04-30",19
"82","2007-05-01",18.957693
"83","2007-05-02",19.392307
"84","2007-05-03",19.673077
"85","2007-05-04",20.057692
"86","2007-05-07",20.007692
"87","2007-05-08",19.823076
"88","2007-05-09",19.857693
"89","2007-05-10",19.549999
"90","2007-05-11",19.961538
"91","2007-05-14",19.907692
"92","2007-05-15",19.719231
"93","2007-05-16",19.919231
"94","2007-05-17",19.788462
"95","2007-05-18",19.830769
"96","2007-05-21",19.715385
"97","2007-05-22",18.996155
"98","2007-05-23",18.996155
"99","2007-05-24",18.611538
"100","2007-05-25",18.873077
"101","2007-05-29",18.726923
"102","2007-05-30",18.823076
"103","2007-05-31",18.884615
"104","2007-06-01",19.173077
"105","2007-06-04",19.242308
"106","2007-06-05",19.292307
"107","2007-06-06",19.026922
"108","2007-06-07",18.86923
"109","2007-06-08",18.942308
"110","2007-06-11",18.996155
"111","2007-06-12",19.007692
"112","2007-06-13",19.215385
"113","2007-06-14",19.134615
"114","2007-06-15",19.253845
"115","2007-06-18",19.211538
"116","2007-06-19",19.165384
"117","2007-06-20",18.942308
"118","2007-06-21",18.965385
"119","2007-06-22",18.876923
"120","2007-06-25",18.73077
"121","2007-06-26",18.692308
"122","2007-06-27",18.707693
"123","2007-06-28",18.884615
"124","2007-06-29",19.053846
"125","2007-07-02",19.253845
"126","2007-07-03",19.361538
"127","2007-07-05",19.346153
"128","2007-07-06",19.207693
"129","2007-07-09",19.038462
"130","2007-07-10",18.830769
"131","2007-07-11",18.984615
"132","2007-07-12",18.950001
"133","2007-07-13",18.923077
"134","2007-07-16",18.957693
"135","2007-07-17",18.88077
"136","2007-07-18",18.923077
"137","2007-07-19",18.938461
"138","2007-07-20",19.026922
"139","2007-07-23",19.265385
"140","2007-07-24",18.923077
"141","2007-07-25",18.823076
"142","2007-07-26",18.346153
"143","2007-07-27",18.307692
"144","2007-07-30",18.373077
"145","2007-07-31",18.338461
"146","2007-08-01",18.115385
"147","2007-08-02",18.442308
"148","2007-08-03",18.146154
"149","2007-08-06",18.126923
"150","2007-08-07",17.930769
"151","2007-08-08",18.069231
"152","2007-08-09",17.346153
"153","2007-08-10",17.280769
"154","2007-08-13",17.426924
"155","2007-08-14",16.961538
"156","2007-08-15",16.623077
"157","2007-08-16",16.061539
"158","2007-08-17",16.357693
"159","2007-08-20",16.738462
"160","2007-08-21",17.046154
"161","2007-08-22",17.538462
"162","2007-08-23",17.707693
"163","2007-08-24",18.211538
"164","2007-08-27",18.273077
"165","2007-08-28",17.915384
"166","2007-08-29",18.169231
"167","2007-08-30",18.138462
"168","2007-08-31",18.307692
"169","2007-09-04",18.330769
"170","2007-09-05",18.13077
"171","2007-09-06",18.23077
"172","2007-09-07",18.076923
"173","2007-09-10",18.115385
"174","2007-09-11",18.307692
"175","2007-09-12",18.23077
"176","2007-09-13",18.503845
