"","date","DLTR"
"1","2007-01-03",10.23
"2","2007-01-04",10.216666
"3","2007-01-05",10.676666
"4","2007-01-08",10.67
"5","2007-01-09",10.653334
"6","2007-01-10",10.67
"7","2007-01-11",10.696667
"8","2007-01-12",10.7
"9","2007-01-16",10.666667
"10","2007-01-17",10.543333
"11","2007-01-18",10.576667
"12","2007-01-19",10.533334
"13","2007-01-22",10.5
"14","2007-01-23",10.47
"15","2007-01-24",10.536667
"16","2007-01-25",10.253333
"17","2007-01-26",10.283334
"18","2007-01-29",10.423333
"19","2007-01-30",10.37
"20","2007-01-31",10.483334
"21","2007-02-01",10.553333
"22","2007-02-02",10.58
"23","2007-02-05",10.533334
"24","2007-02-06",10.533334
"25","2007-02-07",10.603333
"26","2007-02-08",11.15
"27","2007-02-09",11.103333
"28","2007-02-12",10.996667
"29","2007-02-13",11.1
"30","2007-02-14",11.333333
"31","2007-02-15",11.376667
"32","2007-02-16",11.39
"33","2007-02-20",11.516666
"34","2007-02-21",11.523334
"35","2007-02-22",11.41
"36","2007-02-23",11.35
"37","2007-02-26",11.393333
"38","2007-02-27",10.996667
"39","2007-02-28",11.37
"40","2007-03-01",11.456667
"41","2007-03-02",11.42
"42","2007-03-05",11.24
"43","2007-03-06",11.536667
"44","2007-03-07",11.643333
"45","2007-03-08",11.81
"46","2007-03-09",11.886666
"47","2007-03-12",12.22
"48","2007-03-13",11.946667
"49","2007-03-14",11.853333
"50","2007-03-15",11.993333
"51","2007-03-16",11.86
"52","2007-03-19",12.013333
"53","2007-03-20",12.073334
"54","2007-03-21",12.286667
"55","2007-03-22",12.57
"56","2007-03-23",12.736667
"57","2007-03-26",12.71
"58","2007-03-27",12.556666
"59","2007-03-28",12.42
"60","2007-03-29",12.446667
"61","2007-03-30",12.746667
"62","2007-04-02",12.656667
"63","2007-04-03",12.87
"64","2007-04-04",12.756667
"65","2007-04-05",12.693334
"66","2007-04-09",12.683333
"67","2007-04-10",12.856667
"68","2007-04-11",12.79
"69","2007-04-12",13.086667
"70","2007-04-13",12.876667
"71","2007-04-16",12.956667
"72","2007-04-17",12.883333
"73","2007-04-18",12.836667
"74","2007-04-19",12.833333
"75","2007-04-20",13.176666
"76","2007-04-23",13.146667
"77","2007-04-24",12.99
"78","2007-04-25",13.176666
"79","2007-04-26",13.233334
"80","2007-04-27",13.42
"81","2007-04-30",13.106667
"82","2007-05-01",12.99
"83","2007-05-02",13.083333
"84","2007-05-03",13.233334
"85","2007-05-04",13.28
"86","2007-05-07",13.296667
"87","2007-05-08",13.213333
"88","2007-05-09",13.423333
"89","2007-05-10",13.8
"90","2007-05-11",13.916667
"91","2007-05-14",13.83
"92","2007-05-15",13.63
"93","2007-05-16",13.713333
"94","2007-05-17",13.72
"95","2007-05-18",13.783334
"96","2007-05-21",13.926666
"97","2007-05-22",13.97
"98","2007-05-23",14.133333
"99","2007-05-24",13.86
"100","2007-05-25",13.85
"101","2007-05-29",14.323334
"102","2007-05-30",14.356667
"103","2007-05-31",14.103333
"104","2007-06-01",14.136666
"105","2007-06-04",14.16
"106","2007-06-05",14.516666
"107","2007-06-06",15.19
"108","2007-06-07",14.556666
"109","2007-06-08",14.54
"110","2007-06-11",14.723333
"111","2007-06-12",14.32
"112","2007-06-13",14.5
"113","2007-06-14",14.666667
"114","2007-06-15",14.45
"115","2007-06-18",14.513333
"116","2007-06-19",14.283334
"117","2007-06-20",14.08
"118","2007-06-21",14.22
"119","2007-06-22",14.006667
"120","2007-06-25",13.993333
"121","2007-06-26",14.33
"122","2007-06-27",14.806666
"123","2007-06-28",14.776667
"124","2007-06-29",14.516666
"125","2007-07-02",14.606667
"126","2007-07-03",14.51
"127","2007-07-05",14.576667
"128","2007-07-06",14.736667
"129","2007-07-09",14.526667
"130","2007-07-10",13.963333
"131","2007-07-11",14.323334
"132","2007-07-12",14.52
"133","2007-07-13",14.53
"134","2007-07-16",14.463333
"135","2007-07-17",14.123333
"136","2007-07-18",14.096666
"137","2007-07-19",14.09
"138","2007-07-20",13.76
"139","2007-07-23",13.783334
"140","2007-07-24",13.49
"141","2007-07-25",13.433333
"142","2007-07-26",12.716666
"143","2007-07-27",12.953333
"144","2007-07-30",13.09
"145","2007-07-31",12.753333
"146","2007-08-01",12.906667
"147","2007-08-02",13.393333
"148","2007-08-03",12.833333
"149","2007-08-06",13.3
"150","2007-08-07",13.65
"151","2007-08-08",14.15
"152","2007-08-09",13.093333
"153","2007-08-10",13.026667
"154","2007-08-13",12.72
"155","2007-08-14",12.493333
"156","2007-08-15",12.253333
"157","2007-08-16",11.963333
"158","2007-08-17",12.4
"159","2007-08-20",12.74
"160","2007-08-21",12.583333
"161","2007-08-22",12.98
"162","2007-08-23",12.73
"163","2007-08-24",13.083333
"164","2007-08-27",13.306666
"165","2007-08-28",12.956667
"166","2007-08-29",13.656667
"167","2007-08-30",13.486667
"168","2007-08-31",14.483334
"169","2007-09-04",14.413333
"170","2007-09-05",14.076667
"171","2007-09-06",14
"172","2007-09-07",13.773334
"173","2007-09-10",13.773334
"174","2007-09-11",13.94
"175","2007-09-12",13.786667
"176","2007-09-13",13.986667
"177","2007-09-14",13.97
"178","2007-09-17",13.74
"179","2007-09-18",14.223333
"180","2007-09-19",14.246667
"181","2007-09-20",13.973333
"182","2007-09-21",13.87
"183","2007-09-24",13.733334
"184","2007-09-25",13.753333
"185","2007-09-26",13.86
"186","2007-09-27",13.89
"187","2007-09-28",13.513333
"188","2007-10-01",13.75
"189","2007-10-02",13.976666
"190","2007-10-03",14.026667
"191","2007-10-04",13.503333
"192","2007-10-05",13.79
"193","2007-10-08",13.706667
"194","2007-10-09",13.8
"195","2007-10-10",13.846666
"196","2007-10-11",13.956667
"197","2007-10-12",13.753333
"198","2007-10-15",13.56
"199","2007-10-16",13.13
"200","2007-10-17",13.116667
"201","2007-10-18",13.006667
"202","2007-10-19",12.486667
"203","2007-10-22",12.296667
"204","2007-10-23",12.186666
"205","2007-10-24",12.243333
"206","2007-10-25",12.106667
"207","2007-10-26",12.663333
"208","2007-10-29",12.496667
"209","2007-10-30",12.79
"210","2007-10-31",12.766666
"211","2007-11-01",12.203333
"212","2007-11-02",12.166667
"213","2007-11-05",11.353333
"214","2007-11-06",11.57
"215","2007-11-07",11.16
"216","2007-11-08",10.563334
"217","2007-11-09",9.546667
"218","2007-11-12",9.56
"219","2007-11-13",9.696667
"220","2007-11-14",9.316667
"221","2007-11-15",9.136666
"222","2007-11-16",8.876667
"223","2007-11-19",8.736667
"224","2007-11-20",9.04
"225","2007-11-21",8.973333
"226","2007-11-23",8.933333
"227","2007-11-26",8.966666
"228","2007-11-27",9.07
"229","2007-11-28",8.96
"230","2007-11-29",9.49
"231","2007-11-30",9.553333
"232","2007-12-03",9.806666
"233","2007-12-04",9.62
"234","2007-12-05",9.74
"235","2007-12-06",9.41
"236","2007-12-07",9.746667
"237","2007-12-10",9.79
"238","2007-12-11",9.376667
"239","2007-12-12",9.283334
"240","2007-12-13",9.28
"241","2007-12-14",8.866667
"242","2007-12-17",8.613334
"243","2007-12-18",8.726666
"244","2007-12-19",8.733334
"245","2007-12-20",8.766666
"246","2007-12-21",8.82
"247","2007-12-24",9.103333
"248","2007-12-26",8.906667
