"","date","PCTY"
"1","2014-03-19",24.040001
"2","2014-03-20",25.990999
"3","2014-03-21",26.01
"4","2014-03-24",24.35
"5","2014-03-25",23.809999
"6","2014-03-26",22.91
"7","2014-03-27",22.76
"8","2014-03-28",22.9
"9","2014-03-31",24.049999
"10","2014-04-01",24.82
"11","2014-04-02",24.01
"12","2014-04-03",22.43
"13","2014-04-04",20.639999
"14","2014-04-07",19.98
"15","2014-04-08",19.25
"16","2014-04-09",19.5
"17","2014-04-10",19.120001
"18","2014-04-11",18.799999
"19","2014-04-14",19.809999
"20","2014-04-15",19.799999
"21","2014-04-16",19.530001
"22","2014-04-17",19.450001
"23","2014-04-21",19.370001
"24","2014-04-22",19.5
"25","2014-04-23",21.040001
"26","2014-04-24",20.92
"27","2014-04-25",20.389999
"28","2014-04-28",19.65
"29","2014-04-29",19.809999
"30","2014-04-30",18.91
"31","2014-05-01",18.780001
"32","2014-05-02",18.459999
"33","2014-05-05",18.93
"34","2014-05-06",17.93
"35","2014-05-07",15.92
"36","2014-05-08",15.5
"37","2014-05-09",15.66
"38","2014-05-12",15.88
"39","2014-05-13",16.280001
"40","2014-05-14",16.809999
"41","2014-05-15",16.41
"42","2014-05-16",16.5
"43","2014-05-19",16.389999
"44","2014-05-20",16.73
"45","2014-05-21",18.190001
"46","2014-05-22",18.33
"47","2014-05-23",18.639999
"48","2014-05-27",18.84
"49","2014-05-28",18.530001
"50","2014-05-29",19.110001
"51","2014-05-30",19.469999
"52","2014-06-02",19.469999
"53","2014-06-03",19.690001
"54","2014-06-04",19.200001
"55","2014-06-05",19.24
"56","2014-06-06",19.73
"57","2014-06-09",21.01
"58","2014-06-10",21.17
"59","2014-06-11",21.879999
"60","2014-06-12",22.01
"61","2014-06-13",22.57
"62","2014-06-16",22.690001
"63","2014-06-17",22.780001
"64","2014-06-18",22.450001
"65","2014-06-19",23.379999
"66","2014-06-20",23.360001
"67","2014-06-23",22.51
"68","2014-06-24",21.27
"69","2014-06-25",20.690001
"70","2014-06-26",21.219999
"71","2014-06-27",20.66
"72","2014-06-30",21.629999
"73","2014-07-01",21.690001
"74","2014-07-02",21.41
"75","2014-07-03",21.65
"76","2014-07-07",21.5
"77","2014-07-08",20.709999
"78","2014-07-09",20.93
"79","2014-07-10",20.959999
"80","2014-07-11",20.99
"81","2014-07-14",21.34
"82","2014-07-15",20.74
"83","2014-07-16",21.549999
"84","2014-07-17",20.84
"85","2014-07-18",20.91
"86","2014-07-21",20.82
"87","2014-07-22",20.695
"88","2014-07-23",20.940001
"89","2014-07-24",20.66
"90","2014-07-25",20.08
"91","2014-07-28",20.219999
"92","2014-07-29",20.1
"93","2014-07-30",20.190001
"94","2014-07-31",19.59
"95","2014-08-01",19.190001
"96","2014-08-04",19.27
"97","2014-08-05",18.940001
"98","2014-08-06",20.540001
"99","2014-08-07",19.93
"100","2014-08-08",20.219999
"101","2014-08-11",20.655001
"102","2014-08-12",22.629999
"103","2014-08-13",22.59
"104","2014-08-14",22.17
"105","2014-08-15",24.34
"106","2014-08-18",24.799999
"107","2014-08-19",25.360001
"108","2014-08-20",24.440001
"109","2014-08-21",23.049999
"110","2014-08-22",22.98
"111","2014-08-25",22.85
"112","2014-08-26",22.98
"113","2014-08-27",23.030001
"114","2014-08-28",22.950001
"115","2014-08-29",22.73
"116","2014-09-02",23.030001
"117","2014-09-03",22.66
"118","2014-09-04",22.84
"119","2014-09-05",22.4
"120","2014-09-08",23.51
"121","2014-09-09",22.709999
"122","2014-09-10",22.99
"123","2014-09-11",22.459999
"124","2014-09-12",21.33
"125","2014-09-15",21.360001
"126","2014-09-16",21.52
"127","2014-09-17",21.700001
"128","2014-09-18",21.5
"129","2014-09-19",21.08
"130","2014-09-22",21.25
"131","2014-09-23",20.67
"132","2014-09-24",19.440001
"133","2014-09-25",19.26
"134","2014-09-26",20.030001
"135","2014-09-29",20
"136","2014-09-30",19.65
"137","2014-10-01",19.780001
"138","2014-10-02",20.67
"139","2014-10-03",20.25
"140","2014-10-06",20.360001
"141","2014-10-07",21.1
"142","2014-10-08",21.379999
"143","2014-10-09",20.4
"144","2014-10-10",20.299999
"145","2014-10-13",20.92
"146","2014-10-14",22.33
"147","2014-10-15",22.82
"148","2014-10-16",22.66
"149","2014-10-17",22.4
"150","2014-10-20",21.73
"151","2014-10-21",22.129999
"152","2014-10-22",21.549999
"153","2014-10-23",21.68
"154","2014-10-24",21.52
"155","2014-10-27",21.870001
"156","2014-10-28",22.85
"157","2014-10-29",23.030001
"158","2014-10-30",24.09
"159","2014-10-31",24.5
"160","2014-11-03",25.950001
"161","2014-11-04",24.959999
"162","2014-11-05",25.370001
"163","2014-11-06",25.299999
"164","2014-11-07",26.940001
"165","2014-11-10",26.67
"166","2014-11-11",26.360001
"167","2014-11-12",27
"168","2014-11-13",27.809999
"169","2014-11-14",29.049999
"170","2014-11-17",27.83
"171","2014-11-18",27.16
"172","2014-11-19",27.030001
"173","2014-11-20",28.27
"174","2014-11-21",30.030001
"175","2014-11-24",29.110001
"176","2014-11-25",29.27
"177","2014-11-26",29.02
"178","2014-11-28",29.09
"179","2014-12-01",27.68
"180","2014-12-02",28
"181","2014-12-03",28.030001
"182","2014-12-04",27.860001
"183","2014-12-05",28.41
"184","2014-12-08",29.32
"185","2014-12-09",27.540001
"186","2014-12-10",27.18
"187","2014-12-11",26.674999
"188","2014-12-12",25.58
"189","2014-12-15",25.030001
"190","2014-12-16",24.58
"191","2014-12-17",24.719999
"192","2014-12-18",26.299999
"193","2014-12-19",25.879999
"194","2014-12-22",26.549999
"195","2014-12-23",25.629999
"196","2014-12-24",26.1
"197","2014-12-26",26.23
"198","2014-12-29",26.1
"199","2014-12-30",25.66
"200","2014-12-31",26.110001
"201","2015-01-02",25.67
"202","2015-01-05",26.26
"203","2015-01-06",25.639999
"204","2015-01-07",25.995001
"205","2015-01-08",26.25
"206","2015-01-09",25.5
"207","2015-01-12",25.35
"208","2015-01-13",24.049999
"209","2015-01-14",23.84
"210","2015-01-15",23.09
"211","2015-01-16",23.065001
"212","2015-01-20",23.16
"213","2015-01-21",22.93
"214","2015-01-22",23.440001
"215","2015-01-23",24.92
"216","2015-01-26",24.549999
"217","2015-01-27",24.15
"218","2015-01-28",24.469999
"219","2015-01-29",25.190001
"220","2015-01-30",23.559999
"221","2015-02-02",23.25
"222","2015-02-03",23.450001
"223","2015-02-04",23.809999
"224","2015-02-05",24.74
"225","2015-02-06",26.52
"226","2015-02-09",27.139999
"227","2015-02-10",28.08
"228","2015-02-11",28.73
"229","2015-02-12",28.209999
"230","2015-02-13",28.59
"231","2015-02-17",28.75
"232","2015-02-18",28.719999
"233","2015-02-19",30.299999
"234","2015-02-20",30.209999
"235","2015-02-23",30.4
"236","2015-02-24",30.370001
"237","2015-02-25",29.9
"238","2015-02-26",29.700001
"239","2015-02-27",29.889999
"240","2015-03-02",29.440001
"241","2015-03-03",28.940001
"242","2015-03-04",28.68
"243","2015-03-05",28.440001
"244","2015-03-06",28.200001
"245","2015-03-09",28.860001
"246","2015-03-10",28.610001
"247","2015-03-11",28.98
"248","2015-03-12",29.139999
"249","2015-03-13",29.35
"250","2015-03-16",29.99
"251","2015-03-17",31.6
"252","2015-03-18",31.48
"253","2015-03-19",31.879999
"254","2015-03-20",32.630001
"255","2015-03-23",32.049999
