"","date","ENLV"
"96","2014-12-15",264.359985
"97","2014-12-16",261.600006
"98","2014-12-17",264.279999
"99","2014-12-18",246.800003
"100","2014-12-19",261.200012
"101","2014-12-22",249.600006
"102","2014-12-23",264
"103","2014-12-24",250
"104","2014-12-26",238.520004
"105","2014-12-29",228.399994
"106","2014-12-30",241.199997
"107","2014-12-31",255.600006
"108","2015-01-02",264.200012
"109","2015-01-05",269.200012
"110","2015-01-06",272.799988
"111","2015-01-07",280.399994
"112","2015-01-08",308
"113","2015-01-09",312.799988
"114","2015-01-12",312
"115","2015-01-13",328
"116","2015-01-14",318.799988
"117","2015-01-15",320.399994
"118","2015-01-16",312.399994
"119","2015-01-20",302.799988
"120","2015-01-21",310.399994
"121","2015-01-22",321.600006
"122","2015-01-23",324.799988
"123","2015-01-26",338
"124","2015-01-27",337.200012
"125","2015-01-28",338.799988
"126","2015-01-29",331.200012
"127","2015-01-30",326
"128","2015-02-02",334.799988
"129","2015-02-03",303.200012
"130","2015-02-04",305.600006
"131","2015-02-05",317.600006
"132","2015-02-06",302.799988
"133","2015-02-09",297.200012
"134","2015-02-10",282
"135","2015-02-11",282.799988
"136","2015-02-12",285
"137","2015-02-13",286.799988
"138","2015-02-17",258.399994
"139","2015-02-18",266.399994
"140","2015-02-19",269.399994
"141","2015-02-20",276.399994
"142","2015-02-23",268.799988
"143","2015-02-24",268.399994
"144","2015-02-25",266
"145","2015-02-26",272
"146","2015-02-27",271.200012
"147","2015-03-02",276.399994
"148","2015-03-03",280.799988
"149","2015-03-04",283.600006
"150","2015-03-05",295.200012
"151","2015-03-06",281.200012
"152","2015-03-09",296.799988
"153","2015-03-10",284
"154","2015-03-11",291.600006
"155","2015-03-12",276
"156","2015-03-13",260.399994
"157","2015-03-16",265.600006
"158","2015-03-17",263.200012
"159","2015-03-18",256.799988
"160","2015-03-19",252
"161","2015-03-20",252
"162","2015-03-23",240
"163","2015-03-24",241.199997
"164","2015-03-25",240.399994
"165","2015-03-26",238
"166","2015-03-27",240.800003
"167","2015-03-30",239.199997
"168","2015-03-31",240
"169","2015-04-01",240
"170","2015-04-02",241.199997
"171","2015-04-06",246.399994
"172","2015-04-07",240
"173","2015-04-08",240.399994
"174","2015-04-09",287.200012
"175","2015-04-10",280
"176","2015-04-13",274.399994
"177","2015-04-14",271.200012
"178","2015-04-15",276
"179","2015-04-16",269.200012
"180","2015-04-17",258.799988
"181","2015-04-20",250.399994
"182","2015-04-21",256.399994
"183","2015-04-22",254.800003
"184","2015-04-23",256.399994
"185","2015-04-24",256
"186","2015-04-27",249.600006
"187","2015-04-28",233.199997
"188","2015-04-29",228
"189","2015-04-30",228
"190","2015-05-01",224
"191","2015-05-04",217.199997
"192","2015-05-05",218
"193","2015-05-06",229.600006
"194","2015-05-07",230
"195","2015-05-08",230
"196","2015-05-11",234.399994
"197","2015-05-12",245.600006
"198","2015-05-13",238.399994
"199","2015-05-14",239.600006
"200","2015-05-15",238
"201","2015-05-18",228.399994
"202","2015-05-19",226
"203","2015-05-20",220
"204","2015-05-21",224
"205","2015-05-22",222.800003
"206","2015-05-26",231.199997
"207","2015-05-27",214
"208","2015-05-28",214.399994
"209","2015-05-29",230
"210","2015-06-01",221.199997
"211","2015-06-02",236
"212","2015-06-03",232
"213","2015-06-04",241.600006
"214","2015-06-05",232.800003
"215","2015-06-08",237.199997
"216","2015-06-09",234.399994
"217","2015-06-10",234.399994
"218","2015-06-11",229.600006
"219","2015-06-12",230.399994
"220","2015-06-15",269.600006
"221","2015-06-16",252
"222","2015-06-17",258.399994
"223","2015-06-18",277.600006
"224","2015-06-19",282
"225","2015-06-22",292
"226","2015-06-23",292
"227","2015-06-24",325.600006
"228","2015-06-25",320.399994
"229","2015-06-26",284.799988
"230","2015-06-29",266.399994
"231","2015-06-30",275.600006
"232","2015-07-01",275.200012
"233","2015-07-02",275.399994
"234","2015-07-06",266.200012
"235","2015-07-07",268
"236","2015-07-08",250.800003
"237","2015-07-09",263.200012
"238","2015-07-10",253.199997
"239","2015-07-13",278
"240","2015-07-14",259.200012
"241","2015-07-15",264.399994
"242","2015-07-16",260.799988
"243","2015-07-17",268.399994
"244","2015-07-20",268.799988
"245","2015-07-21",266.799988
"246","2015-07-22",263.600006
"247","2015-07-23",265.200012
"248","2015-07-24",267.200012
"249","2015-07-27",282.799988
"250","2015-07-28",278.799988
"251","2015-07-29",269.600006
"252","2015-07-30",265.600006
"253","2015-07-31",259.200012
"254","2015-08-03",258
"255","2015-08-04",258.399994
"256","2015-08-05",258.799988
"257","2015-08-06",257.600006
"258","2015-08-07",249.600006
"259","2015-08-10",246.399994
"260","2015-08-11",242.399994
"261","2015-08-12",223.199997
"262","2015-08-13",226
"263","2015-08-14",218
"264","2015-08-17",226
"265","2015-08-18",230
"266","2015-08-19",224
"267","2015-08-20",209.199997
"268","2015-08-21",213.600006
"269","2015-08-24",198
"270","2015-08-25",211
"271","2015-08-26",204.800003
"272","2015-08-27",224.399994
"273","2015-08-28",236.800003
"274","2015-08-31",233.600006
"275","2015-09-01",228.800003
"276","2015-09-02",233.199997
"277","2015-09-03",226
"278","2015-09-04",222.800003
"279","2015-09-08",226.399994
"280","2015-09-09",224.399994
"281","2015-09-10",222
"282","2015-09-11",218.800003
"283","2015-09-14",224
"284","2015-09-15",226.399994
"285","2015-09-16",239.600006
"286","2015-09-17",258
"287","2015-09-18",248.399994
"288","2015-09-21",257.200012
"289","2015-09-22",242.399994
"290","2015-09-23",242
"291","2015-09-24",239.240005
"292","2015-09-25",230.399994
"293","2015-09-28",216.800003
"294","2015-09-29",204.399994
"295","2015-09-30",203.600006
"296","2015-10-01",195.199997
"297","2015-10-02",198
"298","2015-10-05",209.600006
"299","2015-10-06",210.399994
"300","2015-10-07",220
"301","2015-10-08",213.199997
"302","2015-10-09",205.600006
"303","2015-10-12",220
"304","2015-10-13",222.399994
"305","2015-10-14",208.800003
"306","2015-10-15",207.199997
"307","2015-10-16",210.399994
"308","2015-10-19",200.800003
"309","2015-10-20",215.600006
"310","2015-10-21",206.399994
"311","2015-10-22",218.600006
"312","2015-10-23",210.399994
"313","2015-10-26",201.600006
"314","2015-10-27",216.800003
"315","2015-10-28",203.600006
"316","2015-10-29",203.199997
"317","2015-10-30",198
"318","2015-11-02",200.399994
"319","2015-11-03",192.399994
"320","2015-11-04",200
"321","2015-11-05",190
"322","2015-11-06",190.800003
"323","2015-11-09",186.800003
"324","2015-11-10",188.399994
"325","2015-11-11",186.279999
"326","2015-11-12",179.600006
"327","2015-11-13",180
"328","2015-11-16",166
"329","2015-11-17",168
"330","2015-11-18",172.960007
"331","2015-11-19",170
"332","2015-11-20",165.600006
"333","2015-11-23",169.600006
"334","2015-11-24",177.199997
"335","2015-11-25",181.199997
"336","2015-11-27",209.600006
"337","2015-11-30",206
"338","2015-12-01",200.800003
"339","2015-12-02",197.199997
"340","2015-12-03",188.399994
"341","2015-12-04",190.399994
"342","2015-12-07",183.800003
"343","2015-12-08",179.199997
"344","2015-12-09",168.800003
"345","2015-12-10",160.800003
"346","2015-12-11",156
"347","2015-12-14",147.199997
"348","2015-12-15",146
"349","2015-12-16",157.600006
"350","2015-12-17",156
"351","2015-12-18",174.399994
"352","2015-12-21",176
"353","2015-12-22",176
"354","2015-12-23",171.199997
"355","2015-12-24",169.199997
"356","2015-12-28",165.199997
"357","2015-12-29",164.399994
"358","2015-12-30",167.199997
"359","2015-12-31",154.800003
"360","2016-01-04",152
"361","2016-01-05",151.600006
"362","2016-01-06",141.199997
"363","2016-01-07",142.399994
"364","2016-01-08",138.800003
"365","2016-01-11",117.599998
"366","2016-01-12",114.800003
"367","2016-01-13",108.800003
"368","2016-01-14",120.800003
"369","2016-01-15",117.199997
"370","2016-01-19",116.800003
"371","2016-01-20",108.400002
"372","2016-01-21",112
"373","2016-01-22",118.800003
"374","2016-01-25",129.199997
"375","2016-01-26",127.199997
"376","2016-01-27",129.600006
"377","2016-01-28",135.600006
"378","2016-01-29",146.399994
"379","2016-02-01",145.199997
"380","2016-02-02",144
"381","2016-02-03",129.600006
"382","2016-02-04",120.400002
"383","2016-02-05",121.199997
"384","2016-02-08",116.800003
"385","2016-02-09",112
"386","2016-02-10",112
"387","2016-02-11",114
"388","2016-02-12",119.599998
"389","2016-02-16",119.599998
"390","2016-02-17",116
"391","2016-02-18",120.879997
"392","2016-02-19",120
"393","2016-02-22",122.800003
"394","2016-02-23",124.400002
"395","2016-02-24",112.400002
"396","2016-02-25",110.800003
"397","2016-02-26",110.400002
"398","2016-02-29",111.199997
"399","2016-03-01",107.800003
"400","2016-03-02",103.199997
"401","2016-03-03",111.599998
"402","2016-03-04",107.199997
"403","2016-03-07",108
"404","2016-03-08",106.400002
"405","2016-03-09",110.400002
"406","2016-03-10",106
"407","2016-03-11",110
"408","2016-03-14",109.199997
"409","2016-03-15",105.599998
"410","2016-03-16",163.199997
"411","2016-03-17",119.599998
"412","2016-03-18",114
"413","2016-03-21",111.199997
"414","2016-03-22",107.599998
"415","2016-03-23",104
"416","2016-03-24",108
"417","2016-03-28",102.400002
"418","2016-03-29",99.599998
"419","2016-03-30",96.800003
"420","2016-03-31",99.599998
"421","2016-04-01",98.400002
"422","2016-04-04",93.199997
"423","2016-04-05",90
"424","2016-04-06",96.800003
"425","2016-04-07",92.199997
"426","2016-04-08",90.400002
"427","2016-04-11",90.400002
"428","2016-04-12",89.199997
"429","2016-04-13",92.800003
"430","2016-04-14",96
"431","2016-04-15",108.400002
"432","2016-04-18",112
"433","2016-04-19",105.199997
"434","2016-04-20",100.400002
"435","2016-04-21",96.800003
"436","2016-04-22",96
"437","2016-04-25",97.599998
"438","2016-04-26",96.400002
"439","2016-04-27",92
"440","2016-04-28",94.800003
"441","2016-04-29",89.599998
"442","2016-05-02",89.199997
"443","2016-05-03",84.800003
"444","2016-05-04",82
"445","2016-05-05",82.440002
"446","2016-05-06",77.199997
"447","2016-05-09",77.199997
"448","2016-05-10",80.400002
"449","2016-05-11",78.400002
"450","2016-05-12",75.919998
"451","2016-05-13",75.199997
"452","2016-05-16",79.599998
"453","2016-05-17",75.199997
"454","2016-05-18",71.959999
"455","2016-05-19",68.400002
"456","2016-05-20",71.199997
"457","2016-05-23",72.400002
"458","2016-05-24",70.519997
"459","2016-05-25",75.599998
"460","2016-05-26",83.199997
"461","2016-05-27",79.199997
"462","2016-05-31",80
"463","2016-06-01",81.599998
"464","2016-06-02",82.800003
"465","2016-06-03",82
"466","2016-06-06",82.800003
"467","2016-06-07",82.800003
"468","2016-06-08",85.599998
"469","2016-06-09",79.199997
"470","2016-06-10",77.199997
"471","2016-06-13",72.400002
"472","2016-06-14",73.599998
"473","2016-06-15",74.800003
"474","2016-06-16",74.800003
"475","2016-06-17",74.400002
"476","2016-06-20",73.199997
"477","2016-06-21",72
"478","2016-06-22",70
"479","2016-06-23",69.599998
"480","2016-06-24",68.800003
"481","2016-06-27",64.800003
"482","2016-06-28",66.800003
"483","2016-06-29",65.199997
"484","2016-06-30",64
"485","2016-07-01",67.599998
"486","2016-07-05",68
"487","2016-07-06",63.200001
"488","2016-07-07",63.599998
"489","2016-07-08",66.800003
"490","2016-07-11",65.599998
"491","2016-07-12",66
"492","2016-07-13",64.400002
"493","2016-07-14",63.200001
"494","2016-07-15",64.800003
"495","2016-07-18",66
"496","2016-07-19",64
"497","2016-07-20",63.200001
"498","2016-07-21",64
"499","2016-07-22",65.199997
"500","2016-07-25",70
"501","2016-07-26",70.800003
"502","2016-07-27",69.599998
"503","2016-07-28",69.199997
"504","2016-07-29",68.800003
"505","2016-08-01",64.800003
"506","2016-08-02",62.799999
"507","2016-08-03",64.199997
"508","2016-08-04",63.200001
"509","2016-08-05",66.800003
"510","2016-08-08",64.800003
"511","2016-08-09",65.199997
"512","2016-08-10",62.799999
"513","2016-08-11",64
"514","2016-08-12",67.599998
"515","2016-08-15",70.800003
"516","2016-08-16",70.400002
"517","2016-08-17",70
"518","2016-08-18",76.800003
"519","2016-08-19",73.720001
"520","2016-08-22",74.800003
"521","2016-08-23",75.199997
"522","2016-08-24",70
"523","2016-08-25",71.199997
"524","2016-08-26",68.400002
"525","2016-08-29",66.400002
"526","2016-08-30",67.199997
"527","2016-08-31",64.800003
"528","2016-09-01",67.199997
"529","2016-09-02",67.199997
"530","2016-09-06",66.800003
"531","2016-09-07",64.400002
"532","2016-09-08",69.760002
"533","2016-09-09",66.800003
"534","2016-09-12",67.599998
"535","2016-09-13",65.599998
"536","2016-09-14",66
"537","2016-09-15",70
"538","2016-09-16",68.400002
"539","2016-09-19",68.199997
"540","2016-09-20",71.599998
"541","2016-09-21",73.199997
"542","2016-09-22",71.199997
"543","2016-09-23",71
"544","2016-09-26",70.800003
"545","2016-09-27",71.199997
"546","2016-09-28",70
"547","2016-09-29",67.599998
"548","2016-09-30",69.199997
"549","2016-10-03",66.800003
"550","2016-10-04",65.599998
"551","2016-10-05",67.199997
"552","2016-10-06",65.599998
"553","2016-10-07",65.599998
"554","2016-10-10",67.599998
"555","2016-10-11",66.800003
"556","2016-10-12",66.400002
"557","2016-10-13",66.800003
"558","2016-10-14",66
"559","2016-10-17",65.599998
"560","2016-10-18",62.400002
"561","2016-10-19",61.599998
"562","2016-10-20",64
"563","2016-10-21",63.200001
"564","2016-10-24",62.400002
"565","2016-10-25",62.400002
"566","2016-10-26",63.200001
"567","2016-10-27",61.599998
"568","2016-10-28",60.400002
"569","2016-10-31",60.799999
"570","2016-11-01",57.200001
"571","2016-11-02",55.200001
"572","2016-11-03",56
"573","2016-11-04",54.400002
"574","2016-11-07",58
"575","2016-11-08",56.119999
"576","2016-11-09",58
"577","2016-11-10",60
"578","2016-11-11",61.599998
"579","2016-11-14",60
"580","2016-11-15",59.599998
"581","2016-11-16",60.599998
"582","2016-11-17",61.599998
"583","2016-11-18",61.599998
"584","2016-11-21",61.200001
"585","2016-11-22",61.400002
"586","2016-11-23",61.200001
"587","2016-11-25",61.200001
"588","2016-11-28",64
"589","2016-11-29",56.400002
"590","2016-11-30",55.200001
"591","2016-12-01",56.400002
"592","2016-12-02",58
"593","2016-12-05",56.400002
"594","2016-12-06",55.200001
"595","2016-12-07",52
"596","2016-12-08",48.799999
"597","2016-12-09",39.200001
"598","2016-12-12",40.799999
"599","2016-12-13",42.799999
"600","2016-12-14",41.84
"601","2016-12-15",41.599998
"602","2016-12-16",42
"603","2016-12-19",43.200001
"604","2016-12-20",43.200001
"605","2016-12-21",45.32
"606","2016-12-22",46.400002
"607","2016-12-23",44.799999
"608","2016-12-27",42
"609","2016-12-28",41.200001
"610","2016-12-29",42
"611","2016-12-30",41.599998
"612","2017-01-03",43.599998
"613","2017-01-04",46.799999
"614","2017-01-05",46.400002
"615","2017-01-06",46.400002
"616","2017-01-09",46.799999
"617","2017-01-10",46.799999
"618","2017-01-11",45.599998
"619","2017-01-12",44.799999
"620","2017-01-13",47.200001
"621","2017-01-17",45.599998
"622","2017-01-18",45.599998
"623","2017-01-19",45.599998
"624","2017-01-20",46.400002
"625","2017-01-23",44.400002
"626","2017-01-24",44.400002
"627","2017-01-25",45.880001
"628","2017-01-26",52.799999
"629","2017-01-27",54.919998
"630","2017-01-30",56
"631","2017-01-31",56.400002
"632","2017-02-01",61.200001
"633","2017-02-02",56.400002
"634","2017-02-03",55.200001
"635","2017-02-06",53.599998
"636","2017-02-07",51.200001
"637","2017-02-08",49.599998
"638","2017-02-09",50.32
"639","2017-02-10",50.400002
"640","2017-02-13",48.799999
"641","2017-02-14",48.400002
"642","2017-02-15",47.84
"643","2017-02-16",48.799999
"644","2017-02-17",46.799999
"645","2017-02-21",47.599998
"646","2017-02-22",47.360001
"647","2017-02-23",45.599998
"648","2017-02-24",45.200001
"649","2017-02-27",41.599998
"650","2017-02-28",41.599998
"651","2017-03-01",39.68
"652","2017-03-02",38.52
"653","2017-03-03",38.599998
"654","2017-03-06",38
"655","2017-03-07",37.200001
"656","2017-03-08",37.200001
"657","2017-03-09",38.799999
"658","2017-03-10",40
"659","2017-03-13",36.400002
"660","2017-03-14",34.400002
"661","2017-03-15",36.799999
"662","2017-03-16",35.200001
"663","2017-03-17",36
"664","2017-03-20",35.84
"665","2017-03-21",34.040001
"666","2017-03-22",36
"667","2017-03-23",36.400002
"668","2017-03-24",35.599998
"669","2017-03-27",35.599998
"670","2017-03-28",35.200001
"671","2017-03-29",34.400002
"672","2017-03-30",32
"673","2017-03-31",30.4
"674","2017-04-03",28
"675","2017-04-04",26.200001
"676","2017-04-05",22.879999
"677","2017-04-06",24
"678","2017-04-07",22
"679","2017-04-10",22.4
"680","2017-04-11",21.639999
"681","2017-04-12",23.200001
"682","2017-04-13",21.6
"683","2017-04-17",20.879999
"684","2017-04-18",20.879999
"685","2017-04-19",21.280001
"686","2017-04-20",21.200001
"687","2017-04-21",22
"688","2017-04-24",21.6
"689","2017-04-25",21.6
"690","2017-04-26",22.799999
"691","2017-04-27",23.6
"692","2017-04-28",22.4
"693","2017-05-01",22
"694","2017-05-02",22.639999
"695","2017-05-03",21.200001
"696","2017-05-04",21.6
"697","2017-05-05",20.4
"698","2017-05-08",20.4
"699","2017-05-09",20.4
"700","2017-05-10",20
"701","2017-05-11",19.799999
"702","2017-05-12",20
"703","2017-05-15",20.4
"704","2017-05-16",21.200001
"705","2017-05-17",20.4
"706","2017-05-18",18.48
"707","2017-05-19",20.799999
"708","2017-05-22",17.24
"709","2017-05-23",19.120001
"710","2017-05-24",18.879999
"711","2017-05-25",18.4
"712","2017-05-26",18
"713","2017-05-30",18.48
"714","2017-05-31",18.799999
"715","2017-06-01",18.799999
"716","2017-06-02",18.799999
"717","2017-06-05",18.4
"718","2017-06-06",18.6
"719","2017-06-07",18.4
"720","2017-06-08",17.200001
"721","2017-06-09",17.200001
"722","2017-06-12",17.6
"723","2017-06-13",17.6
"724","2017-06-14",17.200001
"725","2017-06-15",17.200001
"726","2017-06-16",17.200001
"727","2017-06-19",18.959999
"728","2017-06-20",18
"729","2017-06-21",18.799999
"730","2017-06-22",18.799999
"731","2017-06-23",17.32
"732","2017-06-26",18
"733","2017-06-27",18.040001
"734","2017-06-28",18
"735","2017-06-29",18.799999
"736","2017-06-30",26.799999
"737","2017-07-03",25.200001
"738","2017-07-05",24.799999
"739","2017-07-06",24.52
"740","2017-07-07",22.92
"741","2017-07-10",21.4
"742","2017-07-11",23.879999
"743","2017-07-12",22.559999
"744","2017-07-13",24.4
"745","2017-07-14",26.4
"746","2017-07-17",25.6
"747","2017-07-18",25.200001
"748","2017-07-19",24.799999
"749","2017-07-20",24.799999
"750","2017-07-21",26.24
"751","2017-07-24",25.959999
"752","2017-07-25",25.92
"753","2017-07-26",25.959999
"754","2017-07-27",27.6
"755","2017-07-28",26.4
"756","2017-07-31",27.120001
"757","2017-08-01",30.120001
"758","2017-08-02",28
"759","2017-08-03",29.559999
"760","2017-08-04",25.6
"761","2017-08-07",25.200001
"762","2017-08-08",25.6
"763","2017-08-09",25.6
"764","2017-08-10",25.6
"765","2017-08-11",25.200001
"766","2017-08-14",23.6
"767","2017-08-15",23.6
"768","2017-08-16",22.4
"769","2017-08-17",23.6
"770","2017-08-18",22.799999
"771","2017-08-21",23.6
"772","2017-08-22",23.200001
"773","2017-08-23",21.639999
"774","2017-08-24",22.4
"775","2017-08-25",22.799999
"776","2017-08-28",24.4
"777","2017-08-29",24
"778","2017-08-30",22.4
"779","2017-08-31",23.200001
"780","2017-09-01",23.6
"781","2017-09-05",23.08
"782","2017-09-06",23.6
"783","2017-09-07",26
"784","2017-09-08",22.799999
"785","2017-09-11",24
"786","2017-09-12",23.6
"787","2017-09-13",23.6
"788","2017-09-14",22.799999
"789","2017-09-15",23.280001
"790","2017-09-18",21.6
"791","2017-09-19",21.200001
"792","2017-09-20",21.6
"793","2017-09-21",20.799999
"794","2017-09-22",19.16
"795","2017-09-25",14.16
"796","2017-09-26",17.719999
"797","2017-09-27",19.200001
"798","2017-09-28",18.08
"799","2017-09-29",17.32
"800","2017-10-02",17.360001
"801","2017-10-03",17.280001
"802","2017-10-04",17.6
"803","2017-10-05",17.76
"804","2017-10-06",17.68
"805","2017-10-09",16.799999
"806","2017-10-10",16.879999
"807","2017-10-11",25.944
"808","2017-10-12",21.52
"809","2017-10-13",20.559999
"810","2017-10-16",19.200001
"811","2017-10-17",19.280001
"812","2017-10-18",18.872
"813","2017-10-19",18
"814","2017-10-20",17.360001
"815","2017-10-23",17.52
"816","2017-10-24",20.48
"817","2017-10-25",19.368
"818","2017-10-26",20.559999
"819","2017-10-27",19.120001
"820","2017-10-30",18.24
"821","2017-10-31",20.08
"822","2017-11-01",18.16
"823","2017-11-02",18.4
"824","2017-11-03",17.360001
"825","2017-11-06",16.16
"826","2017-11-07",16.559999
"827","2017-11-08",14.8
"828","2017-11-09",15.28
"829","2017-11-10",15.6
"830","2017-11-13",16.799999
"831","2017-11-14",15.76
"832","2017-11-15",17.832001
"833","2017-11-16",17.76
"834","2017-11-17",17.92
"835","2017-11-20",17.120001
"836","2017-11-21",18.4
"837","2017-11-22",17.280001
"838","2017-11-24",18.08
"839","2017-11-27",18.719999
"840","2017-11-28",18.559999
"841","2017-11-29",17.6
"842","2017-11-30",17.76
"843","2017-12-01",17.688
"844","2017-12-04",17.200001
"845","2017-12-05",16.959999
"846","2017-12-06",16.24
"847","2017-12-07",15.84
"848","2017-12-08",15.68
"849","2017-12-11",15.504
"850","2017-12-12",14.8
"851","2017-12-13",15.76
"852","2017-12-14",14.48
"853","2017-12-15",14.88
"854","2017-12-18",15.84
"855","2017-12-19",17.040001
"856","2017-12-20",20
"857","2017-12-21",18.879999
"858","2017-12-22",19.200001
"859","2017-12-26",18.559999
"860","2017-12-27",18.864
"861","2017-12-28",18.559999
"862","2017-12-29",18.288
"863","2018-01-02",17.76
"864","2018-01-03",18.672001
"865","2018-01-04",17.76
"866","2018-01-05",20.639999
"867","2018-01-08",20.719999
"868","2018-01-09",19.76
"869","2018-01-10",20.16
"870","2018-01-11",20.719999
"871","2018-01-12",20.719999
"872","2018-01-16",21
"873","2018-01-17",21.360001
"874","2018-01-18",19.6
"875","2018-01-19",24
"876","2018-01-22",24.16
"877","2018-01-23",26.48
"878","2018-01-24",24.799999
"879","2018-01-25",25.360001
"880","2018-01-26",23.84
"881","2018-01-29",22.48
"882","2018-01-30",22
"883","2018-01-31",22.879999
"884","2018-02-01",23.6
"885","2018-02-02",22.719999
"886","2018-02-05",21.92
"887","2018-02-06",22
"888","2018-02-07",21.68
"889","2018-02-08",21.440001
"890","2018-02-09",21.216
"891","2018-02-12",21.360001
"892","2018-02-13",21.68
"893","2018-02-14",22.959999
"894","2018-02-15",23.52
"895","2018-02-16",22.719999
"896","2018-02-20",22.16
"897","2018-02-21",22.584
"898","2018-02-22",22.48
"899","2018-02-23",22.08
"900","2018-02-26",21.92
"901","2018-02-27",21.120001
"902","2018-02-28",21.52
"903","2018-03-01",20.559999
"904","2018-03-02",21.040001
"905","2018-03-05",21.280001
"906","2018-03-06",22.4
"907","2018-03-07",23.68
"908","2018-03-08",23.440001
"909","2018-03-09",23.280001
"910","2018-03-12",24.559999
"911","2018-03-13",24.559999
"912","2018-03-14",23.280001
"913","2018-03-15",21.76
"914","2018-03-16",21.52
"915","2018-03-19",20.959999
"916","2018-03-20",20.08
"917","2018-03-21",21.6
"918","2018-03-22",20.4
"919","2018-03-23",18.48
"920","2018-03-26",18
"921","2018-03-27",16.32
"922","2018-03-28",15.76
"923","2018-03-29",15.84
"924","2018-04-02",15.84
"925","2018-04-03",16.24
"926","2018-04-04",16.4
"927","2018-04-05",15.36
"928","2018-04-06",14.96
"929","2018-04-09",16.08
"930","2018-04-10",16.719999
"931","2018-04-11",17.6
"932","2018-04-12",17.52
"933","2018-04-13",16.32
"934","2018-04-16",16
"935","2018-04-17",15.68
"936","2018-04-18",16.16
"937","2018-04-19",18
"938","2018-04-20",18.184
"939","2018-04-23",16.559999
"940","2018-04-24",16.639999
"941","2018-04-25",17.280001
"942","2018-04-26",17.92
"943","2018-04-27",17.52
"944","2018-04-30",17.6
"945","2018-05-01",17.92
"946","2018-05-02",16.879999
"947","2018-05-03",17.040001
"948","2018-05-04",16.08
"949","2018-05-07",19.6
"950","2018-05-08",18.559999
"951","2018-05-09",20.24
"952","2018-05-10",18.959999
"953","2018-05-11",20
"954","2018-05-14",19.200001
"955","2018-05-15",19.440001
"956","2018-05-16",19.68
"957","2018-05-17",19.92
"958","2018-05-18",18.08
"959","2018-05-21",17.68
"960","2018-05-22",18.32
"961","2018-05-23",17.440001
"962","2018-05-24",17.6
"963","2018-05-25",17.52
"964","2018-05-29",17.92
"965","2018-05-30",18.16
"966","2018-05-31",17.52
"967","2018-06-01",18
"968","2018-06-04",17.84
"969","2018-06-05",18
"970","2018-06-06",18.08
"971","2018-06-07",18.08
"972","2018-06-08",18
"973","2018-06-11",18.16
"974","2018-06-12",18.08
"975","2018-06-13",17.84
"976","2018-06-14",16.24
"977","2018-06-15",16
"978","2018-06-18",14.72
"979","2018-06-19",13.92
"980","2018-06-20",14.8
"981","2018-06-21",13.76
"982","2018-06-22",14.48
