"","date","ALEX"
"1","2012-06-14",26.23
"2","2012-06-15",25.57
"3","2012-06-18",25.57
"4","2012-06-19",25.57
"5","2012-06-20",25.57
"6","2012-06-21",25.57
"7","2012-06-22",25.57
"8","2012-06-25",25.59
"9","2012-06-26",26.93
"10","2012-06-27",26.98
"11","2012-06-28",27.9
"12","2012-06-29",25.17
"13","2012-07-02",27.83
"14","2012-07-03",27.51
"15","2012-07-05",31.16
"16","2012-07-06",33.779999
"17","2012-07-09",32.040001
"18","2012-07-10",32.099998
"19","2012-07-11",24.950001
"20","2012-07-12",24.91
"21","2012-07-13",24.82
"22","2012-07-16",34.16
"23","2012-07-17",34
"24","2012-07-18",34.060001
"25","2012-07-19",34.060001
"26","2012-07-20",33.599998
"27","2012-07-23",32.650002
"28","2012-07-24",32.259998
"29","2012-07-25",32.130001
"30","2012-07-26",32.299999
"31","2012-07-27",32.52
"32","2012-07-30",32.259998
"33","2012-07-31",32.040001
"34","2012-08-01",32.049999
"35","2012-08-02",32.490002
"36","2012-08-03",32.110001
"37","2012-08-06",32.09
"38","2012-08-07",32.029999
"39","2012-08-08",31.969999
"40","2012-08-09",31.77
"41","2012-08-10",31.5
"42","2012-08-13",31.110001
"43","2012-08-14",30.67
"44","2012-08-15",29.27
"45","2012-08-16",30.26
"46","2012-08-17",30.08
"47","2012-08-20",30.17
"48","2012-08-21",30.049999
"49","2012-08-22",29.99
"50","2012-08-23",29.99
"51","2012-08-24",29.99
"52","2012-08-27",29.57
"53","2012-08-28",29.959999
"54","2012-08-29",29.6
"55","2012-08-30",29.440001
"56","2012-08-31",29.620001
"57","2012-09-04",29.620001
"58","2012-09-05",29.719999
"59","2012-09-06",30.219999
"60","2012-09-07",29.969999
"61","2012-09-10",30.120001
"62","2012-09-11",30.1
"63","2012-09-12",30.18
"64","2012-09-13",30.290001
"65","2012-09-14",30.540001
"66","2012-09-17",29.889999
"67","2012-09-18",29.620001
"68","2012-09-19",29.459999
"69","2012-09-20",29.690001
"70","2012-09-21",29.530001
"71","2012-09-24",29.280001
"72","2012-09-25",29.83
"73","2012-09-26",29.809999
"74","2012-09-27",29.75
"75","2012-09-28",29.530001
"76","2012-10-01",28.690001
"77","2012-10-02",28.959999
"78","2012-10-03",28.73
"79","2012-10-04",28.700001
"80","2012-10-05",28.4
"81","2012-10-08",28.34
"82","2012-10-09",28.07
"83","2012-10-10",27.879999
"84","2012-10-11",27.959999
"85","2012-10-12",27.540001
"86","2012-10-15",27.469999
"87","2012-10-16",27.68
"88","2012-10-17",27.98
"89","2012-10-18",27.620001
"90","2012-10-19",26.93
"91","2012-10-22",26.709999
"92","2012-10-23",26.389999
"93","2012-10-24",26.99
"94","2012-10-25",27.24
"95","2012-10-26",28.280001
"96","2012-10-31",28.93
"97","2012-11-01",29.889999
"98","2012-11-02",29.540001
"99","2012-11-05",29.35
"100","2012-11-06",29.68
"101","2012-11-07",29.42
"102","2012-11-08",29.190001
"103","2012-11-09",29.33
"104","2012-11-12",28.700001
"105","2012-11-13",28.780001
"106","2012-11-14",27.379999
"107","2012-11-15",27.360001
"108","2012-11-16",27.41
"109","2012-11-19",27.9
"110","2012-11-20",28.41
"111","2012-11-21",28.6
"112","2012-11-23",29.07
"113","2012-11-26",29.41
"114","2012-11-27",29.370001
"115","2012-11-28",29.34
"116","2012-11-29",29.68
"117","2012-11-30",29.860001
"118","2012-12-03",28.969999
"119","2012-12-04",29.32
"120","2012-12-05",28.92
"121","2012-12-06",28.98
"122","2012-12-07",28.809999
"123","2012-12-10",29.15
"124","2012-12-11",29.18
"125","2012-12-12",28.99
"126","2012-12-13",28.58
"127","2012-12-14",28.450001
"128","2012-12-17",28.620001
"129","2012-12-18",28.5
"130","2012-12-19",28.18
"131","2012-12-20",28.610001
"132","2012-12-21",28.57
"133","2012-12-24",28.65
"134","2012-12-26",28.41
"135","2012-12-27",28.85
"136","2012-12-28",28.6
"137","2012-12-31",29.370001
"138","2013-01-02",29.860001
"139","2013-01-03",29.450001
"140","2013-01-04",29.540001
"141","2013-01-07",29.209999
"142","2013-01-08",29.809999
"143","2013-01-09",29.790001
"144","2013-01-10",29.719999
"145","2013-01-11",29.799999
"146","2013-01-14",29.93
"147","2013-01-15",30.139999
"148","2013-01-16",30.32
"149","2013-01-17",30.809999
"150","2013-01-18",31.049999
"151","2013-01-22",32
"152","2013-01-23",32.060001
"153","2013-01-24",32.360001
"154","2013-01-25",33.299999
"155","2013-01-28",33.16
"156","2013-01-29",33.389999
"157","2013-01-30",33.25
"158","2013-01-31",33.599998
"159","2013-02-01",33.68
"160","2013-02-04",33.75
"161","2013-02-05",34.639999
"162","2013-02-06",35.41
"163","2013-02-07",35.080002
"164","2013-02-08",35.220001
"165","2013-02-11",34.549999
"166","2013-02-12",35.009998
"167","2013-02-13",35.25
"168","2013-02-14",35.139999
"169","2013-02-15",35.119999
"170","2013-02-19",35.200001
"171","2013-02-20",35.32
"172","2013-02-21",34.59
"173","2013-02-22",35.220001
"174","2013-02-25",34.709999
"175","2013-02-26",35.209999
"176","2013-02-27",35.599998
"177","2013-02-28",35.23
"178","2013-03-01",35.459999
"179","2013-03-04",36.150002
"180","2013-03-05",36.52
"181","2013-03-06",36.220001
"182","2013-03-07",36.52
"183","2013-03-08",35.689999
"184","2013-03-11",35.5
"185","2013-03-12",35.490002
"186","2013-03-13",35.560001
"187","2013-03-14",36.139999
"188","2013-03-15",35.799999
"189","2013-03-18",35.509998
"190","2013-03-19",35.610001
"191","2013-03-20",35.830002
"192","2013-03-21",35.5
"193","2013-03-22",35.549999
"194","2013-03-25",35.380001
"195","2013-03-26",35.470001
"196","2013-03-27",35.529999
"197","2013-03-28",35.75
"198","2013-04-01",35.380001
"199","2013-04-02",34.540001
"200","2013-04-03",33.799999
"201","2013-04-04",34.200001
"202","2013-04-05",34.279999
"203","2013-04-08",34.48
"204","2013-04-09",34.419998
"205","2013-04-10",34.990002
"206","2013-04-11",35.240002
"207","2013-04-12",35.700001
"208","2013-04-15",33.970001
"209","2013-04-16",34.209999
"210","2013-04-17",33.540001
"211","2013-04-18",33.580002
"212","2013-04-19",33.68
"213","2013-04-22",33.41
"214","2013-04-23",33.540001
"215","2013-04-24",33.169998
"216","2013-04-25",33.75
"217","2013-04-26",33.610001
"218","2013-04-29",33.810001
"219","2013-04-30",34.060001
"220","2013-05-01",33.060001
"221","2013-05-02",32.889999
"222","2013-05-03",33.290001
"223","2013-05-06",33.279999
"224","2013-05-07",33.48
"225","2013-05-08",33.310001
"226","2013-05-09",34.009998
"227","2013-05-10",33.720001
"228","2013-05-13",33.150002
"229","2013-05-14",33.57
"230","2013-05-15",33.93
"231","2013-05-16",34.779999
"232","2013-05-17",35.299999
"233","2013-05-20",35.740002
"234","2013-05-21",36.130001
"235","2013-05-22",36.349998
"236","2013-05-23",35.529999
"237","2013-05-24",35.470001
"238","2013-05-28",35.060001
"239","2013-05-29",34.849998
"240","2013-05-30",35.290001
"241","2013-05-31",35.290001
"242","2013-06-03",35.77
"243","2013-06-04",36.049999
"244","2013-06-05",35.900002
"245","2013-06-06",36.98
"246","2013-06-07",35.540001
"247","2013-06-10",35.990002
"248","2013-06-11",35.130001
"249","2013-06-12",35.07
"250","2013-06-13",37.41
"251","2013-06-14",36.93
"252","2013-06-17",38.830002
"253","2013-06-18",40.869999
"254","2013-06-19",39.200001
"255","2013-06-20",39.610001
"256","2013-06-21",39.84
"257","2013-06-24",39.919998
"258","2013-06-25",40.029999
"259","2013-06-26",39.990002
"260","2013-06-27",39.990002
"261","2013-06-28",39.75
"262","2013-07-01",40.299999
"263","2013-07-02",40
"264","2013-07-03",40.09
"265","2013-07-05",40.98
"266","2013-07-08",40.43
"267","2013-07-09",40.689999
"268","2013-07-10",40.59
"269","2013-07-11",41.599998
"270","2013-07-12",42.360001
"271","2013-07-15",42.5
"272","2013-07-16",43.330002
"273","2013-07-17",43.759998
"274","2013-07-18",45.919998
"275","2013-07-19",45.459999
"276","2013-07-22",45.349998
"277","2013-07-23",45.209999
"278","2013-07-24",43.869999
"279","2013-07-25",43.98
"280","2013-07-26",43.48
"281","2013-07-29",43.299999
"282","2013-07-30",44.189999
"283","2013-07-31",44.290001
"284","2013-08-01",45.27
"285","2013-08-02",44.23
"286","2013-08-05",44.52
"287","2013-08-06",43.419998
"288","2013-08-07",42.59
"289","2013-08-08",42.73
"290","2013-08-09",41.959999
"291","2013-08-12",41.290001
"292","2013-08-13",39.98
"293","2013-08-14",38.330002
"294","2013-08-15",38.09
"295","2013-08-16",38
"296","2013-08-19",37.799999
"297","2013-08-20",38.959999
"298","2013-08-21",38.639999
"299","2013-08-22",38.619999
"300","2013-08-23",38.830002
"301","2013-08-26",38.619999
"302","2013-08-27",37.07
"303","2013-08-28",37.369999
"304","2013-08-29",37.27
"305","2013-08-30",35.970001
"306","2013-09-03",34.59
"307","2013-09-04",35.599998
"308","2013-09-05",34.849998
"309","2013-09-06",35.16
"310","2013-09-09",35.990002
"311","2013-09-10",36.509998
"312","2013-09-11",37.290001
"313","2013-09-12",37.810001
"314","2013-09-13",37.68
"315","2013-09-16",37.43
"316","2013-09-17",38.32
"317","2013-09-18",39.259998
"318","2013-09-19",38.580002
"319","2013-09-20",37.59
"320","2013-09-23",37.009998
"321","2013-09-24",36.759998
"322","2013-09-25",36.529999
"323","2013-09-26",36.43
"324","2013-09-27",35.720001
"325","2013-09-30",36.02
"326","2013-10-01",37.759998
"327","2013-10-02",37.610001
"328","2013-10-03",37.34
"329","2013-10-04",37.950001
"330","2013-10-07",37.869999
"331","2013-10-08",37.869999
"332","2013-10-09",38.040001
"333","2013-10-10",38.779999
"334","2013-10-11",39.650002
"335","2013-10-14",39.439999
"336","2013-10-15",39.009998
"337","2013-10-16",39.139999
"338","2013-10-17",40.810001
"339","2013-10-18",40.439999
"340","2013-10-21",39.5
"341","2013-10-22",40.040001
