"","date","ATKR"
"1","2016-06-10",16
"2","2016-06-13",16.25
"3","2016-06-14",16.07
"4","2016-06-15",16.129999
"5","2016-06-16",16.1
"6","2016-06-17",16
"7","2016-06-20",16.52
"8","2016-06-21",16.16
"9","2016-06-22",16.4
"10","2016-06-23",16.75
"11","2016-06-24",16.07
"12","2016-06-27",15.83
"13","2016-06-28",16.040001
"14","2016-06-29",16.049999
"15","2016-06-30",16
"16","2016-07-01",16.85
"17","2016-07-05",16.389999
"18","2016-07-06",15.98
"19","2016-07-07",16
"20","2016-07-08",16
"21","2016-07-11",16.68
"22","2016-07-12",16.93
"23","2016-07-13",16.379999
"24","2016-07-14",16.549999
"25","2016-07-15",16.790001
"26","2016-07-18",17.01
"27","2016-07-19",16.950001
"28","2016-07-20",16.59
"29","2016-07-21",16.59
"30","2016-07-22",16.700001
"31","2016-07-25",16.540001
"32","2016-07-26",16.219999
"33","2016-07-27",16.200001
"34","2016-07-28",15.82
"35","2016-07-29",15.73
"36","2016-08-01",15.3
"37","2016-08-02",15.52
"38","2016-08-03",16.15
"39","2016-08-04",16.41
"40","2016-08-05",16.629999
"41","2016-08-08",17.360001
"42","2016-08-09",17.67
"43","2016-08-10",17.5
"44","2016-08-11",17.52
"45","2016-08-12",17.469999
"46","2016-08-15",17.65
"47","2016-08-16",17.790001
"48","2016-08-17",17.549999
"49","2016-08-18",17.43
"50","2016-08-19",17.35
"51","2016-08-22",18.059999
"52","2016-08-23",17.809999
"53","2016-08-24",17.389999
"54","2016-08-25",17.5
"55","2016-08-26",17.41
"56","2016-08-29",17.48
"57","2016-08-30",17.870001
"58","2016-08-31",17.879999
"59","2016-09-01",17.940001
"60","2016-09-02",18.09
"61","2016-09-06",18.15
"62","2016-09-07",18.040001
"63","2016-09-08",18.01
"64","2016-09-09",17.700001
"65","2016-09-12",17.860001
"66","2016-09-13",17.620001
"67","2016-09-14",17.870001
"68","2016-09-15",18.01
"69","2016-09-16",17.99
"70","2016-09-19",18.48
"71","2016-09-20",18.48
"72","2016-09-21",18.58
"73","2016-09-22",18.6
"74","2016-09-23",18.629999
"75","2016-09-26",17.93
"76","2016-09-27",18.08
"77","2016-09-28",18.379999
"78","2016-09-29",18.299999
"79","2016-09-30",18.74
"80","2016-10-03",19.120001
"81","2016-10-04",19.040001
"82","2016-10-05",18.959999
"83","2016-10-06",19.07
"84","2016-10-07",19.25
"85","2016-10-10",19.33
"86","2016-10-11",18.99
"87","2016-10-12",19.030001
"88","2016-10-13",19.18
"89","2016-10-14",19.27
"90","2016-10-17",19.360001
"91","2016-10-18",19.4
"92","2016-10-19",19.24
"93","2016-10-20",19.549999
"94","2016-10-21",19.25
"95","2016-10-24",19.440001
"96","2016-10-25",19.120001
"97","2016-10-26",19.01
"98","2016-10-27",18.93
"99","2016-10-28",19.040001
"100","2016-10-31",18.799999
"101","2016-11-01",18.48
"102","2016-11-02",18.34
"103","2016-11-03",18.43
"104","2016-11-04",18.76
"105","2016-11-07",19.120001
"106","2016-11-08",19.139999
"107","2016-11-09",19.9
"108","2016-11-10",20.889999
"109","2016-11-11",21.26
"110","2016-11-14",20.58
"111","2016-11-15",20.66
"112","2016-11-16",20.780001
"113","2016-11-17",21.01
"114","2016-11-18",21.18
"115","2016-11-21",20.91
"116","2016-11-22",20.75
"117","2016-11-23",21.17
"118","2016-11-25",22.49
"119","2016-11-28",21.4
"120","2016-11-29",21.34
"121","2016-11-30",21.450001
"122","2016-12-01",21.17
"123","2016-12-02",20.66
"124","2016-12-05",20.48
"125","2016-12-06",19.82
"126","2016-12-07",19.709999
"127","2016-12-08",21.299999
"128","2016-12-09",22.040001
"129","2016-12-12",21.26
"130","2016-12-13",21.459999
"131","2016-12-14",20.879999
"132","2016-12-15",21.32
"133","2016-12-16",22.120001
"134","2016-12-19",23.030001
"135","2016-12-20",23.469999
"136","2016-12-21",23.66
"137","2016-12-22",23.370001
"138","2016-12-23",23.709999
"139","2016-12-27",23.91
"140","2016-12-28",23.84
"141","2016-12-29",23.93
"142","2016-12-30",23.91
"143","2017-01-03",23.99
"144","2017-01-04",23.799999
"145","2017-01-05",23.74
"146","2017-01-06",23.49
"147","2017-01-09",22.969999
"148","2017-01-10",24.26
"149","2017-01-11",24.93
"150","2017-01-12",24.58
"151","2017-01-13",25.23
"152","2017-01-17",25.040001
"153","2017-01-18",25.809999
"154","2017-01-19",25.52
"155","2017-01-20",25.530001
"156","2017-01-23",25.639999
"157","2017-01-24",26.120001
"158","2017-01-25",26.58
"159","2017-01-26",26.6
"160","2017-01-27",26.790001
"161","2017-01-30",26.530001
"162","2017-01-31",26.719999
"163","2017-02-01",27.26
"164","2017-02-02",27.049999
"165","2017-02-03",27.110001
"166","2017-02-06",26.48
"167","2017-02-07",26.309999
"168","2017-02-08",26.41
"169","2017-02-09",26.1
"170","2017-02-10",26.360001
"171","2017-02-13",25.74
"172","2017-02-14",26.33
"173","2017-02-15",26.48
"174","2017-02-16",25.51
"175","2017-02-17",25.6
"176","2017-02-21",25.92
"177","2017-02-22",26.129999
"178","2017-02-23",26
"179","2017-02-24",25.77
"180","2017-02-27",26.32
"181","2017-02-28",26.219999
"182","2017-03-01",26.99
"183","2017-03-02",25.93
"184","2017-03-03",26.139999
"185","2017-03-06",25.52
"186","2017-03-07",25.35
"187","2017-03-08",25.43
"188","2017-03-09",25.219999
"189","2017-03-10",25.59
"190","2017-03-13",25.52
"191","2017-03-14",25.719999
"192","2017-03-15",25.82
"193","2017-03-16",25.85
"194","2017-03-17",26.139999
"195","2017-03-20",26.110001
"196","2017-03-21",25.6
"197","2017-03-22",26.07
"198","2017-03-23",25.809999
"199","2017-03-24",25.540001
"200","2017-03-27",25.57
"201","2017-03-28",25.58
"202","2017-03-29",25.58
"203","2017-03-30",25.99
"204","2017-03-31",26.280001
"205","2017-04-03",25.66
"206","2017-04-04",25.690001
"207","2017-04-05",25.49
"208","2017-04-06",25.67
"209","2017-04-07",25.889999
"210","2017-04-10",25.790001
"211","2017-04-11",26.040001
"212","2017-04-12",25.17
"213","2017-04-13",25.08
"214","2017-04-17",25.4
"215","2017-04-18",25.25
"216","2017-04-19",25.389999
"217","2017-04-20",25.84
"218","2017-04-21",25.68
"219","2017-04-24",25.870001
"220","2017-04-25",26.139999
"221","2017-04-26",26.469999
"222","2017-04-27",26.24
"223","2017-04-28",26.26
"224","2017-05-01",26.08
"225","2017-05-02",25.969999
"226","2017-05-03",26.15
"227","2017-05-04",26.059999
"228","2017-05-05",25.83
"229","2017-05-08",26.440001
"230","2017-05-09",23.01
"231","2017-05-10",23.01
"232","2017-05-11",23.059999
"233","2017-05-12",22.110001
"234","2017-05-15",23.02
"235","2017-05-16",22.4
"236","2017-05-17",21.16
"237","2017-05-18",21.65
"238","2017-05-19",21.6
"239","2017-05-22",21.620001
"240","2017-05-23",21.540001
"241","2017-05-24",21.459999
"242","2017-05-25",21.5
"243","2017-05-26",21.5
"244","2017-05-30",21.23
"245","2017-05-31",20.860001
"246","2017-06-01",21.75
"247","2017-06-02",21.959999
"248","2017-06-05",21.629999
"249","2017-06-06",21.629999
"250","2017-06-07",21.549999
"251","2017-06-08",22.190001
"252","2017-06-09",21.799999
"253","2017-06-12",21.83
"254","2017-06-13",22.26
"255","2017-06-14",22.120001
"256","2017-06-15",21.790001
"257","2017-06-16",21.91
"258","2017-06-19",22.360001
"259","2017-06-20",22.33
"260","2017-06-21",22.379999
"261","2017-06-22",22.17
