"","date","AAXN"
"178","2007-09-17",14.91
"179","2007-09-18",15.02
"180","2007-09-19",15.77
"181","2007-09-20",15.65
"182","2007-09-21",15.3
"183","2007-09-24",15.23
"184","2007-09-25",15.33
"185","2007-09-26",15.63
"186","2007-09-27",15.86
"187","2007-09-28",15.69
"188","2007-10-01",16.200001
"189","2007-10-02",16.969999
"190","2007-10-03",16.58
"191","2007-10-04",18.049999
"192","2007-10-05",17.870001
"193","2007-10-08",18.559999
"194","2007-10-09",18.809999
"195","2007-10-10",17.99
"196","2007-10-11",17.34
"197","2007-10-12",17.85
"198","2007-10-15",17.559999
"199","2007-10-16",17.110001
"200","2007-10-17",16.690001
"201","2007-10-18",16.51
"202","2007-10-19",15.6
"203","2007-10-22",16.700001
"204","2007-10-23",17.24
"205","2007-10-24",17.18
"206","2007-10-25",16.780001
"207","2007-10-26",16.65
"208","2007-10-29",16.379999
"209","2007-10-30",16
"210","2007-10-31",16.65
"211","2007-11-01",15.95
"212","2007-11-02",15.98
"213","2007-11-05",15.63
"214","2007-11-06",15.76
"215","2007-11-07",15.26
"216","2007-11-08",14.84
"217","2007-11-09",14.11
"218","2007-11-12",13.17
"219","2007-11-13",14.28
"220","2007-11-14",14.42
"221","2007-11-15",13.88
"222","2007-11-16",13.66
"223","2007-11-19",13.16
"224","2007-11-20",13.44
"225","2007-11-21",13.05
"226","2007-11-23",13.04
"227","2007-11-26",12.68
"228","2007-11-27",12.9
"229","2007-11-28",14.17
"230","2007-11-29",13.91
"231","2007-11-30",14.01
"232","2007-12-03",14.62
"233","2007-12-04",14.84
"234","2007-12-05",15.22
"235","2007-12-06",15.94
"236","2007-12-07",15.66
"237","2007-12-10",15.46
"238","2007-12-11",14.83
"239","2007-12-12",15.04
"240","2007-12-13",14.61
"241","2007-12-14",14.42
"242","2007-12-17",13.85
"243","2007-12-18",14.6
"244","2007-12-19",14.72
"245","2007-12-20",14.86
"246","2007-12-21",15.17
"247","2007-12-24",15.18
"248","2007-12-26",15.27
"249","2007-12-27",14.86
"250","2007-12-28",14.69
"251","2007-12-31",14.39
"252","2008-01-02",14.04
"253","2008-01-03",14.06
"254","2008-01-04",13.23
"255","2008-01-07",13.11
"256","2008-01-08",13.28
"257","2008-01-09",12.54
"258","2008-01-10",11.97
"259","2008-01-11",11.57
"260","2008-01-14",11.75
"261","2008-01-15",11.32
"262","2008-01-16",10.85
"263","2008-01-17",9.95
"264","2008-01-18",9.65
"265","2008-01-22",8.9
"266","2008-01-23",9.14
"267","2008-01-24",9.7
"268","2008-01-25",10.48
"269","2008-01-28",10.67
"270","2008-01-29",11.2
"271","2008-01-30",10.88
"272","2008-01-31",11.49
"273","2008-02-01",11.7
"274","2008-02-04",11.61
"275","2008-02-05",11.01
"276","2008-02-06",10.86
"277","2008-02-07",10.97
"278","2008-02-08",10.96
"279","2008-02-11",11.65
"280","2008-02-12",11.53
"281","2008-02-13",12.76
"282","2008-02-14",11.86
"283","2008-02-15",11.94
"284","2008-02-19",11.99
"285","2008-02-20",12.1
"286","2008-02-21",11.96
"287","2008-02-22",11.55
"288","2008-02-25",11.8
"289","2008-02-26",11.68
"290","2008-02-27",11.69
"291","2008-02-28",11.75
"292","2008-02-29",11.27
"293","2008-03-03",11.37
"294","2008-03-04",11.08
"295","2008-03-05",11.28
"296","2008-03-06",11.01
"297","2008-03-07",10.78
"298","2008-03-10",10.43
"299","2008-03-11",11.41
"300","2008-03-12",10.54
"301","2008-03-13",10.58
"302","2008-03-14",9.94
"303","2008-03-17",9.36
"304","2008-03-18",10.03
"305","2008-03-19",9.6
"306","2008-03-20",9.65
"307","2008-03-24",9.82
"308","2008-03-25",10.15
"309","2008-03-26",10.21
"310","2008-03-27",9.89
"311","2008-03-28",9.56
"312","2008-03-31",9.4
"313","2008-04-01",9.86
"314","2008-04-02",9.77
"315","2008-04-03",10.27
"316","2008-04-04",10.14
"317","2008-04-07",10.14
"318","2008-04-08",9.75
"319","2008-04-09",9.43
"320","2008-04-10",9.5
"321","2008-04-11",9.35
"322","2008-04-14",9.32
"323","2008-04-15",9.06
"324","2008-04-16",9.44
"325","2008-04-17",9.42
"326","2008-04-18",9.58
"327","2008-04-21",9.85
"328","2008-04-22",9.52
"329","2008-04-23",9.42
"330","2008-04-24",7.53
"331","2008-04-25",7.32
"332","2008-04-28",7.51
"333","2008-04-29",7.52
"334","2008-04-30",7.46
"335","2008-05-01",7.41
"336","2008-05-02",7.28
"337","2008-05-05",7.33
"338","2008-05-06",7.47
"339","2008-05-07",7.38
"340","2008-05-08",7.44
"341","2008-05-09",7.37
"342","2008-05-12",7.68
"343","2008-05-13",7.91
"344","2008-05-14",7.9
"345","2008-05-15",7.87
"346","2008-05-16",7.52
"347","2008-05-19",7.48
"348","2008-05-20",7.44
"349","2008-05-21",7.24
"350","2008-05-22",7.33
"351","2008-05-23",7.11
"352","2008-05-27",7.21
"353","2008-05-28",7.13
"354","2008-05-29",7
"355","2008-05-30",7.03
"356","2008-06-02",7.06
"357","2008-06-03",6.99
"358","2008-06-04",6.97
"359","2008-06-05",7.03
"360","2008-06-06",6.9
"361","2008-06-09",6.13
"362","2008-06-10",6.16
"363","2008-06-11",5.92
"364","2008-06-12",5.78
"365","2008-06-13",5.83
"366","2008-06-16",5.92
"367","2008-06-17",5.73
"368","2008-06-18",5.51
"369","2008-06-19",5.75
"370","2008-06-20",5.77
"371","2008-06-23",5.56
"372","2008-06-24",5.56
"373","2008-06-25",5.4
"374","2008-06-26",5.11
"375","2008-06-27",5.05
"376","2008-06-30",4.99
"377","2008-07-01",5.14
"378","2008-07-02",5.01
"379","2008-07-03",5.02
"380","2008-07-07",5.1
"381","2008-07-08",5.47
"382","2008-07-09",5.23
"383","2008-07-10",5.14
"384","2008-07-11",5.21
"385","2008-07-14",5.1
"386","2008-07-15",5.39
"387","2008-07-16",5.96
"388","2008-07-17",5.74
"389","2008-07-18",5.65
"390","2008-07-21",5.58
"391","2008-07-22",5.66
"392","2008-07-23",5.7
"393","2008-07-24",5.06
"394","2008-07-25",5.04
"395","2008-07-28",5.02
"396","2008-07-29",5.14
"397","2008-07-30",5.13
"398","2008-07-31",5.04
"399","2008-08-01",5.12
"400","2008-08-04",5.09
"401","2008-08-05",5.11
"402","2008-08-06",5.34
"403","2008-08-07",5.17
"404","2008-08-08",5.34
"405","2008-08-11",5.57
"406","2008-08-12",5.64
"407","2008-08-13",5.65
"408","2008-08-14",5.79
"409","2008-08-15",5.86
"410","2008-08-18",5.95
"411","2008-08-19",6.27
"412","2008-08-20",6.2
"413","2008-08-21",6.11
"414","2008-08-22",6.2
"415","2008-08-25",6.13
"416","2008-08-26",6.14
"417","2008-08-27",6.23
"418","2008-08-28",6.47
"419","2008-08-29",6.5
"420","2008-09-02",6.5
"421","2008-09-03",6.5
"422","2008-09-04",6.65
"423","2008-09-05",6.57
"424","2008-09-08",6.54
"425","2008-09-09",6.19
"426","2008-09-10",6.2
"427","2008-09-11",6.25
"428","2008-09-12",6.45
"429","2008-09-15",6.15
"430","2008-09-16",6.33
"431","2008-09-17",6.13
"432","2008-09-18",7.04
"433","2008-09-19",7.25
"434","2008-09-22",7.01
"435","2008-09-23",7.09
"436","2008-09-24",7.01
"437","2008-09-25",7.48
"438","2008-09-26",7.28
"439","2008-09-29",6.85
"440","2008-09-30",7.15
"441","2008-10-01",6.85
"442","2008-10-02",6.94
"443","2008-10-03",6.61
"444","2008-10-06",6.58
"445","2008-10-07",5.99
"446","2008-10-08",5.92
"447","2008-10-09",5.05
"448","2008-10-10",4.65
"449","2008-10-13",5.37
"450","2008-10-14",5.26
"451","2008-10-15",4.6
"452","2008-10-16",4.8
"453","2008-10-17",4.76
"454","2008-10-20",5.06
"455","2008-10-21",4.85
"456","2008-10-22",4.67
"457","2008-10-23",4.87
"458","2008-10-24",4.48
"459","2008-10-27",4.27
"460","2008-10-28",4.22
"461","2008-10-29",4.58
"462","2008-10-30",4.76
"463","2008-10-31",5.01
"464","2008-11-03",5.16
"465","2008-11-04",5.36
"466","2008-11-05",4.99
"467","2008-11-06",4.75
"468","2008-11-07",4.67
"469","2008-11-10",4.69
"470","2008-11-11",4.39
"471","2008-11-12",3.9
"472","2008-11-13",3.94
"473","2008-11-14",3.78
"474","2008-11-17",3.53
"475","2008-11-18",3.56
"476","2008-11-19",2.92
"477","2008-11-20",2.68
"478","2008-11-21",2.69
"479","2008-11-24",3.68
"480","2008-11-25",3.84
"481","2008-11-26",4.1
"482","2008-11-28",4.35
"483","2008-12-01",3.81
"484","2008-12-02",4.27
"485","2008-12-03",4.33
"486","2008-12-04",3.97
"487","2008-12-05",3.98
"488","2008-12-08",4.23
"489","2008-12-09",4.08
"490","2008-12-10",4.23
"491","2008-12-11",4.01
"492","2008-12-12",4.24
"493","2008-12-15",4.18
"494","2008-12-16",4.43
"495","2008-12-17",4.81
"496","2008-12-18",4.57
"497","2008-12-19",4.99
"498","2008-12-22",4.75
"499","2008-12-23",4.81
"500","2008-12-24",5.04
"501","2008-12-26",5.28
"502","2008-12-29",5.35
"503","2008-12-30",5.25
"504","2008-12-31",5.28
"505","2009-01-02",5.41
"506","2009-01-05",5.57
"507","2009-01-06",5.51
"508","2009-01-07",5.37
"509","2009-01-08",5.65
"510","2009-01-09",5.46
"511","2009-01-12",5.19
"512","2009-01-13",5.22
"513","2009-01-14",4.92
"514","2009-01-15",4.99
"515","2009-01-16",5.35
"516","2009-01-20",5.06
"517","2009-01-21",5.14
"518","2009-01-22",4.94
"519","2009-01-23",4.91
"520","2009-01-26",5.06
"521","2009-01-27",5.13
"522","2009-01-28",5.35
"523","2009-01-29",5.25
"524","2009-01-30",5.07
"525","2009-02-02",5.25
"526","2009-02-03",5.41
"527","2009-02-04",5.53
"528","2009-02-05",5.58
"529","2009-02-06",5.73
"530","2009-02-09",5.74
"531","2009-02-10",5.32
"532","2009-02-11",5.26
"533","2009-02-12",5.19
"534","2009-02-13",5.13
"535","2009-02-17",4.91
"536","2009-02-18",4.69
"537","2009-02-19",4.58
"538","2009-02-20",4.3
"539","2009-02-23",4.06
"540","2009-02-24",4.65
"541","2009-02-25",4.35
"542","2009-02-26",4.31
"543","2009-02-27",4.3
"544","2009-03-02",3.61
"545","2009-03-03",3.12
"546","2009-03-04",3.5
"547","2009-03-05",3.26
"548","2009-03-06",3.65
"549","2009-03-09",3.69
"550","2009-03-10",4.07
"551","2009-03-11",4.17
"552","2009-03-12",4.33
"553","2009-03-13",4.21
"554","2009-03-16",4.09
"555","2009-03-17",4.16
"556","2009-03-18",4.37
"557","2009-03-19",4.22
"558","2009-03-20",4.08
"559","2009-03-23",4.73
"560","2009-03-24",4.74
"561","2009-03-25",4.69
"562","2009-03-26",4.82
"563","2009-03-27",4.62
"564","2009-03-30",4.35
"565","2009-03-31",4.68
"566","2009-04-01",4.76
"567","2009-04-02",4.91
"568","2009-04-03",4.8
"569","2009-04-06",4.93
"570","2009-04-07",4.79
"571","2009-04-08",4.81
"572","2009-04-09",5.24
"573","2009-04-13",5.4
"574","2009-04-14",4.88
"575","2009-04-15",4.88
"576","2009-04-16",5.09
"577","2009-04-17",5.13
"578","2009-04-20",4.72
"579","2009-04-21",5
"580","2009-04-22",5.11
"581","2009-04-23",4.9
"582","2009-04-24",5.01
"583","2009-04-27",4.75
"584","2009-04-28",4.72
"585","2009-04-29",4.98
"586","2009-04-30",4.8
"587","2009-05-01",4.79
"588","2009-05-04",5
"589","2009-05-05",4.76
"590","2009-05-06",4.7
"591","2009-05-07",4.42
"592","2009-05-08",4.6
"593","2009-05-11",4.49
"594","2009-05-12",4.45
"595","2009-05-13",4.18
"596","2009-05-14",4.25
"597","2009-05-15",4.17
"598","2009-05-18",4.38
"599","2009-05-19",4.27
"600","2009-05-20",4.21
"601","2009-05-21",4.12
"602","2009-05-22",4.05
"603","2009-05-26",4.3
"604","2009-05-27",4.2
"605","2009-05-28",4.19
"606","2009-05-29",4.36
"607","2009-06-01",4.56
"608","2009-06-02",4.57
"609","2009-06-03",4.72
"610","2009-06-04",4.7
"611","2009-06-05",4.68
"612","2009-06-08",4.49
"613","2009-06-09",4.49
"614","2009-06-10",4.42
"615","2009-06-11",4.51
"616","2009-06-12",4.46
"617","2009-06-15",4.21
"618","2009-06-16",4.11
"619","2009-06-17",4.39
"620","2009-06-18",4.44
"621","2009-06-19",4.54
"622","2009-06-22",4.45
"623","2009-06-23",4.41
"624","2009-06-24",4.43
"625","2009-06-25",4.55
"626","2009-06-26",4.73
"627","2009-06-29",4.55
"628","2009-06-30",4.56
"629","2009-07-01",4.67
"630","2009-07-02",4.5
"631","2009-07-06",4.5
"632","2009-07-07",4.43
"633","2009-07-08",4.28
"634","2009-07-09",4.21
"635","2009-07-10",4.26
"636","2009-07-13",4.48
"637","2009-07-14",4.73
"638","2009-07-15",5.11
"639","2009-07-16",5.18
"640","2009-07-17",5.07
"641","2009-07-20",5.13
"642","2009-07-21",5.15
"643","2009-07-22",5.29
"644","2009-07-23",5.42
"645","2009-07-24",5.54
"646","2009-07-27",5.58
"647","2009-07-28",5.55
"648","2009-07-29",5.24
"649","2009-07-30",5.37
"650","2009-07-31",5.25
"651","2009-08-03",5.31
"652","2009-08-04",5.27
"653","2009-08-05",5.12
"654","2009-08-06",5.03
"655","2009-08-07",5.18
"656","2009-08-10",5.15
"657","2009-08-11",5.12
"658","2009-08-12",5.07
"659","2009-08-13",5.01
"660","2009-08-14",4.96
"661","2009-08-17",4.75
"662","2009-08-18",4.83
"663","2009-08-19",4.94
"664","2009-08-20",4.97
"665","2009-08-21",5.01
"666","2009-08-24",4.84
"667","2009-08-25",4.87
"668","2009-08-26",4.85
"669","2009-08-27",4.78
"670","2009-08-28",4.69
"671","2009-08-31",4.55
"672","2009-09-01",4.48
"673","2009-09-02",4.44
"674","2009-09-03",4.53
"675","2009-09-04",4.61
"676","2009-09-08",4.61
"677","2009-09-09",4.55
"678","2009-09-10",4.53
"679","2009-09-11",4.65
"680","2009-09-14",4.86
"681","2009-09-15",4.81
"682","2009-09-16",4.8
"683","2009-09-17",4.69
"684","2009-09-18",4.74
"685","2009-09-21",4.66
"686","2009-09-22",4.65
"687","2009-09-23",4.57
"688","2009-09-24",4.53
"689","2009-09-25",4.48
"690","2009-09-28",4.59
"691","2009-09-29",4.82
"692","2009-09-30",4.72
"693","2009-10-01",4.51
"694","2009-10-02",4.5
"695","2009-10-05",4.53
"696","2009-10-06",4.53
"697","2009-10-07",4.53
"698","2009-10-08",4.5
"699","2009-10-09",4.57
"700","2009-10-12",4.57
"701","2009-10-13",4.62
"702","2009-10-14",4.67
"703","2009-10-15",4.66
"704","2009-10-16",4.61
"705","2009-10-19",4.6
"706","2009-10-20",4.52
"707","2009-10-21",4.56
"708","2009-10-22",4.5
"709","2009-10-23",4.37
"710","2009-10-26",4.4
"711","2009-10-27",4.39
"712","2009-10-28",4.08
"713","2009-10-29",4.22
"714","2009-10-30",4.09
"715","2009-11-02",4.01
"716","2009-11-03",4.08
"717","2009-11-04",3.97
"718","2009-11-05",4.06
"719","2009-11-06",4.41
"720","2009-11-09",4.41
"721","2009-11-10",4.28
"722","2009-11-11",4.28
"723","2009-11-12",4.11
"724","2009-11-13",4.16
"725","2009-11-16",4.34
"726","2009-11-17",4.23
"727","2009-11-18",4.18
"728","2009-11-19",4.07
"729","2009-11-20",4.08
"730","2009-11-23",4.2
"731","2009-11-24",4.3
"732","2009-11-25",4.38
"733","2009-11-27",4.27
"734","2009-11-30",4.23
"735","2009-12-01",4.27
"736","2009-12-02",4.25
"737","2009-12-03",4.19
"738","2009-12-04",4.32
"739","2009-12-07",4.34
"740","2009-12-08",4.37
"741","2009-12-09",4.33
"742","2009-12-10",4.34
"743","2009-12-11",4.31
"744","2009-12-14",4.39
"745","2009-12-15",4.44
"746","2009-12-16",4.49
"747","2009-12-17",4.46
"748","2009-12-18",4.47
"749","2009-12-21",4.44
"750","2009-12-22",4.5
"751","2009-12-23",4.47
"752","2009-12-24",4.41
"753","2009-12-28",4.35
"754","2009-12-29",4.35
"755","2009-12-30",4.35
"756","2009-12-31",4.38
"757","2010-01-04",4.65
"758","2010-01-05",4.7
"759","2010-01-06",5.84
"760","2010-01-07",5.66
"761","2010-01-08",5.56
"762","2010-01-11",6.19
"763","2010-01-12",5.93
"764","2010-01-13",6.27
"765","2010-01-14",6.39
"766","2010-01-15",6.29
"767","2010-01-19",6.32
"768","2010-01-20",6.25
"769","2010-01-21",5.88
"770","2010-01-22",5.74
"771","2010-01-25",5.8
"772","2010-01-26",5.82
"773","2010-01-27",5.92
"774","2010-01-28",5.9
"775","2010-01-29",5.64
"776","2010-02-01",5.89
"777","2010-02-02",5.97
"778","2010-02-03",5.85
"779","2010-02-04",5.63
"780","2010-02-05",5.47
"781","2010-02-08",5.51
"782","2010-02-09",5.66
"783","2010-02-10",5.67
"784","2010-02-11",5.77
"785","2010-02-12",5.72
"786","2010-02-16",5.95
"787","2010-02-17",6.41
"788","2010-02-18",6.58
"789","2010-02-19",7.15
"790","2010-02-22",7.63
"791","2010-02-23",6.97
"792","2010-02-24",7.23
"793","2010-02-25",7.25
"794","2010-02-26",7.56
"795","2010-03-01",6.98
"796","2010-03-02",7.02
"797","2010-03-03",6.93
"798","2010-03-04",6.78
"799","2010-03-05",6.97
"800","2010-03-08",6.99
"801","2010-03-09",7.15
"802","2010-03-10",7.07
"803","2010-03-11",7.03
"804","2010-03-12",6.94
"805","2010-03-15",6.89
"806","2010-03-16",6.78
"807","2010-03-17",6.7
"808","2010-03-18",6.39
"809","2010-03-19",6.32
"810","2010-03-22",6.44
"811","2010-03-23",6.6
"812","2010-03-24",6.63
"813","2010-03-25",6.31
"814","2010-03-26",6
"815","2010-03-29",6.06
"816","2010-03-30",6.03
"817","2010-03-31",5.87
"818","2010-04-01",5.78
"819","2010-04-05",5.59
"820","2010-04-06",5.62
"821","2010-04-07",5.54
"822","2010-04-08",5.48
"823","2010-04-09",5.52
"824","2010-04-12",5.47
"825","2010-04-13",5.33
"826","2010-04-14",5.43
"827","2010-04-15",5.37
"828","2010-04-16",5.21
"829","2010-04-19",5.3
"830","2010-04-20",5.39
"831","2010-04-21",5.38
"832","2010-04-22",5.61
"833","2010-04-23",4.9
"834","2010-04-26",4.77
"835","2010-04-27",4.95
"836","2010-04-28",4.83
"837","2010-04-29",4.87
"838","2010-04-30",4.75
"839","2010-05-03",4.84
"840","2010-05-04",4.76
"841","2010-05-05",4.75
"842","2010-05-06",4.61
"843","2010-05-07",4.41
"844","2010-05-10",4.65
"845","2010-05-11",4.68
"846","2010-05-12",4.89
"847","2010-05-13",5.1
"848","2010-05-14",5.04
"849","2010-05-17",5.06
"850","2010-05-18",4.96
"851","2010-05-19",4.86
"852","2010-05-20",4.52
"853","2010-05-21",4.52
"854","2010-05-24",4.34
"855","2010-05-25",4.33
"856","2010-05-26",4.34
"857","2010-05-27",4.53
"858","2010-05-28",4.47
"859","2010-06-01",4.13
"860","2010-06-02",4.32
"861","2010-06-03",4.32
"862","2010-06-04",4.28
"863","2010-06-07",4.13
"864","2010-06-08",4.1
"865","2010-06-09",4.12
"866","2010-06-10",4.18
"867","2010-06-11",4.13
"868","2010-06-14",4.2
"869","2010-06-15",4.2
"870","2010-06-16",4.16
"871","2010-06-17",4.18
"872","2010-06-18",4.15
"873","2010-06-21",4.01
"874","2010-06-22",3.85
"875","2010-06-23",3.94
"876","2010-06-24",3.96
"877","2010-06-25",4.07
"878","2010-06-28",3.98
"879","2010-06-29",3.8
"880","2010-06-30",3.9
"881","2010-07-01",3.7
"882","2010-07-02",3.71
"883","2010-07-06",3.74
"884","2010-07-07",3.79
"885","2010-07-08",3.77
"886","2010-07-09",3.87
"887","2010-07-12",3.86
"888","2010-07-13",4
"889","2010-07-14",3.84
"890","2010-07-15",3.76
"891","2010-07-16",3.73
"892","2010-07-19",3.78
"893","2010-07-20",3.85
"894","2010-07-21",4.33
"895","2010-07-22",4.4
"896","2010-07-23",4.2
"897","2010-07-26",4.37
"898","2010-07-27",4.25
"899","2010-07-28",4.11
"900","2010-07-29",3.91
"901","2010-07-30",4.1
"902","2010-08-02",4.1
"903","2010-08-03",4.04
"904","2010-08-04",4.04
"905","2010-08-05",4.01
"906","2010-08-06",4.06
"907","2010-08-09",4.08
"908","2010-08-10",4.06
"909","2010-08-11",3.94
"910","2010-08-12",3.99
"911","2010-08-13",3.87
"912","2010-08-16",3.95
"913","2010-08-17",4.06
"914","2010-08-18",4
"915","2010-08-19",3.82
"916","2010-08-20",3.86
"917","2010-08-23",3.86
"918","2010-08-24",3.63
"919","2010-08-25",3.62
"920","2010-08-26",3.58
"921","2010-08-27",3.72
"922","2010-08-30",3.64
"923","2010-08-31",3.63
"924","2010-09-01",3.9
"925","2010-09-02",3.97
"926","2010-09-03",3.99
"927","2010-09-07",3.92
"928","2010-09-08",3.93
"929","2010-09-09",3.95
"930","2010-09-10",3.9
"931","2010-09-13",4.05
"932","2010-09-14",3.98
"933","2010-09-15",3.93
"934","2010-09-16",3.9
"935","2010-09-17",3.88
"936","2010-09-20",4
"937","2010-09-21",3.95
"938","2010-09-22",3.94
"939","2010-09-23",3.86
"940","2010-09-24",3.98
"941","2010-09-27",3.91
"942","2010-09-28",3.82
"943","2010-09-29",3.84
"944","2010-09-30",3.88
"945","2010-10-01",3.88
"946","2010-10-04",3.61
"947","2010-10-05",3.95
"948","2010-10-06",4
"949","2010-10-07",4.12
"950","2010-10-08",4.06
"951","2010-10-11",4.01
"952","2010-10-12",4.06
"953","2010-10-13",4.16
"954","2010-10-14",4.15
"955","2010-10-15",4.18
"956","2010-10-18",4.49
"957","2010-10-19",4.26
"958","2010-10-20",4.46
"959","2010-10-21",4.54
"960","2010-10-22",4.53
"961","2010-10-25",4.45
"962","2010-10-26",4.43
"963","2010-10-27",4.13
"964","2010-10-28",3.95
"965","2010-10-29",3.97
"966","2010-11-01",3.89
"967","2010-11-02",3.92
"968","2010-11-03",3.97
"969","2010-11-04",4.12
"970","2010-11-05",4.11
"971","2010-11-08",4.11
"972","2010-11-09",4.21
"973","2010-11-10",4.17
"974","2010-11-11",4.04
"975","2010-11-12",3.92
"976","2010-11-15",4.06
"977","2010-11-16",4.03
"978","2010-11-17",4.12
"979","2010-11-18",4.21
"980","2010-11-19",4.27
"981","2010-11-22",4.1
"982","2010-11-23",4.04
"983","2010-11-24",4.11
"984","2010-11-26",4.16
"985","2010-11-29",4.08
"986","2010-11-30",4.03
"987","2010-12-01",4.11
"988","2010-12-02",4.1
"989","2010-12-03",4.1
"990","2010-12-06",4.13
"991","2010-12-07",4.09
"992","2010-12-08",4.88
"993","2010-12-09",4.55
"994","2010-12-10",4.57
"995","2010-12-13",4.67
"996","2010-12-14",4.59
"997","2010-12-15",4.52
"998","2010-12-16",4.67
