"","date","OCSI"
"147","2014-02-10",13.67
"148","2014-02-11",13.88
"149","2014-02-12",13.79
"150","2014-02-13",13.98
"151","2014-02-14",14.26
"152","2014-02-18",14.08
"153","2014-02-19",14.08
"154","2014-02-20",14.2
"155","2014-02-21",14.07
"156","2014-02-24",14.04
"157","2014-02-25",14
"158","2014-02-26",14
"159","2014-02-27",14.1
"160","2014-02-28",14.19
"161","2014-03-03",14.15
"162","2014-03-04",14.15
"163","2014-03-05",14.17
"164","2014-03-06",14.3
"165","2014-03-07",14.27
"166","2014-03-10",14.19
"167","2014-03-11",14.1
"168","2014-03-12",14.13
"169","2014-03-13",14.2
"170","2014-03-14",14.18
"171","2014-03-17",14.18
"172","2014-03-18",14.33
"173","2014-03-19",14.16
"174","2014-03-20",14.46
"175","2014-03-21",14.51
"176","2014-03-24",14.5
"177","2014-03-25",14.82
"178","2014-03-26",14.72
"179","2014-03-27",14.59
"180","2014-03-28",14.66
"181","2014-03-31",14.38
"182","2014-04-01",14.45
"183","2014-04-02",14.6
"184","2014-04-03",14.71
"185","2014-04-04",14.61
"186","2014-04-07",14.67
"187","2014-04-08",14.56
"188","2014-04-09",14.49
"189","2014-04-10",14.5
"190","2014-04-11",14.24
"191","2014-04-14",14.41
"192","2014-04-15",14.26
"193","2014-04-16",14.29
"194","2014-04-17",14.44
"195","2014-04-21",14.35
"196","2014-04-22",14.38
"197","2014-04-23",14.34
"198","2014-04-24",14.38
"199","2014-04-25",14.45
"200","2014-04-28",14.26
"201","2014-04-29",14.21
"202","2014-04-30",14.24
"203","2014-05-01",14.2
"204","2014-05-02",14.31
"205","2014-05-05",14.12
"206","2014-05-06",14.14
"207","2014-05-07",14.12
"208","2014-05-08",14.11
"209","2014-05-09",14.11
"210","2014-05-12",14.1
"211","2014-05-13",14.01
"212","2014-05-14",14.14
"213","2014-05-15",14.06
"214","2014-05-16",14.29
"215","2014-05-19",14.46
"216","2014-05-20",14.33
"217","2014-05-21",14.45
"218","2014-05-22",14.52
"219","2014-05-23",14.63
"220","2014-05-27",14.64
"221","2014-05-28",14.6
"222","2014-05-29",14.68
"223","2014-05-30",14.72
"224","2014-06-02",14.66
"225","2014-06-03",14.69
"226","2014-06-04",14.74
"227","2014-06-05",14.7
"228","2014-06-06",14.63
"229","2014-06-09",14.67
"230","2014-06-10",14.66
"231","2014-06-11",14.49
"232","2014-06-12",14.48
"233","2014-06-13",14.35
"234","2014-06-16",14.35
"235","2014-06-17",14.42
"236","2014-06-18",14.37
"237","2014-06-19",14.4
"238","2014-06-20",14.5
"239","2014-06-23",14.46
"240","2014-06-24",14.49
"241","2014-06-25",14.51
"242","2014-06-26",14.23
"243","2014-06-27",13.75
"244","2014-06-30",14.03
"245","2014-07-01",14.18
"246","2014-07-02",14.18
"247","2014-07-03",14.08
"248","2014-07-07",14.08
"249","2014-07-08",14.12
"250","2014-07-09",14.1
"251","2014-07-10",14.09
"252","2014-07-11",14.06
"253","2014-07-14",14.04
"254","2014-07-15",14.04
"255","2014-07-16",13.89
"256","2014-07-17",14.05
"257","2014-07-18",14.06
"258","2014-07-21",14.02
"259","2014-07-22",14.03
"260","2014-07-23",14.05
"261","2014-07-24",14.01
"262","2014-07-25",14.06
"263","2014-07-28",14.09
"264","2014-07-29",14.08
"265","2014-07-30",14.09
"266","2014-07-31",13.86
"267","2014-08-01",13.56
"268","2014-08-04",13.12
"269","2014-08-05",13.25
"270","2014-08-06",13.28
"271","2014-08-07",13.42
"272","2014-08-08",13.62
"273","2014-08-11",13.41
"274","2014-08-12",13.42
"275","2014-08-13",13.31
"276","2014-08-14",12.11
"277","2014-08-15",12.37
"278","2014-08-18",12.41
"279","2014-08-19",12.32
"280","2014-08-20",12.39
"281","2014-08-21",12.4
"282","2014-08-22",12.38
"283","2014-08-25",12.45
"284","2014-08-26",12.47
"285","2014-08-27",12.39
"286","2014-08-28",12.38
"287","2014-08-29",12.34
"288","2014-09-02",12.4
"289","2014-09-03",12.3
"290","2014-09-04",12.16
"291","2014-09-05",12.15
"292","2014-09-08",12.26
"293","2014-09-09",12.23
"294","2014-09-10",12.21
"295","2014-09-11",12.06
"296","2014-09-12",11.93
"297","2014-09-15",11.61
"298","2014-09-16",11.67
"299","2014-09-17",11.9
"300","2014-09-18",11.92
"301","2014-09-19",12.07
"302","2014-09-22",11.9
"303","2014-09-23",11.65
"304","2014-09-24",11.77
"305","2014-09-25",11.53
"306","2014-09-26",11.72
"307","2014-09-29",11.69
"308","2014-09-30",11.82
"309","2014-10-01",11.75
"310","2014-10-02",11.61
"311","2014-10-03",11.73
"312","2014-10-06",11.68
"313","2014-10-07",11.46
"314","2014-10-08",11.49
"315","2014-10-09",11.34
"316","2014-10-10",11.43
"317","2014-10-13",11.15
"318","2014-10-14",10.94
"319","2014-10-15",10.82
"320","2014-10-16",11.2
"321","2014-10-17",11.15
"322","2014-10-20",11.1
"323","2014-10-21",11.2
"324","2014-10-22",11.03
"325","2014-10-23",11.02
"326","2014-10-24",10.98
"327","2014-10-27",10.93
"328","2014-10-28",10.94
"329","2014-10-29",10.88
"330","2014-10-30",10.85
"331","2014-10-31",10.92
"332","2014-11-03",10.93
"333","2014-11-04",10.75
"334","2014-11-05",10.78
"335","2014-11-06",10.81
"336","2014-11-07",10.8
"337","2014-11-10",10.96
"338","2014-11-11",10.85
"339","2014-11-12",10.9
"340","2014-11-13",10.85
"341","2014-11-14",10.95
"342","2014-11-17",11.12
"343","2014-11-18",11.05
"344","2014-11-19",11.05
"345","2014-11-20",10.86
"346","2014-11-21",10.91
"347","2014-11-24",10.97
"348","2014-11-25",11.22
"349","2014-11-26",11.19
"350","2014-11-28",11.07
"351","2014-12-01",10.9
"352","2014-12-02",10.85
"353","2014-12-03",10.88
"354","2014-12-04",10.87
"355","2014-12-05",10.92
"356","2014-12-08",10.61
"357","2014-12-09",10.55
"358","2014-12-10",10.31
"359","2014-12-11",10.04
"360","2014-12-12",9.9
"361","2014-12-15",9.93
"362","2014-12-16",9.77
"363","2014-12-17",9.94
"364","2014-12-18",10.08
"365","2014-12-19",10.19
"366","2014-12-22",10.13
"367","2014-12-23",10.22
"368","2014-12-24",10.29
"369","2014-12-26",10.29
"370","2014-12-29",10.2
"371","2014-12-30",10.11
"372","2014-12-31",10.22
"373","2015-01-02",10.27
"374","2015-01-05",10.27
"375","2015-01-06",10.21
"376","2015-01-07",10.23
"377","2015-01-08",10.43
"378","2015-01-09",10.54
"379","2015-01-12",10.52
"380","2015-01-13",10.52
"381","2015-01-14",10.33
"382","2015-01-15",10.34
"383","2015-01-16",10.45
"384","2015-01-20",10.46
"385","2015-01-21",10.48
"386","2015-01-22",10.48
"387","2015-01-23",10.47
"388","2015-01-26",10.51
"389","2015-01-27",10.5
"390","2015-01-28",10.46
"391","2015-01-29",10.36
"392","2015-01-30",10.32
"393","2015-02-02",10.25
"394","2015-02-03",10.49
"395","2015-02-04",10.49
"396","2015-02-05",10.86
"397","2015-02-06",11.02
"398","2015-02-09",10.87
"399","2015-02-10",10.89
"400","2015-02-11",10.76
"401","2015-02-12",10.9
"402","2015-02-13",10.92
"403","2015-02-17",10.81
"404","2015-02-18",10.83
"405","2015-02-19",10.95
"406","2015-02-20",10.92
"407","2015-02-23",10.83
"408","2015-02-24",11
"409","2015-02-25",11.02
"410","2015-02-26",10.96
"411","2015-02-27",11
"412","2015-03-02",10.96
"413","2015-03-03",11
"414","2015-03-04",10.95
"415","2015-03-05",10.88
"416","2015-03-06",10.93
"417","2015-03-09",10.89
"418","2015-03-10",10.78
"419","2015-03-11",10.84
"420","2015-03-12",10.84
"421","2015-03-13",10.9
"422","2015-03-16",10.78
"423","2015-03-17",10.78
"424","2015-03-18",10.82
"425","2015-03-19",10.84
"426","2015-03-20",10.85
"427","2015-03-23",10.84
"428","2015-03-24",10.9
"429","2015-03-25",10.85
"430","2015-03-26",10.89
"431","2015-03-27",10.93
"432","2015-03-30",10.93
"433","2015-03-31",10.63
"434","2015-04-01",10.58
"435","2015-04-02",10.64
"436","2015-04-06",10.64
"437","2015-04-07",10.59
"438","2015-04-08",10.54
"439","2015-04-09",10.59
"440","2015-04-10",10.59
"441","2015-04-13",10.59
"442","2015-04-14",10.7
"443","2015-04-15",10.67
"444","2015-04-16",10.9
"445","2015-04-17",10.83
"446","2015-04-20",10.88
"447","2015-04-21",10.89
"448","2015-04-22",10.85
"449","2015-04-23",10.85
"450","2015-04-24",10.84
"451","2015-04-27",10.83
"452","2015-04-28",10.94
"453","2015-04-29",10.7
"454","2015-04-30",10.81
"455","2015-05-01",10.8
"456","2015-05-04",10.67
"457","2015-05-05",10.69
"458","2015-05-06",10.51
"459","2015-05-07",10.45
"460","2015-05-08",10.44
"461","2015-05-11",10.34
"462","2015-05-12",10.06
"463","2015-05-13",10.14
"464","2015-05-14",10.05
"465","2015-05-15",10.09
"466","2015-05-18",10.05
"467","2015-05-19",10.04
"468","2015-05-20",10.05
"469","2015-05-21",10.02
"470","2015-05-22",10.03
"471","2015-05-26",10.11
"472","2015-05-27",10.14
"473","2015-05-28",10.1
"474","2015-05-29",9.97
"475","2015-06-01",10.08
"476","2015-06-02",10.07
"477","2015-06-03",10.09
"478","2015-06-04",10.04
"479","2015-06-05",10.06
"480","2015-06-08",9.98
"481","2015-06-09",10
"482","2015-06-10",10.03
"483","2015-06-11",9.99
"484","2015-06-12",10.1
"485","2015-06-15",10.01
"486","2015-06-16",9.99
"487","2015-06-17",10.03
"488","2015-06-18",10.13
"489","2015-06-19",10.08
"490","2015-06-22",10
"491","2015-06-23",10.02
"492","2015-06-24",10.01
"493","2015-06-25",9.98
"494","2015-06-26",9.74
"495","2015-06-29",9.38
"496","2015-06-30",9.22
"497","2015-07-01",9.14
"498","2015-07-02",9.13
"499","2015-07-06",9.22
"500","2015-07-07",9.26
"501","2015-07-08",9.23
"502","2015-07-09",9.31
"503","2015-07-10",9.3
"504","2015-07-13",9.32
"505","2015-07-14",9.4
"506","2015-07-15",9.37
"507","2015-07-16",9.4
"508","2015-07-17",9.33
"509","2015-07-20",9.1
"510","2015-07-21",9.04
"511","2015-07-22",9.01
"512","2015-07-23",9.08
"513","2015-07-24",9.11
"514","2015-07-27",9.11
"515","2015-07-28",9.13
"516","2015-07-29",9.19
"517","2015-07-30",9.11
"518","2015-07-31",9.16
"519","2015-08-03",9.12
"520","2015-08-04",9.14
"521","2015-08-05",9.1
"522","2015-08-06",9.14
"523","2015-08-07",9.13
"524","2015-08-10",9.23
"525","2015-08-11",8.88
"526","2015-08-12",9.04
"527","2015-08-13",9.02
"528","2015-08-14",9.13
"529","2015-08-17",9.17
"530","2015-08-18",9.1
"531","2015-08-19",9.05
"532","2015-08-20",9.05
"533","2015-08-21",8.93
"534","2015-08-24",8.57
"535","2015-08-25",8.75
"536","2015-08-26",8.73
"537","2015-08-27",8.89
"538","2015-08-28",8.89
"539","2015-08-31",8.84
"540","2015-09-01",8.75
"541","2015-09-02",8.77
"542","2015-09-03",8.81
"543","2015-09-04",8.8
"544","2015-09-08",8.84
"545","2015-09-09",8.86
"546","2015-09-10",8.83
"547","2015-09-11",8.95
"548","2015-09-14",8.83
"549","2015-09-15",8.91
"550","2015-09-16",8.98
"551","2015-09-17",8.89
"552","2015-09-18",8.9
"553","2015-09-21",8.99
"554","2015-09-22",8.99
"555","2015-09-23",8.96
"556","2015-09-24",8.94
"557","2015-09-25",8.95
"558","2015-09-28",8.73
"559","2015-09-29",8.51
"560","2015-09-30",8.73
"561","2015-10-01",8.86
"562","2015-10-02",8.69
"563","2015-10-05",8.69
"564","2015-10-06",8.73
"565","2015-10-07",8.87
"566","2015-10-08",9.02
"567","2015-10-09",9.02
"568","2015-10-12",9.04
"569","2015-10-13",9.04
"570","2015-10-14",8.92
"571","2015-10-15",8.97
"572","2015-10-16",9.01
"573","2015-10-19",8.94
"574","2015-10-20",8.9
"575","2015-10-21",8.69
"576","2015-10-22",8.69
"577","2015-10-23",8.65
"578","2015-10-26",8.74
"579","2015-10-27",8.76
"580","2015-10-28",8.69
"581","2015-10-29",8.6
"582","2015-10-30",8.55
"583","2015-11-02",8.56
"584","2015-11-03",8.61
"585","2015-11-04",8.68
"586","2015-11-05",8.69
"587","2015-11-06",8.79
"588","2015-11-09",8.67
"589","2015-11-10",8.59
"590","2015-11-11",8.62
"591","2015-11-12",8.59
"592","2015-11-13",8.59
"593","2015-11-16",8.75
"594","2015-11-17",8.79
"595","2015-11-18",8.73
"596","2015-11-19",8.71
"597","2015-11-20",8.58
"598","2015-11-23",8.77
"599","2015-11-24",8.71
"600","2015-11-25",8.73
"601","2015-11-27",8.74
"602","2015-11-30",8.86
"603","2015-12-01",8.8
"604","2015-12-02",8.67
"605","2015-12-03",8.54
"606","2015-12-04",8.46
"607","2015-12-07",8.23
"608","2015-12-08",8.23
"609","2015-12-09",8.05
"610","2015-12-10",7.99
"611","2015-12-11",7.76
"612","2015-12-14",7.44
"613","2015-12-15",7.63
"614","2015-12-16",7.83
"615","2015-12-17",7.85
"616","2015-12-18",7.76
"617","2015-12-21",7.84
"618","2015-12-22",8.12
"619","2015-12-23",8.52
"620","2015-12-24",8.6
"621","2015-12-28",8.42
"622","2015-12-29",8.43
"623","2015-12-30",8.58
"624","2015-12-31",8.57
"625","2016-01-04",8.67
"626","2016-01-05",8.56
"627","2016-01-06",8.45
"628","2016-01-07",8.14
"629","2016-01-08",8.34
"630","2016-01-11",8.09
"631","2016-01-12",7.78
"632","2016-01-13",7.44
"633","2016-01-14",7.36
"634","2016-01-15",7.1
"635","2016-01-19",6.96
"636","2016-01-20",6.81
"637","2016-01-21",6.84
"638","2016-01-22",7.41
"639","2016-01-25",7.09
"640","2016-01-26",7.15
"641","2016-01-27",7.17
"642","2016-01-28",7.46
"643","2016-01-29",7.53
"644","2016-02-01",7.51
"645","2016-02-02",7.52
"646","2016-02-03",7.56
"647","2016-02-04",7.66
"648","2016-02-05",7.48
"649","2016-02-08",7.51
"650","2016-02-09",7.2
"651","2016-02-10",6.97
"652","2016-02-11",6.7
"653","2016-02-12",6.98
"654","2016-02-16",6.97
"655","2016-02-17",7.21
"656","2016-02-18",7.34
"657","2016-02-19",7.28
"658","2016-02-22",7.27
"659","2016-02-23",7.31
"660","2016-02-24",7.29
"661","2016-02-25",7.36
"662","2016-02-26",7.45
"663","2016-02-29",7.65
"664","2016-03-01",7.71
"665","2016-03-02",7.7
"666","2016-03-03",7.69
"667","2016-03-04",7.79
"668","2016-03-07",7.59
"669","2016-03-08",7.57
"670","2016-03-09",7.72
"671","2016-03-10",7.89
"672","2016-03-11",7.78
"673","2016-03-14",7.75
"674","2016-03-15",7.66
"675","2016-03-16",7.53
"676","2016-03-17",7.59
"677","2016-03-18",7.55
"678","2016-03-21",7.56
"679","2016-03-22",7.6
"680","2016-03-23",7.53
"681","2016-03-24",7.58
"682","2016-03-28",7.57
"683","2016-03-29",7.65
"684","2016-03-30",7.68
"685","2016-03-31",7.93
"686","2016-04-01",7.8
"687","2016-04-04",7.77
"688","2016-04-05",7.89
"689","2016-04-06",7.92
"690","2016-04-07",7.76
"691","2016-04-08",7.81
"692","2016-04-11",8
"693","2016-04-12",7.93
"694","2016-04-13",7.81
"695","2016-04-14",7.82
"696","2016-04-15",7.9
"697","2016-04-18",7.85
"698","2016-04-19",7.87
"699","2016-04-20",7.85
"700","2016-04-21",7.97
"701","2016-04-22",7.92
"702","2016-04-25",7.81
"703","2016-04-26",7.8
"704","2016-04-27",7.99
"705","2016-04-28",7.91
"706","2016-04-29",7.89
"707","2016-05-02",7.9
"708","2016-05-03",7.83
"709","2016-05-04",7.78
"710","2016-05-05",7.78
"711","2016-05-06",7.83
"712","2016-05-09",7.76
"713","2016-05-10",7.68
"714","2016-05-11",7.59
"715","2016-05-12",7.68
"716","2016-05-13",7.57
"717","2016-05-16",7.47
"718","2016-05-17",7.48
"719","2016-05-18",7.49
"720","2016-05-19",7.39
"721","2016-05-20",7.46
"722","2016-05-23",7.68
"723","2016-05-24",7.66
"724","2016-05-25",7.93
"725","2016-05-26",7.85
"726","2016-05-27",7.91
"727","2016-05-31",7.84
"728","2016-06-01",7.94
"729","2016-06-02",7.96
"730","2016-06-03",7.99
"731","2016-06-06",8.04
"732","2016-06-07",8.09
"733","2016-06-08",8.13
"734","2016-06-09",8.07
"735","2016-06-10",8.01
"736","2016-06-13",7.98
"737","2016-06-14",7.95
"738","2016-06-15",8.04
"739","2016-06-16",8.01
"740","2016-06-17",8.05
"741","2016-06-20",8.14
"742","2016-06-21",8.09
"743","2016-06-22",8.06
"744","2016-06-23",8.07
"745","2016-06-24",7.6
"746","2016-06-27",7.64
"747","2016-06-28",7.81
"748","2016-06-29",7.88
"749","2016-06-30",7.96
"750","2016-07-01",8.05
"751","2016-07-05",8.03
"752","2016-07-06",8.13
"753","2016-07-07",8.11
"754","2016-07-08",8.18
"755","2016-07-11",8.23
"756","2016-07-12",8.21
"757","2016-07-13",8.19
"758","2016-07-14",8.21
"759","2016-07-15",8.21
"760","2016-07-18",8.27
"761","2016-07-19",8.32
"762","2016-07-20",8.32
"763","2016-07-21",8.3
"764","2016-07-22",8.4
"765","2016-07-25",8.46
"766","2016-07-26",8.44
"767","2016-07-27",8.44
"768","2016-07-28",8.4
"769","2016-07-29",8.4
"770","2016-08-01",8.42
"771","2016-08-02",8.38
"772","2016-08-03",8.4
"773","2016-08-04",8.48
"774","2016-08-05",8.51
"775","2016-08-08",8.59
"776","2016-08-09",8.65
"777","2016-08-10",8.47
"778","2016-08-11",8.39
"779","2016-08-12",8.39
"780","2016-08-15",8.36
"781","2016-08-16",8.37
"782","2016-08-17",8.48
"783","2016-08-18",8.44
"784","2016-08-19",8.54
"785","2016-08-22",8.55
"786","2016-08-23",8.65
"787","2016-08-24",8.63
"788","2016-08-25",8.73
"789","2016-08-26",8.78
"790","2016-08-29",8.86
"791","2016-08-30",8.93
"792","2016-08-31",8.94
"793","2016-09-01",8.85
"794","2016-09-02",8.86
"795","2016-09-06",8.88
"796","2016-09-07",8.9
"797","2016-09-08",8.84
"798","2016-09-09",8.65
"799","2016-09-12",8.69
"800","2016-09-13",8.55
"801","2016-09-14",8.48
"802","2016-09-15",8.51
"803","2016-09-16",8.51
"804","2016-09-19",8.58
"805","2016-09-20",8.59
"806","2016-09-21",8.59
"807","2016-09-22",8.65
"808","2016-09-23",8.74
"809","2016-09-26",8.58
"810","2016-09-27",8.6
"811","2016-09-28",8.56
"812","2016-09-29",8.55
"813","2016-09-30",8.56
"814","2016-10-03",8.71
"815","2016-10-04",8.65
"816","2016-10-05",8.71
"817","2016-10-06",8.8
"818","2016-10-07",8.8
"819","2016-10-10",8.9
"820","2016-10-11",8.84
"821","2016-10-12",8.73
"822","2016-10-13",8.6
"823","2016-10-14",8.61
"824","2016-10-17",8.46
"825","2016-10-18",8.43
"826","2016-10-19",8.46
"827","2016-10-20",8.42
"828","2016-10-21",8.54
"829","2016-10-24",8.58
"830","2016-10-25",8.6
"831","2016-10-26",8.43
"832","2016-10-27",8.59
"833","2016-10-28",8.69
"834","2016-10-31",8.59
"835","2016-11-01",8.43
"836","2016-11-02",8.53
"837","2016-11-03",8.76
"838","2016-11-04",8.53
"839","2016-11-07",8.61
"840","2016-11-08",8.69
"841","2016-11-09",8.81
"842","2016-11-10",9.05
"843","2016-11-11",9.05
"844","2016-11-14",9.05
"845","2016-11-15",9.06
"846","2016-11-16",9.02
"847","2016-11-17",9.05
"848","2016-11-18",9.22
"849","2016-11-21",9.22
"850","2016-11-22",9.31
"851","2016-11-23",9.26
"852","2016-11-25",9.22
"853","2016-11-28",9.42
"854","2016-11-29",9.46
"855","2016-11-30",9.19
"856","2016-12-01",8.88
"857","2016-12-02",9.03
"858","2016-12-05",8.95
"859","2016-12-06",8.88
"860","2016-12-07",8.85
"861","2016-12-08",8.78
"862","2016-12-09",9.08
"863","2016-12-12",8.89
"864","2016-12-13",8.82
"865","2016-12-14",9.01
"866","2016-12-15",8.81
"867","2016-12-16",8.75
"868","2016-12-19",8.74
"869","2016-12-20",8.89
"870","2016-12-21",8.83
"871","2016-12-22",8.81
"872","2016-12-23",8.77
"873","2016-12-27",8.73
"874","2016-12-28",8.69
"875","2016-12-29",8.75
"876","2016-12-30",8.71
"877","2017-01-03",8.98
"878","2017-01-04",9.25
"879","2017-01-05",9.25
"880","2017-01-06",9.19
"881","2017-01-09",9.11
"882","2017-01-10",9.13
"883","2017-01-11",9.17
"884","2017-01-12",9.09
"885","2017-01-13",9.14
"886","2017-01-17",9.46
"887","2017-01-18",9.41
"888","2017-01-19",9.39
"889","2017-01-20",9.43
"890","2017-01-23",9.46
"891","2017-01-24",9.5
"892","2017-01-25",9.73
"893","2017-01-26",10.11
"894","2017-01-27",10.2
"895","2017-01-30",10.13
"896","2017-01-31",10.18
"897","2017-02-01",10.03
"898","2017-02-02",10
"899","2017-02-03",10.03
"900","2017-02-06",10.18
"901","2017-02-07",10.2
"902","2017-02-08",10.13
"903","2017-02-09",8.95
"904","2017-02-10",8.97
"905","2017-02-13",8.79
"906","2017-02-14",9.01
"907","2017-02-15",9.1
"908","2017-02-16",9.13
"909","2017-02-17",9.09
"910","2017-02-21",9.18
"911","2017-02-22",9.23
"912","2017-02-23",9.18
"913","2017-02-24",9.09
"914","2017-02-27",9.1
"915","2017-02-28",8.8
"916","2017-03-01",8.96
"917","2017-03-02",8.84
"918","2017-03-03",9.07
"919","2017-03-06",8.86
"920","2017-03-07",8.89
"921","2017-03-08",8.88
"922","2017-03-09",9
"923","2017-03-10",8.87
"924","2017-03-13",9
"925","2017-03-14",8.92
"926","2017-03-15",9.15
"927","2017-03-16",8.96
"928","2017-03-17",8.88
"929","2017-03-20",8.95
"930","2017-03-21",8.85
"931","2017-03-22",8.68
"932","2017-03-23",8.62
"933","2017-03-24",8.63
"934","2017-03-27",8.6
"935","2017-03-28",8.65
"936","2017-03-29",8.68
"937","2017-03-30",8.66
"938","2017-03-31",8.82
"939","2017-04-03",8.69
"940","2017-04-04",8.58
"941","2017-04-05",8.18
"942","2017-04-06",7.95
"943","2017-04-07",8.05
"944","2017-04-10",8.05
"945","2017-04-11",8.07
"946","2017-04-12",8.09
"947","2017-04-13",8.1
"948","2017-04-17",8.15
"949","2017-04-18",8.13
"950","2017-04-19",8.28
"951","2017-04-20",8.24
"952","2017-04-21",8.2
"953","2017-04-24",8.14
"954","2017-04-25",8.17
"955","2017-04-26",8.26
"956","2017-04-27",8.26
"957","2017-04-28",8.15
"958","2017-05-01",8.17
"959","2017-05-02",8.21
"960","2017-05-03",8.03
"961","2017-05-04",7.99
"962","2017-05-05",7.99
"963","2017-05-08",8.05
"964","2017-05-09",8.05
"965","2017-05-10",7.96
"966","2017-05-11",7.98
"967","2017-05-12",7.79
"968","2017-05-15",7.84
"969","2017-05-16",7.81
"970","2017-05-17",7.65
"971","2017-05-18",7.62
"972","2017-05-19",7.71
"973","2017-05-22",7.72
"974","2017-05-23",7.7
"975","2017-05-24",7.8
"976","2017-05-25",7.85
"977","2017-05-26",7.9
"978","2017-05-30",7.89
"979","2017-05-31",7.77
"980","2017-06-01",7.85
"981","2017-06-02",7.8
"982","2017-06-05",7.86
"983","2017-06-06",7.8
"984","2017-06-07",7.74
"985","2017-06-08",7.74
"986","2017-06-09",7.8
"987","2017-06-12",7.77
"988","2017-06-13",7.6
"989","2017-06-14",7.51
"990","2017-06-15",7.48
"991","2017-06-16",7.44
"992","2017-06-19",7.45
"993","2017-06-20",7.42
"994","2017-06-21",7.39
"995","2017-06-22",7.37
"996","2017-06-23",7.38
"997","2017-06-26",7.47
"998","2017-06-27",7.57
"999","2017-06-28",7.61
"1000","2017-06-29",8.02
