"","date","ENS"
"1","2007-01-03",16.540001
"2","2007-01-04",16.299999
"3","2007-01-05",15.97
"4","2007-01-08",16.139999
"5","2007-01-09",16.17
"6","2007-01-10",16.120001
"7","2007-01-11",16.6
"8","2007-01-12",16.5
"9","2007-01-16",16.440001
"10","2007-01-17",16.5
"11","2007-01-18",16.290001
"12","2007-01-19",16.48
"13","2007-01-22",16.25
"14","2007-01-23",16.379999
"15","2007-01-24",16.559999
"16","2007-01-25",16.23
"17","2007-01-26",16.709999
"18","2007-01-29",16.5
"19","2007-01-30",16.49
"20","2007-01-31",16.26
"21","2007-02-01",16.25
"22","2007-02-02",16.290001
"23","2007-02-05",16.120001
"24","2007-02-06",16.01
"25","2007-02-07",16.25
"26","2007-02-08",16.610001
"27","2007-02-09",16.83
"28","2007-02-12",16.370001
"29","2007-02-13",16.450001
"30","2007-02-14",16.280001
"31","2007-02-15",16.450001
"32","2007-02-16",16.610001
"33","2007-02-20",17.030001
"34","2007-02-21",17.120001
"35","2007-02-22",17.34
"36","2007-02-23",17.469999
"37","2007-02-26",17.5
"38","2007-02-27",16.959999
"39","2007-02-28",17.139999
"40","2007-03-01",16.9
"41","2007-03-02",16.35
"42","2007-03-05",16.43
"43","2007-03-06",16.870001
"44","2007-03-07",16.790001
"45","2007-03-08",16.809999
"46","2007-03-09",17.09
"47","2007-03-12",16.950001
"48","2007-03-13",16.540001
"49","2007-03-14",16.65
"50","2007-03-15",16.620001
"51","2007-03-16",16.33
"52","2007-03-19",16.34
"53","2007-03-20",16.950001
"54","2007-03-21",17.379999
"55","2007-03-22",17.299999
"56","2007-03-23",17.120001
"57","2007-03-26",16.969999
"58","2007-03-27",17.02
"59","2007-03-28",16.719999
"60","2007-03-29",17.030001
"61","2007-03-30",17.18
"62","2007-04-02",17.040001
"63","2007-04-03",17.34
"64","2007-04-04",17.18
"65","2007-04-05",17.290001
"66","2007-04-09",17.32
"67","2007-04-10",17.049999
"68","2007-04-11",16.85
"69","2007-04-12",16.790001
"70","2007-04-13",16.98
"71","2007-04-16",17.370001
"72","2007-04-17",16.959999
"73","2007-04-18",17.01
"74","2007-04-19",16.65
"75","2007-04-20",17.309999
"76","2007-04-23",17.43
"77","2007-04-24",17.33
"78","2007-04-25",17.440001
"79","2007-04-26",17.24
"80","2007-04-27",16.879999
"81","2007-04-30",16.290001
"82","2007-05-01",16.65
"83","2007-05-02",16.879999
"84","2007-05-03",16.9
"85","2007-05-04",17.219999
"86","2007-05-07",16.85
"87","2007-05-08",16.700001
"88","2007-05-09",16.75
"89","2007-05-10",16.75
"90","2007-05-11",16.85
"91","2007-05-14",16.629999
"92","2007-05-15",16.35
"93","2007-05-16",16.93
"94","2007-05-17",18.01
"95","2007-05-18",18.040001
"96","2007-05-21",18.43
"97","2007-05-22",18.43
"98","2007-05-23",18.34
"99","2007-05-24",18.08
"100","2007-05-25",18.48
"101","2007-05-29",18.25
"102","2007-05-30",18.35
"103","2007-05-31",18.120001
"104","2007-06-01",18.25
"105","2007-06-04",18.25
"106","2007-06-05",17.959999
"107","2007-06-06",18.26
"108","2007-06-07",18.16
"109","2007-06-08",17.82
"110","2007-06-11",18
"111","2007-06-12",17.66
"112","2007-06-13",17.83
"113","2007-06-14",18.889999
"114","2007-06-15",19.030001
"115","2007-06-18",18.82
"116","2007-06-19",19.040001
"117","2007-06-20",18.58
"118","2007-06-21",19.030001
"119","2007-06-22",19.049999
"120","2007-06-25",19.15
"121","2007-06-26",19.120001
"122","2007-06-27",19.049999
"123","2007-06-28",19.15
"124","2007-06-29",18.299999
"125","2007-07-02",18.5
"126","2007-07-03",18.809999
"127","2007-07-05",18.6
"128","2007-07-06",18.620001
"129","2007-07-09",19.200001
"130","2007-07-10",18.639999
"131","2007-07-11",18.700001
"132","2007-07-12",19.049999
"133","2007-07-13",19.290001
"134","2007-07-16",19.459999
"135","2007-07-17",19.299999
"136","2007-07-18",19.35
"137","2007-07-19",19.360001
"138","2007-07-20",19.040001
"139","2007-07-23",19
"140","2007-07-24",18.879999
"141","2007-07-25",19.129999
"142","2007-07-26",18.51
"143","2007-07-27",18.370001
"144","2007-07-30",18.48
"145","2007-07-31",18.1
"146","2007-08-01",18.299999
"147","2007-08-02",17.959999
"148","2007-08-03",17.5
"149","2007-08-06",17.780001
"150","2007-08-07",17.9
"151","2007-08-08",18.42
"152","2007-08-09",18.639999
"153","2007-08-10",19.379999
"154","2007-08-13",18.959999
"155","2007-08-14",18.49
"156","2007-08-15",18.110001
"157","2007-08-16",18.950001
"158","2007-08-17",19.01
"159","2007-08-20",18.870001
"160","2007-08-21",18.09
"161","2007-08-22",18.52
"162","2007-08-23",18.27
"163","2007-08-24",18.370001
"164","2007-08-27",18.1
"165","2007-08-28",17.85
"166","2007-08-29",18.26
"167","2007-08-30",18.02
"168","2007-08-31",18.059999
"169","2007-09-04",17.98
"170","2007-09-05",17.77
"171","2007-09-06",18.27
"172","2007-09-07",18.360001
"173","2007-09-10",17.99
"174","2007-09-11",17.950001
"175","2007-09-12",17.59
"176","2007-09-13",17.65
"177","2007-09-14",17.57
"178","2007-09-17",17.700001
"179","2007-09-18",18.27
"180","2007-09-19",18.27
"181","2007-09-20",18.17
"182","2007-09-21",18.32
"183","2007-09-24",18.370001
"184","2007-09-25",18.18
"185","2007-09-26",18.24
"186","2007-09-27",18.23
"187","2007-09-28",17.77
"188","2007-10-01",18.200001
"189","2007-10-02",18.25
"190","2007-10-03",17.940001
"191","2007-10-04",17.9
"192","2007-10-05",18.139999
"193","2007-10-08",18.190001
"194","2007-10-09",18.209999
"195","2007-10-10",18.190001
"196","2007-10-11",18.32
"197","2007-10-12",18.57
"198","2007-10-15",18.33
"199","2007-10-16",18.42
"200","2007-10-17",18.200001
"201","2007-10-18",18.200001
"202","2007-10-19",17.92
"203","2007-10-22",18.15
"204","2007-10-23",18.049999
"205","2007-10-24",17.870001
"206","2007-10-25",18.23
"207","2007-10-26",18.549999
"208","2007-10-29",18.49
"209","2007-10-30",18.290001
"210","2007-10-31",18.120001
"211","2007-11-01",17.84
"212","2007-11-02",18
"213","2007-11-05",17.76
"214","2007-11-06",17.969999
"215","2007-11-07",17.549999
"216","2007-11-08",19.200001
"217","2007-11-09",19.24
"218","2007-11-12",19.209999
"219","2007-11-13",19.23
"220","2007-11-14",19.309999
"221","2007-11-15",19.639999
"222","2007-11-16",20.799999
"223","2007-11-19",22.799999
"224","2007-11-20",23.48
"225","2007-11-21",21.370001
"226","2007-11-23",22.42
"227","2007-11-26",23.33
"228","2007-11-27",23.77
"229","2007-11-28",24.65
"230","2007-11-29",23.200001
"231","2007-11-30",23.27
"232","2007-12-03",23.620001
"233","2007-12-04",23.75
"234","2007-12-05",23.059999
"235","2007-12-06",22.92
"236","2007-12-07",22.9
"237","2007-12-10",22.870001
"238","2007-12-11",22.299999
"239","2007-12-12",22.370001
"240","2007-12-13",23.389999
"241","2007-12-14",24
"242","2007-12-17",23.450001
"243","2007-12-18",23.75
"244","2007-12-19",23.1
"245","2007-12-20",23.85
"246","2007-12-21",24.07
"247","2007-12-24",24.67
"248","2007-12-26",24.809999
"249","2007-12-27",24.719999
"250","2007-12-28",24.450001
"251","2007-12-31",24.959999
"252","2008-01-02",25.48
"253","2008-01-03",26.049999
"254","2008-01-04",25.379999
"255","2008-01-07",27
"256","2008-01-08",26.4
"257","2008-01-09",26.639999
"258","2008-01-10",27.719999
"259","2008-01-11",26.780001
"260","2008-01-14",26.68
"261","2008-01-15",25.65
"262","2008-01-16",24.99
"263","2008-01-17",24.690001
"264","2008-01-18",24.68
"265","2008-01-22",23.6
"266","2008-01-23",23.58
"267","2008-01-24",23.5
"268","2008-01-25",23.809999
"269","2008-01-28",22.129999
"270","2008-01-29",22.700001
"271","2008-01-30",22.77
"272","2008-01-31",23.040001
"273","2008-02-01",22.940001
"274","2008-02-04",24.120001
"275","2008-02-05",24.43
"276","2008-02-06",25.370001
"277","2008-02-07",27.629999
"278","2008-02-08",26.49
"279","2008-02-11",26.27
"280","2008-02-12",26.18
"281","2008-02-13",26.040001
"282","2008-02-14",26.9
"283","2008-02-15",26.34
"284","2008-02-19",26.5
"285","2008-02-20",26.1
"286","2008-02-21",24.790001
"287","2008-02-22",24.6
"288","2008-02-25",24.77
"289","2008-02-26",23.459999
"290","2008-02-27",23.15
"291","2008-02-28",23.389999
"292","2008-02-29",22.99
"293","2008-03-03",23.200001
"294","2008-03-04",23.379999
"295","2008-03-05",23.9
"296","2008-03-06",23.74
"297","2008-03-07",23.870001
"298","2008-03-10",23.799999
"299","2008-03-11",24.120001
"300","2008-03-12",24.219999
"301","2008-03-13",24.42
"302","2008-03-14",23.57
"303","2008-03-17",22.75
"304","2008-03-18",23.24
"305","2008-03-19",22.889999
"306","2008-03-20",23.389999
"307","2008-03-24",23.299999
"308","2008-03-25",24
"309","2008-03-26",24.09
"310","2008-03-27",23.5
"311","2008-03-28",23.690001
"312","2008-03-31",23.92
"313","2008-04-01",24.82
"314","2008-04-02",24.280001
"315","2008-04-03",23.6
"316","2008-04-04",23.620001
"317","2008-04-07",23.219999
"318","2008-04-08",23.25
"319","2008-04-09",22.959999
"320","2008-04-10",23
"321","2008-04-11",22.540001
"322","2008-04-14",22.889999
"323","2008-04-15",22.969999
"324","2008-04-16",23
"325","2008-04-17",22.870001
"326","2008-04-18",22.860001
"327","2008-04-21",23.08
"328","2008-04-22",23
"329","2008-04-23",22.93
"330","2008-04-24",22.73
"331","2008-04-25",23.33
"332","2008-04-28",23.889999
"333","2008-04-29",23.75
"334","2008-04-30",23.4
"335","2008-05-01",24.49
"336","2008-05-02",24.459999
"337","2008-05-05",24.48
"338","2008-05-06",25.65
"339","2008-05-07",26.549999
"340","2008-05-08",26.07
"341","2008-05-09",26.639999
"342","2008-05-12",27.280001
"343","2008-05-13",29.02
"344","2008-05-14",28.610001
"345","2008-05-15",29
"346","2008-05-16",29.51
"347","2008-05-19",33.57
"348","2008-05-20",32.950001
"349","2008-05-21",30.190001
"350","2008-05-22",29.629999
"351","2008-05-23",29.690001
"352","2008-05-27",29.93
"353","2008-05-28",31
"354","2008-05-29",30.91
"355","2008-05-30",31.209999
"356","2008-06-02",31.700001
"357","2008-06-03",32.720001
"358","2008-06-04",31.43
"359","2008-06-05",32.400002
"360","2008-06-06",31.57
"361","2008-06-09",30.809999
"362","2008-06-10",30.98
"363","2008-06-11",30.9
"364","2008-06-12",35.68
"365","2008-06-13",35.450001
"366","2008-06-16",35.709999
"367","2008-06-17",35.73
"368","2008-06-18",36.970001
"369","2008-06-19",37.139999
"370","2008-06-20",35.68
"371","2008-06-23",35.650002
"372","2008-06-24",34.849998
"373","2008-06-25",34.02
"374","2008-06-26",33.619999
"375","2008-06-27",33.02
"376","2008-06-30",34.23
"377","2008-07-01",33.080002
"378","2008-07-02",32.240002
"379","2008-07-03",31.49
"380","2008-07-07",32.560001
"381","2008-07-08",32.040001
"382","2008-07-09",31.9
"383","2008-07-10",32.639999
"384","2008-07-11",32.169998
"385","2008-07-14",34.169998
"386","2008-07-15",32.599998
"387","2008-07-16",33.290001
"388","2008-07-17",32.419998
"389","2008-07-18",33.02
"390","2008-07-21",32.580002
"391","2008-07-22",33.639999
"392","2008-07-23",32.490002
"393","2008-07-24",31.27
"394","2008-07-25",32.380001
"395","2008-07-28",31.719999
"396","2008-07-29",32.049999
"397","2008-07-30",32.970001
"398","2008-07-31",32.279999
"399","2008-08-01",31.91
"400","2008-08-04",31.68
"401","2008-08-05",32.810001
"402","2008-08-06",28.23
"403","2008-08-07",26.73
"404","2008-08-08",26.08
"405","2008-08-11",28.040001
"406","2008-08-12",29.07
"407","2008-08-13",30.66
"408","2008-08-14",30.83
"409","2008-08-15",31
"410","2008-08-18",29.35
"411","2008-08-19",29.290001
"412","2008-08-20",29.83
"413","2008-08-21",29.42
"414","2008-08-22",29.450001
"415","2008-08-25",28.59
"416","2008-08-26",28.209999
"417","2008-08-27",28.66
"418","2008-08-28",28.879999
"419","2008-08-29",28.120001
"420","2008-09-02",27.469999
"421","2008-09-03",26.620001
"422","2008-09-04",24.77
"423","2008-09-05",25.67
"424","2008-09-08",25.48
"425","2008-09-09",23.33
"426","2008-09-10",23.68
"427","2008-09-11",23.139999
"428","2008-09-12",22.780001
"429","2008-09-15",18.93
"430","2008-09-16",19.43
"431","2008-09-17",18.299999
"432","2008-09-18",20.049999
"433","2008-09-19",21.559999
"434","2008-09-22",20.379999
"435","2008-09-23",20.450001
"436","2008-09-24",19.99
"437","2008-09-25",20.059999
"438","2008-09-26",19.690001
"439","2008-09-29",18.57
"440","2008-09-30",19.709999
"441","2008-10-01",18.82
"442","2008-10-02",16.940001
"443","2008-10-03",15.55
"444","2008-10-06",14.35
"445","2008-10-07",13.83
"446","2008-10-08",14.15
"447","2008-10-09",12.65
"448","2008-10-10",12.91
"449","2008-10-13",14.7
"450","2008-10-14",14.49
"451","2008-10-15",12.62
"452","2008-10-16",13.45
"453","2008-10-17",13.74
"454","2008-10-20",13.33
"455","2008-10-21",13.12
"456","2008-10-22",11.87
"457","2008-10-23",11.49
"458","2008-10-24",10.93
"459","2008-10-27",10.75
"460","2008-10-28",11.07
"461","2008-10-29",12.66
"462","2008-10-30",12.88
"463","2008-10-31",13.24
"464","2008-11-03",12.97
"465","2008-11-04",13.34
"466","2008-11-05",12.04
"467","2008-11-06",10.04
"468","2008-11-07",9.89
"469","2008-11-10",9.85
"470","2008-11-11",8.41
"471","2008-11-12",7.55
"472","2008-11-13",7.31
"473","2008-11-14",6.86
