"","date","FNHC"
"389","2008-07-18",8.47
"390","2008-07-21",8.32
"391","2008-07-22",8.55
"392","2008-07-23",8.41
"393","2008-07-24",8.59
"394","2008-07-25",8.8
"395","2008-07-28",8.79
"396","2008-07-29",8.8
"397","2008-07-30",8.49
"398","2008-07-31",8.5
"399","2008-08-01",8.6
"400","2008-08-04",8.53
"401","2008-08-05",8.54
"402","2008-08-06",6.51
"403","2008-08-07",6.46
"404","2008-08-08",6.28
"405","2008-08-11",6.37
"406","2008-08-12",6.32
"407","2008-08-13",6.65
"408","2008-08-14",6.6
"409","2008-08-15",6.52
"410","2008-08-18",6.56
"411","2008-08-19",6.51
"412","2008-08-20",6.61
"413","2008-08-21",6.44
"414","2008-08-22",6.91
"415","2008-08-25",6.7
"416","2008-08-26",6.73
"417","2008-08-27",6.77
"418","2008-08-28",6.89
"419","2008-08-29",6.71
"420","2008-09-02",6.78
"421","2008-09-03",6.91
"422","2008-09-04",6.86
"423","2008-09-05",6.72
"424","2008-09-08",6.74
"425","2008-09-09",6.76
"426","2008-09-10",6.61
"427","2008-09-11",6.66
"428","2008-09-12",6.7
"429","2008-09-15",6.52
"430","2008-09-16",6.28
"431","2008-09-17",5.77
"432","2008-09-18",5.19
"433","2008-09-19",6
"434","2008-09-22",5.5
"435","2008-09-23",5.55
"436","2008-09-24",5.6
"437","2008-09-25",5.44
"438","2008-09-26",5.53
"439","2008-09-29",5.5
"440","2008-09-30",5.26
"441","2008-10-01",5.18
"442","2008-10-02",5
"443","2008-10-03",5.09
"444","2008-10-06",4.68
"445","2008-10-07",4.39
"446","2008-10-08",3.99
"447","2008-10-09",4
"448","2008-10-10",4.2
"449","2008-10-13",4.52
"450","2008-10-14",5.25
"451","2008-10-15",4.54
"452","2008-10-16",4.45
"453","2008-10-17",4.47
"454","2008-10-20",4.66
"455","2008-10-21",5
"456","2008-10-22",4.91
"457","2008-10-23",4.71
"458","2008-10-24",4.53
"459","2008-10-27",4.21
"460","2008-10-28",4.3
"461","2008-10-29",4.7
"462","2008-10-30",4.58
"463","2008-10-31",5.42
"464","2008-11-03",5.1
"465","2008-11-04",5.25
"466","2008-11-05",4.83
"467","2008-11-06",4.7
"468","2008-11-07",4.69
"469","2008-11-10",4.57
"470","2008-11-11",4.45
"471","2008-11-12",4.51
"472","2008-11-13",4.4
"473","2008-11-14",4
"474","2008-11-17",4.24
"475","2008-11-18",4.19
"476","2008-11-19",4.03
"477","2008-11-20",3.62
"478","2008-11-21",3.68
"479","2008-11-24",3.65
"480","2008-11-25",3.9
"481","2008-11-26",3.97
"482","2008-11-28",4.05
"483","2008-12-01",4.08
"484","2008-12-02",4.33
"485","2008-12-03",4.42
"486","2008-12-04",4.51
"487","2008-12-05",4.54
"488","2008-12-08",4.78
"489","2008-12-09",4.52
"490","2008-12-10",4.62
"491","2008-12-11",4.69
"492","2008-12-12",4.59
"493","2008-12-15",4.59
"494","2008-12-16",4.39
"495","2008-12-17",4.52
"496","2008-12-18",4.43
"497","2008-12-19",4.44
"498","2008-12-22",4.65
"499","2008-12-23",4.39
"500","2008-12-24",4.22
"501","2008-12-26",4.27
"502","2008-12-29",4.17
"503","2008-12-30",4.13
"504","2008-12-31",4.63
"505","2009-01-02",4.73
"506","2009-01-05",4.9
"507","2009-01-06",5.07
"508","2009-01-07",4.85
"509","2009-01-08",4.92
"510","2009-01-09",4.86
"511","2009-01-12",4.9
"512","2009-01-13",4.9
"513","2009-01-14",4.75
"514","2009-01-15",4.76
"515","2009-01-16",4.85
"516","2009-01-20",4.6
"517","2009-01-21",4.88
"518","2009-01-22",4.85
"519","2009-01-23",4.85
"520","2009-01-26",4.8
"521","2009-01-27",4.75
"522","2009-01-28",4.6
"523","2009-01-29",4.5
"524","2009-01-30",4.22
"525","2009-02-02",4.28
"526","2009-02-03",4.25
"527","2009-02-04",4.06
"528","2009-02-05",3.99
"529","2009-02-06",4
"530","2009-02-09",3.96
"531","2009-02-10",3.88
"532","2009-02-11",3.98
"533","2009-02-12",3.93
"534","2009-02-13",3.99
"535","2009-02-17",4.34
"536","2009-02-18",3.93
"537","2009-02-19",3.82
"538","2009-02-20",4.12
"539","2009-02-23",3.77
"540","2009-02-24",3.58
"541","2009-02-25",3.73
"542","2009-02-26",3.69
"543","2009-02-27",3.61
"544","2009-03-02",3.36
"545","2009-03-03",3.35
"546","2009-03-04",3.6
"547","2009-03-05",1.91
"548","2009-03-06",1.72
"549","2009-03-09",1.63
"550","2009-03-10",2.04
"551","2009-03-11",2.12
"552","2009-03-12",2.44
"553","2009-03-13",2.82
"554","2009-03-16",2.75
"555","2009-03-17",3.5
"556","2009-03-18",2.87
"557","2009-03-19",2.88
"558","2009-03-20",2.95
"559","2009-03-23",3.3
"560","2009-03-24",3.38
"561","2009-03-25",3.3
"562","2009-03-26",3.55
"563","2009-03-27",3.69
"564","2009-03-30",3.27
"565","2009-03-31",3.34
"566","2009-04-01",3.3
"567","2009-04-02",3.31
"568","2009-04-03",3.33
"569","2009-04-06",3.45
"570","2009-04-07",3.33
"571","2009-04-08",3.2
"572","2009-04-09",3.43
"573","2009-04-13",3.42
"574","2009-04-14",3.37
"575","2009-04-15",3.3
"576","2009-04-16",3.32
"577","2009-04-17",3.08
"578","2009-04-20",3.35
"579","2009-04-21",3.28
"580","2009-04-22",3.35
"581","2009-04-23",3.44
"582","2009-04-24",3.49
"583","2009-04-27",3.55
"584","2009-04-28",3.66
"585","2009-04-29",3.85
"586","2009-04-30",3.95
"587","2009-05-01",3.93
"588","2009-05-04",3.97
"589","2009-05-05",4.15
"590","2009-05-06",4.2
"591","2009-05-07",3.74
"592","2009-05-08",3.61
"593","2009-05-11",3.18
"594","2009-05-12",3.28
"595","2009-05-13",3.26
"596","2009-05-14",3.14
"597","2009-05-15",3.11
"598","2009-05-18",3.13
"599","2009-05-19",2.86
"600","2009-05-20",3
"601","2009-05-21",2.88
"602","2009-05-22",3.05
"603","2009-05-26",3.07
"604","2009-05-27",3.01
"605","2009-05-28",3.06
"606","2009-05-29",3.27
"607","2009-06-01",3.06
"608","2009-06-02",3.1
"609","2009-06-03",3.21
"610","2009-06-04",3.3
"611","2009-06-05",3.38
"612","2009-06-08",3.29
"613","2009-06-09",3.27
"614","2009-06-10",3.17
"615","2009-06-11",3.39
"616","2009-06-12",3.24
"617","2009-06-15",3.19
"618","2009-06-16",3.1
"619","2009-06-17",3.14
"620","2009-06-18",3.1
"621","2009-06-19",3.1
"622","2009-06-22",3.09
"623","2009-06-23",3.12
"624","2009-06-24",3
"625","2009-06-25",3.18
"626","2009-06-26",3
"627","2009-06-29",3.12
"628","2009-06-30",3.22
"629","2009-07-01",3.05
"630","2009-07-02",3.11
"631","2009-07-06",3.06
"632","2009-07-07",3.11
"633","2009-07-08",3.03
"634","2009-07-09",3.04
"635","2009-07-10",3.03
"636","2009-07-13",3.03
"637","2009-07-14",3.2
"638","2009-07-15",3.15
"639","2009-07-16",3.38
"640","2009-07-17",3.34
"641","2009-07-20",3.3
"642","2009-07-21",3.61
"643","2009-07-22",3.64
"644","2009-07-23",3.68
"645","2009-07-24",3.56
"646","2009-07-27",3.8
"647","2009-07-28",4.05
"648","2009-07-29",3.92
"649","2009-07-30",3.97
"650","2009-07-31",3.88
"651","2009-08-03",4.13
"652","2009-08-04",4.25
"653","2009-08-05",4.98
"654","2009-08-06",4.8
"655","2009-08-07",4.66
"656","2009-08-10",4.24
"657","2009-08-11",3.93
"658","2009-08-12",3.52
"659","2009-08-13",3.61
"660","2009-08-14",3.65
"661","2009-08-17",3.52
"662","2009-08-18",3.69
"663","2009-08-19",3.78
"664","2009-08-20",3.79
"665","2009-08-21",3.7
"666","2009-08-24",3.52
"667","2009-08-25",3.58
"668","2009-08-26",3.51
"669","2009-08-27",3.66
"670","2009-08-28",3.69
"671","2009-08-31",3.6
"672","2009-09-01",3.51
"673","2009-09-02",3.58
"674","2009-09-03",3.56
"675","2009-09-04",3.39
"676","2009-09-08",3.61
"677","2009-09-09",3.56
"678","2009-09-10",3.78
"679","2009-09-11",3.9
"680","2009-09-14",4.06
"681","2009-09-15",4.31
"682","2009-09-16",4.06
"683","2009-09-17",4.16
"684","2009-09-18",3.95
"685","2009-09-21",3.95
"686","2009-09-22",4
"687","2009-09-23",3.94
"688","2009-09-24",3.92
"689","2009-09-25",3.81
"690","2009-09-28",3.94
"691","2009-09-29",3.95
"692","2009-09-30",4.04
"693","2009-10-01",3.91
"694","2009-10-02",3.82
"695","2009-10-05",3.95
"696","2009-10-06",3.94
"697","2009-10-07",3.83
"698","2009-10-08",3.78
"699","2009-10-09",3.89
"700","2009-10-12",3.98
"701","2009-10-13",4.69
"702","2009-10-14",4.63
"703","2009-10-15",4.62
"704","2009-10-16",4.61
"705","2009-10-19",4.82
"706","2009-10-20",4.7
"707","2009-10-21",4.6
"708","2009-10-22",4.67
"709","2009-10-23",4.6
"710","2009-10-26",4.58
"711","2009-10-27",4.56
"712","2009-10-28",4.3
"713","2009-10-29",4.52
"714","2009-10-30",4.59
"715","2009-11-02",4.25
"716","2009-11-03",4.41
"717","2009-11-04",4.18
"718","2009-11-05",4.08
"719","2009-11-06",3.95
"720","2009-11-09",3.98
"721","2009-11-10",3.97
"722","2009-11-11",4.37
"723","2009-11-12",4.17
"724","2009-11-13",4.05
"725","2009-11-16",4.3
"726","2009-11-17",4.19
"727","2009-11-18",4.07
"728","2009-11-19",4
"729","2009-11-20",4.2
"730","2009-11-23",4.22
"731","2009-11-24",4.06
"732","2009-11-25",4.02
"733","2009-11-27",4.2
"734","2009-11-30",4.09
"735","2009-12-01",4.08
"736","2009-12-02",4.24
"737","2009-12-03",4.2
"738","2009-12-04",4.14
"739","2009-12-07",4.11
"740","2009-12-08",4.28
"741","2009-12-09",4.22
"742","2009-12-10",4.33
"743","2009-12-11",4.25
"744","2009-12-14",4.02
"745","2009-12-15",4.27
"746","2009-12-16",4.25
"747","2009-12-17",4.36
"748","2009-12-18",4.26
"749","2009-12-21",4.21
"750","2009-12-22",4.15
"751","2009-12-23",4.1
"752","2009-12-24",4.15
"753","2009-12-28",4.11
"754","2009-12-29",4.08
"755","2009-12-30",4.09
"756","2009-12-31",4.02
"757","2010-01-04",4.07
"758","2010-01-05",4.16
"759","2010-01-06",4.16
"760","2010-01-07",4.2
"761","2010-01-08",4.2
"762","2010-01-11",4.08
"763","2010-01-12",4.03
"764","2010-01-13",4.01
"765","2010-01-14",4
"766","2010-01-15",4.01
"767","2010-01-19",4.05
"768","2010-01-20",4.01
"769","2010-01-21",4
"770","2010-01-22",3.96
"771","2010-01-25",4.02
"772","2010-01-26",4.03
"773","2010-01-27",4.01
"774","2010-01-28",4.06
"775","2010-01-29",4.03
"776","2010-02-01",4
"777","2010-02-02",4.01
"778","2010-02-03",4.07
"779","2010-02-04",4.04
"780","2010-02-05",4.07
"781","2010-02-08",4.01
"782","2010-02-09",4.01
"783","2010-02-10",4
"784","2010-02-11",4
"785","2010-02-12",4
"786","2010-02-16",4.03
"787","2010-02-17",4.06
"788","2010-02-18",4.03
"789","2010-02-19",4.03
"790","2010-02-22",4.13
"791","2010-02-23",4.16
"792","2010-02-24",4.14
"793","2010-02-25",4.1
"794","2010-02-26",4.1
"795","2010-03-01",4.27
"796","2010-03-02",4.35
"797","2010-03-03",4.36
"798","2010-03-04",4.29
"799","2010-03-05",4.26
"800","2010-03-08",4.3
"801","2010-03-09",4.26
"802","2010-03-10",4.38
"803","2010-03-11",4.53
"804","2010-03-12",4.55
"805","2010-03-15",4.53
"806","2010-03-16",4.59
"807","2010-03-17",4.57
"808","2010-03-18",4.6
"809","2010-03-19",4.6
"810","2010-03-22",4.52
"811","2010-03-23",4.26
"812","2010-03-24",4.39
"813","2010-03-25",4.32
"814","2010-03-26",4.35
"815","2010-03-29",4.14
"816","2010-03-30",4.15
"817","2010-03-31",4.08
"818","2010-04-01",4.07
"819","2010-04-05",4.1
"820","2010-04-06",4.03
"821","2010-04-07",4.05
"822","2010-04-08",3.99
"823","2010-04-09",3.96
"824","2010-04-12",3.85
"825","2010-04-13",3.73
"826","2010-04-14",3.7
"827","2010-04-15",3.68
"828","2010-04-16",3.73
"829","2010-04-19",3.77
"830","2010-04-20",3.67
"831","2010-04-21",3.72
"832","2010-04-22",3.71
"833","2010-04-23",3.62
"834","2010-04-26",3.69
"835","2010-04-27",3.69
"836","2010-04-28",3.62
"837","2010-04-29",3.64
"838","2010-04-30",3.65
"839","2010-05-03",3.74
"840","2010-05-04",3.74
"841","2010-05-05",3.76
"842","2010-05-06",3.64
"843","2010-05-07",3.72
"844","2010-05-10",3.68
"845","2010-05-11",3.71
"846","2010-05-12",3.68
"847","2010-05-13",3.67
"848","2010-05-14",3.7
"849","2010-05-17",3.79
"850","2010-05-18",3.68
"851","2010-05-19",3.65
"852","2010-05-20",3.62
"853","2010-05-21",3.55
"854","2010-05-24",3.73
"855","2010-05-25",3.75
"856","2010-05-26",3.61
"857","2010-05-27",3.57
"858","2010-05-28",3.86
"859","2010-06-01",3.8
"860","2010-06-02",3.64
"861","2010-06-03",3.66
"862","2010-06-04",3.64
"863","2010-06-07",3.65
"864","2010-06-08",3.65
"865","2010-06-09",3.65
"866","2010-06-10",3.65
"867","2010-06-11",3.65
"868","2010-06-14",3.7
"869","2010-06-15",3.88
"870","2010-06-16",3.76
"871","2010-06-17",3.77
"872","2010-06-18",3.94
"873","2010-06-21",3.95
"874","2010-06-22",3.71
"875","2010-06-23",3.81
"876","2010-06-24",3.84
"877","2010-06-25",3.81
"878","2010-06-28",3.89
"879","2010-06-29",3.8
"880","2010-06-30",3.71
"881","2010-07-01",3.65
"882","2010-07-02",3.48
"883","2010-07-06",3.55
"884","2010-07-07",3.63
"885","2010-07-08",3.68
"886","2010-07-09",3.75
"887","2010-07-12",3.78
"888","2010-07-13",3.91
"889","2010-07-14",3.85
"890","2010-07-15",3.81
"891","2010-07-16",3.75
"892","2010-07-19",3.75
"893","2010-07-20",3.84
"894","2010-07-21",3.84
"895","2010-07-22",3.82
"896","2010-07-23",3.8
"897","2010-07-26",3.84
"898","2010-07-27",3.79
"899","2010-07-28",3.78
"900","2010-07-29",3.75
"901","2010-07-30",3.82
"902","2010-08-02",3.82
"903","2010-08-03",3.78
"904","2010-08-04",3.76
"905","2010-08-05",3.95
"906","2010-08-06",3.8
"907","2010-08-09",3.8
"908","2010-08-10",3.76
"909","2010-08-11",3.72
"910","2010-08-12",3.61
"911","2010-08-13",3.57
"912","2010-08-16",3.61
"913","2010-08-17",3.57
"914","2010-08-18",3.57
"915","2010-08-19",3.55
"916","2010-08-20",3.53
"917","2010-08-23",3.45
"918","2010-08-24",3.42
"919","2010-08-25",3.41
"920","2010-08-26",3.36
"921","2010-08-27",3.36
"922","2010-08-30",3.33
"923","2010-08-31",3.61
"924","2010-09-01",3.5
"925","2010-09-02",3.47
"926","2010-09-03",3.51
"927","2010-09-07",3.43
"928","2010-09-08",3.42
"929","2010-09-09",3.41
"930","2010-09-10",3.44
"931","2010-09-13",3.61
"932","2010-09-14",3.3
"933","2010-09-15",3.3
"934","2010-09-16",3.36
"935","2010-09-17",3.26
"936","2010-09-20",3.27
"937","2010-09-21",3.4
"938","2010-09-22",3.45
"939","2010-09-23",3.45
"940","2010-09-24",3.42
"941","2010-09-27",3.31
"942","2010-09-28",3.45
"943","2010-09-29",3.4
"944","2010-09-30",3.49
"945","2010-10-01",3.41
"946","2010-10-04",3.4
"947","2010-10-05",3.45
"948","2010-10-06",3.4
"949","2010-10-07",3.5
"950","2010-10-08",3.57
"951","2010-10-11",3.65
"952","2010-10-12",3.53
"953","2010-10-13",3.58
"954","2010-10-14",3.65
"955","2010-10-15",3.64
"956","2010-10-18",3.6
"957","2010-10-19",3.56
"958","2010-10-20",3.6
"959","2010-10-21",3.74
"960","2010-10-22",3.55
"961","2010-10-25",3.72
"962","2010-10-26",3.7
"963","2010-10-27",3.61
"964","2010-10-28",3.68
"965","2010-10-29",3.55
"966","2010-11-01",3.57
"967","2010-11-02",3.55
"968","2010-11-03",3.58
"969","2010-11-04",3.67
"970","2010-11-05",3.66
"971","2010-11-08",3.67
"972","2010-11-09",3.56
"973","2010-11-10",3.65
"974","2010-11-11",3.6
"975","2010-11-12",3.54
"976","2010-11-15",3.45
"977","2010-11-16",3.46
"978","2010-11-17",3.4
"979","2010-11-18",3.46
"980","2010-11-19",3.4
"981","2010-11-22",3.35
"982","2010-11-23",3.37
"983","2010-11-24",3.24
"984","2010-11-26",3.25
"985","2010-11-29",3.28
"986","2010-11-30",3.24
"987","2010-12-01",3.23
"988","2010-12-02",3.22
"989","2010-12-03",3.2
"990","2010-12-06",3.21
"991","2010-12-07",3.22
"992","2010-12-08",3.23
"993","2010-12-09",3.26
"994","2010-12-10",3.27
"995","2010-12-13",3.22
"996","2010-12-14",3.25
"997","2010-12-15",3.2
"998","2010-12-16",3.23
"999","2010-12-17",3.2
