"","date","AC"
"1","2015-11-10",27.57214
"2","2015-11-11",27.57214
"3","2015-11-12",27.57214
"4","2015-11-13",27.57214
"5","2015-11-16",26.666666
"6","2015-11-17",26.666666
"7","2015-11-18",26.666666
"8","2015-11-19",27.860697
"9","2015-11-20",27.860697
"10","2015-11-23",27.860697
"11","2015-11-24",27.860697
"12","2015-11-25",30.079601
"13","2015-11-27",30.079601
"14","2015-11-30",30.079601
"15","2015-12-01",33.034824
"16","2015-12-02",35.034824
"17","2015-12-03",33.741295
"18","2015-12-04",33.820896
"19","2015-12-07",34.308456
"20","2015-12-08",32.845772
"21","2015-12-09",31.940298
"22","2015-12-10",31.054726
"23","2015-12-11",29.930347
"24","2015-12-14",28.129353
"25","2015-12-15",28.855721
"26","2015-12-16",29.900497
"27","2015-12-17",30.606966
"28","2015-12-18",30.41791
"29","2015-12-21",30.925373
"30","2015-12-22",31.104477
"31","2015-12-23",30.248756
"32","2015-12-24",30.407961
"33","2015-12-28",30.089552
"34","2015-12-29",30.348259
"35","2015-12-30",30.348259
"36","2015-12-31",30.348259
"37","2016-01-04",29.313433
"38","2016-01-05",29.950249
"39","2016-01-06",29.860697
"40","2016-01-07",29.58209
"41","2016-01-08",29.542288
"42","2016-01-11",29.223881
"43","2016-01-12",29.731344
"44","2016-01-13",28.606966
"45","2016-01-14",28.885572
"46","2016-01-15",27.960199
"47","2016-01-19",27.154228
"48","2016-01-20",26.338308
"49","2016-01-21",26.985075
"50","2016-01-22",26.845772
"51","2016-01-25",26.41791
"52","2016-01-26",26.39801
"53","2016-01-27",25.890547
"54","2016-01-28",26.447762
"55","2016-01-29",26.945274
"56","2016-02-01",26.268656
"57","2016-02-02",25.920399
"58","2016-02-03",25.711443
"59","2016-02-04",25.462687
"60","2016-02-05",25.174129
"61","2016-02-08",25.761194
"62","2016-02-09",25.373135
"63","2016-02-10",25.373135
"64","2016-02-11",26.746269
"65","2016-02-12",26.865671
"66","2016-02-16",27.014925
"67","2016-02-17",28.059702
"68","2016-02-18",28.089552
"69","2016-02-19",27.890547
"70","2016-02-22",27.870647
"71","2016-02-23",27.850746
"72","2016-02-24",27.711443
"73","2016-02-25",27.482588
"74","2016-02-26",27.442785
"75","2016-02-29",27.194031
"76","2016-03-01",27.552238
"77","2016-03-02",27.442785
"78","2016-03-03",27.721394
"79","2016-03-04",27.631842
"80","2016-03-07",27.751244
"81","2016-03-08",27.482588
"82","2016-03-09",27.094528
"83","2016-03-10",27.223881
"84","2016-03-11",28.139303
"85","2016-03-14",28.378109
"86","2016-03-15",27.800995
"87","2016-03-16",27.681593
"88","2016-03-17",27.771145
"89","2016-03-18",28.02985
"90","2016-03-21",28.02985
"91","2016-03-22",27.97015
"92","2016-03-23",27.472637
"93","2016-03-24",27.502487
"94","2016-03-28",27.751244
"95","2016-03-29",27.751244
"96","2016-03-30",28.099503
"97","2016-03-31",27.880596
"98","2016-04-01",28.099503
"99","2016-04-04",28.378109
"100","2016-04-05",28.35821
"101","2016-04-06",28.368158
"102","2016-04-07",28.547264
"103","2016-04-08",28.606966
"104","2016-04-11",29.840796
"105","2016-04-12",30.069653
"106","2016-04-13",30.567163
"107","2016-04-14",30.179104
"108","2016-04-15",30.348259
"109","2016-04-18",30.268656
"110","2016-04-19",30.039801
"111","2016-04-20",30.378109
"112","2016-04-21",30.189054
"113","2016-04-22",30.189054
"114","2016-04-25",30.109453
"115","2016-04-26",30.447762
"116","2016-04-27",29.890547
"117","2016-04-28",29.850746
"118","2016-04-29",30.318407
"119","2016-05-02",30.149254
"120","2016-05-03",30.069653
"121","2016-05-04",30.338308
"122","2016-05-05",30.268656
"123","2016-05-06",30.139303
"124","2016-05-09",30.109453
"125","2016-05-10",30.298508
"126","2016-05-11",30.079601
"127","2016-05-12",30.149254
"128","2016-05-13",30.159204
"129","2016-05-16",30.308458
"130","2016-05-17",30.02985
"131","2016-05-18",30.019901
"132","2016-05-19",29.741293
"133","2016-05-20",29.960199
"134","2016-05-23",29.840796
"135","2016-05-24",29.980099
"136","2016-05-25",29.910448
"137","2016-05-26",29.810946
"138","2016-05-27",29.840796
"139","2016-05-31",29.800995
"140","2016-06-01",29.741293
"141","2016-06-02",29.58209
"142","2016-06-03",29.412935
"143","2016-06-06",29.562189
"144","2016-06-07",29.910448
"145","2016-06-08",30.069653
"146","2016-06-09",29.542288
"147","2016-06-10",29.263681
"148","2016-06-13",28.35821
"149","2016-06-14",28.865671
"150","2016-06-15",28.825871
"151","2016-06-16",28.736319
"152","2016-06-17",29.253731
"153","2016-06-20",29.283583
"154","2016-06-21",29.21393
"155","2016-06-22",29.253731
"156","2016-06-23",29.631842
"157","2016-06-24",29.343283
"158","2016-06-27",28.109453
"159","2016-06-28",27.920399
"160","2016-06-29",28.059702
"161","2016-06-30",28.537313
"162","2016-07-01",29.164179
"163","2016-07-05",29.114428
"164","2016-07-06",28.925373
"165","2016-07-07",28.825871
"166","2016-07-08",29.114428
"167","2016-07-11",29.781094
"168","2016-07-12",30.41791
"169","2016-07-13",30.338308
"170","2016-07-14",30.318407
"171","2016-07-15",30.129353
"172","2016-07-18",30.079601
"173","2016-07-19",30.199005
"174","2016-07-20",30.248756
"175","2016-07-21",29.830845
"176","2016-07-22",29.850746
"177","2016-07-25",29.203979
"178","2016-07-26",29.343283
"179","2016-07-27",29.452736
"180","2016-07-28",29.711443
"181","2016-07-29",29.741293
"182","2016-08-01",29.651741
"183","2016-08-02",29.542288
"184","2016-08-03",29.303482
"185","2016-08-04",29.661692
"186","2016-08-05",30.965174
"187","2016-08-08",30.905472
"188","2016-08-09",30.278606
"189","2016-08-10",30.308458
"190","2016-08-11",30.109453
