"","date","NHLD"
"113","2007-06-14",31.6
"114","2007-06-15",33
"115","2007-06-18",32.5
"116","2007-06-19",32
"117","2007-06-20",32
"118","2007-06-21",32
"119","2007-06-22",27.6
"120","2007-06-25",25
"121","2007-06-26",23.200001
"122","2007-06-27",23.1
"123","2007-06-28",22
"124","2007-06-29",30
"125","2007-07-02",30
"126","2007-07-03",21
"127","2007-07-05",24
"128","2007-07-06",25
"129","2007-07-09",21.5
"130","2007-07-10",21.5
"131","2007-07-11",21.5
"132","2007-07-12",21.5
"133","2007-07-13",21.5
"134","2007-07-16",24
"135","2007-07-17",21
"136","2007-07-18",22.5
"137","2007-07-19",24
"138","2007-07-20",24
"139","2007-07-23",24
"140","2007-07-24",24.200001
"141","2007-07-25",24
"142","2007-07-26",23.799999
"143","2007-07-27",24.5
"144","2007-07-30",24.5
"145","2007-07-31",25.5
"146","2007-08-01",22.200001
"147","2007-08-02",28.5
"148","2007-08-03",28.5
"149","2007-08-06",27
"150","2007-08-07",27
"151","2007-08-08",27.5
"152","2007-08-09",25.5
"153","2007-08-10",25.5
"154","2007-08-13",25.5
"155","2007-08-14",25.5
"156","2007-08-15",22.5
"157","2007-08-16",21
"158","2007-08-17",22.5
"159","2007-08-20",21.5
"160","2007-08-21",21.5
"161","2007-08-22",21.5
"162","2007-08-23",22
"163","2007-08-24",22.5
"164","2007-08-27",22.5
"165","2007-08-28",22.5
"166","2007-08-29",23
"167","2007-08-30",23
"168","2007-08-31",25.5
"169","2007-09-04",25.5
"170","2007-09-05",25.5
"171","2007-09-06",24.5
"172","2007-09-07",24
"173","2007-09-10",23
"174","2007-09-11",21
"175","2007-09-12",21
"176","2007-09-13",21
"177","2007-09-14",21
"178","2007-09-17",20.799999
"179","2007-09-18",20.799999
"180","2007-09-19",21
"181","2007-09-20",19
"182","2007-09-21",18.5
"183","2007-09-24",20
"184","2007-09-25",20
"185","2007-09-26",20
"186","2007-09-27",22.5
"187","2007-09-28",28
"188","2007-10-01",24.700001
"189","2007-10-02",25
"190","2007-10-03",25
"191","2007-10-04",24.5
"192","2007-10-05",24.5
"193","2007-10-08",24.5
"194","2007-10-09",22.6
"195","2007-10-10",20
"196","2007-10-11",22
"197","2007-10-12",22.5
"198","2007-10-15",22.5
"199","2007-10-16",22
"200","2007-10-17",22.6
"201","2007-10-18",22.5
"202","2007-10-19",22.5
"203","2007-10-22",22.5
"204","2007-10-23",22.5
"205","2007-10-24",22.5
"206","2007-10-25",22
"207","2007-10-26",19
"208","2007-10-29",20
"209","2007-10-30",20
"210","2007-10-31",20
"211","2007-11-01",20
"212","2007-11-02",20
"213","2007-11-05",20
"214","2007-11-06",20
"215","2007-11-07",20.299999
"216","2007-11-08",20
"217","2007-11-09",20
"218","2007-11-12",19
"219","2007-11-13",19
"220","2007-11-14",18
"221","2007-11-15",17.5
"222","2007-11-16",16.9
"223","2007-11-19",16.9
"224","2007-11-20",15.1
"225","2007-11-21",16.799999
"226","2007-11-23",16
"227","2007-11-26",16
"228","2007-11-27",16
"229","2007-11-28",17.299999
"230","2007-11-29",17
"231","2007-11-30",19
"232","2007-12-03",14.5
"233","2007-12-04",14.2
"234","2007-12-05",16
"235","2007-12-06",16
"236","2007-12-07",16
"237","2007-12-10",16
"238","2007-12-11",16
"239","2007-12-12",16
"240","2007-12-13",15
"241","2007-12-14",15
"242","2007-12-17",17
"243","2007-12-18",16.5
"244","2007-12-19",17
"245","2007-12-20",16.5
"246","2007-12-21",19.5
"247","2007-12-24",19.5
"248","2007-12-26",19.5
"249","2007-12-27",19.4
"250","2007-12-28",20
"251","2007-12-31",25.5
"252","2008-01-02",23.5
"253","2008-01-03",22
"254","2008-01-04",22.299999
"255","2008-01-07",22.200001
"256","2008-01-08",22.200001
"257","2008-01-09",20.299999
"258","2008-01-10",22
"259","2008-01-11",21.5
"260","2008-01-14",21.5
"261","2008-01-15",21.5
"262","2008-01-16",21.5
"263","2008-01-17",21
"264","2008-01-18",22
"265","2008-01-22",21
"266","2008-01-23",21
"267","2008-01-24",21
"268","2008-01-25",23.5
"269","2008-01-28",23.5
"270","2008-01-29",25.5
"271","2008-01-30",25
"272","2008-01-31",28
"273","2008-02-01",28
"274","2008-02-04",27.700001
"275","2008-02-05",27.5
"276","2008-02-06",23
"277","2008-02-07",21
"278","2008-02-08",20.5
"279","2008-02-11",20.4
"280","2008-02-12",20.4
"281","2008-02-13",19.6
"282","2008-02-14",22.5
"283","2008-02-15",22.5
"284","2008-02-19",22.5
"285","2008-02-20",20.5
"286","2008-02-21",20.5
"287","2008-02-22",21
"288","2008-02-25",21.5
"289","2008-02-26",21.5
"290","2008-02-27",21.799999
"291","2008-02-28",21.799999
"292","2008-02-29",21.6
"293","2008-03-03",21.6
"294","2008-03-04",21.6
"295","2008-03-05",21.5
"296","2008-03-06",21.5
"297","2008-03-07",21.6
"298","2008-03-10",20
"299","2008-03-11",20
"300","2008-03-12",21.6
"301","2008-03-13",21
"302","2008-03-14",21
"303","2008-03-17",21
"304","2008-03-18",20.799999
"305","2008-03-19",20.700001
"306","2008-03-20",20.5
"307","2008-03-24",20.5
"308","2008-03-25",20.5
"309","2008-03-26",20.5
"310","2008-03-27",20.5
"311","2008-03-28",20.5
"312","2008-03-31",22
"313","2008-04-01",22
"314","2008-04-02",22.5
"315","2008-04-03",21
"316","2008-04-04",22.5
"317","2008-04-07",21
"318","2008-04-08",21
"319","2008-04-09",21
"320","2008-04-10",21
"321","2008-04-11",21
"322","2008-04-14",18.5
"323","2008-04-15",18.5
"324","2008-04-16",18.5
"325","2008-04-17",18.5
"326","2008-04-18",18
"327","2008-04-21",17.5
"328","2008-04-22",20.200001
"329","2008-04-23",19
"330","2008-04-24",19
"331","2008-04-25",19
"332","2008-04-28",19
"333","2008-04-29",17.5
"334","2008-04-30",17.5
"335","2008-05-01",17
"336","2008-05-02",16
"337","2008-05-05",16
"338","2008-05-06",16
"339","2008-05-07",16
"340","2008-05-08",16
"341","2008-05-09",16
"342","2008-05-12",16.5
"343","2008-05-13",16.5
"344","2008-05-14",16.5
"345","2008-05-15",16.5
"346","2008-05-16",17.5
"347","2008-05-19",16.5
"348","2008-05-20",17.4
"349","2008-05-21",17.4
"350","2008-05-22",17.4
"351","2008-05-23",17.4
"352","2008-05-27",16.5
"353","2008-05-28",15
"354","2008-05-29",16.5
"355","2008-05-30",17.5
"356","2008-06-02",17.5
"357","2008-06-03",17.5
"358","2008-06-04",17.5
"359","2008-06-05",17.5
"360","2008-06-06",17
"361","2008-06-09",18
"362","2008-06-10",16
"363","2008-06-11",17.5
"364","2008-06-12",17.5
"365","2008-06-13",17
"366","2008-06-16",16.5
"367","2008-06-17",16.5
"368","2008-06-18",16.5
"369","2008-06-19",16.4
"370","2008-06-20",16
"371","2008-06-23",16
"372","2008-06-24",16
"373","2008-06-25",16.5
"374","2008-06-26",15
"375","2008-06-27",16
"376","2008-06-30",17.5
"377","2008-07-01",16.799999
"378","2008-07-02",14
"379","2008-07-03",15
"380","2008-07-07",12
"381","2008-07-08",11.7
"382","2008-07-09",11.2
"383","2008-07-10",12
"384","2008-07-11",11.8
"385","2008-07-14",10.5
"386","2008-07-15",10
"387","2008-07-16",11
"388","2008-07-17",10
"389","2008-07-18",10.2
"390","2008-07-21",10
"391","2008-07-22",10
"392","2008-07-23",9.9
"393","2008-07-24",9.4
"394","2008-07-25",9.9
"395","2008-07-28",9
"396","2008-07-29",10.4
"397","2008-07-30",10.5
"398","2008-07-31",12.8
"399","2008-08-01",12
"400","2008-08-04",12
"401","2008-08-05",11.5
"402","2008-08-06",11.5
"403","2008-08-07",11.2
"404","2008-08-08",11.2
"405","2008-08-11",10.1
"406","2008-08-12",10.1
"407","2008-08-13",10.1
"408","2008-08-14",9.2
"409","2008-08-15",9
"410","2008-08-18",10.1
"411","2008-08-19",10
"412","2008-08-20",10
"413","2008-08-21",9.1
"414","2008-08-22",9.5
"415","2008-08-25",9.7
"416","2008-08-26",9.5
"417","2008-08-27",10
"418","2008-08-28",10.5
"419","2008-08-29",11.4
"420","2008-09-02",10.5
"421","2008-09-03",9.6
"422","2008-09-04",8.5
"423","2008-09-05",8.5
"424","2008-09-08",8.5
"425","2008-09-09",8.5
"426","2008-09-10",8
"427","2008-09-11",7.7
"428","2008-09-12",7.3
"429","2008-09-15",7.3
"430","2008-09-16",7
"431","2008-09-17",7.5
"432","2008-09-18",7.5
"433","2008-09-19",7.5
"434","2008-09-22",7
"435","2008-09-23",8
"436","2008-09-24",8
"437","2008-09-25",8
"438","2008-09-26",8
"439","2008-09-29",8
"440","2008-09-30",10
"441","2008-10-01",9
"442","2008-10-02",9
"443","2008-10-03",9
"444","2008-10-06",9
"445","2008-10-07",9
"446","2008-10-08",9
"447","2008-10-09",7
"448","2008-10-10",7
"449","2008-10-13",7
"450","2008-10-14",6.5
"451","2008-10-15",6.5
"452","2008-10-16",6
"453","2008-10-17",5.2
"454","2008-10-20",5.2
"455","2008-10-21",6
"456","2008-10-22",6.5
"457","2008-10-23",5.4
"458","2008-10-24",5.4
"459","2008-10-27",5.2
"460","2008-10-28",5.2
"461","2008-10-29",4
"462","2008-10-30",3.6
"463","2008-10-31",6.5
"464","2008-11-03",7.5
"465","2008-11-04",7.5
"466","2008-11-05",6.1
"467","2008-11-06",6.1
"468","2008-11-07",6.1
"469","2008-11-10",4
"470","2008-11-11",3.8
"471","2008-11-12",5
"472","2008-11-13",7.5
"473","2008-11-14",3.6
"474","2008-11-17",3.6
"475","2008-11-18",3.6
"476","2008-11-19",3.6
"477","2008-11-20",6
"478","2008-11-21",4
"479","2008-11-24",4
"480","2008-11-25",4
"481","2008-11-26",7
"482","2008-11-28",7
"483","2008-12-01",4.2
"484","2008-12-02",6
"485","2008-12-03",5.1
"486","2008-12-04",6.8
"487","2008-12-05",4.2
"488","2008-12-08",5
"489","2008-12-09",4.2
"490","2008-12-10",4.2
"491","2008-12-11",4.2
"492","2008-12-12",4
"493","2008-12-15",3.2
"494","2008-12-16",3.2
"495","2008-12-17",3.2
"496","2008-12-18",3.2
"497","2008-12-19",3.2
"498","2008-12-22",3.2
"499","2008-12-23",3.2
"500","2008-12-24",3.2
"501","2008-12-26",3
"502","2008-12-29",3
"503","2008-12-30",5.1
"504","2008-12-31",8.6
"505","2009-01-02",7.1
"506","2009-01-05",6.8
"507","2009-01-06",6.5
"508","2009-01-07",6.8
"509","2009-01-08",6.5
"510","2009-01-09",6
"511","2009-01-12",6.3
"512","2009-01-13",6.3
"513","2009-01-14",5.9
"514","2009-01-15",5.9
"515","2009-01-16",5.9
"516","2009-01-20",5.9
"517","2009-01-21",5.6
"518","2009-01-22",5.5
"519","2009-01-23",5.2
"520","2009-01-26",5.2
"521","2009-01-27",6
"522","2009-01-28",6
"523","2009-01-29",6.5
"524","2009-01-30",8
"525","2009-02-02",6.5
"526","2009-02-03",6
"527","2009-02-04",5
"528","2009-02-05",5
"529","2009-02-06",5
"530","2009-02-09",5
"531","2009-02-10",5
"532","2009-02-11",5
"533","2009-02-12",5
"534","2009-02-13",4.5
"535","2009-02-17",5
"536","2009-02-18",4.5
"537","2009-02-19",4.5
"538","2009-02-20",4.5
"539","2009-02-23",6.5
"540","2009-02-24",6.5
"541","2009-02-25",6.5
"542","2009-02-26",6.5
"543","2009-02-27",8.5
"544","2009-03-02",7.5
"545","2009-03-03",7
"546","2009-03-04",6.5
"547","2009-03-05",6.5
"548","2009-03-06",6.5
"549","2009-03-09",6.5
"550","2009-03-10",5.1
"551","2009-03-11",7.5
"552","2009-03-12",7.5
"553","2009-03-13",7
"554","2009-03-16",7
"555","2009-03-17",7
"556","2009-03-18",7
"557","2009-03-19",7
"558","2009-03-20",7
"559","2009-03-23",7
"560","2009-03-24",7
"561","2009-03-25",7
"562","2009-03-26",7
"563","2009-03-27",5.1
"564","2009-03-30",5
"565","2009-03-31",6.5
"566","2009-04-01",6.5
"567","2009-04-02",6
"568","2009-04-03",5
"569","2009-04-06",5.5
"570","2009-04-07",6.1
"571","2009-04-08",6
"572","2009-04-09",5.6
"573","2009-04-13",6
"574","2009-04-14",6
"575","2009-04-15",6
"576","2009-04-16",6
"577","2009-04-17",6
"578","2009-04-20",6
"579","2009-04-21",6
"580","2009-04-22",6
"581","2009-04-23",5.5
"582","2009-04-24",5.1
"583","2009-04-27",5.5
"584","2009-04-28",5.5
"585","2009-04-29",5.1
"586","2009-04-30",5.9
"587","2009-05-01",4.4
"588","2009-05-04",6
"589","2009-05-05",6
"590","2009-05-06",6.5
"591","2009-05-07",5.5
"592","2009-05-08",6
"593","2009-05-11",5.3
"594","2009-05-12",6
"595","2009-05-13",4.5
"596","2009-05-14",5.7
"597","2009-05-15",5.1
"598","2009-05-18",5.1
"599","2009-05-19",5.2
"600","2009-05-20",5
"601","2009-05-21",5
"602","2009-05-22",5
"603","2009-05-26",5.1
"604","2009-05-27",5.1
"605","2009-05-28",5.7
"606","2009-05-29",6
"607","2009-06-01",6
"608","2009-06-02",5.4
"609","2009-06-03",5.2
"610","2009-06-04",5.5
"611","2009-06-05",5.5
"612","2009-06-08",5.1
"613","2009-06-09",5.8
"614","2009-06-10",5.1
"615","2009-06-11",5.1
"616","2009-06-12",5.8
"617","2009-06-15",6
"618","2009-06-16",6
"619","2009-06-17",6
"620","2009-06-18",5
"621","2009-06-19",5
"622","2009-06-22",6
"623","2009-06-23",5.5
"624","2009-06-24",5.5
"625","2009-06-25",6
"626","2009-06-26",7
"627","2009-06-29",6.4
"628","2009-06-30",7
"629","2009-07-01",6
"630","2009-07-02",6
"631","2009-07-06",6
"632","2009-07-07",6
"633","2009-07-08",6
"634","2009-07-09",5.1
"635","2009-07-10",6
"636","2009-07-13",6
"637","2009-07-14",6
"638","2009-07-15",6
"639","2009-07-16",6
"640","2009-07-17",5.5
"641","2009-07-20",5.5
"642","2009-07-21",5.5
"643","2009-07-22",5.5
"644","2009-07-23",6
"645","2009-07-24",6.5
"646","2009-07-27",6.5
"647","2009-07-28",6.5
"648","2009-07-29",6.5
"649","2009-07-30",7
"650","2009-07-31",7
"651","2009-08-03",7
"652","2009-08-04",6.8
"653","2009-08-05",7
"654","2009-08-06",7
"655","2009-08-07",7
"656","2009-08-10",7
"657","2009-08-11",7
"658","2009-08-12",7
"659","2009-08-13",7
"660","2009-08-14",7
"661","2009-08-17",7
"662","2009-08-18",7
"663","2009-08-19",6.5
"664","2009-08-20",7
"665","2009-08-21",6.9
"666","2009-08-24",6.1
"667","2009-08-25",6.1
"668","2009-08-26",6
"669","2009-08-27",6
"670","2009-08-28",6.8
"671","2009-08-31",6.5
"672","2009-09-01",5.5
"673","2009-09-02",5.5
"674","2009-09-03",5.5
"675","2009-09-04",5.5
"676","2009-09-08",5.5
"677","2009-09-09",5
"678","2009-09-10",5
"679","2009-09-11",6.5
"680","2009-09-14",6.5
"681","2009-09-15",6.5
"682","2009-09-16",6.2
"683","2009-09-17",6.1
"684","2009-09-18",6.9
"685","2009-09-21",7
"686","2009-09-22",7
"687","2009-09-23",6
"688","2009-09-24",6
"689","2009-09-25",6
"690","2009-09-28",6
"691","2009-09-29",7.2
"692","2009-09-30",6.9
"693","2009-10-01",6.9
"694","2009-10-02",6.9
"695","2009-10-05",6.9
"696","2009-10-06",6.9
"697","2009-10-07",6.9
"698","2009-10-08",6.9
"699","2009-10-09",7.4
"700","2009-10-12",7.5
"701","2009-10-13",7
"702","2009-10-14",7
"703","2009-10-15",7
"704","2009-10-16",7
"705","2009-10-19",7
"706","2009-10-20",6.5
"707","2009-10-21",6.5
"708","2009-10-22",6.5
"709","2009-10-23",5.5
"710","2009-10-26",5.5
"711","2009-10-27",5.5
"712","2009-10-28",5.5
"713","2009-10-29",5.5
"714","2009-10-30",7.3
"715","2009-11-02",7.3
"716","2009-11-03",6
"717","2009-11-04",6
"718","2009-11-05",6
"719","2009-11-06",6
"720","2009-11-09",6
"721","2009-11-10",6
"722","2009-11-11",6
"723","2009-11-12",5.2
"724","2009-11-13",5.2
"725","2009-11-16",5.2
"726","2009-11-17",5.2
"727","2009-11-18",3.7
"728","2009-11-19",7.3
"729","2009-11-20",7.3
"730","2009-11-23",7.3
"731","2009-11-24",7.3
"732","2009-11-25",6.9
"733","2009-11-27",6.9
"734","2009-11-30",7.5
"735","2009-12-01",7
"736","2009-12-02",5.5
"737","2009-12-03",5.5
"738","2009-12-04",5
"739","2009-12-07",5
"740","2009-12-08",5
"741","2009-12-09",4.5
"742","2009-12-10",4.5
"743","2009-12-11",4.5
"744","2009-12-14",4.5
"745","2009-12-15",4.5
"746","2009-12-16",4.5
"747","2009-12-17",4.5
"748","2009-12-18",4.5
"749","2009-12-21",4.5
"750","2009-12-22",5.4
"751","2009-12-23",6.5
"752","2009-12-24",6.6
"753","2009-12-28",6.5
"754","2009-12-29",7
"755","2009-12-30",7
"756","2009-12-31",7.5
"757","2010-01-04",7.6
"758","2010-01-05",7.6
"759","2010-01-06",7.6
"760","2010-01-07",7
"761","2010-01-08",4.5
"762","2010-01-11",4.5
"763","2010-01-12",7
"764","2010-01-13",6.9
"765","2010-01-14",5
"766","2010-01-15",5
"767","2010-01-19",5
"768","2010-01-20",6
"769","2010-01-21",6
"770","2010-01-22",4
"771","2010-01-25",4
"772","2010-01-26",6
"773","2010-01-27",4
"774","2010-01-28",5.5
"775","2010-01-29",7.6
"776","2010-02-01",8
"777","2010-02-02",8
"778","2010-02-03",8
"779","2010-02-04",7.9
"780","2010-02-05",7.9
"781","2010-02-08",6.4
"782","2010-02-09",6.4
"783","2010-02-10",6.4
"784","2010-02-11",6
"785","2010-02-12",6
"786","2010-02-16",6
"787","2010-02-17",6
"788","2010-02-18",6.5
"789","2010-02-19",5.2
"790","2010-02-22",5.2
"791","2010-02-23",5.2
"792","2010-02-24",5.2
"793","2010-02-25",5.2
"794","2010-02-26",7
"795","2010-03-01",7
"796","2010-03-02",5.5
"797","2010-03-03",5.5
"798","2010-03-04",5.5
"799","2010-03-05",5.5
"800","2010-03-08",5.5
"801","2010-03-09",5.5
"802","2010-03-10",5.5
"803","2010-03-11",5.5
"804","2010-03-12",4.3
"805","2010-03-15",4.3
"806","2010-03-16",5
"807","2010-03-17",5
"808","2010-03-18",5
"809","2010-03-19",5
"810","2010-03-22",4.3
"811","2010-03-23",4.3
"812","2010-03-24",4.3
"813","2010-03-25",4.3
"814","2010-03-26",4.3
"815","2010-03-29",4.3
"816","2010-03-30",4.3
"817","2010-03-31",5.5
"818","2010-04-01",5.5
"819","2010-04-05",5.5
"820","2010-04-06",5.5
"821","2010-04-07",5.5
"822","2010-04-08",5.5
"823","2010-04-09",5
"824","2010-04-12",5.5
"825","2010-04-13",3.5
"826","2010-04-14",3.5
"827","2010-04-15",3.5
"828","2010-04-16",5.5
"829","2010-04-19",5.5
"830","2010-04-20",5.5
"831","2010-04-21",5.5
"832","2010-04-22",4.1
"833","2010-04-23",4.5
"834","2010-04-26",5.3
"835","2010-04-27",5.3
"836","2010-04-28",5.3
"837","2010-04-29",5.3
"838","2010-04-30",5.5
"839","2010-05-03",5.5
"840","2010-05-04",5.5
"841","2010-05-05",5.5
"842","2010-05-06",5.5
"843","2010-05-07",5.5
"844","2010-05-10",5.5
"845","2010-05-11",4.2
"846","2010-05-12",3.5
"847","2010-05-13",3.5
"848","2010-05-14",4.2
"849","2010-05-17",4
"850","2010-05-18",4.1
"851","2010-05-19",4
"852","2010-05-20",4
"853","2010-05-21",4
"854","2010-05-24",4
"855","2010-05-25",4
"856","2010-05-26",4
"857","2010-05-27",4
"858","2010-05-28",5.5
"859","2010-06-01",5
"860","2010-06-02",5
"861","2010-06-03",5
"862","2010-06-04",5
"863","2010-06-07",5
"864","2010-06-08",5
"865","2010-06-09",5
"866","2010-06-10",5
"867","2010-06-11",3.3
"868","2010-06-14",3.3
"869","2010-06-15",3.3
"870","2010-06-16",3.3
"871","2010-06-17",3.3
"872","2010-06-18",4
"873","2010-06-21",4
"874","2010-06-22",4
"875","2010-06-23",4
"876","2010-06-24",4
"877","2010-06-25",3.3
"878","2010-06-28",3.1
"879","2010-06-29",3.1
"880","2010-06-30",3.1
"881","2010-07-01",3.1
"882","2010-07-02",3.1
"883","2010-07-06",3.1
"884","2010-07-07",3
"885","2010-07-08",3
"886","2010-07-09",3
"887","2010-07-12",3
"888","2010-07-13",5
"889","2010-07-14",2.2
"890","2010-07-15",2.2
"891","2010-07-16",2.2
"892","2010-07-19",2.2
"893","2010-07-20",2.2
"894","2010-07-21",2.2
"895","2010-07-22",2.4
"896","2010-07-23",2.4
"897","2010-07-26",2.4
"898","2010-07-27",2.4
"899","2010-07-28",2.6
"900","2010-07-29",2.6
"901","2010-07-30",5
"902","2010-08-02",5
"903","2010-08-03",5
"904","2010-08-04",5
"905","2010-08-05",5
"906","2010-08-06",5
"907","2010-08-09",5
"908","2010-08-10",5
"909","2010-08-11",5
"910","2010-08-12",5
"911","2010-08-13",5
"912","2010-08-16",5
"913","2010-08-17",5
"914","2010-08-18",5
"915","2010-08-19",5
"916","2010-08-20",5
"917","2010-08-23",2.2
"918","2010-08-24",2.2
"919","2010-08-25",2.8
"920","2010-08-26",2.8
"921","2010-08-27",2.8
"922","2010-08-30",3
"923","2010-08-31",4.9
"924","2010-09-01",4.8
"925","2010-09-02",4.8
"926","2010-09-03",4.8
"927","2010-09-07",4.8
"928","2010-09-08",4.8
"929","2010-09-09",4.8
"930","2010-09-10",4.8
"931","2010-09-13",2.4
"932","2010-09-14",2.4
"933","2010-09-15",2.4
"934","2010-09-16",2.4
"935","2010-09-17",3
"936","2010-09-20",3
"937","2010-09-21",3
"938","2010-09-22",3
"939","2010-09-23",2.4
"940","2010-09-24",2.4
"941","2010-09-27",2.4
"942","2010-09-28",3.9
"943","2010-09-29",4
"944","2010-09-30",4
"945","2010-10-01",4
"946","2010-10-04",4
"947","2010-10-05",3.5
"948","2010-10-06",3.5
"949","2010-10-07",4
"950","2010-10-08",4
"951","2010-10-11",4
"952","2010-10-12",4
"953","2010-10-13",4
"954","2010-10-14",4
"955","2010-10-15",4
"956","2010-10-18",4
"957","2010-10-19",4
"958","2010-10-20",4
"959","2010-10-21",3.8
"960","2010-10-22",4
"961","2010-10-25",4
"962","2010-10-26",3.1
"963","2010-10-27",3.1
"964","2010-10-28",3.1
"965","2010-10-29",3.1
"966","2010-11-01",3.2
"967","2010-11-02",3.4
"968","2010-11-03",3.2
"969","2010-11-04",3.6
"970","2010-11-05",3.6
"971","2010-11-08",3.9
"972","2010-11-09",3.9
"973","2010-11-10",4
"974","2010-11-11",4
"975","2010-11-12",3.9
"976","2010-11-15",4
"977","2010-11-16",3.5
"978","2010-11-17",3.1
"979","2010-11-18",3.3
"980","2010-11-19",3.7
"981","2010-11-22",3.7
"982","2010-11-23",3.7
"983","2010-11-24",3.7
"984","2010-11-26",3.7
"985","2010-11-29",3.7
"986","2010-11-30",3.1
"987","2010-12-01",3.5
"988","2010-12-02",3.1
"989","2010-12-03",3
"990","2010-12-06",3.7
"991","2010-12-07",3.7
"992","2010-12-08",3
"993","2010-12-09",3
"994","2010-12-10",3.5
"995","2010-12-13",3.5
"996","2010-12-14",1.8
"997","2010-12-15",2.5
"998","2010-12-16",2.5
"999","2010-12-17",2.5
"1000","2010-12-20",2.5
"1001","2010-12-21",2.5
"1002","2010-12-22",2.8
"1003","2010-12-23",3.4
"1004","2010-12-27",2.6
"1005","2010-12-28",3.5
"1006","2010-12-29",3.5
"1007","2010-12-30",3.5
"1008","2010-12-31",3.4
"1009","2011-01-03",3.4
"1010","2011-01-04",3.5
"1011","2011-01-05",3.5
"1012","2011-01-06",3.9
"1013","2011-01-07",3.9
"1014","2011-01-10",3.9
"1015","2011-01-11",3.8
"1016","2011-01-12",3.6
"1017","2011-01-13",4.2
"1018","2011-01-14",4.2
"1019","2011-01-18",4.2
"1020","2011-01-19",4.2
"1021","2011-01-20",4.2
"1022","2011-01-21",4
"1023","2011-01-24",4
"1024","2011-01-25",4.2
"1025","2011-01-26",4.2
"1026","2011-01-27",4.2
"1027","2011-01-28",4.7
"1028","2011-01-31",4.5
"1029","2011-02-01",4.5
"1030","2011-02-02",4.6
"1031","2011-02-03",4.6
"1032","2011-02-04",4.8
"1033","2011-02-07",4.2
"1034","2011-02-08",4.7
"1035","2011-02-09",4.7
"1036","2011-02-10",4.7
"1037","2011-02-11",4.7
"1038","2011-02-14",4.7
"1039","2011-02-15",5
"1040","2011-02-16",4.8
"1041","2011-02-17",4.8
"1042","2011-02-18",4
"1043","2011-02-22",5
"1044","2011-02-23",5
"1045","2011-02-24",5
"1046","2011-02-25",5
"1047","2011-02-28",5
"1048","2011-03-01",4.5
"1049","2011-03-02",4.5
"1050","2011-03-03",4.5
"1051","2011-03-04",4.5
"1052","2011-03-07",4.5
"1053","2011-03-08",4
"1054","2011-03-09",4.1
