"","date","VZ"
"1","2007-01-03",35.306732
"2","2007-01-04",35.502777
"3","2007-01-05",34.895969
"4","2007-01-08",34.36385
"5","2007-01-09",34.50388
"6","2007-01-10",34.307838
"7","2007-01-11",34.643913
"8","2007-01-12",34.849293
"9","2007-01-16",34.69059
"10","2007-01-17",34.429199
"11","2007-01-18",35.073345
"12","2007-01-19",34.774609
"13","2007-01-22",34.774609
"14","2007-01-23",34.998661
"15","2007-01-24",35.540119
"16","2007-01-25",35.007996
"17","2007-01-26",35.316067
"18","2007-01-29",35.502777
"19","2007-01-30",36.016228
"20","2007-01-31",35.960213
"21","2007-02-01",35.47477
"22","2007-02-02",35.633472
"23","2007-02-05",35.558788
"24","2007-02-06",35.549454
"25","2007-02-07",35.558788
"26","2007-02-08",35.428093
"27","2007-02-09",35.194706
"28","2007-02-12",35.073345
"29","2007-02-13",35.512112
"30","2007-02-14",36.062904
"31","2007-02-15",35.84819
"32","2007-02-16",35.941544
"33","2007-02-20",35.717491
"34","2007-02-21",35.745499
"35","2007-02-22",35.885529
"36","2007-02-23",35.857525
"37","2007-02-26",35.838852
"38","2007-02-27",34.195812
"39","2007-02-28",34.914642
"40","2007-03-01",34.634579
"41","2007-03-02",34.055779
"42","2007-03-05",33.729038
"43","2007-03-06",34.055779
"44","2007-03-07",33.308941
"45","2007-03-08",34.055779
"46","2007-03-09",34.027771
"47","2007-03-12",34.149132
"48","2007-03-13",33.729038
"49","2007-03-14",33.869068
"50","2007-03-15",33.943752
"51","2007-03-16",33.90641
"52","2007-03-19",34.307838
"53","2007-03-20",34.522552
"54","2007-03-21",35.176033
"55","2007-03-22",35.484104
"56","2007-03-23",35.586796
"57","2007-03-26",35.166698
"58","2007-03-27",35.185371
"59","2007-03-28",34.755939
"60","2007-03-29",35.073345
"61","2007-03-30",35.400085
"62","2007-04-02",35.316067
"63","2007-04-03",35.586796
"64","2007-04-04",35.493443
"65","2007-04-05",35.47477
"66","2007-04-09",35.47477
"67","2007-04-10",35.288059
"68","2007-04-11",34.895969
"69","2007-04-12",34.886635
"70","2007-04-13",34.905308
"71","2007-04-16",35.353409
"72","2007-04-17",34.970654
"73","2007-04-18",34.933311
"74","2007-04-19",35.01733
"75","2007-04-20",35.390751
"76","2007-04-23",35.054672
"77","2007-04-24",35.101353
"78","2007-04-25",35.148029
"79","2007-04-26",35.446762
"80","2007-04-27",35.372078
"81","2007-04-30",35.642807
"82","2007-05-01",35.950878
"83","2007-05-02",36.968445
"84","2007-05-03",38.340759
"85","2007-05-04",37.958004
"86","2007-05-07",38.116707
"87","2007-05-08",37.920662
"88","2007-05-09",38.424778
"89","2007-05-10",38.07003
"90","2007-05-11",38.60215
"91","2007-05-14",38.835537
"92","2007-05-15",39.71307
"93","2007-05-16",39.89978
"94","2007-05-17",39.339653
"95","2007-05-18",39.75975
"96","2007-05-21",39.71307
"97","2007-05-22",39.778419
"98","2007-05-23",39.834431
"99","2007-05-24",39.71307
"100","2007-05-25",39.675728
"101","2007-05-29",40.329212
"102","2007-05-30",40.908012
"103","2007-05-31",40.637283
"104","2007-06-01",40.151836
"105","2007-06-04",40.095825
"106","2007-06-05",39.918453
"107","2007-06-06",40.067818
"108","2007-06-07",39.75975
"109","2007-06-08",40.207851
"110","2007-06-11",40.61861
"111","2007-06-12",40.217186
"112","2007-06-13",40.049149
"113","2007-06-14",40.347881
"114","2007-06-15",40.133167
"115","2007-06-18",39.722408
"116","2007-06-19",40.207851
"117","2007-06-20",39.71307
"118","2007-06-21",39.619717
"119","2007-06-22",38.863544
"120","2007-06-25",38.742184
"121","2007-06-26",38.340759
"122","2007-06-27",38.200726
"123","2007-06-28",38.340759
"124","2007-06-29",38.434113
"125","2007-07-02",38.816868
"126","2007-07-03",39.32098
"127","2007-07-05",39.190285
"128","2007-07-06",38.78886
"129","2007-07-09",39.227627
"130","2007-07-10",37.827309
"131","2007-07-11",38.088699
"132","2007-07-12",38.676834
"133","2007-07-13",38.984905
