"","date","MTLS"
"281","2015-08-05",8.41
"282","2015-08-06",8.35
"283","2015-08-07",8.43
"284","2015-08-10",8.63
"285","2015-08-11",8.26
"286","2015-08-12",7.91
"287","2015-08-13",8.08
"288","2015-08-14",8.1
"289","2015-08-17",8.07
"290","2015-08-18",8.06
"291","2015-08-19",8.03
"292","2015-08-20",7.87
"293","2015-08-21",7.52
"294","2015-08-24",7.22
"295","2015-08-25",7.29
"296","2015-08-26",7.65
"297","2015-08-27",7.73
"298","2015-08-28",8.15
"299","2015-08-31",8.23
"300","2015-09-01",7.85
"301","2015-09-02",7.95
"302","2015-09-03",7.95
"303","2015-09-04",7.85
"304","2015-09-08",7.91
"305","2015-09-09",8.28
"306","2015-09-10",8.02
"307","2015-09-11",8.13
"308","2015-09-14",8.5
"309","2015-09-15",8.59
"310","2015-09-16",8.77
"311","2015-09-17",8.84
"312","2015-09-18",8.56
"313","2015-09-21",8.35
"314","2015-09-22",8.22
"315","2015-09-23",8.01
"316","2015-09-24",7.97
"317","2015-09-25",8.12
"318","2015-09-28",7.91
"319","2015-09-29",7.68
"320","2015-09-30",7.69
"321","2015-10-01",7.36
"322","2015-10-02",7.39
"323","2015-10-05",7.56
"324","2015-10-06",7.75
"325","2015-10-07",7.96
"326","2015-10-08",8.24
"327","2015-10-09",8.23
"328","2015-10-12",8.17
"329","2015-10-13",7.98
"330","2015-10-14",8.23
"331","2015-10-15",8.27
"332","2015-10-16",8.24
"333","2015-10-19",8.25
"334","2015-10-20",8.5
"335","2015-10-21",8.56
"336","2015-10-22",8.46
"337","2015-10-23",8.8
"338","2015-10-26",8.87
"339","2015-10-27",8.65
"340","2015-10-28",8.55
"341","2015-10-29",8.44
"342","2015-10-30",8.44
"343","2015-11-02",8.74
"344","2015-11-03",8.55
"345","2015-11-04",8.57
"346","2015-11-05",8.6
"347","2015-11-06",8.68
"348","2015-11-09",8.55
"349","2015-11-10",7.8
"350","2015-11-11",7.84
"351","2015-11-12",7.79
"352","2015-11-13",7.33
"353","2015-11-16",7.35
"354","2015-11-17",8
"355","2015-11-18",8.05
"356","2015-11-19",7.79
"357","2015-11-20",7.91
"358","2015-11-23",7.73
"359","2015-11-24",7.77
"360","2015-11-25",7.82
"361","2015-11-27",7.86
"362","2015-11-30",7.97
"363","2015-12-01",7.9
"364","2015-12-02",7.74
"365","2015-12-03",7.7
"366","2015-12-04",7.62
"367","2015-12-07",7.79
"368","2015-12-08",7.87
"369","2015-12-09",7.81
"370","2015-12-10",7.77
"371","2015-12-11",7.75
"372","2015-12-14",7.58
"373","2015-12-15",7.75
"374","2015-12-16",7.93
"375","2015-12-17",7.93
"376","2015-12-18",7.92
"377","2015-12-21",7.45
"378","2015-12-22",7.31
"379","2015-12-23",7.18
"380","2015-12-24",7.34
"381","2015-12-28",7.35
"382","2015-12-29",7.28
"383","2015-12-30",7.24
"384","2015-12-31",7.06
"385","2016-01-04",7.04
"386","2016-01-05",7.06
"387","2016-01-06",7.01
"388","2016-01-07",7.01
"389","2016-01-08",7.02
"390","2016-01-11",6.68
"391","2016-01-12",6.69
"392","2016-01-13",6.3
"393","2016-01-14",6.28
"394","2016-01-15",6.03
"395","2016-01-19",5.98
"396","2016-01-20",5.95
"397","2016-01-21",5.98
"398","2016-01-22",5.98
"399","2016-01-25",5.96
"400","2016-01-26",5.98
"401","2016-01-27",6.03
"402","2016-01-28",6.04
"403","2016-01-29",6.14
"404","2016-02-01",6.15
"405","2016-02-02",5.98
"406","2016-02-03",6
"407","2016-02-04",6.2
"408","2016-02-05",5.99
"409","2016-02-08",5.46
"410","2016-02-09",5.53
"411","2016-02-10",5.8
"412","2016-02-11",6.1
"413","2016-02-12",6.07
"414","2016-02-16",6
"415","2016-02-17",5.98
"416","2016-02-18",5.58
"417","2016-02-19",5.8
"418","2016-02-22",5.58
"419","2016-02-23",5.38
"420","2016-02-24",5.67
"421","2016-02-25",5.55
"422","2016-02-26",6.05
"423","2016-02-29",6.18
"424","2016-03-01",7.47
"425","2016-03-02",7.79
"426","2016-03-03",8.04
"427","2016-03-04",8.38
"428","2016-03-07",7.98
"429","2016-03-08",7.64
"430","2016-03-09",7.65
"431","2016-03-10",7.39
"432","2016-03-11",7.47
"433","2016-03-14",7.8
"434","2016-03-15",7.58
"435","2016-03-16",7.61
"436","2016-03-17",7.94
"437","2016-03-18",7.78
"438","2016-03-21",7.89
"439","2016-03-22",7.91
"440","2016-03-23",7.33
"441","2016-03-24",7.23
"442","2016-03-28",7.66
"443","2016-03-29",7.57
"444","2016-03-30",7.57
"445","2016-03-31",7.6
"446","2016-04-01",7.54
"447","2016-04-04",7.21
"448","2016-04-05",7.06
"449","2016-04-06",7.18
"450","2016-04-07",7.12
"451","2016-04-08",7.37
"452","2016-04-11",7.24
"453","2016-04-12",7.15
"454","2016-04-13",7.23
"455","2016-04-14",7.49
"456","2016-04-15",7.5
"457","2016-04-18",7.45
"458","2016-04-19",7.46
"459","2016-04-20",7.43
"460","2016-04-21",7.42
"461","2016-04-22",7.5
"462","2016-04-25",7.32
"463","2016-04-26",7.4
"464","2016-04-27",7.25
"465","2016-04-28",7.26
"466","2016-04-29",7.37
"467","2016-05-02",7.34
"468","2016-05-03",7
"469","2016-05-04",6.81
"470","2016-05-05",6.53
"471","2016-05-06",6.75
"472","2016-05-09",6.75
"473","2016-05-10",6.87
"474","2016-05-11",6.67
"475","2016-05-12",6.68
"476","2016-05-13",6.62
"477","2016-05-16",6.63
"478","2016-05-17",6.74
"479","2016-05-18",6.79
"480","2016-05-19",6.73
"481","2016-05-20",6.63
"482","2016-05-23",6.75
"483","2016-05-24",6.97
"484","2016-05-25",7.12
"485","2016-05-26",7.25
"486","2016-05-27",7.29
"487","2016-05-31",7.11
"488","2016-06-01",7.23
"489","2016-06-02",7.25
"490","2016-06-03",7.35
"491","2016-06-06",7.21
"492","2016-06-07",7.26
"493","2016-06-08",7.27
"494","2016-06-09",7.03
"495","2016-06-10",6.85
"496","2016-06-13",6.91
"497","2016-06-14",7.19
"498","2016-06-15",7.19
"499","2016-06-16",7.13
"500","2016-06-17",7.15
"501","2016-06-20",7.2
"502","2016-06-21",7.53
"503","2016-06-22",7.24
"504","2016-06-23",7.37
"505","2016-06-24",7.07
"506","2016-06-27",6.91
"507","2016-06-28",7.15
"508","2016-06-29",6.95
"509","2016-06-30",7.15
"510","2016-07-01",7.08
"511","2016-07-05",7.07
"512","2016-07-06",7.09
"513","2016-07-07",7.09
"514","2016-07-08",7.14
"515","2016-07-11",7.25
"516","2016-07-12",7.22
"517","2016-07-13",6.8
"518","2016-07-14",6.91
"519","2016-07-15",6.86
"520","2016-07-18",6.91
"521","2016-07-19",6.92
"522","2016-07-20",7.02
"523","2016-07-21",6.96
"524","2016-07-22",6.92
"525","2016-07-25",6.86
"526","2016-07-26",6.93
"527","2016-07-27",6.91
"528","2016-07-28",6.93
"529","2016-07-29",6.93
"530","2016-08-01",6.95
"531","2016-08-02",6.79
"532","2016-08-03",6.94
"533","2016-08-04",6.89
"534","2016-08-05",6.9
"535","2016-08-08",6.87
"536","2016-08-09",6.89
"537","2016-08-10",6.84
"538","2016-08-11",6.85
"539","2016-08-12",6.91
"540","2016-08-15",6.77
"541","2016-08-16",6.67
"542","2016-08-17",6.56
"543","2016-08-18",6.43
"544","2016-08-19",6.43
"545","2016-08-22",6.27
"546","2016-08-23",6.28
"547","2016-08-24",6.26
"548","2016-08-25",6.36
"549","2016-08-26",6.42
"550","2016-08-29",6.33
"551","2016-08-30",6.34
"552","2016-08-31",6.18
"553","2016-09-01",6.11
"554","2016-09-02",6.58
"555","2016-09-06",7.1
"556","2016-09-07",7.11
"557","2016-09-08",7.53
"558","2016-09-09",7.23
"559","2016-09-12",7.4
"560","2016-09-13",7.29
"561","2016-09-14",7.16
"562","2016-09-15",7.58
"563","2016-09-16",7.2
"564","2016-09-19",7.14
"565","2016-09-20",7.16
"566","2016-09-21",7.17
"567","2016-09-22",7.21
"568","2016-09-23",7.28
"569","2016-09-26",7.86
"570","2016-09-27",7.92
"571","2016-09-28",7.53
"572","2016-09-29",7.66
"573","2016-09-30",7.7
"574","2016-10-03",7.98
"575","2016-10-04",8.35
"576","2016-10-05",8.47
"577","2016-10-06",8.09
"578","2016-10-07",7.97
"579","2016-10-10",8.08
"580","2016-10-11",7.62
"581","2016-10-12",7.68
"582","2016-10-13",7.39
"583","2016-10-14",7.57
"584","2016-10-17",7.57
"585","2016-10-18",7.64
"586","2016-10-19",7.86
"587","2016-10-20",7.97
"588","2016-10-21",7.96
"589","2016-10-24",7.8
"590","2016-10-25",7.67
"591","2016-10-26",7.6
"592","2016-10-27",7.3
"593","2016-10-28",6.99
"594","2016-10-31",6.83
"595","2016-11-01",6.57
"596","2016-11-02",6.43
"597","2016-11-03",6.53
"598","2016-11-04",6.37
"599","2016-11-07",6.47
"600","2016-11-08",6.49
"601","2016-11-09",6.6
"602","2016-11-10",6.55
"603","2016-11-11",6.74
"604","2016-11-14",6.94
"605","2016-11-15",7.16
"606","2016-11-16",8.01
"607","2016-11-17",8.45
"608","2016-11-18",8.21
"609","2016-11-21",7.99
"610","2016-11-22",8.36
"611","2016-11-23",8.33
"612","2016-11-25",8.04
"613","2016-11-28",7.9
"614","2016-11-29",8
"615","2016-11-30",8.12
"616","2016-12-01",7.75
"617","2016-12-02",7.73
"618","2016-12-05",8.13
"619","2016-12-06",8.41
"620","2016-12-07",7.84
"621","2016-12-08",7.97
"622","2016-12-09",8.04
"623","2016-12-12",8.19
"624","2016-12-13",8.05
"625","2016-12-14",8.13
"626","2016-12-15",7.92
"627","2016-12-16",7.54
"628","2016-12-19",7.88
"629","2016-12-20",7.64
"630","2016-12-21",8.1
"631","2016-12-22",7.99
"632","2016-12-23",8
"633","2016-12-27",8.05
"634","2016-12-28",7.98
"635","2016-12-29",7.83
"636","2016-12-30",7.68
"637","2017-01-03",7.68
"638","2017-01-04",7.57
"639","2017-01-05",7.52
"640","2017-01-06",7.43
"641","2017-01-09",7.25
"642","2017-01-10",7.51
"643","2017-01-11",7.49
"644","2017-01-12",7.39
"645","2017-01-13",7.99
"646","2017-01-17",7.95
"647","2017-01-18",7.9
"648","2017-01-19",8.03
"649","2017-01-20",8
"650","2017-01-23",8.06
"651","2017-01-24",8.08
"652","2017-01-25",8.25
"653","2017-01-26",8.24
"654","2017-01-27",8.19
"655","2017-01-30",8.18
"656","2017-01-31",8.27
"657","2017-02-01",8.23
"658","2017-02-02",8.5
"659","2017-02-03",8.9
"660","2017-02-06",8.9
"661","2017-02-07",8.9
"662","2017-02-08",8.95
"663","2017-02-09",9.06
"664","2017-02-10",9.35
"665","2017-02-13",9.32
"666","2017-02-14",9.21
"667","2017-02-15",9.17
"668","2017-02-16",9.05
"669","2017-02-17",9.06
"670","2017-02-21",8.89
"671","2017-02-22",8.9
"672","2017-02-23",8.62
"673","2017-02-24",8.93
"674","2017-02-27",9.02
"675","2017-02-28",9.03
"676","2017-03-01",8.78
"677","2017-03-02",8.67
"678","2017-03-03",8.89
"679","2017-03-06",8.57
"680","2017-03-07",8.49
"681","2017-03-08",8.45
"682","2017-03-09",8.16
"683","2017-03-10",8.02
"684","2017-03-13",8.27
"685","2017-03-14",8.25
"686","2017-03-15",8.41
"687","2017-03-16",8.59
"688","2017-03-17",8.86
"689","2017-03-20",8.77
"690","2017-03-21",8.55
"691","2017-03-22",8.84
"692","2017-03-23",9
"693","2017-03-24",9.09
"694","2017-03-27",9.13
"695","2017-03-28",8.81
"696","2017-03-29",9.03
"697","2017-03-30",8.92
"698","2017-03-31",9.1
"699","2017-04-03",8.96
"700","2017-04-04",9.06
"701","2017-04-05",8.79
"702","2017-04-06",9.03
"703","2017-04-07",9.11
"704","2017-04-10",9.15
"705","2017-04-11",9.2
"706","2017-04-12",9.27
"707","2017-04-13",9
"708","2017-04-17",9.22
"709","2017-04-18",9.04
"710","2017-04-19",9.18
"711","2017-04-20",9.74
"712","2017-04-21",9.66
"713","2017-04-24",9.77
"714","2017-04-25",10.5
"715","2017-04-26",10.99
"716","2017-04-27",10.87
"717","2017-04-28",11.01
"718","2017-05-01",10.8
"719","2017-05-02",11.11
"720","2017-05-03",10.81
"721","2017-05-04",10.81
"722","2017-05-05",10.95
"723","2017-05-08",10.81
"724","2017-05-09",11.23
"725","2017-05-10",12.42
"726","2017-05-11",14.15
"727","2017-05-12",13.95
"728","2017-05-15",12.94
"729","2017-05-16",13.01
"730","2017-05-17",12.48
"731","2017-05-18",12.25
"732","2017-05-19",12.65
"733","2017-05-22",12.95
"734","2017-05-23",12.72
"735","2017-05-24",12.84
"736","2017-05-25",13.18
"737","2017-05-26",13
"738","2017-05-30",12.88
"739","2017-05-31",12.79
"740","2017-06-01",13.94
"741","2017-06-02",13.98
"742","2017-06-05",13.79
"743","2017-06-06",13.93
"744","2017-06-07",13.79
"745","2017-06-08",13.93
"746","2017-06-09",12.96
"747","2017-06-12",12.43
"748","2017-06-13",12.28
"749","2017-06-14",11.6
"750","2017-06-15",12.28
"751","2017-06-16",12.01
"752","2017-06-19",12.49
"753","2017-06-20",12.11
"754","2017-06-21",12.01
"755","2017-06-22",12.59
"756","2017-06-23",12.59
"757","2017-06-26",12.66
"758","2017-06-27",12.45
"759","2017-06-28",12.3
"760","2017-06-29",11.87
"761","2017-06-30",11.87
"762","2017-07-03",11.72
"763","2017-07-05",12.34
"764","2017-07-06",12.18
"765","2017-07-07",12.47
"766","2017-07-10",12.69
"767","2017-07-11",13.39
"768","2017-07-12",13.96
"769","2017-07-13",13.55
"770","2017-07-14",13.61
"771","2017-07-17",13.55
"772","2017-07-18",13.44
"773","2017-07-19",13.62
"774","2017-07-20",13.33
"775","2017-07-21",14
"776","2017-07-24",14.18
"777","2017-07-25",15.49
"778","2017-07-26",15.02
"779","2017-07-27",14.68
"780","2017-07-28",14.64
"781","2017-07-31",15.21
"782","2017-08-01",14.72
"783","2017-08-02",13.86
"784","2017-08-03",14.09
"785","2017-08-04",13.61
"786","2017-08-07",13.52
"787","2017-08-08",14.49
"788","2017-08-09",13.45
"789","2017-08-10",12.62
"790","2017-08-11",12.86
"791","2017-08-14",13.26
"792","2017-08-15",13.03
"793","2017-08-16",12.72
"794","2017-08-17",12.69
"795","2017-08-18",12.83
"796","2017-08-21",12.78
"797","2017-08-22",12.86
"798","2017-08-23",12.83
"799","2017-08-24",12.83
"800","2017-08-25",12.83
"801","2017-08-28",12.71
"802","2017-08-29",12.71
"803","2017-08-30",13.47
"804","2017-08-31",13.82
"805","2017-09-01",13.5
"806","2017-09-05",13.3
"807","2017-09-06",13.26
"808","2017-09-07",13.24
"809","2017-09-08",13.12
"810","2017-09-11",13.48
"811","2017-09-12",13.53
"812","2017-09-13",13.96
"813","2017-09-14",13.76
"814","2017-09-15",13.38
"815","2017-09-18",13.62
"816","2017-09-19",14.13
"817","2017-09-20",14.31
"818","2017-09-21",14.24
"819","2017-09-22",14.48
"820","2017-09-25",14.11
"821","2017-09-26",13.85
"822","2017-09-27",13.77
"823","2017-09-28",13.91
"824","2017-09-29",14.56
"825","2017-10-02",14.88
"826","2017-10-03",14.97
"827","2017-10-04",14.85
"828","2017-10-05",16.1
"829","2017-10-06",15.9
"830","2017-10-09",16.23
"831","2017-10-10",15.67
"832","2017-10-11",15.32
"833","2017-10-12",15.32
"834","2017-10-13",16.129999
"835","2017-10-16",16.290001
"836","2017-10-17",16.26
"837","2017-10-18",15.83
"838","2017-10-19",14.84
"839","2017-10-20",15.18
"840","2017-10-23",14.67
"841","2017-10-24",14.57
"842","2017-10-25",14.98
"843","2017-10-26",15.24
"844","2017-10-27",15.15
"845","2017-10-30",15.46
"846","2017-10-31",15.53
"847","2017-11-01",15
"848","2017-11-02",14.64
"849","2017-11-03",14.79
"850","2017-11-06",16
"851","2017-11-07",16.040001
"852","2017-11-08",15.99
"853","2017-11-09",14.19
"854","2017-11-10",14.51
"855","2017-11-13",14.27
"856","2017-11-14",14.03
"857","2017-11-15",13.91
"858","2017-11-16",13.98
"859","2017-11-17",14.25
"860","2017-11-20",14.69
"861","2017-11-21",14.61
"862","2017-11-22",14.5
"863","2017-11-24",14.49
"864","2017-11-27",14.85
"865","2017-11-28",14.84
"866","2017-11-29",14.81
"867","2017-11-30",14.6
"868","2017-12-01",14.89
"869","2017-12-04",14.74
"870","2017-12-05",15.24
"871","2017-12-06",14.11
"872","2017-12-07",14.05
"873","2017-12-08",13.68
"874","2017-12-11",12.97
"875","2017-12-12",12.3
"876","2017-12-13",12.63
"877","2017-12-14",12.51
"878","2017-12-15",13.68
"879","2017-12-18",13.8
"880","2017-12-19",13.73
"881","2017-12-20",14.04
"882","2017-12-21",13.11
"883","2017-12-22",12.66
"884","2017-12-26",12.5
"885","2017-12-27",12.39
"886","2017-12-28",12.69
"887","2017-12-29",12.71
"888","2018-01-02",12.4
"889","2018-01-03",12.36
"890","2018-01-04",12.25
"891","2018-01-05",12.12
"892","2018-01-08",12.13
"893","2018-01-09",12.79
"894","2018-01-10",13.6
"895","2018-01-11",13.91
"896","2018-01-12",13.78
"897","2018-01-16",13.18
"898","2018-01-17",13.85
"899","2018-01-18",12.99
"900","2018-01-19",13.39
"901","2018-01-22",13.5
"902","2018-01-23",13.66
"903","2018-01-24",13.94
"904","2018-01-25",13.54
"905","2018-01-26",13.76
"906","2018-01-29",13.65
"907","2018-01-30",13.47
"908","2018-01-31",12.84
"909","2018-02-01",13.16
"910","2018-02-02",12.55
"911","2018-02-05",12.6
"912","2018-02-06",12.44
"913","2018-02-07",12.98
"914","2018-02-08",12.11
"915","2018-02-09",11.65
"916","2018-02-12",12.05
"917","2018-02-13",12.16
"918","2018-02-14",11.9
"919","2018-02-15",11.96
"920","2018-02-16",11.99
"921","2018-02-20",11.46
"922","2018-02-21",12.42
"923","2018-02-22",11.9
"924","2018-02-23",12.02
"925","2018-02-26",12.19
"926","2018-02-27",11.96
"927","2018-02-28",11.62
"928","2018-03-01",11.95
"929","2018-03-02",12.15
"930","2018-03-05",12.07
"931","2018-03-06",12.59
"932","2018-03-07",12.99
"933","2018-03-08",12.93
"934","2018-03-09",13.29
"935","2018-03-12",13.26
"936","2018-03-13",13.25
"937","2018-03-14",13.23
"938","2018-03-15",13.5
"939","2018-03-16",13.38
"940","2018-03-19",13.34
"941","2018-03-20",13.36
"942","2018-03-21",13.45
"943","2018-03-22",13.55
"944","2018-03-23",12.79
"945","2018-03-26",12.89
"946","2018-03-27",12.89
"947","2018-03-28",11.67
"948","2018-03-29",11.69
"949","2018-04-02",11.46
"950","2018-04-03",11.73
"951","2018-04-04",11.35
"952","2018-04-05",11.71
"953","2018-04-06",11.66
"954","2018-04-09",11.66
"955","2018-04-10",11.44
"956","2018-04-11",11.51
"957","2018-04-12",11.44
"958","2018-04-13",11.71
"959","2018-04-16",11.53
"960","2018-04-17",11.79
"961","2018-04-18",12.47
"962","2018-04-19",12.35
"963","2018-04-20",12.66
"964","2018-04-23",12.23
"965","2018-04-24",11.67
"966","2018-04-25",11.97
"967","2018-04-26",11.99
"968","2018-04-27",11.74
"969","2018-04-30",11.99
"970","2018-05-01",12.09
"971","2018-05-02",12
"972","2018-05-03",11.89
"973","2018-05-04",12.16
"974","2018-05-07",12
"975","2018-05-08",12.04
"976","2018-05-09",12.23
"977","2018-05-10",12.3
"978","2018-05-11",11.98
"979","2018-05-14",12.13
"980","2018-05-15",12.4
"981","2018-05-16",12.5
"982","2018-05-17",12.55
"983","2018-05-18",12.61
"984","2018-05-21",12.52
"985","2018-05-22",12.43
"986","2018-05-23",12.46
"987","2018-05-24",12.4
"988","2018-05-25",12.42
"989","2018-05-29",12.29
"990","2018-05-30",12.21
"991","2018-05-31",12.08
"992","2018-06-01",12.05
"993","2018-06-04",12.18
"994","2018-06-05",12.19
"995","2018-06-06",12.12
"996","2018-06-07",11.97
"997","2018-06-08",12.58
"998","2018-06-11",12.73
"999","2018-06-12",12.58
"1000","2018-06-13",12.87
"1001","2018-06-14",13.32
