"","date","ERJ"
"1","2007-01-03",40.779999
"2","2007-01-04",40.650002
"3","2007-01-05",39.790001
"4","2007-01-08",39.77
"5","2007-01-09",39.009998
"6","2007-01-10",39.099998
"7","2007-01-11",39.450001
"8","2007-01-12",39.43
"9","2007-01-16",40.009998
"10","2007-01-17",40.349998
"11","2007-01-18",40.5
"12","2007-01-19",41.130001
"13","2007-01-22",40.43
"14","2007-01-23",41.360001
"15","2007-01-24",40.59
"16","2007-01-25",40.439999
"17","2007-01-26",40.189999
"18","2007-01-29",39.310001
"19","2007-01-30",39.73
"20","2007-01-31",40.549999
"21","2007-02-01",41.080002
"22","2007-02-02",41.119999
"23","2007-02-05",41.040001
"24","2007-02-06",41.59
"25","2007-02-07",44
"26","2007-02-08",44.240002
"27","2007-02-09",44.57
"28","2007-02-12",44.139999
"29","2007-02-13",44.599998
"30","2007-02-14",45.150002
"31","2007-02-15",45.380001
"32","2007-02-16",45.98
"33","2007-02-20",46.23
"34","2007-02-21",46.119999
"35","2007-02-22",46.049999
"36","2007-02-23",45.799999
"37","2007-02-26",45.849998
"38","2007-02-27",45
"39","2007-02-28",45.349998
"40","2007-03-01",45.060001
"41","2007-03-02",44.509998
"42","2007-03-05",44.5
"43","2007-03-06",45.18
"44","2007-03-07",45.040001
"45","2007-03-08",45.380001
"46","2007-03-09",45.43
"47","2007-03-12",45.759998
"48","2007-03-13",45.040001
"49","2007-03-14",45.549999
"50","2007-03-15",45.049999
"51","2007-03-16",44.849998
"52","2007-03-19",45.389999
"53","2007-03-20",45.02
"54","2007-03-21",45.849998
"55","2007-03-22",44.799999
"56","2007-03-23",45.240002
"57","2007-03-26",44.84
"58","2007-03-27",44.790001
"59","2007-03-28",44.099998
"60","2007-03-29",44.849998
"61","2007-03-30",45.860001
"62","2007-04-02",45.849998
"63","2007-04-03",47.029999
"64","2007-04-04",47.509998
"65","2007-04-05",47.16
"66","2007-04-09",47
"67","2007-04-10",47.150002
"68","2007-04-11",46.439999
"69","2007-04-12",46.66
"70","2007-04-13",47.040001
"71","2007-04-16",47.09
"72","2007-04-17",47.040001
"73","2007-04-18",47.799999
"74","2007-04-19",47.830002
"75","2007-04-20",47.549999
"76","2007-04-23",47.34
"77","2007-04-24",47.220001
"78","2007-04-25",47.490002
"79","2007-04-26",47.060001
"80","2007-04-27",47.119999
"81","2007-04-30",46.91
"82","2007-05-01",47.529999
"83","2007-05-02",48.490002
"84","2007-05-03",48.349998
"85","2007-05-04",47.349998
"86","2007-05-07",47.490002
"87","2007-05-08",47.169998
"88","2007-05-09",47.389999
"89","2007-05-10",47
"90","2007-05-11",47.330002
"91","2007-05-14",47.220001
"92","2007-05-15",47.57
"93","2007-05-16",47.189999
"94","2007-05-17",47.009998
"95","2007-05-18",47.189999
"96","2007-05-21",47.09
"97","2007-05-22",46.52
"98","2007-05-23",46.66
"99","2007-05-24",46.279999
"100","2007-05-25",47.490002
"101","2007-05-29",48.18
"102","2007-05-30",48.610001
"103","2007-05-31",48.48
"104","2007-06-01",48.380001
"105","2007-06-04",48.349998
"106","2007-06-05",48.349998
"107","2007-06-06",47.950001
"108","2007-06-07",47.599998
"109","2007-06-08",47.529999
"110","2007-06-11",47.880001
"111","2007-06-12",48.139999
"112","2007-06-13",49.970001
"113","2007-06-14",50.459999
"114","2007-06-15",51.43
"115","2007-06-18",51.099998
"116","2007-06-19",50.349998
"117","2007-06-20",49.919998
"118","2007-06-21",50.27
"119","2007-06-22",48.689999
"120","2007-06-25",48.400002
"121","2007-06-26",48.669998
"122","2007-06-27",48.689999
"123","2007-06-28",48.369999
"124","2007-06-29",48.209999
"125","2007-07-02",49.240002
"126","2007-07-03",48.709999
"127","2007-07-05",48.759998
"128","2007-07-06",49.009998
"129","2007-07-09",49.720001
"130","2007-07-10",49.720001
"131","2007-07-11",50.560001
"132","2007-07-12",51.18
"133","2007-07-13",50.060001
"134","2007-07-16",47.93
"135","2007-07-17",48.369999
"136","2007-07-18",48.009998
"137","2007-07-19",48.759998
"138","2007-07-20",48.099998
"139","2007-07-23",48
"140","2007-07-24",46.029999
"141","2007-07-25",46.09
"142","2007-07-26",44.540001
"143","2007-07-27",44.639999
"144","2007-07-30",44.369999
"145","2007-07-31",43.23
"146","2007-08-01",43.529999
"147","2007-08-02",43.77
"148","2007-08-03",44.310001
"149","2007-08-06",46.459999
"150","2007-08-07",48.299999
"151","2007-08-08",49.93
"152","2007-08-09",49.040001
"153","2007-08-10",47.25
"154","2007-08-13",47.52
"155","2007-08-14",46.25
"156","2007-08-15",41.889999
"157","2007-08-16",42
"158","2007-08-17",42.869999
"159","2007-08-20",41.860001
"160","2007-08-21",40.32
"161","2007-08-22",41.419998
"162","2007-08-23",41.07
"163","2007-08-24",42.259998
"164","2007-08-27",41.560001
"165","2007-08-28",41.57
"166","2007-08-29",44.25
"167","2007-08-30",43.98
"168","2007-08-31",45.16
"169","2007-09-04",45.759998
"170","2007-09-05",45.27
"171","2007-09-06",45.830002
"172","2007-09-07",44.349998
"173","2007-09-10",42.610001
"174","2007-09-11",42.349998
"175","2007-09-12",41.959999
"176","2007-09-13",41.880001
"177","2007-09-14",41.810001
"178","2007-09-17",42.02
"179","2007-09-18",43.84
"180","2007-09-19",43.09
"181","2007-09-20",43.27
"182","2007-09-21",44.049999
"183","2007-09-24",44.889999
"184","2007-09-25",45.419998
"185","2007-09-26",44.93
"186","2007-09-27",43.970001
"187","2007-09-28",43.919998
"188","2007-10-01",45.41
"189","2007-10-02",45.759998
"190","2007-10-03",45.279999
"191","2007-10-04",46.259998
"192","2007-10-05",47.93
"193","2007-10-08",49.880001
"194","2007-10-09",50.310001
"195","2007-10-10",49.580002
"196","2007-10-11",48.93
"197","2007-10-12",49.189999
"198","2007-10-15",48.560001
"199","2007-10-16",48.330002
"200","2007-10-17",48.869999
"201","2007-10-18",49.369999
"202","2007-10-19",47.939999
"203","2007-10-22",48.259998
"204","2007-10-23",49.009998
"205","2007-10-24",48.360001
"206","2007-10-25",48
"207","2007-10-26",47.950001
"208","2007-10-29",48.459999
"209","2007-10-30",48.349998
"210","2007-10-31",48.77
"211","2007-11-01",47.689999
"212","2007-11-02",47.880001
"213","2007-11-05",48.009998
"214","2007-11-06",48.939999
"215","2007-11-07",46.849998
"216","2007-11-08",46.84
"217","2007-11-09",46.290001
"218","2007-11-12",46.009998
"219","2007-11-13",48.990002
"220","2007-11-14",47.810001
"221","2007-11-15",47.959999
"222","2007-11-16",48.830002
"223","2007-11-19",47.240002
"224","2007-11-20",46.93
"225","2007-11-21",44.5
"226","2007-11-23",44.25
"227","2007-11-26",42.759998
"228","2007-11-27",43.630001
"229","2007-11-28",44.25
"230","2007-11-29",43.830002
"231","2007-11-30",43.580002
"232","2007-12-03",43.799999
"233","2007-12-04",44.59
"234","2007-12-05",46.099998
"235","2007-12-06",47.330002
"236","2007-12-07",47.599998
"237","2007-12-10",48.509998
"238","2007-12-11",46.869999
"239","2007-12-12",46.84
"240","2007-12-13",46.82
"241","2007-12-14",47.200001
"242","2007-12-17",44.75
"243","2007-12-18",45.02
"244","2007-12-19",45.860001
"245","2007-12-20",45.950001
"246","2007-12-21",45.869999
"247","2007-12-24",46.84
"248","2007-12-26",47.560001
"249","2007-12-27",46.939999
"250","2007-12-28",46.200001
"251","2007-12-31",45.59
"252","2008-01-02",45.130001
"253","2008-01-03",46.66
"254","2008-01-04",45.77
"255","2008-01-07",45.869999
"256","2008-01-08",45.349998
"257","2008-01-09",47.700001
"258","2008-01-10",48.009998
"259","2008-01-11",45.77
"260","2008-01-14",45.950001
"261","2008-01-15",44.330002
"262","2008-01-16",43.439999
"263","2008-01-17",42.369999
"264","2008-01-18",42.09
"265","2008-01-22",41.27
"266","2008-01-23",41.16
"267","2008-01-24",42.09
"268","2008-01-25",40.98
"269","2008-01-28",42.150002
"270","2008-01-29",41.900002
"271","2008-01-30",42.41
"272","2008-01-31",43.400002
"273","2008-02-01",44.599998
"274","2008-02-04",44.220001
"275","2008-02-05",42.189999
"276","2008-02-06",42.16
"277","2008-02-07",42.419998
"278","2008-02-08",42.52
"279","2008-02-11",44.150002
"280","2008-02-12",45.73
"281","2008-02-13",45.450001
"282","2008-02-14",44.709999
"283","2008-02-15",44.169998
"284","2008-02-19",43.75
"285","2008-02-20",45.34
"286","2008-02-21",45
"287","2008-02-22",45.52
"288","2008-02-25",46.549999
"289","2008-02-26",47.349998
"290","2008-02-27",47.400002
"291","2008-02-28",45.900002
"292","2008-02-29",44.32
"293","2008-03-03",43.93
"294","2008-03-04",43.380001
"295","2008-03-05",43.970001
"296","2008-03-06",42.470001
"297","2008-03-07",42.25
"298","2008-03-10",41.32
"299","2008-03-11",42.310001
"300","2008-03-12",42.560001
"301","2008-03-13",41.790001
"302","2008-03-14",42.139999
"303","2008-03-17",40.459999
"304","2008-03-18",41.049999
"305","2008-03-19",39.5
"306","2008-03-20",40
"307","2008-03-24",40.919998
"308","2008-03-25",40.880001
"309","2008-03-26",40.23
"310","2008-03-27",39.959999
"311","2008-03-28",39.27
"312","2008-03-31",39.509998
"313","2008-04-01",39.98
"314","2008-04-02",40.419998
"315","2008-04-03",40.450001
"316","2008-04-04",41.459999
"317","2008-04-07",41.959999
"318","2008-04-08",43.610001
"319","2008-04-09",42.880001
"320","2008-04-10",43.950001
"321","2008-04-11",42.68
"322","2008-04-14",41.509998
"323","2008-04-15",41.349998
"324","2008-04-16",41.93
"325","2008-04-17",42
"326","2008-04-18",42.220001
"327","2008-04-21",42.869999
"328","2008-04-22",42.130001
"329","2008-04-23",41.799999
"330","2008-04-24",41.68
"331","2008-04-25",41.759998
"332","2008-04-28",41.560001
"333","2008-04-29",41.119999
"334","2008-04-30",41.68
"335","2008-05-01",43.16
"336","2008-05-02",42.080002
"337","2008-05-05",41.66
"338","2008-05-06",41.959999
"339","2008-05-07",40.799999
"340","2008-05-08",40.439999
"341","2008-05-09",40.689999
"342","2008-05-12",41.459999
"343","2008-05-13",41.16
"344","2008-05-14",41.27
"345","2008-05-15",41.84
"346","2008-05-16",42.09
"347","2008-05-19",41.889999
"348","2008-05-20",41.560001
"349","2008-05-21",40.360001
"350","2008-05-22",38.130001
"351","2008-05-23",37.799999
"352","2008-05-27",36.580002
"353","2008-05-28",36.150002
"354","2008-05-29",36.759998
"355","2008-05-30",37.52
"356","2008-06-02",35.52
"357","2008-06-03",34.98
"358","2008-06-04",34.610001
"359","2008-06-05",34.709999
"360","2008-06-06",33.27
"361","2008-06-09",32.509998
"362","2008-06-10",31.9
"363","2008-06-11",31.68
"364","2008-06-12",31.450001
"365","2008-06-13",31.549999
"366","2008-06-16",31.110001
"367","2008-06-17",30.719999
"368","2008-06-18",29.73
"369","2008-06-19",29.85
"370","2008-06-20",30.5
"371","2008-06-23",29.780001
"372","2008-06-24",29.110001
"373","2008-06-25",28.940001
"374","2008-06-26",27.91
"375","2008-06-27",26.84
"376","2008-06-30",26.5
"377","2008-07-01",26.1
"378","2008-07-02",24.91
"379","2008-07-03",24.42
"380","2008-07-07",25.059999
"381","2008-07-08",27.809999
"382","2008-07-09",26.99
"383","2008-07-10",27.209999
"384","2008-07-11",27.07
"385","2008-07-14",26.66
"386","2008-07-15",27.26
"387","2008-07-16",29.620001
"388","2008-07-17",29.290001
"389","2008-07-18",28.42
"390","2008-07-21",29.07
"391","2008-07-22",30.74
"392","2008-07-23",30.889999
"393","2008-07-24",30.120001
"394","2008-07-25",30.26
"395","2008-07-28",29.83
"396","2008-07-29",31.209999
"397","2008-07-30",31.809999
"398","2008-07-31",30.559999
"399","2008-08-01",29.74
"400","2008-08-04",29.82
"401","2008-08-05",30.65
"402","2008-08-06",30.139999
"403","2008-08-07",28.889999
"404","2008-08-08",29.52
"405","2008-08-11",29.9
"406","2008-08-12",31.35
"407","2008-08-13",32.119999
"408","2008-08-14",32.349998
"409","2008-08-15",32.669998
"410","2008-08-18",32.970001
"411","2008-08-19",32.509998
"412","2008-08-20",32.970001
"413","2008-08-21",32.540001
"414","2008-08-22",33
"415","2008-08-25",32.529999
"416","2008-08-26",33.110001
"417","2008-08-27",32.98
"418","2008-08-28",33.73
"419","2008-08-29",33.950001
"420","2008-09-02",34.619999
"421","2008-09-03",34.650002
"422","2008-09-04",32.540001
"423","2008-09-05",32.98
"424","2008-09-08",32
"425","2008-09-09",31.049999
"426","2008-09-10",30.93
"427","2008-09-11",30.889999
"428","2008-09-12",30.99
"429","2008-09-15",29.959999
"430","2008-09-16",30.51
"431","2008-09-17",29.01
"432","2008-09-18",29.780001
"433","2008-09-19",31.34
"434","2008-09-22",30
"435","2008-09-23",29.6
"436","2008-09-24",29.98
"437","2008-09-25",30.959999
"438","2008-09-26",28.940001
"439","2008-09-29",25.93
"440","2008-09-30",27.01
"441","2008-10-01",26.620001
"442","2008-10-02",25.08
"443","2008-10-03",24.030001
"444","2008-10-06",21.809999
"445","2008-10-07",20.610001
"446","2008-10-08",18.99
"447","2008-10-09",18.629999
"448","2008-10-10",17.200001
"449","2008-10-13",20.5
"450","2008-10-14",20.4
"451","2008-10-15",18.139999
"452","2008-10-16",18.26
"453","2008-10-17",19.25
"454","2008-10-20",19.99
"455","2008-10-21",18.719999
"456","2008-10-22",17.1
"457","2008-10-23",17.209999
"458","2008-10-24",16.719999
"459","2008-10-27",15.71
"460","2008-10-28",18.75
"461","2008-10-29",19.85
"462","2008-10-30",22.299999
"463","2008-10-31",20.92
"464","2008-11-03",20.01
"465","2008-11-04",21.65
"466","2008-11-05",20.32
"467","2008-11-06",17.719999
"468","2008-11-07",17.16
"469","2008-11-10",16.32
"470","2008-11-11",15.59
"471","2008-11-12",14.3
"472","2008-11-13",14.69
"473","2008-11-14",14
"474","2008-11-17",14.47
"475","2008-11-18",14.5
"476","2008-11-19",13.37
"477","2008-11-20",12.3
"478","2008-11-21",13.46
"479","2008-11-24",13.81
"480","2008-11-25",14.66
"481","2008-11-26",15.88
"482","2008-11-28",15.53
"483","2008-12-01",14.4
"484","2008-12-02",14.77
"485","2008-12-03",15.28
"486","2008-12-04",15.52
"487","2008-12-05",15.86
"488","2008-12-08",16.139999
"489","2008-12-09",15.98
"490","2008-12-10",16.469999
"491","2008-12-11",16.09
"492","2008-12-12",17
"493","2008-12-15",16.57
"494","2008-12-16",17.24
"495","2008-12-17",16.41
"496","2008-12-18",16.23
"497","2008-12-19",16.07
"498","2008-12-22",15.8
"499","2008-12-23",15.49
"500","2008-12-24",15.06
"501","2008-12-26",15
"502","2008-12-29",14.66
"503","2008-12-30",15.6
"504","2008-12-31",16.209999
"505","2009-01-02",17.309999
"506","2009-01-05",18.65
"507","2009-01-06",19.09
"508","2009-01-07",18.16
"509","2009-01-08",18.129999
"510","2009-01-09",18.280001
"511","2009-01-12",17.4
"512","2009-01-13",17.5
"513","2009-01-14",16.59
"514","2009-01-15",17.33
"515","2009-01-16",17.4
"516","2009-01-20",16.83
"517","2009-01-21",17.469999
"518","2009-01-22",16.85
"519","2009-01-23",17.07
"520","2009-01-26",16.549999
"521","2009-01-27",16.299999
"522","2009-01-28",16.24
"523","2009-01-29",15.59
"524","2009-01-30",15.07
"525","2009-02-02",15.21
"526","2009-02-03",15.41
"527","2009-02-04",15.32
"528","2009-02-05",15.68
"529","2009-02-06",16.1
"530","2009-02-09",16.639999
"531","2009-02-10",15.56
"532","2009-02-11",15.55
"533","2009-02-12",15.7
"534","2009-02-13",15.56
"535","2009-02-17",14.54
"536","2009-02-18",14.77
"537","2009-02-19",14.4
"538","2009-02-20",13.24
"539","2009-02-23",11.49
"540","2009-02-24",11.61
