"","date","AMX"
"1","2007-01-03",23.105
"2","2007-01-04",23.09
"3","2007-01-05",22.370001
"4","2007-01-08",22.375
"5","2007-01-09",21.665001
"6","2007-01-10",21.905001
"7","2007-01-11",22.09
"8","2007-01-12",22.139999
"9","2007-01-16",22.184999
"10","2007-01-17",21.98
"11","2007-01-18",21.49
"12","2007-01-19",21.764999
"13","2007-01-22",21.57
"14","2007-01-23",22.120001
"15","2007-01-24",22.815001
"16","2007-01-25",22.139999
"17","2007-01-26",21.76
"18","2007-01-29",21.455
"19","2007-01-30",21.6
"20","2007-01-31",22.18
"21","2007-02-01",22.434999
"22","2007-02-02",22.5
"23","2007-02-05",23.045
"24","2007-02-06",22.855
"25","2007-02-07",23.049999
"26","2007-02-08",23.969999
"27","2007-02-09",23.4
"28","2007-02-12",23.5
"29","2007-02-13",23.975
"30","2007-02-14",24.25
"31","2007-02-15",24.23
"32","2007-02-16",24.115
"33","2007-02-20",23.84
"34","2007-02-21",23.855
"35","2007-02-22",23.594999
"36","2007-02-23",23.575001
"37","2007-02-26",23.225
"38","2007-02-27",21.725
"39","2007-02-28",21.885
"40","2007-03-01",21.709999
"41","2007-03-02",21.59
"42","2007-03-05",21.049999
"43","2007-03-06",21.5
"44","2007-03-07",21.360001
"45","2007-03-08",21.959999
"46","2007-03-09",22.405001
"47","2007-03-12",22.565001
"48","2007-03-13",21.889999
"49","2007-03-14",22.190001
"50","2007-03-15",22.27
"51","2007-03-16",22.035
"52","2007-03-19",22.905001
"53","2007-03-20",22.9
"54","2007-03-21",23.74
"55","2007-03-22",23.67
"56","2007-03-23",23.635
"57","2007-03-26",23.504999
"58","2007-03-27",23.17
"59","2007-03-28",23.33
"60","2007-03-29",23.940001
"61","2007-03-30",23.895
"62","2007-04-02",25.049999
"63","2007-04-03",25.105
"64","2007-04-04",25
"65","2007-04-05",24.870001
"66","2007-04-09",25.275
"67","2007-04-10",25.035
"68","2007-04-11",24.885
"69","2007-04-12",25.184999
"70","2007-04-13",25.450001
"71","2007-04-16",25.360001
"72","2007-04-17",25.475
"73","2007-04-18",25.375
"74","2007-04-19",25.555
"75","2007-04-20",25.975
"76","2007-04-23",25.705
"77","2007-04-24",25.834999
"78","2007-04-25",26.075001
"79","2007-04-26",27.1
"80","2007-04-27",27.299999
"81","2007-04-30",26.264999
"82","2007-05-01",25.969999
"83","2007-05-02",26.690001
"84","2007-05-03",27.245001
"85","2007-05-04",27.450001
"86","2007-05-07",27.66
"87","2007-05-08",27.424999
"88","2007-05-09",27.9
"89","2007-05-10",27.035
"90","2007-05-11",27.655001
"91","2007-05-14",27.440001
"92","2007-05-15",27.475
"93","2007-05-16",28.65
"94","2007-05-17",28.57
"95","2007-05-18",29.48
"96","2007-05-21",29.43
"97","2007-05-22",29.459999
"98","2007-05-23",29.51
"99","2007-05-24",28.76
"100","2007-05-25",29.549999
"101","2007-05-29",29.424999
"102","2007-05-30",30.594999
"103","2007-05-31",30.275
"104","2007-06-01",31.34
"105","2007-06-04",31.1
"106","2007-06-05",31.139999
"107","2007-06-06",30.32
"108","2007-06-07",29.780001
"109","2007-06-08",30.440001
"110","2007-06-11",30.620001
"111","2007-06-12",30.16
"112","2007-06-13",30.705
"113","2007-06-14",31.145
"114","2007-06-15",31.965
"115","2007-06-18",32.040001
"116","2007-06-19",32.23
"117","2007-06-20",31.424999
"118","2007-06-21",31.84
"119","2007-06-22",31.559999
"120","2007-06-25",30.77
"121","2007-06-26",30.1
"122","2007-06-27",30.809999
"123","2007-06-28",31.094999
"124","2007-06-29",30.965
"125","2007-07-02",31.375
"126","2007-07-03",32.130001
"127","2007-07-05",32.959999
"128","2007-07-06",33.07
"129","2007-07-09",31.965
"130","2007-07-10",31.35
"131","2007-07-11",32.150002
"132","2007-07-12",32.639999
"133","2007-07-13",32.645
"134","2007-07-16",32.435001
"135","2007-07-17",32.209999
"136","2007-07-18",32.07
"137","2007-07-19",32.32
"138","2007-07-20",31.684999
"139","2007-07-23",32.845001
"140","2007-07-24",31.535
"141","2007-07-25",30.575001
"142","2007-07-26",28.969999
"143","2007-07-27",29.115
"144","2007-07-30",30.33
"145","2007-07-31",29.940001
"146","2007-08-01",29.139999
"147","2007-08-02",29.809999
"148","2007-08-03",28.525
"149","2007-08-06",29.190001
"150","2007-08-07",29.764999
"151","2007-08-08",30.4
"152","2007-08-09",29.219999
"153","2007-08-10",28.67
"154","2007-08-13",28.695
"155","2007-08-14",27.805
"156","2007-08-15",26.805
"157","2007-08-16",27.1
"158","2007-08-17",29.030001
"159","2007-08-20",28.445
"160","2007-08-21",28.305
"161","2007-08-22",29.25
"162","2007-08-23",29.715
"163","2007-08-24",30.34
