"","date","CFFI"
"1","2007-01-03",40.5
"2","2007-01-04",40.490002
"3","2007-01-05",39.759998
"4","2007-01-08",40
"5","2007-01-09",40.02
"6","2007-01-10",40.540001
"7","2007-01-11",40.540001
"8","2007-01-12",40.98
"9","2007-01-16",40.98
"10","2007-01-17",40.98
"11","2007-01-18",41.360001
"12","2007-01-19",41.740002
"13","2007-01-22",41.080002
"14","2007-01-23",40.990002
"15","2007-01-24",40.490002
"16","2007-01-25",40.98
"17","2007-01-26",40.900002
"18","2007-01-29",40.259998
"19","2007-01-30",41.32
"20","2007-01-31",41.279999
"21","2007-02-01",41.279999
"22","2007-02-02",41.25
"23","2007-02-05",41.990002
"24","2007-02-06",42
"25","2007-02-07",42.5
"26","2007-02-08",42.490002
"27","2007-02-09",42.400002
"28","2007-02-12",42.169998
"29","2007-02-13",42.09
"30","2007-02-14",42.25
"31","2007-02-15",42.25
"32","2007-02-16",42.470001
"33","2007-02-20",42.470001
"34","2007-02-21",42.880001
"35","2007-02-22",43
"36","2007-02-23",43.369999
"37","2007-02-26",43.25
"38","2007-02-27",43.25
"39","2007-02-28",44.049999
"40","2007-03-01",44.119999
"41","2007-03-02",44.049999
"42","2007-03-05",43.799999
"43","2007-03-06",44.52
"44","2007-03-07",45.790001
"45","2007-03-08",45.400002
"46","2007-03-09",44.650002
"47","2007-03-12",44.880001
"48","2007-03-13",44.990002
"49","2007-03-14",45
"50","2007-03-15",45
"51","2007-03-16",45
"52","2007-03-19",45
"53","2007-03-20",45
"54","2007-03-21",44.700001
"55","2007-03-22",44.700001
"56","2007-03-23",44.150002
"57","2007-03-26",44.150002
"58","2007-03-27",44.150002
"59","2007-03-28",45.009998
"60","2007-03-29",44
"61","2007-03-30",43.950001
"62","2007-04-02",43.990002
"63","2007-04-03",43.880001
"64","2007-04-04",44
"65","2007-04-05",44.77
"66","2007-04-09",44.5
"67","2007-04-10",44.740002
"68","2007-04-11",44.740002
"69","2007-04-12",44.740002
"70","2007-04-13",44.740002
"71","2007-04-16",44.740002
"72","2007-04-17",44
"73","2007-04-18",43.169998
"74","2007-04-19",42.009998
"75","2007-04-20",42.990002
"76","2007-04-23",43.419998
"77","2007-04-24",42.720001
"78","2007-04-25",41.290001
"79","2007-04-26",41.290001
"80","2007-04-27",39.25
"81","2007-04-30",37.290001
"82","2007-05-01",37.169998
"83","2007-05-02",38.880001
"84","2007-05-03",38.889999
"85","2007-05-04",38.869999
"86","2007-05-07",40.099998
"87","2007-05-08",40.77
"88","2007-05-09",41.080002
"89","2007-05-10",41.189999
"90","2007-05-11",41.98
"91","2007-05-14",42.200001
"92","2007-05-15",42.599998
"93","2007-05-16",42.139999
"94","2007-05-17",41.610001
"95","2007-05-18",41.610001
"96","2007-05-21",42.25
"97","2007-05-22",42.91
"98","2007-05-23",42.860001
"99","2007-05-24",42.950001
"100","2007-05-25",43
"101","2007-05-29",43
"102","2007-05-30",42.5
"103","2007-05-31",42.639999
"104","2007-06-01",42.720001
"105","2007-06-04",42.720001
"106","2007-06-05",43.049999
"107","2007-06-06",43
"108","2007-06-07",43.200001
"109","2007-06-08",43.459999
"110","2007-06-11",43.299999
"111","2007-06-12",43.52
"112","2007-06-13",43.349998
"113","2007-06-14",42.990002
"114","2007-06-15",42.18
"115","2007-06-18",41.259998
"116","2007-06-19",41.259998
"117","2007-06-20",41.060001
"118","2007-06-21",41.060001
"119","2007-06-22",41.16
"120","2007-06-25",41.41
"121","2007-06-26",40.610001
"122","2007-06-27",40.970001
"123","2007-06-28",41
"124","2007-06-29",40.98
"125","2007-07-02",42.419998
"126","2007-07-03",41.75
"127","2007-07-05",41.990002
"128","2007-07-06",41.990002
"129","2007-07-09",42
"130","2007-07-10",41.16
"131","2007-07-11",41.990002
"132","2007-07-12",42.389999
"133","2007-07-13",41.919998
"134","2007-07-16",41.900002
"135","2007-07-17",41.799999
"136","2007-07-18",42.02
"137","2007-07-19",42.02
"138","2007-07-20",42.02
"139","2007-07-23",42.02
"140","2007-07-24",40.759998
"141","2007-07-25",40.759998
"142","2007-07-26",40.759998
"143","2007-07-27",40.759998
"144","2007-07-30",39.09
"145","2007-07-31",39.740002
"146","2007-08-01",40.25
"147","2007-08-02",40.25
"148","2007-08-03",39.369999
"149","2007-08-06",39.5
"150","2007-08-07",39.009998
"151","2007-08-08",41
"152","2007-08-09",41.599998
"153","2007-08-10",41.549999
"154","2007-08-13",41.5
"155","2007-08-14",40.75
"156","2007-08-15",41
"157","2007-08-16",40.990002
"158","2007-08-17",41
"159","2007-08-20",40.099998
"160","2007-08-21",39.75
"161","2007-08-22",39.25
"162","2007-08-23",39.740002
"163","2007-08-24",39.75
"164","2007-08-27",40.650002
"165","2007-08-28",40.799999
"166","2007-08-29",42.450001
"167","2007-08-30",42.5
"168","2007-08-31",42.650002
"169","2007-09-04",43.200001
"170","2007-09-05",43.200001
"171","2007-09-06",42.75
"172","2007-09-07",42.689999
"173","2007-09-10",42.900002
"174","2007-09-11",42.900002
"175","2007-09-12",42.950001
"176","2007-09-13",42.849998
"177","2007-09-14",43
"178","2007-09-17",43
"179","2007-09-18",42.75
"180","2007-09-19",42.25
"181","2007-09-20",42.009998
"182","2007-09-21",42.009998
"183","2007-09-24",42.009998
"184","2007-09-25",42.25
"185","2007-09-26",42
"186","2007-09-27",42
"187","2007-09-28",41.75
"188","2007-10-01",42.59
"189","2007-10-02",42.009998
"190","2007-10-03",41.75
"191","2007-10-04",42.049999
"192","2007-10-05",42.490002
"193","2007-10-08",42.240002
"194","2007-10-09",42.310001
"195","2007-10-10",41.799999
"196","2007-10-11",41.799999
"197","2007-10-12",42
"198","2007-10-15",42
"199","2007-10-16",42
"200","2007-10-17",42
"201","2007-10-18",42
"202","2007-10-19",42
"203","2007-10-22",41.450001
"204","2007-10-23",42.189999
"205","2007-10-24",41.860001
"206","2007-10-25",41.650002
"207","2007-10-26",42.110001
"208","2007-10-29",42.439999
"209","2007-10-30",42.439999
"210","2007-10-31",42.5
"211","2007-11-01",41.75
"212","2007-11-02",41.75
"213","2007-11-05",41
"214","2007-11-06",41.41
"215","2007-11-07",40.759998
"216","2007-11-08",40.759998
"217","2007-11-09",38
"218","2007-11-12",38.25
"219","2007-11-13",39.259998
"220","2007-11-14",39
"221","2007-11-15",38.299999
"222","2007-11-16",35.52
"223","2007-11-19",35.400002
"224","2007-11-20",35.25
"225","2007-11-21",35.25
"226","2007-11-23",35.25
"227","2007-11-26",34.5
"228","2007-11-27",33.43
"229","2007-11-28",33.59
"230","2007-11-29",34.75
"231","2007-11-30",36.060001
"232","2007-12-03",35.91
"233","2007-12-04",36
"234","2007-12-05",35.669998
"235","2007-12-06",35.509998
"236","2007-12-07",35.330002
"237","2007-12-10",35.009998
"238","2007-12-11",33.82
"239","2007-12-12",32.48
"240","2007-12-13",32.5
"241","2007-12-14",33
"242","2007-12-17",31.450001
"243","2007-12-18",31.5
"244","2007-12-19",30.49
"245","2007-12-20",30.969999
"246","2007-12-21",30.969999
"247","2007-12-24",30.5
"248","2007-12-26",31.639999
"249","2007-12-27",31.809999
"250","2007-12-28",31
"251","2007-12-31",30.25
"252","2008-01-02",31.74
"253","2008-01-03",32
"254","2008-01-04",32.169998
"255","2008-01-07",30.870001
"256","2008-01-08",31.690001
"257","2008-01-09",30.639999
"258","2008-01-10",32.189999
"259","2008-01-11",32.189999
"260","2008-01-14",31.99
"261","2008-01-15",31.059999
"262","2008-01-16",30.799999
"263","2008-01-17",30.799999
"264","2008-01-18",30.799999
"265","2008-01-22",30.799999
"266","2008-01-23",30.799999
"267","2008-01-24",30.809999
"268","2008-01-25",30.799999
"269","2008-01-28",30.1
"270","2008-01-29",29.530001
"271","2008-01-30",31.190001
"272","2008-01-31",29.76
"273","2008-02-01",29.76
"274","2008-02-04",30.15
"275","2008-02-05",30.15
"276","2008-02-06",31.690001
"277","2008-02-07",31.75
"278","2008-02-08",30.700001
"279","2008-02-11",30
"280","2008-02-12",31
"281","2008-02-13",30.5
"282","2008-02-14",30.5
"283","2008-02-15",29.82
"284","2008-02-19",30.75
"285","2008-02-20",30.07
"286","2008-02-21",30.07
"287","2008-02-22",31.940001
"288","2008-02-25",31.370001
"289","2008-02-26",31.370001
"290","2008-02-27",31.370001
"291","2008-02-28",30.42
"292","2008-02-29",28.51
"293","2008-03-03",29.43
"294","2008-03-04",29.43
"295","2008-03-05",29.43
"296","2008-03-06",29.43
"297","2008-03-07",30
"298","2008-03-10",30
"299","2008-03-11",28.5
"300","2008-03-12",28.5
"301","2008-03-13",25.01
"302","2008-03-14",28.799999
"303","2008-03-17",29.43
"304","2008-03-18",26.51
"305","2008-03-19",25.469999
"306","2008-03-20",27.93
"307","2008-03-24",26
"308","2008-03-25",25.9
"309","2008-03-26",26.5
"310","2008-03-27",27.93
"311","2008-03-28",27.950001
"312","2008-03-31",27.6
"313","2008-04-01",27.68
"314","2008-04-02",27.24
"315","2008-04-03",27.24
"316","2008-04-04",27
"317","2008-04-07",27.51
"318","2008-04-08",27.799999
"319","2008-04-09",27.799999
"320","2008-04-10",27.719999
"321","2008-04-11",29.879999
"322","2008-04-14",30
"323","2008-04-15",28.709999
"324","2008-04-16",29.5
"325","2008-04-17",29.75
"326","2008-04-18",29.48
"327","2008-04-21",29.700001
"328","2008-04-22",29.700001
"329","2008-04-23",28.530001
"330","2008-04-24",28.530001
"331","2008-04-25",28.530001
"332","2008-04-28",28.530001
"333","2008-04-29",28.5
"334","2008-04-30",28.5
"335","2008-05-01",28.5
"336","2008-05-02",28.120001
"337","2008-05-05",28.120001
"338","2008-05-06",29.969999
"339","2008-05-07",29.969999
"340","2008-05-08",29.969999
"341","2008-05-09",29.98
"342","2008-05-12",29.98
"343","2008-05-13",29.98
"344","2008-05-14",27.73
"345","2008-05-15",27.9
"346","2008-05-16",27.5
"347","2008-05-19",27.9
"348","2008-05-20",27.9
"349","2008-05-21",27.9
"350","2008-05-22",27.9
"351","2008-05-23",27.66
"352","2008-05-27",27.75
"353","2008-05-28",27.75
"354","2008-05-29",27.75
"355","2008-05-30",28.75
"356","2008-06-02",26.799999
"357","2008-06-03",26.799999
"358","2008-06-04",26.799999
"359","2008-06-05",26.799999
"360","2008-06-06",26.74
"361","2008-06-09",27.5
"362","2008-06-10",27
"363","2008-06-11",27.27
"364","2008-06-12",27.27
"365","2008-06-13",27.27
"366","2008-06-16",27.27
"367","2008-06-17",26.25
"368","2008-06-18",26.190001
"369","2008-06-19",23.07
"370","2008-06-20",23.07
"371","2008-06-23",23.5
"372","2008-06-24",23
"373","2008-06-25",23
"374","2008-06-26",23
"375","2008-06-27",24.32
"376","2008-06-30",23
"377","2008-07-01",24.940001
"378","2008-07-02",22.26
"379","2008-07-03",22.5
"380","2008-07-07",22.5
"381","2008-07-08",22.549999
"382","2008-07-09",22.549999
"383","2008-07-10",22.51
"384","2008-07-11",22.51
"385","2008-07-14",22.51
"386","2008-07-15",20
"387","2008-07-16",19.059999
"388","2008-07-17",18.5
"389","2008-07-18",18.99
"390","2008-07-21",19.5
"391","2008-07-22",19.93
"392","2008-07-23",19.9
"393","2008-07-24",20.51
"394","2008-07-25",20.51
"395","2008-07-28",20.51
"396","2008-07-29",20.51
"397","2008-07-30",20.75
"398","2008-07-31",21.82
"399","2008-08-01",21.82
"400","2008-08-04",21.82
"401","2008-08-05",22.5
"402","2008-08-06",21.75
"403","2008-08-07",21.75
"404","2008-08-08",21.700001
"405","2008-08-11",21.49
"406","2008-08-12",21.49
"407","2008-08-13",22.389999
"408","2008-08-14",22.389999
"409","2008-08-15",20.299999
"410","2008-08-18",20.299999
"411","2008-08-19",21
"412","2008-08-20",22.68
"413","2008-08-21",22.950001
"414","2008-08-22",22.950001
"415","2008-08-25",22.950001
"416","2008-08-26",21.530001
"417","2008-08-27",22.92
"418","2008-08-28",22.92
"419","2008-08-29",22.92
"420","2008-09-02",21.75
"421","2008-09-03",22
"422","2008-09-04",22
"423","2008-09-05",22
"424","2008-09-08",22.950001
"425","2008-09-09",21.26
"426","2008-09-10",21
"427","2008-09-11",21
"428","2008-09-12",20.25
"429","2008-09-15",21.24
"430","2008-09-16",20.26
"431","2008-09-17",20.51
"432","2008-09-18",21
"433","2008-09-19",20.15
"434","2008-09-22",21
"435","2008-09-23",21
"436","2008-09-24",23
"437","2008-09-25",22.17
"438","2008-09-26",23
"439","2008-09-29",20.5
"440","2008-09-30",20.5
"441","2008-10-01",23
"442","2008-10-02",23
"443","2008-10-03",23.5
"444","2008-10-06",20.99
"445","2008-10-07",19.030001
"446","2008-10-08",19
"447","2008-10-09",18.5
"448","2008-10-10",17.01
"449","2008-10-13",17.25
"450","2008-10-14",21.93
"451","2008-10-15",19.25
"452","2008-10-16",18.74
"453","2008-10-17",18.74
"454","2008-10-20",18.74
"455","2008-10-21",18.74
"456","2008-10-22",18.75
"457","2008-10-23",19
"458","2008-10-24",19
"459","2008-10-27",18.75
"460","2008-10-28",18.75
"461","2008-10-29",18.75
"462","2008-10-30",18.799999
"463","2008-10-31",19.49
"464","2008-11-03",20.200001
"465","2008-11-04",19.969999
"466","2008-11-05",19.25
"467","2008-11-06",19.25
"468","2008-11-07",19.25
"469","2008-11-10",19
"470","2008-11-11",18.59
"471","2008-11-12",17.75
"472","2008-11-13",19
"473","2008-11-14",19.25
"474","2008-11-17",19.25
"475","2008-11-18",17.83
"476","2008-11-19",17.209999
"477","2008-11-20",17.209999
"478","2008-11-21",17
"479","2008-11-24",17
"480","2008-11-25",17.5
"481","2008-11-26",17.16
"482","2008-11-28",15
"483","2008-12-01",14.25
"484","2008-12-02",14.61
"485","2008-12-03",14.61
"486","2008-12-04",19.16
"487","2008-12-05",19
"488","2008-12-08",19
"489","2008-12-09",18.040001
"490","2008-12-10",18.700001
"491","2008-12-11",14.6
"492","2008-12-12",14.5
"493","2008-12-15",14.75
"494","2008-12-16",15
"495","2008-12-17",16.27
"496","2008-12-18",14.97
"497","2008-12-19",12.94
"498","2008-12-22",14.04
"499","2008-12-23",14.99
"500","2008-12-24",14.61
"501","2008-12-26",14.51
"502","2008-12-29",14.99
"503","2008-12-30",14.99
"504","2008-12-31",15.75
"505","2009-01-02",16.549999
"506","2009-01-05",17.450001
"507","2009-01-06",17.459999
"508","2009-01-07",17.459999
"509","2009-01-08",19
"510","2009-01-09",18.93
"511","2009-01-12",18
"512","2009-01-13",18
"513","2009-01-14",15
"514","2009-01-15",14.01
"515","2009-01-16",16
"516","2009-01-20",15.04
"517","2009-01-21",14.8
"518","2009-01-22",15
"519","2009-01-23",14.06
"520","2009-01-26",14.78
"521","2009-01-27",14.78
"522","2009-01-28",15.66
"523","2009-01-29",14.29
"524","2009-01-30",15
"525","2009-02-02",15
"526","2009-02-03",14.13
"527","2009-02-04",15.18
"528","2009-02-05",15.18
"529","2009-02-06",14.2
"530","2009-02-09",15
"531","2009-02-10",15.5
"532","2009-02-11",15.75
"533","2009-02-12",15.5
"534","2009-02-13",15.65
"535","2009-02-17",15
"536","2009-02-18",13.6
"537","2009-02-19",13.51
"538","2009-02-20",14.4
"539","2009-02-23",12.85
"540","2009-02-24",12.87
"541","2009-02-25",13.19
"542","2009-02-26",13.01
"543","2009-02-27",11.7
"544","2009-03-02",11.72
"545","2009-03-03",11.72
"546","2009-03-04",11.72
"547","2009-03-05",11.4
"548","2009-03-06",12.57
"549","2009-03-09",11.39
"550","2009-03-10",12.49
"551","2009-03-11",12.49
"552","2009-03-12",12.49
"553","2009-03-13",13.42
"554","2009-03-16",13.44
"555","2009-03-17",13.44
"556","2009-03-18",13.5
"557","2009-03-19",13.5
"558","2009-03-20",13.5
"559","2009-03-23",13.5
"560","2009-03-24",13.5
"561","2009-03-25",13
"562","2009-03-26",13.42
"563","2009-03-27",13.75
"564","2009-03-30",13.75
"565","2009-03-31",14.45
"566","2009-04-01",16.5
"567","2009-04-02",15.76
"568","2009-04-03",15.5
"569","2009-04-06",15.5
"570","2009-04-07",15.5
"571","2009-04-08",15.5
"572","2009-04-09",14.25
"573","2009-04-13",14.25
"574","2009-04-14",15.1
"575","2009-04-15",14
"576","2009-04-16",13.25
"577","2009-04-17",12.84
"578","2009-04-20",14.97
"579","2009-04-21",14.97
"580","2009-04-22",14.85
"581","2009-04-23",16.25
"582","2009-04-24",15.26
"583","2009-04-27",14.8
"584","2009-04-28",15
"585","2009-04-29",14.51
"586","2009-04-30",14.75
"587","2009-05-01",15
"588","2009-05-04",15.21
"589","2009-05-05",15.21
"590","2009-05-06",15.25
"591","2009-05-07",16
"592","2009-05-08",16.24
"593","2009-05-11",16.190001
"594","2009-05-12",16
"595","2009-05-13",16
"596","2009-05-14",15.98
"597","2009-05-15",15.98
"598","2009-05-18",16
"599","2009-05-19",16
"600","2009-05-20",16
"601","2009-05-21",16
"602","2009-05-22",14.52
"603","2009-05-26",14.26
"604","2009-05-27",15.2
"605","2009-05-28",16
"606","2009-05-29",16.25
"607","2009-06-01",16.25
"608","2009-06-02",18
"609","2009-06-03",17
"610","2009-06-04",16.559999
"611","2009-06-05",17
"612","2009-06-08",16.25
"613","2009-06-09",16.23
"614","2009-06-10",15.55
