"","date","DECK"
"1","2007-01-03",19.666666
"2","2007-01-04",19.543333
"3","2007-01-05",19.053333
"4","2007-01-08",19.193333
"5","2007-01-09",19.226667
"6","2007-01-10",19.526667
"7","2007-01-11",19.559999
"8","2007-01-12",19.666666
"9","2007-01-16",19.620001
"10","2007-01-17",19.593334
"11","2007-01-18",19.416666
"12","2007-01-19",19.540001
"13","2007-01-22",19.173334
"14","2007-01-23",19.33
"15","2007-01-24",19.653334
"16","2007-01-25",19.413334
"17","2007-01-26",19.246666
"18","2007-01-29",19.299999
"19","2007-01-30",19.4
"20","2007-01-31",19.436666
"21","2007-02-01",19.536667
"22","2007-02-02",19.440001
"23","2007-02-05",21.086666
"24","2007-02-06",21.33
"25","2007-02-07",21.469999
"26","2007-02-08",21.360001
"27","2007-02-09",20.99
"28","2007-02-12",20.863333
"29","2007-02-13",21.129999
"30","2007-02-14",21.17
"31","2007-02-15",21.120001
"32","2007-02-16",21.440001
"33","2007-02-20",22.096666
"34","2007-02-21",21.639999
"35","2007-02-22",21.333334
"36","2007-02-23",21.203333
"37","2007-02-26",21.203333
"38","2007-02-27",20.483334
"39","2007-02-28",21.733334
"40","2007-03-01",22.626667
"41","2007-03-02",22.290001
"42","2007-03-05",22.526667
"43","2007-03-06",22.963333
"44","2007-03-07",23.02
"45","2007-03-08",23.266666
"46","2007-03-09",23.07
"47","2007-03-12",23.473333
"48","2007-03-13",23.183332
"49","2007-03-14",23.053333
"50","2007-03-15",23.483334
"51","2007-03-16",23.303333
"52","2007-03-19",23.709999
"53","2007-03-20",24.200001
"54","2007-03-21",24.25
"55","2007-03-22",24.503334
"56","2007-03-23",24.296667
"57","2007-03-26",24.286667
"58","2007-03-27",23.823334
"59","2007-03-28",23.506666
"60","2007-03-29",23.566668
"61","2007-03-30",23.673334
"62","2007-04-02",23.33
"63","2007-04-03",23.473333
"64","2007-04-04",23.77
"65","2007-04-05",23.506666
"66","2007-04-09",23.35
"67","2007-04-10",23.296667
"68","2007-04-11",23.043333
"69","2007-04-12",23.709999
"70","2007-04-13",23.866667
"71","2007-04-16",24.156666
"72","2007-04-17",24.373333
"73","2007-04-18",24.09
"74","2007-04-19",24.049999
"75","2007-04-20",24.49
"76","2007-04-23",24.896667
"77","2007-04-24",23.756666
"78","2007-04-25",23.833334
"79","2007-04-26",24.26
"80","2007-04-27",25.6
"81","2007-04-30",25.243334
"82","2007-05-01",25.473333
"83","2007-05-02",26.333334
"84","2007-05-03",26.15
"85","2007-05-04",26.996666
"86","2007-05-07",26.566668
"87","2007-05-08",26.65
"88","2007-05-09",26.733334
"89","2007-05-10",26.513334
"90","2007-05-11",26.9
"91","2007-05-14",26.633333
"92","2007-05-15",26.543333
"93","2007-05-16",26.633333
"94","2007-05-17",26.816668
"95","2007-05-18",27.083334
"96","2007-05-21",27.870001
"97","2007-05-22",28.336666
"98","2007-05-23",28.049999
"99","2007-05-24",27.456667
"100","2007-05-25",27.686666
"101","2007-05-29",28.386667
"102","2007-05-30",28.956667
"103","2007-05-31",29.296667
"104","2007-06-01",29.4
"105","2007-06-04",29.443333
"106","2007-06-05",29.51
"107","2007-06-06",30.003334
"108","2007-06-07",30.26
"109","2007-06-08",31.120001
"110","2007-06-11",31.190001
"111","2007-06-12",30.833334
"112","2007-06-13",30.946667
"113","2007-06-14",30.799999
"114","2007-06-15",31.18
"115","2007-06-18",32.150002
"116","2007-06-19",32.316666
"117","2007-06-20",31.530001
"118","2007-06-21",31.656666
"119","2007-06-22",31.303333
"120","2007-06-25",31.26
"121","2007-06-26",31.746666
"122","2007-06-27",32.84
"123","2007-06-28",33.189999
"124","2007-06-29",33.633335
"125","2007-07-02",33.650002
"126","2007-07-03",33.276669
"127","2007-07-05",33.883335
"128","2007-07-06",34.646667
"129","2007-07-09",34.576668
"130","2007-07-10",34.956665
"131","2007-07-11",32.886665
"132","2007-07-12",34.156666
"133","2007-07-13",33.876667
"134","2007-07-16",33.433334
"135","2007-07-17",34.41
"136","2007-07-18",34.386665
"137","2007-07-19",35.34
"138","2007-07-20",35.023335
"139","2007-07-23",35.333332
"140","2007-07-24",33.876667
"141","2007-07-25",33.076668
"142","2007-07-26",31.523333
"143","2007-07-27",35.926666
"144","2007-07-30",35.743332
"145","2007-07-31",34.366665
"146","2007-08-01",34.959999
"147","2007-08-02",35.126667
"148","2007-08-03",33.376667
"149","2007-08-06",35.59
"150","2007-08-07",37.040001
"151","2007-08-08",37.066666
"152","2007-08-09",33.113335
"153","2007-08-10",31.683332
"154","2007-08-13",32.856667
"155","2007-08-14",30.633333
"156","2007-08-15",29.280001
"157","2007-08-16",29.77
"158","2007-08-17",29.776667
"159","2007-08-20",30.709999
"160","2007-08-21",31.023333
"161","2007-08-22",32.103333
"162","2007-08-23",30.863333
"163","2007-08-24",32.09
"164","2007-08-27",31.406666
"165","2007-08-28",30.026667
"166","2007-08-29",31.08
"167","2007-08-30",30.51
"168","2007-08-31",31.396667
"169","2007-09-04",31.483334
"170","2007-09-05",31.709999
"171","2007-09-06",31.566668
"172","2007-09-07",30.466667
"173","2007-09-10",30.363333
"174","2007-09-11",31.526667
"175","2007-09-12",31.496666
"176","2007-09-13",31.576666
"177","2007-09-14",31.606667
"178","2007-09-17",32.236668
"179","2007-09-18",34.84
"180","2007-09-19",34.366665
"181","2007-09-20",34.830002
"182","2007-09-21",36.150002
"183","2007-09-24",36.619999
"184","2007-09-25",36.306667
"185","2007-09-26",35.689999
"186","2007-09-27",36.626667
"187","2007-09-28",36.599998
"188","2007-10-01",37.733334
"189","2007-10-02",38.48
"190","2007-10-03",37.313332
"191","2007-10-04",37.926666
"192","2007-10-05",38.273335
"193","2007-10-08",38.233334
"194","2007-10-09",37.580002
"195","2007-10-10",37.830002
"196","2007-10-11",36.803333
"197","2007-10-12",36.886665
"198","2007-10-15",36.996666
"199","2007-10-16",36.200001
"200","2007-10-17",36.416668
"201","2007-10-18",37.183334
"202","2007-10-19",36.003334
"203","2007-10-22",39.486668
"204","2007-10-23",38.843334
"205","2007-10-24",38.686668
"206","2007-10-25",37.696667
"207","2007-10-26",48.066666
"208","2007-10-29",48.599998
"209","2007-10-30",47.110001
"210","2007-10-31",46.596668
"211","2007-11-01",44.183334
"212","2007-11-02",45.380001
"213","2007-11-05",45.706665
"214","2007-11-06",46.516666
"215","2007-11-07",44.643333
"216","2007-11-08",44.576668
"217","2007-11-09",41.353333
"218","2007-11-12",38.236668
"219","2007-11-13",43.476665
"220","2007-11-14",41.956665
"221","2007-11-15",42.349998
"222","2007-11-16",42.953335
"223","2007-11-19",40.273335
"224","2007-11-20",41.259998
"225","2007-11-21",42.023335
"226","2007-11-23",43.970001
"227","2007-11-26",44.380001
"228","2007-11-27",47.936668
"229","2007-11-28",48.606667
"230","2007-11-29",47.490002
"231","2007-11-30",48.056667
"232","2007-12-03",51.360001
"233","2007-12-04",51.056667
"234","2007-12-05",51.16
"235","2007-12-06",53.186668
"236","2007-12-07",52.290001
"237","2007-12-10",52.883335
"238","2007-12-11",51.333332
"239","2007-12-12",50.983334
"240","2007-12-13",51.043335
"241","2007-12-14",51.186668
"242","2007-12-17",52.59
"243","2007-12-18",51.963333
"244","2007-12-19",52.116665
"245","2007-12-20",52.82
"246","2007-12-21",54.566666
"247","2007-12-24",54.916668
"248","2007-12-26",54.970001
"249","2007-12-27",54.333332
"250","2007-12-28",53.396667
"251","2007-12-31",51.686668
"252","2008-01-02",51.32
"253","2008-01-03",49.860001
"254","2008-01-04",47.330002
"255","2008-01-07",44.290001
"256","2008-01-08",44.086666
"257","2008-01-09",47.073334
"258","2008-01-10",48.826668
"259","2008-01-11",43.253334
"260","2008-01-14",45.793335
"261","2008-01-15",43.286667
"262","2008-01-16",42.623333
"263","2008-01-17",39.963333
"264","2008-01-18",40.916668
"265","2008-01-22",42.803333
"266","2008-01-23",42.233334
"267","2008-01-24",43.856667
"268","2008-01-25",40.200001
"269","2008-01-28",39.459999
"270","2008-01-29",39.933334
"271","2008-01-30",39.25
"272","2008-01-31",40.413334
"273","2008-02-01",40.700001
"274","2008-02-04",39.773335
"275","2008-02-05",38.016666
"276","2008-02-06",36.373333
"277","2008-02-07",38.776669
"278","2008-02-08",38.153332
"279","2008-02-11",38.206665
"280","2008-02-12",38.66
"281","2008-02-13",40.483334
"282","2008-02-14",38.433334
"283","2008-02-15",38.126667
"284","2008-02-19",39.716667
"285","2008-02-20",41.333332
"286","2008-02-21",40.650002
"287","2008-02-22",40.293335
"288","2008-02-25",41.166668
"289","2008-02-26",42.623333
"290","2008-02-27",42.400002
"291","2008-02-28",42.153332
"292","2008-02-29",36.880001
"293","2008-03-03",35.216667
"294","2008-03-04",35.5
"295","2008-03-05",35.076668
"296","2008-03-06",33.333332
"297","2008-03-07",33.176666
"298","2008-03-10",30.5
"299","2008-03-11",32.446667
"300","2008-03-12",32.783333
"301","2008-03-13",34.75
"302","2008-03-14",34.310001
"303","2008-03-17",32.403332
"304","2008-03-18",35.076668
"305","2008-03-19",33.336666
"306","2008-03-20",35.296665
"307","2008-03-24",36.91
"308","2008-03-25",36.919998
"309","2008-03-26",36.099998
"310","2008-03-27",35.299999
"311","2008-03-28",34.860001
"312","2008-03-31",35.939999
"313","2008-04-01",37.206665
"314","2008-04-02",37.786667
"315","2008-04-03",37.68
"316","2008-04-04",38.136665
"317","2008-04-07",38.253334
"318","2008-04-08",37.830002
"319","2008-04-09",37.063332
"320","2008-04-10",37.823334
"321","2008-04-11",36.813332
"322","2008-04-14",37.146667
"323","2008-04-15",35.596668
"324","2008-04-16",38.486668
"325","2008-04-17",40.536667
"326","2008-04-18",42.16
"327","2008-04-21",40.73
"328","2008-04-22",39.049999
"329","2008-04-23",38.68
"330","2008-04-24",39.150002
"331","2008-04-25",47.586666
"332","2008-04-28",46.799999
"333","2008-04-29",46.740002
"334","2008-04-30",46.023335
"335","2008-05-01",47.836666
"336","2008-05-02",47.466667
"337","2008-05-05",46.616665
"338","2008-05-06",47.553333
"339","2008-05-07",45.880001
"340","2008-05-08",45.473331
"341","2008-05-09",45.016666
"342","2008-05-12",47
"343","2008-05-13",47.373333
"344","2008-05-14",46.68
"345","2008-05-15",47.060001
"346","2008-05-16",46.926666
"347","2008-05-19",46.126667
"348","2008-05-20",45.636665
"349","2008-05-21",43.686668
"350","2008-05-22",44.273335
"351","2008-05-23",43.646667
"352","2008-05-27",44.796665
