"","date","ITRN"
"122","2007-06-27",12.47
"123","2007-06-28",12.48
"124","2007-06-29",12.51
"125","2007-07-02",12.24
"126","2007-07-03",12.3
"127","2007-07-05",12.2
"128","2007-07-06",12.07
"129","2007-07-09",12.05
"130","2007-07-10",12.7
"131","2007-07-11",13.23
"132","2007-07-12",13.17
"133","2007-07-13",13.33
"134","2007-07-16",13.34
"135","2007-07-17",13.43
"136","2007-07-18",13.22
"137","2007-07-19",13.58
"138","2007-07-20",13.54
"139","2007-07-23",13.51
"140","2007-07-24",13.54
"141","2007-07-25",13.6
"142","2007-07-26",13.43
"143","2007-07-27",13.28
"144","2007-07-30",13.27
"145","2007-07-31",13.1
"146","2007-08-01",13.19
"147","2007-08-02",13.34
"148","2007-08-03",13.04
"149","2007-08-06",13.24
"150","2007-08-07",13.32
"151","2007-08-08",13.37
"152","2007-08-09",13.1
"153","2007-08-10",13.1
"154","2007-08-13",13.38
"155","2007-08-14",13.3
"156","2007-08-15",13.1
"157","2007-08-16",12.48
"158","2007-08-17",12
"159","2007-08-20",11.46
"160","2007-08-21",11.79
"161","2007-08-22",11.82
"162","2007-08-23",11.39
"163","2007-08-24",11.6
"164","2007-08-27",11.32
"165","2007-08-28",11.43
"166","2007-08-29",11.59
"167","2007-08-30",11.63
"168","2007-08-31",11.66
"169","2007-09-04",11.7
"170","2007-09-05",11.62
"171","2007-09-06",11.62
"172","2007-09-07",11.5
"173","2007-09-10",11.54
"174","2007-09-11",11.68
"175","2007-09-12",11.7
"176","2007-09-13",11.69
"177","2007-09-14",11.66
"178","2007-09-17",11.72
"179","2007-09-18",12.2
"180","2007-09-19",12.15
"181","2007-09-20",12.02
"182","2007-09-21",12.18
"183","2007-09-24",11.75
"184","2007-09-25",11.82
"185","2007-09-26",11.83
"186","2007-09-27",11.74
"187","2007-09-28",12.05
"188","2007-10-01",12.17
"189","2007-10-02",12.2
"190","2007-10-03",12.17
"191","2007-10-04",11.93
"192","2007-10-05",12.06
"193","2007-10-08",11.87
"194","2007-10-09",11.75
"195","2007-10-10",11.7
"196","2007-10-11",11.69
"197","2007-10-12",11.59
"198","2007-10-15",11.32
"199","2007-10-16",11.35
"200","2007-10-17",11.86
"201","2007-10-18",11.8
"202","2007-10-19",11.88
"203","2007-10-22",11.54
"204","2007-10-23",11.71
"205","2007-10-24",11.43
"206","2007-10-25",11.5
"207","2007-10-26",11.52
"208","2007-10-29",11.47
"209","2007-10-30",11.4
"210","2007-10-31",11.58
"211","2007-11-01",11.51
"212","2007-11-02",11.35
"213","2007-11-05",11.5
"214","2007-11-06",11.35
"215","2007-11-07",11.07
"216","2007-11-08",10.76
"217","2007-11-09",10.75
"218","2007-11-12",10.12
"219","2007-11-13",10.68
"220","2007-11-14",10.54
"221","2007-11-15",10.73
"222","2007-11-16",10.74
"223","2007-11-19",10.98
"224","2007-11-20",10.5
"225","2007-11-21",10.15
"226","2007-11-23",9.96
"227","2007-11-26",9.75
"228","2007-11-27",9.93
"229","2007-11-28",10.02
"230","2007-11-29",9.96
"231","2007-11-30",10.3
"232","2007-12-03",10.26
"233","2007-12-04",10
"234","2007-12-05",10.23
"235","2007-12-06",10.23
"236","2007-12-07",10.45
"237","2007-12-10",10.51
"238","2007-12-11",10.5
"239","2007-12-12",10.48
"240","2007-12-13",10.49
"241","2007-12-14",10.41
"242","2007-12-17",10
"243","2007-12-18",10.25
"244","2007-12-19",10.2
"245","2007-12-20",10.09
"246","2007-12-21",10.12
"247","2007-12-24",10.11
"248","2007-12-26",10.5
"249","2007-12-27",10.69
"250","2007-12-28",11
"251","2007-12-31",11.07
"252","2008-01-02",10.93
"253","2008-01-03",11.07
"254","2008-01-04",10.79
"255","2008-01-07",11.03
"256","2008-01-08",11.05
"257","2008-01-09",11.02
"258","2008-01-10",10.58
"259","2008-01-11",10.78
"260","2008-01-14",10.81
"261","2008-01-15",10.6
"262","2008-01-16",10.68
"263","2008-01-17",10.49
"264","2008-01-18",10.45
"265","2008-01-22",10.15
"266","2008-01-23",10.05
"267","2008-01-24",10.71
"268","2008-01-25",10.92
"269","2008-01-28",11.11
"270","2008-01-29",10.95
"271","2008-01-30",11.28
"272","2008-01-31",11.79
"273","2008-02-01",11.81
"274","2008-02-04",11.73
"275","2008-02-05",11.46
"276","2008-02-06",11.26
"277","2008-02-07",11.02
"278","2008-02-08",11.03
"279","2008-02-11",11.01
"280","2008-02-12",11.18
"281","2008-02-13",11.26
"282","2008-02-14",11.28
"283","2008-02-15",11.25
"284","2008-02-19",11.1
"285","2008-02-20",10.97
"286","2008-02-21",11.6
"287","2008-02-22",11.5
"288","2008-02-25",11.55
"289","2008-02-26",11.5
"290","2008-02-27",11.14
"291","2008-02-28",11.08
"292","2008-02-29",10.74
"293","2008-03-03",10.74
"294","2008-03-04",10.67
"295","2008-03-05",10.59
"296","2008-03-06",10.6
"297","2008-03-07",10.5
"298","2008-03-10",10
"299","2008-03-11",10.29
"300","2008-03-12",10.38
"301","2008-03-13",10.25
"302","2008-03-14",10.75
"303","2008-03-17",10.3
"304","2008-03-18",10.43
"305","2008-03-19",10.4
"306","2008-03-20",11.27
"307","2008-03-24",10.29
"308","2008-03-25",10.2
"309","2008-03-26",10.41
"310","2008-03-27",10.28
"311","2008-03-28",10.22
"312","2008-03-31",10.1
"313","2008-04-01",10.34
"314","2008-04-02",10.19
"315","2008-04-03",10.48
"316","2008-04-04",10.32
"317","2008-04-07",10.37
"318","2008-04-08",10.51
"319","2008-04-09",10.36
"320","2008-04-10",10.71
"321","2008-04-11",10.71
"322","2008-04-14",10.99
"323","2008-04-15",11.14
"324","2008-04-16",11.77
"325","2008-04-17",11.26
"326","2008-04-18",11.8
"327","2008-04-21",11.65
"328","2008-04-22",11.55
"329","2008-04-23",11.71
"330","2008-04-24",11.78
"331","2008-04-25",11.6
"332","2008-04-28",11.17
"333","2008-04-29",10.95
"334","2008-04-30",10.68
"335","2008-05-01",11
"336","2008-05-02",10.99
"337","2008-05-05",11.14
"338","2008-05-06",11.17
"339","2008-05-07",11.5
"340","2008-05-08",11.25
"341","2008-05-09",11.14
"342","2008-05-12",11.42
"343","2008-05-13",11.8
"344","2008-05-14",12.15
"345","2008-05-15",12.55
"346","2008-05-16",12.18
"347","2008-05-19",12.32
"348","2008-05-20",12.68
"349","2008-05-21",12.75
"350","2008-05-22",13
"351","2008-05-23",13.11
"352","2008-05-27",13.47
"353","2008-05-28",12.96
"354","2008-05-29",13.62
"355","2008-05-30",13.32
"356","2008-06-02",12.78
"357","2008-06-03",12.98
"358","2008-06-04",12.8
"359","2008-06-05",13.24
"360","2008-06-06",12.95
"361","2008-06-09",12.65
"362","2008-06-10",12.88
"363","2008-06-11",12.87
"364","2008-06-12",12.92
"365","2008-06-13",12.98
"366","2008-06-16",12.89
"367","2008-06-17",13.12
"368","2008-06-18",13
"369","2008-06-19",13.07
"370","2008-06-20",13.07
"371","2008-06-23",12.69
"372","2008-06-24",11.97
"373","2008-06-25",12.2
"374","2008-06-26",12.05
"375","2008-06-27",12.15
"376","2008-06-30",12
"377","2008-07-01",12.1
"378","2008-07-02",11.76
"379","2008-07-03",11.62
"380","2008-07-07",11.31
"381","2008-07-08",11.61
"382","2008-07-09",11.27
"383","2008-07-10",11.42
"384","2008-07-11",11.1
"385","2008-07-14",11.27
"386","2008-07-15",11.22
"387","2008-07-16",11.28
"388","2008-07-17",11.34
"389","2008-07-18",11.33
"390","2008-07-21",11.43
"391","2008-07-22",11.63
"392","2008-07-23",12.02
"393","2008-07-24",11.82
"394","2008-07-25",12.06
"395","2008-07-28",11.76
"396","2008-07-29",12.02
"397","2008-07-30",11.75
"398","2008-07-31",11.59
"399","2008-08-01",11.57
"400","2008-08-04",11.53
"401","2008-08-05",11.38
"402","2008-08-06",11.71
"403","2008-08-07",11.48
"404","2008-08-08",11.61
"405","2008-08-11",11.84
"406","2008-08-12",11.89
"407","2008-08-13",11.92
"408","2008-08-14",12.13
"409","2008-08-15",12.1
"410","2008-08-18",12.14
"411","2008-08-19",12.01
"412","2008-08-20",12.05
"413","2008-08-21",11.88
"414","2008-08-22",12.18
"415","2008-08-25",11.9
"416","2008-08-26",11.77
"417","2008-08-27",11.88
"418","2008-08-28",11.99
"419","2008-08-29",11.89
"420","2008-09-02",11.86
"421","2008-09-03",11.91
"422","2008-09-04",12.02
"423","2008-09-05",11.87
"424","2008-09-08",11.91
"425","2008-09-09",11.85
"426","2008-09-10",12
"427","2008-09-11",11.78
"428","2008-09-12",11.77
"429","2008-09-15",11.01
"430","2008-09-16",10.84
"431","2008-09-17",10.5
"432","2008-09-18",10.82
"433","2008-09-19",11.09
"434","2008-09-22",11.03
"435","2008-09-23",11.12
"436","2008-09-24",11.12
"437","2008-09-25",11.07
"438","2008-09-26",10.95
"439","2008-09-29",10.63
"440","2008-09-30",10.79
"441","2008-10-01",10.65
"442","2008-10-02",10.56
"443","2008-10-03",10.16
"444","2008-10-06",9.18
"445","2008-10-07",9.24
"446","2008-10-08",8.75
"447","2008-10-09",8.46
"448","2008-10-10",7.91
"449","2008-10-13",8.71
"450","2008-10-14",8.52
"451","2008-10-15",8.31
"452","2008-10-16",8.87
"453","2008-10-17",8.72
"454","2008-10-20",9.83
"455","2008-10-21",9.65
"456","2008-10-22",9.34
"457","2008-10-23",8.76
"458","2008-10-24",8.89
"459","2008-10-27",8.53
"460","2008-10-28",7.88
"461","2008-10-29",7.18
"462","2008-10-30",7.31
"463","2008-10-31",7.48
"464","2008-11-03",7.53
"465","2008-11-04",7.7
"466","2008-11-05",7.36
"467","2008-11-06",7.35
"468","2008-11-07",7.26
"469","2008-11-10",7.45
"470","2008-11-11",7.18
"471","2008-11-12",7.05
"472","2008-11-13",7.23
"473","2008-11-14",7
"474","2008-11-17",6.56
"475","2008-11-18",6.6
"476","2008-11-19",6.5
"477","2008-11-20",6.21
"478","2008-11-21",6.2
"479","2008-11-24",7.14
"480","2008-11-25",6.92
"481","2008-11-26",7.24
"482","2008-11-28",7.96
"483","2008-12-01",7.33
"484","2008-12-02",7.67
"485","2008-12-03",7.91
"486","2008-12-04",7.84
"487","2008-12-05",7.83
"488","2008-12-08",7.9
"489","2008-12-09",7.78
"490","2008-12-10",7.98
"491","2008-12-11",7.84
"492","2008-12-12",8.1
"493","2008-12-15",8.35
"494","2008-12-16",8.93
"495","2008-12-17",8.74
"496","2008-12-18",8.61
"497","2008-12-19",8.41
"498","2008-12-22",8
"499","2008-12-23",7.95
"500","2008-12-24",7.67
"501","2008-12-26",7.78
"502","2008-12-29",7.42
"503","2008-12-30",7.59
"504","2008-12-31",7.31
"505","2009-01-02",8.45
"506","2009-01-05",7.98
"507","2009-01-06",8.26
"508","2009-01-07",8.1
"509","2009-01-08",8.4
"510","2009-01-09",8.25
"511","2009-01-12",8.26
"512","2009-01-13",8.19
"513","2009-01-14",8.06
"514","2009-01-15",7.91
"515","2009-01-16",7.97
"516","2009-01-20",7.93
"517","2009-01-21",8.47
"518","2009-01-22",8.24
"519","2009-01-23",8.28
"520","2009-01-26",8.65
"521","2009-01-27",8.51
"522","2009-01-28",8.55
"523","2009-01-29",8.67
"524","2009-01-30",8.62
"525","2009-02-02",8.55
"526","2009-02-03",8.56
"527","2009-02-04",8.54
"528","2009-02-05",8.5
"529","2009-02-06",8.61
"530","2009-02-09",8.56
"531","2009-02-10",8.29
"532","2009-02-11",8.15
"533","2009-02-12",8.19
"534","2009-02-13",8.17
"535","2009-02-17",8.04
"536","2009-02-18",7.95
"537","2009-02-19",7.77
"538","2009-02-20",7.42
"539","2009-02-23",6.44
"540","2009-02-24",6.42
"541","2009-02-25",6.32
"542","2009-02-26",6.37
"543","2009-02-27",6.49
"544","2009-03-02",6
"545","2009-03-03",6.11
"546","2009-03-04",6.35
"547","2009-03-05",6.11
"548","2009-03-06",6.02
"549","2009-03-09",6.03
"550","2009-03-10",6.13
"551","2009-03-11",6.18
"552","2009-03-12",6.4
"553","2009-03-13",6.51
"554","2009-03-16",6.6
"555","2009-03-17",6.9
"556","2009-03-18",6.95
"557","2009-03-19",7.23
"558","2009-03-20",6.94
"559","2009-03-23",7.6
"560","2009-03-24",7.53
"561","2009-03-25",7.88
"562","2009-03-26",8.57
"563","2009-03-27",8.27
"564","2009-03-30",7.56
"565","2009-03-31",7.59
"566","2009-04-01",7.72
"567","2009-04-02",8.25
"568","2009-04-03",8.11
"569","2009-04-06",7.88
"570","2009-04-07",7.42
"571","2009-04-08",7.3
"572","2009-04-09",7.61
"573","2009-04-13",7.36
"574","2009-04-14",7.24
"575","2009-04-15",7.43
"576","2009-04-16",7.53
"577","2009-04-17",7.41
"578","2009-04-20",6.67
"579","2009-04-21",6.85
"580","2009-04-22",6.8
"581","2009-04-23",6.81
"582","2009-04-24",6.98
"583","2009-04-27",7.47
"584","2009-04-28",7.5
"585","2009-04-29",7.71
"586","2009-04-30",7.84
"587","2009-05-01",7.93
"588","2009-05-04",7.9
"589","2009-05-05",7.72
"590","2009-05-06",7.72
"591","2009-05-07",7.51
"592","2009-05-08",7.7
"593","2009-05-11",7.7
"594","2009-05-12",7.62
"595","2009-05-13",7.49
"596","2009-05-14",7.47
"597","2009-05-15",7.5
"598","2009-05-18",7.75
"599","2009-05-19",8.39
"600","2009-05-20",8.81
"601","2009-05-21",8.5
"602","2009-05-22",8.78
"603","2009-05-26",8.83
"604","2009-05-27",8.51
"605","2009-05-28",8.69
"606","2009-05-29",8.88
"607","2009-06-01",9
"608","2009-06-02",8.96
"609","2009-06-03",8.91
"610","2009-06-04",8.9
"611","2009-06-05",8.86
"612","2009-06-08",8.85
"613","2009-06-09",9
"614","2009-06-10",9.09
"615","2009-06-11",9.1
"616","2009-06-12",9.24
"617","2009-06-15",8.5
"618","2009-06-16",8.33
"619","2009-06-17",8.21
"620","2009-06-18",8.25
"621","2009-06-19",8.16
"622","2009-06-22",8.4
"623","2009-06-23",8.53
"624","2009-06-24",8.55
"625","2009-06-25",8.95
"626","2009-06-26",8.5
"627","2009-06-29",8.58
"628","2009-06-30",8.25
"629","2009-07-01",8.74
"630","2009-07-02",8.59
"631","2009-07-06",8.21
"632","2009-07-07",8.34
"633","2009-07-08",8.26
"634","2009-07-09",8.2
"635","2009-07-10",8.26
"636","2009-07-13",8.37
"637","2009-07-14",8.37
"638","2009-07-15",8.7
"639","2009-07-16",8.9
"640","2009-07-17",8.8
"641","2009-07-20",8.97
"642","2009-07-21",8.88
"643","2009-07-22",9
"644","2009-07-23",9.26
"645","2009-07-24",9.43
"646","2009-07-27",9.98
"647","2009-07-28",9.97
"648","2009-07-29",9.84
"649","2009-07-30",9.75
"650","2009-07-31",9.8
"651","2009-08-03",9.82
"652","2009-08-04",9.39
"653","2009-08-05",9.57
"654","2009-08-06",9.56
"655","2009-08-07",9.72
"656","2009-08-10",9.7
"657","2009-08-11",9.38
"658","2009-08-12",9.06
"659","2009-08-13",9.18
"660","2009-08-14",9.14
"661","2009-08-17",9.2
"662","2009-08-18",9.3
"663","2009-08-19",9.5
"664","2009-08-20",9.44
"665","2009-08-21",9.63
"666","2009-08-24",9.43
"667","2009-08-25",9.58
"668","2009-08-26",9.66
"669","2009-08-27",9.55
"670","2009-08-28",9.52
"671","2009-08-31",9.4
"672","2009-09-01",9.22
"673","2009-09-02",9.25
"674","2009-09-03",9.19
"675","2009-09-04",9.38
"676","2009-09-08",9.48
"677","2009-09-09",9.4
"678","2009-09-10",9.35
"679","2009-09-11",9.37
"680","2009-09-14",9.24
"681","2009-09-15",9.28
"682","2009-09-16",9.47
"683","2009-09-17",9.4
"684","2009-09-18",9.58
"685","2009-09-21",9.59
"686","2009-09-22",9.73
"687","2009-09-23",9.87
"688","2009-09-24",10.2
"689","2009-09-25",9.92
"690","2009-09-28",10.05
"691","2009-09-29",10.49
"692","2009-09-30",10.32
"693","2009-10-01",10.19
"694","2009-10-02",10.11
"695","2009-10-05",10.49
"696","2009-10-06",10.64
"697","2009-10-07",10.63
"698","2009-10-08",10.73
"699","2009-10-09",10.75
"700","2009-10-12",11.99
"701","2009-10-13",11.73
"702","2009-10-14",12.47
"703","2009-10-15",12.06
"704","2009-10-16",12.01
"705","2009-10-19",12.36
"706","2009-10-20",12.6
"707","2009-10-21",12.43
"708","2009-10-22",12.7
"709","2009-10-23",12.52
"710","2009-10-26",12.5
"711","2009-10-27",12.07
"712","2009-10-28",12.19
"713","2009-10-29",12.3
"714","2009-10-30",12.36
"715","2009-11-02",12.35
"716","2009-11-03",12.24
"717","2009-11-04",12.45
"718","2009-11-05",13
"719","2009-11-06",12.6
"720","2009-11-09",13.13
"721","2009-11-10",12.81
"722","2009-11-11",12.69
"723","2009-11-12",12.35
"724","2009-11-13",12.65
"725","2009-11-16",12.6
"726","2009-11-17",13.19
"727","2009-11-18",12.85
"728","2009-11-19",12.87
"729","2009-11-20",12.79
"730","2009-11-23",13.36
"731","2009-11-24",13.17
"732","2009-11-25",13.28
"733","2009-11-27",13
"734","2009-11-30",12.92
"735","2009-12-01",13.2
"736","2009-12-02",13.28
"737","2009-12-03",13.18
"738","2009-12-04",12.93
"739","2009-12-07",12.97
"740","2009-12-08",12.7
"741","2009-12-09",13.02
"742","2009-12-10",13.6
"743","2009-12-11",13.57
"744","2009-12-14",13.44
"745","2009-12-15",13.19
"746","2009-12-16",13.09
"747","2009-12-17",13.19
"748","2009-12-18",13.06
"749","2009-12-21",13
"750","2009-12-22",13.35
"751","2009-12-23",12.96
"752","2009-12-24",13.24
"753","2009-12-28",13.05
"754","2009-12-29",13.15
"755","2009-12-30",12.9
"756","2009-12-31",12.82
"757","2010-01-04",13.16
"758","2010-01-05",13.49
"759","2010-01-06",13.45
"760","2010-01-07",13.66
"761","2010-01-08",13.55
"762","2010-01-11",14.34
"763","2010-01-12",14.24
"764","2010-01-13",14.08
"765","2010-01-14",14.14
"766","2010-01-15",13.8
"767","2010-01-19",14.64
"768","2010-01-20",14.37
"769","2010-01-21",14.45
"770","2010-01-22",14.3
"771","2010-01-25",13.87
"772","2010-01-26",13.75
"773","2010-01-27",13.46
"774","2010-01-28",12.99
"775","2010-01-29",12.9
"776","2010-02-01",13.27
"777","2010-02-02",13.57
"778","2010-02-03",13.99
"779","2010-02-04",13.33
"780","2010-02-05",13.44
"781","2010-02-08",13.41
"782","2010-02-09",13.56
"783","2010-02-10",13.52
"784","2010-02-11",13.49
"785","2010-02-12",13.75
"786","2010-02-16",14.39
"787","2010-02-17",14.91
"788","2010-02-18",15.49
"789","2010-02-19",15.66
"790","2010-02-22",15.76
"791","2010-02-23",15.62
"792","2010-02-24",15.69
"793","2010-02-25",15.46
"794","2010-02-26",15.42
"795","2010-03-01",15.22
"796","2010-03-02",15.39
"797","2010-03-03",15.49
"798","2010-03-04",15.4
"799","2010-03-05",15.55
"800","2010-03-08",15.75
"801","2010-03-09",15.79
"802","2010-03-10",16
"803","2010-03-11",16
"804","2010-03-12",16.01
"805","2010-03-15",16.309999
"806","2010-03-16",16.200001
"807","2010-03-17",16.5
"808","2010-03-18",16.889999
"809","2010-03-19",15.26
"810","2010-03-22",14.41
"811","2010-03-23",14.81
"812","2010-03-24",14.87
"813","2010-03-25",14.93
"814","2010-03-26",15.25
"815","2010-03-29",16
"816","2010-03-30",16.049999
"817","2010-03-31",15.92
"818","2010-04-01",15.71
"819","2010-04-05",15.9
"820","2010-04-06",16.190001
"821","2010-04-07",16.049999
"822","2010-04-08",15.78
"823","2010-04-09",15.72
"824","2010-04-12",15.8
"825","2010-04-13",15.75
"826","2010-04-14",16.059999
"827","2010-04-15",15.89
"828","2010-04-16",15.51
"829","2010-04-19",15.3
"830","2010-04-20",15.41
"831","2010-04-21",15.4
"832","2010-04-22",15.21
"833","2010-04-23",15.35
"834","2010-04-26",15.7
"835","2010-04-27",15.26
"836","2010-04-28",15.04
"837","2010-04-29",15.2
"838","2010-04-30",14.91
"839","2010-05-03",15.22
"840","2010-05-04",15
"841","2010-05-05",14.67
"842","2010-05-06",13.98
"843","2010-05-07",13.72
"844","2010-05-10",15.11
"845","2010-05-11",14.87
"846","2010-05-12",15.02
"847","2010-05-13",14.79
"848","2010-05-14",14.84
"849","2010-05-17",14.49
"850","2010-05-18",14.04
"851","2010-05-19",13.82
"852","2010-05-20",13.27
"853","2010-05-21",13.49
"854","2010-05-24",13.25
"855","2010-05-25",13.25
"856","2010-05-26",13.37
"857","2010-05-27",14.1
"858","2010-05-28",14.02
"859","2010-06-01",14.62
"860","2010-06-02",15.35
"861","2010-06-03",15.09
"862","2010-06-04",14.93
"863","2010-06-07",14.57
"864","2010-06-08",14.39
"865","2010-06-09",14.42
"866","2010-06-10",14.58
"867","2010-06-11",14.78
"868","2010-06-14",15.12
"869","2010-06-15",15.7
"870","2010-06-16",15.85
"871","2010-06-17",15.78
"872","2010-06-18",15.86
"873","2010-06-21",15.59
"874","2010-06-22",16.040001
"875","2010-06-23",15.86
"876","2010-06-24",15.82
"877","2010-06-25",15.92
"878","2010-06-28",16.1
"879","2010-06-29",15.77
"880","2010-06-30",15.08
"881","2010-07-01",14.7
"882","2010-07-02",14.83
"883","2010-07-06",14.98
"884","2010-07-07",15.05
"885","2010-07-08",14.87
"886","2010-07-09",15.02
"887","2010-07-12",14.9
"888","2010-07-13",15.23
"889","2010-07-14",15.22
"890","2010-07-15",15.19
"891","2010-07-16",14.91
"892","2010-07-19",14.09
"893","2010-07-20",13.97
"894","2010-07-21",13.79
"895","2010-07-22",13.7
"896","2010-07-23",13.7
"897","2010-07-26",13.87
"898","2010-07-27",13.97
"899","2010-07-28",13.97
"900","2010-07-29",13.9
"901","2010-07-30",14.44
"902","2010-08-02",14.06
"903","2010-08-03",13.6
"904","2010-08-04",13.57
"905","2010-08-05",13.69
"906","2010-08-06",13.66
"907","2010-08-09",13.65
"908","2010-08-10",13.45
"909","2010-08-11",13.04
"910","2010-08-12",13
"911","2010-08-13",13.06
"912","2010-08-16",13.07
"913","2010-08-17",13.71
"914","2010-08-18",13.84
"915","2010-08-19",13.55
"916","2010-08-20",13.65
"917","2010-08-23",13.02
"918","2010-08-24",13.24
"919","2010-08-25",13.22
"920","2010-08-26",13.19
"921","2010-08-27",13.34
"922","2010-08-30",13.63
"923","2010-08-31",13.45
"924","2010-09-01",13.51
"925","2010-09-02",13.65
"926","2010-09-03",13.88
"927","2010-09-07",14.12
"928","2010-09-08",14.22
"929","2010-09-09",14.34
"930","2010-09-10",14.28
"931","2010-09-13",14.27
"932","2010-09-14",14.05
"933","2010-09-15",14.14
"934","2010-09-16",14.3
"935","2010-09-17",14.37
"936","2010-09-20",14.79
"937","2010-09-21",14.66
"938","2010-09-22",14.65
"939","2010-09-23",14.56
"940","2010-09-24",14.61
"941","2010-09-27",14.29
"942","2010-09-28",14.34
"943","2010-09-29",14.39
"944","2010-09-30",14.4
"945","2010-10-01",14.39
"946","2010-10-04",14.49
"947","2010-10-05",14.65
"948","2010-10-06",14.82
"949","2010-10-07",14.67
"950","2010-10-08",14.57
"951","2010-10-11",15.06
"952","2010-10-12",14.75
"953","2010-10-13",15.05
"954","2010-10-14",15.22
"955","2010-10-15",15.46
"956","2010-10-18",15.4
"957","2010-10-19",15.1
"958","2010-10-20",15.25
"959","2010-10-21",15.32
"960","2010-10-22",15.26
"961","2010-10-25",15.51
"962","2010-10-26",15.2
"963","2010-10-27",15.01
"964","2010-10-28",15.48
"965","2010-10-29",15.55
"966","2010-11-01",15.55
"967","2010-11-02",15.66
"968","2010-11-03",15.82
"969","2010-11-04",16.07
"970","2010-11-05",16.07
"971","2010-11-08",16.120001
"972","2010-11-09",16
"973","2010-11-10",16.09
"974","2010-11-11",15.54
"975","2010-11-12",15.38
"976","2010-11-15",15.38
"977","2010-11-16",15.16
"978","2010-11-17",15.33
"979","2010-11-18",15.82
"980","2010-11-19",15.79
"981","2010-11-22",15.7
"982","2010-11-23",15.15
"983","2010-11-24",15.55
"984","2010-11-26",15.6
"985","2010-11-29",15.2
"986","2010-11-30",15.39
"987","2010-12-01",15.77
"988","2010-12-02",16.23
"989","2010-12-03",16.07
"990","2010-12-06",16.25
"991","2010-12-07",16.17
"992","2010-12-08",16.129999
"993","2010-12-09",16.209999
"994","2010-12-10",16.52
"995","2010-12-13",17.030001
"996","2010-12-14",17.440001
"997","2010-12-15",17.35
"998","2010-12-16",17.16
"999","2010-12-17",17.34
"1000","2010-12-20",17.25
"1001","2010-12-21",17.5
