"","date","BRPA"
"271","2019-01-02",10.16
"272","2019-01-03",10.19
"273","2019-01-04",10.19
"274","2019-01-07",10.2
"275","2019-01-08",10.17
"276","2019-01-09",10.17
"277","2019-01-10",10.17
"278","2019-01-11",10.17
"279","2019-01-14",10.22
"280","2019-01-15",10.22
"281","2019-01-16",10.25
"282","2019-01-17",10.25
"283","2019-01-18",10.25
"284","2019-01-22",10.25
"285","2019-01-23",10.25
"286","2019-01-24",10.25
"287","2019-01-25",10.25
"288","2019-01-28",10.25
"289","2019-01-29",10.25
"290","2019-01-30",10.25
"291","2019-01-31",10.25
"292","2019-02-01",10.25
"293","2019-02-04",10.25
"294","2019-02-05",10.25
"295","2019-02-06",10.27
"296","2019-02-07",10.27
"297","2019-02-08",10.27
"298","2019-02-11",10.27
"299","2019-02-12",10.29
"300","2019-02-13",10.29
"301","2019-02-14",10.3
"302","2019-02-15",10.3
"303","2019-02-19",10.28
"304","2019-02-20",10.3
"305","2019-02-21",10.3
"306","2019-02-22",10.3
"307","2019-02-25",10.3
"308","2019-02-26",10.32
"309","2019-02-27",10.32
"310","2019-02-28",10.32
"311","2019-03-01",10.32
"312","2019-03-04",10.32
"313","2019-03-05",10.32
"314","2019-03-06",10.32
"315","2019-03-07",10.32
"316","2019-03-08",10.32
"317","2019-03-11",10.32
"318","2019-03-12",10.32
"319","2019-03-13",10.32
"320","2019-03-14",10.32
"321","2019-03-15",10.32
"322","2019-03-18",10.35
"323","2019-03-19",10.334
"324","2019-03-20",10.34
"325","2019-03-21",10.33
"326","2019-03-22",10.33
"327","2019-03-25",10.33
"328","2019-03-26",10.33
"329","2019-03-27",10.33
"330","2019-03-28",10.33
"331","2019-03-29",10.33
"332","2019-04-01",10.33
"333","2019-04-02",10.33
"334","2019-04-03",10.33
"335","2019-04-04",10.33
"336","2019-04-05",10.34
"337","2019-04-08",10.34
"338","2019-04-09",10.35
"339","2019-04-10",10.354
"340","2019-04-11",10.354
"341","2019-04-12",10.354
"342","2019-04-15",10.354
"343","2019-04-16",10.366
"344","2019-04-17",10.34
"345","2019-04-18",10.34
"346","2019-04-22",10.38
"347","2019-04-23",10.38
"348","2019-04-24",10.38
"349","2019-04-25",10.38
"350","2019-04-26",10.41
"351","2019-04-29",10.41
"352","2019-04-30",10.41
"353","2019-05-01",10.353
"354","2019-05-02",10.35
"355","2019-05-03",10.36
"356","2019-05-06",10.365
"357","2019-05-07",10.41
"358","2019-05-08",10.4
"359","2019-05-09",10.39
"360","2019-05-10",10.39
"361","2019-05-13",10.39
"362","2019-05-14",10.35
"363","2019-05-15",10.39
"364","2019-05-16",10.39
"365","2019-05-17",10.39
"366","2019-05-20",10.37
"367","2019-05-21",10.37
"368","2019-05-22",10.37
"369","2019-05-23",10.37
"370","2019-05-24",10.54
"371","2019-05-28",10.38
"372","2019-05-29",10.42
"373","2019-05-30",10.42
"374","2019-05-31",10.42
"375","2019-06-03",10.45
"376","2019-06-04",10.45
"377","2019-06-05",10.45
"378","2019-06-06",10.45
"379","2019-06-07",10.45
"380","2019-06-10",10.43
"381","2019-06-11",10.43
"382","2019-06-12",10.43
"383","2019-06-13",10.43
"384","2019-06-14",10.43
"385","2019-06-17",10.8
"386","2019-06-18",10.49
"387","2019-06-19",10.39
"388","2019-06-20",10.38
"389","2019-06-21",10.38
"390","2019-06-24",10.35
"391","2019-06-25",10.43
"392","2019-06-26",10.43
"393","2019-06-27",10.53
"394","2019-06-28",10.53
"395","2019-07-01",10.45
"396","2019-07-02",10.4
"397","2019-07-03",10.4
"398","2019-07-05",10.4
"399","2019-07-08",10.4
"400","2019-07-09",10.4
"401","2019-07-10",10.4
"402","2019-07-11",10.4
"403","2019-07-12",10.4
"404","2019-07-15",10.4
"405","2019-07-16",10.4
"406","2019-07-17",10.4
"407","2019-07-18",10.471
"408","2019-07-19",10.415
"409","2019-07-22",10.5
"410","2019-07-23",10.5
"411","2019-07-24",10.5
"412","2019-07-25",10.5
"413","2019-07-26",10.48
"414","2019-07-29",10.47
"415","2019-07-30",10.47
"416","2019-07-31",10.5
"417","2019-08-01",10.3
"418","2019-08-02",10.5
"419","2019-08-05",10.48
"420","2019-08-06",10.458
"421","2019-08-07",10.458
"422","2019-08-08",10.385
"423","2019-08-09",10.385
"424","2019-08-12",10.385
"425","2019-08-13",10.44
"426","2019-08-14",10.44
"427","2019-08-15",10.44
"428","2019-08-16",10.5
"429","2019-08-19",10.5
"430","2019-08-20",10.46
"431","2019-08-21",10.53
"432","2019-08-22",10.53
"433","2019-08-23",10.4
"434","2019-08-26",10.4
"435","2019-08-27",10.4
"436","2019-08-28",10.43
"437","2019-08-29",10.43
"438","2019-08-30",10.43
"439","2019-09-03",10.45
"440","2019-09-04",10.45
"441","2019-09-05",10.45
"442","2019-09-06",10.45
"443","2019-09-09",10.4
"444","2019-09-10",10.45
"445","2019-09-11",10.5
"446","2019-09-12",10.5
"447","2019-09-13",10.5
"448","2019-09-16",10.5
"449","2019-09-17",10.5
"450","2019-09-18",10.6
"451","2019-09-19",10.6
"452","2019-09-20",10.59
"453","2019-09-23",10.59
"454","2019-09-24",10.54
"455","2019-09-25",10.54
"456","2019-09-26",10.54
"457","2019-09-27",10.58
"458","2019-09-30",10.58
"459","2019-10-01",10.58
"460","2019-10-02",10.58
"461","2019-10-03",10.46
"462","2019-10-04",10.46
"463","2019-10-07",10.46
"464","2019-10-08",10.5
"465","2019-10-09",10.5
"466","2019-10-10",10.5
"467","2019-10-11",10.5
"468","2019-10-14",10.5
"469","2019-10-15",10.5
"470","2019-10-16",10.5
"471","2019-10-17",10.5
"472","2019-10-18",10.5
"473","2019-10-21",10.5
"474","2019-10-22",10.49
"475","2019-10-23",10.49
"476","2019-10-24",10.49
"477","2019-10-25",10.516
"478","2019-10-28",10.516
"479","2019-10-29",10.516
"480","2019-10-30",10.53
"481","2019-10-31",10.707
"482","2019-11-01",10.7
"483","2019-11-04",10.7
"484","2019-11-05",10.7
"485","2019-11-06",10.7
"486","2019-11-07",10.7
"487","2019-11-08",10.61
"488","2019-11-11",10.61
"489","2019-11-12",10.61
"490","2019-11-13",10.61
"491","2019-11-14",10.61
"492","2019-11-15",10.61
"493","2019-11-18",10.61
"494","2019-11-19",10.61
"495","2019-11-20",10.61
"496","2019-11-21",10.61
"497","2019-11-22",10.61
"498","2019-11-25",10.6
"499","2019-11-26",10.6
"500","2019-11-27",10.6
"501","2019-11-29",10.5
"502","2019-12-02",10.59
"503","2019-12-03",10.53
"504","2019-12-04",10.739
"505","2019-12-05",10.739
"506","2019-12-06",10.739
"507","2019-12-09",10.739
"508","2019-12-10",10.739
"509","2019-12-11",10.739
"510","2019-12-12",10.739
"511","2019-12-13",10.5
"512","2019-12-16",10.53
"513","2019-12-17",10.5
"514","2019-12-18",10.55
"515","2019-12-19",10.55
"516","2019-12-20",10.57
"517","2019-12-23",10.57
"518","2019-12-24",10.65
"519","2019-12-26",10.65
"520","2019-12-27",10.65
"521","2019-12-30",10.65
"522","2019-12-31",10.6
"523","2020-01-02",10.6
"524","2020-01-03",10.58
"525","2020-01-06",10.65
"526","2020-01-07",10.65
"527","2020-01-08",10.65
"528","2020-01-09",10.65
"529","2020-01-10",10.65
"530","2020-01-13",10.65
"531","2020-01-14",10.65
"532","2020-01-15",10.65
"533","2020-01-16",10.65
"534","2020-01-17",11.63
"535","2020-01-21",10.71
"536","2020-01-22",10.71
"537","2020-01-23",10.71
"538","2020-01-24",10.612
"539","2020-01-27",10.612
"540","2020-01-28",10.612
"541","2020-01-29",10.612
"542","2020-01-30",10.69
"543","2020-01-31",10.69
"544","2020-02-03",10.69
"545","2020-02-04",10.69
"546","2020-02-05",10.69
"547","2020-02-06",10.63
"548","2020-02-07",10.63
"549","2020-02-10",10.63
"550","2020-02-11",10.634
"551","2020-02-12",10.634
"552","2020-02-13",10.634
"553","2020-02-14",10.634
"554","2020-02-18",10.634
"555","2020-02-19",10.634
"556","2020-02-20",10.634
"557","2020-02-21",10.634
"558","2020-02-24",10.634
"559","2020-02-25",10.634
"560","2020-02-26",10.634
"561","2020-02-27",10.634
"562","2020-02-28",10.65
"563","2020-03-02",10.7
"564","2020-03-03",10.7
"565","2020-03-04",10.7
"566","2020-03-05",10.7
"567","2020-03-06",10.7
"568","2020-03-09",10.7
"569","2020-03-10",10.7
"570","2020-03-11",10.65
"571","2020-03-12",10.65
"572","2020-03-13",10.6
"573","2020-03-16",10.6
"574","2020-03-17",10.45
"575","2020-03-18",10.45
"576","2020-03-19",10.45
"577","2020-03-20",10.45
"578","2020-03-23",10.72
"579","2020-03-24",10.77
"580","2020-03-25",10.77
"581","2020-03-26",10.77
"582","2020-03-27",10.77
"583","2020-03-30",10.77
"584","2020-03-31",10.77
"585","2020-04-01",10.6
"586","2020-04-02",10.6
"587","2020-04-03",10.6
"588","2020-04-06",10.6
"589","2020-04-07",10.6
"590","2020-04-08",10.66
"591","2020-04-09",10.66
"592","2020-04-13",10.66
"593","2020-04-14",10.66
"594","2020-04-15",10.655
"595","2020-04-16",10.68
"596","2020-04-17",10.68
"597","2020-04-20",10.68
"598","2020-04-21",10.68
"599","2020-04-22",10.68
"600","2020-04-23",10.68
"601","2020-04-24",10.68
"602","2020-04-27",10.68
"603","2020-04-28",10.71
"604","2020-04-29",11.85
"605","2020-04-30",11.85
"606","2020-05-01",11.85
"607","2020-05-04",11.48
"608","2020-05-05",11.48
"609","2020-05-06",11.072
"610","2020-05-07",11.072
"611","2020-05-08",11.072
"612","2020-05-11",11.072
"613","2020-05-12",11.072
"614","2020-05-13",11.072
"615","2020-05-14",11.072
"616","2020-05-15",11.072
"617","2020-05-18",11.072
"618","2020-05-19",11.072
"619","2020-05-20",11.072
"620","2020-05-21",11.072
"621","2020-05-22",11.072
"622","2020-05-26",11.072
"623","2020-05-27",11.072
"624","2020-05-28",11.072
"625","2020-05-29",11.072
"626","2020-06-01",11.072
"627","2020-06-02",11.072
"628","2020-06-03",11.072
"629","2020-06-04",11.072
"630","2020-06-05",11.072
"631","2020-06-08",11.072
"632","2020-06-09",11.01
"633","2020-06-10",10.909
"634","2020-06-11",10.909
"635","2020-06-12",10.909
"636","2020-06-15",10.909
"637","2020-06-16",10.909
"638","2020-06-17",10.909
"639","2020-06-18",11.05
"640","2020-06-19",10.916
"641","2020-06-22",10.916
"642","2020-06-23",10.925
"643","2020-06-24",10.95
"644","2020-06-25",11.05
"645","2020-06-26",11.05
"646","2020-06-29",11.05
"647","2020-06-30",10.5
"648","2020-07-01",10.5
"649","2020-07-02",10.879
"650","2020-07-06",10.99
"651","2020-07-07",10.87
"652","2020-07-08",11
"653","2020-07-09",10.93
"654","2020-07-10",10.94
"655","2020-07-13",10.835
"656","2020-07-14",10.94
"657","2020-07-15",10.94
"658","2020-07-16",10.91
"659","2020-07-17",10.7
"660","2020-07-20",10.75
"661","2020-07-21",10.7
"662","2020-07-22",10.7
"663","2020-07-23",10.7
"664","2020-07-24",10.7
"665","2020-07-27",10.7
"666","2020-07-28",10.76
"667","2020-07-29",10.75
"668","2020-07-30",10.75
"669","2020-07-31",10.72
"670","2020-08-03",10.71
"671","2020-08-04",10.71
"672","2020-08-05",10.71
"673","2020-08-06",10.71
"674","2020-08-07",10.62
"675","2020-08-10",10.66
"676","2020-08-11",10.66
"677","2020-08-12",10.66
"678","2020-08-13",10.66
"679","2020-08-14",10.66
"680","2020-08-17",10.66
"681","2020-08-18",10.74
"682","2020-08-19",10.74
"683","2020-08-20",10.74
"684","2020-08-21",10.74
"685","2020-08-24",10.752
"686","2020-08-25",10.752
"687","2020-08-26",10.71
"688","2020-08-27",10.71
"689","2020-08-28",10.71
"690","2020-08-31",10.7
"691","2020-09-01",10.7
"692","2020-09-02",10.68
"693","2020-09-03",10.727
"694","2020-09-04",10.77
"695","2020-09-08",10.77
"696","2020-09-09",10.7
"697","2020-09-10",10.78
"698","2020-09-11",10.78
"699","2020-09-14",10.75
"700","2020-09-15",10.68
"701","2020-09-16",10.68
"702","2020-09-17",10.68
"703","2020-09-18",10.68
"704","2020-09-21",10.68
"705","2020-09-22",10.752
"706","2020-09-23",10.73
"707","2020-09-24",10.73
"708","2020-09-25",10.73
"709","2020-09-28",10.73
"710","2020-09-29",10.73
"711","2020-09-30",10.73
"712","2020-10-01",10.81
"713","2020-10-02",10.78
"714","2020-10-05",10.766
"715","2020-10-06",10.766
"716","2020-10-07",10.784
"717","2020-10-08",10.784
"718","2020-10-09",10.784
"719","2020-10-12",10.784
"720","2020-10-13",10.784
"721","2020-10-14",10.784
"722","2020-10-15",10.784
"723","2020-10-16",10.784
"724","2020-10-19",10.784
"725","2020-10-20",10.784
"726","2020-10-21",10.784
"727","2020-10-22",10.784
"728","2020-10-23",10.784
"729","2020-10-26",10.784
"730","2020-10-27",10.784
"731","2020-10-28",10.784
"732","2020-10-29",10.784
"733","2020-10-30",10.784
"734","2020-11-02",10.784
"735","2020-11-03",10.784
"736","2020-11-04",10.784
"737","2020-11-05",10.74
"738","2020-11-06",10.74
"739","2020-11-09",10.74
"740","2020-11-10",10.74
"741","2020-11-11",10.74
"742","2020-11-12",10.74
"743","2020-11-13",10.75
"744","2020-11-16",10.75
"745","2020-11-17",10.77
"746","2020-11-18",10.77
"747","2020-11-19",10.9
"748","2020-11-20",10.81
"749","2020-11-23",10.81
"750","2020-11-24",10.81
"751","2020-11-25",10.81
"752","2020-11-27",10.83
