"","date","NRC"
"155","2014-01-02",18.51
"156","2014-01-03",18.209999
"157","2014-01-06",18.799999
"158","2014-01-07",18.59
"159","2014-01-08",17.73
"160","2014-01-09",17.34
"161","2014-01-10",17.49
"162","2014-01-13",16.65
"163","2014-01-14",16.969999
"164","2014-01-15",16.950001
"165","2014-01-16",16.32
"166","2014-01-17",16
"167","2014-01-21",16.09
"168","2014-01-22",16.459999
"169","2014-01-23",15.84
"170","2014-01-24",15.8
"171","2014-01-27",15.65
"172","2014-01-28",15.59
"173","2014-01-29",14.85
"174","2014-01-30",15.51
"175","2014-01-31",15
"176","2014-02-03",14.33
"177","2014-02-04",14.73
"178","2014-02-05",14.32
"179","2014-02-06",14.28
"180","2014-02-07",14.16
"181","2014-02-10",14.08
"182","2014-02-11",14.64
"183","2014-02-12",15.01
"184","2014-02-13",15.31
"185","2014-02-14",15.34
"186","2014-02-18",15.66
"187","2014-02-19",16.07
"188","2014-02-20",16.290001
"189","2014-02-21",16.76
"190","2014-02-24",17.030001
"191","2014-02-25",16.75
"192","2014-02-26",17.1
"193","2014-02-27",17.120001
"194","2014-02-28",17.5
"195","2014-03-03",17.799999
"196","2014-03-04",19.120001
"197","2014-03-05",18.709999
"198","2014-03-06",19.08
"199","2014-03-07",18.790001
"200","2014-03-10",18.799999
"201","2014-03-11",18.540001
"202","2014-03-12",18.879999
"203","2014-03-13",18.5
"204","2014-03-14",18
"205","2014-03-17",17.91
"206","2014-03-18",17.915001
"207","2014-03-19",17.540001
"208","2014-03-20",17.5
"209","2014-03-21",17.01
"210","2014-03-24",16.639999
"211","2014-03-25",17.629999
"212","2014-03-26",16.950001
"213","2014-03-27",16.43
"214","2014-03-28",16.450001
"215","2014-03-31",16.59
"216","2014-04-01",16.75
"217","2014-04-02",16.629999
"218","2014-04-03",16.469999
"219","2014-04-04",16.219999
"220","2014-04-07",16.139999
"221","2014-04-08",16.26
"222","2014-04-09",16.360001
"223","2014-04-10",15.52
"224","2014-04-11",15.54
"225","2014-04-14",15.8
"226","2014-04-15",16.01
"227","2014-04-16",15.98
"228","2014-04-17",16.15
"229","2014-04-21",16.41
"230","2014-04-22",16.559999
"231","2014-04-23",16.15
"232","2014-04-24",16.049999
"233","2014-04-25",15.93
"234","2014-04-28",16.07
"235","2014-04-29",15.95
"236","2014-04-30",15.76
"237","2014-05-01",15.29
"238","2014-05-02",15.56
"239","2014-05-05",15.28
"240","2014-05-06",14.55
"241","2014-05-07",15
"242","2014-05-08",14.95
"243","2014-05-09",15.59
"244","2014-05-12",16.52
"245","2014-05-13",15.5
"246","2014-05-14",14.85
"247","2014-05-15",14.5
"248","2014-05-16",14.88
"249","2014-05-19",14.71
"250","2014-05-20",14.37
"251","2014-05-21",14.13
"252","2014-05-22",14.32
"253","2014-05-23",14.32
"254","2014-05-27",15.34
"255","2014-05-28",15.06
"256","2014-05-29",15.08
"257","2014-05-30",15.05
"258","2014-06-02",15.01
"259","2014-06-03",14.32
"260","2014-06-04",13.04
"261","2014-06-05",14.03
"262","2014-06-06",13.85
"263","2014-06-09",13.71
"264","2014-06-10",14
"265","2014-06-11",13.66
"266","2014-06-12",13.52
"267","2014-06-13",13.32
"268","2014-06-16",13.62
"269","2014-06-17",14.05
"270","2014-06-18",14.19
"271","2014-06-19",14.69
"272","2014-06-20",14.79
"273","2014-06-23",14.04
"274","2014-06-24",14.15
"275","2014-06-25",14.54
"276","2014-06-26",14.12
"277","2014-06-27",13.76
"278","2014-06-30",13.99
"279","2014-07-01",14
"280","2014-07-02",13.77
"281","2014-07-03",13.95
"282","2014-07-07",13.61
"283","2014-07-08",13.81
"284","2014-07-09",13.75
"285","2014-07-10",13.56
"286","2014-07-11",13.81
"287","2014-07-14",13.78
"288","2014-07-15",13.76
"289","2014-07-16",13.69
"290","2014-07-17",13.34
"291","2014-07-18",13.98
"292","2014-07-21",13.8
"293","2014-07-22",14.34
"294","2014-07-23",14.35
"295","2014-07-24",13.66
"296","2014-07-25",13.41
"297","2014-07-28",13.5
"298","2014-07-29",13.54
"299","2014-07-30",13.52
"300","2014-07-31",13.21
"301","2014-08-01",13.22
"302","2014-08-04",13.28
"303","2014-08-05",13.22
"304","2014-08-06",14.06
"305","2014-08-07",13.72
"306","2014-08-08",13.95
"307","2014-08-11",13.99
"308","2014-08-12",13.81
"309","2014-08-13",13.62
"310","2014-08-14",13.53
"311","2014-08-15",12.99
"312","2014-08-18",13.81
"313","2014-08-19",14.01
"314","2014-08-20",13.6
"315","2014-08-21",13.8
"316","2014-08-22",13.57
"317","2014-08-25",13.5
"318","2014-08-26",13.65
"319","2014-08-27",13.77
"320","2014-08-28",13.51
"321","2014-08-29",13.99
"322","2014-09-02",14.16
"323","2014-09-03",14.21
"324","2014-09-04",14.27
"325","2014-09-05",13.87
"326","2014-09-08",14.35
"327","2014-09-09",14.05
"328","2014-09-10",14.3
"329","2014-09-11",14.43
"330","2014-09-12",14.31
"331","2014-09-15",14.3
"332","2014-09-16",14.2
"333","2014-09-17",14.36
"334","2014-09-18",14.02
"335","2014-09-19",13.16
"336","2014-09-22",13.07
"337","2014-09-23",13.04
"338","2014-09-24",13.39
"339","2014-09-25",13.41
"340","2014-09-26",13.97
"341","2014-09-29",13.56
"342","2014-09-30",13.01
"343","2014-10-01",12.55
"344","2014-10-02",13.32
"345","2014-10-03",13.54
"346","2014-10-06",13.48
"347","2014-10-07",13.07
"348","2014-10-08",13.64
"349","2014-10-09",13.43
"350","2014-10-10",13.47
"351","2014-10-13",14.17
"352","2014-10-14",14.38
"353","2014-10-15",15.03
"354","2014-10-16",14.82
"355","2014-10-17",14.64
"356","2014-10-20",14.74
"357","2014-10-21",15
"358","2014-10-22",13.99
"359","2014-10-23",14.06
"360","2014-10-24",14.18
"361","2014-10-27",14.57
"362","2014-10-28",15.04
"363","2014-10-29",15.15
"364","2014-10-30",16.129999
"365","2014-10-31",15.89
"366","2014-11-03",15.53
"367","2014-11-04",16.200001
"368","2014-11-05",16.58
"369","2014-11-06",17.01
"370","2014-11-07",17.049999
"371","2014-11-10",17.16
"372","2014-11-11",17.690001
"373","2014-11-12",17.950001
"374","2014-11-13",17.969999
"375","2014-11-14",17.26
"376","2014-11-17",16.290001
"377","2014-11-18",15.53
"378","2014-11-19",14.04
"379","2014-11-20",14.28
"380","2014-11-21",14.09
"381","2014-11-24",15.15
"382","2014-11-25",15.14
"383","2014-11-26",14.86
"384","2014-11-28",14.16
"385","2014-12-01",13.82
"386","2014-12-02",13.94
"387","2014-12-03",13.85
"388","2014-12-04",13.65
"389","2014-12-05",14.26
"390","2014-12-08",14.86
"391","2014-12-09",14.97
"392","2014-12-10",14.16
"393","2014-12-11",14.1
"394","2014-12-12",13.13
"395","2014-12-15",13.37
"396","2014-12-16",14
"397","2014-12-17",14
"398","2014-12-18",13.96
"399","2014-12-19",13.79
"400","2014-12-22",14.2
"401","2014-12-23",14.21
"402","2014-12-24",14.03
"403","2014-12-26",13.99
"404","2014-12-29",13.99
"405","2014-12-30",13.96
"406","2014-12-31",13.99
"407","2015-01-02",13.85
"408","2015-01-05",13.17
"409","2015-01-06",13.08
"410","2015-01-07",13.51
"411","2015-01-08",13.99
"412","2015-01-09",13.35
"413","2015-01-12",13.16
"414","2015-01-13",13.22
"415","2015-01-14",13.26
"416","2015-01-15",13.11
"417","2015-01-16",13.39
"418","2015-01-20",14.31
"419","2015-01-21",13.91
"420","2015-01-22",14.27
"421","2015-01-23",14.09
"422","2015-01-26",14.13
"423","2015-01-27",13.8
"424","2015-01-28",13.61
"425","2015-01-29",14.13
"426","2015-01-30",13.85
"427","2015-02-02",14.19
"428","2015-02-03",14.58
"429","2015-02-04",14.76
"430","2015-02-05",14.7
"431","2015-02-06",14.54
"432","2015-02-09",14.36
"433","2015-02-10",14.92
"434","2015-02-11",14.19
"435","2015-02-12",14.84
"436","2015-02-13",14.6
"437","2015-02-17",14.14
"438","2015-02-18",14.12
"439","2015-02-19",14
"440","2015-02-20",14.04
"441","2015-02-23",13.93
"442","2015-02-24",14
"443","2015-02-25",13.8
"444","2015-02-26",13.97
"445","2015-02-27",13.9
"446","2015-03-02",14.16
"447","2015-03-03",13.81
"448","2015-03-04",13.73
"449","2015-03-05",13.7
"450","2015-03-06",13.48
"451","2015-03-09",13.94
"452","2015-03-10",13.78
"453","2015-03-11",13.94
"454","2015-03-12",14.5
"455","2015-03-13",14.51
"456","2015-03-16",14.92
"457","2015-03-17",15.38
"458","2015-03-18",15.74
"459","2015-03-19",14.85
"460","2015-03-20",15.28
"461","2015-03-23",15.02
"462","2015-03-24",14.94
"463","2015-03-25",14.17
"464","2015-03-26",14.33
"465","2015-03-27",14.44
"466","2015-03-30",14.26
"467","2015-03-31",14.4
"468","2015-04-01",14.31
"469","2015-04-02",14.34
"470","2015-04-06",14.14
"471","2015-04-07",14.16
"472","2015-04-08",14.28
"473","2015-04-09",14.37
"474","2015-04-10",14.4
"475","2015-04-13",14.57
"476","2015-04-14",14.25
"477","2015-04-15",14.1
"478","2015-04-16",14.05
"479","2015-04-17",13.62
"480","2015-04-20",14.17
"481","2015-04-21",14.06
"482","2015-04-22",14.68
"483","2015-04-23",14.83
"484","2015-04-24",15.1
"485","2015-04-27",14.6
"486","2015-04-28",14.82
"487","2015-04-29",14.9
"488","2015-04-30",14.42
"489","2015-05-01",14.48
"490","2015-05-04",14.4
"491","2015-05-05",14.02
"492","2015-05-06",14.06
"493","2015-05-07",14.21
"494","2015-05-08",14.25
"495","2015-05-11",14.39
"496","2015-05-12",14.02
"497","2015-05-13",13.76
"498","2015-05-14",14.03
"499","2015-05-15",14.17
"500","2015-05-18",14.81
"501","2015-05-19",14.9
"502","2015-05-20",14.43
"503","2015-05-21",14.42
"504","2015-05-22",14.56
"505","2015-05-26",13.7
"506","2015-05-27",13.91
"507","2015-05-28",13.81
"508","2015-05-29",13.98
"509","2015-06-01",13.65
"510","2015-06-02",13.7
"511","2015-06-03",13.67
"512","2015-06-04",13.4
"513","2015-06-05",13.48
"514","2015-06-08",13.5
"515","2015-06-09",13.47
"516","2015-06-10",13.8
"517","2015-06-11",13.55
"518","2015-06-12",13.55
"519","2015-06-15",13.57
"520","2015-06-16",13.82
"521","2015-06-17",13.74
"522","2015-06-18",14.32
"523","2015-06-19",14.48
"524","2015-06-22",14.47
"525","2015-06-23",14.49
"526","2015-06-24",14.57
"527","2015-06-25",14.25
"528","2015-06-26",14.4
"529","2015-06-29",14.19
"530","2015-06-30",14.21
"531","2015-07-01",14.26
"532","2015-07-02",14.14
"533","2015-07-06",14.32
"534","2015-07-07",14.2
"535","2015-07-08",14.08
"536","2015-07-09",14.09
"537","2015-07-10",14.27
"538","2015-07-13",14.43
"539","2015-07-14",14.53
"540","2015-07-15",14.61
"541","2015-07-16",14.86
"542","2015-07-17",15.11
"543","2015-07-20",14.75
"544","2015-07-21",14.2
"545","2015-07-22",14.11
"546","2015-07-23",13.1
"547","2015-07-24",13.34
"548","2015-07-27",13.83
"549","2015-07-28",14.28
"550","2015-07-29",14.47
"551","2015-07-30",14.16
"552","2015-07-31",14.8
"553","2015-08-03",13.93
"554","2015-08-04",13.45
"555","2015-08-05",13.16
"556","2015-08-06",13.37
"557","2015-08-07",12.85
"558","2015-08-10",13.18
"559","2015-08-11",13.15
"560","2015-08-12",12.93
"561","2015-08-13",12.95
"562","2015-08-14",13.26
"563","2015-08-17",13.94
"564","2015-08-18",13.75
"565","2015-08-19",13.09
"566","2015-08-20",12.86
"567","2015-08-21",12.72
"568","2015-08-24",11.99
"569","2015-08-25",12.38
"570","2015-08-26",12.02
"571","2015-08-27",12.96
"572","2015-08-28",13.14
"573","2015-08-31",12.75
"574","2015-09-01",12.82
"575","2015-09-02",13.34
"576","2015-09-03",12.45
"577","2015-09-04",12.36
"578","2015-09-08",12.46
"579","2015-09-09",12.59
"580","2015-09-10",12.5
"581","2015-09-11",12.41
"582","2015-09-14",12.28
"583","2015-09-15",12.4
"584","2015-09-16",12.43
"585","2015-09-17",12.84
"586","2015-09-18",12.72
"587","2015-09-21",12.43
"588","2015-09-22",12.73
"589","2015-09-23",13.01
"590","2015-09-24",12.92
"591","2015-09-25",12.01
"592","2015-09-28",11.92
"593","2015-09-29",11.71
"594","2015-09-30",11.94
"595","2015-10-01",11.6
"596","2015-10-02",11.95
"597","2015-10-05",12.36
"598","2015-10-06",13
"599","2015-10-07",13.04
"600","2015-10-08",13.82
"601","2015-10-09",13.21
"602","2015-10-12",14
"603","2015-10-13",13.61
"604","2015-10-14",13.52
"605","2015-10-15",14.19
"606","2015-10-16",14.26
"607","2015-10-19",13.82
"608","2015-10-20",14.06
"609","2015-10-21",14.06
"610","2015-10-22",14.54
"611","2015-10-23",14.89
"612","2015-10-26",15.19
"613","2015-10-27",14.73
"614","2015-10-28",14.98
"615","2015-10-29",15.28
"616","2015-10-30",15.33
"617","2015-11-02",15.71
"618","2015-11-03",15.69
"619","2015-11-04",15.8
"620","2015-11-05",15.43
"621","2015-11-06",16.040001
"622","2015-11-09",15.59
"623","2015-11-10",15.72
"624","2015-11-11",15.61
"625","2015-11-12",15.53
"626","2015-11-13",15.3
"627","2015-11-16",15.42
"628","2015-11-17",15.37
"629","2015-11-18",15.6
"630","2015-11-19",15.19
"631","2015-11-20",15.42
"632","2015-11-23",15.42
"633","2015-11-24",15.2
"634","2015-11-25",15.43
"635","2015-11-27",15.71
"636","2015-11-30",15.46
"637","2015-12-01",15.2
"638","2015-12-02",15.13
"639","2015-12-03",15.17
"640","2015-12-04",15.82
"641","2015-12-07",15.86
"642","2015-12-08",15.71
"643","2015-12-09",15.48
"644","2015-12-10",16.389999
"645","2015-12-11",16.27
"646","2015-12-14",16.959999
"647","2015-12-15",16.950001
"648","2015-12-16",16.9
"649","2015-12-17",16.700001
"650","2015-12-18",16.74
"651","2015-12-21",16.42
"652","2015-12-22",16.43
"653","2015-12-23",16.42
"654","2015-12-24",16.74
"655","2015-12-28",16.52
"656","2015-12-29",16.129999
"657","2015-12-30",16.139999
"658","2015-12-31",16.040001
"659","2016-01-04",15.23
"660","2016-01-05",15.39
"661","2016-01-06",15.29
"662","2016-01-07",14.29
"663","2016-01-08",13.61
"664","2016-01-11",14.42
"665","2016-01-12",14.26
"666","2016-01-13",14
"667","2016-01-14",14.15
"668","2016-01-15",14.03
"669","2016-01-19",14.24
"670","2016-01-20",14.42
"671","2016-01-21",14.8
"672","2016-01-22",14.65
"673","2016-01-25",14.06
"674","2016-01-26",14.8
"675","2016-01-27",14.62
"676","2016-01-28",14.87
"677","2016-01-29",15.09
"678","2016-02-01",15.18
"679","2016-02-02",14.58
"680","2016-02-03",14.6
"681","2016-02-04",14.46
"682","2016-02-05",13.99
"683","2016-02-08",14.28
"684","2016-02-09",14.25
"685","2016-02-10",14.55
"686","2016-02-11",14.4
"687","2016-02-12",15.06
"688","2016-02-16",14.7
"689","2016-02-17",14.54
"690","2016-02-18",14.74
"691","2016-02-19",14.45
"692","2016-02-22",14.4
"693","2016-02-23",14.71
"694","2016-02-24",14.76
"695","2016-02-25",14.94
"696","2016-02-26",14.79
"697","2016-02-29",14.97
"698","2016-03-01",14.87
"699","2016-03-02",14.78
"700","2016-03-03",14.77
"701","2016-03-04",14.8
"702","2016-03-07",14.86
"703","2016-03-08",14.6
"704","2016-03-09",14.59
"705","2016-03-10",14.6
"706","2016-03-11",14.86
"707","2016-03-14",14.68
"708","2016-03-15",14.52
"709","2016-03-16",14.6
"710","2016-03-17",14.58
"711","2016-03-18",14.78
"712","2016-03-21",14.74
"713","2016-03-22",14.8
"714","2016-03-23",14.61
"715","2016-03-24",14.4
"716","2016-03-28",14.85
"717","2016-03-29",15.28
"718","2016-03-30",15.46
"719","2016-03-31",15.55
"720","2016-04-01",15.72
"721","2016-04-04",15.45
"722","2016-04-05",15.3
"723","2016-04-06",15.72
"724","2016-04-07",15.38
"725","2016-04-08",15.12
"726","2016-04-11",14.9
"727","2016-04-12",14.95
"728","2016-04-13",14.95
"729","2016-04-14",14.62
"730","2016-04-15",14.42
"731","2016-04-18",14.45
"732","2016-04-19",14.56
"733","2016-04-20",14.3
"734","2016-04-21",14.32
"735","2016-04-22",14.54
"736","2016-04-25",14.48
"737","2016-04-26",14.54
"738","2016-04-27",14.41
"739","2016-04-28",14.23
"740","2016-04-29",14.39
"741","2016-05-02",14.49
"742","2016-05-03",14.23
"743","2016-05-04",14.09
"744","2016-05-05",14.21
"745","2016-05-06",14.25
"746","2016-05-09",14.5
"747","2016-05-10",14.57
"748","2016-05-11",14.19
"749","2016-05-12",14
"750","2016-05-13",14.37
"751","2016-05-16",14.38
"752","2016-05-17",13.7
"753","2016-05-18",13.68
"754","2016-05-19",13.84
"755","2016-05-20",14.07
"756","2016-05-23",14.17
"757","2016-05-24",13.99
"758","2016-05-25",13.94
"759","2016-05-26",13.89
"760","2016-05-27",14
"761","2016-05-31",13.7
"762","2016-06-01",13.85
"763","2016-06-02",13.77
"764","2016-06-03",13.71
"765","2016-06-06",13.74
"766","2016-06-07",13.4
"767","2016-06-08",13.35
"768","2016-06-09",13.29
"769","2016-06-10",13.13
"770","2016-06-13",12.73
"771","2016-06-14",13.02
"772","2016-06-15",13.03
"773","2016-06-16",12.9
"774","2016-06-17",13.24
"775","2016-06-20",13.5
"776","2016-06-21",13.37
"777","2016-06-22",13.52
"778","2016-06-23",13.56
"779","2016-06-24",13.67
"780","2016-06-27",13.52
"781","2016-06-28",13.59
"782","2016-06-29",13.6
"783","2016-06-30",13.7
"784","2016-07-01",13.68
"785","2016-07-05",13.75
"786","2016-07-06",14.17
"787","2016-07-07",14
"788","2016-07-08",14.58
"789","2016-07-11",14.56
"790","2016-07-12",14.99
"791","2016-07-13",15.18
"792","2016-07-14",15.31
"793","2016-07-15",15.56
"794","2016-07-18",15.55
"795","2016-07-19",15.23
"796","2016-07-20",15.59
"797","2016-07-21",15.14
"798","2016-07-22",15.4
"799","2016-07-25",15.55
"800","2016-07-26",15.8
"801","2016-07-27",15.51
"802","2016-07-28",15.83
"803","2016-07-29",15.02
"804","2016-08-01",15.67
"805","2016-08-02",15.58
"806","2016-08-03",15.71
"807","2016-08-04",15.89
"808","2016-08-05",16.030001
"809","2016-08-08",15.85
"810","2016-08-09",16
"811","2016-08-10",15.9
"812","2016-08-11",15.8
"813","2016-08-12",15.72
"814","2016-08-15",15.86
"815","2016-08-16",15.95
"816","2016-08-17",15.9
"817","2016-08-18",16.15
"818","2016-08-19",16.4
"819","2016-08-22",16.690001
"820","2016-08-23",16.860001
"821","2016-08-24",16.84
"822","2016-08-25",16.75
"823","2016-08-26",16.49
"824","2016-08-29",16.549999
"825","2016-08-30",16.08
"826","2016-08-31",15.83
"827","2016-09-01",16.02
"828","2016-09-02",16.35
"829","2016-09-06",15.98
"830","2016-09-07",16.25
"831","2016-09-08",15.96
"832","2016-09-09",15.6
"833","2016-09-12",15.85
"834","2016-09-13",15.5
"835","2016-09-14",15.51
"836","2016-09-15",15.69
"837","2016-09-16",16.41
"838","2016-09-19",15.98
"839","2016-09-20",16.34
"840","2016-09-21",15.97
"841","2016-09-22",15.95
"842","2016-09-23",15.79
"843","2016-09-26",15.69
"844","2016-09-27",15.68
"845","2016-09-28",15.63
"846","2016-09-29",15.65
"847","2016-09-30",16.290001
"848","2016-10-03",15.91
"849","2016-10-04",15.55
"850","2016-10-05",15.56
"851","2016-10-06",15.63
"852","2016-10-07",15.69
"853","2016-10-10",15.85
"854","2016-10-11",15.58
"855","2016-10-12",15.76
"856","2016-10-13",15.53
"857","2016-10-14",15.61
"858","2016-10-17",16.1
"859","2016-10-18",16.299999
"860","2016-10-19",16.15
"861","2016-10-20",16.299999
"862","2016-10-21",16.200001
"863","2016-10-24",16
"864","2016-10-25",15.8
"865","2016-10-26",15.7
"866","2016-10-27",15.5
"867","2016-10-28",15.7
"868","2016-10-31",15.35
"869","2016-11-01",15.2
"870","2016-11-02",14.65
"871","2016-11-03",14.6
"872","2016-11-04",15.2
"873","2016-11-07",15.45
"874","2016-11-08",16.200001
"875","2016-11-09",16.4
"876","2016-11-10",16.700001
"877","2016-11-11",16
"878","2016-11-14",15.95
"879","2016-11-15",15.95
"880","2016-11-16",16.049999
"881","2016-11-17",16
"882","2016-11-18",16
"883","2016-11-21",15.9
"884","2016-11-22",16.049999
"885","2016-11-23",16
"886","2016-11-25",16
"887","2016-11-28",16
"888","2016-11-29",15.95
"889","2016-11-30",16
"890","2016-12-01",16.15
"891","2016-12-02",16.299999
"892","2016-12-05",17
"893","2016-12-06",17.450001
"894","2016-12-07",17.799999
"895","2016-12-08",18
"896","2016-12-09",18.1
"897","2016-12-12",18.15
"898","2016-12-13",18.5
"899","2016-12-14",18.4
"900","2016-12-15",18.15
"901","2016-12-16",17.9
"902","2016-12-19",18
"903","2016-12-20",18
"904","2016-12-21",18.15
"905","2016-12-22",18
"906","2016-12-23",17.950001
"907","2016-12-27",18.200001
"908","2016-12-28",18
"909","2016-12-29",18.75
"910","2016-12-30",19
"911","2017-01-03",18.799999
"912","2017-01-04",19.200001
"913","2017-01-05",19.6
"914","2017-01-06",19.4
"915","2017-01-09",19
"916","2017-01-10",19.200001
"917","2017-01-11",18.75
"918","2017-01-12",18.6
"919","2017-01-13",18.549999
"920","2017-01-17",18.25
"921","2017-01-18",18.450001
"922","2017-01-19",18.35
"923","2017-01-20",18.15
"924","2017-01-23",17.5
"925","2017-01-24",18.4
"926","2017-01-25",18.35
"927","2017-01-26",18.049999
"928","2017-01-27",17.700001
"929","2017-01-30",17.200001
"930","2017-01-31",17.450001
"931","2017-02-01",17.85
"932","2017-02-02",17.799999
"933","2017-02-03",18.1
"934","2017-02-06",18.049999
"935","2017-02-07",18
"936","2017-02-08",17.85
"937","2017-02-09",18.200001
"938","2017-02-10",18.299999
"939","2017-02-13",18.4
"940","2017-02-14",17.950001
"941","2017-02-15",17.85
"942","2017-02-16",17.25
"943","2017-02-17",17.5
"944","2017-02-21",17.9
"945","2017-02-22",18.6
"946","2017-02-23",18.65
"947","2017-02-24",18.700001
"948","2017-02-27",19
"949","2017-02-28",18.65
"950","2017-03-01",18.799999
"951","2017-03-02",19.799999
"952","2017-03-03",18.950001
"953","2017-03-06",18.75
"954","2017-03-07",18.65
"955","2017-03-08",17.549999
"956","2017-03-09",17.049999
"957","2017-03-10",17.75
"958","2017-03-13",17.9
"959","2017-03-14",17.85
"960","2017-03-15",18.4
"961","2017-03-16",18.5
"962","2017-03-17",19.049999
"963","2017-03-20",19.25
"964","2017-03-21",19.4
"965","2017-03-22",19.1
"966","2017-03-23",19
"967","2017-03-24",19.15
"968","2017-03-27",20
"969","2017-03-28",19.950001
"970","2017-03-29",19.25
"971","2017-03-30",19.35
"972","2017-03-31",19.700001
"973","2017-04-03",19.799999
"974","2017-04-04",20.15
"975","2017-04-05",20.299999
"976","2017-04-06",20.85
"977","2017-04-07",21.1
"978","2017-04-10",21.299999
"979","2017-04-11",21.65
"980","2017-04-12",21.450001
"981","2017-04-13",20.6
"982","2017-04-17",21.35
"983","2017-04-18",21.9
"984","2017-04-19",22.1
"985","2017-04-20",22.549999
"986","2017-04-21",22.950001
"987","2017-04-24",23.25
"988","2017-04-25",23.950001
"989","2017-04-26",24.549999
"990","2017-04-27",24.85
"991","2017-04-28",24.799999
"992","2017-05-01",24.85
"993","2017-05-02",25
"994","2017-05-03",25.049999
"995","2017-05-04",24.5
