"","date","SYRS"
"1","2016-06-30",18.15
"2","2016-07-01",19.35
"3","2016-07-05",18.209999
"4","2016-07-06",18
"5","2016-07-07",17.280001
"6","2016-07-08",15.8
"7","2016-07-11",15.97
"8","2016-07-12",16.17
"9","2016-07-13",16
"10","2016-07-14",15.45
"11","2016-07-15",15
"12","2016-07-18",12.72
"13","2016-07-19",12.09
"14","2016-07-20",12.4
"15","2016-07-21",11.25
"16","2016-07-22",11.45
"17","2016-07-25",12.31
"18","2016-07-26",12.33
"19","2016-07-27",12.02
"20","2016-07-28",11.98
"21","2016-07-29",11.58
"22","2016-08-01",11.29
"23","2016-08-02",10.849
"24","2016-08-03",10.5
"25","2016-08-04",10.3
"26","2016-08-05",10.15
"27","2016-08-08",9.39
"28","2016-08-09",9.69
"29","2016-08-10",8.96
"30","2016-08-11",8.755
"31","2016-08-12",8.51
"32","2016-08-15",9
"33","2016-08-16",12.25
"34","2016-08-17",11.66
"35","2016-08-18",11.1
"36","2016-08-19",11.38
"37","2016-08-22",11.325
"38","2016-08-23",11.5
"39","2016-08-24",11.51
"40","2016-08-25",11.7
"41","2016-08-26",11.75
"42","2016-08-29",11.7
"43","2016-08-30",13.55
"44","2016-08-31",13.7
"45","2016-09-01",12.86
"46","2016-09-02",12.658
"47","2016-09-06",12.55
"48","2016-09-07",12.98
"49","2016-09-08",12.87
"50","2016-09-09",13.13
"51","2016-09-12",12.95
"52","2016-09-13",12.6
"53","2016-09-14",12.8
"54","2016-09-15",12.59
"55","2016-09-16",12.17
"56","2016-09-19",13.4
"57","2016-09-20",13.25
"58","2016-09-21",13.25
"59","2016-09-22",13.23
"60","2016-09-23",13.22
"61","2016-09-26",13.3
"62","2016-09-27",13.3
"63","2016-09-28",13.55
"64","2016-09-29",13.9
"65","2016-09-30",13.87
"66","2016-10-03",13.97
"67","2016-10-04",14.25
"68","2016-10-05",14.12
"69","2016-10-06",14.25
"70","2016-10-07",14.15
"71","2016-10-10",14.67
"72","2016-10-11",14.69
"73","2016-10-12",14.23
"74","2016-10-13",13.33
"75","2016-10-14",13.17
"76","2016-10-17",13.04
"77","2016-10-18",13.93
"78","2016-10-19",14.28
"79","2016-10-20",14.82
"80","2016-10-21",14.52
"81","2016-10-24",15.15
"82","2016-10-25",14.41
"83","2016-10-26",14.05
"84","2016-10-27",13.89
"85","2016-10-28",13.65
"86","2016-10-31",13.59
"87","2016-11-01",13.02
"88","2016-11-02",11.56
"89","2016-11-03",11.62
"90","2016-11-04",12.12
"91","2016-11-07",12.7
"92","2016-11-08",12.75
"93","2016-11-09",12.76
"94","2016-11-10",12.95
"95","2016-11-11",13.27
"96","2016-11-14",12.75
"97","2016-11-15",13.32
"98","2016-11-16",13.1
"99","2016-11-17",12.82
"100","2016-11-18",12.89
"101","2016-11-21",13.58
"102","2016-11-22",13.88
"103","2016-11-23",13.86
"104","2016-11-25",14.19
"105","2016-11-28",13.33
"106","2016-11-29",13.93
"107","2016-11-30",13.58
"108","2016-12-01",14.08
"109","2016-12-02",15.47
"110","2016-12-05",15.76
"111","2016-12-06",16.68
"112","2016-12-07",16.65
"113","2016-12-08",16.540001
"114","2016-12-09",16.51
"115","2016-12-12",16.4
"116","2016-12-13",15.75
"117","2016-12-14",14.84
"118","2016-12-15",14.89
"119","2016-12-16",15.3
"120","2016-12-19",15.46
"121","2016-12-20",15.9
"122","2016-12-21",15.5
"123","2016-12-22",14.3
"124","2016-12-23",13.65
"125","2016-12-27",12.27
"126","2016-12-28",12.48
"127","2016-12-29",12.42
"128","2016-12-30",12.16
"129","2017-01-03",12.48
"130","2017-01-04",13.16
"131","2017-01-05",13.95
"132","2017-01-06",13.07
"133","2017-01-09",11.89
"134","2017-01-10",11.69
"135","2017-01-11",11.9
"136","2017-01-12",11.69
"137","2017-01-13",11.86
"138","2017-01-17",11.64
"139","2017-01-18",11.69
"140","2017-01-19",11.16
"141","2017-01-20",11.06
"142","2017-01-23",10.94
"143","2017-01-24",11.24
"144","2017-01-25",11.04
"145","2017-01-26",10.6
"146","2017-01-27",10.76
"147","2017-01-30",10.7
"148","2017-01-31",10.85
"149","2017-02-01",10.77
"150","2017-02-02",10.9
"151","2017-02-03",10.8
"152","2017-02-06",10.92
"153","2017-02-07",10.69
"154","2017-02-08",10.65
"155","2017-02-09",10.8
"156","2017-02-10",10.9
"157","2017-02-13",11.09
"158","2017-02-14",10.98
"159","2017-02-15",10.9
"160","2017-02-16",11.05
"161","2017-02-17",11.03
"162","2017-02-21",11.07
"163","2017-02-22",11.01
"164","2017-02-23",10.91
"165","2017-02-24",10.98
"166","2017-02-27",11.01
"167","2017-02-28",11.05
"168","2017-03-01",11.04
"169","2017-03-02",10.92
"170","2017-03-03",11
"171","2017-03-06",11.19
"172","2017-03-07",11.04
"173","2017-03-08",11
"174","2017-03-09",11.91
"175","2017-03-10",12.33
"176","2017-03-13",12.88
"177","2017-03-14",13.31
"178","2017-03-15",14.95
"179","2017-03-16",16.65
"180","2017-03-17",15.94
"181","2017-03-20",16.030001
"182","2017-03-21",14.64
"183","2017-03-22",14.82
"184","2017-03-23",14.57
"185","2017-03-24",15.28
"186","2017-03-27",14.84
"187","2017-03-28",15
"188","2017-03-29",15.1
"189","2017-03-30",15.4
"190","2017-03-31",15.93
"191","2017-04-03",15.86
"192","2017-04-04",15.82
"193","2017-04-05",14.83
"194","2017-04-06",14.45
"195","2017-04-07",14.7
"196","2017-04-10",14.59
"197","2017-04-11",15
"198","2017-04-12",14.42
"199","2017-04-13",14.57
"200","2017-04-17",14.95
"201","2017-04-18",15.35
"202","2017-04-19",15.17
"203","2017-04-20",15.54
"204","2017-04-21",14.9
"205","2017-04-24",15.29
"206","2017-04-25",15.54
"207","2017-04-26",16.209999
"208","2017-04-27",15.78
"209","2017-04-28",15.19
"210","2017-05-01",15.23
"211","2017-05-02",14.87
"212","2017-05-03",14.58
"213","2017-05-04",14.23
"214","2017-05-05",14.31
"215","2017-05-08",14.04
"216","2017-05-09",13.98
"217","2017-05-10",13.87
"218","2017-05-11",13.92
"219","2017-05-12",14.56
"220","2017-05-15",15.01
"221","2017-05-16",16.34
"222","2017-05-17",16.09
"223","2017-05-18",15.95
"224","2017-05-19",16.84
"225","2017-05-22",16.379999
"226","2017-05-23",16.690001
"227","2017-05-24",17.17
"228","2017-05-25",15.34
"229","2017-05-26",14.93
"230","2017-05-30",15.72
"231","2017-05-31",16
"232","2017-06-01",17.440001
"233","2017-06-02",16.51
"234","2017-06-05",15.56
"235","2017-06-06",14.83
"236","2017-06-07",15.12
"237","2017-06-08",14.62
"238","2017-06-09",14.7
"239","2017-06-12",16.15
"240","2017-06-13",15.85
"241","2017-06-14",16.950001
"242","2017-06-15",16.610001
"243","2017-06-16",17.58
"244","2017-06-19",18.57
"245","2017-06-20",17.450001
"246","2017-06-21",17.18
"247","2017-06-22",16.860001
"248","2017-06-23",17.43
"249","2017-06-26",18.040001
"250","2017-06-27",17.23
"251","2017-06-28",17.709999
"252","2017-06-29",17.07
"253","2017-06-30",16.09
"254","2017-07-03",16.969999
"255","2017-07-05",17.67
"256","2017-07-06",18.01
"257","2017-07-07",17.610001
"258","2017-07-10",17.26
"259","2017-07-11",17.27
"260","2017-07-12",17.459999
"261","2017-07-13",17.26
"262","2017-07-14",17.08
"263","2017-07-17",17.49
"264","2017-07-18",17.700001
"265","2017-07-19",17.879999
"266","2017-07-20",18.35
"267","2017-07-21",19.32
"268","2017-07-24",20.559999
"269","2017-07-25",22.139999
"270","2017-07-26",21.889999
"271","2017-07-27",20.450001
"272","2017-07-28",23.059999
"273","2017-07-31",22.82
"274","2017-08-01",21.639999
"275","2017-08-02",21.209999
"276","2017-08-03",21.629999
"277","2017-08-04",22.129999
"278","2017-08-07",23.75
"279","2017-08-08",22.809999
"280","2017-08-09",22.84
"281","2017-08-10",21.049999
"282","2017-08-11",21.809999
"283","2017-08-14",22.9
"284","2017-08-15",22.33
"285","2017-08-16",20.93
"286","2017-08-17",20.200001
"287","2017-08-18",20.17
"288","2017-08-21",19.42
"289","2017-08-22",19.719999
"290","2017-08-23",19.809999
"291","2017-08-24",19.83
"292","2017-08-25",19.85
"293","2017-08-28",20.02
"294","2017-08-29",20.09
"295","2017-08-30",19.99
"296","2017-08-31",19.57
"297","2017-09-01",18.860001
"298","2017-09-05",18.299999
"299","2017-09-06",17.24
"300","2017-09-07",16.99
"301","2017-09-08",17.18
"302","2017-09-11",16.059999
"303","2017-09-12",15.49
"304","2017-09-13",16.700001
"305","2017-09-14",16.48
"306","2017-09-15",16.09
"307","2017-09-18",17.17
"308","2017-09-19",16.67
"309","2017-09-20",16.110001
"310","2017-09-21",15.46
"311","2017-09-22",14.93
"312","2017-09-25",15.06
"313","2017-09-26",14.63
"314","2017-09-27",13.52
"315","2017-09-28",15.22
"316","2017-09-29",14.72
"317","2017-10-02",15.87
"318","2017-10-03",16.48
"319","2017-10-04",16.18
"320","2017-10-05",16.58
"321","2017-10-06",16.01
"322","2017-10-09",17.16
"323","2017-10-10",16.57
"324","2017-10-11",16.84
"325","2017-10-12",17.48
"326","2017-10-13",16.85
"327","2017-10-16",16.5
"328","2017-10-17",15.89
"329","2017-10-18",16.34
"330","2017-10-19",16.33
"331","2017-10-20",16.51
"332","2017-10-23",17.059999
"333","2017-10-24",16.75
"334","2017-10-25",16.5
"335","2017-10-26",15.65
"336","2017-10-27",15.41
"337","2017-10-30",16.42
"338","2017-10-31",17.200001
"339","2017-11-01",15.19
"340","2017-11-02",12.64
"341","2017-11-03",12.895
"342","2017-11-06",14.02
"343","2017-11-07",12.25
"344","2017-11-08",11.605
"345","2017-11-09",11.62
"346","2017-11-10",11.34
"347","2017-11-13",11.65
"348","2017-11-14",11.57
"349","2017-11-15",11.62
"350","2017-11-16",12.11
"351","2017-11-17",12.35
"352","2017-11-20",12.77
"353","2017-11-21",13.3
"354","2017-11-22",13.54
"355","2017-11-24",13.75
"356","2017-11-27",13.29
"357","2017-11-28",14.03
"358","2017-11-29",13.19
"359","2017-11-30",14.85
"360","2017-12-01",15.4
"361","2017-12-04",14.6
"362","2017-12-05",13.4
"363","2017-12-06",12.65
"364","2017-12-07",12.875
"365","2017-12-08",12.37
"366","2017-12-11",8.45
"367","2017-12-12",9.52
"368","2017-12-13",9.08
"369","2017-12-14",8.98
"370","2017-12-15",8.99
"371","2017-12-18",9.89
"372","2017-12-19",9.5
"373","2017-12-20",9.5
"374","2017-12-21",9.51
"375","2017-12-22",10.04
"376","2017-12-26",9.79
"377","2017-12-27",9.9
"378","2017-12-28",9.88
"379","2017-12-29",9.73
"380","2018-01-02",9.98
"381","2018-01-03",9.54
"382","2018-01-04",10.05
"383","2018-01-05",9.95
"384","2018-01-08",9.77
"385","2018-01-09",10.39
"386","2018-01-10",10.73
"387","2018-01-11",10.65
"388","2018-01-12",10.51
"389","2018-01-16",10.52
"390","2018-01-17",10.82
"391","2018-01-18",10.53
"392","2018-01-19",10.8
"393","2018-01-22",11.07
"394","2018-01-23",11.06
"395","2018-01-24",10.93
"396","2018-01-25",11
