"","date","OMF"
"1","2013-10-16",19.26
"2","2013-10-17",20
"3","2013-10-18",20.200001
"4","2013-10-21",19.9
"5","2013-10-22",19.9
"6","2013-10-23",19.92
"7","2013-10-24",19.77
"8","2013-10-25",19.530001
"9","2013-10-28",19.610001
"10","2013-10-29",19.85
"11","2013-10-30",20.27
"12","2013-10-31",20.33
"13","2013-11-01",21.6
"14","2013-11-04",21.629999
"15","2013-11-05",21.51
"16","2013-11-06",21.48
"17","2013-11-07",21.32
"18","2013-11-08",21.360001
"19","2013-11-11",21.389999
"20","2013-11-12",20.33
"21","2013-11-13",20
"22","2013-11-14",19.85
"23","2013-11-15",20.059999
"24","2013-11-18",19.49
"25","2013-11-19",19.459999
"26","2013-11-20",19.66
"27","2013-11-21",20.1
"28","2013-11-22",20.18
"29","2013-11-25",20.48
"30","2013-11-26",20.07
"31","2013-11-27",20.889999
"32","2013-11-29",21.08
"33","2013-12-02",21.35
"34","2013-12-03",21.200001
"35","2013-12-04",21.6
"36","2013-12-05",21.83
"37","2013-12-06",21.77
"38","2013-12-09",21.18
"39","2013-12-10",21.799999
"40","2013-12-11",21.41
"41","2013-12-12",21.790001
"42","2013-12-13",22.5
"43","2013-12-16",22.950001
"44","2013-12-17",23.09
"45","2013-12-18",23.610001
"46","2013-12-19",23.459999
"47","2013-12-20",23.58
"48","2013-12-23",24.5
"49","2013-12-24",24.5
"50","2013-12-26",24.6
"51","2013-12-27",25.040001
"52","2013-12-30",25.09
"53","2013-12-31",25.280001
"54","2014-01-02",25.73
"55","2014-01-03",25.15
"56","2014-01-06",25.450001
"57","2014-01-07",27.120001
"58","2014-01-08",27.17
"59","2014-01-09",26.299999
"60","2014-01-10",26.360001
"61","2014-01-13",25.209999
"62","2014-01-14",25.450001
"63","2014-01-15",26.190001
"64","2014-01-16",26.049999
"65","2014-01-17",25.709999
"66","2014-01-21",25.309999
"67","2014-01-22",25.719999
"68","2014-01-23",25.799999
"69","2014-01-24",24.93
"70","2014-01-27",24.870001
"71","2014-01-28",24.639999
"72","2014-01-29",23.43
"73","2014-01-30",23.9
"74","2014-01-31",23.959999
"75","2014-02-03",23.82
"76","2014-02-04",23.83
"77","2014-02-05",23.82
"78","2014-02-06",23.879999
"79","2014-02-07",24.200001
"80","2014-02-10",24.530001
"81","2014-02-11",25.49
"82","2014-02-12",25.889999
"83","2014-02-13",25.6
"84","2014-02-14",25.290001
"85","2014-02-18",25.49
"86","2014-02-19",25.5
"87","2014-02-20",24.57
"88","2014-02-21",26.139999
"89","2014-02-24",28.360001
"90","2014-02-25",28.559999
"91","2014-02-26",27.49
"92","2014-02-27",27.16
"93","2014-02-28",28.17
"94","2014-03-03",28.09
"95","2014-03-04",28.440001
"96","2014-03-05",27.690001
"97","2014-03-06",27.82
"98","2014-03-07",27.959999
"99","2014-03-10",27.860001
"100","2014-03-11",27.290001
"101","2014-03-12",26.15
"102","2014-03-13",25.860001
"103","2014-03-14",24.48
"104","2014-03-17",25.1
"105","2014-03-18",25.84
"106","2014-03-19",25.6
"107","2014-03-20",26.1
"108","2014-03-21",26.1
"109","2014-03-24",25.969999
"110","2014-03-25",25.74
"111","2014-03-26",24.49
"112","2014-03-27",24.6
"113","2014-03-28",25.16
"114","2014-03-31",25.15
"115","2014-04-01",25.040001
"116","2014-04-02",24.709999
"117","2014-04-03",25.209999
"118","2014-04-04",24.76
"119","2014-04-07",23.73
"120","2014-04-08",23.219999
"121","2014-04-09",23.84
"122","2014-04-10",23.57
"123","2014-04-11",22.879999
"124","2014-04-14",22.780001
"125","2014-04-15",22.35
"126","2014-04-16",23.08
"127","2014-04-17",23.74
"128","2014-04-21",23.91
"129","2014-04-22",24.360001
"130","2014-04-23",24.309999
"131","2014-04-24",24.18
"132","2014-04-25",23.85
"133","2014-04-28",24.35
"134","2014-04-29",23.809999
"135","2014-04-30",22.98
"136","2014-05-01",23.540001
"137","2014-05-02",24.1
"138","2014-05-05",24.76
"139","2014-05-06",24.41
"140","2014-05-07",24.209999
"141","2014-05-08",23.780001
"142","2014-05-09",24.07
"143","2014-05-12",24.67
"144","2014-05-13",24.76
"145","2014-05-14",23.84
"146","2014-05-15",23.059999
"147","2014-05-16",23.360001
"148","2014-05-19",22.85
"149","2014-05-20",22.41
"150","2014-05-21",22.43
"151","2014-05-22",23.219999
"152","2014-05-23",23.49
"153","2014-05-27",24.290001
"154","2014-05-28",23.9
"155","2014-05-29",24.24
"156","2014-05-30",23.469999
"157","2014-06-02",24.1
"158","2014-06-03",23.75
"159","2014-06-04",23.889999
"160","2014-06-05",24.809999
"161","2014-06-06",25.790001
"162","2014-06-09",27.27
"163","2014-06-10",26.98
"164","2014-06-11",26.49
"165","2014-06-12",25.4
"166","2014-06-13",25.1
"167","2014-06-16",26.459999
"168","2014-06-17",27.139999
"169","2014-06-18",27.35
"170","2014-06-19",27.059999
"171","2014-06-20",26.450001
"172","2014-06-23",26.690001
"173","2014-06-24",26.07
"174","2014-06-25",26.27
"175","2014-06-26",25.75
"176","2014-06-27",25.639999
"177","2014-06-30",25.950001
"178","2014-07-01",26.559999
"179","2014-07-02",26.07
"180","2014-07-03",25.93
"181","2014-07-07",25.620001
"182","2014-07-08",25.33
"183","2014-07-09",26.07
"184","2014-07-10",25.610001
"185","2014-07-11",25.280001
"186","2014-07-14",25.9
"187","2014-07-15",25.780001
"188","2014-07-16",26.389999
"189","2014-07-17",25.77
"190","2014-07-18",26.34
"191","2014-07-21",25.809999
"192","2014-07-22",27.02
"193","2014-07-23",27.049999
"194","2014-07-24",26.950001
"195","2014-07-25",26.84
"196","2014-07-28",26.440001
"197","2014-07-29",26.75
"198","2014-07-30",26.73
"199","2014-07-31",26.18
"200","2014-08-01",26.01
"201","2014-08-04",26.24
"202","2014-08-05",26.01
"203","2014-08-06",26.360001
"204","2014-08-07",29.65
"205","2014-08-08",32.880001
"206","2014-08-11",32.450001
"207","2014-08-12",32.869999
"208","2014-08-13",32.700001
"209","2014-08-14",32.59
"210","2014-08-15",32.459999
"211","2014-08-18",32.91
"212","2014-08-19",32.900002
"213","2014-08-20",32.689999
"214","2014-08-21",32.689999
"215","2014-08-22",32.66
"216","2014-08-25",32.880001
"217","2014-08-26",33.110001
"218","2014-08-27",33.049999
"219","2014-08-28",32.950001
"220","2014-08-29",33.279999
"221","2014-09-02",33.630001
"222","2014-09-03",33.75
"223","2014-09-04",34.5
"224","2014-09-05",34.439999
