"","date","GHM"
"382","2008-07-09",36.365002
"383","2008-07-10",39.424999
"384","2008-07-11",40.035
"385","2008-07-14",44.025002
"386","2008-07-15",45.25
"387","2008-07-16",44.900002
"388","2008-07-17",44.82
"389","2008-07-18",44.105
"390","2008-07-21",46.544998
"391","2008-07-22",46.325001
"392","2008-07-23",42.919998
"393","2008-07-24",38.830002
"394","2008-07-25",41.139999
"395","2008-07-28",41.93
"396","2008-07-29",42.264999
"397","2008-07-30",45.810001
"398","2008-07-31",44.5
"399","2008-08-01",50.985001
"400","2008-08-04",45.490002
"401","2008-08-05",47.470001
"402","2008-08-06",51.580002
"403","2008-08-07",50.25
"404","2008-08-08",49.375
"405","2008-08-11",51.200001
"406","2008-08-12",53.259998
"407","2008-08-13",52.525002
"408","2008-08-14",53.485001
"409","2008-08-15",50.435001
"410","2008-08-18",52.575001
"411","2008-08-19",50.560001
"412","2008-08-20",52.424999
"413","2008-08-21",50.799999
"414","2008-08-22",49.174999
"415","2008-08-25",45
"416","2008-08-26",45.41
"417","2008-08-27",45.509998
"418","2008-08-28",47.564999
"419","2008-08-29",46.700001
"420","2008-09-02",42.654999
"421","2008-09-03",40
"422","2008-09-04",36.615002
"423","2008-09-05",37.224998
"424","2008-09-08",36.325001
"425","2008-09-09",30.200001
"426","2008-09-10",33.005001
"427","2008-09-11",34.299999
"428","2008-09-12",34.564999
"429","2008-09-15",32.125
"430","2008-09-16",32.580002
"431","2008-09-17",30.334999
"432","2008-09-18",30.9
"433","2008-09-19",34.814999
"434","2008-09-22",33
"435","2008-09-23",31.125
"436","2008-09-24",31.309999
"437","2008-09-25",31.125
"438","2008-09-26",29.43
"439","2008-09-29",23.775
"440","2008-09-30",27.049999
"441","2008-10-01",24.51
"442","2008-10-02",20.65
"443","2008-10-03",20.09
"444","2008-10-06",17.73
"445","2008-10-07",15.35
"446","2008-10-08",17.85
"447","2008-10-09",15.55
"448","2008-10-10",19.700001
"449","2008-10-13",22.879999
"450","2008-10-14",24.200001
"451","2008-10-15",18.950001
"452","2008-10-16",23.1
"453","2008-10-17",22.120001
"454","2008-10-20",22.75
"455","2008-10-21",21.17
"456","2008-10-22",18.5
"457","2008-10-23",18.25
"458","2008-10-24",16.549999
"459","2008-10-27",15.65
"460","2008-10-28",17.450001
"461","2008-10-29",19.299999
"462","2008-10-30",20.200001
"463","2008-10-31",21
"464","2008-11-03",20.950001
"465","2008-11-04",15.25
"466","2008-11-05",14.01
"467","2008-11-06",14.15
"468","2008-11-07",13.6
"469","2008-11-10",12.53
"470","2008-11-11",11.31
"471","2008-11-12",9.26
"472","2008-11-13",11
"473","2008-11-14",9.1
"474","2008-11-17",9.79
"475","2008-11-18",10.2
"476","2008-11-19",8.27
"477","2008-11-20",7.66
"478","2008-11-21",7.57
"479","2008-11-24",8.42
"480","2008-11-25",8.12
"481","2008-11-26",9.65
"482","2008-11-28",9.1
"483","2008-12-01",8.3
"484","2008-12-02",8.64
"485","2008-12-03",8.9
"486","2008-12-04",8.1
"487","2008-12-05",8.66
"488","2008-12-08",9.81
"489","2008-12-09",9.78
"490","2008-12-10",10
"491","2008-12-11",9.81
"492","2008-12-12",9.84
"493","2008-12-15",9.6
"494","2008-12-16",10.15
"495","2008-12-17",10.75
"496","2008-12-18",10.67
"497","2008-12-19",11.15
"498","2008-12-22",11.2
"499","2008-12-23",11.13
"500","2008-12-24",11.36
"501","2008-12-26",11.94
"502","2008-12-29",10.9
"503","2008-12-30",11.2
"504","2008-12-31",10.82
"505","2009-01-02",12.75
"506","2009-01-05",13.15
"507","2009-01-06",13.4
"508","2009-01-07",12.03
"509","2009-01-08",12.67
"510","2009-01-09",11.82
"511","2009-01-12",11.1
"512","2009-01-13",10.56
"513","2009-01-14",9.57
"514","2009-01-15",10.03
"515","2009-01-16",9.51
"516","2009-01-20",8.97
"517","2009-01-21",10.68
"518","2009-01-22",9.83
"519","2009-01-23",9.62
"520","2009-01-26",9.28
"521","2009-01-27",9.33
"522","2009-01-28",9.73
"523","2009-01-29",9.48
"524","2009-01-30",9.96
"525","2009-02-02",10
"526","2009-02-03",10.5
"527","2009-02-04",10.41
"528","2009-02-05",10.69
"529","2009-02-06",11.45
"530","2009-02-09",10.67
"531","2009-02-10",10.1
"532","2009-02-11",10.2
"533","2009-02-12",9.93
"534","2009-02-13",9.97
"535","2009-02-17",9
"536","2009-02-18",8.35
"537","2009-02-19",7.85
"538","2009-02-20",7.63
"539","2009-02-23",7.41
"540","2009-02-24",7.86
"541","2009-02-25",7.75
"542","2009-02-26",8.12
"543","2009-02-27",8.2
"544","2009-03-02",8.01
"545","2009-03-03",8.27
"546","2009-03-04",8.59
"547","2009-03-05",7.8
"548","2009-03-06",7.61
"549","2009-03-09",7.75
"550","2009-03-10",8.47
"551","2009-03-11",8.58
"552","2009-03-12",9.25
"553","2009-03-13",9.56
"554","2009-03-16",8.67
"555","2009-03-17",9.5
"556","2009-03-18",9.42
"557","2009-03-19",9.33
"558","2009-03-20",9.04
"559","2009-03-23",9.86
"560","2009-03-24",9.75
"561","2009-03-25",10.04
"562","2009-03-26",10.28
"563","2009-03-27",9.63
"564","2009-03-30",8.75
"565","2009-03-31",8.97
"566","2009-04-01",8.9
"567","2009-04-02",9.36
"568","2009-04-03",9.56
"569","2009-04-06",10.16
"570","2009-04-07",10.75
"571","2009-04-08",11.25
"572","2009-04-09",12.22
"573","2009-04-13",12.11
"574","2009-04-14",11.63
"575","2009-04-15",11.79
"576","2009-04-16",12.1
"577","2009-04-17",11.87
"578","2009-04-20",10.84
"579","2009-04-21",11.43
"580","2009-04-22",11.83
"581","2009-04-23",11.83
"582","2009-04-24",12.98
"583","2009-04-27",11.24
"584","2009-04-28",11.4
"585","2009-04-29",12.1
"586","2009-04-30",12.5
"587","2009-05-01",12.6
"588","2009-05-04",13.68
"589","2009-05-05",13.47
"590","2009-05-06",13.32
"591","2009-05-07",11.62
"592","2009-05-08",14.5
"593","2009-05-11",14.92
"594","2009-05-12",15.31
"595","2009-05-13",13.8
"596","2009-05-14",14.37
"597","2009-05-15",14.25
"598","2009-05-18",14.84
"599","2009-05-19",15.13
"600","2009-05-20",14.79
"601","2009-05-21",14.11
"602","2009-05-22",14.32
"603","2009-05-26",14.99
"604","2009-05-27",15.2
"605","2009-05-28",15.22
"606","2009-05-29",14
"607","2009-06-01",13.17
"608","2009-06-02",12.72
"609","2009-06-03",13.02
"610","2009-06-04",13.66
"611","2009-06-05",13.7
"612","2009-06-08",13.53
"613","2009-06-09",13.57
"614","2009-06-10",13.9
"615","2009-06-11",13.7
"616","2009-06-12",14.04
"617","2009-06-15",13.55
"618","2009-06-16",13.19
"619","2009-06-17",13.53
"620","2009-06-18",13.3
"621","2009-06-19",13.88
"622","2009-06-22",13
"623","2009-06-23",13.01
"624","2009-06-24",14.04
"625","2009-06-25",14.15
"626","2009-06-26",14.8
"627","2009-06-29",13.51
"628","2009-06-30",13.3
"629","2009-07-01",13.17
"630","2009-07-02",13
"631","2009-07-06",12.19
"632","2009-07-07",11.62
"633","2009-07-08",10.97
"634","2009-07-09",10.96
"635","2009-07-10",11.02
"636","2009-07-13",11.37
"637","2009-07-14",11.95
"638","2009-07-15",12.16
"639","2009-07-16",12.41
"640","2009-07-17",12.4
"641","2009-07-20",12.6
"642","2009-07-21",12.43
"643","2009-07-22",12.26
"644","2009-07-23",12.84
"645","2009-07-24",12.99
"646","2009-07-27",13.04
"647","2009-07-28",13.08
"648","2009-07-29",12.97
"649","2009-07-30",13.3
"650","2009-07-31",13.68
"651","2009-08-03",13.98
"652","2009-08-04",13.81
"653","2009-08-05",13.61
"654","2009-08-06",13.15
"655","2009-08-07",13.77
"656","2009-08-10",13.88
"657","2009-08-11",13.19
"658","2009-08-12",13.36
"659","2009-08-13",13.45
"660","2009-08-14",13.09
"661","2009-08-17",12.67
"662","2009-08-18",12.8
"663","2009-08-19",13.47
"664","2009-08-20",13.29
"665","2009-08-21",14.08
"666","2009-08-24",14.06
"667","2009-08-25",14.3
"668","2009-08-26",14.34
"669","2009-08-27",14.39
"670","2009-08-28",14.11
"671","2009-08-31",13.62
"672","2009-09-01",13.25
"673","2009-09-02",12.92
"674","2009-09-03",12.97
"675","2009-09-04",12.93
"676","2009-09-08",13.09
"677","2009-09-09",14.05
"678","2009-09-10",14.5
"679","2009-09-11",14.1
"680","2009-09-14",14.24
"681","2009-09-15",14.22
"682","2009-09-16",14.68
"683","2009-09-17",14.71
"684","2009-09-18",14.73
"685","2009-09-21",14.28
"686","2009-09-22",14.18
"687","2009-09-23",14.11
"688","2009-09-24",14.12
"689","2009-09-25",13.98
"690","2009-09-28",14.46
"691","2009-09-29",14.8
"692","2009-09-30",15.55
"693","2009-10-01",15.19
"694","2009-10-02",14.97
"695","2009-10-05",14.76
"696","2009-10-06",14.89
"697","2009-10-07",15.23
"698","2009-10-08",15.61
"699","2009-10-09",16
"700","2009-10-12",16.41
"701","2009-10-13",16.52
"702","2009-10-14",16.43
"703","2009-10-15",16.280001
"704","2009-10-16",17.709999
"705","2009-10-19",17.469999
"706","2009-10-20",16.870001
"707","2009-10-21",16.620001
"708","2009-10-22",16.549999
"709","2009-10-23",16.030001
"710","2009-10-26",15.32
"711","2009-10-27",15.14
"712","2009-10-28",13.95
"713","2009-10-29",14.65
"714","2009-10-30",14.17
"715","2009-11-02",14.84
"716","2009-11-03",15.37
"717","2009-11-04",16.07
"718","2009-11-05",16.290001
"719","2009-11-06",16.700001
"720","2009-11-09",17.209999
"721","2009-11-10",16.92
"722","2009-11-11",16.92
"723","2009-11-12",16.41
"724","2009-11-13",16.780001
"725","2009-11-16",18.559999
"726","2009-11-17",18.860001
"727","2009-11-18",20.01
"728","2009-11-19",18.99
"729","2009-11-20",18.860001
"730","2009-11-23",19.610001
"731","2009-11-24",19.83
"732","2009-11-25",19.629999
"733","2009-11-27",18.780001
"734","2009-11-30",18.540001
"735","2009-12-01",19.24
"736","2009-12-02",19.379999
"737","2009-12-03",18.790001
"738","2009-12-04",18.870001
"739","2009-12-07",18.76
"740","2009-12-08",18.66
"741","2009-12-09",18.200001
"742","2009-12-10",18.120001
"743","2009-12-11",19.01
"744","2009-12-14",19.780001
"745","2009-12-15",19.48
"746","2009-12-16",20.959999
"747","2009-12-17",20.75
"748","2009-12-18",21.549999
"749","2009-12-21",21.08
"750","2009-12-22",20.65
"751","2009-12-23",20.91
"752","2009-12-24",21.049999
"753","2009-12-28",20.879999
"754","2009-12-29",20.93
"755","2009-12-30",21
"756","2009-12-31",20.700001
"757","2010-01-04",21.299999
"758","2010-01-05",20.84
"759","2010-01-06",21
"760","2010-01-07",20.389999
"761","2010-01-08",20.52
"762","2010-01-11",20.209999
"763","2010-01-12",19.719999
"764","2010-01-13",19.969999
"765","2010-01-14",20.02
"766","2010-01-15",19.65
"767","2010-01-19",20.120001
"768","2010-01-20",20.26
"769","2010-01-21",18.82
"770","2010-01-22",17.99
"771","2010-01-25",18.1
"772","2010-01-26",17.27
"773","2010-01-27",17.799999
"774","2010-01-28",17.799999
"775","2010-01-29",15.88
"776","2010-02-01",15.78
"777","2010-02-02",16.030001
"778","2010-02-03",15.71
"779","2010-02-04",15.16
"780","2010-02-05",15.34
"781","2010-02-08",15.13
"782","2010-02-09",15.22
"783","2010-02-10",15.4
"784","2010-02-11",15.68
"785","2010-02-12",16.34
"786","2010-02-16",16.5
"787","2010-02-17",16.110001
"788","2010-02-18",16.4
"789","2010-02-19",16.34
"790","2010-02-22",16.18
"791","2010-02-23",16.08
"792","2010-02-24",16.07
"793","2010-02-25",16.32
"794","2010-02-26",16.139999
"795","2010-03-01",16.5
"796","2010-03-02",16.77
"797","2010-03-03",16.75
"798","2010-03-04",16.780001
"799","2010-03-05",16.85
"800","2010-03-08",16.77
"801","2010-03-09",16.879999
"802","2010-03-10",19.049999
"803","2010-03-11",19.51
"804","2010-03-12",19.700001
"805","2010-03-15",19.1
"806","2010-03-16",19.469999
"807","2010-03-17",19.58
"808","2010-03-18",19.450001
"809","2010-03-19",19.02
"810","2010-03-22",19.129999
"811","2010-03-23",19.49
"812","2010-03-24",18.66
"813","2010-03-25",18.120001
"814","2010-03-26",17.73
"815","2010-03-29",18.190001
"816","2010-03-30",18.41
"817","2010-03-31",17.99
"818","2010-04-01",18.66
"819","2010-04-05",19.190001
"820","2010-04-06",19.290001
"821","2010-04-07",19.5
"822","2010-04-08",19.360001
"823","2010-04-09",19.299999
"824","2010-04-12",19.43
"825","2010-04-13",19.309999
"826","2010-04-14",19.299999
"827","2010-04-15",19.34
"828","2010-04-16",19.049999
"829","2010-04-19",18.639999
"830","2010-04-20",18.65
"831","2010-04-21",18.6
"832","2010-04-22",18.83
"833","2010-04-23",19.200001
"834","2010-04-26",19.059999
"835","2010-04-27",18.51
"836","2010-04-28",18.42
"837","2010-04-29",18.799999
"838","2010-04-30",17.85
"839","2010-05-03",18.09
"840","2010-05-04",17.58
"841","2010-05-05",17.57
"842","2010-05-06",16.76
"843","2010-05-07",16.08
"844","2010-05-10",17.58
"845","2010-05-11",17.42
"846","2010-05-12",18.120001
"847","2010-05-13",17.969999
"848","2010-05-14",17.309999
"849","2010-05-17",17.450001
"850","2010-05-18",17.07
"851","2010-05-19",16.23
"852","2010-05-20",15.25
"853","2010-05-21",15.38
"854","2010-05-24",16.209999
"855","2010-05-25",16.74
"856","2010-05-26",16.24
"857","2010-05-27",17.1
"858","2010-05-28",16.690001
"859","2010-06-01",16
"860","2010-06-02",16.530001
"861","2010-06-03",16.440001
"862","2010-06-04",15.27
"863","2010-06-07",14.53
"864","2010-06-08",14.75
"865","2010-06-09",14.58
"866","2010-06-10",15.6
"867","2010-06-11",15.95
"868","2010-06-14",15.2
"869","2010-06-15",15.04
"870","2010-06-16",14.6
"871","2010-06-17",14.57
"872","2010-06-18",14.65
"873","2010-06-21",15.1
"874","2010-06-22",15.29
"875","2010-06-23",15.36
"876","2010-06-24",14.86
"877","2010-06-25",15.88
"878","2010-06-28",15.43
"879","2010-06-29",14.7
"880","2010-06-30",14.99
"881","2010-07-01",14.49
"882","2010-07-02",14.18
"883","2010-07-06",13.89
"884","2010-07-07",14.44
"885","2010-07-08",14.53
"886","2010-07-09",14.82
"887","2010-07-12",14.28
"888","2010-07-13",14.92
"889","2010-07-14",14.74
"890","2010-07-15",14.46
"891","2010-07-16",13.85
"892","2010-07-19",13.82
"893","2010-07-20",14.31
"894","2010-07-21",14.69
"895","2010-07-22",15.4
"896","2010-07-23",16.17
"897","2010-07-26",17.43
"898","2010-07-27",17.059999
"899","2010-07-28",16.040001
"900","2010-07-29",16.17
"901","2010-07-30",16.129999
"902","2010-08-02",15.79
"903","2010-08-03",15.68
"904","2010-08-04",15.96
"905","2010-08-05",15.8
"906","2010-08-06",15.51
"907","2010-08-09",15.65
"908","2010-08-10",15.64
"909","2010-08-11",14.62
"910","2010-08-12",14.37
"911","2010-08-13",14.01
"912","2010-08-16",14.36
"913","2010-08-17",14.41
"914","2010-08-18",14.28
"915","2010-08-19",14.27
"916","2010-08-20",14.12
"917","2010-08-23",13.71
"918","2010-08-24",13.32
"919","2010-08-25",13.89
"920","2010-08-26",13.59
"921","2010-08-27",14.11
"922","2010-08-30",13.56
"923","2010-08-31",14.17
"924","2010-09-01",14.45
"925","2010-09-02",14.6
"926","2010-09-03",14.89
"927","2010-09-07",14.63
"928","2010-09-08",14.66
"929","2010-09-09",14.65
"930","2010-09-10",15.12
"931","2010-09-13",15.63
"932","2010-09-14",15.43
"933","2010-09-15",15.43
"934","2010-09-16",15.13
"935","2010-09-17",15.44
"936","2010-09-20",15.93
"937","2010-09-21",15.45
"938","2010-09-22",15.07
"939","2010-09-23",14.97
"940","2010-09-24",15.76
"941","2010-09-27",15.51
"942","2010-09-28",15.55
"943","2010-09-29",15.5
"944","2010-09-30",15.52
"945","2010-10-01",15.39
"946","2010-10-04",15.05
"947","2010-10-05",15.56
"948","2010-10-06",15.19
"949","2010-10-07",15.15
"950","2010-10-08",15.1
"951","2010-10-11",14.97
"952","2010-10-12",15.13
"953","2010-10-13",15.71
"954","2010-10-14",16.620001
"955","2010-10-15",16.790001
"956","2010-10-18",16.98
"957","2010-10-19",16.110001
"958","2010-10-20",16.379999
"959","2010-10-21",16.299999
"960","2010-10-22",16.75
"961","2010-10-25",16.870001
"962","2010-10-26",16.780001
"963","2010-10-27",16.309999
"964","2010-10-28",15.7
"965","2010-10-29",16.969999
"966","2010-11-01",16.48
"967","2010-11-02",17.360001
"968","2010-11-03",17.290001
"969","2010-11-04",18.030001
"970","2010-11-05",17.98
"971","2010-11-08",18.040001
"972","2010-11-09",17.65
"973","2010-11-10",18.5
"974","2010-11-11",18.32
"975","2010-11-12",17.33
"976","2010-11-15",17.07
"977","2010-11-16",17.01
"978","2010-11-17",16.85
"979","2010-11-18",16.93
"980","2010-11-19",16.66
"981","2010-11-22",16.34
"982","2010-11-23",16.440001
"983","2010-11-24",17.16
"984","2010-11-26",17.01
"985","2010-11-29",16.52
"986","2010-11-30",16.360001
"987","2010-12-01",16.76
