"","date","SLF"
"1","2007-01-03",42.080002
"2","2007-01-04",41.25
"3","2007-01-05",40.700001
"4","2007-01-08",40.889999
"5","2007-01-09",40.93
"6","2007-01-10",40.919998
"7","2007-01-11",41.299999
"8","2007-01-12",41.740002
"9","2007-01-16",42.599998
"10","2007-01-17",42.349998
"11","2007-01-18",42.52
"12","2007-01-19",42.639999
"13","2007-01-22",42.110001
"14","2007-01-23",42.290001
"15","2007-01-24",42.580002
"16","2007-01-25",42.290001
"17","2007-01-26",42.48
"18","2007-01-29",42.299999
"19","2007-01-30",42.709999
"20","2007-01-31",42.91
"21","2007-02-01",43.630001
"22","2007-02-02",43.130001
"23","2007-02-05",43.75
"24","2007-02-06",43.650002
"25","2007-02-07",43.540001
"26","2007-02-08",43.98
"27","2007-02-09",44.209999
"28","2007-02-12",44.040001
"29","2007-02-13",44.950001
"30","2007-02-14",44.77
"31","2007-02-15",45.450001
"32","2007-02-16",45.349998
"33","2007-02-20",44.98
"34","2007-02-21",45.099998
"35","2007-02-22",44.880001
"36","2007-02-23",44.830002
"37","2007-02-26",45.240002
"38","2007-02-27",44.209999
"39","2007-02-28",43.310001
"40","2007-03-01",43.259998
"41","2007-03-02",43.099998
"42","2007-03-05",42.709999
"43","2007-03-06",42.82
"44","2007-03-07",43.049999
"45","2007-03-08",43.279999
"46","2007-03-09",44.169998
"47","2007-03-12",44.299999
"48","2007-03-13",43.860001
"49","2007-03-14",43.279999
"50","2007-03-15",43.419998
"51","2007-03-16",43.450001
"52","2007-03-19",43.82
"53","2007-03-20",44.830002
"54","2007-03-21",45.470001
"55","2007-03-22",44.970001
"56","2007-03-23",45.400002
"57","2007-03-26",45.639999
"58","2007-03-27",45.639999
"59","2007-03-28",45.25
"60","2007-03-29",45.419998
"61","2007-03-30",45.400002
"62","2007-04-02",45.619999
"63","2007-04-03",45.650002
"64","2007-04-04",45.650002
"65","2007-04-05",45.939999
"66","2007-04-09",45.950001
"67","2007-04-10",45.799999
"68","2007-04-11",46.049999
"69","2007-04-12",46.790001
"70","2007-04-13",46.529999
"71","2007-04-16",46.810001
"72","2007-04-17",46.599998
"73","2007-04-18",47.450001
"74","2007-04-19",47.349998
"75","2007-04-20",47.959999
"76","2007-04-23",47.490002
"77","2007-04-24",47.310001
"78","2007-04-25",47.98
"79","2007-04-26",47.610001
"80","2007-04-27",47.279999
"81","2007-04-30",47.349998
"82","2007-05-01",45.950001
"83","2007-05-02",46.380001
"84","2007-05-03",45.689999
"85","2007-05-04",45.029999
"86","2007-05-07",45.599998
"87","2007-05-08",45.740002
"88","2007-05-09",45.740002
"89","2007-05-10",45.810001
"90","2007-05-11",46.27
"91","2007-05-14",46.470001
"92","2007-05-15",46.880001
"93","2007-05-16",47.43
"94","2007-05-17",47.59
"95","2007-05-18",47.470001
"96","2007-05-21",47.299999
"97","2007-05-22",47.02
"98","2007-05-23",46.869999
"99","2007-05-24",46.27
"100","2007-05-25",46.740002
"101","2007-05-29",46.639999
"102","2007-05-30",46.709999
"103","2007-05-31",47.240002
"104","2007-06-01",47.619999
"105","2007-06-04",46.98
"106","2007-06-05",46.5
"107","2007-06-06",46.240002
"108","2007-06-07",45.48
"109","2007-06-08",45.919998
"110","2007-06-11",46.189999
"111","2007-06-12",45.759998
"112","2007-06-13",45.98
"113","2007-06-14",45.970001
"114","2007-06-15",46.450001
"115","2007-06-18",46.200001
"116","2007-06-19",46.330002
"117","2007-06-20",46.919998
"118","2007-06-21",46.73
"119","2007-06-22",47.330002
"120","2007-06-25",47.549999
"121","2007-06-26",47.48
"122","2007-06-27",47.290001
"123","2007-06-28",47.610001
"124","2007-06-29",47.75
"125","2007-07-02",48.240002
"126","2007-07-03",48.529999
"127","2007-07-05",47.900002
"128","2007-07-06",48.18
"129","2007-07-09",48.18
"130","2007-07-10",48.07
"131","2007-07-11",47.560001
"132","2007-07-12",48.5
"133","2007-07-13",48.43
"134","2007-07-16",48.970001
"135","2007-07-17",49.259998
"136","2007-07-18",49.619999
"137","2007-07-19",49.82
"138","2007-07-20",49.689999
"139","2007-07-23",49.860001
"140","2007-07-24",49.400002
"141","2007-07-25",49.32
"142","2007-07-26",48.220001
"143","2007-07-27",46.5
"144","2007-07-30",45.91
"145","2007-07-31",47.639999
"146","2007-08-01",47.529999
"147","2007-08-02",48.740002
"148","2007-08-03",48.349998
"149","2007-08-06",49.5
"150","2007-08-07",49.450001
"151","2007-08-08",50.07
"152","2007-08-09",49.09
"153","2007-08-10",49.380001
"154","2007-08-13",48.790001
"155","2007-08-14",46.400002
"156","2007-08-15",45.84
"157","2007-08-16",45.189999
"158","2007-08-17",47
"159","2007-08-20",47.240002
"160","2007-08-21",47.25
"161","2007-08-22",47.84
"162","2007-08-23",48.349998
"163","2007-08-24",48.950001
"164","2007-08-27",48.779999
"165","2007-08-28",47.82
"166","2007-08-29",48.16
"167","2007-08-30",48.400002
"168","2007-08-31",48.119999
"169","2007-09-04",48.939999
"170","2007-09-05",48.939999
"171","2007-09-06",49.099998
"172","2007-09-07",49.09
"173","2007-09-10",49.119999
"174","2007-09-11",49.84
"175","2007-09-12",49.889999
"176","2007-09-13",50.34
"177","2007-09-14",50.709999
"178","2007-09-17",50.650002
"179","2007-09-18",51.790001
"180","2007-09-19",51.400002
"181","2007-09-20",51.099998
"182","2007-09-21",51.360001
"183","2007-09-24",51.299999
"184","2007-09-25",51.23
"185","2007-09-26",51.75
"186","2007-09-27",51.700001
"187","2007-09-28",52.450001
"188","2007-10-01",52.900002
"189","2007-10-02",52.529999
"190","2007-10-03",52.360001
"191","2007-10-04",52.860001
"192","2007-10-05",53.799999
"193","2007-10-08",53.830002
"194","2007-10-09",53.82
"195","2007-10-10",53.689999
"196","2007-10-11",53.25
"197","2007-10-12",53.869999
"198","2007-10-15",52.919998
"199","2007-10-16",52.41
"200","2007-10-17",52.84
"201","2007-10-18",53.009998
"202","2007-10-19",52.82
"203","2007-10-22",52.919998
"204","2007-10-23",53.830002
"205","2007-10-24",53.540001
"206","2007-10-25",53.889999
"207","2007-10-26",54.73
"208","2007-10-29",55.349998
"209","2007-10-30",57.990002
"210","2007-10-31",58.200001
"211","2007-11-01",56.580002
"212","2007-11-02",57.369999
"213","2007-11-05",57.209999
"214","2007-11-06",58.169998
"215","2007-11-07",56.330002
"216","2007-11-08",56.959999
"217","2007-11-09",56.029999
"218","2007-11-12",55.07
"219","2007-11-13",55.290001
"220","2007-11-14",54.52
"221","2007-11-15",52.900002
"222","2007-11-16",53.380001
"223","2007-11-19",52.200001
"224","2007-11-20",52.950001
"225","2007-11-21",52.080002
"226","2007-11-23",52.529999
"227","2007-11-26",51.619999
"228","2007-11-27",52.080002
"229","2007-11-28",53.029999
"230","2007-11-29",52.439999
"231","2007-11-30",53.18
"232","2007-12-03",53.599998
"233","2007-12-04",52.689999
"234","2007-12-05",53.619999
"235","2007-12-06",53.950001
"236","2007-12-07",54.540001
"237","2007-12-10",55.389999
"238","2007-12-11",53.810001
"239","2007-12-12",54.240002
"240","2007-12-13",53.869999
"241","2007-12-14",54.400002
"242","2007-12-17",54.700001
"243","2007-12-18",54.650002
"244","2007-12-19",54.580002
"245","2007-12-20",54.73
"246","2007-12-21",55.32
"247","2007-12-24",56.200001
"248","2007-12-26",56.16
"249","2007-12-27",55.93
