"","date","CCMP"
"1","2007-01-03",33.709999
"2","2007-01-04",34.369999
"3","2007-01-05",33.41
"4","2007-01-08",33.23
"5","2007-01-09",33.02
"6","2007-01-10",32.91
"7","2007-01-11",33.25
"8","2007-01-12",33.360001
"9","2007-01-16",32.919998
"10","2007-01-17",32.860001
"11","2007-01-18",30.99
"12","2007-01-19",31.379999
"13","2007-01-22",31.370001
"14","2007-01-23",31.43
"15","2007-01-24",31.639999
"16","2007-01-25",30.58
"17","2007-01-26",30.25
"18","2007-01-29",30.110001
"19","2007-01-30",30.120001
"20","2007-01-31",30.190001
"21","2007-02-01",30.68
"22","2007-02-02",30.93
"23","2007-02-05",30.75
"24","2007-02-06",31
"25","2007-02-07",31.4
"26","2007-02-08",31.469999
"27","2007-02-09",31
"28","2007-02-12",30.41
"29","2007-02-13",30.77
"30","2007-02-14",30.93
"31","2007-02-15",31.15
"32","2007-02-16",31.23
"33","2007-02-20",31.959999
"34","2007-02-21",32.080002
"35","2007-02-22",32.34
"36","2007-02-23",32.98
"37","2007-02-26",33.619999
"38","2007-02-27",33.110001
"39","2007-02-28",32.73
"40","2007-03-01",32.490002
"41","2007-03-02",31.75
"42","2007-03-05",31.549999
"43","2007-03-06",32.470001
"44","2007-03-07",32.450001
"45","2007-03-08",32.610001
"46","2007-03-09",33.18
"47","2007-03-12",33.040001
"48","2007-03-13",32.099998
"49","2007-03-14",32.459999
"50","2007-03-15",32.799999
"51","2007-03-16",32.490002
"52","2007-03-19",32.400002
"53","2007-03-20",33.02
"54","2007-03-21",33.91
"55","2007-03-22",34.299999
"56","2007-03-23",34.119999
"57","2007-03-26",34.110001
"58","2007-03-27",34.029999
"59","2007-03-28",33.959999
"60","2007-03-29",33.799999
"61","2007-03-30",33.509998
"62","2007-04-02",33.490002
"63","2007-04-03",33.790001
"64","2007-04-04",34.200001
"65","2007-04-05",34.380001
"66","2007-04-09",34.169998
"67","2007-04-10",34.200001
"68","2007-04-11",34.02
"69","2007-04-12",34.540001
"70","2007-04-13",34.43
"71","2007-04-16",35.400002
"72","2007-04-17",35.639999
"73","2007-04-18",35.529999
"74","2007-04-19",35.540001
"75","2007-04-20",35.740002
"76","2007-04-23",35.759998
"77","2007-04-24",36.610001
"78","2007-04-25",37.189999
"79","2007-04-26",33.52
"80","2007-04-27",32.919998
"81","2007-04-30",32.139999
"82","2007-05-01",32.209999
"83","2007-05-02",32.84
"84","2007-05-03",32.509998
"85","2007-05-04",33.330002
"86","2007-05-07",33.049999
"87","2007-05-08",32.82
"88","2007-05-09",32.98
"89","2007-05-10",32.549999
"90","2007-05-11",33.130001
"91","2007-05-14",33.16
"92","2007-05-15",32.990002
"93","2007-05-16",32.540001
"94","2007-05-17",32.009998
"95","2007-05-18",32.259998
"96","2007-05-21",32.580002
"97","2007-05-22",33.34
"98","2007-05-23",33.330002
"99","2007-05-24",33.400002
"100","2007-05-25",33.080002
"101","2007-05-29",33.110001
"102","2007-05-30",32.990002
"103","2007-05-31",33.459999
"104","2007-06-01",33.139999
"105","2007-06-04",33.34
"106","2007-06-05",33.07
"107","2007-06-06",32.830002
"108","2007-06-07",32.330002
"109","2007-06-08",33.389999
"110","2007-06-11",33.860001
"111","2007-06-12",34.59
"112","2007-06-13",34.849998
"113","2007-06-14",35.259998
"114","2007-06-15",36.349998
"115","2007-06-18",36.450001
"116","2007-06-19",36.560001
"117","2007-06-20",36.279999
"118","2007-06-21",36.549999
"119","2007-06-22",35.709999
"120","2007-06-25",35.619999
"121","2007-06-26",35.66
"122","2007-06-27",36.400002
"123","2007-06-28",36
"124","2007-06-29",35.490002
"125","2007-07-02",35.529999
"126","2007-07-03",36.279999
"127","2007-07-05",36.580002
"128","2007-07-06",36.5
"129","2007-07-09",36.689999
"130","2007-07-10",36.59
"131","2007-07-11",36.849998
"132","2007-07-12",38.400002
"133","2007-07-13",38.580002
"134","2007-07-16",38.279999
"135","2007-07-17",40.209999
"136","2007-07-18",39.09
"137","2007-07-19",40.299999
"138","2007-07-20",39.41
"139","2007-07-23",38.75
"140","2007-07-24",37.950001
"141","2007-07-25",38.27
"142","2007-07-26",41.490002
"143","2007-07-27",42.290001
"144","2007-07-30",42.52
"145","2007-07-31",42.630001
"146","2007-08-01",42.549999
"147","2007-08-02",42.349998
"148","2007-08-03",42.060001
"149","2007-08-06",42.700001
"150","2007-08-07",42.23
"151","2007-08-08",43.990002
"152","2007-08-09",43.93
"153","2007-08-10",41.369999
"154","2007-08-13",41.759998
"155","2007-08-14",40.200001
"156","2007-08-15",40.459999
"157","2007-08-16",40.599998
"158","2007-08-17",40.709999
"159","2007-08-20",42.150002
"160","2007-08-21",41.080002
"161","2007-08-22",42.130001
"162","2007-08-23",41.130001
"163","2007-08-24",41.849998
"164","2007-08-27",41.799999
"165","2007-08-28",39.580002
"166","2007-08-29",40.599998
"167","2007-08-30",40.790001
"168","2007-08-31",41.720001
"169","2007-09-04",42.400002
"170","2007-09-05",42.919998
"171","2007-09-06",43.849998
"172","2007-09-07",42.869999
"173","2007-09-10",43
"174","2007-09-11",44.490002
"175","2007-09-12",43.689999
"176","2007-09-13",43.900002
"177","2007-09-14",42.84
"178","2007-09-17",42.73
"179","2007-09-18",43.349998
"180","2007-09-19",44.400002
"181","2007-09-20",44.560001
"182","2007-09-21",43.98
"183","2007-09-24",42.599998
"184","2007-09-25",42.779999
"185","2007-09-26",42.459999
"186","2007-09-27",42.599998
"187","2007-09-28",42.75
"188","2007-10-01",43.720001
"189","2007-10-02",45.360001
"190","2007-10-03",44.5
"191","2007-10-04",45.41
"192","2007-10-05",45.57
"193","2007-10-08",45.389999
"194","2007-10-09",46.439999
"195","2007-10-10",45.990002
"196","2007-10-11",44.549999
"197","2007-10-12",44.330002
"198","2007-10-15",43.98
"199","2007-10-16",43.799999
"200","2007-10-17",44.279999
"201","2007-10-18",44.099998
"202","2007-10-19",42.43
"203","2007-10-22",42.540001
"204","2007-10-23",42.740002
"205","2007-10-24",41.720001
"206","2007-10-25",38.860001
"207","2007-10-26",38.619999
"208","2007-10-29",39.240002
"209","2007-10-30",39.09
"210","2007-10-31",39.68
"211","2007-11-01",37.93
"212","2007-11-02",38.68
"213","2007-11-05",39.259998
"214","2007-11-06",39.330002
"215","2007-11-07",38.41
"216","2007-11-08",37.939999
"217","2007-11-09",37.799999
"218","2007-11-12",38.299999
"219","2007-11-13",38.970001
"220","2007-11-14",38.82
"221","2007-11-15",38.259998
"222","2007-11-16",38.639999
"223","2007-11-19",37.959999
"224","2007-11-20",36.150002
"225","2007-11-21",35.720001
"226","2007-11-23",36.790001
"227","2007-11-26",35.419998
"228","2007-11-27",35.599998
"229","2007-11-28",37.389999
"230","2007-11-29",37.599998
"231","2007-11-30",37.400002
"232","2007-12-03",37.02
"233","2007-12-04",36.889999
"234","2007-12-05",37.02
"235","2007-12-06",38.939999
"236","2007-12-07",38.560001
"237","2007-12-10",38.139999
"238","2007-12-11",36.740002
"239","2007-12-12",36.84
"240","2007-12-13",36.959999
"241","2007-12-14",35.860001
"242","2007-12-17",35.27
"243","2007-12-18",35.740002
"244","2007-12-19",36.349998
"245","2007-12-20",37.360001
"246","2007-12-21",37.099998
"247","2007-12-24",38.169998
"248","2007-12-26",37.91
"249","2007-12-27",37.040001
"250","2007-12-28",36.900002
"251","2007-12-31",35.91
"252","2008-01-02",35.48
"253","2008-01-03",35.139999
