"","date","RARE"
"1","2014-01-31",42.25
"2","2014-02-03",39
"3","2014-02-04",36.259998
"4","2014-02-05",36.080002
"5","2014-02-06",37.240002
"6","2014-02-07",37.650002
"7","2014-02-10",38.450001
"8","2014-02-11",40.130001
"9","2014-02-12",44.779999
"10","2014-02-13",43.959999
"11","2014-02-14",44
"12","2014-02-18",43.57
"13","2014-02-19",43.849998
"14","2014-02-20",51.349998
"15","2014-02-21",59.099998
"16","2014-02-24",58.009998
"17","2014-02-25",59
"18","2014-02-26",56.07
"19","2014-02-27",54
"20","2014-02-28",55.759998
"21","2014-03-03",55.529999
"22","2014-03-04",58.220001
"23","2014-03-05",58.75
"24","2014-03-06",54.380001
"25","2014-03-07",56.625
"26","2014-03-10",61.970001
"27","2014-03-11",62.380001
"28","2014-03-12",66.18
"29","2014-03-13",60.48
"30","2014-03-14",60
"31","2014-03-17",60.060001
"32","2014-03-18",60.439999
"33","2014-03-19",62.75
"34","2014-03-20",60.349998
"35","2014-03-21",55.049999
"36","2014-03-24",51.41
"37","2014-03-25",50.400002
"38","2014-03-26",50.689999
"39","2014-03-27",49.790001
"40","2014-03-28",45.689999
"41","2014-03-31",48.889999
"42","2014-04-01",51.32
"43","2014-04-02",53.029999
"44","2014-04-03",51.740002
"45","2014-04-04",50.669998
"46","2014-04-07",51.169998
"47","2014-04-08",52.799999
"48","2014-04-09",58.799999
"49","2014-04-10",57.939999
"50","2014-04-11",58.990002
"51","2014-04-14",55.060001
"52","2014-04-15",49.889999
"53","2014-04-16",45.220001
"54","2014-04-17",42.560001
"55","2014-04-21",41.040001
"56","2014-04-22",41.43
"57","2014-04-23",38.240002
"58","2014-04-24",37.830002
"59","2014-04-25",35.25
"60","2014-04-28",36.84
"61","2014-04-29",38.52
"62","2014-04-30",38.779999
"63","2014-05-01",38.849998
"64","2014-05-02",38.560001
"65","2014-05-05",38.540001
"66","2014-05-06",36.240002
"67","2014-05-07",35.139999
"68","2014-05-08",34.93
"69","2014-05-09",36.549999
"70","2014-05-12",34.040001
"71","2014-05-13",33.439999
"72","2014-05-14",35.259998
"73","2014-05-15",36.360001
"74","2014-05-16",34.48
"75","2014-05-19",33.799999
"76","2014-05-20",33.360001
"77","2014-05-21",33.740002
"78","2014-05-22",34.5
"79","2014-05-23",35.209999
"80","2014-05-27",37.099998
"81","2014-05-28",36.16
"82","2014-05-29",37.919998
"83","2014-05-30",37.560001
"84","2014-06-02",37.419998
"85","2014-06-03",35.619999
"86","2014-06-04",33.549999
"87","2014-06-05",34.279999
"88","2014-06-06",35.509998
"89","2014-06-09",37.849998
"90","2014-06-10",36.779999
"91","2014-06-11",35.91
"92","2014-06-12",36.98
"93","2014-06-13",36.91
"94","2014-06-16",40.810001
"95","2014-06-17",42.580002
"96","2014-06-18",48.669998
"97","2014-06-19",44.599998
"98","2014-06-20",47.490002
"99","2014-06-23",44.77
"100","2014-06-24",45.439999
"101","2014-06-25",45.48
"102","2014-06-26",44.689999
"103","2014-06-27",44.75
"104","2014-06-30",44.889999
"105","2014-07-01",47.900002
"106","2014-07-02",49.57
"107","2014-07-03",50.310001
"108","2014-07-07",46.860001
"109","2014-07-08",41.400002
"110","2014-07-09",40
"111","2014-07-10",40.369999
"112","2014-07-11",42.970001
"113","2014-07-14",43.849998
"114","2014-07-15",41.990002
"115","2014-07-16",42.93
"116","2014-07-17",39.889999
"117","2014-07-18",43
"118","2014-07-21",43.240002
"119","2014-07-22",42.970001
"120","2014-07-23",43.049999
"121","2014-07-24",43.27
"122","2014-07-25",43.110001
"123","2014-07-28",40.669998
"124","2014-07-29",41.52
"125","2014-07-30",43.759998
"126","2014-07-31",43.700001
"127","2014-08-01",42.740002
"128","2014-08-04",45.650002
"129","2014-08-05",48.5
"130","2014-08-06",50
"131","2014-08-07",49.150002
"132","2014-08-08",49.490002
"133","2014-08-11",49.150002
"134","2014-08-12",50.439999
"135","2014-08-13",53.450001
"136","2014-08-14",53.900002
"137","2014-08-15",54.009998
"138","2014-08-18",56.009998
"139","2014-08-19",55.880001
"140","2014-08-20",56.029999
"141","2014-08-21",53.150002
"142","2014-08-22",52.32
"143","2014-08-25",53.330002
"144","2014-08-26",52.73
"145","2014-08-27",52.93
"146","2014-08-28",53.869999
"147","2014-08-29",53.360001
"148","2014-09-02",53.41
"149","2014-09-03",55.700001
"150","2014-09-04",56.060001
"151","2014-09-05",54.259998
"152","2014-09-08",54.740002
"153","2014-09-09",55.07
"154","2014-09-10",58.060001
"155","2014-09-11",57.669998
"156","2014-09-12",57.720001
"157","2014-09-15",56.625
"158","2014-09-16",56.34
"159","2014-09-17",55.959999
"160","2014-09-18",55.689999
"161","2014-09-19",54.720001
"162","2014-09-22",54.189999
"163","2014-09-23",55.470001
"164","2014-09-24",56.66
"165","2014-09-25",56.099998
"166","2014-09-26",57.200001
"167","2014-09-29",59.77
"168","2014-09-30",56.599998
"169","2014-10-01",54.93
"170","2014-10-02",56.060001
"171","2014-10-03",57.279999
"172","2014-10-06",58.02
"173","2014-10-07",53.73
"174","2014-10-08",53.299999
"175","2014-10-09",51.32
"176","2014-10-10",49.900002
"177","2014-10-13",47.220001
"178","2014-10-14",44.509998
"179","2014-10-15",48.279999
"180","2014-10-16",48.52
"181","2014-10-17",46.860001
"182","2014-10-20",45.919998
"183","2014-10-21",47.200001
"184","2014-10-22",45.439999
"185","2014-10-23",49.73
"186","2014-10-24",50.220001
"187","2014-10-27",49.290001
"188","2014-10-28",50
"189","2014-10-29",49.900002
"190","2014-10-30",49.330002
"191","2014-10-31",47.009998
"192","2014-11-03",44.799999
"193","2014-11-04",44.580002
"194","2014-11-05",44.59
"195","2014-11-06",44.860001
