"","date","IBTX"
"1","2013-04-04",28.799999
"2","2013-04-05",28.6
"3","2013-04-08",28.35
"4","2013-04-09",28.93
"5","2013-04-10",28.940001
"6","2013-04-11",28.98
"7","2013-04-12",28.75
"8","2013-04-15",28.24
"9","2013-04-16",28.15
"10","2013-04-17",28.200001
"11","2013-04-18",28.98
"12","2013-04-19",28.17
"13","2013-04-22",28.02
"14","2013-04-23",28.35
"15","2013-04-24",28.74
"16","2013-04-25",28.620001
"17","2013-04-26",28.24
"18","2013-04-29",28.549999
"19","2013-04-30",28.540001
"20","2013-05-01",28.26
"21","2013-05-02",28.700001
"22","2013-05-03",28.879999
"23","2013-05-06",28.799999
"24","2013-05-07",28.9
"25","2013-05-08",28.9
"26","2013-05-09",28.85
"27","2013-05-10",29
"28","2013-05-13",28.799999
"29","2013-05-14",29
"30","2013-05-15",29.1
"31","2013-05-16",28.790001
"32","2013-05-17",29.4
"33","2013-05-20",29.030001
"34","2013-05-21",28.99
"35","2013-05-22",28.83
"36","2013-05-23",28.25
"37","2013-05-24",28.27
"38","2013-05-28",28.41
"39","2013-05-29",28.6
"40","2013-05-30",28.459999
"41","2013-05-31",28.4
"42","2013-06-03",28.33
"43","2013-06-04",28.23
"44","2013-06-05",28.450001
"45","2013-06-06",28.459999
"46","2013-06-07",28.860001
"47","2013-06-10",29.24
"48","2013-06-11",29.059999
"49","2013-06-12",29.09
"50","2013-06-13",29.25
"51","2013-06-14",29.4
"52","2013-06-17",29.9
"53","2013-06-18",30.700001
"54","2013-06-19",30.790001
"55","2013-06-20",31.07
"56","2013-06-21",30.74
"57","2013-06-24",30.5
"58","2013-06-25",30.33
"59","2013-06-26",30.23
"60","2013-06-27",30.4
"61","2013-06-28",30.4
"62","2013-07-01",30.370001
"63","2013-07-02",29.610001
"64","2013-07-03",29.84
"65","2013-07-05",29.67
"66","2013-07-08",30.23
"67","2013-07-09",31.09
"68","2013-07-10",31.040001
"69","2013-07-11",31.6
"70","2013-07-12",31.68
"71","2013-07-15",31.66
"72","2013-07-16",32.259998
"73","2013-07-17",31.57
"74","2013-07-18",31.969999
"75","2013-07-19",32.169998
"76","2013-07-22",32.490002
"77","2013-07-23",32.25
"78","2013-07-24",32.450001
"79","2013-07-25",32.91
"80","2013-07-26",33.169998
"81","2013-07-29",33.119999
"82","2013-07-30",33.959999
"83","2013-07-31",34.779999
"84","2013-08-01",35.779999
"85","2013-08-02",36.73
"86","2013-08-05",36.98
"87","2013-08-06",35.529999
"88","2013-08-07",34.5
"89","2013-08-08",34.59
"90","2013-08-09",34
"91","2013-08-12",33.919998
"92","2013-08-13",34.07
"93","2013-08-14",33.98
"94","2013-08-15",33.619999
"95","2013-08-16",33.689999
"96","2013-08-19",33.939999
"97","2013-08-20",33.93
"98","2013-08-21",34.09
"99","2013-08-22",34
"100","2013-08-23",33.82
"101","2013-08-26",34.259998
"102","2013-08-27",33.990002
"103","2013-08-28",33.950001
"104","2013-08-29",34.27
"105","2013-08-30",34.259998
"106","2013-09-03",35.959999
"107","2013-09-04",34.970001
"108","2013-09-05",35.919998
"109","2013-09-06",35.669998
"110","2013-09-09",35.84
"111","2013-09-10",36.709999
"112","2013-09-11",36.389999
"113","2013-09-12",35.790001
"114","2013-09-13",35.630001
"115","2013-09-16",35.599998
"116","2013-09-17",35
"117","2013-09-18",35.48
"118","2013-09-19",35.549999
"119","2013-09-20",35.540001
"120","2013-09-23",34.990002
"121","2013-09-24",35.310001
"122","2013-09-25",35.41
"123","2013-09-26",35.299999
"124","2013-09-27",35.549999
"125","2013-09-30",36
"126","2013-10-01",36
"127","2013-10-02",35.709999
"128","2013-10-03",35.82
"129","2013-10-04",36
"130","2013-10-07",35.990002
"131","2013-10-08",35.860001
"132","2013-10-09",35.990002
"133","2013-10-10",36.049999
"134","2013-10-11",35.990002
"135","2013-10-14",36
"136","2013-10-15",35.810001
"137","2013-10-16",36
"138","2013-10-17",36.880001
"139","2013-10-18",36.93
"140","2013-10-21",36.34
"141","2013-10-22",36.200001
"142","2013-10-23",36.099998
"143","2013-10-24",37.049999
"144","2013-10-25",36.75
"145","2013-10-28",37.43
"146","2013-10-29",37.779999
"147","2013-10-30",37.66
"148","2013-10-31",37.73
"149","2013-11-01",37.73
"150","2013-11-04",37.48
"151","2013-11-05",37.599998
"152","2013-11-06",38.470001
"153","2013-11-07",38.52
"154","2013-11-08",40.02
"155","2013-11-11",40.439999
"156","2013-11-12",41.509998
"157","2013-11-13",41.23
"158","2013-11-14",40.970001
"159","2013-11-15",40.150002
"160","2013-11-18",41.060001
"161","2013-11-19",41.040001
"162","2013-11-20",40.84
"163","2013-11-21",41.060001
"164","2013-11-22",43.290001
"165","2013-11-25",45.68
"166","2013-11-26",45.959999
"167","2013-11-27",47.82
"168","2013-11-29",47.880001
"169","2013-12-02",46.02
"170","2013-12-03",45.5
"171","2013-12-04",46.459999
"172","2013-12-05",45.34
"173","2013-12-06",46.029999
