"","date","NSYS"
"190","2007-10-03",7.49
"191","2007-10-04",7.55
"192","2007-10-05",7.55
"193","2007-10-08",7.54
"194","2007-10-09",7.41
"195","2007-10-10",7.2
"196","2007-10-11",7.4
"197","2007-10-12",7.84
"198","2007-10-15",7.51
"199","2007-10-16",7.3
"200","2007-10-17",7.3
"201","2007-10-18",7.28
"202","2007-10-19",7.7
"203","2007-10-22",7.65
"204","2007-10-23",7.45
"205","2007-10-24",7.16
"206","2007-10-25",7.4
"207","2007-10-26",7.43
"208","2007-10-29",7.43
"209","2007-10-30",7.43
"210","2007-10-31",7.44
"211","2007-11-01",7.8
"212","2007-11-02",7.76
"213","2007-11-05",7.51
"214","2007-11-06",7.51
"215","2007-11-07",7.28
"216","2007-11-08",7.47
"217","2007-11-09",7.47
"218","2007-11-12",7.5
"219","2007-11-13",7.26
"220","2007-11-14",7.4
"221","2007-11-15",7.16
"222","2007-11-16",7.25
"223","2007-11-19",7.25
"224","2007-11-20",7.06
"225","2007-11-21",6.6
"226","2007-11-23",6.96
"227","2007-11-26",6.31
"228","2007-11-27",6.4
"229","2007-11-28",6.6
"230","2007-11-29",6.6
"231","2007-11-30",6.5
"232","2007-12-03",6.73
"233","2007-12-04",6.51
"234","2007-12-05",6.25
"235","2007-12-06",6.36
"236","2007-12-07",7.3
"237","2007-12-10",7
"238","2007-12-11",6.75
"239","2007-12-12",6.76
"240","2007-12-13",6.76
"241","2007-12-14",6.7
"242","2007-12-17",6.5
"243","2007-12-18",6.24
"244","2007-12-19",6.57
"245","2007-12-20",6.44
"246","2007-12-21",6.52
"247","2007-12-24",6.52
"248","2007-12-26",6.27
"249","2007-12-27",6.27
"250","2007-12-28",6.45
"251","2007-12-31",6.45
"252","2008-01-02",6.45
"253","2008-01-03",6.4
"254","2008-01-04",6.4
"255","2008-01-07",6.1
"256","2008-01-08",6.01
"257","2008-01-09",5.9
"258","2008-01-10",5.9
"259","2008-01-11",5.7
"260","2008-01-14",5.93
"261","2008-01-15",5.63
"262","2008-01-16",5.5
"263","2008-01-17",5.87
"264","2008-01-18",5.84
"265","2008-01-22",5.84
"266","2008-01-23",5.5
"267","2008-01-24",5.25
"268","2008-01-25",5.3
"269","2008-01-28",5.42
"270","2008-01-29",5.4
"271","2008-01-30",5.44
"272","2008-01-31",5.4
"273","2008-02-01",5.3
"274","2008-02-04",6.05
"275","2008-02-05",6.34
"276","2008-02-06",6.34
"277","2008-02-07",6.35
"278","2008-02-08",5.85
"279","2008-02-11",6.1
"280","2008-02-12",5.96
"281","2008-02-13",5.96
"282","2008-02-14",5.96
"283","2008-02-15",5.96
"284","2008-02-19",6.2
"285","2008-02-20",6.2
"286","2008-02-21",6.2
"287","2008-02-22",6.2
"288","2008-02-25",5.9
"289","2008-02-26",6.47
"290","2008-02-27",5.81
"291","2008-02-28",6.36
"292","2008-02-29",6.36
"293","2008-03-03",6.36
"294","2008-03-04",6.36
"295","2008-03-05",6.35
"296","2008-03-06",6.49
"297","2008-03-07",6.49
"298","2008-03-10",6.5
"299","2008-03-11",6.8
"300","2008-03-12",6.8
"301","2008-03-13",6.8
"302","2008-03-14",6.55
"303","2008-03-17",6.49
"304","2008-03-18",6.79
"305","2008-03-19",6.79
"306","2008-03-20",6.79
"307","2008-03-24",6.5
"308","2008-03-25",6.5
"309","2008-03-26",6.5
"310","2008-03-27",6.17
"311","2008-03-28",6.17
"312","2008-03-31",6.17
"313","2008-04-01",6.5
"314","2008-04-02",6.5
"315","2008-04-03",6.5
"316","2008-04-04",6.49
"317","2008-04-07",6.34
"318","2008-04-08",6.34
"319","2008-04-09",6.05
"320","2008-04-10",6.05
"321","2008-04-11",6.15
"322","2008-04-14",6.05
"323","2008-04-15",6.05
"324","2008-04-16",6.25
"325","2008-04-17",6.25
"326","2008-04-18",6.05
"327","2008-04-21",6.27
"328","2008-04-22",6.25
"329","2008-04-23",6.25
"330","2008-04-24",6.25
"331","2008-04-25",6.1
"332","2008-04-28",6.1
"333","2008-04-29",6.1
"334","2008-04-30",6.48
"335","2008-05-01",6.48
"336","2008-05-02",6.48
"337","2008-05-05",6.2
"338","2008-05-06",6.2
"339","2008-05-07",6.3
"340","2008-05-08",6.2
"341","2008-05-09",6.2
"342","2008-05-12",6.2
"343","2008-05-13",6.25
"344","2008-05-14",6.5
"345","2008-05-15",9.4
"346","2008-05-16",8.2
"347","2008-05-19",7.9
"348","2008-05-20",8
"349","2008-05-21",7.59
"350","2008-05-22",7.51
"351","2008-05-23",7.76
"352","2008-05-27",7.96
"353","2008-05-28",8.24
"354","2008-05-29",8.24
"355","2008-05-30",7.98
"356","2008-06-02",8.19
"357","2008-06-03",8.06
"358","2008-06-04",8.27
"359","2008-06-05",8.04
"360","2008-06-06",8.01
"361","2008-06-09",8
"362","2008-06-10",8.29
"363","2008-06-11",8.03
"364","2008-06-12",8
"365","2008-06-13",8
"366","2008-06-16",8.34
"367","2008-06-17",8.32
"368","2008-06-18",8.34
"369","2008-06-19",8.34
"370","2008-06-20",8.25
"371","2008-06-23",8.03
"372","2008-06-24",8.11
"373","2008-06-25",7.99
"374","2008-06-26",7.99
"375","2008-06-27",7.99
"376","2008-06-30",9.37
"377","2008-07-01",9.54
"378","2008-07-02",9.24
"379","2008-07-03",9.6
"380","2008-07-07",10.58
"381","2008-07-08",10.71
"382","2008-07-09",10.7
"383","2008-07-10",10.62
"384","2008-07-11",10.98
"385","2008-07-14",11.49
"386","2008-07-15",11.61
"387","2008-07-16",11.65
"388","2008-07-17",12.2
"389","2008-07-18",12.12
"390","2008-07-21",12.94
"391","2008-07-22",12.71
"392","2008-07-23",12.7
"393","2008-07-24",12.84
"394","2008-07-25",12.44
"395","2008-07-28",12.34
"396","2008-07-29",12.47
"397","2008-07-30",12.34
"398","2008-07-31",12.19
"399","2008-08-01",12.9
"400","2008-08-04",13.82
"401","2008-08-05",14.5
"402","2008-08-06",14.17
"403","2008-08-07",13.4
"404","2008-08-08",11.8
"405","2008-08-11",11.31
"406","2008-08-12",11.2
"407","2008-08-13",12.11
"408","2008-08-14",11.05
"409","2008-08-15",9.65
"410","2008-08-18",8.35
"411","2008-08-19",8.61
"412","2008-08-20",8.36
"413","2008-08-21",8.69
"414","2008-08-22",7.93
"415","2008-08-25",7.25
"416","2008-08-26",7.1
"417","2008-08-27",7.43
"418","2008-08-28",7.54
"419","2008-08-29",7.8
"420","2008-09-02",7.31
"421","2008-09-03",7.3
"422","2008-09-04",7.09
"423","2008-09-05",7.29
"424","2008-09-08",7.11
"425","2008-09-09",6.96
"426","2008-09-10",6.96
"427","2008-09-11",6.87
"428","2008-09-12",6.4
"429","2008-09-15",6.05
"430","2008-09-16",5.91
"431","2008-09-17",5.94
"432","2008-09-18",5.82
"433","2008-09-19",6.34
"434","2008-09-22",5.81
"435","2008-09-23",6.2
"436","2008-09-24",5.84
"437","2008-09-25",6.15
"438","2008-09-26",5.78
"439","2008-09-29",5.45
"440","2008-09-30",5.05
"441","2008-10-01",5.45
"442","2008-10-02",5.4
"443","2008-10-03",5.98
"444","2008-10-06",5.01
"445","2008-10-07",4.91
"446","2008-10-08",5.15
"447","2008-10-09",4.52
"448","2008-10-10",4.05
"449","2008-10-13",4.2
"450","2008-10-14",4.34
"451","2008-10-15",4.19
"452","2008-10-16",4.08
"453","2008-10-17",4.18
"454","2008-10-20",4.28
"455","2008-10-21",4.24
"456","2008-10-22",4.29
"457","2008-10-23",4
"458","2008-10-24",4.27
"459","2008-10-27",3.91
"460","2008-10-28",3.8
"461","2008-10-29",4.18
"462","2008-10-30",3.81
"463","2008-10-31",4.15
"464","2008-11-03",4.38
"465","2008-11-04",4.5
"466","2008-11-05",4.96
"467","2008-11-06",5.46
"468","2008-11-07",5.65
"469","2008-11-10",5.89
"470","2008-11-11",5.81
"471","2008-11-12",5.59
"472","2008-11-13",5.11
"473","2008-11-14",5.11
"474","2008-11-17",6.17
"475","2008-11-18",5.95
"476","2008-11-19",5.31
"477","2008-11-20",5.25
"478","2008-11-21",5.19
"479","2008-11-24",5.25
"480","2008-11-25",5
"481","2008-11-26",5.04
"482","2008-11-28",5.13
"483","2008-12-01",5.13
"484","2008-12-02",4.95
"485","2008-12-03",4.91
"486","2008-12-04",4.35
"487","2008-12-05",4.79
"488","2008-12-08",4.69
"489","2008-12-09",4.5
"490","2008-12-10",4.6
"491","2008-12-11",4.56
"492","2008-12-12",4.54
"493","2008-12-15",4.43
"494","2008-12-16",4.4
"495","2008-12-17",4.4
"496","2008-12-18",4.25
"497","2008-12-19",4.25
"498","2008-12-22",4
"499","2008-12-23",4
"500","2008-12-24",4.1
"501","2008-12-26",4.2
"502","2008-12-29",3.9
"503","2008-12-30",3.97
"504","2008-12-31",4
"505","2009-01-02",4.69
"506","2009-01-05",4.57
"507","2009-01-06",4.4
"508","2009-01-07",4.3
"509","2009-01-08",4.3
"510","2009-01-09",4.3
"511","2009-01-12",4.39
"512","2009-01-13",4.39
"513","2009-01-14",4.3
"514","2009-01-15",4.38
"515","2009-01-16",4.38
"516","2009-01-20",4.38
"517","2009-01-21",4.38
"518","2009-01-22",4.07
"519","2009-01-23",4
"520","2009-01-26",4.14
"521","2009-01-27",4.2
"522","2009-01-28",4.2
"523","2009-01-29",4.2
"524","2009-01-30",4.15
"525","2009-02-02",4
"526","2009-02-03",4
"527","2009-02-04",4
"528","2009-02-05",4.15
"529","2009-02-06",4.2
"530","2009-02-09",4.13
"531","2009-02-10",4.15
"532","2009-02-11",4
"533","2009-02-12",4.15
"534","2009-02-13",3.76
"535","2009-02-17",3.94
"536","2009-02-18",4
"537","2009-02-19",3.94
"538","2009-02-20",3.93
"539","2009-02-23",3.76
"540","2009-02-24",3.98
"541","2009-02-25",3.95
"542","2009-02-26",3.95
"543","2009-02-27",3.93
"544","2009-03-02",3.75
"545","2009-03-03",3.51
"546","2009-03-04",3.74
"547","2009-03-05",3.74
"548","2009-03-06",3.5
"549","2009-03-09",3.5
"550","2009-03-10",3.5
"551","2009-03-11",3.7
"552","2009-03-12",3.69
"553","2009-03-13",3.68
"554","2009-03-16",3.7
"555","2009-03-17",3.65
"556","2009-03-18",3.06
"557","2009-03-19",3.14
"558","2009-03-20",3.01
"559","2009-03-23",2.9
"560","2009-03-24",2.8
"561","2009-03-25",3.09
"562","2009-03-26",3.1
"563","2009-03-27",3.1
"564","2009-03-30",3.1
"565","2009-03-31",3.45
"566","2009-04-01",3.45
"567","2009-04-02",3.05
"568","2009-04-03",3.13
"569","2009-04-06",2.92
"570","2009-04-07",3.21
"571","2009-04-08",3.06
"572","2009-04-09",2.9
"573","2009-04-13",2.96
"574","2009-04-14",2.96
"575","2009-04-15",3.09
"576","2009-04-16",3.01
"577","2009-04-17",2.95
"578","2009-04-20",2.95
"579","2009-04-21",2.9
"580","2009-04-22",2.92
"581","2009-04-23",3.05
"582","2009-04-24",3
"583","2009-04-27",3.26
"584","2009-04-28",3
"585","2009-04-29",3
"586","2009-04-30",3
"587","2009-05-01",3
"588","2009-05-04",3
"589","2009-05-05",3
"590","2009-05-06",3.34
"591","2009-05-07",3.11
"592","2009-05-08",3.5
"593","2009-05-11",3.53
"594","2009-05-12",3.3
"595","2009-05-13",2.7
"596","2009-05-14",2.9
"597","2009-05-15",2.89
"598","2009-05-18",2.5
"599","2009-05-19",2.75
"600","2009-05-20",2.57
"601","2009-05-21",2.63
"602","2009-05-22",2.52
"603","2009-05-26",2.54
"604","2009-05-27",2.6
"605","2009-05-28",2.6
"606","2009-05-29",2.76
"607","2009-06-01",2.98
"608","2009-06-02",2.98
"609","2009-06-03",2.85
"610","2009-06-04",2.81
"611","2009-06-05",2.82
"612","2009-06-08",2.82
"613","2009-06-09",2.76
"614","2009-06-10",2.76
"615","2009-06-11",2.65
"616","2009-06-12",2.85
"617","2009-06-15",2.98
"618","2009-06-16",2.67
"619","2009-06-17",2.67
"620","2009-06-18",2.75
"621","2009-06-19",2.91
"622","2009-06-22",2.8
"623","2009-06-23",2.75
"624","2009-06-24",2.75
"625","2009-06-25",2.72
"626","2009-06-26",2.7
"627","2009-06-29",2.7
"628","2009-06-30",2.6
"629","2009-07-01",2.68
"630","2009-07-02",2.68
"631","2009-07-06",2.7
"632","2009-07-07",2.74
"633","2009-07-08",2.6
"634","2009-07-09",2.68
"635","2009-07-10",2.67
"636","2009-07-13",2.5
"637","2009-07-14",2.4
"638","2009-07-15",2.54
"639","2009-07-16",2.55
"640","2009-07-17",2.55
"641","2009-07-20",2.6
"642","2009-07-21",2.6
"643","2009-07-22",2.75
"644","2009-07-23",2.85
"645","2009-07-24",2.75
"646","2009-07-27",2.55
"647","2009-07-28",2.75
"648","2009-07-29",2.65
"649","2009-07-30",2.75
"650","2009-07-31",2.73
"651","2009-08-03",2.8
"652","2009-08-04",2.77
"653","2009-08-05",2.7
"654","2009-08-06",2.7
"655","2009-08-07",2.7
"656","2009-08-10",2.8
"657","2009-08-11",2.85
"658","2009-08-12",2.85
"659","2009-08-13",2.85
"660","2009-08-14",2.78
"661","2009-08-17",2.78
"662","2009-08-18",2.51
"663","2009-08-19",2.51
"664","2009-08-20",2.61
"665","2009-08-21",2.61
"666","2009-08-24",2.71
"667","2009-08-25",2.7
"668","2009-08-26",2.69
"669","2009-08-27",2.69
"670","2009-08-28",2.6
"671","2009-08-31",2.63
"672","2009-09-01",2.8
"673","2009-09-02",2.75
"674","2009-09-03",2.75
"675","2009-09-04",2.77
"676","2009-09-08",2.89
"677","2009-09-09",2.89
"678","2009-09-10",2.89
"679","2009-09-11",2.74
"680","2009-09-14",2.74
"681","2009-09-15",2.74
"682","2009-09-16",2.7
"683","2009-09-17",2.85
"684","2009-09-18",2.68
"685","2009-09-21",2.76
"686","2009-09-22",2.79
"687","2009-09-23",2.71
"688","2009-09-24",2.7
"689","2009-09-25",2.83
"690","2009-09-28",3
"691","2009-09-29",3
"692","2009-09-30",3
"693","2009-10-01",2.99
"694","2009-10-02",2.99
"695","2009-10-05",2.99
"696","2009-10-06",2.99
"697","2009-10-07",2.75
"698","2009-10-08",2.75
"699","2009-10-09",2.74
"700","2009-10-12",2.98
"701","2009-10-13",2.98
"702","2009-10-14",3.03
"703","2009-10-15",3.2
"704","2009-10-16",3.2
"705","2009-10-19",3.2
"706","2009-10-20",3.2
"707","2009-10-21",2.99
"708","2009-10-22",3.01
"709","2009-10-23",3.01
"710","2009-10-26",3.01
"711","2009-10-27",2.98
"712","2009-10-28",2.8
"713","2009-10-29",2.8
"714","2009-10-30",2.74
"715","2009-11-02",2.78
"716","2009-11-03",2.8
"717","2009-11-04",2.8
"718","2009-11-05",2.94
"719","2009-11-06",3.01
"720","2009-11-09",3
"721","2009-11-10",2.96
"722","2009-11-11",3
"723","2009-11-12",3.05
"724","2009-11-13",3.05
"725","2009-11-16",3.05
"726","2009-11-17",2.96
"727","2009-11-18",2.96
"728","2009-11-19",3
"729","2009-11-20",3
"730","2009-11-23",3
"731","2009-11-24",3
"732","2009-11-25",3
"733","2009-11-27",3
"734","2009-11-30",3.1
"735","2009-12-01",3.1
"736","2009-12-02",3.1
"737","2009-12-03",2.95
"738","2009-12-04",3
"739","2009-12-07",3
"740","2009-12-08",3.1
"741","2009-12-09",3.13
"742","2009-12-10",3.11
"743","2009-12-11",3.13
"744","2009-12-14",3.09
"745","2009-12-15",3.09
"746","2009-12-16",3.09
"747","2009-12-17",3.04
"748","2009-12-18",3.15
"749","2009-12-21",3.1
"750","2009-12-22",3.03
"751","2009-12-23",3.03
"752","2009-12-24",3.03
"753","2009-12-28",3.29
"754","2009-12-29",3.29
"755","2009-12-30",3.25
"756","2009-12-31",3.25
"757","2010-01-04",3.2
"758","2010-01-05",3.1
"759","2010-01-06",3.19
"760","2010-01-07",3.19
"761","2010-01-08",3.19
"762","2010-01-11",3.19
"763","2010-01-12",3.2
"764","2010-01-13",3.43
"765","2010-01-14",3.4
"766","2010-01-15",3.41
"767","2010-01-19",3.45
"768","2010-01-20",3.36
"769","2010-01-21",3.36
"770","2010-01-22",3.35
"771","2010-01-25",3.39
"772","2010-01-26",3.45
"773","2010-01-27",3.45
"774","2010-01-28",3.45
"775","2010-01-29",3.1
"776","2010-02-01",3.07
"777","2010-02-02",3.1
"778","2010-02-03",3.1
"779","2010-02-04",3.09
"780","2010-02-05",3.09
"781","2010-02-08",3.09
"782","2010-02-09",3.3
"783","2010-02-10",3.32
"784","2010-02-11",3.08
"785","2010-02-12",3.25
"786","2010-02-16",3.12
"787","2010-02-17",3.1
"788","2010-02-18",3.21
"789","2010-02-19",3.25
"790","2010-02-22",3.3
"791","2010-02-23",3.1
"792","2010-02-24",3.13
"793","2010-02-25",3.13
"794","2010-02-26",3.13
"795","2010-03-01",3.37
"796","2010-03-02",3.18
"797","2010-03-03",3.25
"798","2010-03-04",3.11
"799","2010-03-05",3.18
"800","2010-03-08",3.18
"801","2010-03-09",3.15
"802","2010-03-10",3.3
"803","2010-03-11",3.3
"804","2010-03-12",3.42
"805","2010-03-15",3.41
"806","2010-03-16",3.41
"807","2010-03-17",3.41
"808","2010-03-18",3.52
"809","2010-03-19",3.7
"810","2010-03-22",3.7
"811","2010-03-23",3.77
"812","2010-03-24",3.65
"813","2010-03-25",3.65
"814","2010-03-26",3.65
"815","2010-03-29",3.46
"816","2010-03-30",3.31
"817","2010-03-31",3.46
"818","2010-04-01",3.38
"819","2010-04-05",3.32
"820","2010-04-06",3.5
"821","2010-04-07",3.5
"822","2010-04-08",3.39
"823","2010-04-09",3.5
"824","2010-04-12",3.5
"825","2010-04-13",3.55
"826","2010-04-14",3.6
"827","2010-04-15",3.5
"828","2010-04-16",3.59
"829","2010-04-19",3.59
"830","2010-04-20",3.6
"831","2010-04-21",3.67
"832","2010-04-22",3.75
"833","2010-04-23",3.8
"834","2010-04-26",3.8
"835","2010-04-27",3.8
"836","2010-04-28",3.84
"837","2010-04-29",3.85
"838","2010-04-30",3.9
"839","2010-05-03",3.93
"840","2010-05-04",3.93
"841","2010-05-05",3.93
"842","2010-05-06",3.97
"843","2010-05-07",3.97
"844","2010-05-10",3.81
"845","2010-05-11",3.91
"846","2010-05-12",3.99
"847","2010-05-13",3.9
"848","2010-05-14",3.9
"849","2010-05-17",3.73
"850","2010-05-18",3.79
"851","2010-05-19",3.79
"852","2010-05-20",3.79
"853","2010-05-21",3.79
"854","2010-05-24",3.79
"855","2010-05-25",3.79
"856","2010-05-26",3.79
"857","2010-05-27",3.79
"858","2010-05-28",3.79
"859","2010-06-01",3.79
"860","2010-06-02",3.87
"861","2010-06-03",3.87
"862","2010-06-04",3.75
"863","2010-06-07",3.82
"864","2010-06-08",3.82
"865","2010-06-09",3.82
"866","2010-06-10",3.82
"867","2010-06-11",3.82
"868","2010-06-14",3.82
"869","2010-06-15",3.82
"870","2010-06-16",3.82
"871","2010-06-17",3.83
"872","2010-06-18",3.84
"873","2010-06-21",3.84
"874","2010-06-22",3.8
"875","2010-06-23",3.8
"876","2010-06-24",3.8
"877","2010-06-25",3.8
"878","2010-06-28",3.8
"879","2010-06-29",3.75
"880","2010-06-30",3.75
"881","2010-07-01",3.75
"882","2010-07-02",3.69
"883","2010-07-06",3.64
"884","2010-07-07",3.64
"885","2010-07-08",3.64
"886","2010-07-09",3.64
"887","2010-07-12",3.64
"888","2010-07-13",3.55
"889","2010-07-14",3.55
"890","2010-07-15",3.65
"891","2010-07-16",3.7
"892","2010-07-19",3.7
"893","2010-07-20",3.7
"894","2010-07-21",3.46
"895","2010-07-22",3.4
"896","2010-07-23",3.4
"897","2010-07-26",3.4
"898","2010-07-27",3.4
"899","2010-07-28",3.4
"900","2010-07-29",3.4
"901","2010-07-30",3.6
"902","2010-08-02",3.6
"903","2010-08-03",3.75
"904","2010-08-04",3.75
"905","2010-08-05",3.68
"906","2010-08-06",3.68
"907","2010-08-09",3.68
"908","2010-08-10",3.68
"909","2010-08-11",3.7
"910","2010-08-12",3.61
"911","2010-08-13",3.61
"912","2010-08-16",3.61
"913","2010-08-17",3.55
"914","2010-08-18",3.55
"915","2010-08-19",3.65
"916","2010-08-20",3.65
"917","2010-08-23",3.65
"918","2010-08-24",3.65
"919","2010-08-25",3.74
"920","2010-08-26",3.74
"921","2010-08-27",3.74
"922","2010-08-30",3.74
"923","2010-08-31",3.74
"924","2010-09-01",3.74
"925","2010-09-02",3.74
"926","2010-09-03",3.74
"927","2010-09-07",3.74
"928","2010-09-08",3.74
"929","2010-09-09",3.74
"930","2010-09-10",3.74
"931","2010-09-13",3.74
"932","2010-09-14",3.74
"933","2010-09-15",3.74
"934","2010-09-16",3.74
"935","2010-09-17",3.1
"936","2010-09-20",3.36
"937","2010-09-21",3.36
"938","2010-09-22",3.36
"939","2010-09-23",3.5
"940","2010-09-24",3.3
"941","2010-09-27",3.35
"942","2010-09-28",3.24
"943","2010-09-29",3.24
"944","2010-09-30",3.58
"945","2010-10-01",3.59
"946","2010-10-04",3.59
"947","2010-10-05",3.59
"948","2010-10-06",3.59
"949","2010-10-07",3.59
"950","2010-10-08",3.32
"951","2010-10-11",3.33
"952","2010-10-12",3.33
"953","2010-10-13",3.57
"954","2010-10-14",3.57
"955","2010-10-15",3.57
"956","2010-10-18",3.58
"957","2010-10-19",3.57
"958","2010-10-20",3.73
"959","2010-10-21",3.72
"960","2010-10-22",3.72
"961","2010-10-25",3.72
"962","2010-10-26",3.65
"963","2010-10-27",3.65
"964","2010-10-28",3.71
"965","2010-10-29",3.77
"966","2010-11-01",3.77
"967","2010-11-02",3.75
"968","2010-11-03",3.75
"969","2010-11-04",3.75
"970","2010-11-05",3.85
"971","2010-11-08",4
"972","2010-11-09",3.95
"973","2010-11-10",3.95
"974","2010-11-11",4.3
"975","2010-11-12",4.12
"976","2010-11-15",4.24
"977","2010-11-16",3.94
"978","2010-11-17",4.15
"979","2010-11-18",3.95
"980","2010-11-19",4.35
"981","2010-11-22",4.51
"982","2010-11-23",4.43
"983","2010-11-24",4.24
"984","2010-11-26",4.62
"985","2010-11-29",4.22
"986","2010-11-30",4.35
"987","2010-12-01",4.35
"988","2010-12-02",4.35
"989","2010-12-03",4.35
"990","2010-12-06",3.98
"991","2010-12-07",3.98
"992","2010-12-08",3.98
"993","2010-12-09",3.98
"994","2010-12-10",3.98
"995","2010-12-13",3.95
"996","2010-12-14",3.86
"997","2010-12-15",3.86
"998","2010-12-16",4.07
"999","2010-12-17",4.05
"1000","2010-12-20",4.01
"1001","2010-12-21",4.05
"1002","2010-12-22",4.05
"1003","2010-12-23",4.05
"1004","2010-12-27",4.05
