"","date","ATLC"
"1","2007-01-03",39.650002
"2","2007-01-04",39.849998
"3","2007-01-05",39.419998
"4","2007-01-08",37.150002
"5","2007-01-09",37.450001
"6","2007-01-10",36.709999
"7","2007-01-11",36.529999
"8","2007-01-12",36.57
"9","2007-01-16",35.299999
"10","2007-01-17",35.099998
"11","2007-01-18",34.91
"12","2007-01-19",34.57
"13","2007-01-22",34.700001
"14","2007-01-23",34.709999
"15","2007-01-24",35.700001
"16","2007-01-25",34.77
"17","2007-01-26",34.799999
"18","2007-01-29",34.59
"19","2007-01-30",35.119999
"20","2007-01-31",35.389999
"21","2007-02-01",36.07
"22","2007-02-02",36.27
"23","2007-02-05",36.400002
"24","2007-02-06",36.25
"25","2007-02-07",35.869999
"26","2007-02-08",35.799999
"27","2007-02-09",34.5
"28","2007-02-12",34.200001
"29","2007-02-13",34.84
"30","2007-02-14",35.189999
"31","2007-02-15",34.700001
"32","2007-02-16",34.73
"33","2007-02-20",35.610001
"34","2007-02-21",34.91
"35","2007-02-22",34.93
"36","2007-02-23",32.880001
"37","2007-02-26",32.73
"38","2007-02-27",30.58
"39","2007-02-28",31.049999
"40","2007-03-01",30.75
"41","2007-03-02",30.23
"42","2007-03-05",28.16
"43","2007-03-06",28.9
"44","2007-03-07",28.82
"45","2007-03-08",29.209999
"46","2007-03-09",29.07
"47","2007-03-12",28.49
"48","2007-03-13",26.139999
"49","2007-03-14",27.059999
"50","2007-03-15",29.549999
"51","2007-03-16",28.57
"52","2007-03-19",28.6
"53","2007-03-20",31.209999
"54","2007-03-21",33.779999
"55","2007-03-22",32.709999
"56","2007-03-23",32.68
"57","2007-03-26",31.639999
"58","2007-03-27",32.209999
"59","2007-03-28",31.549999
"60","2007-03-29",31.530001
"61","2007-03-30",31.219999
"62","2007-04-02",31.219999
"63","2007-04-03",31.57
"64","2007-04-04",32.139999
"65","2007-04-05",33.150002
"66","2007-04-09",34.099998
"67","2007-04-10",33.990002
"68","2007-04-11",33.950001
"69","2007-04-12",34.310001
"70","2007-04-13",34.959999
"71","2007-04-16",35.810001
"72","2007-04-17",35.880001
"73","2007-04-18",36.900002
"74","2007-04-19",36.509998
"75","2007-04-20",36.68
"76","2007-04-23",36.669998
"77","2007-04-24",36.380001
"78","2007-04-25",36
"79","2007-04-26",36.389999
"80","2007-04-27",36.360001
"81","2007-04-30",36.16
"82","2007-05-01",36.68
"83","2007-05-02",37.220001
"84","2007-05-03",38.110001
"85","2007-05-04",37.880001
"86","2007-05-07",38.32
"87","2007-05-08",38.32
"88","2007-05-09",34.75
"89","2007-05-10",33.220001
"90","2007-05-11",33.619999
"91","2007-05-14",33.439999
"92","2007-05-15",33.290001
"93","2007-05-16",33.759998
"94","2007-05-17",33.959999
"95","2007-05-18",34.259998
"96","2007-05-21",34.490002
"97","2007-05-22",35.27
"98","2007-05-23",35.720001
"99","2007-05-24",35.029999
"100","2007-05-25",34.75
"101","2007-05-29",34.75
"102","2007-05-30",35.84
"103","2007-05-31",36.82
"104","2007-06-01",36.93
"105","2007-06-04",36.029999
"106","2007-06-05",35.880001
"107","2007-06-06",35.32
"108","2007-06-07",34.419998
"109","2007-06-08",34.869999
"110","2007-06-11",34.91
"111","2007-06-12",33.959999
"112","2007-06-13",34.66
"113","2007-06-14",34.990002
"114","2007-06-15",35.029999
"115","2007-06-18",35.209999
"116","2007-06-19",35.619999
"117","2007-06-20",35.099998
"118","2007-06-21",35.09
"119","2007-06-22",35.240002
"120","2007-06-25",34.880001
"121","2007-06-26",35.439999
"122","2007-06-27",35.700001
"123","2007-06-28",35.77
"124","2007-06-29",35.02
"125","2007-07-02",35.299999
"126","2007-07-03",34.610001
"127","2007-07-05",33.23
"128","2007-07-06",33.799999
"129","2007-07-09",33.599998
"130","2007-07-10",32.16
"131","2007-07-11",32.220001
"132","2007-07-12",33.189999
"133","2007-07-13",32.43
"134","2007-07-16",31.75
"135","2007-07-17",31.719999
"136","2007-07-18",30.719999
"137","2007-07-19",30.82
"138","2007-07-20",29.709999
"139","2007-07-23",29.030001
"140","2007-07-24",27.219999
"141","2007-07-25",28.799999
"142","2007-07-26",27.209999
"143","2007-07-27",26.639999
"144","2007-07-30",26.85
"145","2007-07-31",26.25
"146","2007-08-01",25.309999
"147","2007-08-02",25.629999
"148","2007-08-03",23.5
"149","2007-08-06",22.93
"150","2007-08-07",23.629999
"151","2007-08-08",24.299999
"152","2007-08-09",23.42
"153","2007-08-10",23.030001
"154","2007-08-13",23.120001
"155","2007-08-14",22
"156","2007-08-15",21.91
"157","2007-08-16",23.219999
"158","2007-08-17",23.02
"159","2007-08-20",22.32
"160","2007-08-21",22.58
"161","2007-08-22",22.950001
"162","2007-08-23",23.120001
"163","2007-08-24",21.860001
"164","2007-08-27",22
"165","2007-08-28",20.959999
"166","2007-08-29",21.25
"167","2007-08-30",20.83
"168","2007-08-31",21.219999
"169","2007-09-04",22.030001
"170","2007-09-05",21.35
"171","2007-09-06",21.15
"172","2007-09-07",20.809999
"173","2007-09-10",20.959999
"174","2007-09-11",20.35
"175","2007-09-12",21.82
"176","2007-09-13",22.08
"177","2007-09-14",22.120001
"178","2007-09-17",21.790001
"179","2007-09-18",23.040001
"180","2007-09-19",24.139999
"181","2007-09-20",22.879999
"182","2007-09-21",22.629999
"183","2007-09-24",22.459999
"184","2007-09-25",21.76
"185","2007-09-26",22.549999
"186","2007-09-27",21.98
"187","2007-09-28",21.709999
"188","2007-10-01",23.360001
"189","2007-10-02",24.42
"190","2007-10-03",23.25
"191","2007-10-04",23.41
"192","2007-10-05",23.93
"193","2007-10-08",23.870001
"194","2007-10-09",25.09
"195","2007-10-10",24.85
"196","2007-10-11",24.629999
"197","2007-10-12",24.98
"198","2007-10-15",23.51
"199","2007-10-16",23.07
"200","2007-10-17",22.32
"201","2007-10-18",21.18
"202","2007-10-19",20.139999
"203","2007-10-22",20.74
"204","2007-10-23",20.530001
"205","2007-10-24",20.639999
"206","2007-10-25",19.68
"207","2007-10-26",20.389999
"208","2007-10-29",19.790001
"209","2007-10-30",19.709999
"210","2007-10-31",19.93
"211","2007-11-01",17.190001
"212","2007-11-02",17.33
"213","2007-11-05",16.360001
"214","2007-11-06",14.04
"215","2007-11-07",10.27
"216","2007-11-08",12.36
"217","2007-11-09",12.41
"218","2007-11-12",12.62
"219","2007-11-13",13.28
"220","2007-11-14",13.59
"221","2007-11-15",13.1
"222","2007-11-16",13.02
"223","2007-11-19",12.83
"224","2007-11-20",12.41
"225","2007-11-21",11.95
"226","2007-11-23",12.52
"227","2007-11-26",11.24
"228","2007-11-27",11.99
"229","2007-11-28",12.59
"230","2007-11-29",12.72
"231","2007-11-30",12.96
"232","2007-12-03",13.01
"233","2007-12-04",12.25
"234","2007-12-05",11.86
"235","2007-12-06",12.15
"236","2007-12-07",12.01
"237","2007-12-10",12.59
"238","2007-12-11",11.59
"239","2007-12-12",10.26
"240","2007-12-13",9.78
"241","2007-12-14",9.45
"242","2007-12-17",9.34
"243","2007-12-18",9.19
"244","2007-12-19",8.92
"245","2007-12-20",9.01
"246","2007-12-21",10.47
"247","2007-12-24",10.61
"248","2007-12-26",10.58
"249","2007-12-27",9.82
"250","2007-12-28",9.6
"251","2007-12-31",9.98
"252","2008-01-02",9.53
"253","2008-01-03",9.52
"254","2008-01-04",9
"255","2008-01-07",9.07
"256","2008-01-08",8.44
"257","2008-01-09",8.48
"258","2008-01-10",8.86
"259","2008-01-11",8.46
"260","2008-01-14",8.4
"261","2008-01-15",8.31
"262","2008-01-16",8.99
"263","2008-01-17",8.1
"264","2008-01-18",7.99
"265","2008-01-22",8.05
"266","2008-01-23",10.86
"267","2008-01-24",11.84
"268","2008-01-25",10.46
"269","2008-01-28",11.14
"270","2008-01-29",13.36
"271","2008-01-30",13.35
"272","2008-01-31",14.7
"273","2008-02-01",14.45
"274","2008-02-04",12.43
"275","2008-02-05",11.37
"276","2008-02-06",11.06
"277","2008-02-07",11.11
"278","2008-02-08",10.72
"279","2008-02-11",10.41
"280","2008-02-12",10.57
"281","2008-02-13",10.96
"282","2008-02-14",11.6
"283","2008-02-15",10.96
"284","2008-02-19",10.17
"285","2008-02-20",10.23
"286","2008-02-21",9.94
"287","2008-02-22",9.94
"288","2008-02-25",10.25
"289","2008-02-26",10.34
"290","2008-02-27",10.65
"291","2008-02-28",10.44
"292","2008-02-29",10.38
"293","2008-03-03",10.14
"294","2008-03-04",9.95
"295","2008-03-05",9.25
"296","2008-03-06",8.59
"297","2008-03-07",8.44
"298","2008-03-10",7.86
"299","2008-03-11",9.02
"300","2008-03-12",8.55
"301","2008-03-13",8.6
"302","2008-03-14",7.93
"303","2008-03-17",7.65
"304","2008-03-18",8.84
"305","2008-03-19",7.89
"306","2008-03-20",8.95
"307","2008-03-24",9.31
"308","2008-03-25",8.86
"309","2008-03-26",8.41
"310","2008-03-27",8.33
"311","2008-03-28",8.08
"312","2008-03-31",8.87
"313","2008-04-01",8.75
"314","2008-04-02",8.77
"315","2008-04-03",8.83
"316","2008-04-04",8.81
"317","2008-04-07",9.08
"318","2008-04-08",9.07
"319","2008-04-09",8.66
"320","2008-04-10",8.86
"321","2008-04-11",8.26
"322","2008-04-14",7.6
"323","2008-04-15",7.67
"324","2008-04-16",8.05
"325","2008-04-17",8.16
"326","2008-04-18",8.05
"327","2008-04-21",7.7
"328","2008-04-22",7.36
"329","2008-04-23",7.42
"330","2008-04-24",7.92
"331","2008-04-25",8.13
"332","2008-04-28",8.47
"333","2008-04-29",8.42
"334","2008-04-30",8.08
"335","2008-05-01",9.31
"336","2008-05-02",9.8
"337","2008-05-05",9.92
"338","2008-05-06",10.95
"339","2008-05-07",10.2
"340","2008-05-08",10.27
"341","2008-05-09",10.35
"342","2008-05-12",10.79
"343","2008-05-13",10.27
"344","2008-05-14",10.46
"345","2008-05-15",10.91
"346","2008-05-16",10.88
"347","2008-05-19",10.67
"348","2008-05-20",10.16
"349","2008-05-21",9.82
"350","2008-05-22",9.89
"351","2008-05-23",9.36
"352","2008-05-27",9.39
"353","2008-05-28",9.16
"354","2008-05-29",9.48
"355","2008-05-30",9.18
"356","2008-06-02",9.34
"357","2008-06-03",8.87
"358","2008-06-04",9.09
"359","2008-06-05",9.62
"360","2008-06-06",9.08
"361","2008-06-09",8.79
"362","2008-06-10",6.3
"363","2008-06-11",6.58
"364","2008-06-12",6.71
"365","2008-06-13",7.27
"366","2008-06-16",7.31
"367","2008-06-17",6.99
"368","2008-06-18",6.99
"369","2008-06-19",6.94
"370","2008-06-20",6.73
"371","2008-06-23",6.2
"372","2008-06-24",6.23
"373","2008-06-25",6.68
"374","2008-06-26",6.51
"375","2008-06-27",6
"376","2008-06-30",6
"377","2008-07-01",6.08
"378","2008-07-02",5.77
"379","2008-07-03",5.48
"380","2008-07-07",5.75
"381","2008-07-08",6.37
"382","2008-07-09",6.03
"383","2008-07-10",5.97
"384","2008-07-11",5.93
"385","2008-07-14",5.76
"386","2008-07-15",5.5
"387","2008-07-16",6
"388","2008-07-17",6.67
"389","2008-07-18",6.82
"390","2008-07-21",6.58
"391","2008-07-22",7.29
"392","2008-07-23",7.32
"393","2008-07-24",6.35
"394","2008-07-25",6.52
"395","2008-07-28",5.84
"396","2008-07-29",6.69
"397","2008-07-30",6.69
"398","2008-07-31",6.6
"399","2008-08-01",7.21
"400","2008-08-04",6.83
"401","2008-08-05",6.89
"402","2008-08-06",6.56
"403","2008-08-07",5.85
"404","2008-08-08",6.06
"405","2008-08-11",6.33
"406","2008-08-12",6.18
"407","2008-08-13",5.92
"408","2008-08-14",5.45
"409","2008-08-15",5.4
"410","2008-08-18",5.19
"411","2008-08-19",5.06
"412","2008-08-20",5.18
"413","2008-08-21",4.91
"414","2008-08-22",5.08
