"","date","VRSN"
"1","2007-01-03",24.07
"2","2007-01-04",24.58
"3","2007-01-05",24.59
"4","2007-01-08",24.42
"5","2007-01-09",24.42
"6","2007-01-10",24.459999
"7","2007-01-11",24.610001
"8","2007-01-12",24.52
"9","2007-01-16",24.6
"10","2007-01-17",24.27
"11","2007-01-18",23.610001
"12","2007-01-19",23.389999
"13","2007-01-22",23.129999
"14","2007-01-23",22.93
"15","2007-01-24",23.530001
"16","2007-01-25",23.24
"17","2007-01-26",23.950001
"18","2007-01-29",23.9
"19","2007-01-30",24.219999
"20","2007-01-31",23.9
"21","2007-02-01",25.99
"22","2007-02-02",25.549999
"23","2007-02-05",25.700001
"24","2007-02-06",25.77
"25","2007-02-07",26.139999
"26","2007-02-08",26.040001
"27","2007-02-09",25.73
"28","2007-02-12",25.73
"29","2007-02-13",25.52
"30","2007-02-14",26.139999
"31","2007-02-15",26.190001
"32","2007-02-16",26.120001
"33","2007-02-20",26.25
"34","2007-02-21",26.290001
"35","2007-02-22",26.34
"36","2007-02-23",26.18
"37","2007-02-26",26.07
"38","2007-02-27",25.120001
"39","2007-02-28",25.299999
"40","2007-03-01",24.690001
"41","2007-03-02",24.41
"42","2007-03-05",24.16
"43","2007-03-06",24.52
"44","2007-03-07",24.5
"45","2007-03-08",24.610001
"46","2007-03-09",24.58
"47","2007-03-12",24.24
"48","2007-03-13",23.84
"49","2007-03-14",24.709999
"50","2007-03-15",24.790001
"51","2007-03-16",24.540001
"52","2007-03-19",24.860001
"53","2007-03-20",25.030001
"54","2007-03-21",25.57
"55","2007-03-22",25.48
"56","2007-03-23",25.33
"57","2007-03-26",25.4
"58","2007-03-27",25.200001
"59","2007-03-28",24.99
"60","2007-03-29",25.08
"61","2007-03-30",25.120001
"62","2007-04-02",25.16
"63","2007-04-03",25.52
"64","2007-04-04",25.639999
"65","2007-04-05",25.65
"66","2007-04-09",26.02
"67","2007-04-10",26.209999
"68","2007-04-11",25.84
"69","2007-04-12",26.02
"70","2007-04-13",26.34
"71","2007-04-16",26.940001
"72","2007-04-17",26.540001
"73","2007-04-18",26.68
"74","2007-04-19",26.690001
"75","2007-04-20",26.700001
"76","2007-04-23",26.33
"77","2007-04-24",26.66
"78","2007-04-25",26.98
"79","2007-04-26",26.9
"80","2007-04-27",27.030001
"81","2007-04-30",27.35
"82","2007-05-01",26.780001
"83","2007-05-02",27.030001
"84","2007-05-03",26.77
"85","2007-05-04",26.25
"86","2007-05-07",26.24
"87","2007-05-08",26.43
"88","2007-05-09",26.4
"89","2007-05-10",25.77
"90","2007-05-11",26.32
"91","2007-05-14",26.450001
"92","2007-05-15",26.040001
"93","2007-05-16",26.450001
"94","2007-05-17",26.360001
"95","2007-05-18",26.76
"96","2007-05-21",27.389999
"97","2007-05-22",27.1
"98","2007-05-23",26.74
"99","2007-05-24",26.639999
"100","2007-05-25",27.25
"101","2007-05-29",27.940001
"102","2007-05-30",29.43
"103","2007-05-31",29.83
"104","2007-06-01",30.360001
"105","2007-06-04",30.32
"106","2007-06-05",29.99
"107","2007-06-06",29.879999
"108","2007-06-07",29.110001
"109","2007-06-08",29.540001
"110","2007-06-11",29.299999
"111","2007-06-12",29.030001
"112","2007-06-13",29.190001
"113","2007-06-14",29.33
"114","2007-06-15",29.32
"115","2007-06-18",29.129999
"116","2007-06-19",29.200001
"117","2007-06-20",28.940001
"118","2007-06-21",29.16
"119","2007-06-22",29.42
"120","2007-06-25",29.51
"121","2007-06-26",30.15
"122","2007-06-27",30.450001
"123","2007-06-28",31.719999
"124","2007-06-29",31.73
"125","2007-07-02",32.259998
"126","2007-07-03",32.459999
"127","2007-07-05",32.400002
"128","2007-07-06",32.599998
"129","2007-07-09",33.23
"130","2007-07-10",32.43
"131","2007-07-11",32.470001
"132","2007-07-12",32.990002
"133","2007-07-13",33.91
"134","2007-07-16",33
"135","2007-07-17",32.450001
"136","2007-07-18",32.400002
"137","2007-07-19",32.419998
"138","2007-07-20",32.220001
"139","2007-07-23",32.119999
"140","2007-07-24",31.120001
"141","2007-07-25",31.459999
"142","2007-07-26",30.790001
"143","2007-07-27",29.51
"144","2007-07-30",29.84
"145","2007-07-31",29.690001
"146","2007-08-01",28.709999
"147","2007-08-02",29.040001
"148","2007-08-03",29.25
"149","2007-08-06",28.889999
"150","2007-08-07",29.629999
"151","2007-08-08",30.58
"152","2007-08-09",29.129999
"153","2007-08-10",29.26
"154","2007-08-13",29.65
"155","2007-08-14",28.639999
"156","2007-08-15",29.51
"157","2007-08-16",29.209999
"158","2007-08-17",29.67
"159","2007-08-20",29.799999
"160","2007-08-21",30.51
"161","2007-08-22",31.6
"162","2007-08-23",31.9
"163","2007-08-24",31.9
"164","2007-08-27",31.84
"165","2007-08-28",31.07
"166","2007-08-29",31.860001
"167","2007-08-30",32.18
"168","2007-08-31",32.200001
"169","2007-09-04",33.580002
"170","2007-09-05",32.990002
"171","2007-09-06",33.040001
"172","2007-09-07",32.490002
"173","2007-09-10",32.700001
"174","2007-09-11",32.630001
"175","2007-09-12",31.91
"176","2007-09-13",31.530001
"177","2007-09-14",31.67
"178","2007-09-17",31.91
"179","2007-09-18",33.150002
"180","2007-09-19",33.130001
"181","2007-09-20",33.330002
"182","2007-09-21",33.580002
"183","2007-09-24",33.400002
"184","2007-09-25",34.060001
"185","2007-09-26",33.610001
"186","2007-09-27",34
"187","2007-09-28",33.740002
"188","2007-10-01",33.970001
"189","2007-10-02",34.25
"190","2007-10-03",34.060001
"191","2007-10-04",34
"192","2007-10-05",34.189999
"193","2007-10-08",33.880001
"194","2007-10-09",34.009998
"195","2007-10-10",34.110001
"196","2007-10-11",33.689999
"197","2007-10-12",34
