"","date","MGYR"
"80","2007-04-27",14.8
"81","2007-04-30",15
"82","2007-05-01",14.98
"83","2007-05-02",14.8
"84","2007-05-03",14.76
"85","2007-05-04",14.83
"86","2007-05-07",14.83
"87","2007-05-08",15
"88","2007-05-09",15
"89","2007-05-10",14.78
"90","2007-05-11",14.8
"91","2007-05-14",14.76
"92","2007-05-15",14.69
"93","2007-05-16",14.64
"94","2007-05-17",14.6
"95","2007-05-18",14.64
"96","2007-05-21",14.56
"97","2007-05-22",14.62
"98","2007-05-23",14.55
"99","2007-05-24",14.56
"100","2007-05-25",14.69
"101","2007-05-29",14.6
"102","2007-05-30",14.51
"103","2007-05-31",14.59
"104","2007-06-01",14.6
"105","2007-06-04",14.6
"106","2007-06-05",14.6
"107","2007-06-06",14.8
"108","2007-06-07",14.82
"109","2007-06-08",14.92
"110","2007-06-11",14.98
"111","2007-06-12",14.99
"112","2007-06-13",14.99
"113","2007-06-14",14.63
"114","2007-06-15",14.65
"115","2007-06-18",14.65
"116","2007-06-19",14.65
"117","2007-06-20",14.5
"118","2007-06-21",14.5
"119","2007-06-22",14.25
"120","2007-06-25",14.25
"121","2007-06-26",14.25
"122","2007-06-27",14.12
"123","2007-06-28",14.07
"124","2007-06-29",14.18
"125","2007-07-02",14.11
"126","2007-07-03",14.07
"127","2007-07-05",14.01
"128","2007-07-06",14.11
"129","2007-07-09",14.02
"130","2007-07-10",14
"131","2007-07-11",13.76
"132","2007-07-12",13.78
"133","2007-07-13",13.62
"134","2007-07-16",13.64
"135","2007-07-17",13.59
"136","2007-07-18",13.5
"137","2007-07-19",13.45
"138","2007-07-20",12.89
"139","2007-07-23",12.43
"140","2007-07-24",12.16
"141","2007-07-25",12.21
"142","2007-07-26",12.2
"143","2007-07-27",12.5
"144","2007-07-30",12.42
"145","2007-07-31",12.46
"146","2007-08-01",12.01
"147","2007-08-02",11.87
"148","2007-08-03",11.87
"149","2007-08-06",11.72
"150","2007-08-07",11.51
"151","2007-08-08",11.8
"152","2007-08-09",11.77
"153","2007-08-10",11.56
"154","2007-08-13",11.55
"155","2007-08-14",11.4
"156","2007-08-15",10.82
"157","2007-08-16",11.01
"158","2007-08-17",11.1
"159","2007-08-20",11.05
"160","2007-08-21",11.14
"161","2007-08-22",11.22
"162","2007-08-23",11.16
"163","2007-08-24",11.09
"164","2007-08-27",11.1
"165","2007-08-28",11.05
"166","2007-08-29",11
"167","2007-08-30",11.1
"168","2007-08-31",10.95
"169","2007-09-04",10.95
"170","2007-09-05",10.9
"171","2007-09-06",11.09
"172","2007-09-07",10.99
"173","2007-09-10",11.05
"174","2007-09-11",11.25
"175","2007-09-12",11.14
"176","2007-09-13",11.16
"177","2007-09-14",11.14
"178","2007-09-17",11
"179","2007-09-18",11.36
"180","2007-09-19",11.3
"181","2007-09-20",11.2
"182","2007-09-21",11.12
"183","2007-09-24",11
"184","2007-09-25",11
"185","2007-09-26",11.1
"186","2007-09-27",10.76
"187","2007-09-28",10.76
"188","2007-10-01",10.47
"189","2007-10-02",10.37
"190","2007-10-03",10.7
"191","2007-10-04",10.69
"192","2007-10-05",10.64
"193","2007-10-08",10.6
"194","2007-10-09",10.65
"195","2007-10-10",10.72
"196","2007-10-11",10.5
"197","2007-10-12",10.8
"198","2007-10-15",10.6
"199","2007-10-16",10.55
"200","2007-10-17",10.56
"201","2007-10-18",10.5
"202","2007-10-19",10.43
"203","2007-10-22",10.4
"204","2007-10-23",10.25
"205","2007-10-24",10.4
"206","2007-10-25",10.52
"207","2007-10-26",10.52
"208","2007-10-29",10.41
"209","2007-10-30",10.84
"210","2007-10-31",11.04
"211","2007-11-01",10.92
"212","2007-11-02",10.7
"213","2007-11-05",10.61
"214","2007-11-06",10.65
"215","2007-11-07",10.65
"216","2007-11-08",10.45
"217","2007-11-09",10.68
"218","2007-11-12",10.96
"219","2007-11-13",10.98
"220","2007-11-14",10.96
"221","2007-11-15",10.79
"222","2007-11-16",10.67
"223","2007-11-19",10.84
"224","2007-11-20",10.96
"225","2007-11-21",11.02
"226","2007-11-23",11.15
"227","2007-11-26",10.97
"228","2007-11-27",10.97
"229","2007-11-28",11.08
"230","2007-11-29",10.86
"231","2007-11-30",10.76
"232","2007-12-03",10.72
"233","2007-12-04",10.61
"234","2007-12-05",10.69
"235","2007-12-06",10.86
"236","2007-12-07",11.06
"237","2007-12-10",10.88
"238","2007-12-11",10.88
"239","2007-12-12",10.87
"240","2007-12-13",10.85
"241","2007-12-14",10.98
"242","2007-12-17",10.85
"243","2007-12-18",10.88
"244","2007-12-19",10.62
"245","2007-12-20",10.8
"246","2007-12-21",10.95
"247","2007-12-24",10.71
"248","2007-12-26",10.85
"249","2007-12-27",10.85
"250","2007-12-28",10.73
"251","2007-12-31",10.65
"252","2008-01-02",10.83
"253","2008-01-03",10.75
"254","2008-01-04",10.71
"255","2008-01-07",10.71
"256","2008-01-08",10.67
"257","2008-01-09",10.69
"258","2008-01-10",10.7
"259","2008-01-11",10.65
"260","2008-01-14",10.65
"261","2008-01-15",10.59
"262","2008-01-16",10.58
"263","2008-01-17",10.69
"264","2008-01-18",10.7
"265","2008-01-22",10.41
"266","2008-01-23",10.5
"267","2008-01-24",10.53
"268","2008-01-25",10.53
"269","2008-01-28",10.84
"270","2008-01-29",10.8
"271","2008-01-30",10.56
"272","2008-01-31",10.79
"273","2008-02-01",10.62
"274","2008-02-04",10.62
"275","2008-02-05",10.66
"276","2008-02-06",10.7
"277","2008-02-07",10.63
"278","2008-02-08",10.77
"279","2008-02-11",10.81
"280","2008-02-12",10.81
"281","2008-02-13",10.7
"282","2008-02-14",10.66
"283","2008-02-15",10.65
"284","2008-02-19",10.66
"285","2008-02-20",10.68
"286","2008-02-21",10.68
"287","2008-02-22",10.66
"288","2008-02-25",10.66
"289","2008-02-26",10.66
"290","2008-02-27",10.66
"291","2008-02-28",10.66
"292","2008-02-29",10.62
"293","2008-03-03",10.47
"294","2008-03-04",10.4
"295","2008-03-05",10.44
"296","2008-03-06",10.25
"297","2008-03-07",10.25
"298","2008-03-10",10.28
"299","2008-03-11",10.24
"300","2008-03-12",10.24
"301","2008-03-13",10.25
"302","2008-03-14",10.08
"303","2008-03-17",8.95
"304","2008-03-18",9.45
"305","2008-03-19",9.45
"306","2008-03-20",9.45
"307","2008-03-24",9.5
"308","2008-03-25",9.5
"309","2008-03-26",9.5
"310","2008-03-27",9.5
"311","2008-03-28",9.5
"312","2008-03-31",9.5
"313","2008-04-01",9.5
"314","2008-04-02",9.5
"315","2008-04-03",9.5
"316","2008-04-04",9.5
"317","2008-04-07",9.55
"318","2008-04-08",9.55
"319","2008-04-09",9.55
"320","2008-04-10",9.55
"321","2008-04-11",9.62
"322","2008-04-14",9.62
"323","2008-04-15",9.75
"324","2008-04-16",9.75
"325","2008-04-17",9.61
"326","2008-04-18",9.6
"327","2008-04-21",10
"328","2008-04-22",9.9
"329","2008-04-23",10.14
"330","2008-04-24",9.85
"331","2008-04-25",10
"332","2008-04-28",10
"333","2008-04-29",9.85
"334","2008-04-30",10
"335","2008-05-01",10
"336","2008-05-02",10
"337","2008-05-05",10
"338","2008-05-06",10
"339","2008-05-07",9.9
"340","2008-05-08",9.9
"341","2008-05-09",10
"342","2008-05-12",10
"343","2008-05-13",10
"344","2008-05-14",10
"345","2008-05-15",10
"346","2008-05-16",9.92
"347","2008-05-19",10.04
"348","2008-05-20",10.04
"349","2008-05-21",10.04
"350","2008-05-22",10.04
"351","2008-05-23",10.97
"352","2008-05-27",10.83
"353","2008-05-28",10.88
"354","2008-05-29",10.47
"355","2008-05-30",10.3
"356","2008-06-02",10.39
"357","2008-06-03",10.25
"358","2008-06-04",10.25
"359","2008-06-05",10.25
"360","2008-06-06",10.05
"361","2008-06-09",10.05
"362","2008-06-10",10.05
"363","2008-06-11",10.24
"364","2008-06-12",10.24
"365","2008-06-13",10.3
"366","2008-06-16",10.65
"367","2008-06-17",10.65
"368","2008-06-18",10.65
"369","2008-06-19",10.65
"370","2008-06-20",10
"371","2008-06-23",10.01
"372","2008-06-24",10
"373","2008-06-25",10
"374","2008-06-26",10.12
"375","2008-06-27",10
"376","2008-06-30",8.87
"377","2008-07-01",9.22
"378","2008-07-02",9.39
"379","2008-07-03",9.2
"380","2008-07-07",9.2
"381","2008-07-08",9.41
"382","2008-07-09",9.42
"383","2008-07-10",9.75
"384","2008-07-11",9.55
"385","2008-07-14",9.31
"386","2008-07-15",9.29
"387","2008-07-16",9.35
"388","2008-07-17",9.4
"389","2008-07-18",9.4
"390","2008-07-21",9.4
"391","2008-07-22",9.4
"392","2008-07-23",9.4
"393","2008-07-24",9.4
"394","2008-07-25",9.4
"395","2008-07-28",9.4
"396","2008-07-29",9.4
"397","2008-07-30",9.4
"398","2008-07-31",9.68
"399","2008-08-01",9.25
"400","2008-08-04",9.64
"401","2008-08-05",9.64
"402","2008-08-06",9.3
"403","2008-08-07",9.3
"404","2008-08-08",9.3
"405","2008-08-11",9.4
"406","2008-08-12",9.4
"407","2008-08-13",9.57
"408","2008-08-14",9.57
"409","2008-08-15",9.57
"410","2008-08-18",9.57
"411","2008-08-19",9.5
"412","2008-08-20",9.84
"413","2008-08-21",9.5
"414","2008-08-22",9.5
"415","2008-08-25",9.15
"416","2008-08-26",9.15
"417","2008-08-27",9.15
"418","2008-08-28",9.15
"419","2008-08-29",9.15
"420","2008-09-02",9.28
"421","2008-09-03",9.28
"422","2008-09-04",9.28
"423","2008-09-05",9.28
"424","2008-09-08",9.2
"425","2008-09-09",8.91
"426","2008-09-10",8.4
"427","2008-09-11",8.3
"428","2008-09-12",8.33
"429","2008-09-15",8.23
"430","2008-09-16",8.23
"431","2008-09-17",8.36
"432","2008-09-18",8.01
"433","2008-09-19",8.36
"434","2008-09-22",8.36
"435","2008-09-23",8.36
"436","2008-09-24",8.01
"437","2008-09-25",8.01
"438","2008-09-26",8.01
"439","2008-09-29",7.88
"440","2008-09-30",8.35
"441","2008-10-01",8
"442","2008-10-02",8.4
"443","2008-10-03",8.4
"444","2008-10-06",7.84
"445","2008-10-07",7.5
"446","2008-10-08",7.05
"447","2008-10-09",6.3
"448","2008-10-10",5.9
"449","2008-10-13",7.5
"450","2008-10-14",8
"451","2008-10-15",8.44
"452","2008-10-16",8.4
"453","2008-10-17",8
"454","2008-10-20",9
"455","2008-10-21",9
"456","2008-10-22",9
"457","2008-10-23",9
"458","2008-10-24",9
"459","2008-10-27",8
"460","2008-10-28",7.75
"461","2008-10-29",7.75
"462","2008-10-30",8
"463","2008-10-31",8
"464","2008-11-03",8.08
"465","2008-11-04",8
"466","2008-11-05",8.2
"467","2008-11-06",8.2
"468","2008-11-07",8.2
"469","2008-11-10",7.36
"470","2008-11-11",8.16
"471","2008-11-12",7.5
"472","2008-11-13",7.5
"473","2008-11-14",7.5
"474","2008-11-17",6.4
"475","2008-11-18",6.15
"476","2008-11-19",5.9
"477","2008-11-20",5.43
"478","2008-11-21",5.44
"479","2008-11-24",4.99
"480","2008-11-25",5.05
"481","2008-11-26",5
"482","2008-11-28",5
"483","2008-12-01",4.88
"484","2008-12-02",4.68
"485","2008-12-03",5.25
"486","2008-12-04",5.68
"487","2008-12-05",4.66
"488","2008-12-08",6.65
"489","2008-12-09",6.75
"490","2008-12-10",6.19
"491","2008-12-11",6.19
"492","2008-12-12",5.44
"493","2008-12-15",6.89
"494","2008-12-16",6.89
"495","2008-12-17",6.85
"496","2008-12-18",6.85
"497","2008-12-19",6
"498","2008-12-22",6.01
"499","2008-12-23",6
"500","2008-12-24",6
"501","2008-12-26",5.52
"502","2008-12-29",5.91
"503","2008-12-30",5.28
"504","2008-12-31",5.94
"505","2009-01-02",5.94
"506","2009-01-05",6.3
"507","2009-01-06",5.56
"508","2009-01-07",5.56
"509","2009-01-08",5.56
"510","2009-01-09",5.56
"511","2009-01-12",5.54
"512","2009-01-13",5.54
"513","2009-01-14",5.1
"514","2009-01-15",5.1
"515","2009-01-16",5
"516","2009-01-20",5.78
"517","2009-01-21",5.75
"518","2009-01-22",5.8
"519","2009-01-23",5.8
"520","2009-01-26",5.25
"521","2009-01-27",5.25
"522","2009-01-28",5.25
"523","2009-01-29",5.25
"524","2009-01-30",4.75
"525","2009-02-02",4.05
"526","2009-02-03",4
"527","2009-02-04",4
"528","2009-02-05",3.84
"529","2009-02-06",3.5
"530","2009-02-09",2.76
"531","2009-02-10",3.86
"532","2009-02-11",3.13
"533","2009-02-12",3.5
"534","2009-02-13",3.9
"535","2009-02-17",3.5
"536","2009-02-18",3.5
"537","2009-02-19",3.13
"538","2009-02-20",2.98
"539","2009-02-23",3.1
"540","2009-02-24",2.8
"541","2009-02-25",3.1
"542","2009-02-26",4
"543","2009-02-27",4.25
"544","2009-03-02",4.04
"545","2009-03-03",3.95
"546","2009-03-04",4
"547","2009-03-05",3.9
"548","2009-03-06",3.93
"549","2009-03-09",3.99
"550","2009-03-10",3.9
"551","2009-03-11",3.91
"552","2009-03-12",4
"553","2009-03-13",4
"554","2009-03-16",4.55
"555","2009-03-17",4.55
"556","2009-03-18",4.55
"557","2009-03-19",4.55
"558","2009-03-20",4.55
"559","2009-03-23",4.55
"560","2009-03-24",4.75
"561","2009-03-25",4.74
"562","2009-03-26",4.74
"563","2009-03-27",4.74
"564","2009-03-30",4.74
"565","2009-03-31",4.5
"566","2009-04-01",4.5
"567","2009-04-02",4.5
"568","2009-04-03",4.5
"569","2009-04-06",4.53
"570","2009-04-07",4.53
"571","2009-04-08",4.56
"572","2009-04-09",4.56
"573","2009-04-13",4.56
"574","2009-04-14",5.69
"575","2009-04-15",4.61
"576","2009-04-16",4.61
"577","2009-04-17",4.7
"578","2009-04-20",4.7
"579","2009-04-21",4.7
"580","2009-04-22",4.7
"581","2009-04-23",4.7
"582","2009-04-24",4.7
"583","2009-04-27",4.75
"584","2009-04-28",4.75
"585","2009-04-29",5.18
"586","2009-04-30",5.18
"587","2009-05-01",5.18
"588","2009-05-04",5.1
"589","2009-05-05",5.25
"590","2009-05-06",5.43
"591","2009-05-07",6
"592","2009-05-08",5.1
"593","2009-05-11",5.1
"594","2009-05-12",5.1
"595","2009-05-13",7.5
"596","2009-05-14",6.27
"597","2009-05-15",5.5
"598","2009-05-18",5.5
"599","2009-05-19",5.55
"600","2009-05-20",6.66
"601","2009-05-21",6.66
"602","2009-05-22",6.22
"603","2009-05-26",6.22
"604","2009-05-27",6.22
"605","2009-05-28",6.22
"606","2009-05-29",6.22
"607","2009-06-01",5.5
"608","2009-06-02",5.5
"609","2009-06-03",5.5
"610","2009-06-04",5.5
"611","2009-06-05",5.5
"612","2009-06-08",4.8
"613","2009-06-09",5.78
"614","2009-06-10",5.78
"615","2009-06-11",5.78
"616","2009-06-12",5
"617","2009-06-15",7.45
"618","2009-06-16",4.91
"619","2009-06-17",5.15
"620","2009-06-18",5.18
"621","2009-06-19",5.18
"622","2009-06-22",5.18
"623","2009-06-23",5.18
"624","2009-06-24",6
"625","2009-06-25",6
"626","2009-06-26",6
"627","2009-06-29",6
"628","2009-06-30",5.18
"629","2009-07-01",4.81
"630","2009-07-02",4.75
"631","2009-07-06",4.75
"632","2009-07-07",4.75
"633","2009-07-08",4.75
"634","2009-07-09",4.75
"635","2009-07-10",4.75
"636","2009-07-13",4.75
"637","2009-07-14",4.4
"638","2009-07-15",4.95
"639","2009-07-16",4.95
"640","2009-07-17",4.95
"641","2009-07-20",4.68
"642","2009-07-21",5
"643","2009-07-22",5
"644","2009-07-23",5
"645","2009-07-24",5
"646","2009-07-27",4.4
"647","2009-07-28",4.3
"648","2009-07-29",4.02
"649","2009-07-30",4.02
"650","2009-07-31",4
"651","2009-08-03",4.9
"652","2009-08-04",4.9
"653","2009-08-05",4.98
"654","2009-08-06",4.65
"655","2009-08-07",4.9
"656","2009-08-10",4.9
"657","2009-08-11",4.9
"658","2009-08-12",5
"659","2009-08-13",5
"660","2009-08-14",5.25
"661","2009-08-17",4.6
"662","2009-08-18",4.5
"663","2009-08-19",4.35
"664","2009-08-20",4.35
"665","2009-08-21",4.25
"666","2009-08-24",4.25
"667","2009-08-25",4.25
"668","2009-08-26",4.03
"669","2009-08-27",4.01
"670","2009-08-28",4.01
"671","2009-08-31",4.01
"672","2009-09-01",4.95
"673","2009-09-02",4.05
"674","2009-09-03",4.05
"675","2009-09-04",4.05
"676","2009-09-08",4.05
"677","2009-09-09",4.2
"678","2009-09-10",4.2
"679","2009-09-11",4.2
"680","2009-09-14",4.2
"681","2009-09-15",4.2
"682","2009-09-16",4.2
"683","2009-09-17",4.2
"684","2009-09-18",3.9
"685","2009-09-21",3.9
"686","2009-09-22",3.9
"687","2009-09-23",3.9
"688","2009-09-24",3.9
"689","2009-09-25",3.9
"690","2009-09-28",3.99
"691","2009-09-29",4
"692","2009-09-30",4.1
"693","2009-10-01",4.1
"694","2009-10-02",4.49
"695","2009-10-05",4
"696","2009-10-06",4.25
"697","2009-10-07",4.25
"698","2009-10-08",4.25
"699","2009-10-09",4.25
"700","2009-10-12",4.21
"701","2009-10-13",4.49
"702","2009-10-14",4.71
"703","2009-10-15",4.12
"704","2009-10-16",4.12
"705","2009-10-19",4.12
"706","2009-10-20",4.59
"707","2009-10-21",4.59
"708","2009-10-22",4.65
"709","2009-10-23",4.6
"710","2009-10-26",3.77
"711","2009-10-27",4.1
"712","2009-10-28",4.1
"713","2009-10-29",3.6
"714","2009-10-30",3.35
"715","2009-11-02",2.95
"716","2009-11-03",4.14
"717","2009-11-04",4.3
"718","2009-11-05",4.19
"719","2009-11-06",4.2
"720","2009-11-09",4
"721","2009-11-10",4
"722","2009-11-11",4
"723","2009-11-12",4
"724","2009-11-13",3.8
"725","2009-11-16",3.8
"726","2009-11-17",3.75
"727","2009-11-18",3.74
"728","2009-11-19",3.74
"729","2009-11-20",3.74
"730","2009-11-23",3.74
"731","2009-11-24",3.73
"732","2009-11-25",4
"733","2009-11-27",4
"734","2009-11-30",4
"735","2009-12-01",4
"736","2009-12-02",3.8
"737","2009-12-03",3.8
"738","2009-12-04",3.85
"739","2009-12-07",3.85
"740","2009-12-08",3.85
"741","2009-12-09",3.85
"742","2009-12-10",3.85
"743","2009-12-11",3.85
"744","2009-12-14",4
"745","2009-12-15",4
"746","2009-12-16",3.85
"747","2009-12-17",3.85
"748","2009-12-18",3.85
"749","2009-12-21",3.85
"750","2009-12-22",3.65
"751","2009-12-23",3.9
"752","2009-12-24",3.9
"753","2009-12-28",3.9
"754","2009-12-29",3.75
"755","2009-12-30",4
"756","2009-12-31",4
"757","2010-01-04",4
"758","2010-01-05",3.65
"759","2010-01-06",3.65
"760","2010-01-07",3.67
"761","2010-01-08",3.69
"762","2010-01-11",3.65
"763","2010-01-12",3.65
"764","2010-01-13",3.65
"765","2010-01-14",3.86
"766","2010-01-15",3.86
"767","2010-01-19",3.65
"768","2010-01-20",3.48
"769","2010-01-21",3.53
"770","2010-01-22",3.8
"771","2010-01-25",3.8
"772","2010-01-26",3.8
"773","2010-01-27",3.8
"774","2010-01-28",3.65
"775","2010-01-29",3.65
"776","2010-02-01",3.65
"777","2010-02-02",3.75
"778","2010-02-03",3.5
"779","2010-02-04",3.5
"780","2010-02-05",3.5
"781","2010-02-08",3.74
"782","2010-02-09",3.51
"783","2010-02-10",3.51
"784","2010-02-11",3.51
"785","2010-02-12",3.5
"786","2010-02-16",3.42
"787","2010-02-17",3.35
"788","2010-02-18",3.45
"789","2010-02-19",3.35
"790","2010-02-22",3.35
"791","2010-02-23",3.27
"792","2010-02-24",3.75
"793","2010-02-25",3.78
"794","2010-02-26",4
"795","2010-03-01",4.3
"796","2010-03-02",4.3
"797","2010-03-03",4.4
"798","2010-03-04",4.4
"799","2010-03-05",4.41
"800","2010-03-08",4.41
"801","2010-03-09",4.14
"802","2010-03-10",4.21
"803","2010-03-11",4.49
"804","2010-03-12",4.49
"805","2010-03-15",4.49
"806","2010-03-16",4.41
"807","2010-03-17",4.05
"808","2010-03-18",4.32
"809","2010-03-19",4.32
"810","2010-03-22",4.32
"811","2010-03-23",4.32
"812","2010-03-24",4.32
"813","2010-03-25",4.32
"814","2010-03-26",4.4
"815","2010-03-29",4.4
"816","2010-03-30",4
"817","2010-03-31",4.01
"818","2010-04-01",4
"819","2010-04-05",3.75
"820","2010-04-06",3.75
"821","2010-04-07",3.75
"822","2010-04-08",3.75
"823","2010-04-09",3.75
"824","2010-04-12",3.75
"825","2010-04-13",3.75
"826","2010-04-14",3.75
"827","2010-04-15",3.81
"828","2010-04-16",3.81
"829","2010-04-19",3.81
"830","2010-04-20",3.8
"831","2010-04-21",3.8
"832","2010-04-22",3.8
"833","2010-04-23",3.75
"834","2010-04-26",3.91
"835","2010-04-27",4.88
"836","2010-04-28",5
"837","2010-04-29",4.63
"838","2010-04-30",4.54
"839","2010-05-03",4.48
"840","2010-05-04",4.62
"841","2010-05-05",4.62
"842","2010-05-06",4.62
"843","2010-05-07",4.25
"844","2010-05-10",3.95
"845","2010-05-11",3.95
"846","2010-05-12",3.75
"847","2010-05-13",3.76
"848","2010-05-14",4.48
"849","2010-05-17",3.88
"850","2010-05-18",3.92
"851","2010-05-19",4.01
"852","2010-05-20",4.01
"853","2010-05-21",3.8
"854","2010-05-24",4.18
"855","2010-05-25",4.33
"856","2010-05-26",4.33
"857","2010-05-27",3.95
"858","2010-05-28",4.29
"859","2010-06-01",4.29
"860","2010-06-02",3.89
"861","2010-06-03",3.9
"862","2010-06-04",3.87
"863","2010-06-07",3.87
"864","2010-06-08",3.86
"865","2010-06-09",3.86
"866","2010-06-10",3.89
"867","2010-06-11",3.55
"868","2010-06-14",3.71
"869","2010-06-15",3.76
"870","2010-06-16",3.76
"871","2010-06-17",3.76
"872","2010-06-18",3.76
"873","2010-06-21",3.71
"874","2010-06-22",3.75
"875","2010-06-23",3.7
"876","2010-06-24",3.7
"877","2010-06-25",3.7
"878","2010-06-28",3.7
"879","2010-06-29",3.54
"880","2010-06-30",3.74
"881","2010-07-01",3.74
"882","2010-07-02",3.74
"883","2010-07-06",3.75
"884","2010-07-07",3.75
"885","2010-07-08",3.6
"886","2010-07-09",3.6
"887","2010-07-12",3.6
"888","2010-07-13",3.4
"889","2010-07-14",3.45
"890","2010-07-15",3.45
"891","2010-07-16",3.26
"892","2010-07-19",3.25
"893","2010-07-20",3.25
"894","2010-07-21",3.15
"895","2010-07-22",3.2
"896","2010-07-23",4.17
"897","2010-07-26",3.87
"898","2010-07-27",3.53
"899","2010-07-28",3.53
"900","2010-07-29",3.87
"901","2010-07-30",4.55
"902","2010-08-02",4.42
"903","2010-08-03",4.87
"904","2010-08-04",4.9
"905","2010-08-05",4.66
"906","2010-08-06",4.44
"907","2010-08-09",3.92
"908","2010-08-10",4.12
"909","2010-08-11",4.2
"910","2010-08-12",4.12
"911","2010-08-13",3.98
"912","2010-08-16",4.14
"913","2010-08-17",4.14
"914","2010-08-18",4.06
"915","2010-08-19",4.06
"916","2010-08-20",3.89
"917","2010-08-23",3.89
"918","2010-08-24",3.44
"919","2010-08-25",3.65
"920","2010-08-26",3.25
"921","2010-08-27",3.39
"922","2010-08-30",3.43
"923","2010-08-31",3.46
"924","2010-09-01",3.43
"925","2010-09-02",3.44
"926","2010-09-03",3.62
"927","2010-09-07",3.62
"928","2010-09-08",3.63
"929","2010-09-09",3.64
"930","2010-09-10",3.65
"931","2010-09-13",3.37
"932","2010-09-14",3.49
"933","2010-09-15",3.49
"934","2010-09-16",3.32
"935","2010-09-17",3.61
"936","2010-09-20",3.43
"937","2010-09-21",3.42
"938","2010-09-22",3.42
"939","2010-09-23",3.5
"940","2010-09-24",3.5
"941","2010-09-27",3.49
"942","2010-09-28",3.5
"943","2010-09-29",3.46
"944","2010-09-30",3.55
"945","2010-10-01",3.49
"946","2010-10-04",3.5
"947","2010-10-05",3.5
"948","2010-10-06",3.4
"949","2010-10-07",3.46
"950","2010-10-08",3.5
"951","2010-10-11",3.5
"952","2010-10-12",3.65
"953","2010-10-13",3.64
"954","2010-10-14",3.64
"955","2010-10-15",3.55
"956","2010-10-18",3.55
"957","2010-10-19",3.62
"958","2010-10-20",3.6
"959","2010-10-21",3.6
"960","2010-10-22",3.6
"961","2010-10-25",3.47
"962","2010-10-26",3.47
"963","2010-10-27",3.47
"964","2010-10-28",3.45
"965","2010-10-29",3.45
"966","2010-11-01",3.45
"967","2010-11-02",3.41
"968","2010-11-03",3.35
"969","2010-11-04",3.4
"970","2010-11-05",3.4
"971","2010-11-08",3.33
"972","2010-11-09",3.49
"973","2010-11-10",3.5
"974","2010-11-11",3.47
"975","2010-11-12",3.47
"976","2010-11-15",3.47
"977","2010-11-16",3.46
"978","2010-11-17",3.33
"979","2010-11-18",3.33
"980","2010-11-19",3.17
"981","2010-11-22",3.17
"982","2010-11-23",3.35
"983","2010-11-24",3.35
"984","2010-11-26",3.36
"985","2010-11-29",3.41
"986","2010-11-30",3.41
"987","2010-12-01",3.3
"988","2010-12-02",3.45
"989","2010-12-03",3.45
"990","2010-12-06",3.27
"991","2010-12-07",3.31
"992","2010-12-08",3.33
"993","2010-12-09",3.35
"994","2010-12-10",3.25
"995","2010-12-13",3.72
"996","2010-12-14",4.05
"997","2010-12-15",4.05
"998","2010-12-16",3.95
"999","2010-12-17",4.01
"1000","2010-12-20",4.01
"1001","2010-12-21",3.68
"1002","2010-12-22",3.6
"1003","2010-12-23",4
"1004","2010-12-27",3.82
"1005","2010-12-28",3.62
"1006","2010-12-29",3.63
"1007","2010-12-30",3.66
"1008","2010-12-31",4
"1009","2011-01-03",4
