"","date","WSFS"
"1","2007-01-03",22.313334
"2","2007-01-04",22.443333
"3","2007-01-05",21.666666
"4","2007-01-08",22.036667
"5","2007-01-09",21.846666
"6","2007-01-10",21.903334
"7","2007-01-11",21.973333
"8","2007-01-12",21.68
"9","2007-01-16",21.370001
"10","2007-01-17",20.723333
"11","2007-01-18",20.5
"12","2007-01-19",20.666666
"13","2007-01-22",20.436666
"14","2007-01-23",20.823334
"15","2007-01-24",20.969999
"16","2007-01-25",20.523333
"17","2007-01-26",22.26
"18","2007-01-29",22.549999
"19","2007-01-30",22.916666
"20","2007-01-31",23.129999
"21","2007-02-01",23.183332
"22","2007-02-02",23.563334
"23","2007-02-05",23.25
"24","2007-02-06",23.33
"25","2007-02-07",23.370001
"26","2007-02-08",23.046667
"27","2007-02-09",22.776667
"28","2007-02-12",23.07
"29","2007-02-13",23.253334
"30","2007-02-14",23.096666
"31","2007-02-15",23.25
"32","2007-02-16",23.299999
"33","2007-02-20",23.360001
"34","2007-02-21",23
"35","2007-02-22",23.023333
"36","2007-02-23",22.76
"37","2007-02-26",22.616667
"38","2007-02-27",22.450001
"39","2007-02-28",22.366667
"40","2007-03-01",22.736666
"41","2007-03-02",22.106667
"42","2007-03-05",21.416666
"43","2007-03-06",22.123333
"44","2007-03-07",21.92
"45","2007-03-08",21.833334
"46","2007-03-09",21.833334
"47","2007-03-12",21.796667
"48","2007-03-13",21.016666
"49","2007-03-14",21.09
"50","2007-03-15",21.556667
"51","2007-03-16",21.196667
"52","2007-03-19",21.453333
"53","2007-03-20",21.693333
"54","2007-03-21",22.296667
"55","2007-03-22",21.836666
"56","2007-03-23",21.68
"57","2007-03-26",21.76
"58","2007-03-27",21.636667
"59","2007-03-28",21.543333
"60","2007-03-29",21.286667
"61","2007-03-30",21.493334
"62","2007-04-02",21.226667
"63","2007-04-03",21.856667
"64","2007-04-04",21.713333
"65","2007-04-05",21.606667
"66","2007-04-09",21.219999
"67","2007-04-10",21.27
"68","2007-04-11",21.040001
"69","2007-04-12",21.236666
"70","2007-04-13",21.646667
"71","2007-04-16",22.233334
"72","2007-04-17",21.853333
"73","2007-04-18",21.823334
"74","2007-04-19",21.49
"75","2007-04-20",21.9
"76","2007-04-23",21.576666
"77","2007-04-24",21.453333
"78","2007-04-25",21.796667
"79","2007-04-26",21.476667
"80","2007-04-27",22.693333
"81","2007-04-30",21.503334
"82","2007-05-01",21.370001
"83","2007-05-02",22.280001
"84","2007-05-03",22.296667
"85","2007-05-04",22.203333
"86","2007-05-07",22.136667
"87","2007-05-08",22.139999
"88","2007-05-09",22.066668
"89","2007-05-10",21.25
"90","2007-05-11",21.776667
"91","2007-05-14",21.68
"92","2007-05-15",21.363333
"93","2007-05-16",21.653334
"94","2007-05-17",21.293333
"95","2007-05-18",21.466667
"96","2007-05-21",21.950001
"97","2007-05-22",22.24
"98","2007-05-23",21.973333
"99","2007-05-24",21.806667
"100","2007-05-25",21.753334
"101","2007-05-29",22.136667
"102","2007-05-30",22.303333
"103","2007-05-31",22.036667
"104","2007-06-01",22.413334
"105","2007-06-04",22.226667
"106","2007-06-05",22.09
"107","2007-06-06",22.333334
"108","2007-06-07",22.059999
"109","2007-06-08",21.906666
"110","2007-06-11",21.636667
"111","2007-06-12",21.406666
"112","2007-06-13",21.323334
"113","2007-06-14",21.483334
"114","2007-06-15",21.25
"115","2007-06-18",21.233334
"116","2007-06-19",21.326666
"117","2007-06-20",21.24
"118","2007-06-21",21.463333
"119","2007-06-22",21.086666
"120","2007-06-25",21.353333
"121","2007-06-26",21.226667
"122","2007-06-27",21.68
"123","2007-06-28",21.77
"124","2007-06-29",21.809999
"125","2007-07-02",21.809999
"126","2007-07-03",21.356667
"127","2007-07-05",21.176666
"128","2007-07-06",21.566668
"129","2007-07-09",21.686666
"130","2007-07-10",21.223333
"131","2007-07-11",21.226667
"132","2007-07-12",21.65
"133","2007-07-13",21.596666
"134","2007-07-16",21.48
"135","2007-07-17",21.530001
"136","2007-07-18",21.35
"137","2007-07-19",21.23
"138","2007-07-20",20.693333
"139","2007-07-23",20.299999
"140","2007-07-24",19.426666
"141","2007-07-25",19.606667
"142","2007-07-26",19.286667
"143","2007-07-27",18.389999
"144","2007-07-30",18.049999
"145","2007-07-31",18.406666
"146","2007-08-01",18.77
"147","2007-08-02",18.823334
"148","2007-08-03",18.290001
"149","2007-08-06",18.559999
"150","2007-08-07",18.993334
"151","2007-08-08",19.620001
"152","2007-08-09",19.15
"153","2007-08-10",20.056667
"154","2007-08-13",19.5
"155","2007-08-14",19.253334
"156","2007-08-15",19.356667
"157","2007-08-16",20.653334
"158","2007-08-17",22.436666
"159","2007-08-20",22.120001
"160","2007-08-21",21.74
"161","2007-08-22",21.396667
"162","2007-08-23",20.92
"163","2007-08-24",20.866667
"164","2007-08-27",20.896667
"165","2007-08-28",20.26
"166","2007-08-29",20.313334
"167","2007-08-30",20.063334
"168","2007-08-31",20.08
"169","2007-09-04",20.916666
"170","2007-09-05",20.736666
"171","2007-09-06",20.446667
"172","2007-09-07",20.16
"173","2007-09-10",20.026667
"174","2007-09-11",20.313334
"175","2007-09-12",20.336666
"176","2007-09-13",20.446667
"177","2007-09-14",20.666666
"178","2007-09-17",20.386667
"179","2007-09-18",21.763334
"180","2007-09-19",22.186666
"181","2007-09-20",22.036667
"182","2007-09-21",21.863333
"183","2007-09-24",20.950001
"184","2007-09-25",20.870001
"185","2007-09-26",21.25
"186","2007-09-27",21.426666
"187","2007-09-28",20.799999
"188","2007-10-01",22.086666
"189","2007-10-02",22.463333
"190","2007-10-03",21.963333
"191","2007-10-04",22.086666
"192","2007-10-05",22.503334
"193","2007-10-08",22.306667
"194","2007-10-09",22.656666
"195","2007-10-10",22.559999
"196","2007-10-11",22.433332
"197","2007-10-12",22.233334
"198","2007-10-15",21.466667
"199","2007-10-16",21.326666
"200","2007-10-17",21.07
"201","2007-10-18",21.253334
"202","2007-10-19",20.799999
"203","2007-10-22",21.34
"204","2007-10-23",21.166666
"205","2007-10-24",20.756666
"206","2007-10-25",20.753334
"207","2007-10-26",19.916666
"208","2007-10-29",19.246666
"209","2007-10-30",18.903334
"210","2007-10-31",19.219999
"211","2007-11-01",17.59
"212","2007-11-02",17.873333
"213","2007-11-05",17.709999
"214","2007-11-06",17.706667
"215","2007-11-07",16.623333
"216","2007-11-08",16.879999
"217","2007-11-09",17.84
"218","2007-11-12",18.366667
"219","2007-11-13",18.853333
"220","2007-11-14",18.883333
"221","2007-11-15",18.290001
"222","2007-11-16",18.4
"223","2007-11-19",17.993334
"224","2007-11-20",17.546667
"225","2007-11-21",17.746666
"226","2007-11-23",18.583334
"227","2007-11-26",17.219999
"228","2007-11-27",17.276667
"229","2007-11-28",18.559999
"230","2007-11-29",18.246666
"231","2007-11-30",18.626667
"232","2007-12-03",18.129999
