"","date","LCNB"
"1","2007-01-03",18
"2","2007-01-04",18
"3","2007-01-05",18
"4","2007-01-08",18
"5","2007-01-09",18.475
"6","2007-01-10",18.475
"7","2007-01-11",17.924999
"8","2007-01-12",17.924999
"9","2007-01-16",17.924999
"10","2007-01-17",17.924999
"11","2007-01-18",17.924999
"12","2007-01-19",17.924999
"13","2007-01-22",17.924999
"14","2007-01-23",17.879999
"15","2007-01-24",17.875
"16","2007-01-25",17.875
"17","2007-01-26",17.875
"18","2007-01-29",17.875
"19","2007-01-30",17.875
"20","2007-01-31",17.875
"21","2007-02-01",17.875
"22","2007-02-02",17.875
"23","2007-02-05",17.875
"24","2007-02-06",17.875
"25","2007-02-07",17.5
"26","2007-02-08",17.5
"27","2007-02-09",17.5
"28","2007-02-12",17.5
"29","2007-02-13",17.5
"30","2007-02-14",17.475
"31","2007-02-15",17.5
"32","2007-02-16",17.5
"33","2007-02-20",17
"34","2007-02-21",17
"35","2007-02-22",17
"36","2007-02-23",17
"37","2007-02-26",17
"38","2007-02-27",16.5
"39","2007-02-28",16.525
"40","2007-03-01",16.5
"41","2007-03-02",16
"42","2007-03-05",15.75
"43","2007-03-06",15.75
"44","2007-03-07",15.75
"45","2007-03-08",15.5
"46","2007-03-09",15.5
"47","2007-03-12",15.5
"48","2007-03-13",15.5
"49","2007-03-14",15.45
"50","2007-03-15",15.15
"51","2007-03-16",15
"52","2007-03-19",15.5
"53","2007-03-20",15.5
"54","2007-03-21",15.5
"55","2007-03-22",15.5
"56","2007-03-23",15.5
"57","2007-03-26",15
"58","2007-03-27",15.75
"59","2007-03-28",15.75
"60","2007-03-29",16.775
"61","2007-03-30",16.299999
"62","2007-04-02",17
"63","2007-04-03",16
"64","2007-04-04",16
"65","2007-04-05",16
"66","2007-04-09",15.55
"67","2007-04-10",16
"68","2007-04-11",15.975
"69","2007-04-12",15.95
"70","2007-04-13",15.5
"71","2007-04-16",15.75
"72","2007-04-17",15.5
"73","2007-04-18",15.5
"74","2007-04-19",15.725
"75","2007-04-20",15.5
"76","2007-04-23",15.8
"77","2007-04-24",15.975
"78","2007-04-25",15.975
"79","2007-04-26",15.975
"80","2007-04-27",15.975
"81","2007-04-30",15.975
"82","2007-05-01",15.975
"83","2007-05-02",15.975
"84","2007-05-03",15.975
"85","2007-05-04",16.200001
"86","2007-05-07",16
"87","2007-05-08",16
"88","2007-05-09",15.825
"89","2007-05-10",15.55
"90","2007-05-11",16
"91","2007-05-14",16
"92","2007-05-15",16
"93","2007-05-16",15.98
"94","2007-05-17",15.5
"95","2007-05-18",15.5
"96","2007-05-21",14.06
"97","2007-05-22",14.6
"98","2007-05-23",14.35
"99","2007-05-24",14.36
"100","2007-05-25",14
"101","2007-05-29",14.5
"102","2007-05-30",13.5
"103","2007-05-31",13.35
"104","2007-06-01",13.5
"105","2007-06-04",13.6
"106","2007-06-05",13.9
"107","2007-06-06",13.9
"108","2007-06-07",13.9
"109","2007-06-08",13.9
"110","2007-06-11",13.9
"111","2007-06-12",13.9
"112","2007-06-13",13.9
"113","2007-06-14",13.7
"114","2007-06-15",13.9
"115","2007-06-18",13.36
"116","2007-06-19",14
"117","2007-06-20",14
"118","2007-06-21",14
"119","2007-06-22",14
"120","2007-06-25",13.25
"121","2007-06-26",13.75
"122","2007-06-27",14.25
"123","2007-06-28",14
"124","2007-06-29",14
"125","2007-07-02",14
"126","2007-07-03",14
"127","2007-07-05",14.25
"128","2007-07-06",14
"129","2007-07-09",14
"130","2007-07-10",14
"131","2007-07-11",14.3
"132","2007-07-12",14.5
"133","2007-07-13",13.8
"134","2007-07-16",14.25
"135","2007-07-17",14
"136","2007-07-18",14
"137","2007-07-19",14.5
"138","2007-07-20",13.65
"139","2007-07-23",13.07
"140","2007-07-24",13.75
"141","2007-07-25",13.75
"142","2007-07-26",13.5
"143","2007-07-27",13.5
"144","2007-07-30",13.75
"145","2007-07-31",12.5
"146","2007-08-01",13.95
"147","2007-08-02",13.95
"148","2007-08-03",13.51
"149","2007-08-06",13.3
"150","2007-08-07",13.75
"151","2007-08-08",13.95
"152","2007-08-09",13.95
"153","2007-08-10",13.95
"154","2007-08-13",13.95
"155","2007-08-14",12.65
"156","2007-08-15",13.95
"157","2007-08-16",13.95
"158","2007-08-17",13.8
"159","2007-08-20",14
"160","2007-08-21",14
"161","2007-08-22",13
"162","2007-08-23",13.5
"163","2007-08-24",13.5
"164","2007-08-27",13
"165","2007-08-28",13.9
"166","2007-08-29",13.9
"167","2007-08-30",13.9
"168","2007-08-31",13.9
"169","2007-09-04",13.9
"170","2007-09-05",13.25
"171","2007-09-06",13.6
"172","2007-09-07",13.6
"173","2007-09-10",13.6
"174","2007-09-11",13.6
"175","2007-09-12",13.1
"176","2007-09-13",13.94
"177","2007-09-14",13.94
"178","2007-09-17",13
"179","2007-09-18",13
"180","2007-09-19",13.5
"181","2007-09-20",13.6
"182","2007-09-21",13.6
"183","2007-09-24",13.6
"184","2007-09-25",13.6
"185","2007-09-26",13.7
"186","2007-09-27",14
"187","2007-09-28",14
"188","2007-10-01",14
"189","2007-10-02",13.95
"190","2007-10-03",13.25
"191","2007-10-04",13.25
"192","2007-10-05",13.25
"193","2007-10-08",12.85
"194","2007-10-09",13.1
"195","2007-10-10",12.85
"196","2007-10-11",12.85
"197","2007-10-12",12.85
"198","2007-10-15",12.85
"199","2007-10-16",12.85
"200","2007-10-17",12.85
"201","2007-10-18",12.85
"202","2007-10-19",12.85
"203","2007-10-22",13.75
"204","2007-10-23",13.75
"205","2007-10-24",13.5
"206","2007-10-25",13.68
"207","2007-10-26",13.68
"208","2007-10-29",13.3
"209","2007-10-30",13.48
"210","2007-10-31",13.48
"211","2007-11-01",12.55
"212","2007-11-02",12.84
"213","2007-11-05",12
"214","2007-11-06",12.3
"215","2007-11-07",13.5
"216","2007-11-08",13.5
"217","2007-11-09",12
"218","2007-11-12",12
"219","2007-11-13",12
"220","2007-11-14",12.5
"221","2007-11-15",12
"222","2007-11-16",12
"223","2007-11-19",12
"224","2007-11-20",12.55
"225","2007-11-21",12.5
"226","2007-11-23",12.5
"227","2007-11-26",12.75
"228","2007-11-27",12.75
"229","2007-11-28",13
"230","2007-11-29",12.75
"231","2007-11-30",12.35
"232","2007-12-03",12
"233","2007-12-04",12
"234","2007-12-05",11.5
"235","2007-12-06",11.5
"236","2007-12-07",12
"237","2007-12-10",12.1
"238","2007-12-11",12.75
"239","2007-12-12",12.75
"240","2007-12-13",12.75
"241","2007-12-14",12.35
"242","2007-12-17",13
"243","2007-12-18",12.75
"244","2007-12-19",12.75
"245","2007-12-20",12.75
"246","2007-12-21",12.75
