"","date","TDACU"
"171","2019-02-01",10.28
"172","2019-02-04",10.28
"173","2019-02-05",10.28
"174","2019-02-06",10.28
"175","2019-02-07",10.28
"176","2019-02-08",10.28
"177","2019-02-11",10.28
"178","2019-02-12",10.28
"179","2019-02-13",10.28
"180","2019-02-14",10.3
"181","2019-02-15",10.3
"182","2019-02-19",10.3
"183","2019-02-20",10.3
"184","2019-02-21",10.3
"185","2019-02-22",10.3
"186","2019-02-25",10.3
"187","2019-02-26",10.3
"188","2019-02-27",10.33
"189","2019-02-28",10.33
"190","2019-03-01",10.35
"191","2019-03-04",10.32
"192","2019-03-05",10.32
"193","2019-03-06",10.32
"194","2019-03-07",10.32
"195","2019-03-08",10.32
"196","2019-03-11",10.32
"197","2019-03-12",10.32
"198","2019-03-13",10.33
"199","2019-03-14",10.33
"200","2019-03-15",10.3
"201","2019-03-18",10.3
"202","2019-03-19",10.3
"203","2019-03-20",10.3
"204","2019-03-21",10.3
"205","2019-03-22",10.31
"206","2019-03-25",10.31
"207","2019-03-26",10.31
"208","2019-03-27",10.31
"209","2019-03-28",10.31
"210","2019-03-29",10.3
"211","2019-04-01",10.3
"212","2019-04-02",10.34
"213","2019-04-03",10.35
"214","2019-04-04",10.369
"215","2019-04-05",10.369
"216","2019-04-08",10.369
"217","2019-04-09",10.37
"218","2019-04-10",10.37
"219","2019-04-11",10.35
"220","2019-04-12",10.35
"221","2019-04-15",10.35
"222","2019-04-16",10.35
"223","2019-04-17",10.35
"224","2019-04-18",10.35
"225","2019-04-22",10.35
"226","2019-04-23",10.35
"227","2019-04-24",10.35
"228","2019-04-25",10.41
"229","2019-04-26",10.42
"230","2019-04-29",10.42
"231","2019-04-30",10.42
"232","2019-05-01",10.43
"233","2019-05-02",10.43
"234","2019-05-03",10.43
"235","2019-05-06",10.43
"236","2019-05-07",10.43
"237","2019-05-08",10.43
"238","2019-05-09",10.43
"239","2019-05-10",10.43
"240","2019-05-13",10.43
"241","2019-05-14",10.43
"242","2019-05-15",10.43
"243","2019-05-16",10.43
"244","2019-05-17",10.41
"245","2019-05-20",10.41
"246","2019-05-21",10.41
"247","2019-05-22",10.41
"248","2019-05-23",10.41
"249","2019-05-24",10.41
"250","2019-05-28",10.41
"251","2019-05-29",10.4
"252","2019-05-30",10.4
"253","2019-05-31",10.424
"254","2019-06-03",10.42
"255","2019-06-04",10.45
"256","2019-06-05",10.45
"257","2019-06-06",10.5
"258","2019-06-07",10.5
"259","2019-06-10",10.5
"260","2019-06-11",10.5
"261","2019-06-12",10.5
"262","2019-06-13",10.5
"263","2019-06-14",10.5
"264","2019-06-17",10.5
"265","2019-06-18",10.5
"266","2019-06-19",10.5
"267","2019-06-20",10.5
"268","2019-06-21",10.5
"269","2019-06-24",10.5
"270","2019-06-25",10.5
"271","2019-06-26",10.5
"272","2019-06-27",10.5
"273","2019-06-28",10.5
"274","2019-07-01",10.5
"275","2019-07-02",10.5
"276","2019-07-03",10.5
"277","2019-07-05",10.5
"278","2019-07-08",10.5
"279","2019-07-09",10.5
"280","2019-07-10",10.5
"281","2019-07-11",10.5
"282","2019-07-12",10.5
"283","2019-07-15",10.5
"284","2019-07-16",10.5
"285","2019-07-17",10.5
"286","2019-07-18",10.526
"287","2019-07-19",10.537
"288","2019-07-22",10.537
"289","2019-07-23",10.537
"290","2019-07-24",10.55
"291","2019-07-25",10.59
"292","2019-07-26",10.59
"293","2019-07-29",10.59
"294","2019-07-30",10.59
"295","2019-07-31",10.59
"296","2019-08-01",10.59
"297","2019-08-02",10.59
"298","2019-08-05",10.59
"299","2019-08-06",10.59
"300","2019-08-07",10.59
"301","2019-08-08",10.59
"302","2019-08-09",10.6
"303","2019-08-12",10.6
"304","2019-08-13",10.6
"305","2019-08-14",10.59
"306","2019-08-15",10.65
"307","2019-08-16",10.59
"308","2019-08-19",10.59
"309","2019-08-20",10.59
"310","2019-08-21",10.59
"311","2019-08-22",10.59
"312","2019-08-23",10.58
"313","2019-08-26",10.58
"314","2019-08-27",10.58
"315","2019-08-28",10.58
"316","2019-08-29",10.58
"317","2019-08-30",10.513
"318","2019-09-03",10.54
"319","2019-09-04",10.64
"320","2019-09-05",10.64
"321","2019-09-06",10.7
"322","2019-09-09",10.6
"323","2019-09-10",10.45
"324","2019-09-11",10.6
"325","2019-09-12",10.6
"326","2019-09-13",10.6
"327","2019-09-16",10.6
"328","2019-09-17",10.67
"329","2019-09-18",10.67
"330","2019-09-19",10.65
"331","2019-09-20",10.65
"332","2019-09-23",10.585
"333","2019-09-24",10.585
"334","2019-09-25",10.585
"335","2019-09-26",10.585
"336","2019-09-27",10.585
"337","2019-09-30",10.58
"338","2019-10-01",10.58
"339","2019-10-02",10.58
"340","2019-10-03",10.58
"341","2019-10-04",10.55
"342","2019-10-07",10.54
"343","2019-10-08",10.55
"344","2019-10-09",10.55
"345","2019-10-10",10.55
"346","2019-10-11",10.62
"347","2019-10-14",10.62
"348","2019-10-15",10.62
"349","2019-10-16",10.62
"350","2019-10-17",10.62
"351","2019-10-18",10.54
"352","2019-10-21",10.54
"353","2019-10-22",10.54
"354","2019-10-23",10.54
"355","2019-10-24",10.54
"356","2019-10-25",10.54
"357","2019-10-28",10.54
"358","2019-10-29",10.54
"359","2019-10-30",10.54
"360","2019-10-31",10.55
"361","2019-11-01",10.54
"362","2019-11-04",10.54
"363","2019-11-05",10.54
"364","2019-11-06",10.54
"365","2019-11-07",10.54
"366","2019-11-08",10.54
"367","2019-11-11",10.54
"368","2019-11-12",10.54
"369","2019-11-13",10.54
"370","2019-11-14",10.54
"371","2019-11-15",10.54
"372","2019-11-18",10.54
"373","2019-11-19",10.54
"374","2019-11-20",10.644
"375","2019-11-21",10.644
"376","2019-11-22",10.609
"377","2019-11-25",10.609
"378","2019-11-26",10.609
"379","2019-11-27",10.609
"380","2019-11-29",10.85
"381","2019-12-02",10.85
"382","2019-12-03",10.85
"383","2019-12-04",10.85
"384","2019-12-05",10.89
"385","2019-12-06",10.89
"386","2019-12-09",10.89
"387","2019-12-10",10.89
"388","2019-12-11",10.89
"389","2019-12-12",10.89
"390","2019-12-13",10.95
"391","2019-12-16",10.95
"392","2019-12-17",10.95
"393","2019-12-18",10.74
"394","2019-12-19",10.74
"395","2019-12-20",10.74
"396","2019-12-23",10.6
"397","2019-12-24",10.6
"398","2019-12-26",10.6
"399","2019-12-27",10.6
"400","2019-12-30",10.6
"401","2019-12-31",10.6
"402","2020-01-02",10.6
"403","2020-01-03",10.6
"404","2020-01-06",10.6
"405","2020-01-07",10.6
"406","2020-01-08",10.6
"407","2020-01-09",10.6
"408","2020-01-10",10.6
"409","2020-01-13",10.6
"410","2020-01-14",10.6
"411","2020-01-15",10.6
"412","2020-01-16",10.6
"413","2020-01-17",10.6
"414","2020-01-21",10.6
"415","2020-01-22",10.6
"416","2020-01-23",10.6
"417","2020-01-24",10.6
"418","2020-01-27",10.6
"419","2020-01-28",10.6
"420","2020-01-29",10.6
"421","2020-01-30",10.6
"422","2020-01-31",10.6
"423","2020-02-03",10.6
"424","2020-02-04",10.6
"425","2020-02-05",10.6
"426","2020-02-06",10.6
"427","2020-02-07",10.6
"428","2020-02-10",10.6
"429","2020-02-11",10.6
"430","2020-02-12",10.6
"431","2020-02-13",10.6
"432","2020-02-14",10.6
"433","2020-02-18",10.6
"434","2020-02-19",10.6
"435","2020-02-20",10.6
"436","2020-02-21",10.6
"437","2020-02-24",10.576
"438","2020-02-25",10.576
"439","2020-02-26",10.576
"440","2020-02-27",10.576
"441","2020-02-28",10.576
"442","2020-03-02",10.576
"443","2020-03-03",10.576
"444","2020-03-04",10.576
"445","2020-03-05",10.576
"446","2020-03-06",10.576
"447","2020-03-09",10.576
"448","2020-03-10",10.576
"449","2020-03-11",10.576
"450","2020-03-12",10.576
"451","2020-03-13",10.576
"452","2020-03-16",10.576
"453","2020-03-17",10.576
"454","2020-03-18",10.576
"455","2020-03-19",10.576
"456","2020-03-20",10.576
"457","2020-03-23",10.576
"458","2020-03-24",10.576
"459","2020-03-25",10.576
"460","2020-03-26",10.576
"461","2020-03-27",10.576
"462","2020-03-30",10.576
"463","2020-03-31",10.576
"464","2020-04-01",10.576
"465","2020-04-02",10.576
"466","2020-04-03",10.576
"467","2020-04-06",10.576
"468","2020-04-07",10.576
"469","2020-04-08",10.576
"470","2020-04-09",10.576
"471","2020-04-13",10.576
"472","2020-04-14",10.576
"473","2020-04-15",10.576
"474","2020-04-16",10.576
"475","2020-04-17",10.576
"476","2020-04-20",10.576
"477","2020-04-21",10.576
"478","2020-04-22",10.576
"479","2020-04-23",10.576
"480","2020-04-24",10.576
"481","2020-04-27",10.576
"482","2020-04-28",10.576
"483","2020-04-29",10.576
"484","2020-04-30",10.576
"485","2020-05-01",10.576
"486","2020-05-04",10.576
"487","2020-05-05",10.576
"488","2020-05-06",10.576
"489","2020-05-07",10.576
"490","2020-05-08",10.576
"491","2020-05-11",10.576
"492","2020-05-12",10.576
"493","2020-05-13",10.576
"494","2020-05-14",10.576
"495","2020-05-15",10.576
"496","2020-05-18",10.576
"497","2020-05-19",10.576
"498","2020-05-20",10.576
"499","2020-05-21",10.576
"500","2020-05-22",10.576
"501","2020-05-26",10.576
"502","2020-05-27",10.576
"503","2020-05-28",10.474
"504","2020-05-29",10.474
"505","2020-06-01",10.474
"506","2020-06-02",10.474
"507","2020-06-03",10.474
"508","2020-06-04",10.474
"509","2020-06-05",10.474
"510","2020-06-08",10.474
"511","2020-06-09",10.474
"512","2020-06-10",10.474
"513","2020-06-11",10.474
"514","2020-06-12",10.474
"515","2020-06-15",10.474
"516","2020-06-16",10.474
"517","2020-06-17",10.474
"518","2020-06-18",10.474
"519","2020-06-19",10.474
"520","2020-06-22",10.474
"521","2020-06-23",10.474
"522","2020-06-24",10.474
"523","2020-06-25",10.474
"524","2020-06-26",10.474
"525","2020-06-29",10.474
"526","2020-06-30",10.474
"527","2020-07-01",12.675
"528","2020-07-02",12.675
"529","2020-07-06",12.675
"530","2020-07-07",12.675
"531","2020-07-08",12.675
"532","2020-07-09",15.09
"533","2020-07-10",15.09
"534","2020-07-13",15.09
"535","2020-07-14",15.09
"536","2020-07-15",15.09
"537","2020-07-16",15.09
"538","2020-07-17",15.09
"539","2020-07-20",15.09
"540","2020-07-21",15.09
"541","2020-07-22",15.09
"542","2020-07-23",15.09
"543","2020-07-24",15.09
"544","2020-07-27",10.82
"545","2020-07-28",10.82
"546","2020-07-29",10.82
"547","2020-07-30",10.82
"548","2020-07-31",10.82
"549","2020-08-03",10.82
"550","2020-08-04",10.82
"551","2020-08-05",10.82
"552","2020-08-06",10.82
"553","2020-08-07",10.82
"554","2020-08-10",10.82
"555","2020-08-11",10.82
"556","2020-08-12",10.82
"557","2020-08-13",10.82
"558","2020-08-14",10.82
"559","2020-08-17",10.82
"560","2020-08-18",10.82
"561","2020-08-19",10.82
"562","2020-08-20",10.82
"563","2020-08-21",10.82
"564","2020-08-24",10.82
"565","2020-08-25",10.82
"566","2020-08-26",10.82
"567","2020-08-27",10.82
"568","2020-08-28",10.82
"569","2020-08-31",10.82
"570","2020-09-01",10.82
"571","2020-09-02",10.82
"572","2020-09-03",10.82
"573","2020-09-04",10.82
"574","2020-09-08",10.82
"575","2020-09-09",10.82
"576","2020-09-10",10.82
"577","2020-09-11",10.82
"578","2020-09-14",10.82
"579","2020-09-15",10.82
"580","2020-09-16",10.82
"581","2020-09-17",10.82
"582","2020-09-18",10.82
"583","2020-09-21",10.82
"584","2020-09-22",10.82
"585","2020-09-23",10.82
"586","2020-09-24",10.82
"587","2020-09-25",10.82
"588","2020-09-28",10.82
"589","2020-09-29",10.82
"590","2020-09-30",10.82
"591","2020-10-01",10.82
"592","2020-10-02",10.82
"593","2020-10-05",10.82
"594","2020-10-06",10.82
"595","2020-10-07",10.82
"596","2020-10-08",10.82
"597","2020-10-09",10.82
"598","2020-10-12",10.82
"599","2020-10-13",10.82
"600","2020-10-14",10.82
"601","2020-10-15",10.82
"602","2020-10-16",10.82
"603","2020-10-19",10.82
"604","2020-10-20",10.82
"605","2020-10-21",10.82
"606","2020-10-22",10.82
"607","2020-10-23",10.82
"608","2020-10-26",10.82
"609","2020-10-27",10.82
"610","2020-10-28",10.82
"611","2020-10-29",10.82
"612","2020-10-30",10.82
"613","2020-11-02",10.82
"614","2020-11-03",10.82
"615","2020-11-04",10.82
"616","2020-11-05",10.82
"617","2020-11-06",10.82
"618","2020-11-09",10.82
"619","2020-11-10",10.82
"620","2020-11-11",10.82
"621","2020-11-12",10.82
"622","2020-11-13",10.82
"623","2020-11-16",10.82
"624","2020-11-17",10.82
"625","2020-11-18",10.82
"626","2020-11-19",12.4
"627","2020-11-20",12.5
"628","2020-11-23",12.5
"629","2020-11-24",12.5
"630","2020-11-25",13.5
"631","2020-11-27",13.5
