"","date","UGI"
"1","2007-01-03",18.213333
"2","2007-01-04",18.106667
"3","2007-01-05",17.706667
"4","2007-01-08",17.953333
"5","2007-01-09",18.16
"6","2007-01-10",18.146667
"7","2007-01-11",18.26
"8","2007-01-12",18.453333
"9","2007-01-16",18.42
"10","2007-01-17",18.433332
"11","2007-01-18",18.233334
"12","2007-01-19",18.366667
"13","2007-01-22",18.366667
"14","2007-01-23",18.453333
"15","2007-01-24",18.386667
"16","2007-01-25",18.373333
"17","2007-01-26",18.4
"18","2007-01-29",18.373333
"19","2007-01-30",18.466667
"20","2007-01-31",18.273333
"21","2007-02-01",18.106667
"22","2007-02-02",18.093334
"23","2007-02-05",17.906666
"24","2007-02-06",18.033333
"25","2007-02-07",18.1
"26","2007-02-08",18.360001
"27","2007-02-09",18.299999
"28","2007-02-12",18.24
"29","2007-02-13",18.226667
"30","2007-02-14",18.406666
"31","2007-02-15",18.146667
"32","2007-02-16",18.073334
"33","2007-02-20",18.166666
"34","2007-02-21",18.059999
"35","2007-02-22",18.046667
"36","2007-02-23",17.893333
"37","2007-02-26",17.860001
"38","2007-02-27",17.486666
"39","2007-02-28",17.406666
"40","2007-03-01",17.32
"41","2007-03-02",17.113333
"42","2007-03-05",16.76
"43","2007-03-06",16.893333
"44","2007-03-07",16.860001
"45","2007-03-08",16.946667
"46","2007-03-09",16.906666
"47","2007-03-12",17.053333
"48","2007-03-13",16.693333
"49","2007-03-14",16.66
"50","2007-03-15",17.046667
"51","2007-03-16",16.946667
"52","2007-03-19",16.946667
"53","2007-03-20",17.226667
"54","2007-03-21",17.566668
"55","2007-03-22",17.626667
"56","2007-03-23",17.686666
"57","2007-03-26",17.606667
"58","2007-03-27",17.76
"59","2007-03-28",17.893333
"60","2007-03-29",17.98
"61","2007-03-30",17.806667
"62","2007-04-02",18.033333
"63","2007-04-03",18
"64","2007-04-04",18.133333
"65","2007-04-05",18.093334
"66","2007-04-09",18.046667
"67","2007-04-10",18.1
"68","2007-04-11",17.986666
"69","2007-04-12",17.906666
"70","2007-04-13",17.866667
"71","2007-04-16",17.993334
"72","2007-04-17",17.959999
"73","2007-04-18",17.813334
"74","2007-04-19",17.633333
"75","2007-04-20",17.879999
"76","2007-04-23",17.9
"77","2007-04-24",18.306667
"78","2007-04-25",18.606667
"79","2007-04-26",18.459999
"80","2007-04-27",19.253334
"81","2007-04-30",18.906666
"82","2007-05-01",18.9
"83","2007-05-02",18.866667
"84","2007-05-03",18.940001
"85","2007-05-04",18.940001
"86","2007-05-07",18.886667
"87","2007-05-08",18.953333
"88","2007-05-09",18.966667
"89","2007-05-10",18.886667
"90","2007-05-11",19.173334
"91","2007-05-14",19.34
"92","2007-05-15",19.073334
"93","2007-05-16",19.006666
"94","2007-05-17",19.26
"95","2007-05-18",19.34
"96","2007-05-21",19.52
"97","2007-05-22",19.393333
"98","2007-05-23",19.093334
"99","2007-05-24",18.673334
"100","2007-05-25",18.866667
"101","2007-05-29",19.093334
"102","2007-05-30",19.246666
"103","2007-05-31",19.200001
"104","2007-06-01",19.306667
"105","2007-06-04",19.533333
"106","2007-06-05",19.273333
"107","2007-06-06",18.799999
"108","2007-06-07",18.186666
"109","2007-06-08",18.213333
"110","2007-06-11",18.200001
"111","2007-06-12",17.986666
"112","2007-06-13",18.026667
"113","2007-06-14",18.386667
"114","2007-06-15",18.48
"115","2007-06-18",18.166666
"116","2007-06-19",18.366667
"117","2007-06-20",18.173334
"118","2007-06-21",18.053333
"119","2007-06-22",17.866667
"120","2007-06-25",17.773333
"121","2007-06-26",17.866667
"122","2007-06-27",17.959999
"123","2007-06-28",17.926666
"124","2007-06-29",18.186666
"125","2007-07-02",18.293333
"126","2007-07-03",18.4
"127","2007-07-05",18.280001
"128","2007-07-06",18.286667
"129","2007-07-09",18.42
"130","2007-07-10",18.24
"131","2007-07-11",18.18
"132","2007-07-12",18.313334
"133","2007-07-13",18.506666
"134","2007-07-16",18.446667
"135","2007-07-17",18.266666
"136","2007-07-18",18.6
"137","2007-07-19",18.726667
"138","2007-07-20",18.459999
"139","2007-07-23",18.5
"140","2007-07-24",17.933332
"141","2007-07-25",18
"142","2007-07-26",17.453333
"143","2007-07-27",16.98
"144","2007-07-30",17.386667
"145","2007-07-31",17.206667
"146","2007-08-01",17.473333
"147","2007-08-02",17.273333
"148","2007-08-03",16.593334
"149","2007-08-06",16.293333
"150","2007-08-07",16.379999
"151","2007-08-08",15.973333
"152","2007-08-09",15.853333
"153","2007-08-10",17.200001
"154","2007-08-13",16.633333
"155","2007-08-14",16.92
"156","2007-08-15",16.620001
"157","2007-08-16",16.799999
"158","2007-08-17",16.780001
"159","2007-08-20",16.786667
"160","2007-08-21",16.866667
"161","2007-08-22",16.953333
"162","2007-08-23",17.353333
"163","2007-08-24",17.280001
"164","2007-08-27",17.066668
"165","2007-08-28",16.906666
"166","2007-08-29",17.166666
"167","2007-08-30",16.959999
"168","2007-08-31",17.033333
"169","2007-09-04",17.16
"170","2007-09-05",16.866667
"171","2007-09-06",16.913334
"172","2007-09-07",16.799999
"173","2007-09-10",16.84
"174","2007-09-11",16.906666
"175","2007-09-12",17.093334
"176","2007-09-13",17.006666
"177","2007-09-14",17.106667
"178","2007-09-17",17.166666
"179","2007-09-18",17.466667
"180","2007-09-19",17.693333
"181","2007-09-20",17.713333
"182","2007-09-21",17.433332
"183","2007-09-24",17.493334
"184","2007-09-25",17.24
"185","2007-09-26",17.546667
"186","2007-09-27",17.346666
"187","2007-09-28",17.32
"188","2007-10-01",17.486666
"189","2007-10-02",17.42
"190","2007-10-03",17.446667
"191","2007-10-04",17.286667
"192","2007-10-05",17.526667
"193","2007-10-08",17.506666
"194","2007-10-09",17.639999
"195","2007-10-10",17.733334
"196","2007-10-11",17.9
"197","2007-10-12",17.733334
"198","2007-10-15",17.386667
"199","2007-10-16",17.32
"200","2007-10-17",17.24
"201","2007-10-18",17.333334
"202","2007-10-19",17.233334
"203","2007-10-22",17.333334
"204","2007-10-23",17.333334
"205","2007-10-24",17.200001
"206","2007-10-25",17.193333
"207","2007-10-26",17.413334
"208","2007-10-29",17.313334
"209","2007-10-30",17.58
"210","2007-10-31",17.746666
"211","2007-11-01",17.633333
"212","2007-11-02",17.753334
"213","2007-11-05",17.566668
"214","2007-11-06",17.559999
"215","2007-11-07",17.333334
"216","2007-11-08",17.593334
"217","2007-11-09",17.546667
"218","2007-11-12",17.5
"219","2007-11-13",17.653334
"220","2007-11-14",17.333334
"221","2007-11-15",16.940001
"222","2007-11-16",16.693333
"223","2007-11-19",16.68
"224","2007-11-20",16.793333
"225","2007-11-21",16.66
"226","2007-11-23",16.666666
