"","date","NBIX"
"106","2007-06-05",12.4
"107","2007-06-06",12.66
"108","2007-06-07",12.26
"109","2007-06-08",12.48
"110","2007-06-11",12.62
"111","2007-06-12",12.62
"112","2007-06-13",12.43
"113","2007-06-14",12.61
"114","2007-06-15",12.43
"115","2007-06-18",12.27
"116","2007-06-19",12.75
"117","2007-06-20",12.39
"118","2007-06-21",12.06
"119","2007-06-22",11.81
"120","2007-06-25",11.7
"121","2007-06-26",11.49
"122","2007-06-27",11.64
"123","2007-06-28",11.51
"124","2007-06-29",11.23
"125","2007-07-02",11.47
"126","2007-07-03",11.53
"127","2007-07-05",11.63
"128","2007-07-06",11.71
"129","2007-07-09",12.24
"130","2007-07-10",11.81
"131","2007-07-11",12.06
"132","2007-07-12",11.96
"133","2007-07-13",11.88
"134","2007-07-16",11.82
"135","2007-07-17",11.66
"136","2007-07-18",11.48
"137","2007-07-19",11.5
"138","2007-07-20",11.4
"139","2007-07-23",11.51
"140","2007-07-24",11.22
"141","2007-07-25",11.44
"142","2007-07-26",11.33
"143","2007-07-27",10.7
"144","2007-07-30",10.06
"145","2007-07-31",10.17
"146","2007-08-01",9.88
"147","2007-08-02",10
"148","2007-08-03",9.69
"149","2007-08-06",9.58
"150","2007-08-07",9.49
"151","2007-08-08",9.96
"152","2007-08-09",9.88
"153","2007-08-10",10.16
"154","2007-08-13",10.08
"155","2007-08-14",10.31
"156","2007-08-15",9.57
"157","2007-08-16",9.68
"158","2007-08-17",9.82
"159","2007-08-20",9.95
"160","2007-08-21",9.87
"161","2007-08-22",10.3
"162","2007-08-23",10.17
"163","2007-08-24",10.35
"164","2007-08-27",10.09
"165","2007-08-28",9.7
"166","2007-08-29",9.99
"167","2007-08-30",9.78
"168","2007-08-31",9.97
"169","2007-09-04",9.9
"170","2007-09-05",9.73
"171","2007-09-06",10.23
"172","2007-09-07",10.58
"173","2007-09-10",10.95
"174","2007-09-11",10.96
"175","2007-09-12",10.81
"176","2007-09-13",10.85
"177","2007-09-14",10.95
"178","2007-09-17",10.73
"179","2007-09-18",10.74
"180","2007-09-19",10.75
"181","2007-09-20",10.45
"182","2007-09-21",10.46
"183","2007-09-24",10.32
"184","2007-09-25",10.07
"185","2007-09-26",10.01
"186","2007-09-27",9.99
"187","2007-09-28",10
"188","2007-10-01",9.91
"189","2007-10-02",9.85
"190","2007-10-03",9.53
"191","2007-10-04",9.65
"192","2007-10-05",9.74
"193","2007-10-08",9.66
"194","2007-10-09",10.15
"195","2007-10-10",10.5
"196","2007-10-11",10.6
"197","2007-10-12",10.91
"198","2007-10-15",10.83
"199","2007-10-16",10.55
"200","2007-10-17",10.4
"201","2007-10-18",10.55
"202","2007-10-19",10.02
"203","2007-10-22",10.04
"204","2007-10-23",10.28
"205","2007-10-24",10.11
"206","2007-10-25",9.8
"207","2007-10-26",9.62
"208","2007-10-29",9.37
"209","2007-10-30",9.12
"210","2007-10-31",9.25
"211","2007-11-01",9.25
"212","2007-11-02",9.9
"213","2007-11-05",10.02
"214","2007-11-06",10.4
"215","2007-11-07",9.65
"216","2007-11-08",10.19
"217","2007-11-09",9.92
"218","2007-11-12",9.98
"219","2007-11-13",10
"220","2007-11-14",10.05
"221","2007-11-15",9.8
"222","2007-11-16",9.5
"223","2007-11-19",9.19
"224","2007-11-20",9.74
"225","2007-11-21",9.71
"226","2007-11-23",10.06
"227","2007-11-26",9.89
"228","2007-11-27",10.26
"229","2007-11-28",10.73
"230","2007-11-29",11.99
"231","2007-11-30",13.02
"232","2007-12-03",12.83
"233","2007-12-04",11.9
"234","2007-12-05",11.72
"235","2007-12-06",11.86
"236","2007-12-07",11.5
"237","2007-12-10",10.78
"238","2007-12-11",10.38
"239","2007-12-12",10.25
"240","2007-12-13",5.25
"241","2007-12-14",4.89
"242","2007-12-17",4.58
"243","2007-12-18",4.69
"244","2007-12-19",4.4
"245","2007-12-20",4.38
"246","2007-12-21",4.4
"247","2007-12-24",4.24
"248","2007-12-26",4.19
"249","2007-12-27",4.36
"250","2007-12-28",4.5
"251","2007-12-31",4.54
"252","2008-01-02",4.52
"253","2008-01-03",4.53
"254","2008-01-04",4.51
"255","2008-01-07",4.7
"256","2008-01-08",4.86
"257","2008-01-09",5.03
"258","2008-01-10",5.2
"259","2008-01-11",5.27
"260","2008-01-14",5.3
"261","2008-01-15",5.1
"262","2008-01-16",5.31
"263","2008-01-17",5.62
"264","2008-01-18",5.58
"265","2008-01-22",5.17
"266","2008-01-23",5.46
"267","2008-01-24",5.48
"268","2008-01-25",5.32
"269","2008-01-28",5.49
"270","2008-01-29",5.56
"271","2008-01-30",5.49
"272","2008-01-31",5.39
"273","2008-02-01",5.51
"274","2008-02-04",5.41
"275","2008-02-05",5.08
"276","2008-02-06",5.02
"277","2008-02-07",5.29
"278","2008-02-08",5.1
"279","2008-02-11",5.08
"280","2008-02-12",5.01
"281","2008-02-13",5.07
"282","2008-02-14",5.02
"283","2008-02-15",4.99
"284","2008-02-19",4.88
"285","2008-02-20",4.77
"286","2008-02-21",4.74
"287","2008-02-22",4.88
"288","2008-02-25",4.93
"289","2008-02-26",5
"290","2008-02-27",5.12
"291","2008-02-28",5
"292","2008-02-29",5.01
"293","2008-03-03",5.05
"294","2008-03-04",5.1
"295","2008-03-05",5.06
"296","2008-03-06",5.01
"297","2008-03-07",5.02
"298","2008-03-10",4.97
"299","2008-03-11",5
"300","2008-03-12",5
"301","2008-03-13",5.16
"302","2008-03-14",5.1
"303","2008-03-17",4.93
"304","2008-03-18",5.21
"305","2008-03-19",5.11
"306","2008-03-20",5
"307","2008-03-24",5.25
"308","2008-03-25",5.48
"309","2008-03-26",5.65
"310","2008-03-27",5.7
"311","2008-03-28",5.53
"312","2008-03-31",5.4
"313","2008-04-01",5.28
"314","2008-04-02",5.38
"315","2008-04-03",5.31
"316","2008-04-04",5.5
"317","2008-04-07",5.44
"318","2008-04-08",5.47
"319","2008-04-09",5.4
"320","2008-04-10",5.54
"321","2008-04-11",5.86
"322","2008-04-14",5.72
"323","2008-04-15",5.51
"324","2008-04-16",5.69
"325","2008-04-17",5.48
"326","2008-04-18",5.57
"327","2008-04-21",5.59
"328","2008-04-22",5.61
"329","2008-04-23",5.59
"330","2008-04-24",5.64
"331","2008-04-25",5.65
"332","2008-04-28",5.68
"333","2008-04-29",5.57
"334","2008-04-30",5.43
"335","2008-05-01",5.47
"336","2008-05-02",5.23
"337","2008-05-05",5.01
"338","2008-05-06",4.94
"339","2008-05-07",4.67
"340","2008-05-08",4.61
"341","2008-05-09",4.84
"342","2008-05-12",4.88
"343","2008-05-13",4.93
"344","2008-05-14",4.72
"345","2008-05-15",4.67
"346","2008-05-16",4.79
"347","2008-05-19",4.77
"348","2008-05-20",4.97
"349","2008-05-21",4.93
"350","2008-05-22",4.98
"351","2008-05-23",4.68
"352","2008-05-27",4.72
"353","2008-05-28",4.76
"354","2008-05-29",5
"355","2008-05-30",4.93
"356","2008-06-02",4.79
"357","2008-06-03",4.94
"358","2008-06-04",4.96
"359","2008-06-05",4.9
"360","2008-06-06",4.64
"361","2008-06-09",4.5
"362","2008-06-10",4.4
"363","2008-06-11",4.3
"364","2008-06-12",4.16
"365","2008-06-13",4.55
"366","2008-06-16",4.51
"367","2008-06-17",4.85
"368","2008-06-18",4.39
"369","2008-06-19",4.85
"370","2008-06-20",4.69
"371","2008-06-23",4.63
"372","2008-06-24",4.4
"373","2008-06-25",4.51
"374","2008-06-26",4.32
"375","2008-06-27",4.28
"376","2008-06-30",4.19
"377","2008-07-01",4.2
"378","2008-07-02",4.22
"379","2008-07-03",4.2
"380","2008-07-07",4.25
"381","2008-07-08",4.43
"382","2008-07-09",4.21
"383","2008-07-10",4.25
"384","2008-07-11",4.7
"385","2008-07-14",4.72
"386","2008-07-15",4.84
"387","2008-07-16",4.96
"388","2008-07-17",4.94
"389","2008-07-18",4.87
"390","2008-07-21",4.97
"391","2008-07-22",5
"392","2008-07-23",4.97
"393","2008-07-24",4.91
"394","2008-07-25",4.86
"395","2008-07-28",4.65
"396","2008-07-29",4.75
"397","2008-07-30",4.59
"398","2008-07-31",4.64
"399","2008-08-01",4.6
"400","2008-08-04",4.6
"401","2008-08-05",4.85
"402","2008-08-06",4.9
"403","2008-08-07",4.32
"404","2008-08-08",4.64
"405","2008-08-11",4.71
"406","2008-08-12",4.7
"407","2008-08-13",4.76
"408","2008-08-14",4.7
"409","2008-08-15",4.7
"410","2008-08-18",4.58
"411","2008-08-19",4.7
"412","2008-08-20",5.18
"413","2008-08-21",5.24
"414","2008-08-22",5.25
"415","2008-08-25",5.32
"416","2008-08-26",5.05
"417","2008-08-27",5.3
"418","2008-08-28",5.33
"419","2008-08-29",5.17
"420","2008-09-02",5.24
"421","2008-09-03",5.81
"422","2008-09-04",5.95
"423","2008-09-05",5.74
"424","2008-09-08",5.8
"425","2008-09-09",5.6
"426","2008-09-10",5.73
"427","2008-09-11",5.61
"428","2008-09-12",5.49
"429","2008-09-15",5.38
"430","2008-09-16",5.43
"431","2008-09-17",4.97
"432","2008-09-18",4.86
"433","2008-09-19",5.41
"434","2008-09-22",5.02
"435","2008-09-23",4.93
"436","2008-09-24",4.9
"437","2008-09-25",4.99
"438","2008-09-26",4.95
"439","2008-09-29",4.57
"440","2008-09-30",4.69
"441","2008-10-01",4.56
"442","2008-10-02",4.42
"443","2008-10-03",4.44
"444","2008-10-06",4.26
"445","2008-10-07",3.96
"446","2008-10-08",3.46
"447","2008-10-09",3.46
"448","2008-10-10",3.15
"449","2008-10-13",3.62
"450","2008-10-14",3.61
"451","2008-10-15",3.24
"452","2008-10-16",3.57
"453","2008-10-17",3.65
"454","2008-10-20",3.9
"455","2008-10-21",3.88
"456","2008-10-22",3.62
"457","2008-10-23",3.54
"458","2008-10-24",3.45
"459","2008-10-27",3.19
"460","2008-10-28",3.46
"461","2008-10-29",3.91
"462","2008-10-30",3.94
"463","2008-10-31",4.13
"464","2008-11-03",4.26
"465","2008-11-04",4.37
"466","2008-11-05",4.25
"467","2008-11-06",4.04
"468","2008-11-07",4.18
"469","2008-11-10",4.28
"470","2008-11-11",4.05
"471","2008-11-12",3.35
"472","2008-11-13",3.82
"473","2008-11-14",3.3
"474","2008-11-17",3.13
"475","2008-11-18",3.09
"476","2008-11-19",3.11
"477","2008-11-20",2.71
"478","2008-11-21",2.22
"479","2008-11-24",3
"480","2008-11-25",2.87
"481","2008-11-26",2.9
"482","2008-11-28",3.11
"483","2008-12-01",2.36
"484","2008-12-02",3.06
"485","2008-12-03",2.9
"486","2008-12-04",2.76
"487","2008-12-05",3.1
"488","2008-12-08",3.3
"489","2008-12-09",2.95
"490","2008-12-10",3.18
"491","2008-12-11",3.01
"492","2008-12-12",3.25
"493","2008-12-15",3.08
"494","2008-12-16",3.25
"495","2008-12-17",3.19
"496","2008-12-18",3.14
"497","2008-12-19",3.15
"498","2008-12-22",3.13
"499","2008-12-23",3.35
"500","2008-12-24",3.83
"501","2008-12-26",3.72
"502","2008-12-29",3.32
"503","2008-12-30",2.85
"504","2008-12-31",3.2
"505","2009-01-02",3.27
"506","2009-01-05",3.45
"507","2009-01-06",3.86
"508","2009-01-07",3.65
"509","2009-01-08",3.5
"510","2009-01-09",3.29
"511","2009-01-12",3.18
"512","2009-01-13",3.34
"513","2009-01-14",3.23
"514","2009-01-15",3.33
"515","2009-01-16",3.31
"516","2009-01-20",3.07
"517","2009-01-21",3.39
"518","2009-01-22",3.12
"519","2009-01-23",3.12
"520","2009-01-26",3.49
"521","2009-01-27",3.55
"522","2009-01-28",3.52
"523","2009-01-29",3.51
"524","2009-01-30",3.32
"525","2009-02-02",3.58
"526","2009-02-03",3.65
"527","2009-02-04",3.76
"528","2009-02-05",3.96
"529","2009-02-06",3.96
"530","2009-02-09",4.09
"531","2009-02-10",3.8
"532","2009-02-11",3.64
"533","2009-02-12",3.79
"534","2009-02-13",3.69
"535","2009-02-17",3.59
"536","2009-02-18",3.7
"537","2009-02-19",3.48
"538","2009-02-20",3.46
"539","2009-02-23",3.45
"540","2009-02-24",3.91
"541","2009-02-25",3.48
"542","2009-02-26",3.45
"543","2009-02-27",3.28
"544","2009-03-02",3.04
"545","2009-03-03",3.17
"546","2009-03-04",3.33
"547","2009-03-05",3.25
"548","2009-03-06",3.21
"549","2009-03-09",3.22
"550","2009-03-10",3.51
"551","2009-03-11",3.28
"552","2009-03-12",3.81
"553","2009-03-13",3.83
"554","2009-03-16",3.54
"555","2009-03-17",3.98
"556","2009-03-18",3.92
"557","2009-03-19",3.8
"558","2009-03-20",3.45
"559","2009-03-23",3.95
"560","2009-03-24",3.78
"561","2009-03-25",3.97
"562","2009-03-26",3.59
"563","2009-03-27",3.51
"564","2009-03-30",3.5
"565","2009-03-31",3.55
"566","2009-04-01",3.71
"567","2009-04-02",3.8
"568","2009-04-03",3.96
"569","2009-04-06",3.7
"570","2009-04-07",3.57
"571","2009-04-08",3.85
"572","2009-04-09",3.93
"573","2009-04-13",3.72
"574","2009-04-14",3.55
"575","2009-04-15",3.5
"576","2009-04-16",3.63
"577","2009-04-17",3.48
"578","2009-04-20",3.23
"579","2009-04-21",3.29
"580","2009-04-22",3.16
"581","2009-04-23",3.13
"582","2009-04-24",3.32
"583","2009-04-27",3.16
"584","2009-04-28",3.19
"585","2009-04-29",3.36
"586","2009-04-30",3.3
"587","2009-05-01",3.3
"588","2009-05-04",3.51
"589","2009-05-05",3.31
"590","2009-05-06",3.21
"591","2009-05-07",3.1
"592","2009-05-08",3.33
"593","2009-05-11",3.31
"594","2009-05-12",3.16
"595","2009-05-13",3.01
"596","2009-05-14",3.04
"597","2009-05-15",2.95
"598","2009-05-18",3.27
"599","2009-05-19",3.11
"600","2009-05-20",3.04
"601","2009-05-21",2.87
"602","2009-05-22",2.93
"603","2009-05-26",3.16
"604","2009-05-27",3.01
"605","2009-05-28",3.06
"606","2009-05-29",3.07
"607","2009-06-01",3.21
"608","2009-06-02",3.29
"609","2009-06-03",3.29
"610","2009-06-04",3.28
"611","2009-06-05",3.34
"612","2009-06-08",3.33
"613","2009-06-09",3.41
"614","2009-06-10",3.38
"615","2009-06-11",3.43
"616","2009-06-12",3.51
"617","2009-06-15",3.36
"618","2009-06-16",3.26
"619","2009-06-17",3.37
"620","2009-06-18",3.4
"621","2009-06-19",3.4
"622","2009-06-22",3.2
"623","2009-06-23",3.15
"624","2009-06-24",3.12
"625","2009-06-25",3.18
"626","2009-06-26",3.35
"627","2009-06-29",3.25
"628","2009-06-30",3.23
"629","2009-07-01",3.33
"630","2009-07-02",3.12
"631","2009-07-06",3.13
"632","2009-07-07",3.05
"633","2009-07-08",2.95
"634","2009-07-09",2.95
"635","2009-07-10",3.26
"636","2009-07-13",3.07
"637","2009-07-14",3.06
"638","2009-07-15",3.13
"639","2009-07-16",3
"640","2009-07-17",3
"641","2009-07-20",3.05
"642","2009-07-21",3.02
"643","2009-07-22",3.14
"644","2009-07-23",3.21
"645","2009-07-24",3.25
"646","2009-07-27",3.25
"647","2009-07-28",3.3
"648","2009-07-29",3.39
"649","2009-07-30",3.33
"650","2009-07-31",3.2
"651","2009-08-03",3.19
"652","2009-08-04",3.14
"653","2009-08-05",3.13
"654","2009-08-06",3.02
"655","2009-08-07",3.07
"656","2009-08-10",3.1
"657","2009-08-11",3.06
"658","2009-08-12",3.1
"659","2009-08-13",3.15
"660","2009-08-14",3.04
"661","2009-08-17",2.98
"662","2009-08-18",2.98
"663","2009-08-19",3.04
"664","2009-08-20",3.14
"665","2009-08-21",3.15
"666","2009-08-24",3.16
"667","2009-08-25",3.14
"668","2009-08-26",3.09
"669","2009-08-27",3.14
"670","2009-08-28",3.07
"671","2009-08-31",3
"672","2009-09-01",2.98
"673","2009-09-02",3.26
"674","2009-09-03",3.03
"675","2009-09-04",3.06
"676","2009-09-08",3.03
"677","2009-09-09",3.09
"678","2009-09-10",3.2
"679","2009-09-11",3.2
"680","2009-09-14",3.19
"681","2009-09-15",3.13
"682","2009-09-16",3.22
"683","2009-09-17",3.24
"684","2009-09-18",3.24
"685","2009-09-21",3.24
"686","2009-09-22",3.14
"687","2009-09-23",3.21
"688","2009-09-24",3.15
"689","2009-09-25",3.14
"690","2009-09-28",3.13
"691","2009-09-29",3.08
"692","2009-09-30",3.05
"693","2009-10-01",2.92
"694","2009-10-02",2.82
"695","2009-10-05",2.85
"696","2009-10-06",2.91
"697","2009-10-07",2.93
"698","2009-10-08",2.89
"699","2009-10-09",2.99
"700","2009-10-12",2.95
"701","2009-10-13",2.94
"702","2009-10-14",3
"703","2009-10-15",2.97
"704","2009-10-16",2.87
"705","2009-10-19",2.85
"706","2009-10-20",2.78
"707","2009-10-21",2.73
"708","2009-10-22",2.74
"709","2009-10-23",2.62
"710","2009-10-26",2.49
"711","2009-10-27",2.48
"712","2009-10-28",2.28
"713","2009-10-29",2.32
"714","2009-10-30",2.22
"715","2009-11-02",2.18
"716","2009-11-03",2.07
"717","2009-11-04",2.1
"718","2009-11-05",2.15
"719","2009-11-06",2.27
"720","2009-11-09",2.25
"721","2009-11-10",2.23
"722","2009-11-11",2.2
"723","2009-11-12",2
"724","2009-11-13",2.12
"725","2009-11-16",2.17
"726","2009-11-17",2.19
"727","2009-11-18",2.17
"728","2009-11-19",2.13
"729","2009-11-20",2.13
"730","2009-11-23",2.17
"731","2009-11-24",2.17
"732","2009-11-25",2.18
"733","2009-11-27",2.11
"734","2009-11-30",2.03
"735","2009-12-01",2.26
"736","2009-12-02",2.35
"737","2009-12-03",2.18
"738","2009-12-04",2.16
"739","2009-12-07",2.25
"740","2009-12-08",2.19
"741","2009-12-09",2.14
"742","2009-12-10",2.05
"743","2009-12-11",2.11
"744","2009-12-14",2.22
"745","2009-12-15",2.25
"746","2009-12-16",2.27
"747","2009-12-17",2.19
"748","2009-12-18",2.21
"749","2009-12-21",2.29
"750","2009-12-22",2.56
"751","2009-12-23",2.82
"752","2009-12-24",2.82
"753","2009-12-28",2.9
"754","2009-12-29",2.94
"755","2009-12-30",2.82
"756","2009-12-31",2.72
"757","2010-01-04",2.69
"758","2010-01-05",2.61
"759","2010-01-06",2.53
"760","2010-01-07",2.6
"761","2010-01-08",2.52
"762","2010-01-11",2.53
"763","2010-01-12",2.52
"764","2010-01-13",2.55
"765","2010-01-14",2.53
"766","2010-01-15",2.46
"767","2010-01-19",2.73
"768","2010-01-20",2.61
"769","2010-01-21",2.5
"770","2010-01-22",2.45
"771","2010-01-25",2.55
"772","2010-01-26",2.41
"773","2010-01-27",2.41
"774","2010-01-28",2.31
"775","2010-01-29",2.35
"776","2010-02-01",2.4
"777","2010-02-02",2.35
"778","2010-02-03",2.34
"779","2010-02-04",2.17
"780","2010-02-05",2.18
"781","2010-02-08",2.36
"782","2010-02-09",2.37
"783","2010-02-10",2.46
"784","2010-02-11",2.54
"785","2010-02-12",2.53
"786","2010-02-16",2.67
"787","2010-02-17",2.7
"788","2010-02-18",2.64
"789","2010-02-19",2.73
"790","2010-02-22",2.72
"791","2010-02-23",2.7
"792","2010-02-24",2.75
"793","2010-02-25",2.6
"794","2010-02-26",2.62
"795","2010-03-01",2.55
"796","2010-03-02",2.56
"797","2010-03-03",2.63
"798","2010-03-04",2.6
"799","2010-03-05",2.3
"800","2010-03-08",2.34
"801","2010-03-09",2.36
"802","2010-03-10",2.38
"803","2010-03-11",2.48
"804","2010-03-12",2.5
"805","2010-03-15",2.41
"806","2010-03-16",2.46
"807","2010-03-17",2.58
"808","2010-03-18",2.69
"809","2010-03-19",2.72
"810","2010-03-22",2.73
"811","2010-03-23",2.7
"812","2010-03-24",2.74
"813","2010-03-25",2.67
"814","2010-03-26",2.7
"815","2010-03-29",2.7
"816","2010-03-30",2.72
"817","2010-03-31",2.55
"818","2010-04-01",2.47
"819","2010-04-05",2.55
"820","2010-04-06",2.55
"821","2010-04-07",2.59
"822","2010-04-08",2.81
"823","2010-04-09",2.73
"824","2010-04-12",2.79
"825","2010-04-13",2.79
"826","2010-04-14",3.1
"827","2010-04-15",3.2
"828","2010-04-16",3.11
"829","2010-04-19",3.15
"830","2010-04-20",3.25
"831","2010-04-21",3.26
"832","2010-04-22",3.38
"833","2010-04-23",3.38
"834","2010-04-26",3.38
"835","2010-04-27",3.18
"836","2010-04-28",3.26
"837","2010-04-29",3.22
"838","2010-04-30",3.21
"839","2010-05-03",3.16
"840","2010-05-04",2.93
"841","2010-05-05",2.66
"842","2010-05-06",2.67
"843","2010-05-07",2.48
"844","2010-05-10",2.52
"845","2010-05-11",2.59
"846","2010-05-12",2.9
"847","2010-05-13",2.9
"848","2010-05-14",2.71
"849","2010-05-17",2.86
"850","2010-05-18",2.96
"851","2010-05-19",2.89
"852","2010-05-20",2.63
"853","2010-05-21",2.72
"854","2010-05-24",2.73
"855","2010-05-25",3.4
"856","2010-05-26",4.09
"857","2010-05-27",4.09
"858","2010-05-28",4
"859","2010-06-01",4
"860","2010-06-02",4.45
"861","2010-06-03",4.84
"862","2010-06-04",4.42
"863","2010-06-07",4.26
"864","2010-06-08",4.08
"865","2010-06-09",4.2
"866","2010-06-10",4.65
"867","2010-06-11",4.64
"868","2010-06-14",4.51
"869","2010-06-15",4.7
"870","2010-06-16",5.37
"871","2010-06-17",5.57
"872","2010-06-18",5.5
"873","2010-06-21",5.7
"874","2010-06-22",5.56
"875","2010-06-23",5.55
"876","2010-06-24",5.74
"877","2010-06-25",6.16
"878","2010-06-28",5.98
"879","2010-06-29",5.52
"880","2010-06-30",5.6
"881","2010-07-01",5.73
"882","2010-07-02",5.7
"883","2010-07-06",5.36
"884","2010-07-07",5.63
"885","2010-07-08",5.65
"886","2010-07-09",5.68
"887","2010-07-12",5.7
"888","2010-07-13",5.7
"889","2010-07-14",5.68
"890","2010-07-15",5.53
"891","2010-07-16",5.26
"892","2010-07-19",5.19
"893","2010-07-20",5.28
"894","2010-07-21",5.16
"895","2010-07-22",5.38
"896","2010-07-23",5.55
"897","2010-07-26",5.76
"898","2010-07-27",5.62
"899","2010-07-28",5.46
"900","2010-07-29",5.42
"901","2010-07-30",5.68
"902","2010-08-02",5.89
"903","2010-08-03",6.09
"904","2010-08-04",6.52
"905","2010-08-05",6.47
"906","2010-08-06",6.29
"907","2010-08-09",6.41
"908","2010-08-10",6.22
"909","2010-08-11",5.85
"910","2010-08-12",5.93
"911","2010-08-13",5.75
"912","2010-08-16",5.91
"913","2010-08-17",6.03
"914","2010-08-18",5.87
"915","2010-08-19",5.88
"916","2010-08-20",5.9
"917","2010-08-23",5.58
"918","2010-08-24",5.62
"919","2010-08-25",5.82
"920","2010-08-26",5.44
"921","2010-08-27",5.75
"922","2010-08-30",5.45
"923","2010-08-31",5.38
"924","2010-09-01",5.74
"925","2010-09-02",5.65
"926","2010-09-03",5.73
"927","2010-09-07",5.53
"928","2010-09-08",5.64
"929","2010-09-09",5.66
"930","2010-09-10",5.7
"931","2010-09-13",6.07
"932","2010-09-14",6.25
"933","2010-09-15",6.02
"934","2010-09-16",5.88
"935","2010-09-17",5.74
"936","2010-09-20",6
"937","2010-09-21",6.06
"938","2010-09-22",5.97
"939","2010-09-23",6.19
"940","2010-09-24",6.32
"941","2010-09-27",6.19
"942","2010-09-28",6.35
"943","2010-09-29",6.26
"944","2010-09-30",6.06
"945","2010-10-01",5.97
"946","2010-10-04",5.99
"947","2010-10-05",6.34
"948","2010-10-06",6.16
"949","2010-10-07",6.34
"950","2010-10-08",7.34
"951","2010-10-11",7.49
"952","2010-10-12",7.41
"953","2010-10-13",7.44
"954","2010-10-14",7.52
"955","2010-10-15",8.04
"956","2010-10-18",8.3
"957","2010-10-19",7.84
"958","2010-10-20",8.53
"959","2010-10-21",8.34
"960","2010-10-22",8.48
"961","2010-10-25",8.48
"962","2010-10-26",8.45
"963","2010-10-27",8.35
"964","2010-10-28",8.22
"965","2010-10-29",8.14
"966","2010-11-01",8
"967","2010-11-02",7.64
"968","2010-11-03",7.54
"969","2010-11-04",7.78
"970","2010-11-05",7.67
"971","2010-11-08",7.57
"972","2010-11-09",7.13
"973","2010-11-10",7.54
"974","2010-11-11",7.27
"975","2010-11-12",7.11
"976","2010-11-15",7.2
"977","2010-11-16",6.8
"978","2010-11-17",6.88
"979","2010-11-18",6.86
"980","2010-11-19",6.78
"981","2010-11-22",6.9
"982","2010-11-23",6.58
"983","2010-11-24",6.88
"984","2010-11-26",6.79
"985","2010-11-29",7.14
"986","2010-11-30",7.28
"987","2010-12-01",7.63
"988","2010-12-02",8.02
"989","2010-12-03",7.91
"990","2010-12-06",7.83
"991","2010-12-07",7.88
"992","2010-12-08",7.79
"993","2010-12-09",7.66
"994","2010-12-10",7.94
"995","2010-12-13",7.9
"996","2010-12-14",8.17
"997","2010-12-15",8.14
"998","2010-12-16",8.35
"999","2010-12-17",8.06
"1000","2010-12-20",8.23
"1001","2010-12-21",8.42
