"","date","RNGR"
"195","2018-05-21",8.65
"196","2018-05-22",9.07
"197","2018-05-23",9.05
"198","2018-05-24",8.85
"199","2018-05-25",8.85
"200","2018-05-29",9.18
"201","2018-05-30",9.7
"202","2018-05-31",9.8
"203","2018-06-01",9.56
"204","2018-06-04",9.1
"205","2018-06-05",8.59
"206","2018-06-06",8.56
"207","2018-06-07",8.75
"208","2018-06-08",9.03
"209","2018-06-11",8.94
"210","2018-06-12",8.7
"211","2018-06-13",8.62
"212","2018-06-14",8.6
"213","2018-06-15",8.53
"214","2018-06-18",8.75
"215","2018-06-19",8.72
"216","2018-06-20",8.78
"217","2018-06-21",9.43
"218","2018-06-22",9.56
"219","2018-06-25",9.35
"220","2018-06-26",9.2
"221","2018-06-27",9.29
"222","2018-06-28",9.27
"223","2018-06-29",9.17
"224","2018-07-02",9.68
"225","2018-07-03",10.05
"226","2018-07-05",10.35
"227","2018-07-06",10.32
"228","2018-07-09",10.35
"229","2018-07-10",10.6
"230","2018-07-11",10.27
"231","2018-07-12",10.61
"232","2018-07-13",10.7
"233","2018-07-16",10.45
"234","2018-07-17",10.65
"235","2018-07-18",10.37
"236","2018-07-19",9.88
"237","2018-07-20",9.85
"238","2018-07-23",9.65
"239","2018-07-24",9.75
"240","2018-07-25",9.65
"241","2018-07-26",9.65
"242","2018-07-27",9.7
"243","2018-07-30",9.7
"244","2018-07-31",9.65
"245","2018-08-01",9.49
"246","2018-08-02",9.46
"247","2018-08-03",9.3
"248","2018-08-06",9.36
"249","2018-08-07",9.28
"250","2018-08-08",8.72
"251","2018-08-09",9
"252","2018-08-10",9
"253","2018-08-13",9.09
"254","2018-08-14",8.81
"255","2018-08-15",8.62
"256","2018-08-16",8.62
"257","2018-08-17",8.8
"258","2018-08-20",8.8
"259","2018-08-21",8.62
"260","2018-08-22",8.64
"261","2018-08-23",8.55
"262","2018-08-24",8.2
"263","2018-08-27",8.18
"264","2018-08-28",8.08
"265","2018-08-29",8.09
"266","2018-08-30",8.42
"267","2018-08-31",8.35
"268","2018-09-04",8.5
"269","2018-09-05",8.5
"270","2018-09-06",8.4
"271","2018-09-07",8.49
"272","2018-09-10",8.34
"273","2018-09-11",8.44
"274","2018-09-12",8.3
"275","2018-09-13",8.22
"276","2018-09-14",8.26
"277","2018-09-17",8.18
"278","2018-09-18",8.36
"279","2018-09-19",8.35
"280","2018-09-20",8.5
"281","2018-09-21",8.52
"282","2018-09-24",8.47
"283","2018-09-25",8.46
"284","2018-09-26",8.37
"285","2018-09-27",8.39
"286","2018-09-28",8.38
"287","2018-10-01",8.48
"288","2018-10-02",8.4
"289","2018-10-03",8
"290","2018-10-04",7.94
"291","2018-10-05",8
"292","2018-10-08",8
"293","2018-10-09",8.25
"294","2018-10-10",7.5
"295","2018-10-11",7.6
"296","2018-10-12",7.64
"297","2018-10-15",7.65
"298","2018-10-16",7.86
"299","2018-10-17",7.97
"300","2018-10-18",7.5
"301","2018-10-19",7.4
"302","2018-10-22",7.43
"303","2018-10-23",7.15
"304","2018-10-24",6.95
"305","2018-10-25",6.7
"306","2018-10-26",6.8
"307","2018-10-29",6.7
"308","2018-10-30",6.4
"309","2018-10-31",6.5
"310","2018-11-01",6.58
"311","2018-11-02",6.45
"312","2018-11-05",6.92
"313","2018-11-06",6.79
"314","2018-11-07",6.9
"315","2018-11-08",7.1
"316","2018-11-09",7.7
"317","2018-11-12",8
"318","2018-11-13",8.15
"319","2018-11-14",7.8
"320","2018-11-15",8.15
"321","2018-11-16",7.65
"322","2018-11-19",7.5
"323","2018-11-20",7.64
"324","2018-11-21",7.6
"325","2018-11-23",7.58
"326","2018-11-26",7.58
"327","2018-11-27",7.36
"328","2018-11-28",7.4
"329","2018-11-29",7.31
"330","2018-11-30",7.54
"331","2018-12-03",7.8
"332","2018-12-04",7.87
"333","2018-12-06",7.99
"334","2018-12-07",8.095
"335","2018-12-10",8.16
"336","2018-12-11",8.16
"337","2018-12-12",8
"338","2018-12-13",7.52
"339","2018-12-14",7.33
"340","2018-12-17",6.76
"341","2018-12-18",6.06
"342","2018-12-19",5.08
"343","2018-12-20",5
"344","2018-12-21",4.91
"345","2018-12-24",4.855
"346","2018-12-26",4.71
"347","2018-12-27",4.9
"348","2018-12-28",5.3
"349","2018-12-31",5.17
"350","2019-01-02",5.4
"351","2019-01-03",5.75
"352","2019-01-04",5.97
"353","2019-01-07",6.31
"354","2019-01-08",6.55
"355","2019-01-09",6.89
"356","2019-01-10",7.45
"357","2019-01-11",7.65
"358","2019-01-14",7.5
"359","2019-01-15",7.51
"360","2019-01-16",7.25
"361","2019-01-17",7.65
"362","2019-01-18",7.82
"363","2019-01-22",7.96
"364","2019-01-23",7.82
"365","2019-01-24",7.88
"366","2019-01-25",7.98
"367","2019-01-28",8.27
"368","2019-01-29",8.27
"369","2019-01-30",8.2
"370","2019-01-31",8.15
"371","2019-02-01",7.76
"372","2019-02-04",7.84
"373","2019-02-05",7.6
"374","2019-02-06",7.7
"375","2019-02-07",7.7
"376","2019-02-08",7.7
"377","2019-02-11",7.5
"378","2019-02-12",7.61
"379","2019-02-13",7.69
"380","2019-02-14",7.75
"381","2019-02-15",7.95
"382","2019-02-19",7.95
"383","2019-02-20",7.7
"384","2019-02-21",7.57
"385","2019-02-22",7.535
"386","2019-02-25",7.28
"387","2019-02-26",7.3
"388","2019-02-27",7.275
"389","2019-02-28",6.63
"390","2019-03-01",6.5
"391","2019-03-04",6.26
"392","2019-03-05",6
"393","2019-03-06",6.12
"394","2019-03-07",6.24
"395","2019-03-08",6.31
"396","2019-03-11",6.83
"397","2019-03-12",7.4
"398","2019-03-13",7.5
"399","2019-03-14",7.6
"400","2019-03-15",7.6
"401","2019-03-18",7.68
"402","2019-03-19",7.6
"403","2019-03-20",7.8
"404","2019-03-21",7.46
"405","2019-03-22",7.34
"406","2019-03-25",6.7
"407","2019-03-26",6.8
"408","2019-03-27",6.48
"409","2019-03-28",7.32
"410","2019-03-29",7.97
"411","2019-04-01",7.99
"412","2019-04-02",8
"413","2019-04-03",8.35
"414","2019-04-04",8.39
"415","2019-04-05",8.39
"416","2019-04-08",8.49
"417","2019-04-09",8.42
"418","2019-04-10",8.4
"419","2019-04-11",8.28
"420","2019-04-12",8.15
"421","2019-04-15",8.26
"422","2019-04-16",7.98
"423","2019-04-17",7.74
"424","2019-04-18",7.4
"425","2019-04-22",7.41
"426","2019-04-23",7.55
"427","2019-04-24",7.3
"428","2019-04-25",7.63
"429","2019-04-26",7.21
"430","2019-04-29",7.3
"431","2019-04-30",7.3
"432","2019-05-01",7.85
"433","2019-05-02",7.7
"434","2019-05-03",7.61
"435","2019-05-06",7.7
"436","2019-05-07",7.51
"437","2019-05-08",7.83
"438","2019-05-09",7.85
"439","2019-05-10",7.42
"440","2019-05-13",7.38
"441","2019-05-14",7.37
"442","2019-05-15",7.2
"443","2019-05-16",7.21
"444","2019-05-17",7.175
"445","2019-05-20",6.95
"446","2019-05-21",6.88
"447","2019-05-22",6.71
"448","2019-05-23",6.41
"449","2019-05-24",6.32
"450","2019-05-28",6.21
"451","2019-05-29",6.25
"452","2019-05-30",6.25
"453","2019-05-31",6.11
"454","2019-06-03",5.9
"455","2019-06-04",6.4
"456","2019-06-05",6.2
"457","2019-06-06",6.1
"458","2019-06-07",6.24
"459","2019-06-10",6.5
"460","2019-06-11",6.3
"461","2019-06-12",6.29
"462","2019-06-13",6.25
"463","2019-06-14",6.235
"464","2019-06-17",6.25
"465","2019-06-18",6.14
"466","2019-06-19",5.97
"467","2019-06-20",6.55
"468","2019-06-21",6.7
"469","2019-06-24",6.98
"470","2019-06-25",7.1
"471","2019-06-26",7.48
"472","2019-06-27",7.69
"473","2019-06-28",8.05
"474","2019-07-01",7.9
"475","2019-07-02",7.8
"476","2019-07-03",7.8
"477","2019-07-05",7.975
"478","2019-07-08",7.99
"479","2019-07-09",7.975
"480","2019-07-10",7.91
"481","2019-07-11",7.9
"482","2019-07-12",7.9
"483","2019-07-15",7.81
"484","2019-07-16",7.62
"485","2019-07-17",7.382
"486","2019-07-18",7.11
"487","2019-07-19",6.97
"488","2019-07-22",7.35
"489","2019-07-23",7.46
"490","2019-07-24",7.345
"491","2019-07-25",7.1
"492","2019-07-26",6.28
"493","2019-07-29",6.25
"494","2019-07-30",6.525
"495","2019-07-31",6.7
"496","2019-08-01",6.6
"497","2019-08-02",6.45
"498","2019-08-05",5.83
"499","2019-08-06",5.76
"500","2019-08-07",5.76
"501","2019-08-08",5.95
"502","2019-08-09",6.08
"503","2019-08-12",5.999
"504","2019-08-13",5.94
"505","2019-08-14",5.77
"506","2019-08-15",6.86
"507","2019-08-16",6.6
"508","2019-08-19",6.35
"509","2019-08-20",6.35
"510","2019-08-21",6.35
"511","2019-08-22",6.425
"512","2019-08-23",6.61
"513","2019-08-26",6.51
"514","2019-08-27",6.32
"515","2019-08-28",6.48
"516","2019-08-29",6.48
"517","2019-08-30",6.37
"518","2019-09-03",6.35
"519","2019-09-04",6.35
"520","2019-09-05",6.52
"521","2019-09-06",6.5
"522","2019-09-09",6.57
"523","2019-09-10",6.55
"524","2019-09-11",6.6
"525","2019-09-12",6.59
"526","2019-09-13",6.52
"527","2019-09-16",6.67
"528","2019-09-17",6.52
"529","2019-09-18",6.47
"530","2019-09-19",6.47
"531","2019-09-20",6.64
"532","2019-09-23",6.62
"533","2019-09-24",6.49
"534","2019-09-25",6.45
"535","2019-09-26",6.48
"536","2019-09-27",6.46
"537","2019-09-30",6.45
"538","2019-10-01",6.51
"539","2019-10-02",6.47
"540","2019-10-03",6.47
"541","2019-10-04",6.439
"542","2019-10-07",6.15
"543","2019-10-08",6.38
"544","2019-10-09",6.22
"545","2019-10-10",6.22
"546","2019-10-11",5.96
"547","2019-10-14",5.819
"548","2019-10-15",5.819
"549","2019-10-16",5.86
"550","2019-10-17",5.72
"551","2019-10-18",5.94
"552","2019-10-21",5.4
"553","2019-10-22",5.398
"554","2019-10-23",5.059
"555","2019-10-24",4.95
"556","2019-10-25",4.77
"557","2019-10-28",5
"558","2019-10-29",5.06
"559","2019-10-30",5.2
"560","2019-10-31",5.5
"561","2019-11-01",5.46
"562","2019-11-04",5.73
"563","2019-11-05",5.77
"564","2019-11-06",5.77
"565","2019-11-07",5.8
"566","2019-11-08",5.99
"567","2019-11-11",6.01
"568","2019-11-12",6.03
"569","2019-11-13",6
"570","2019-11-14",6.01
"571","2019-11-15",6.15
"572","2019-11-18",6.13
"573","2019-11-19",6.2
"574","2019-11-20",6.38
"575","2019-11-21",6.61
"576","2019-11-22",6.75
"577","2019-11-25",6.65
"578","2019-11-26",6.65
"579","2019-11-27",7.05
"580","2019-11-29",7.33
"581","2019-12-02",7.2
"582","2019-12-03",7.25
"583","2019-12-04",7.19
"584","2019-12-05",7.24
"585","2019-12-06",7.11
"586","2019-12-09",6.56
"587","2019-12-10",6.89
"588","2019-12-11",6.96
"589","2019-12-12",6.84
"590","2019-12-13",7
"591","2019-12-16",7
"592","2019-12-17",6.77
"593","2019-12-18",6.86
"594","2019-12-19",6.76
"595","2019-12-20",7.1
"596","2019-12-23",6.65
"597","2019-12-24",6.9
"598","2019-12-26",6.95
"599","2019-12-27",6.66
"600","2019-12-30",6.47
"601","2019-12-31",6.44
"602","2020-01-02",6.25
"603","2020-01-03",7.36
"604","2020-01-06",7.24
"605","2020-01-07",7.414
"606","2020-01-08",7.19
"607","2020-01-09",7.03
"608","2020-01-10",7.29
"609","2020-01-13",7.15
"610","2020-01-14",7.15
"611","2020-01-15",7.09
"612","2020-01-16",7.15
"613","2020-01-17",7.21
"614","2020-01-21",7.25
"615","2020-01-22",7.6
"616","2020-01-23",7.27
"617","2020-01-24",7.387
"618","2020-01-27",6.85
"619","2020-01-28",7
"620","2020-01-29",7
"621","2020-01-30",7
"622","2020-01-31",7
"623","2020-02-03",7.16
"624","2020-02-04",7.14
"625","2020-02-05",6.925
"626","2020-02-06",6.99
"627","2020-02-07",6.95
"628","2020-02-10",6.97
"629","2020-02-11",6.99
"630","2020-02-12",7
"631","2020-02-13",7
"632","2020-02-14",6.84
"633","2020-02-18",6.99
"634","2020-02-19",7
"635","2020-02-20",7.05
"636","2020-02-21",7
"637","2020-02-24",7
"638","2020-02-25",6.794
"639","2020-02-26",6.99
"640","2020-02-27",6.62
"641","2020-02-28",6.88
"642","2020-03-02",6.72
"643","2020-03-03",6.85
"644","2020-03-04",7
"645","2020-03-05",7
"646","2020-03-06",6
"647","2020-03-09",4.37
"648","2020-03-10",3.26
"649","2020-03-11",3.08
"650","2020-03-12",4.29
"651","2020-03-13",4.77
"652","2020-03-16",4.75
"653","2020-03-17",4.3
"654","2020-03-18",3.64
"655","2020-03-19",3.95
"656","2020-03-20",3.55
"657","2020-03-23",3.5
"658","2020-03-24",3.69
"659","2020-03-25",3.61
"660","2020-03-26",3.578
"661","2020-03-27",3.88
"662","2020-03-30",4.17
"663","2020-03-31",4.06
"664","2020-04-01",4.44
"665","2020-04-02",4.12
"666","2020-04-03",4.23
"667","2020-04-06",4.11
"668","2020-04-07",4.05
"669","2020-04-08",4.1
"670","2020-04-09",4.15
"671","2020-04-13",3.85
"672","2020-04-14",3.95
"673","2020-04-15",4
"674","2020-04-16",3.5
"675","2020-04-17",3.85
"676","2020-04-20",3.75
"677","2020-04-21",3.73
"678","2020-04-22",3.771
"679","2020-04-23",3.9
"680","2020-04-24",4
"681","2020-04-27",3.9
"682","2020-04-28",3.96
"683","2020-04-29",3.95
"684","2020-04-30",4.21
"685","2020-05-01",3.9
"686","2020-05-04",3.7
"687","2020-05-05",3.676
"688","2020-05-06",3.54
"689","2020-05-07",3.5
"690","2020-05-08",3.76
"691","2020-05-11",3.87
"692","2020-05-12",3.9
"693","2020-05-13",3.67
"694","2020-05-14",3.51
"695","2020-05-15",3.57
"696","2020-05-18",3.649
"697","2020-05-19",3.65
"698","2020-05-20",3.81
"699","2020-05-21",3.74
"700","2020-05-22",3.73
"701","2020-05-26",3.761
"702","2020-05-27",3.75
"703","2020-05-28",3.53
"704","2020-05-29",3.66
"705","2020-06-01",3.57
"706","2020-06-02",3.375
"707","2020-06-03",3.42
"708","2020-06-04",3.55
"709","2020-06-05",3.6
"710","2020-06-08",4.26
"711","2020-06-09",3.72
"712","2020-06-10",3.57
"713","2020-06-11",2.82
"714","2020-06-12",3.04
"715","2020-06-15",3.11
"716","2020-06-16",2.89
"717","2020-06-17",2.87
"718","2020-06-18",2.76
"719","2020-06-19",2.9
"720","2020-06-22",2.8
"721","2020-06-23",2.9
"722","2020-06-24",2.75
"723","2020-06-25",2.9
"724","2020-06-26",2.72
"725","2020-06-29",2.66
"726","2020-06-30",2.95
"727","2020-07-01",2.885
"728","2020-07-02",2.83
"729","2020-07-06",2.85
"730","2020-07-07",2.81
"731","2020-07-08",2.73
"732","2020-07-09",2.61
"733","2020-07-10",2.651
"734","2020-07-13",2.675
"735","2020-07-14",2.65
"736","2020-07-15",2.87
"737","2020-07-16",2.85
"738","2020-07-17",2.9
"739","2020-07-20",2.97
"740","2020-07-21",3.2
"741","2020-07-22",3.26
"742","2020-07-23",3.01
"743","2020-07-24",2.91
"744","2020-07-27",2.96
"745","2020-07-28",2.9
"746","2020-07-29",2.77
"747","2020-07-30",2.76
"748","2020-07-31",2.65
"749","2020-08-03",2.71
"750","2020-08-04",2.78
"751","2020-08-05",3
"752","2020-08-06",2.98
"753","2020-08-07",2.86
"754","2020-08-10",3.05
"755","2020-08-11",3
"756","2020-08-12",3.21
"757","2020-08-13",3.16
"758","2020-08-14",2.99
"759","2020-08-17",2.96
"760","2020-08-18",2.968
"761","2020-08-19",2.87
"762","2020-08-20",2.96
"763","2020-08-21",3.03
"764","2020-08-24",2.83
"765","2020-08-25",2.82
"766","2020-08-26",2.75
"767","2020-08-27",2.87
"768","2020-08-28",2.7
"769","2020-08-31",2.69
"770","2020-09-01",2.7
"771","2020-09-02",2.79
"772","2020-09-03",2.69
"773","2020-09-04",2.8
"774","2020-09-08",2.62
"775","2020-09-09",2.72
"776","2020-09-10",2.75
"777","2020-09-11",2.69
"778","2020-09-14",2.66
"779","2020-09-15",2.72
"780","2020-09-16",2.75
"781","2020-09-17",2.72
"782","2020-09-18",2.59
"783","2020-09-21",2.65
"784","2020-09-22",2.55
"785","2020-09-23",2.51
"786","2020-09-24",2.3
"787","2020-09-25",2.45
"788","2020-09-28",2.43
"789","2020-09-29",2.68
"790","2020-09-30",2.61
"791","2020-10-01",2.68
"792","2020-10-02",2.64
"793","2020-10-05",2.63
"794","2020-10-06",2.94
"795","2020-10-07",2.87
"796","2020-10-08",2.92
"797","2020-10-09",2.69
"798","2020-10-12",2.63
"799","2020-10-13",2.622
"800","2020-10-14",2.65
"801","2020-10-15",2.78
"802","2020-10-16",2.722
"803","2020-10-19",2.707
"804","2020-10-20",2.54
"805","2020-10-21",2.47
"806","2020-10-22",2.56
"807","2020-10-23",2.85
"808","2020-10-26",3.07
"809","2020-10-27",2.62
"810","2020-10-28",2.5
"811","2020-10-29",2.619
"812","2020-10-30",2.45
"813","2020-11-02",2.47
"814","2020-11-03",2.73
"815","2020-11-04",2.55
"816","2020-11-05",2.64
"817","2020-11-06",2.798
"818","2020-11-09",2.85
"819","2020-11-10",2.94
"820","2020-11-11",2.95
"821","2020-11-12",2.95
"822","2020-11-13",2.89
"823","2020-11-16",2.96
"824","2020-11-17",3.007
"825","2020-11-18",3.2
"826","2020-11-19",3.21
"827","2020-11-20",3.2
"828","2020-11-23",3.368
"829","2020-11-24",3.44
"830","2020-11-25",3.63
"831","2020-11-27",3.71
