"","date","UBSI"
"1","2007-01-03",39.049999
"2","2007-01-04",39.139999
"3","2007-01-05",37.82
"4","2007-01-08",37.959999
"5","2007-01-09",37.619999
"6","2007-01-10",37.34
"7","2007-01-11",37.389999
"8","2007-01-12",37.279999
"9","2007-01-16",36.77
"10","2007-01-17",36.349998
"11","2007-01-18",36.330002
"12","2007-01-19",36.689999
"13","2007-01-22",36.25
"14","2007-01-23",36.380001
"15","2007-01-24",36.889999
"16","2007-01-25",36.349998
"17","2007-01-26",36.27
"18","2007-01-29",35.919998
"19","2007-01-30",36.27
"20","2007-01-31",36.52
"21","2007-02-01",36.73
"22","2007-02-02",36.869999
"23","2007-02-05",36.810001
"24","2007-02-06",36.950001
"25","2007-02-07",37.110001
"26","2007-02-08",36.990002
"27","2007-02-09",36.57
"28","2007-02-12",36.82
"29","2007-02-13",37.110001
"30","2007-02-14",37.110001
"31","2007-02-15",36.959999
"32","2007-02-16",37.16
"33","2007-02-20",37.450001
"34","2007-02-21",37.41
"35","2007-02-22",37.540001
"36","2007-02-23",37.18
"37","2007-02-26",37.060001
"38","2007-02-27",35.669998
"39","2007-02-28",35.57
"40","2007-03-01",36
"41","2007-03-02",35.740002
"42","2007-03-05",35.040001
"43","2007-03-06",35.48
"44","2007-03-07",35.060001
"45","2007-03-08",35.139999
"46","2007-03-09",35.23
"47","2007-03-12",35.18
"48","2007-03-13",33.93
"49","2007-03-14",34.360001
"50","2007-03-15",34.759998
"51","2007-03-16",34.41
"52","2007-03-19",34.869999
"53","2007-03-20",35.209999
"54","2007-03-21",35.939999
"55","2007-03-22",35.490002
"56","2007-03-23",35.52
"57","2007-03-26",35.41
"58","2007-03-27",35.02
"59","2007-03-28",34.73
"60","2007-03-29",35.09
"61","2007-03-30",35.029999
"62","2007-04-02",34.799999
"63","2007-04-03",35.110001
"64","2007-04-04",34.810001
"65","2007-04-05",34.650002
"66","2007-04-09",34.450001
"67","2007-04-10",34.470001
"68","2007-04-11",33.919998
"69","2007-04-12",34.110001
"70","2007-04-13",34.450001
"71","2007-04-16",35.209999
"72","2007-04-17",35.040001
"73","2007-04-18",34.860001
"74","2007-04-19",34.560001
"75","2007-04-20",34.860001
"76","2007-04-23",34.380001
"77","2007-04-24",34.209999
"78","2007-04-25",34.450001
"79","2007-04-26",34.349998
"80","2007-04-27",34.200001
"81","2007-04-30",33.5
"82","2007-05-01",33.689999
"83","2007-05-02",34.110001
"84","2007-05-03",34.27
"85","2007-05-04",34.470001
"86","2007-05-07",34.400002
"87","2007-05-08",34.369999
"88","2007-05-09",34.549999
"89","2007-05-10",33.580002
"90","2007-05-11",34.25
"91","2007-05-14",33.970001
"92","2007-05-15",33.52
"93","2007-05-16",33.990002
"94","2007-05-17",33.549999
"95","2007-05-18",33.630001
"96","2007-05-21",33.860001
"97","2007-05-22",34.130001
"98","2007-05-23",33.91
"99","2007-05-24",33.439999
"100","2007-05-25",33.619999
"101","2007-05-29",33.77
"102","2007-05-30",33.740002
"103","2007-05-31",33.75
"104","2007-06-01",34.119999
"105","2007-06-04",34.09
"106","2007-06-05",33.310001
"107","2007-06-06",33.049999
"108","2007-06-07",32.48
"109","2007-06-08",32.919998
"110","2007-06-11",32.889999
"111","2007-06-12",32.189999
"112","2007-06-13",32.380001
"113","2007-06-14",32.25
"114","2007-06-15",32.779999
"115","2007-06-18",32.43
"116","2007-06-19",32.509998
"117","2007-06-20",32.119999
"118","2007-06-21",31.959999
"119","2007-06-22",31.559999
"120","2007-06-25",31.17
"121","2007-06-26",31.35
"122","2007-06-27",31.969999
"123","2007-06-28",32.09
"124","2007-06-29",31.799999
"125","2007-07-02",32.240002
"126","2007-07-03",32.259998
"127","2007-07-05",32.299999
"128","2007-07-06",32.240002
"129","2007-07-09",31.92
"130","2007-07-10",31.57
"131","2007-07-11",31.58
"132","2007-07-12",32.150002
"133","2007-07-13",32.259998
"134","2007-07-16",31.83
"135","2007-07-17",31.77
"136","2007-07-18",31.190001
"137","2007-07-19",31.200001
"138","2007-07-20",30.57
"139","2007-07-23",30.51
"140","2007-07-24",29.299999
"141","2007-07-25",29.559999
"142","2007-07-26",28.76
"143","2007-07-27",28.309999
