"","date","TKR"
"1","2007-01-03",20.866142
"2","2007-01-04",20.901932
"3","2007-01-05",20.40086
"4","2007-01-08",20.207588
"5","2007-01-09",20.15748
"6","2007-01-10",20.178955
"7","2007-01-11",20.572657
"8","2007-01-12",20.680029
"9","2007-01-16",20.51539
"10","2007-01-17",20.758768
"11","2007-01-18",20.322119
"12","2007-01-19",20.436649
"13","2007-01-22",20.31496
"14","2007-01-23",20.579813
"15","2007-01-24",20.858984
"16","2007-01-25",20.379385
"17","2007-01-26",20.221905
"18","2007-01-29",20.307802
"19","2007-01-30",20.307802
"20","2007-01-31",20.479599
"21","2007-02-01",20.95204
"22","2007-02-02",20.773085
"23","2007-02-05",20.858984
"24","2007-02-06",21.002148
"25","2007-02-07",21.209736
"26","2007-02-08",20.851826
"27","2007-02-09",20.264853
"28","2007-02-12",20.651396
"29","2007-02-13",20.90909
"30","2007-02-14",20.923407
"31","2007-02-15",20.90909
"32","2007-02-16",20.801718
"33","2007-02-20",21.345741
"34","2007-02-21",21.374374
"35","2007-02-22",20.95204
"36","2007-02-23",20.844667
"37","2007-02-26",20.880459
"38","2007-02-27",20.300644
"39","2007-02-28",20.458124
"40","2007-03-01",20.536865
"41","2007-03-02",20.24338
"42","2007-03-05",19.778095
"43","2007-03-06",20.572657
"44","2007-03-07",20.637079
"45","2007-03-08",21.166786
"46","2007-03-09",21.267
"47","2007-03-12",21.145311
"48","2007-03-13",20.536865
"49","2007-03-14",20.608446
"50","2007-03-15",20.758768
"51","2007-03-16",20.722979
"52","2007-03-19",21.231209
"53","2007-03-20",21.288475
"54","2007-03-21",21.968504
"55","2007-03-22",21.675018
"56","2007-03-23",21.66786
"57","2007-03-26",21.42448
"58","2007-03-27",21.524696
"59","2007-03-28",21.417322
"60","2007-03-29",21.832499
"61","2007-03-30",21.696493
"62","2007-04-02",21.961346
"63","2007-04-03",22.047245
"64","2007-04-04",22.047245
"65","2007-04-05",22.06156
"66","2007-04-09",22.204725
"67","2007-04-10",22.297781
"68","2007-04-11",22.21904
"69","2007-04-12",22.21904
"70","2007-04-13",22.233356
"71","2007-04-16",22.670008
"72","2007-04-17",22.333572
"73","2007-04-18",22.283464
"74","2007-04-19",22.283464
"75","2007-04-20",22.813171
"76","2007-04-23",22.927702
"77","2007-04-24",22.684324
"78","2007-04-25",22.856121
"79","2007-04-26",23.636364
"80","2007-04-27",23.879742
"81","2007-04-30",23.607731
"82","2007-05-01",23.765211
"83","2007-05-02",24.187544
"84","2007-05-03",24.294918
"85","2007-05-04",24.409449
"86","2007-05-07",24.559771
"87","2007-05-08",24.624195
"88","2007-05-09",24.581245
"89","2007-05-10",24.151754
"90","2007-05-11",24.316393
"91","2007-05-14",24.151754
"92","2007-05-15",24.20186
"93","2007-05-16",23.872583
"94","2007-05-17",23.922691
"95","2007-05-18",23.937008
"96","2007-05-21",24.438082
"97","2007-05-22",24.509663
"98","2007-05-23",24.166071
"99","2007-05-24",23.707945
"100","2007-05-25",24.24481
"101","2007-05-29",24.688618
"102","2007-05-30",25.068003
"103","2007-05-31",25.168217
"104","2007-06-01",25.053686
"105","2007-06-04",25.476021
"106","2007-06-05",25.16106
"107","2007-06-06",24.731567
"108","2007-06-07",23.965641
"109","2007-06-08",24.466715
"110","2007-06-11",24.574087
"111","2007-06-12",24.180386
"112","2007-06-13",24.695776
"113","2007-06-14",25.16106
"114","2007-06-15",25.497494
"115","2007-06-18",25.146744
"116","2007-06-19",25.060844
"117","2007-06-20",24.731567
"118","2007-06-21",24.996422
"119","2007-06-22",24.688618
"120","2007-06-25",24.760201
"121","2007-06-26",25.03937
"122","2007-06-27",25.425913
"123","2007-06-28",25.690765
"124","2007-06-29",25.848246
"125","2007-07-02",26.07015
"126","2007-07-03",25.762348
"127","2007-07-05",26.14889
"128","2007-07-06",26.027201
"129","2007-07-09",26.356478
"130","2007-07-10",26.055834
"131","2007-07-11",26.227631
"132","2007-07-12",26.871868
"133","2007-07-13",26.914818
"134","2007-07-16",26.828918
"135","2007-07-17",27.143879
"136","2007-07-18",26.728704
"137","2007-07-19",26.914818
"138","2007-07-20",26.227631
"139","2007-07-23",26.220472
"140","2007-07-24",25.905512
"141","2007-07-25",26.055834
"142","2007-07-26",24.717251
"143","2007-07-27",24.015749
"144","2007-07-30",24.624195
"145","2007-07-31",23.908375
"146","2007-08-01",24.44524
"147","2007-08-02",24.824625
"148","2007-08-03",24.352182
"149","2007-08-06",24.588404
"150","2007-08-07",24.459557
"151","2007-08-08",23.586256
"152","2007-08-09",23.285612
"153","2007-08-10",24.516821
"154","2007-08-13",25.569077
"155","2007-08-14",24.380816
"156","2007-08-15",22.942019
"157","2007-08-16",23.063707
"158","2007-08-17",23.521833
"159","2007-08-20",23.722261
"160","2007-08-21",23.679314
"161","2007-08-22",24.638512
"162","2007-08-23",24.24481
"163","2007-08-24",25.168217
"164","2007-08-27",24.688618
"165","2007-08-28",23.865425
"166","2007-08-29",24.552612
"167","2007-08-30",24.516821
"168","2007-08-31",25.454546
"169","2007-09-04",25.71224
"170","2007-09-05",24.967789
"171","2007-09-06",24.903364
"172","2007-09-07",24.08733
"173","2007-09-10",23.872583
"174","2007-09-11",23.937008
"175","2007-09-12",23.571939
"176","2007-09-13",23.607731
"177","2007-09-14",23.536148
"178","2007-09-17",24.051538
"179","2007-09-18",24.910522
"180","2007-09-19",25.246958
"181","2007-09-20",24.774517
"182","2007-09-21",24.48819
"183","2007-09-24",25.103794
"184","2007-09-25",25.898354
"185","2007-09-26",25.891195
"186","2007-09-27",26.649963
"187","2007-09-28",26.592699
"188","2007-10-01",26.721546
"189","2007-10-02",26.728704
"190","2007-10-03",26.370794
"191","2007-10-04",26.385111
"192","2007-10-05",27.057981
"193","2007-10-08",27.215462
"194","2007-10-09",27.165354
"195","2007-10-10",27.136721
"196","2007-10-11",26.964926
"197","2007-10-12",26.735863
"198","2007-10-15",26.306372
"199","2007-10-16",26.292055
"200","2007-10-17",26.513958
"201","2007-10-18",26.857552
"202","2007-10-19",25.762348
"203","2007-10-22",25.941303
"204","2007-10-23",26.27058
"205","2007-10-24",26.478167
"206","2007-10-25",24.259127
"207","2007-10-26",23.156765
"208","2007-10-29",23.235504
"209","2007-10-30",23.321404
"210","2007-10-31",23.808161
"211","2007-11-01",22.562634
"212","2007-11-02",22.97781
"213","2007-11-05",22.455261
"214","2007-11-06",22.519686
"215","2007-11-07",21.610594
"216","2007-11-08",22.448103
"217","2007-11-09",22.247673
"218","2007-11-12",21.66786
"219","2007-11-13",22.240515
"220","2007-11-14",22.090193
"221","2007-11-15",21.682177
"222","2007-11-16",21.610594
"223","2007-11-19",21.052256
"224","2007-11-20",21.15247
"225","2007-11-21",21.259842
"226","2007-11-23",21.768074
"227","2007-11-26",21.818182
"228","2007-11-27",22.247673
"229","2007-11-28",22.920544
"230","2007-11-29",22.970652
"231","2007-11-30",22.827488
"232","2007-12-03",22.483894
"233","2007-12-04",22.82033
"234","2007-12-05",22.97781
"235","2007-12-06",23.801003
"236","2007-12-07",23.707945
"237","2007-12-10",24.452398
"238","2007-12-11",23.600573
"239","2007-12-12",23.629206
"240","2007-12-13",23.378668
"241","2007-12-14",22.877594
