"","date","EML"
"1","2007-01-03",19.59
"2","2007-01-04",19.52
"3","2007-01-05",19.5
"4","2007-01-08",19.049999
"5","2007-01-09",19
"6","2007-01-10",19.6
"7","2007-01-11",19.41
"8","2007-01-12",19.309999
"9","2007-01-16",19.67
"10","2007-01-17",19.870001
"11","2007-01-18",20.1
"12","2007-01-19",20
"13","2007-01-22",19.889999
"14","2007-01-23",19.85
"15","2007-01-24",19.93
"16","2007-01-25",19.879999
"17","2007-01-26",19.75
"18","2007-01-29",20.17
"19","2007-01-30",20.1
"20","2007-01-31",20.110001
"21","2007-02-01",20.25
"22","2007-02-02",20.85
"23","2007-02-05",21.5
"24","2007-02-06",21.76
"25","2007-02-07",25.280001
"26","2007-02-08",27.5
"27","2007-02-09",26.51
"28","2007-02-12",26.799999
"29","2007-02-13",26.450001
"30","2007-02-14",25.629999
"31","2007-02-15",25.24
"32","2007-02-16",25
"33","2007-02-20",24.23
"34","2007-02-21",24.4
"35","2007-02-22",24.299999
"36","2007-02-23",24.59
"37","2007-02-26",25.9
"38","2007-02-27",22.969999
"39","2007-02-28",24.379999
"40","2007-03-01",23.959999
"41","2007-03-02",24.68
"42","2007-03-05",24.639999
"43","2007-03-06",26.450001
"44","2007-03-07",26.25
"45","2007-03-08",26.530001
"46","2007-03-09",26.73
"47","2007-03-12",29.1
"48","2007-03-13",28.09
"49","2007-03-14",27.549999
"50","2007-03-15",27.35
"51","2007-03-16",26.25
"52","2007-03-19",25.57
"53","2007-03-20",25.959999
"54","2007-03-21",26.01
"55","2007-03-22",26.440001
"56","2007-03-23",27.9
"57","2007-03-26",27.719999
"58","2007-03-27",26.860001
"59","2007-03-28",27.360001
"60","2007-03-29",27.26
"61","2007-03-30",27.18
"62","2007-04-02",26.780001
"63","2007-04-03",27.9
"64","2007-04-04",27.9
"65","2007-04-05",27.6
"66","2007-04-09",27.940001
"67","2007-04-10",28
"68","2007-04-11",27.780001
"69","2007-04-12",27.93
"70","2007-04-13",28.610001
"71","2007-04-16",29.76
"72","2007-04-17",29.969999
"73","2007-04-18",29.809999
"74","2007-04-19",29.360001
"75","2007-04-20",29.299999
"76","2007-04-23",30
"77","2007-04-24",30.780001
"78","2007-04-25",25.450001
"79","2007-04-26",25.799999
"80","2007-04-27",26
"81","2007-04-30",26.16
"82","2007-05-01",25.33
"83","2007-05-02",25.25
"84","2007-05-03",26.450001
"85","2007-05-04",26.719999
"86","2007-05-07",27.1
"87","2007-05-08",27.360001
"88","2007-05-09",27.299999
"89","2007-05-10",27
"90","2007-05-11",27.540001
"91","2007-05-14",27.620001
"92","2007-05-15",27.299999
"93","2007-05-16",27.48
"94","2007-05-17",27.49
"95","2007-05-18",27.5
"96","2007-05-21",27.68
"97","2007-05-22",28.700001
"98","2007-05-23",29
"99","2007-05-24",29.799999
"100","2007-05-25",29.25
"101","2007-05-29",32.25
"102","2007-05-30",32.099998
"103","2007-05-31",29.26
"104","2007-06-01",29.459999
"105","2007-06-04",32.959999
"106","2007-06-05",33.25
"107","2007-06-06",31.9
"108","2007-06-07",31.48
"109","2007-06-08",31.49
"110","2007-06-11",30.389999
"111","2007-06-12",30.200001
"112","2007-06-13",29.75
"113","2007-06-14",30.26
"114","2007-06-15",30.950001
"115","2007-06-18",31
"116","2007-06-19",30.09
"117","2007-06-20",29.950001
"118","2007-06-21",29.15
"119","2007-06-22",29.299999
"120","2007-06-25",27.92
"121","2007-06-26",28.82
"122","2007-06-27",28.85
"123","2007-06-28",29.15
"124","2007-06-29",29.059999
"125","2007-07-02",28.219999
"126","2007-07-03",28.35
"127","2007-07-05",28.879999
"128","2007-07-06",28.42
"129","2007-07-09",26.42
"130","2007-07-10",26.02
"131","2007-07-11",26.32
"132","2007-07-12",26.299999
"133","2007-07-13",26.280001
"134","2007-07-16",25.360001
"135","2007-07-17",24.68
"136","2007-07-18",24.190001
"137","2007-07-19",25
"138","2007-07-20",25.41
"139","2007-07-23",25
"140","2007-07-24",24.15
"141","2007-07-25",22.950001
"142","2007-07-26",19.25
"143","2007-07-27",20.049999
"144","2007-07-30",19.57
"145","2007-07-31",20.280001
"146","2007-08-01",19.200001
"147","2007-08-02",19.120001
"148","2007-08-03",19.59
"149","2007-08-06",18.26
"150","2007-08-07",16.98
"151","2007-08-08",16.969999
"152","2007-08-09",16.99
"153","2007-08-10",17.360001
"154","2007-08-13",18.33
"155","2007-08-14",17
"156","2007-08-15",17.200001
"157","2007-08-16",16.84
"158","2007-08-17",16.76
"159","2007-08-20",16.4
"160","2007-08-21",16.68
"161","2007-08-22",16.76
"162","2007-08-23",16.73
"163","2007-08-24",16.98
"164","2007-08-27",18.139999
"165","2007-08-28",18.700001
"166","2007-08-29",19.190001
"167","2007-08-30",20
"168","2007-08-31",21.26
"169","2007-09-04",20.950001
"170","2007-09-05",20.98
"171","2007-09-06",19.75
"172","2007-09-07",19.299999
"173","2007-09-10",19.75
"174","2007-09-11",19.5
"175","2007-09-12",20.129999
"176","2007-09-13",20.299999
"177","2007-09-14",20.309999
"178","2007-09-17",20.299999
"179","2007-09-18",19.950001
"180","2007-09-19",20.32
"181","2007-09-20",20.99
"182","2007-09-21",21.700001
"183","2007-09-24",21.5
"184","2007-09-25",21.450001
"185","2007-09-26",21.559999
"186","2007-09-27",21.639999
"187","2007-09-28",22.450001
"188","2007-10-01",22.5
"189","2007-10-02",23.549999
"190","2007-10-03",23.780001
"191","2007-10-04",23.549999
"192","2007-10-05",23.200001
"193","2007-10-08",22.299999
"194","2007-10-09",21.379999
"195","2007-10-10",20.85
"196","2007-10-11",20.83
"197","2007-10-12",20.65
"198","2007-10-15",20.25
"199","2007-10-16",20.309999
"200","2007-10-17",20.02
"201","2007-10-18",20.030001
"202","2007-10-19",20.200001
"203","2007-10-22",19.860001
"204","2007-10-23",19.299999
"205","2007-10-24",18.85
"206","2007-10-25",19.450001
"207","2007-10-26",19.799999
"208","2007-10-29",19.299999
"209","2007-10-30",19.5
"210","2007-10-31",19.9
"211","2007-11-01",19.24
"212","2007-11-02",19.15
"213","2007-11-05",18.76
"214","2007-11-06",18.93
"215","2007-11-07",18.700001
"216","2007-11-08",18.01
"217","2007-11-09",18.110001
"218","2007-11-12",18.700001
"219","2007-11-13",18.35
"220","2007-11-14",18.25
"221","2007-11-15",18.200001
"222","2007-11-16",18.85
"223","2007-11-19",18.700001
"224","2007-11-20",19.799999
"225","2007-11-21",19.639999
"226","2007-11-23",20.02
"227","2007-11-26",20.1
"228","2007-11-27",19.85
"229","2007-11-28",19.84
"230","2007-11-29",19.77
"231","2007-11-30",19.809999
"232","2007-12-03",19.530001
"233","2007-12-04",19.799999
"234","2007-12-05",20.450001
"235","2007-12-06",20.76
"236","2007-12-07",20.83
"237","2007-12-10",20.32
"238","2007-12-11",19.879999
"239","2007-12-12",19.98
"240","2007-12-13",19.450001
"241","2007-12-14",19.08
"242","2007-12-17",18.1
"243","2007-12-18",18.049999
"244","2007-12-19",17.98
"245","2007-12-20",17.959999
"246","2007-12-21",18
"247","2007-12-24",18.129999
"248","2007-12-26",18.1
"249","2007-12-27",17.85
"250","2007-12-28",18.299999
"251","2007-12-31",18.34
"252","2008-01-02",17.9
"253","2008-01-03",17.700001
"254","2008-01-04",17.450001
"255","2008-01-07",17.049999
"256","2008-01-08",17.049999
"257","2008-01-09",17
"258","2008-01-10",17
"259","2008-01-11",17
"260","2008-01-14",16.75
"261","2008-01-15",16.75
"262","2008-01-16",16.75
"263","2008-01-17",16.75
"264","2008-01-18",16.76
"265","2008-01-22",17.74
"266","2008-01-23",17.799999
"267","2008-01-24",18
"268","2008-01-25",18.1
"269","2008-01-28",18.15
"270","2008-01-29",17.719999
"271","2008-01-30",17.120001
"272","2008-01-31",17.27
"273","2008-02-01",16.700001
"274","2008-02-04",16.9
"275","2008-02-05",17.02
"276","2008-02-06",16.809999
"277","2008-02-07",17.200001
"278","2008-02-08",17.85
"279","2008-02-11",18.290001
"280","2008-02-12",18
"281","2008-02-13",18.049999
"282","2008-02-14",18
"283","2008-02-15",18
"284","2008-02-19",17
"285","2008-02-20",17.200001
"286","2008-02-21",17.24
"287","2008-02-22",17.059999
"288","2008-02-25",16.799999
"289","2008-02-26",17.02
"290","2008-02-27",16.950001
"291","2008-02-28",16.889999
"292","2008-02-29",16.9
"293","2008-03-03",16.65
"294","2008-03-04",16.67
"295","2008-03-05",15.99
"296","2008-03-06",15.39
"297","2008-03-07",15.5
"298","2008-03-10",15.53
"299","2008-03-11",16.049999
"300","2008-03-12",16.24
"301","2008-03-13",16.120001
"302","2008-03-14",16.459999
"303","2008-03-17",16.67
"304","2008-03-18",16.85
"305","2008-03-19",16.25
"306","2008-03-20",15.69
