"","date","PDFS"
"1","2007-01-03",14.82
"2","2007-01-04",14.74
"3","2007-01-05",14.12
"4","2007-01-08",13.99
"5","2007-01-09",13.66
"6","2007-01-10",13.93
"7","2007-01-11",12.85
"8","2007-01-12",11.61
"9","2007-01-16",11.17
"10","2007-01-17",10.88
"11","2007-01-18",10.7
"12","2007-01-19",10.79
"13","2007-01-22",10.4
"14","2007-01-23",10.39
"15","2007-01-24",10.54
"16","2007-01-25",10.42
"17","2007-01-26",10.74
"18","2007-01-29",11.4
"19","2007-01-30",11.51
"20","2007-01-31",11.11
"21","2007-02-01",11.46
"22","2007-02-02",11.49
"23","2007-02-05",11.39
"24","2007-02-06",11.07
"25","2007-02-07",12.89
"26","2007-02-08",12.88
"27","2007-02-09",12.72
"28","2007-02-12",12.66
"29","2007-02-13",12.36
"30","2007-02-14",12.33
"31","2007-02-15",12.41
"32","2007-02-16",12.48
"33","2007-02-20",12.46
"34","2007-02-21",12.32
"35","2007-02-22",12.58
"36","2007-02-23",12.48
"37","2007-02-26",12.18
"38","2007-02-27",11.29
"39","2007-02-28",11.39
"40","2007-03-01",10.82
"41","2007-03-02",10.35
"42","2007-03-05",10.46
"43","2007-03-06",10.66
"44","2007-03-07",10.8
"45","2007-03-08",10.48
"46","2007-03-09",10.54
"47","2007-03-12",10.54
"48","2007-03-13",10.13
"49","2007-03-14",10.16
"50","2007-03-15",10.24
"51","2007-03-16",10
"52","2007-03-19",10.11
"53","2007-03-20",10.1
"54","2007-03-21",10.36
"55","2007-03-22",10.07
"56","2007-03-23",10.7
"57","2007-03-26",11.13
"58","2007-03-27",11.03
"59","2007-03-28",11
"60","2007-03-29",11.08
"61","2007-03-30",11.29
"62","2007-04-02",11.55
"63","2007-04-03",11.75
"64","2007-04-04",11.92
"65","2007-04-05",11.48
"66","2007-04-09",11.35
"67","2007-04-10",11.55
"68","2007-04-11",11.39
"69","2007-04-12",11.25
"70","2007-04-13",11.4
"71","2007-04-16",11.7
"72","2007-04-17",11.31
"73","2007-04-18",11.34
"74","2007-04-19",11.06
"75","2007-04-20",11.08
"76","2007-04-23",11.01
"77","2007-04-24",11.05
"78","2007-04-25",11.1
"79","2007-04-26",12.03
"80","2007-04-27",11.97
"81","2007-04-30",11.23
"82","2007-05-01",11.13
"83","2007-05-02",11.16
"84","2007-05-03",10.83
"85","2007-05-04",10.72
"86","2007-05-07",11.24
"87","2007-05-08",11.08
"88","2007-05-09",11.02
"89","2007-05-10",10.78
"90","2007-05-11",10.83
"91","2007-05-14",10.48
"92","2007-05-15",10.32
"93","2007-05-16",10.23
"94","2007-05-17",9.97
"95","2007-05-18",10.02
"96","2007-05-21",10.24
"97","2007-05-22",10.42
"98","2007-05-23",10.73
"99","2007-05-24",10.73
"100","2007-05-25",10.81
"101","2007-05-29",10.38
"102","2007-05-30",10.43
"103","2007-05-31",9.87
"104","2007-06-01",10.37
"105","2007-06-04",10.35
"106","2007-06-05",10.2
"107","2007-06-06",10.35
"108","2007-06-07",10.26
"109","2007-06-08",10.56
"110","2007-06-11",11.28
"111","2007-06-12",10.99
"112","2007-06-13",11.05
"113","2007-06-14",11.26
"114","2007-06-15",11.65
"115","2007-06-18",11.92
"116","2007-06-19",12.07
"117","2007-06-20",12.13
"118","2007-06-21",12.16
"119","2007-06-22",11.82
"120","2007-06-25",11.76
"121","2007-06-26",11.95
"122","2007-06-27",12.01
"123","2007-06-28",12.13
"124","2007-06-29",11.83
"125","2007-07-02",12.36
"126","2007-07-03",12.33
"127","2007-07-05",12.46
"128","2007-07-06",12.2
"129","2007-07-09",12.01
"130","2007-07-10",11.83
"131","2007-07-11",11.94
"132","2007-07-12",12.3
"133","2007-07-13",12.45
"134","2007-07-16",12.49
"135","2007-07-17",12.1
"136","2007-07-18",12.18
"137","2007-07-19",12.36
"138","2007-07-20",12.26
"139","2007-07-23",12.12
"140","2007-07-24",11.62
"141","2007-07-25",11.68
"142","2007-07-26",11.32
"143","2007-07-27",10.91
"144","2007-07-30",11.12
"145","2007-07-31",11.09
"146","2007-08-01",9.6
"147","2007-08-02",9.97
"148","2007-08-03",9.76
"149","2007-08-06",9.92
"150","2007-08-07",9.88
"151","2007-08-08",10.71
"152","2007-08-09",11.72
"153","2007-08-10",11.14
"154","2007-08-13",10.28
"155","2007-08-14",9.97
"156","2007-08-15",9.75
"157","2007-08-16",10.3
"158","2007-08-17",10.06
"159","2007-08-20",10.08
"160","2007-08-21",10.06
"161","2007-08-22",9.58
"162","2007-08-23",9.46
"163","2007-08-24",9.41
"164","2007-08-27",9.36
"165","2007-08-28",9.44
"166","2007-08-29",9.61
"167","2007-08-30",9.74
"168","2007-08-31",9.76
"169","2007-09-04",10.25
"170","2007-09-05",9.97
"171","2007-09-06",9.81
"172","2007-09-07",9.53
"173","2007-09-10",9.45
"174","2007-09-11",9.55
"175","2007-09-12",9.72
"176","2007-09-13",9.78
"177","2007-09-14",9.84
"178","2007-09-17",9.73
"179","2007-09-18",10.58
"180","2007-09-19",10.56
"181","2007-09-20",10.44
"182","2007-09-21",10.52
"183","2007-09-24",10.8
"184","2007-09-25",10.47
"185","2007-09-26",10.54
"186","2007-09-27",10
"187","2007-09-28",9.88
"188","2007-10-01",10.21
"189","2007-10-02",10.22
"190","2007-10-03",9.87
"191","2007-10-04",10
"192","2007-10-05",10
"193","2007-10-08",9.92
"194","2007-10-09",9.49
"195","2007-10-10",9.63
"196","2007-10-11",9.43
"197","2007-10-12",9.46
"198","2007-10-15",9.01
"199","2007-10-16",8.6
"200","2007-10-17",9.01
"201","2007-10-18",9.01
"202","2007-10-19",8.46
"203","2007-10-22",8.66
"204","2007-10-23",8.56
"205","2007-10-24",8.15
"206","2007-10-25",8.05
"207","2007-10-26",8.15
"208","2007-10-29",8.08
"209","2007-10-30",7.93
"210","2007-10-31",7.9
"211","2007-11-01",7.5
"212","2007-11-02",9.08
"213","2007-11-05",9.08
"214","2007-11-06",9.14
"215","2007-11-07",8.92
"216","2007-11-08",8.54
"217","2007-11-09",8.23
"218","2007-11-12",8.48
"219","2007-11-13",8.31
"220","2007-11-14",8.13
"221","2007-11-15",7.88
"222","2007-11-16",8.26
"223","2007-11-19",7.83
"224","2007-11-20",7.7
"225","2007-11-21",7.38
"226","2007-11-23",7.67
"227","2007-11-26",7.29
"228","2007-11-27",7.21
"229","2007-11-28",7.53
"230","2007-11-29",7.95
"231","2007-11-30",7.93
"232","2007-12-03",7.71
"233","2007-12-04",7.71
"234","2007-12-05",8.2
"235","2007-12-06",8.27
"236","2007-12-07",8.22
"237","2007-12-10",8.41
"238","2007-12-11",8.09
"239","2007-12-12",8.51
"240","2007-12-13",8.7
"241","2007-12-14",8.41
"242","2007-12-17",8.29
"243","2007-12-18",8.56
"244","2007-12-19",8.5
"245","2007-12-20",8.79
"246","2007-12-21",9.2
"247","2007-12-24",9.42
"248","2007-12-26",9.8
"249","2007-12-27",9.29
"250","2007-12-28",9.41
"251","2007-12-31",9.01
"252","2008-01-02",9.01
"253","2008-01-03",8.63
"254","2008-01-04",8.22
"255","2008-01-07",8.51
"256","2008-01-08",8.16
"257","2008-01-09",7.86
"258","2008-01-10",7.23
"259","2008-01-11",7.47
"260","2008-01-14",7.78
"261","2008-01-15",7.5
"262","2008-01-16",7.81
"263","2008-01-17",7.7
"264","2008-01-18",7.68
"265","2008-01-22",8.1
"266","2008-01-23",8.85
"267","2008-01-24",8.32
"268","2008-01-25",8.13
"269","2008-01-28",8.19
"270","2008-01-29",8.17
"271","2008-01-30",8.13
"272","2008-01-31",8.64
"273","2008-02-01",8.66
"274","2008-02-04",8.33
"275","2008-02-05",8.11
"276","2008-02-06",7.87
"277","2008-02-07",8.26
"278","2008-02-08",5.89
"279","2008-02-11",5.66
"280","2008-02-12",5.31
"281","2008-02-13",5.39
"282","2008-02-14",5.49
"283","2008-02-15",5.2
"284","2008-02-19",5.2
"285","2008-02-20",5.23
"286","2008-02-21",5.21
"287","2008-02-22",5.18
"288","2008-02-25",5.25
"289","2008-02-26",5.7
"290","2008-02-27",5.9
"291","2008-02-28",5.82
"292","2008-02-29",5.7
"293","2008-03-03",5.65
"294","2008-03-04",5.42
"295","2008-03-05",5.3
"296","2008-03-06",4.81
"297","2008-03-07",4.92
"298","2008-03-10",4.76
"299","2008-03-11",5.3
"300","2008-03-12",4.86
"301","2008-03-13",4.9
"302","2008-03-14",4.75
"303","2008-03-17",4.7
"304","2008-03-18",4.96
"305","2008-03-19",4.95
"306","2008-03-20",4.74
"307","2008-03-24",5.56
"308","2008-03-25",5.57
"309","2008-03-26",5.54
"310","2008-03-27",5.44
"311","2008-03-28",5.39
"312","2008-03-31",5.51
"313","2008-04-01",5.73
"314","2008-04-02",5.49
"315","2008-04-03",5.58
"316","2008-04-04",5.39
"317","2008-04-07",5.6
"318","2008-04-08",5.64
"319","2008-04-09",5.61
"320","2008-04-10",5.81
"321","2008-04-11",5.6
"322","2008-04-14",5.63
"323","2008-04-15",4.3
"324","2008-04-16",4.45
"325","2008-04-17",4.45
"326","2008-04-18",4.67
"327","2008-04-21",4.87
"328","2008-04-22",4.69
"329","2008-04-23",4.97
"330","2008-04-24",4.77
"331","2008-04-25",4.87
"332","2008-04-28",4.9
"333","2008-04-29",4.93
"334","2008-04-30",4.78
"335","2008-05-01",4.82
"336","2008-05-02",4.73
"337","2008-05-05",4.66
"338","2008-05-06",4.96
"339","2008-05-07",4.99
"340","2008-05-08",5
"341","2008-05-09",5.03
"342","2008-05-12",5.33
"343","2008-05-13",5.32
"344","2008-05-14",5.22
"345","2008-05-15",5.23
"346","2008-05-16",5.24
"347","2008-05-19",5.18
"348","2008-05-20",5.21
"349","2008-05-21",5.16
"350","2008-05-22",5.4
"351","2008-05-23",5.22
"352","2008-05-27",5.32
"353","2008-05-28",5.39
"354","2008-05-29",5.75
"355","2008-05-30",5.64
"356","2008-06-02",5.54
"357","2008-06-03",5.51
"358","2008-06-04",5.64
"359","2008-06-05",6.05
"360","2008-06-06",5.93
"361","2008-06-09",5.5
"362","2008-06-10",5.47
"363","2008-06-11",5.32
"364","2008-06-12",5.63
"365","2008-06-13",5.64
"366","2008-06-16",5.54
"367","2008-06-17",5.65
"368","2008-06-18",5.74
"369","2008-06-19",5.79
"370","2008-06-20",5.97
"371","2008-06-23",6.02
"372","2008-06-24",5.85
"373","2008-06-25",5.85
"374","2008-06-26",6.08
"375","2008-06-27",6.24
"376","2008-06-30",5.95
"377","2008-07-01",5.59
"378","2008-07-02",5.28
"379","2008-07-03",5.42
"380","2008-07-07",5.58
"381","2008-07-08",5.85
"382","2008-07-09",5.6
"383","2008-07-10",5.35
"384","2008-07-11",5.19
"385","2008-07-14",4.97
"386","2008-07-15",4.95
"387","2008-07-16",4.82
"388","2008-07-17",5.06
"389","2008-07-18",4.88
"390","2008-07-21",4.98
"391","2008-07-22",4.99
"392","2008-07-23",4.98
"393","2008-07-24",4.93
"394","2008-07-25",4.93
"395","2008-07-28",4.72
"396","2008-07-29",4.7
"397","2008-07-30",4.55
"398","2008-07-31",4.55
"399","2008-08-01",4.89
"400","2008-08-04",4.96
"401","2008-08-05",5.31
"402","2008-08-06",5.2
"403","2008-08-07",5.29
"404","2008-08-08",5.43
"405","2008-08-11",5.75
"406","2008-08-12",5.92
"407","2008-08-13",6.01
"408","2008-08-14",6.12
"409","2008-08-15",6.23
"410","2008-08-18",6.33
"411","2008-08-19",6.23
"412","2008-08-20",6.2
"413","2008-08-21",6.23
"414","2008-08-22",6.28
"415","2008-08-25",6.03
"416","2008-08-26",6.11
"417","2008-08-27",6.27
"418","2008-08-28",6.3
"419","2008-08-29",6.35
"420","2008-09-02",6.33
"421","2008-09-03",6.25
"422","2008-09-04",5.91
"423","2008-09-05",5.87
"424","2008-09-08",5.49
"425","2008-09-09",5.54
"426","2008-09-10",5.62
"427","2008-09-11",5.59
"428","2008-09-12",6.04
"429","2008-09-15",5.33
"430","2008-09-16",5.37
"431","2008-09-17",5.64
"432","2008-09-18",6.25
"433","2008-09-19",6.5
"434","2008-09-22",6.79
"435","2008-09-23",6.26
"436","2008-09-24",5.86
"437","2008-09-25",5.72
"438","2008-09-26",5.55
"439","2008-09-29",5.19
"440","2008-09-30",5.2
"441","2008-10-01",5.19
"442","2008-10-02",4.99
"443","2008-10-03",5.13
"444","2008-10-06",4.82
"445","2008-10-07",4.78
"446","2008-10-08",4.99
"447","2008-10-09",4.78
"448","2008-10-10",5
"449","2008-10-13",4.8
"450","2008-10-14",4.81
"451","2008-10-15",4.73
