"","date","HSDT"
"80","2014-10-20",10.6
"81","2014-10-21",10.6
"82","2014-10-22",12
"83","2014-10-23",11.995
"84","2014-10-24",12.35
"85","2014-10-27",11.995
"86","2014-10-28",12.2
"87","2014-10-29",12.06
"88","2014-10-30",12.06
"89","2014-10-31",11.58
"90","2014-11-03",11.58
"91","2014-11-04",11.505
"92","2014-11-05",11.6
"93","2014-11-06",11.645
"94","2014-11-07",11.645
"95","2014-11-10",12.65
"96","2014-11-11",12.65
"97","2014-11-12",12.4
"98","2014-11-13",12.575
"99","2014-11-14",12.835
"100","2014-11-17",12.87
"101","2014-11-18",13.2
"102","2014-11-19",12.8
"103","2014-11-20",12.25
"104","2014-11-21",12.25
"105","2014-11-24",13
"106","2014-11-25",13
"107","2014-11-26",12.75
"108","2014-11-28",12.3
"109","2014-12-01",12.48
"110","2014-12-02",12.5
"111","2014-12-03",12.4
"112","2014-12-04",12.51
"113","2014-12-05",12.8
"114","2014-12-08",12.75
"115","2014-12-09",12.78
"116","2014-12-10",12.78
"117","2014-12-11",12.69
"118","2014-12-12",12.305
"119","2014-12-15",12.33
"120","2014-12-16",12
"121","2014-12-17",11.85
"122","2014-12-18",12.035
"123","2014-12-19",12.025
"124","2014-12-22",12.035
"125","2014-12-23",12.035
"126","2014-12-24",12.055
"127","2014-12-26",12.055
"128","2014-12-29",12.01
"129","2014-12-30",12
"130","2014-12-31",12.03
"131","2015-01-02",11.68
"132","2015-01-05",12.065
"133","2015-01-06",12.03
"134","2015-01-07",11.895
"135","2015-01-08",12.08
"136","2015-01-09",11.7
"137","2015-01-12",11.415
"138","2015-01-13",11.275
"139","2015-01-14",11.275
"140","2015-01-15",11.33
"141","2015-01-16",11
"142","2015-01-20",10.99
"143","2015-01-21",10.61
"144","2015-01-22",9.25
"145","2015-01-23",9.8
"146","2015-01-26",10.035
"147","2015-01-27",10.24
"148","2015-01-28",10.24
"149","2015-01-29",10.53
"150","2015-01-30",10.98
"151","2015-02-02",11.55
"152","2015-02-03",12.525
"153","2015-02-04",12.1
"154","2015-02-05",12.1
"155","2015-02-06",12.5
"156","2015-02-09",12.85
"157","2015-02-10",12.57
"158","2015-02-11",12.6
"159","2015-02-12",12.6
"160","2015-02-13",12.69
"161","2015-02-17",12.7
"162","2015-02-18",12.75
"163","2015-02-19",12.5
"164","2015-02-20",12.5
"165","2015-02-23",12.5
"166","2015-02-24",12.95
"167","2015-02-25",12.95
"168","2015-02-26",12.76
"169","2015-02-27",13.06
"170","2015-03-02",13
"171","2015-03-03",13
"172","2015-03-04",12.825
"173","2015-03-05",12.5
"174","2015-03-06",13.5
"175","2015-03-09",12.5
"176","2015-03-10",12.65
"177","2015-03-11",12.5
"178","2015-03-12",12.675
"179","2015-03-13",12.745
"180","2015-03-16",12.45
"181","2015-03-17",12.5
"182","2015-03-18",12.35
"183","2015-03-19",12.35
"184","2015-03-20",12.7
"185","2015-03-23",12.75
"186","2015-03-24",13.01
"187","2015-03-25",12.8
"188","2015-03-26",12.7
"189","2015-03-27",12.97
"190","2015-03-30",12.3
"191","2015-03-31",12.52
"192","2015-04-01",12.45
"193","2015-04-02",12.56
"194","2015-04-06",12.59
"195","2015-04-07",12.8
"196","2015-04-08",12.6
"197","2015-04-09",12.765
"198","2015-04-10",13
"199","2015-04-13",12.5
"200","2015-04-14",12.47
"201","2015-04-15",12.8
"202","2015-04-16",12.9
"203","2015-04-17",12.65
"204","2015-04-20",12.65
"205","2015-04-21",12.5
"206","2015-04-22",12.4
"207","2015-04-23",12.25
"208","2015-04-24",11.395
"209","2015-04-27",11.2
"210","2015-04-28",11.6
"211","2015-04-29",11.55
"212","2015-04-30",10.95
"213","2015-05-01",10.65
"214","2015-05-04",10.45
"215","2015-05-05",11.19
"216","2015-05-06",11.4
"217","2015-05-07",10.9
"218","2015-05-08",11
"219","2015-05-11",11.25
"220","2015-05-12",11.65
"221","2015-05-13",11.9
"222","2015-05-14",11.9
"223","2015-05-15",11.65
"224","2015-05-18",11.55
"225","2015-05-19",11.75
"226","2015-05-20",11.1
"227","2015-05-21",11.4
"228","2015-05-22",10.6
"229","2015-05-26",11.5
"230","2015-05-27",11.65
"231","2015-05-28",11.2
"232","2015-05-29",11.35
"233","2015-06-01",11
"234","2015-06-02",11.26
"235","2015-06-03",11.35
"236","2015-06-04",11.9
"237","2015-06-05",11.5
"238","2015-06-08",10.95
"239","2015-06-09",10.95
"240","2015-06-10",10.95
"241","2015-06-11",10.95
"242","2015-06-12",10.915
"243","2015-06-15",10.84
"244","2015-06-16",10.2
"245","2015-06-17",10.8
"246","2015-06-18",10.8
"247","2015-06-19",10.25
"248","2015-06-22",10.1
"249","2015-06-23",10.5
"250","2015-06-24",10.4
"251","2015-06-25",10.255
"252","2015-06-26",10
"253","2015-06-29",9.95
"254","2015-06-30",9.72
"255","2015-07-01",10.5
"256","2015-07-02",9.8
"257","2015-07-06",9.6
"258","2015-07-07",9.6
"259","2015-07-08",9.5
"260","2015-07-09",9.75
"261","2015-07-10",9.82
"262","2015-07-13",8.75
"263","2015-07-14",9.75
"264","2015-07-15",9.15
"265","2015-07-16",9.15
"266","2015-07-17",8.25
"267","2015-07-20",8.9
"268","2015-07-21",8.85
"269","2015-07-22",8.85
"270","2015-07-23",8.55
"271","2015-07-24",8.7
"272","2015-07-27",8.9
"273","2015-07-28",8.6
"274","2015-07-29",8.55
"275","2015-07-30",8.55
"276","2015-07-31",7.25
"277","2015-08-03",7.25
"278","2015-08-04",3.715
"279","2015-08-05",4.2
"280","2015-08-06",3.725
"281","2015-08-07",3.75
"282","2015-08-10",3.825
"283","2015-08-11",3.75
"284","2015-08-12",3.745
"285","2015-08-13",3.75
"286","2015-08-14",3.62
"287","2015-08-17",3.6
"288","2015-08-18",3.685
"289","2015-08-19",4.055
"290","2015-08-20",3.85
"291","2015-08-21",3.7
"292","2015-08-24",3.425
"293","2015-08-25",3.37
"294","2015-08-26",3.37
"295","2015-08-27",3.965
"296","2015-08-28",4
"297","2015-08-31",3.81
"298","2015-09-01",3.755
"299","2015-09-02",3.945
"300","2015-09-03",3.76
"301","2015-09-04",4.12
"302","2015-09-08",3.91
"303","2015-09-09",3.91
"304","2015-09-10",3.99
"305","2015-09-11",3.72
"306","2015-09-14",3.5
"307","2015-09-15",3.425
"308","2015-09-16",3.425
"309","2015-09-17",3.59
"310","2015-09-18",3.47
"311","2015-09-21",3.47
"312","2015-09-22",3.47
"313","2015-09-23",3.4
"314","2015-09-24",3.4
"315","2015-09-25",3.345
"316","2015-09-28",3.32
"317","2015-09-29",3.27
"318","2015-09-30",3.05
"319","2015-10-01",3.05
"320","2015-10-02",3.105
"321","2015-10-05",3.735
"322","2015-10-06",3.56
"323","2015-10-07",3.665
"324","2015-10-08",3.6
"325","2015-10-09",3.66
"326","2015-10-12",3.695
"327","2015-10-13",3.695
"328","2015-10-14",3.44
"329","2015-10-15",3.53
"330","2015-10-16",3.41
"331","2015-10-19",3.2
"332","2015-10-20",3.05
"333","2015-10-21",3.15
"334","2015-10-22",3
"335","2015-10-23",2.98
"336","2015-10-26",2.98
"337","2015-10-27",3
"338","2015-10-28",3.17
"339","2015-10-29",3.055
"340","2015-10-30",3.05
"341","2015-11-02",4.05
"342","2015-11-03",3.965
"343","2015-11-04",4.16
"344","2015-11-05",5.5
"345","2015-11-06",4.86
"346","2015-11-09",5.005
"347","2015-11-10",5.63
"348","2015-11-11",5.45
"349","2015-11-12",5.3
"350","2015-11-13",5.46
"351","2015-11-16",5.125
"352","2015-11-17",5.3
"353","2015-11-18",5.1
"354","2015-11-19",5.4
"355","2015-11-20",5.25
"356","2015-11-23",5.305
"357","2015-11-24",5.33
"358","2015-11-25",5.33
"359","2015-11-27",5.33
"360","2015-11-30",5.42
"361","2015-12-01",5.14
"362","2015-12-02",5.35
"363","2015-12-03",5.35
"364","2015-12-04",5.18
"365","2015-12-07",4.855
"366","2015-12-08",4.9
"367","2015-12-09",4.8
"368","2015-12-10",4.955
"369","2015-12-11",4.955
"370","2015-12-14",4.65
"371","2015-12-15",4.615
"372","2015-12-16",4.6
"373","2015-12-17",4.25
"374","2015-12-18",4.475
"375","2015-12-21",4.4
"376","2015-12-22",4.4
"377","2015-12-23",4.355
"378","2015-12-24",4.25
"379","2015-12-28",4.25
"380","2015-12-29",4.365
"381","2015-12-30",4.365
"382","2015-12-31",4.365
"383","2016-01-04",4.2
"384","2016-01-05",4.105
"385","2016-01-06",3.98
"386","2016-01-07",4.025
"387","2016-01-08",4.135
"388","2016-01-11",3.9
"389","2016-01-12",4.135
"390","2016-01-13",4.135
"391","2016-01-14",4.2
"392","2016-01-15",3.985
"393","2016-01-19",3.655
"394","2016-01-20",3.51
"395","2016-01-21",3.675
"396","2016-01-22",3.4
"397","2016-01-25",3.745
"398","2016-01-26",3.735
"399","2016-01-27",3.55
"400","2016-01-28",3.5
"401","2016-01-29",3.795
"402","2016-02-01",3.705
"403","2016-02-02",3.65
"404","2016-02-03",3.65
"405","2016-02-04",3.55
"406","2016-02-05",3.685
"407","2016-02-08",3.61
"408","2016-02-09",3.61
"409","2016-02-10",3.625
"410","2016-02-11",3.625
"411","2016-02-12",3.815
"412","2016-02-16",3.795
"413","2016-02-17",3.795
"414","2016-02-18",3.87
"415","2016-02-19",4
"416","2016-02-22",4
"417","2016-02-23",3.85
"418","2016-02-24",3.85
"419","2016-02-25",3.84
"420","2016-02-26",3.84
"421","2016-02-29",3.81
"422","2016-03-01",3.815
"423","2016-03-02",3.8
"424","2016-03-03",3.89
"425","2016-03-04",3.78
"426","2016-03-07",3.915
"427","2016-03-08",3.895
"428","2016-03-09",3.895
"429","2016-03-10",3.74
"430","2016-03-11",3.745
"431","2016-03-14",3.7
"432","2016-03-15",3.725
"433","2016-03-16",3.725
"434","2016-03-17",3.995
"435","2016-03-18",3.75
"436","2016-03-21",3.75
"437","2016-03-22",3.86
"438","2016-03-23",3.9
"439","2016-03-24",3.9
"440","2016-03-28",3.75
"441","2016-03-29",3.595
"442","2016-03-30",3.9
"443","2016-03-31",3.9
"444","2016-04-01",3.91
"445","2016-04-04",3.91
"446","2016-04-05",3.91
"447","2016-04-06",3.985
"448","2016-04-07",3.915
"449","2016-04-08",3.955
"450","2016-04-11",3.63
"451","2016-04-12",3.63
"452","2016-04-13",3.63
"453","2016-04-14",3.9
"454","2016-04-15",3.9
"455","2016-04-18",4.16
"456","2016-04-19",4.335
"457","2016-04-20",4.5
"458","2016-04-21",4.695
"459","2016-04-22",5.685
"460","2016-04-25",7.25
"461","2016-04-26",6.5
"462","2016-04-27",6.05
"463","2016-04-28",5.35
"464","2016-04-29",5.6
"465","2016-05-02",5.94
"466","2016-05-03",5.55
"467","2016-05-04",5.5
"468","2016-05-05",5.5
"469","2016-05-06",5.745
"470","2016-05-09",5.745
"471","2016-05-10",5.3
"472","2016-05-11",5.3
"473","2016-05-12",5.25
"474","2016-05-13",5.25
"475","2016-05-16",5.1
"476","2016-05-17",5.1
"477","2016-05-18",4.385
"478","2016-05-19",4.07
"479","2016-05-20",4.07
"480","2016-05-23",4.07
"481","2016-05-24",4.16
"482","2016-05-25",4.155
"483","2016-05-26",3.975
"484","2016-05-27",4.08
"485","2016-05-31",4.3
"486","2016-06-01",4.3
"487","2016-06-02",4.3
"488","2016-06-03",4.3
"489","2016-06-06",4.3
"490","2016-06-07",4.6
"491","2016-06-08",4.575
"492","2016-06-09",4.55
"493","2016-06-10",4.525
"494","2016-06-13",4.585
"495","2016-06-14",4.57
"496","2016-06-15",5.05
"497","2016-06-16",5.15
"498","2016-06-17",5.15
"499","2016-06-20",4.89
"500","2016-06-21",4.95
"501","2016-06-22",5.15
"502","2016-06-23",5.6
"503","2016-06-24",5.05
"504","2016-06-27",5.05
"505","2016-06-28",5.295
"506","2016-06-29",5.785
"507","2016-06-30",5.56
"508","2016-07-01",5.56
"509","2016-07-05",5.58
"510","2016-07-06",5.535
"511","2016-07-07",5.535
"512","2016-07-08",5.5
"513","2016-07-11",5.5
"514","2016-07-12",5.2
"515","2016-07-13",5.43
"516","2016-07-14",5.25
"517","2016-07-15",5.29
"518","2016-07-18",5.27
"519","2016-07-19",5.05
"520","2016-07-20",5
"521","2016-07-21",5
"522","2016-07-22",5
"523","2016-07-25",4.99
"524","2016-07-26",4.99
"525","2016-07-27",4.99
"526","2016-07-28",4.99
"527","2016-07-29",4.99
"528","2016-08-01",4.99
"529","2016-08-02",4.595
"530","2016-08-03",4.595
"531","2016-08-04",5
"532","2016-08-05",5
"533","2016-08-08",4.765
"534","2016-08-09",4.58
"535","2016-08-10",4.625
"536","2016-08-11",4.46
"537","2016-08-12",4.66
"538","2016-08-15",4.5
"539","2016-08-16",4.525
"540","2016-08-17",4.63
"541","2016-08-18",4.65
"542","2016-08-19",4.41
"543","2016-08-22",4.465
"544","2016-08-23",4.565
"545","2016-08-24",4.55
"546","2016-08-25",4.475
"547","2016-08-26",4.475
"548","2016-08-29",4.4
"549","2016-08-30",4.39
"550","2016-08-31",4.275
"551","2016-09-01",4.275
"552","2016-09-02",4.28
"553","2016-09-06",4.87
"554","2016-09-07",4.745
"555","2016-09-08",4.745
"556","2016-09-09",4.745
"557","2016-09-12",5
"558","2016-09-13",5
"559","2016-09-14",4.945
"560","2016-09-15",4.95
"561","2016-09-16",4.86
"562","2016-09-19",5.15
"563","2016-09-20",5.1
"564","2016-09-21",4.885
"565","2016-09-22",4.995
"566","2016-09-23",4.995
"567","2016-09-26",4.995
"568","2016-09-27",4.95
"569","2016-09-28",4.95
"570","2016-09-29",5.2
"571","2016-09-30",5.45
"572","2016-10-03",5.435
"573","2016-10-04",5.435
"574","2016-10-05",5.435
"575","2016-10-06",5.25
"576","2016-10-07",5.3
"577","2016-10-10",5.3
"578","2016-10-11",5.3
"579","2016-10-12",5.18
"580","2016-10-13",5.25
"581","2016-10-14",5.45
"582","2016-10-17",5.975
"583","2016-10-18",6.27
"584","2016-10-19",6.44
"585","2016-10-20",6.27
"586","2016-10-21",6.55
"587","2016-10-24",7.15
"588","2016-10-25",7.7
"589","2016-10-26",7.33
"590","2016-10-27",7.5
"591","2016-10-28",7.005
"592","2016-10-31",7.05
"593","2016-11-01",7.7
"594","2016-11-02",7.35
"595","2016-11-03",7.3
"596","2016-11-04",7.1
"597","2016-11-07",6.9
"598","2016-11-08",6.15
"599","2016-11-09",6.515
"600","2016-11-10",6.515
"601","2016-11-11",6.515
"602","2016-11-14",6.8
"603","2016-11-15",6.6
"604","2016-11-16",6.6
"605","2016-11-17",6.6
"606","2016-11-18",6.83
"607","2016-11-21",6.995
"608","2016-11-22",6.995
"609","2016-11-23",7
"610","2016-11-25",6.925
"611","2016-11-28",6.9
"612","2016-11-29",6.9
"613","2016-11-30",7.485
"614","2016-12-01",7.5
"615","2016-12-02",7.5
"616","2016-12-05",8.5
"617","2016-12-06",8.48
"618","2016-12-07",8.605
"619","2016-12-08",8.55
"620","2016-12-09",8.605
"621","2016-12-12",8.25
"622","2016-12-13",8.15
"623","2016-12-14",8.225
"624","2016-12-15",8.225
"625","2016-12-16",7.36
"626","2016-12-19",7.34
"627","2016-12-20",6.745
"628","2016-12-21",6.745
"629","2016-12-22",7.29
"630","2016-12-23",7.29
"631","2016-12-27",6.65
"632","2016-12-28",7
"633","2016-12-29",7
"634","2016-12-30",6.89
"635","2017-01-03",7.2
"636","2017-01-04",7.185
"637","2017-01-05",7.45
"638","2017-01-06",7.43
"639","2017-01-09",7.98
"640","2017-01-10",8.1
"641","2017-01-11",8.245
"642","2017-01-12",8.7
"643","2017-01-13",9.45
"644","2017-01-17",9.105
"645","2017-01-18",8.98
"646","2017-01-19",8.75
"647","2017-01-20",8.7
"648","2017-01-23",8.89
"649","2017-01-24",8.75
"650","2017-01-25",8.9
"651","2017-01-26",8.825
"652","2017-01-27",9.2
"653","2017-01-30",8.7
"654","2017-01-31",8.36
"655","2017-02-01",8.75
"656","2017-02-02",8.72
"657","2017-02-03",8.75
"658","2017-02-06",8.25
"659","2017-02-07",8.35
"660","2017-02-08",8.13
"661","2017-02-09",7.75
"662","2017-02-10",8.22
"663","2017-02-13",8
"664","2017-02-14",8.07
"665","2017-02-15",7.91
"666","2017-02-16",8.08
"667","2017-02-17",8
"668","2017-02-21",8.08
"669","2017-02-22",8
"670","2017-02-23",7.97
"671","2017-02-24",8.095
"672","2017-02-27",8.15
"673","2017-02-28",8.15
"674","2017-03-01",8.1
"675","2017-03-02",8.82
"676","2017-03-03",9.05
"677","2017-03-06",9.1
"678","2017-03-07",8.5
"679","2017-03-08",7.85
"680","2017-03-09",8.02
"681","2017-03-10",8.29
"682","2017-03-13",8.2
"683","2017-03-14",7.985
"684","2017-03-15",7.85
"685","2017-03-16",7.85
"686","2017-03-17",7.85
"687","2017-03-20",8
"688","2017-03-21",7.95
"689","2017-03-22",7.81
"690","2017-03-23",7.85
"691","2017-03-24",7.85
"692","2017-03-27",7.735
"693","2017-03-28",7.95
"694","2017-03-29",7.89
"695","2017-03-30",7.78
"696","2017-03-31",7.78
"697","2017-04-03",7.5
"698","2017-04-04",7.5
"699","2017-04-05",7.76
"700","2017-04-06",7.815
"701","2017-04-07",7.88
"702","2017-04-10",7.8
"703","2017-04-11",7.85
"704","2017-04-12",7.76
"705","2017-04-13",7.74
"706","2017-04-17",7.85
"707","2017-04-18",7.75
"708","2017-04-19",7.63
"709","2017-04-20",7.64
"710","2017-04-21",7.7
"711","2017-04-24",7.395
"712","2017-04-25",7.07
"713","2017-04-26",7.5
"714","2017-04-27",7.49
"715","2017-04-28",7.6
"716","2017-05-01",7.155
"717","2017-05-02",7.05
"718","2017-05-03",7.05
"719","2017-05-04",6.875
"720","2017-05-05",6.76
"721","2017-05-08",6.7
"722","2017-05-09",6.6
"723","2017-05-10",6.75
"724","2017-05-11",7
"725","2017-05-12",7.15
"726","2017-05-15",7.25
"727","2017-05-16",7.2
"728","2017-05-17",6.9
"729","2017-05-18",7.1
"730","2017-05-19",7.41
"731","2017-05-22",7.25
"732","2017-05-23",7.75
"733","2017-05-24",7.685
"734","2017-05-25",7.7
"735","2017-05-26",7.595
"736","2017-05-30",7.8
"737","2017-05-31",7.78
"738","2017-06-01",7.7
"739","2017-06-02",7.45
"740","2017-06-05",7.37
"741","2017-06-06",7.9
"742","2017-06-07",7.83
"743","2017-06-08",7.745
"744","2017-06-09",7.705
"745","2017-06-12",7.55
"746","2017-06-13",7.55
"747","2017-06-14",7.65
"748","2017-06-15",7.65
"749","2017-06-16",7.645
"750","2017-06-19",7.75
"751","2017-06-20",7.75
"752","2017-06-21",7.4
"753","2017-06-22",7.65
"754","2017-06-23",7.565
"755","2017-06-26",7.55
"756","2017-06-27",7.47
"757","2017-06-28",7.75
"758","2017-06-29",7.725
"759","2017-06-30",7.8
"760","2017-07-03",7.85
"761","2017-07-05",7.75
"762","2017-07-06",7.7
"763","2017-07-07",7.73
"764","2017-07-10",8.05
"765","2017-07-11",7.97
"766","2017-07-12",7.99
"767","2017-07-13",7.98
"768","2017-07-14",8.75
"769","2017-07-17",8.57
"770","2017-07-18",8.5
"771","2017-07-19",8.5
"772","2017-07-20",8.45
"773","2017-07-21",8.5
"774","2017-07-24",8.28
"775","2017-07-25",8.435
"776","2017-07-26",8.19
"777","2017-07-27",8.585
"778","2017-07-28",9.42
"779","2017-07-31",9.35
"780","2017-08-01",9.2
"781","2017-08-02",9.685
"782","2017-08-03",10.065
"783","2017-08-04",10.53
"784","2017-08-07",11.25
"785","2017-08-08",10.9
"786","2017-08-09",10.95
"787","2017-08-10",10.2
"788","2017-08-11",10.385
"789","2017-08-14",10.265
"790","2017-08-15",10.4
"791","2017-08-16",11.05
"792","2017-08-17",11.2
"793","2017-08-18",11.22
"794","2017-08-21",11.3
"795","2017-08-22",11.5
"796","2017-08-23",11.29
"797","2017-08-24",11.39
"798","2017-08-25",11.35
"799","2017-08-28",11
"800","2017-08-29",10.75
"801","2017-08-30",10.39
"802","2017-08-31",10.45
"803","2017-09-01",10.6
"804","2017-09-05",10.5
"805","2017-09-06",10.55
"806","2017-09-07",10.5
"807","2017-09-08",10.47
"808","2017-09-11",10.2
"809","2017-09-12",10.34
"810","2017-09-13",11.5
"811","2017-09-14",12.07
"812","2017-09-15",11.9
"813","2017-09-18",13.12
"814","2017-09-19",14.5
"815","2017-09-20",15
"816","2017-09-21",14.82
"817","2017-09-22",14.345
"818","2017-09-25",14.5
"819","2017-09-26",14.4
"820","2017-09-27",14
"821","2017-09-28",14.115
"822","2017-09-29",14.38
"823","2017-10-02",15.52
"824","2017-10-03",15.855
"825","2017-10-04",16.1
"826","2017-10-05",16.66
"827","2017-10-06",17.799999
"828","2017-10-09",19
"829","2017-10-10",19.309999
"830","2017-10-11",19.915001
"831","2017-10-12",17.225
"832","2017-10-13",17.700001
"833","2017-10-16",16.950001
"834","2017-10-17",15.05
"835","2017-10-18",16
"836","2017-10-19",15.845
"837","2017-10-20",16.094999
"838","2017-10-23",16.35
"839","2017-10-24",16.129999
"840","2017-10-25",15.6
"841","2017-10-26",15.56
"842","2017-10-27",15.795
"843","2017-10-30",15.495
"844","2017-10-31",15.495
"845","2017-11-01",15.44
"846","2017-11-02",15.75
"847","2017-11-03",16.045
"848","2017-11-06",17.915001
"849","2017-11-07",19.040001
"850","2017-11-08",18.75
"851","2017-11-09",14
"852","2017-11-10",12.43
"853","2017-11-13",10.945
"854","2017-11-14",10.79
"855","2017-11-15",11.04
"856","2017-11-16",12
"857","2017-11-17",12.55
"858","2017-11-20",12.7
"859","2017-11-21",12.495
"860","2017-11-22",12.15
"861","2017-11-24",12.195
"862","2017-11-27",11.355
"863","2017-11-28",11
"864","2017-11-29",11.25
"865","2017-11-30",11.4
"866","2017-12-01",11.14
"867","2017-12-04",11.2
"868","2017-12-05",11.12
"869","2017-12-06",11.05
"870","2017-12-07",11.5
"871","2017-12-08",12.05
"872","2017-12-11",11.9
"873","2017-12-12",11.5
"874","2017-12-13",11.05
"875","2017-12-14",11.305
"876","2017-12-15",11.25
"877","2017-12-18",10.62
"878","2017-12-19",10.5
"879","2017-12-20",10.3
"880","2017-12-21",10.4
"881","2017-12-22",10.595
"882","2017-12-26",11.25
"883","2017-12-27",11.35
"884","2017-12-28",12.45
"885","2017-12-29",12.32
"886","2018-01-02",12.26
"887","2018-01-03",11.655
"888","2018-01-04",10.55
"889","2018-01-05",11.18
"890","2018-01-08",11.25
"891","2018-01-09",11.3
"892","2018-01-10",11.3
"893","2018-01-11",11.3
"894","2018-01-12",11.25
"895","2018-01-16",11.45
"896","2018-01-17",11.55
"897","2018-01-18",11.37
"898","2018-01-19",11.65
"899","2018-01-22",10.8
"900","2018-01-23",10.8
"901","2018-01-24",11.061
"902","2018-01-25",11.45
"903","2018-01-26",11.2
"904","2018-01-29",11.15
"905","2018-01-30",10.5
"906","2018-01-31",10.5
"907","2018-02-01",10.48
"908","2018-02-02",9.9
"909","2018-02-05",9.3
"910","2018-02-06",8.91
"911","2018-02-07",8.17
"912","2018-02-08",8.59
"913","2018-02-09",9.33
"914","2018-02-12",10.3
"915","2018-02-13",10.52
"916","2018-02-14",11.25
"917","2018-02-15",11.25
"918","2018-02-16",11.298
"919","2018-02-20",12.37
"920","2018-02-21",12
"921","2018-02-22",12.475
"922","2018-02-23",12.48
"923","2018-02-26",12
"924","2018-02-27",11.806
"925","2018-02-28",12.07
"926","2018-03-01",11.8
"927","2018-03-02",12.13
"928","2018-03-05",12.09
"929","2018-03-06",11.7
"930","2018-03-07",11.75
"931","2018-03-08",11.69
"932","2018-03-09",12.03
"933","2018-03-12",11.16
"934","2018-03-13",10.46
"935","2018-03-14",11.07
"936","2018-03-15",11.13
"937","2018-03-16",11.094
"938","2018-03-19",11
"939","2018-03-20",10.15
"940","2018-03-21",10.242
"941","2018-03-22",10
"942","2018-03-23",10.095
"943","2018-03-26",10.24
"944","2018-03-27",10.56
"945","2018-03-28",10.41
"946","2018-03-29",10.11
"947","2018-04-02",9.656
"948","2018-04-03",9.698
"949","2018-04-04",9.274
"950","2018-04-05",8.57
"951","2018-04-06",7.9
"952","2018-04-09",7.5
"953","2018-04-10",8.16
"954","2018-04-11",7.53
"955","2018-04-12",7.81
"956","2018-04-13",7.795
"957","2018-04-16",7.75
"958","2018-04-17",7.95
"959","2018-04-18",8.05
"960","2018-04-19",7.96
"961","2018-04-20",8.18
"962","2018-04-23",8.07
"963","2018-04-24",8.5
"964","2018-04-25",8.22
"965","2018-04-26",8.37
"966","2018-04-27",8.17
"967","2018-04-30",7.63
"968","2018-05-01",7.99
"969","2018-05-02",8.25
"970","2018-05-03",8.22
"971","2018-05-04",8.53
"972","2018-05-07",8.95
"973","2018-05-08",10.86
"974","2018-05-09",10.98
"975","2018-05-10",11.77
"976","2018-05-11",11.37
"977","2018-05-14",11
"978","2018-05-15",11.24
"979","2018-05-16",11.11
"980","2018-05-17",10.92
"981","2018-05-18",10.24
"982","2018-05-21",11.11
"983","2018-05-22",10.86
"984","2018-05-23",10.98
"985","2018-05-24",11.15
"986","2018-05-25",10.71
"987","2018-05-29",9.84
"988","2018-05-30",11
"989","2018-05-31",10.77
"990","2018-06-01",11
"991","2018-06-04",10.92
"992","2018-06-05",11.15
"993","2018-06-06",11
"994","2018-06-07",10.78
"995","2018-06-08",10.7
"996","2018-06-11",11.17
"997","2018-06-12",11.92
"998","2018-06-13",12.74
"999","2018-06-14",12.73
"1000","2018-06-15",13.02
"1001","2018-06-18",12.87
"1002","2018-06-19",11.91
"1003","2018-06-20",11.9
"1004","2018-06-21",11.7
