"","date","HPE"
"1","2015-10-19",9.618977
"2","2015-10-20",9.804963
"3","2015-10-21",9.578293
"4","2015-10-22",9.85146
"5","2015-10-23",9.88052
"6","2015-10-26",9.54342
"7","2015-10-27",9.142387
"8","2015-10-28",9.462051
"9","2015-10-29",9.270252
"10","2015-10-30",8.555368
"11","2015-11-02",8.42169
"12","2015-11-03",8.346133
"13","2015-11-04",7.939289
"14","2015-11-05",7.71843
"15","2015-11-06",8.369382
"16","2015-11-09",8.25314
"17","2015-11-10",8.375194
"18","2015-11-11",8.200831
"19","2015-11-12",7.962537
"20","2015-11-13",7.782362
"21","2015-11-16",7.77655
"22","2015-11-17",7.683558
"23","2015-11-18",7.927664
"24","2015-11-19",8.009033
"25","2015-11-20",8.258952
"26","2015-11-23",8.049718
"27","2015-11-24",7.956725
"28","2015-11-25",8.206644
"29","2015-11-27",8.340322
"30","2015-11-30",8.636737
"31","2015-12-01",9.072642
"32","2015-12-02",8.689046
"33","2015-12-03",8.497248
"34","2015-12-04",8.845971
"35","2015-12-07",8.97965
"36","2015-12-08",8.816911
"37","2015-12-09",8.630925
"38","2015-12-10",8.555368
"39","2015-12-11",8.241516
"40","2015-12-14",8.39263
"41","2015-12-15",8.462375
"42","2015-12-16",8.543744
"43","2015-12-17",8.317073
"44","2015-12-18",8.229892
"45","2015-12-21",8.148523
"46","2015-12-22",8.171771
"47","2015-12-23",8.665797
"48","2015-12-24",8.72973
"49","2015-12-28",8.851784
"50","2015-12-29",8.834348
"51","2015-12-30",8.880844
"52","2015-12-31",8.834348
"53","2016-01-04",8.793663
"54","2016-01-05",8.735542
"55","2016-01-06",8.601865
"56","2016-01-07",7.968349
"57","2016-01-08",7.869544
"58","2016-01-11",7.706806
"59","2016-01-12",7.706806
"60","2016-01-13",7.41039
"61","2016-01-14",7.555692
"62","2016-01-15",7.288337
"63","2016-01-19",7.160471
"64","2016-01-20",7.009357
"65","2016-01-21",7.21278
"66","2016-01-22",7.759114
"67","2016-01-25",7.753302
"68","2016-01-26",7.904416
"69","2016-01-27",7.782362
"70","2016-01-28",7.666121
"71","2016-01-29",7.997409
"72","2016-02-01",8.014846
"73","2016-02-02",7.817235
"74","2016-02-03",7.770739
"75","2016-02-04",8.049718
"76","2016-02-05",7.671933
"77","2016-02-08",7.2709
"78","2016-02-09",7.392954
"79","2016-02-10",7.474323
"80","2016-02-11",7.206968
"81","2016-02-12",7.143035
"82","2016-02-16",7.166283
"83","2016-02-17",7.567316
"84","2016-02-18",7.863731
"85","2016-02-19",7.945101
"86","2016-02-22",8.020658
"87","2016-02-23",7.608
"88","2016-02-24",7.863731
"89","2016-02-25",7.950912
"90","2016-02-26",7.811423
"91","2016-02-29",7.712618
"92","2016-03-01",7.71843
"93","2016-03-02",8.078778
"94","2016-03-03",7.904416
"95","2016-03-04",8.973837
"96","2016-03-07",9.281877
"97","2016-03-08",8.851784
"98","2016-03-09",9.002897
"99","2016-03-10",9.241192
"100","2016-03-11",9.491112
"101","2016-03-14",9.537608
"102","2016-03-15",9.746842
"103","2016-03-16",9.99095
"104","2016-03-17",9.973514
"105","2016-03-18",10.072318
"106","2016-03-21",10.293177
"107","2016-03-22",10.176936
"108","2016-03-23",10.147876
"109","2016-03-24",10.211808
"110","2016-03-28",10.176936
"111","2016-03-29",10.258305
"112","2016-03-30",10.397795
"113","2016-03-31",10.304801
"114","2016-04-01",10.69421
"115","2016-04-04",10.484976
"116","2016-04-05",10.235057
"117","2016-04-06",10.438478
"118","2016-04-07",10.310614
"119","2016-04-08",10.397795
"120","2016-04-11",10.304801
"121","2016-04-12",10.02001
"122","2016-04-13",10.171124
"123","2016-04-14",10.031634
"124","2016-04-15",10.113003
"125","2016-04-18",10.136251
"126","2016-04-19",10.02001
"127","2016-04-20",10.113003
"128","2016-04-21",10.147876
"129","2016-04-22",10.165312
"130","2016-04-25",10.002574
"131","2016-04-26",10.089755
"132","2016-04-27",10.060695
"133","2016-04-28",9.897956
"134","2016-04-29",9.68291
"135","2016-05-02",9.531796
"136","2016-05-03",9.258629
"137","2016-05-04",9.258629
"138","2016-05-05",9.136575
"139","2016-05-06",9.171448
"140","2016-05-09",9.217944
"141","2016-05-10",9.23538
"142","2016-05-11",9.310937
"143","2016-05-12",9.241192
"144","2016-05-13",9.165635
"145","2016-05-16",9.276065
"146","2016-05-17",9.194695
"147","2016-05-18",9.107514
"148","2016-05-19",9.171448
"149","2016-05-20",9.223756
"150","2016-05-23",9.339997
"151","2016-05-24",9.444614
"152","2016-05-25",10.083942
"153","2016-05-26",10.107191
"154","2016-05-27",10.612841
"155","2016-05-31",10.734895
"156","2016-06-01",10.630278
"157","2016-06-02",10.752331
"158","2016-06-03",10.66515
"159","2016-06-06",10.984814
"160","2016-06-07",11.135927
"161","2016-06-08",11.246357
"162","2016-06-09",11.362598
"163","2016-06-10",11.112679
"164","2016-06-13",10.810452
"165","2016-06-14",10.641901
"166","2016-06-15",10.926693
"167","2016-06-16",10.845324
"168","2016-06-17",11.008061
"169","2016-06-20",11.263793
"170","2016-06-21",11.484652
"171","2016-06-22",11.164988
"172","2016-06-23",11.420719
"173","2016-06-24",10.55472
"174","2016-06-27",9.996761
"175","2016-06-28",10.113003
"176","2016-06-29",10.333861
"177","2016-06-30",10.618653
"178","2016-07-01",10.746519
"179","2016-07-05",10.577969
"180","2016-07-06",10.69421
"181","2016-07-07",10.734895
"182","2016-07-08",11.066182
"183","2016-07-11",11.240544
"184","2016-07-12",11.443967
"185","2016-07-13",11.333538
"186","2016-07-14",11.618329
"187","2016-07-15",11.490463
